UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,CLPG1,CLPG2,CLPG3,YRREC
03IN02427,2000816367,Z6367,81,Z6367,00,1,97,1,97,971,367781,475281,.,,,,1,.,*,,0,0,0,,50,0106,.,,.,3.0,"THIN,DEAD",SUFF,,496,0,0,0,2003
03IN02428,2000816368,Z6368,81,Z6368,00,2,97,1,97,971,367781,475281,.,,,,1,.,B,,217,233,2,,,,.,971,1,3.0,SUCK1SIDE,,,470,0,0,0,2003
03IN02429,2000816373,Z6373,81,Z6373,00,2,97,1,97,971,367781,391181,.,,,,1,.,B,,175,197,2,,,,.,971,1,3.0,IDZ 454,,,454,0,0,0,2003
03IN02430,2000816376,Z6376,81,Z6376,00,1,97,1,97,971,367781,395681,.,,,,1,.,M,,251,0,0,,,,.,,.,3.0,,SUFF,,485,0,0,0,2003
03IN02431,2000816382,Z6382,81,Z6382,00,2,97,1,97,971,367781,402781,.,,,,1,.,B,,258,258,2,,,,.,971,1,3.0,NICE,,,459,0,0,0,2003
03IN02432,2000816389,Z6389,81,Z6389,00,1,97,1,97,971,367781,393281,.,,,,1,.,M,,266,0,0,,,,.,,.,3.0,,SUFF,,491,0,0,0,2003
03IN02433,2000816402,Z6402,81,Z6402,00,2,97,1,97,972,367981,326081,.,,,,3,.,*,,0,0,0,,93,0407,.,,.,3.0,,,,469,0,0,0,2003
03IN02434,2000816872,Z6872,81,Z6872,00,2,97,1,97,971,367781,356781,.,,,,1,.,B,,254,250,2,,,,.,971,1,3.0,"LTS, ENTR",,,474,0,0,0,2003
03IN02435,2000816874,Z6874,81,Z6874,00,2,97,1,97,972,367981,364181,.,,,,3,.,*,,0,0,0,,93,0505,.,,.,3.0,FAT DRY >JAY,,,465,0,0,0,2003
03IN02436,2000816878,Z6878,81,Z6878,00,2,00,1,00,41-,432804,814200,1,,,0,1,BLK,1,,165,174,2,B,,,X,BLK,1,3.0,BLACK EWE,Blk,,,0,0,0,2003
03IN02437,2000816905,Z6905,81,Z6905,00,2,97,1,97,971,367781,392881,.,,,,6,.,*,,0,0,0,,89,0403,.,,.,3.0,DOWNER,,,471,0,0,0,2003
03IN02438,2000816931,Z6931,81,Z6931,00,2,97,1,97,974,356481,595781,.,,,,1,.,B,,243,239,2,,,,.,972,1,3.0,,,,455,0,0,0,2003
03IN02439,2001816990,Z6990,81,Z6990,01,2,97,1,97,971,009300,406081,.,,,,1,.,B,,189,190,2,,,,.,971,1,2.0,LEGGY,Bf,,515,0,0,0,2003
03IN02440,2001816998,Z6998,81,Z6998,01,1,97,1,97,971,009300,364181,.,,DAV,,1,.,M,,255,0,0,,19,1104,.,,.,2.0,NICE,Bf,,554,0,0,0,2003
03IN02441,2001817010,Z7010,81,Z7010,01,2,00,1,90,03,014300,814200,1,,,0,1,BLK,2,,140,144,2,B,,,X,BLK,1,2.0,BLACK EWE,Blk,,532,0,0,0,2003
03IN02442,2001817015,Z7015,81,Z7015,01,2,97,1,97,971,009300,540681,.,,,,1,.,B,,167,180,2,,,,.,972,1,2.0,,Bf,,519,0,0,0,2003
03IN02443,2001817020,Z7020,81,Z7020,01,2,97,1,97,971,009300,326481,.,,,,1,.,B,,168,193,2,,,,.,971,1,2.0,NICE EWE,Bf,,534,0,0,0,2003
03IN02444,2001817022,Z7022,81,Z7022,01,1,97,1,97,971,009300,474081,.,,,,1,.,*,,0,0,0,X,93,0113,.,,.,2.0,"X,EPI.1/13/03",Bf,,537,0,0,0,2003
03IN02445,2001817029,Z7029,81,Z7029,01,1,97,1,97,971,009300,555781,.,,DAV,,1,.,M,,243,0,0,,,,.,,.,2.0,,Bf,,547,0,0,0,2003
03IN02446,2001817048,Z7048,81,Z7048,01,2,00,1,90,06,079164,078509,1,,,0,1,BLK,2,,181,180,2,B,,,X,BLK,1,2.0,"BLK.EWE,R.EYE",Blk,,521,0,0,0,2003
03IN02447,2001817067,Z7067,81,Z7067,01,1,97,1,97,971,009300,478681,.,,DAV,,1,.,M,,243,0,0,,,,.,,.,2.0,,Bf,,543,0,0,0,2003
03IN02448,2001817074,Z7074,81,Z7074,01,2,97,1,97,972,367781,360081,.,,,,1,.,B,,198,217,2,,,,.,971,1,2.0,SM.BAG,Bf,,512,0,0,0,2003
03IN02449,2001817092,Z7092,81,Z7092,01,1,97,1,97,972,367781,552181,.,,,,1,.,M,,241,0,0,,,,.,,.,2.0,,Bf,,545,0,0,0,2003
03IN02450,2001817098,Z7098,81,Z7098,01,2,97,1,97,971,009300,395681,.,,,,1,.,B,,184,211,2,,,,.,972,1,2.0,NICE,Bf,,529,0,0,0,2003
03IN02451,2001817099,Z7099,81,Z7099,01,2,97,1,97,971,009300,395681,.,,,,1,.,B,,190,201,2,,,,.,971,1,2.0,TALL,Bf,,523,0,0,0,2003
03IN02452,2001817107,Z7107,81,Z7107,01,1,97,1,97,971,009300,477781,.,,DAV,,1,.,M,,215,0,0,,,,.,,.,2.0,ENTR,Bf,,552,0,0,0,2003
03IN02453,2001817108,Z7108,81,Z7108,01,1,97,1,97,972,367781,356781,.,,,,1,.,M,,248,0,0,,,,.,,.,2.0,ENTR,Bf,,544,0,0,0,2003
03IN02454,2001817117,Z7117,81,Z7117,01,1,97,1,97,971,009300,402581,.,,DAV,,1,.,M,,241,0,0,,,,.,,.,2.0,,Bf,,536,0,0,0,2003
03IN02455,2001817120,Z7120,81,Z7120,01,2,97,1,97,971,009300,471881,.,,,,1,.,B,,179,196,2,,,,.,972,1,2.0,WEAK,Bf,,526,0,0,0,2003
03IN02456,2001817133,Z7133,81,Z7133,01,1,97,1,97,972,367781,401581,.,,,,1,.,M,,240,0,0,,,,.,,.,2.0,.124 inbr,Bf,,553,0,0,0,2003
03IN02457,2001817134,Z7134,81,Z7134,01,2,97,1,97,972,367781,473881,.,,,,1,.,B,,204,223,2,,,,.,971,1,2.0,ENTR,Bf,,513,0,0,0,2003
03IN02458,2001817140,Z7140,81,Z7140,01,1,97,1,97,972,367781,398181,.,,,,1,.,M,,249,0,0,,,,.,,.,2.0,"PNEU,SCOURS",Bf,,551,0,0,0,2003
03IN02459,2001817141,Z7141,81,Z7141,01,2,97,1,97,971,009300,538981,.,,,,1,.,B,,200,211,2,,,,.,971,1,2.0,,Bf,,522,0,0,0,2003
03IN02460,2001817147,Z7147,81,Z7147,01,1,97,1,97,972,367781,359981,.,,,,1,.,M,,301,0,0,,,,.,,.,2.0,"DUD, D9",Bf,,541,0,0,0,2003
03IN02461,2001817152,Z7152,81,Z7152,01,2,97,1,97,972,367781,479881,.,,,,3,.,B,,238,241,1,,93,1022,.,,.,2.0,ENTR,Bf,,516,0,0,0,2003
03IN02462,2001817153,Z7153,81,Z7153,01,1,97,1,97,972,367781,479881,.,,,,6,.,M,,305,0,0,,68,0723,.,,.,2.0,"X,RF.FOOT,ABS",Bf,,549,0,0,0,2003
03IN02463,2001817154,Z7154,81,Z7154,01,1,97,1,97,972,367781,365481,.,,,,1,.,M,,266,0,0,,,,.,,.,2.0,,Bf,,540,0,0,0,2003
03IN02464,2001817159,Z7159,81,Z7159,01,1,97,1,97,972,367781,559281,.,,,,1,.,M,,268,0,0,,,,.,,.,2.0,,Bf,,538,0,0,0,2003
03IN02465,2001817181,Z7181,81,Z7181,01,2,97,1,97,971,009300,395781,.,,,,1,.,B,,175,198,2,,,,.,972,1,2.0,,Bf,,518,0,0,0,2003
03IN02466,2001817184,Z7184,81,Z7184,01,2,00,1,90,04,094364,814700,1,,,0,1,BLK,2,,200,188,2,B,,,X,BLK,1,2.0,"BLACK,HAIRY",Blk,,530,0,0,0,2003
03IN02467,2001817187,Z7187,81,Z7187,01,1,97,1,97,971,009300,390181,.,,DAV,,1,.,M,,245,0,0,,,,.,,.,2.0,NICE,Bf,,535,0,0,0,2003
03IN02468,2001817188,Z7188,81,Z7188,01,1,97,1,97,971,009300,390181,.,,DAV,,1,.,M,,260,0,0,,,,.,,.,2.0,,Bf,,542,0,0,0,2003
03IN02469,2001817196,Z7196,81,Z7196,01,2,97,1,97,972,367781,475181,.,,,,3,.,B,,256,282,1,,93,1022,.,,.,2.0,NICE,Bf,,510,0,0,0,2003
03IN02470,2001817199,Z7199,81,Z7199,01,1,97,1,97,971,009300,326081,.,,DAV,,1,.,M,,256,0,0,,,,.,,.,2.0,NICE,Bf,,539,0,0,0,2003
03IN02471,2001817200,Z7200,81,Z7200,01,2,97,1,97,971,009300,326081,.,,,,1,.,B,,204,228,2,,,,.,971,1,2.0,,Bf,,520,0,0,0,2003
03IN02472,2001817206,Z7206,81,Z7206,01,1,97,1,97,972,367781,402781,.,,,,1,.,M,,263,0,0,,,,.,,.,2.0,,Bf,,550,0,0,0,2003
03IN02473,2001817245,Z7245,81,Z7245,01,2,00,1,90,02,013100,802800,1,,,0,3,BLK,2,,171,170,2,B,93,1022,X,,.,2.0,VAG.PRO.CULL,Blk,,525,0,0,0,2003
03IN02474,2001817247,Z7247,81,Z7247,01,2,00,1,90,07,090564,086609,1,,,0,1,BLK,2,,194,187,2,B,,,X,BLK,1,2.0,DARK PINTO,Blk,,528,0,0,0,2003
03IN02475,2001817256,Z7256,81,Z7256,01,1,97,1,97,971,009300,404881,.,,DAV,,1,.,M,,237,0,0,,,,.,,.,2.0,DUMB,Bf,,546,0,0,0,2003
03IN02476,2001817279,Z7279,81,Z7279,01,1,97,1,97,972,367781,559181,.,,,,1,X,M,,263,0,0,X,93,1117,.,X,.,2.0,"X, ABS.BRISK.",Bf,,548,0,0,0,2003
03IN02477,2002048916,A8916,04,A8916,02,2,84,1,30,e62,676104,853004,.,,,,1,.,2,,162,155,1,,,,N,37,2,1.0,,,,,0,0,0,2003
03IN02478,2002048987,A8987,04,A8987,02,1,84,1,30,53,650104,731304,.,,,,E,EXP,Y,,143,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02479,2002048989,A8989,04,A8989,02,2,84,1,30,e62,676104,823604,.,,,,2, 33,2,,121,122,2,,92,0918,N,,.,1.0,,,,4525,0,0,0,2003
03IN02480,2002049015,A9015,04,A9015,02,1,82,1,30,25,710504,510304,.,,,,E,CTL,Y,,168,0,0,,19,1015,C,,.,1.0,,Ctrl,,,0,0,0,2003
03IN02481,2002049026,A9026,04,A9026,02,2,84,1,30,55,664104,475604,.,,,,1,.,1,,134,144,2,W,,,N,03P,1,1.0,,,,,0,0,0,2003
03IN02482,2002049034,A9034,04,A9034,02,2,84,1,30,e62,676104,857804,.,,,,1,.,1,,164,183,1,C,,,N,21P,1,1.0,,,,,0,0,0,2003
03IN02483,2002049044,A9044,04,A9044,02,1,81,1,30,03,735504,641904,.,,,,1,CTL,*,,0,0,0,X,93,0113,M,,.,1.0,"X,EPI.1/13/03",,,844,0,0,0,2003
03IN02484,2002049062,A9062,04,A9062,02,2,84,1,30,55,664104,872700,.,,,,1,.,2,,129,146,2,,,,N,38,2,1.0,,,,,0,0,0,2003
03IN02485,2002049064,A9064,04,A9064,02,1,82,1,30,24,759804,354604,.,,,,E,EXP,Y,,154,0,0,,,,C,,.,1.0,,Ctrl,,,0,0,0,2003
03IN02486,2002049071,A9071,04,A9071,02,2,81,1,30,03,735504,348104,.,,,,1,.,1,,159,151,2,C,,,M,23P,1,1.0,,,,,0,0,0,2003
03IN02487,2002049073,A9073,04,A9073,02,1,84,1,30,53,650104,079109,.,,,,E,EXP,Y,,153,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02488,2002049074,A9074,04,A9074,02,1,84,1,30,53,650104,079109,.,,,,E,EXP,Y,,170,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02489,2002049083,A9083,04,A9083,02,2,82,1,30,23,750604,726504,.,,,,2, 30,1,,120,140,2,,92,0918,C,,.,1.0,,,,4493,0,0,0,2003
03IN02490,2002049088,A9088,04,A9088,02,1,84,1,30,55,664104,370804,.,,,,E,EXP,Y,,185,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02491,2002049089,A9089,04,A9089,02,2,84,1,30,55,664104,370804,.,,,,2, 31,2,,125,136,2,,92,0918,N,,.,1.0,,,,4511,0,0,0,2003
03IN02492,2002049091,A9091,04,A9091,02,2,84,1,30,e62,676104,881204,.,,,,1,.,1,,122,143,2,W,,,N,04P,1,1.0,,,,,0,0,0,2003
03IN02493,2002049112,A9112,04,A9112,02,2,84,1,30,54,691104,010200,.,,,,6,.,*,,0,0,0,,80,0408,N,,.,1.0,"DYSTOCIA,cerv",,,,0,0,0,2003
03IN02494,2002049119,A9119,04,A9119,02,2,84,1,30,53,650104,594504,.,,,,1,.,2,,130,141,2,C,,,N,24P,1,1.0,,,,,0,0,0,2003
03IN02495,2002049120,A9120,04,A9120,02,1,84,1,30,53,650104,594504,.,,,,E,EXP,Y,,178,0,0,,,,N,,.,1.0,H2,Inbr,,,0,0,0,2003
03IN02496,2002049122,A9122,04,A9122,02,1,84,1,30,53,650104,594504,.,,,,E,CTL,Y,,168,0,0,,,,N,,.,1.0,F1- H2,Inbr,,,0,0,0,2003
03IN02497,2002049123,A9123,04,A9123,02,2,84,1,30,56,832504,790304,.,,,,1,.,1,,112,130,5,W,,,N,01P,1,1.0,,,,,0,0,0,2003
03IN02498,2002049129,A9129,04,A9129,02,2,84,1,30,e66,664204,879704,.,,,,3,.,5,,113,0,0,,93,0602,N,,.,1.0,UTE.PROLAPSE,,,999,0,0,0,2003
03IN02499,2002049132,A9132,04,A9132,02,2,84,1,30,56,832504,007109,.,,,,1,.,1,,159,150,2,,,,N,41,2,1.0,NICE,,,,0,0,0,2003
03IN02500,2002049133,A9133,04,A9133,02,2,84,1,30,56,832504,007109,.,,,,1,.,1,,140,133,2,C,,,N,25P,1,1.0,,,,,0,0,0,2003
03IN02501,2002049134,A9134,04,A9134,02,2,82,1,30,31,621604,571104,.,,,,1,.,2,,130,149,4,,,,C,42,2,1.0,,,,,0,0,0,2003
03IN02502,2002049153,A9153,04,A9153,02,1,84,1,30,54,691104,664304,.,,,,E,EXP,Y,,173,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02503,2002049155,A9155,04,A9155,02,2,82,1,30,27,763804,529504,.,,,,2, 29,1,,132,152,2,,92,0918,C,,.,1.0,,,,4486,0,0,0,2003
03IN02504,2002049180,A9180,04,A9180,02,2,82,1,30,22,740104,202404,.,,,,1,.,1,,120,128,2,W,,,C,02P,1,1.0,,,,,0,0,0,2003
03IN02505,2002049206,A9206,04,A9206,02,2,84,1,30,52,685304,575704,.,,,,1,.,2,,150,147,2,W,,,N,03P,1,1.0,TRT.R.EYE,,,,0,0,0,2003
03IN02506,2002049210,A9210,04,A9210,02,2,84,1,30,55,664104,598104,.,,,,1,.,5,,136,160,1,W,,,N,04P,1,1.0,,,,,0,0,0,2003
03IN02507,2002049218,A9218,04,A9218,02,2,83,1,30,41,776004,552404,.,,,,1,.,1,,122,133,2,W,10,0921,W,02P,1,1.0,,,,,0,0,0,2003
03IN02508,2002049219,A9219,04,A9219,02,2,83,1,30,41,776004,552404,.,,,,1,.,1,,149,152,2,C,,,W,23P,1,1.0,NICE,,,,0,0,0,2003
03IN02509,2002049232,A9232,04,A9232,02,1,83,1,30,43,719904,749104,.,,,,E,CTL,Y,,158,0,0,,,,W,,.,1.0,F2-,Flwt,,,0,0,0,2003
03IN02510,2002049235,A9235,04,A9235,02,2,84,1,30,51,699804,667304,.,,,,1,.,2,,150,143,2,C,,,N,11P,1,1.0,,,,,0,0,0,2003
03IN02511,2002049239,A9239,04,A9239,02,2,83,1,30,42,652904,641404,.,,,,2, 29,1,,149,149,2,,92,0918,W,,.,1.0,R.P.,,,4484,0,0,0,2003
03IN02512,2002049240,A9240,04,A9240,02,1,83,1,30,42,652904,641404,.,,,,E,EXP,Y,,151,0,0,,,,W,,.,1.0,,Flwt,,,0,0,0,2003
03IN02513,2002049241,A9241,04,A9241,02,2,83,1,30,42,652904,641404,.,,,,1,.,1,,139,149,2,W,,,W,01P,1,1.0,,,,,0,0,0,2003
03IN02514,2002049247,A9247,04,A9247,02,2,84,1,30,54,691104,672604,.,,,,1,.,2,,153,168,2,W,,,N,03P,1,1.0,KEEP,,,,0,0,0,2003
03IN02515,2002049262,A9262,04,A9262,02,1,84,1,30,55,664104,385404,.,,,,E,EXP,Y,,166,0,0,,,,N,,.,1.0,H2,Inbr,,,0,0,0,2003
03IN02516,2002049263,A9263,04,A9263,02,1,84,1,30,55,664104,385404,.,,,,E,EXP,Y,,174,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02517,2002049275,A9275,04,A9275,02,2,81,1,30,02,730204,231304,.,,,,1,.,2,,110,122,2,,,,M,43,2,1.0,,,,,0,0,0,2003
03IN02518,2002049278,A9278,04,A9278,02,1,82,1,30,28,728404,786304,.,,,,E,CTL,Y,,186,0,0,,,,C,,.,1.0,,Ctrl,,,0,0,0,2003
03IN02519,2002049282,A9282,04,A9282,02,2,82,1,30,22,740104,519004,.,,,,2, 30,2,,134,143,2,,92,0918,C,,.,1.0,F2+,,,4489,0,0,0,2003
03IN02520,2002049284,A9284,04,A9284,02,1,83,1,30,41,776004,068709,.,,,,E,CTL,Y,,178,0,0,,,,W,,.,1.0,,Flwt,,,0,0,0,2003
03IN02521,2002049285,A9285,04,A9285,02,1,83,1,30,41,776004,068709,.,,,,E,EXP,Y,,171,0,0,,,,W,,.,1.0,KEEP,Flwt,,,0,0,0,2003
03IN02522,2002049291,A9291,04,A9291,02,2,82,1,30,31,621604,694304,.,,,,1,.,1,,169,171,2,C,,,C,12P,1,1.0,NICE,,,,0,0,0,2003
03IN02523,2002049292,A9292,04,A9292,02,1,82,1,30,31,621604,694304,.,,,,E,EXP,Y,,187,0,0,,,,C,,.,1.0,NICE,Ctrl,,,0,0,0,2003
03IN02524,2002049293,A9293,04,A9293,02,2,84,1,30,56,832504,761304,.,,,,1,.,1,,160,153,2,W,,,N,04P,1,1.0,,,,,0,0,0,2003
03IN02525,2002049295,A9295,04,A9295,02,1,82,1,30,20,713304,287704,.,,,,E,CTL,Y,,199,0,0,,,,C,,.,1.0,H2,Ctrl,,,0,0,0,2003
03IN02526,2002049296,A9296,04,A9296,02,2,82,1,30,20,713304,287704,.,,,,2, 32,5,,151,165,1,,92,0918,C,,.,1.0,,,,4519,0,0,0,2003
03IN02527,2002049298,A9298,04,A9298,02,2,81,1,30,03,735504,519404,.,,,,1,.,1,,118,132,2,W,,,M,01P,1,1.0,NICE,,,,0,0,0,2003
03IN02528,2002049306,A9306,04,A9306,02,2,81,1,30,04,693404,786004,.,,,,1,.,2,,151,165,2,C,,,M,13P,1,1.0,,,,,0,0,0,2003
03IN02529,2002049307,A9307,04,A9307,02,2,81,1,30,03,735504,338804,.,,,,1,.,1,,153,168,2,,,,M,44,2,1.0,,,,,0,0,0,2003
03IN02530,2002049318,A9318,04,A9318,02,2,83,1,30,41,776004,408104,.,,,,1,.,1,,157,155,2,W,,,W,02P,1,1.0,,,,,0,0,0,2003
03IN02531,2002049322,A9322,04,A9322,02,2,84,1,30,51,699804,760204,.,,,,2, 31,1,,110,120,2,,92,0918,N,,.,1.0,,,,4512,0,0,0,2003
03IN02532,2002049348,A9348,04,A9348,02,2,84,1,30,55,664104,383604,.,,,,1,.,2,,154,155,5,C,,,N,14P,1,1.0,,,,,0,0,0,2003
03IN02533,2002049351,A9351,04,A9351,02,2,81,1,30,04,693404,656504,.,,,,1,.,5,,173,189,1,,,,M,45,2,1.0,,,,,0,0,0,2003
03IN02534,2002049357,A9357,04,A9357,02,1,82,1,30,23,750604,465304,.,,,,E,EXP,Y,,151,0,0,,,,C,,.,1.0,,Ctrl,,,0,0,0,2003
03IN02535,2002049359,A9359,04,A9359,02,2,83,1,30,43,719904,672304,.,,,,1,.,2,,125,139,2,C,,,W,15P,1,1.0,,,,,0,0,0,2003
03IN02536,2002049366,A9366,04,A9366,02,2,83,1,30,41,776004,185504,.,,,,1,.,2,,136,131,2,W,,,W,03P,1,1.0,DYSTOCIA,,,,0,0,0,2003
03IN02537,2002049410,A9410,04,A9410,02,2,82,1,30,22,740104,296104,.,,,,1,.,2,,124,137,2,W,,,C,04P,1,1.0,,,,,0,0,0,2003
03IN02538,2002049419,A9419,04,A9419,02,2,81,1,30,04,693404,742604,.,,,,1,.,2,,125,130,2,C,,,M,15P,1,1.0,TRT.PNEU.,,,,0,0,0,2003
03IN02539,2002049420,A9420,04,A9420,02,2,81,1,30,04,693404,742604,.,,,,1,.,1,,151,144,2,,,,M,46,2,1.0,,,,,0,0,0,2003
03IN02540,2002049427,A9427,04,A9427,02,1,84,1,30,54,691104,577004,.,,,,E,EXP,Y,,178,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02541,2002049432,A9432,04,A9432,02,2,82,1,30,20,713304,617504,.,,,,1,.,2,,145,142,2,W,,,C,01P,1,1.0,NICE,,,,0,0,0,2003
03IN02542,2002049433,A9433,04,A9433,02,2,81,1,30,03,735504,630604,.,,,,O,.,2,?,139,171,11,X,95,1102,M,X,O,1.0,"X, BAG",,,,0,0,0,2003
03IN02543,2002049434,A9434,04,A9434,02,1,84,1,30,51,699804,596304,.,,,,E,CTL,Y,,147,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02544,2002049435,A9435,04,A9435,02,2,84,1,30,51,699804,596304,.,,,,2, 31,1,,128,130,2,,92,0918,N,,.,1.0,,,,4513,0,0,0,2003
03IN02545,2002049442,A9442,04,A9442,02,1,83,1,30,42,652904,355104,.,,,,E,EXP,Y,,172,0,0,,,,W,,.,1.0,,Flwt,,,0,0,0,2003
03IN02546,2002049444,A9444,04,A9444,02,2,84,1,30,e64,656304,838604,.,,,,2, 33,2,,126,134,2,,92,0918,N,,.,1.0,,,,4527,0,0,0,2003
03IN02547,2002049456,A9456,04,A9456,02,1,84,1,30,53,650104,576404,.,,,,E,CTL,Y,,155,0,0,,,,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02548,2002049458,A9458,04,A9458,02,2,84,1,30,53,650104,576404,.,,,,1,.,1,,113,122,2,W,,,N,02P,1,1.0,,,,,0,0,0,2003
03IN02549,2002049466,A9466,04,A9466,02,1,81,1,30,03,735504,434304,.,,,,E,EXP,Y,,181,0,0,,,,M,,.,1.0,KEEP,Lww,,,0,0,0,2003
03IN02550,2002049471,A9471,04,A9471,02,2,84,1,30,53,650104,000100,.,,,,1,.,1,,133,135,2,,,,N,47,2,1.0,,,,,0,0,0,2003
03IN02551,2002049480,A9480,04,A9480,02,1,84,1,30,54,691104,074809,.,,,,E,EXP,Y,,150,0,0,,10,0827,N,,.,1.0,,Inbr,,,0,0,0,2003
03IN02552,2002049508,A9508,04,A9508,02,1,81,1,30,01,788204,518404,.,,,,E,CTL,Y,,158,0,0,,,,M,,.,1.0,,Lww,,,0,0,0,2003
03IN02553,2002049511,A9511,04,A9511,02,2,81,1,30,01,788204,537004,.,,,,1,.,2,,115,128,2,W,,,M,03P,1,1.0,4TEATS,,,,0,0,0,2003
03IN02554,2002049538,A9538,04,A9538,02,2,84,1,30,56,832504,596604,.,,,,1,.,1,,125,144,2,C,,,N,21P,1,1.0,,,,,0,0,0,2003
03IN02555,2002049545,A9545,04,A9545,02,2,81,1,30,04,693404,568304,.,,,,1,.,1,,155,149,2,C,,,M,22P,1,1.0,,,,,0,0,0,2003
03IN02556,2002049560,A9560,04,A9560,02,2,82,1,30,31,621604,760904,.,,,,1,.,5,,130,162,1,C,,,C,26P,1,1.0,,,,,0,0,0,2003
03IN02557,2002049563,A9563,04,A9563,02,2,82,1,30,25,710504,723704,.,,,,2, 30,2,,137,142,1,,92,0918,C,,.,1.0,,,,4490,0,0,0,2003
03IN02558,2002049569,A9569,04,A9569,02,1,84,1,30,54,691104,434504,.,,,,E,CTL,Y,,143,0,0,,,,N,,.,1.0,TORN TAG 5/3,Inbr,,,0,0,0,2003
03IN02559,2002049581,A9581,04,A9581,02,1,81,1,30,04,693404,412804,.,,,,E,EXP,Y,,169,0,0,,,,M,,.,1.0,,Lww,,,0,0,0,2003
03IN02560,2002049588,A9588,04,A9588,02,1,84,1,30,53,650104,273304,.,,,,E,EXP,Y,,180,0,0,,,,N,,.,1.0,H2,Inbr,,,0,0,0,2003
03IN02561,2002049589,A9589,04,A9589,02,2,83,1,30,42,652904,583804,.,,,,1,.,1,,137,149,2,W,,,W,04P,1,1.0,DYSTOCIA,,,,0,0,0,2003
03IN02562,2002049597,A9597,04,A9597,02,2,81,1,30,03,735504,568004,.,,,,1,.,1,,127,142,2,W,,,M,01P,1,1.0,,,,,0,0,0,2003
03IN02563,2002049599,A9599,04,A9599,02,2,81,1,30,03,735504,568004,.,,,,1,.,1,,125,144,2,,,,M,48,2,1.0,,,,,0,0,0,2003
03IN02564,2002049600,A9600,04,A9600,02,2,83,1,30,43,719904,059709,.,,,,1,.,1,,127,129,2,C,,,W,24P,1,1.0,RAGGY,,,,0,0,0,2003
03IN02565,2002049606,A9606,04,A9606,02,1,83,1,30,42,652904,491304,.,,,,E,EXP,Y,,183,0,0,,,,W,,.,1.0,,Flwt,,,0,0,0,2003
03IN02566,2002049608,A9608,04,A9608,02,2,82,1,30,21,778604,515504,.,,,,1,.,1,,160,151,1,W,,,C,02P,1,1.0,,,,,0,0,0,2003
03IN02567,2002049624,A9624,04,A9624,02,2,84,1,30,56,832504,447704,.,,,,6,.,1,,128,0,0,,01,0702,N,,.,1.0,,,,,0,0,0,2003
03IN02568,2002049629,A9629,04,A9629,02,2,84,1,30,55,664104,578604,.,,,,2, 32,5,,136,173,1,,92,0918,N,,.,1.0,,,,4523,0,0,0,2003
03IN02569,2002049640,A9640,04,A9640,02,1,84,1,30,56,832504,878000,.,,,,E,CTL,Y,,191,0,0,,,,N,,.,1.0,1TAG,Inbr,,,0,0,0,2003
03IN02570,2002049641,A9641,04,A9641,02,2,84,1,30,56,832504,878000,.,,,,1,.,5,,143,158,1,W,,,N,03P,1,1.0,,,,,0,0,0,2003
03IN02571,2002049667,A9667,04,A9667,02,2,84,1,30,53,650104,449404,.,,,,1,.,1,,131,134,2,W,,,N,04P,1,1.0,DYSTOCIA,,,,0,0,0,2003
03IN02572,2002049676,A9676,04,A9676,02,2,81,1,30,04,693404,426304,.,,,,2, 33,5,,119,141,1,,92,0918,M,,.,1.0,,,,4526,0,0,0,2003
03IN02573,2002049677,A9677,04,A9677,02,2,81,1,30,04,693404,426304,.,,,,1,.,1,,162,142,2,C,,,M,25P,1,1.0,,,,,0,0,0,2003
03IN02574,2002049682,A9682,04,A9682,02,1,81,1,30,04,693404,751204,.,,,,E,CTL,Y,,177,0,0,,,,M,,.,1.0,,Lww,,,0,0,0,2003
03IN02575,2002049683,A9683,04,A9683,02,2,81,1,30,04,693404,751204,.,,,,1,.,2,,149,139,2,C,,,M,26P,1,1.0,,,,,0,0,0,2003
03IN02576,2002049689,A9689,04,A9689,02,2,84,1,30,53,650104,480104,.,,,,2, 31,1,,112,132,2,,92,0918,N,,.,1.0,,,,4517,0,0,0,2003
03IN02577,2002049707,A9707,04,A9707,02,1,83,1,30,41,776004,080009,.,,,,E,CTL,Y,,166,0,0,,,,W,,.,1.0,,Flwt,,,0,0,0,2003
03IN02578,2002049715,A9715,04,A9715,02,2,81,1,30,04,693404,661704,.,,,,1,.,1,,156,135,2,W,,,M,01P,1,1.0,NICE,,,,0,0,0,2003
03IN02579,2002049716,A9716,04,A9716,02,2,81,1,30,04,693404,661704,.,,,,1,.,2,,148,109,2,C,19,0919,M,11P,1,1.0,,,,,0,0,0,2003
