UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,YRREC
04IN02713,2003449715,T9715,44,T9715,03,2,48,1,02,14T,805144,782344,0,,,,1,.,5,,152,171,1,,,,M,63T,1,1.0,,Targ,,0,2004
04IN02714,2003449720,T9720,44,T9720,03,1,ID,1,02,42T,775944,794544,I,,ISA,1,3,.,Y,,174,0,0,,93,0907,I,.,.,1.0,X R.EPI,Ida,,1422,2004
04IN02715,2003449721,T9721,44,T9721,03,2,48,1,02,13T,818344,778944,0,,,,2, 43,5,,131,162,1,,92,0923,M,.,.,1.0,NICE,Targ,,5281,2004
04IN02716,2003449722,T9722,44,T9722,03,1,48,1,02,13T,818344,721944,0,,L41,,1,.,Y,,200,0,0,,,,M,.,.,1.0,2nd CHOICE,Targ,,0,2004
04IN02717,2003449723,T9723,44,T9723,03,2,48,1,02,13T,818344,721944,0,,,,1,.,2,,169,164,2,,,,M,61T,1,1.0,NICE,Targ,,0,2004
04IN02718,2003449725,T9725,44,T9725,03,2,48,1,02,14T,805144,728644,0,,,,1,.,5,,124,154,1,,,,M,61T,1,1.0,,Targ,,0,2004
04IN02719,2003449729,T9729,44,T9729,03,2,ID,1,02,e.8,779444,896044,I,,KK,1,1,.,2,,161,161,1,,,,I,41T,1,1.0,,Ida,,0,2004
04IN02720,2003449736,T9736,44,T9736,03,2,48,1,02,12T,0064,739744,0,,KK,1,1,.,H,,148,169,2,,,,M,65T,1,1.0,NICE,Targ,,0,2004
04IN02721,2003449740,T9740,44,T9740,03,2,48,1,02,12T,0064,761044,0,,KK,1,1,.,2,,159,155,2,,,,M,66T,1,1.0,,Targ,,0,2004
04IN02722,2003449743,T9743,44,T9743,03,1,48,1,02,12T,0064,825444,0,,KK,1,1,.,Y,,198,0,0,,,,M,.,.,1.0,PNEU.ok,Targ,,0,2004
04IN02723,2003449744,T9744,44,T9744,03,1,48,1,02,13T,818344,680144,0,,L41,,4,BHV,Y,,189,0,0,,,,M,X,.,1.0,"X, BALD",Targ,,1885,2004
04IN02724,2003449745,T9745,44,T9745,03,1,48,1,02,13T,818344,680144,0,,L41,,2,103,Y,,176,212,0,,92,0923,M,.,.,1.0,,Targ,,1737,2004
04IN02725,2003449746,T9746,44,T9746,03,2,48,1,02,12T,0064,809944,0,,KK,1,2, 44,5,,125,152,1,,92,0923,M,.,.,1.0,,Targ,,5284,2004
04IN02726,2003449748,T9748,44,T9748,03,1,48,1,02,14T,805144,682944,0,,L41,,2,105,Y,,164,195,0,,92,0923,M,.,.,1.0,F4,Targ,,1733,2004
04IN02727,2003449755,T9755,44,T9755,03,2,48,1,02,13T,818344,810944,0,,,,2, 44,5,,128,145,1,,92,0923,M,.,.,1.0,NICE,Targ,,5285,2004
04IN02728,2003449757,T9757,44,T9757,03,1,48,1,02,12T,0064,674344,0,,KK,1,4,BHV,Y,,165,0,0,,,,M,.,.,1.0,-SIZE,Targ,,0,2004
04IN02729,2003449761,T9761,44,T9761,03,2,48,1,02,12T,0064,711544,0,,KK,1,2, 44,5,,121,149,1,,92,0923,M,.,.,1.0,,Targ,,5283,2004
04IN02730,2003449763,T9763,44,T9763,03,2,ID,1,02,e.9,840244,894044,I,,MSU,1,1,.,5,,134,165,1,,,,I,43T,1,1.0,,Ida,,0,2004
04IN02731,2003449766,T9766,44,T9766,03,2,48,1,02,13T,818344,787744,0,,,,1,.,5,,145,171,1,,,,M,62T,1,1.0,NICE,Targ,,0,2004
04IN02732,2003449768,T9768,44,T9768,03,2,ID,1,02,e.9,840244,893944,I,,MSU,1,1,.,5,,160,184,1,,,,I,42T,1,1.0,NICE,Ida,,0,2004
04IN02733,2003449771,T9771,44,T9771,03,1,ID,1,02,e.9,840244,896744,I,,MSU,1,2, 94,Y,,203,219,0,,92,0923,I,.,.,1.0,NICE,Ida,,1735,2004
04IN02734,2003449772,T9772,44,T9772,03,2,48,1,02,13T,818344,801844,0,,,,1,.,5,,146,171,1,,,,M,63T,1,1.0,NICE,Targ,,0,2004
04IN02735,2003449774,T9774,44,T9774,03,1,48,1,02,12T,0064,668744,0,,KK,1,1,.,Y,,184,0,0,,,,M,.,.,1.0,,Targ,,0,2004
04IN02736,2003449775,T9775,44,T9775,03,2,48,1,02,13T,818344,668644,0,,,,1,.,5,,147,181,1,,,,M,64T,1,1.0,,Targ,,0,2004
04IN02737,2003449783,T9783,44,T9783,03,2,ID,1,02,e.9,840244,903344,I,,MSU,1,1,.,5,,144,176,1,,,,I,43T,1,1.0,,Ida,,0,2004
04IN02738,2003820001,X0001,82,X0001,03,2,00,1,31,-3-,807504,937710,0,,,,1,.,2,,151,149,2,,,,X,44R,2,1.0,SM.VULVA,JxR,,0,2004
04IN02739,2003820007,X0007,82,X0007,03,2,00,1,31,-2-,746004,253711,0,,,,2, 57,2,,132,139,2,,92,0923,X,.,.,1.0,HAIRY,JxR,,5377,2004
04IN02740,2003820016,X0016,82,X0016,03,3,00,1,01,-1-,792544,965310,0,,,,3,.,5,,140,0,0,,93,0524,X,.,.,1.0,WETHER !,JxR,,1388,2004
04IN02741,2003820019,X0019,82,X0019,03,2,97,1,97,971,0093,406081,0,,DAV,,1,.,B,,151,169,1,,,,.,972,1,1.0,,Suff,,1135,2004
04IN02742,2003820021,X0021,82,X0021,03,2,00,1,02,-2-,820344,758844,7,,,,1,.,5,,121,144,1,,,,X,64T,1,1.0,,JxT,,0,2004
04IN02743,2003820023,X0023,82,X0023,03,2,00,1,01,-4-,793944,854810,0,,,,N,.,2,,139,146,2,,,,X,DAK,1,1.0,NICE,JxR,,0,2004
04IN02744,2003820028,X0028,82,X0028,03,2,00,1,32,-4-,755304,740044,7,,,,2, 54,5,,133,155,1,,92,0923,X,.,.,1.0,,JxT,,5352,2004
04IN02745,2003820029,X0029,82,X0029,03,2,00,1,32,-4-,755304,740044,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,,JxT,,1200,2004
04IN02746,2003820032,X0032,82,X0032,03,2,00,1,31,-4-,755304,291011,0,,,,2,.,1,,133,0,0,,97,0915,X,.,.,1.0,NICE,JxR,,0,2004
04IN02747,2003820034,X0034,82,X0034,03,2,97,1,97,972,609881,615581,0,,,,1,.,B,,193,223,1,,,,.,971,1,1.0,,Suff,,1155,2004
04IN02748,2003820038,X0038,82,X0038,03,2,00,1,80,52N,000081,617504,7,,,,1,.,T,,156,154,2,,,,N,56K,1,1.0,,SxP,,0,2004
04IN02749,2003820041,X0041,82,X0041,03,2,00,1,31,-3-,719804,705310,0,,,,1,.,1,,109,118,2,,,,X,37R,2,1.0,4TEATS,JxR,,0,2004
04IN02750,2003820042,X0042,82,X0042,03,2,00,1,31,-2-,746004,260711,0,,,,1,.,2,,136,140,2,,,,X,34R,2,1.0,,JxR,,0,2004
04IN02751,2003820049,X0049,82,X0049,03,2,00,1,01,-2-,730544,259511,0,,,,N,.,2,,119,136,2,,,,X,DAK,1,1.0,BIG4HER,JxR,,0,2004
04IN02752,2003820050,X0050,82,X0050,03,2,00,1,00,-2-,000000,259511,0,,,,O,ORE,2,,120,130,2,X,,,X,ORE,O,1.0,,JxR,,0,2004
04IN02753,2003820051,X0051,82,X0051,03,2,00,1,80,52N,000081,327504,7,,,,1,.,T,,141,156,2,,,,N,57K,1,1.0,,SxP,,0,2004
04IN02754,2003820052,X0052,82,X0052,03,2,00,1,80,52N,000081,327504,7,,,,1,.,5,,155,188,1,,,,N,58K,1,1.0,,SxP,,0,2004
04IN02755,2003820057,X0057,82,X0057,03,2,00,1,01,-4-,793944,663110,0,,,,1,.,1,,133,138,2,,,,X,ZZZ,1,1.0,HAIRY  <<<,JxR,,0,2004
04IN02756,2003820074,X0074,82,X0074,03,2,00,1,01,-1-,792544,090400,0,,,,1,.,2,,147,137,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02757,2003820085,X0085,82,X0085,03,2,00,1,02,-1-,792544,724844,7,,,,1,.,5,,163,190,1,,,,X,62T,1,1.0,,JxT,,0,2004
04IN02758,2003820095,X0095,82,X0095,03,2,00,1,01,-5-,734144,116011,0,,,,N,.,5,,108,130,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02759,2003820097,X0097,82,X0097,03,2,00,1,01,-5-,734144,033509,0,,,,3,.,5,,117,124,1,,93,1015,X,.,.,1.0,"CRIPPLE, LR",JxR,,1687,2004
04IN02760,2003820106,X0106,82,X0106,03,2,00,1,03,-5-,000044,124200,7,,,,O,ORE,5,,165,195,1,X,,,X,ORE,O,1.0,,JxC,,1939,2004
04IN02761,2003820113,X0113,82,X0113,03,2,00,1,01,-2-,730544,136611,0,,,,N,.,5,,130,140,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02762,2003820115,X0115,82,X0115,03,2,00,1,01,-4-,793944,686410,0,,,,1,.,5,,98,129,1,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02763,2003820119,X0119,82,X0119,03,2,00,1,01,-4-,793944,255011,0,,,,N,.,2,,125,121,2,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02764,2003820120,X0120,82,X0120,03,2,00,1,00,-4-,000000,255011,0,,,,O,ORE,5,,123,155,1,X,,,X,ORE,O,1.0,,JxR,,0,2004
04IN02765,2003820121,X0121,82,X0121,03,2,00,1,32,-5-,744944,112509,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,,JxP,,1199,2004
04IN02766,2003820128,X0128,82,X0128,03,2,00,1,00,-4-,000000,118611,0,,,,O,ORE,2,,159,160,2,X,,,X,ORE,O,1.0,,JxR,,0,2004
04IN02767,2003820130,X0130,82,X0130,03,2,00,1,01,-2-,730544,240911,0,,,,1,.,H,,162,181,2,,,,X,ZZZ,1,1.0,has LAME LAMB,JxR,,0,2004
04IN02768,2003820133,X0133,82,X0133,03,2,97,1,97,972,609881,629981,0,,,,1,.,B,,187,217,1,,,,.,972,1,1.0,,Suff,,1157,2004
04IN02769,2003820145,X0145,82,X0145,03,2,97,1,97,971,0093,478681,0,,DAV,,1,.,B,,163,178,2,,,,.,972,1,1.0,NICE,Suff,,1146,2004
04IN02770,2003820146,X0146,82,X0146,03,1,97,1,97,971,0093,478681,0,,DAV,,1,.,Y,,205,0,0,,,,.,.,.,1.0,BIG.PNEU.,Bf,,1225,2004
04IN02771,2003820148,X0148,82,X0148,03,2,00,1,31,-3-,000004,096211,0,,,,1,.,1,,114,136,2,,,,X,33R,2,1.0,RP,JxR,,0,2004
04IN02772,2003820149,X0149,82,X0149,03,2,00,1,31,-3-,000004,096211,0,,,,2, 58,5,,99,116,1,,92,0923,X,.,.,1.0,,JxR,,5387,2004
04IN02773,2003820150,X0150,82,X0150,03,2,00,1,00,BLK,000081,787081,1,,,0,1,BLK,2,,172,168,2,B,,,X,ZZZ,1,1.0,BLACK EWE,Blk,,1143,2004
04IN02774,2003820153,X0153,82,X0153,03,2,00,1,01,-1-,816444,038609,0,,,,N,.,5,,129,147,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02775,2003820157,X0157,82,X0157,03,2,00,1,02,-5-,734144,556344,7,,,,6,.,*,,0,0,0,,43,0430,X,.,.,1.0,REC.VAG.PRO.,JxT,,1211,2004
04IN02776,2003820164,X0164,82,X0164,03,2,00,1,80,52N,000081,660004,7,,,,1,.,T,,143,155,2,,,,N,51K,1,1.0,,SxP,,0,2004
04IN02777,2003820168,X0168,82,X0168,03,2,00,1,31,-4-,755304,920910,0,,,,1,.,2,,134,145,2,,,,X,41R,2,1.0,,JxR,,0,2004
04IN02778,2003820177,X0177,82,X0177,03,2,00,1,02,-5-,786644,678544,7,,,,1,.,5,,140,167,1,,,,X,61T,1,1.0,,JxT,,1216,2004
04IN02779,2003820178,X0178,82,X0178,03,2,00,1,01,-2-,730544,978410,0,,,,1,.,2,,138,136,2,,,,X,ZZZ,1,1.0,NICE,JxR,,0,2004
04IN02780,2003820179,X0179,82,X0179,03,2,00,1,31,-2-,746004,978410,0,,,,1,.,2,,161,156,2,,,,X,35R,2,1.0,"NICE, PNEU.",JxR,,0,2004
04IN02781,2003820181,X0181,82,X0181,03,2,00,1,80,52N,000081,491804,7,,,,1,.,T,,158,166,2,,,,N,52K,1,1.0,,SxP,,0,2004
04IN02782,2003820185,X0185,82,X0185,03,2,00,1,01,-5-,786644,803510,0,,,,N,.,1,,104,132,2,,,,X,DAK,1,1.0,BIG4HER,JxR,,0,2004
04IN02783,2003820188,X0188,82,X0188,03,2,00,1,01,-4-,748144,133311,0,,,,N,.,2,,113,126,2,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02784,2003820198,X0198,82,X0198,03,2,00,1,01,-5-,786644,273611,0,,,,1,.,1,,126,136,2,,,,X,ZZZ,1,1.0,BIG4HER,JxR,,0,2004
04IN02785,2003820211,X0211,82,X0211,03,2,00,1,02,-5-,786644,666344,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,,JxT,,1196,2004
04IN02786,2003820212,X0212,82,X0212,03,2,00,1,32,-3-,719804,667044,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,,JxT,,1203,2004
04IN02787,2003820215,X0215,82,X0215,03,2,00,1,02,-5-,786644,696444,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,,JxT,,1186,2004
04IN02788,2003820217,X0217,82,X0217,03,2,00,1,01,-5-,734144,048411,0,,,,6,.,1,,130,0,0,,05,0709,X,.,.,1.0,BIG4HER,JxR,,0,2004
04IN02789,2003820226,X0226,82,X0226,03,2,00,1,33,51N,000064,672604,7,,,,1,.,T,,162,163,2,,,,N,972,1,1.0,,CxP,,0,2004
04IN02790,2003820253,X0253,82,X0253,03,2,00,1,01,-5-,786644,046411,0,,,,1,.,1,,132,127,2,,,,X,ZZZ,1,1.0,BIG4HER,JxR,,0,2004
04IN02791,2003820254,X0254,82,X0254,03,2,00,1,01,-2-,730544,950310,0,,,,1,.,1,,160,169,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02792,2003820255,X0255,82,X0255,03,2,00,1,01,-2-,730544,950310,0,,,,1,.,2,,128,132,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02793,2003820256,X0256,82,X0256,03,2,00,1,01,-5-,734144,232211,0,,,,N,.,2,,153,147,2,,,,X,DAK,1,1.0,BIG4HER,JxR,,0,2004
04IN02794,2003820257,X0257,82,X0257,03,2,00,1,01,-2-,820344,120111,0,,,,1,.,1,,121,136,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02795,2003820262,X0262,82,X0262,03,2,00,1,01,-5-,786644,028109,0,,,,1,.,2,,148,136,2,,,,X,ZZZ,1,1.0,4TEATS,JxR,,0,2004
04IN02796,2003820266,X0266,82,X0266,03,2,00,1,00,BLK,000044,724581,1,,,0,1,BLK,5,,175,195,1,B,,,X,ZZZ,1,1.0,BLACK EWE,Blk,,1150,2004
04IN02797,2003820269,X0269,82,X0269,03,2,00,1,80,52N,000081,859904,7,,,,1,.,T,,198,206,2,,,,N,53K,1,1.0,4TEATS,SxP,,0,2004
04IN02798,2003820273,X0273,82,X0273,03,2,00,1,31,-2-,746004,699410,0,,,,2, 58,1,,116,128,2,,92,0923,X,.,.,1.0,,JxR,,5382,2004
04IN02799,2003820275,X0275,82,X0275,03,2,00,1,01,-2-,730544,914110,0,,,,1,.,1,,138,139,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02800,2003820277,X0277,82,X0277,03,2,00,1,32,-4-,755304,677144,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,4TEATS,JxT,,1210,2004
04IN02801,2003820282,X0282,82,X0282,03,2,00,1,01,-2-,820344,778510,0,,,,3,.,1,,133,153,2,,93,1015,X,.,.,1.0,CSECTION VPRO,JxR,,1467,2004
04IN02802,2003820288,X0288,82,X0288,03,2,00,1,30,-4-,755304,428204,7,,,,O,ORE,5,,144,172,1,X,,,X,ORE,O,1.0,,JxP,,0,2004
04IN02803,2003820300,X0300,82,X0300,03,2,00,1,03,-2-,820344,116464,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,ENTR,JxC,,1184,2004
04IN02804,2003820305,X0305,82,X0305,03,2,00,1,32,-1-,816444,672204,7,,,,2, 52,5,,145,175,1,,92,0923,X,.,.,1.0,,JxP,,5334,2004
04IN02805,2003820307,X0307,82,X0307,03,2,00,1,31,-2-,746004,282511,0,,,,2, 55,5,,140,158,1,,92,0923,X,.,.,1.0,,JxR,,5355,2004
04IN02806,2003820311,X0311,82,X0311,03,2,00,1,01,-1-,816444,620810,0,,,,N,.,5,,134,160,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02807,2003820325,X0325,82,X0325,03,2,00,1,33,51N,000064,830504,7,,,,1,.,5,,138,164,1,,,,N,973,1,1.0,,CxP,,0,2004
04IN02808,2003820328,X0328,82,X0328,03,2,00,1,01,-5-,786644,715410,0,,,,1,.,2,,121,123,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02809,2003820335,X0335,82,X0335,03,2,00,1,80,52N,000081,664304,7,,,,1,.,T,,150,175,2,,,,N,54K,1,1.0,,SxP,,0,2004
04IN02810,2003820341,X0341,82,X0341,03,2,00,1,31,-4-,755304,235811,0,,,,1,.,2,,138,127,2,,,,X,42R,2,1.0,BIG4HER,JxR,,0,2004
04IN02811,2003820342,X0342,82,X0342,03,2,00,1,31,-4-,755304,235811,0,,,,1,.,2,,131,133,2,,,,X,43R,2,1.0,,JxR,,0,2004
04IN02812,2003820346,X0346,82,X0346,03,2,00,1,33,51N,000064,761304,7,,,,1,.,T,,139,167,2,,,,N,973,1,1.0,NICE,CxP,,0,2004
04IN02813,2003820352,X0352,82,X0352,03,2,00,1,80,52N,000081,632304,7,,,,1,.,5,,163,198,1,,,,N,55K,1,1.0,,SxP,,0,2004
04IN02814,2003820353,X0353,82,X0353,03,2,00,1,80,52N,000081,632304,7,,,,1,.,T,,155,166,2,,,,N,56K,1,1.0,,SxP,,0,2004
04IN02815,2003820359,X0359,82,X0359,03,2,00,1,31,-4-,755304,119411,0,,,,1,.,2,,147,151,2,,,,X,44R,2,1.0,,JxR,,0,2004
04IN02816,2003820362,X0362,82,X0362,03,2,00,1,01,-5-,734144,717010,0,,,,N,.,1,,115,156,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02817,2003820363,X0363,82,X0363,03,2,00,1,03,-5-,734144,910763,7,,,,O,ORE,5,,158,181,1,X,,,X,ORE,O,1.0,4TEATS,JxC,,1936,2004
04IN02818,2003820367,X0367,82,X0367,03,2,00,1,01,-1-,792544,075411,0,,,,1,.,2,,140,143,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02819,2003820373,X0373,82,X0373,03,2,00,1,01,-5-,786644,948210,0,,,,N,.,5,,115,137,1,,,,X,DAK,1,1.0,DOG BITE,JxR,,0,2004
04IN02820,2003820379,X0379,82,X0379,03,2,00,1,01,-5-,786644,253311,0,,,,N,.,5,,125,152,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02821,2003820380,X0380,82,X0380,03,2,00,1,00,BLK,000044,687881,1,,,0,1,BLK,2,,129,143,1,B,,,X,ZZZ,1,1.0,MEAN,Blk,,1140,2004
04IN02822,2003820386,X0386,82,X0386,03,2,00,1,31,-4-,755304,917510,0,,,,2, 57,5,,120,138,1,,92,0923,X,.,.,1.0,,JxR,,5379,2004
04IN02823,2003820387,X0387,82,X0387,03,2,00,1,31,-4-,755304,917510,0,,,,1,.,1,,109,130,2,,,,X,45R,2,1.0,4TEATS,JxR,,0,2004
04IN02824,2003820388,X0388,82,X0388,03,2,00,1,33,51N,000064,661804,7,,,,1,.,2,,175,161,2,,,,N,971,1,1.0,,CxP,,0,2004
04IN02825,2003820393,X0393,82,X0393,03,2,00,1,01,-5-,786644,203111,0,,,,1,.,1,,119,130,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02826,2003820408,X0408,82,X0408,03,2,00,1,01,-1-,816444,148311,0,,,,N,.,5,,122,144,1,,,,X,DAK,1,1.0,HAIRY,JxR,,0,2004
04IN02827,2003820422,X0422,82,X0422,03,2,00,1,80,52N,000081,576404,7,,,,1,.,T,,152,169,2,,,,N,57K,1,1.0,,SxP,,0,2004
04IN02828,2003820423,X0423,82,X0423,03,2,00,1,80,52N,000081,576404,7,,,,1,.,5,,169,180,1,,,,N,58K,1,1.0,,SxP,,0,2004
04IN02829,2003820426,X0426,82,X0426,03,2,00,1,01,-5-,786644,143311,0,,,,N,.,5,,118,137,1,,,,X,DAK,1,1.0,4TEATS,JxR,,0,2004
04IN02830,2003820428,X0428,82,X0428,03,2,00,1,01,-5-,786644,024000,0,,,,N,.,5,,130,169,1,,,,X,DAK,1,1.0,HAIRY  <<<,JxR,,0,2004
04IN02831,2003820438,X0438,82,X0438,03,2,00,1,01,-5-,734144,130411,0,,,,1,.,2,,148,144,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02832,2003820440,X0440,82,X0440,03,2,00,1,31,-4-,755304,252011,0,,,,1,.,1,,112,132,2,,,,X,46R,2,1.0,4TEATS,JxR,,0,2004
04IN02833,2003820441,X0441,82,X0441,03,2,00,1,31,-4-,755304,074611,0,,,,2, 55,1,,136,164,2,,92,0923,X,.,.,1.0,,JxR,,5357,2004
04IN02834,2003820444,X0444,82,X0444,03,2,00,1,32,-5-,786644,385404,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,,JxP,,1202,2004
04IN02835,2003820447,X0447,82,X0447,03,2,00,1,01,-5-,734144,070911,0,,,,N,.,2,,126,124,2,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02836,2003820450,X0450,82,X0450,03,2,00,1,01,-1-,816444,238411,0,,,,N,.,5,,121,150,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02837,2003820454,X0454,82,X0454,03,2,00,1,31,-4-,755304,034711,0,,,,2, 55,5,,145,175,1,,92,0923,X,.,.,1.0,HAIRY  <<<,JxR,,5361,2004
04IN02838,2003820455,X0455,82,X0455,03,2,00,1,01,-5-,786644,925710,0,,,,N,.,1,,118,139,2,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02839,2003820464,X0464,82,X0464,03,2,00,1,01,-1-,792544,271711,0,,,,N,.,2,,116,127,2,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02840,2003820465,X0465,82,X0465,03,2,00,1,80,52N,000081,580104,7,,,,1,.,T,,180,179,2,,,,N,51K,1,1.0,,SxP,,0,2004
04IN02841,2003820467,X0467,82,X0467,03,2,00,1,31,-4-,755304,723210,0,,,,U,UTE,1,,142,160,10,X,,,X,UTE,U,1.0,"MASTITIS, U",JxR,,0,2004
04IN02842,2003820474,X0474,82,X0474,03,2,00,1,01,-5-,744944,126700,0,,,,1,.,2,,126,127,2,,,,X,ZZZ,1,1.0,BIG4HER,JxR,,0,2004
04IN02843,2003820482,X0482,82,X0482,03,2,00,1,31,-4-,755304,207811,0,,,,1,.,2,,153,150,2,,,,X,31R,2,1.0,"FEVER,COUGH",JxR,,0,2004
04IN02844,2003820491,X0491,82,X0491,03,2,00,1,01,-4-,793944,220411,0,,,,1,.,1,,130,137,2,,,,X,ZZZ,1,1.0,"PNEU.,HAIRY",JxR,,0,2004
04IN02845,2003820504,X0504,82,X0504,03,2,00,1,01,-5-,786644,838810,0,,,,N,.,1,,148,152,2,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02846,2003820510,X0510,82,X0510,03,2,00,1,31,-4-,755304,155011,0,,,,1,.,1,,127,144,2,,,,X,32R,2,1.0,,JxR,,0,2004
04IN02847,2003820512,X0512,82,X0512,03,2,00,1,33,51N,000064,434304,7,,,,1,.,T,,162,175,2,,,,N,971,1,1.0,,CxP,,0,2004
04IN02848,2003820527,X0527,82,X0527,03,2,00,1,01,-5-,734144,281111,0,,,,N,.,5,,127,137,1,,18,1029,X,DAK,1,1.0,PESSARY PROB.,JxR,,0,2004
04IN02849,2003820531,X0531,82,X0531,03,2,00,1,31,-4-,755304,701910,0,,,,1,.,2,,133,152,2,,,,X,33R,2,1.0,4TEATS,JxR,,0,2004
04IN02850,2003820532,X0532,82,X0532,03,2,00,1,01,-4-,748144,701910,0,,,,N,.,5,,106,144,1,,,,X,DAK,1,1.0,4TEATS,JxR,,0,2004
04IN02851,2003820534,X0534,82,X0534,03,2,00,1,01,-5-,734144,072511,0,,,,N,.,5,,118,141,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02852,2003820536,X0536,82,X0536,03,2,00,1,00,BLK,000081,818081,1,,,0,1,BLK,5,,163,193,1,B,,,X,ZZZ,1,1.0,BLACK EWE,Blk,,1164,2004
04IN02853,2003820540,X0540,82,X0540,03,2,00,1,01,-5-,734144,039911,0,,,,1,.,5,,100,129,1,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02854,2003820541,X0541,82,X0541,03,2,00,1,01,-5-,786644,039911,0,,,,3,.,1,,108,145,1,,93,1015,X,.,.,1.0,CSECTION RPRO,JxR,,1426,2004
04IN02855,2003820546,X0546,82,X0546,03,2,00,1,33,51N,000064,721704,7,,,,1,.,5,,138,167,1,,,,N,972,1,1.0,,CxP,,0,2004
04IN02856,2003820556,X0556,82,X0556,03,2,00,1,33,51N,000064,858004,7,,,,1,.,T,,147,152,2,,,,N,973,1,1.0,,CxP,,0,2004
04IN02857,2003820561,X0561,82,X0561,03,2,00,1,80,52N,000081,690204,7,,,,1,.,T,,151,158,2,,,,N,52K,1,1.0,,SxP,,0,2004
04IN02858,2003820565,X0565,82,X0565,03,2,00,1,01,-5-,744944,696510,0,,,,1,.,5,,149,158,1,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02859,2003820568,X0568,82,X0568,03,2,00,1,01,-5-,786644,079500,0,,,,1,.,2,,159,150,2,,,,X,ZZZ,1,1.0,,JxR,,0,2004
04IN02860,2003820571,X0571,82,X0571,03,2,00,1,01,-5-,786644,236011,0,,,,N,.,5,,123,153,1,,,,X,DAK,1,1.0,4TEATS,JxR,,0,2004
04IN02861,2003820573,X0573,82,X0573,03,2,00,1,01,-5-,734144,288311,0,,,,1,.,2,,153,165,2,,,,X,ZZZ,1,1.0,ENTR,JxR,,0,2004
04IN02862,2003820574,X0574,82,X0574,03,2,00,1,01,-5-,744944,288311,0,,,,N,.,5,,128,149,1,,,,X,DAK,1,1.0,,JxR,,0,2004
04IN02863,2003820600,X0600,82,X0600,03,2,00,1,00,-4-,000000,875700,7,,,,O,ORE,5,,147,180,1,X,,,X,ORE,O,1.0,NICE,JxC,,1941,2004
04IN02864,2003820602,X0602,82,X0602,03,2,00,1,01,-4-,748144,676610,0,,,,1,.,2,,159,158,2,,,,X,ZZZ,1,1.0,NICE EWE,JxR,,0,2004
04IN02865,2003820607,X0607,82,X0607,03,2,00,1,01,-5-,786644,025709,0,,,,1,.,2,,146,145,2,,,,X,ZZZ,1,1.0,4TEATS,JxR,,0,2004
04IN02866,2003820608,X0608,82,X0608,03,2,00,1,01,-5-,786644,025709,0,,,,1,.,5,,99,131,1,,,,X,ZZZ,1,1.0,4TEATS,JxR,,0,2004
04IN02867,2003820617,X0617,82,X0617,03,2,00,1,01,-5-,786644,072800,0,,,,1,.,2,,142,141,2,,,,X,ZZZ,1,1.0,"ENTR,4TEATS",JxR,,0,2004
04IN02868,2003820622,X0622,82,X0622,03,2,00,1,03,-5-,734144,095609,7,,,,1,.,*,,0,0,0,,92,0114,X,.,.,1.0,4TEATS,JxC,,1174,2004
