UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,YRREC
04IN00406,2000047447,A7447,04,A7447,00,2,88,1,30,44-,492004,583304,0,,,,U,UTE,1,,149,169,2,X,,,.,UTE,U,4.0,"BAD TEAT, U",,,0,2004
04IN00407,2000047455,A7455,04,A7455,00,2,82,1,30,24,514404,558904,0,,,,1,.,2,,156,155,2,W,,,W,01P,2,4.0,,Flwt,,0,2004
04IN00408,2000047457,A7457,04,A7457,00,2,88,1,30,43-,489804,559404,0,,,,1,.,2,,165,161,2,E,,,M,07P,2,4.0,RECUMBENT,Else,,0,2004
04IN00409,2000047467,A7467,04,A7467,00,2,82,1,30,26,520204,183304,0,,,,1,.,1,,142,156,2,C,,,C,22P,2,4.0,F3-,Ctrl,,0,2004
04IN00410,2000047469,A7469,04,A7469,00,2,82,1,30,28,540604,077404,0,,,,1,.,1,,107,143,2,W,,,W,03P,2,4.0,SMALL@AGE2,Flwt,,0,2004
04IN00411,2000047475,A7475,04,A7475,00,2,88,1,30,44-,492004,590704,0,,,,1,.,2,,176,160,2,W,,,W,03P,2,4.0,,Flwt,,0,2004
04IN00412,2000047491,A7491,04,A7491,00,2,88,1,30,43-,489804,527904,0,,,,1,.,2,,167,165,2,C,,,C,13P,2,4.0,,Ctrl,,0,2004
04IN00413,2000047495,A7495,04,A7495,00,2,88,1,30,44-,492004,587504,0,,,,1,.,2,,156,150,2,W,,,W,04P,2,4.0,"ABS.JAW, THIN",Flwt,,0,2004
04IN00414,2000047500,A7500,04,A7500,00,2,88,1,30,42-,452804,592704,0,,,,1,.,1,,164,171,2,E,,,M,05P,2,4.0,,Else,,0,2004
04IN00415,2000047509,A7509,04,A7509,00,2,81,1,30,01,519804,101404,0,,,,1,.,1,,199,176,2,E,,,M,06P,2,4.0,ABORT 2/8/01,Else,,0,2004
04IN00416,2000047512,A7512,04,A7512,00,2,81,1,30,01,519804,214504,0,,,,1,.,2,,198,185,2,C,,,C,16P,2,4.0,TRY3,Ctrl,,0,2004
04IN00417,2000047526,A7526,04,A7526,00,2,88,1,30,44-,492004,266904,0,,,,1,.,2,,181,163,2,C,,,C,14P,2,4.0,DYSTOCIA,Ctrl,,0,2004
04IN00418,2000047533,A7533,04,A7533,00,2,81,1,30,02,551504,536404,0,,,,1,.,1,,136,155,2,E,,,M,05P,2,4.0,,Else,,0,2004
04IN00419,2000047553,A7553,04,A7553,00,1,88,1,30,45-,534604,508904,2,,,,3,BHV,*,,0,0,0,,93,0325,.,.,.,4.0,H2,LIB,,1328,2004
04IN00420,2000047575,A7575,04,A7575,00,2,82,1,30,21,553004,526004,0,,,,1,.,1,,169,158,5,C,,,C,24P,2,4.0,SNORTS,Ctrl,,0,2004
04IN00421,2000047582,A7582,04,A7582,00,2,81,1,30,02,551504,511604,0,,,,1,.,2,,210,186,2,E,,,M,06P,2,4.0,LT L.,Else,,0,2004
04IN00422,2000047591,A7591,04,A7591,00,2,82,1,30,29,554604,540504,0,,,,1,.,1,,134,148,2,E,,,M,05P,2,4.0,,Else,,0,2004
04IN00423,2000047602,A7602,04,A7602,00,2,88,1,30,46-,523004,484804,0,,,,1,.,1,,145,159,2,E,,,M,05P,2,4.0,R.P.+DAB,Else,,0,2004
04IN00424,2000047609,A7609,04,A7609,00,2,82,1,30,30,552804,228604,0,,,,1,.,1,,166,161,3,C,,,C,23P,2,4.0,,Ctrl,,0,2004
04IN00425,2000047610,A7610,04,A7610,00,2,88,1,30,42-,452804,447304,0,,,,1,.,1,,161,170,2,E,,,M,06P,2,4.0,,Else,,0,2004
04IN00426,2000047622,A7622,04,A7622,00,2,82,1,30,20,545404,328004,0,,,,1,.,1,,119,125,2,E,,,M,05P,2,4.0,THIN,Else,,0,2004
04IN00427,2000047640,A7640,04,A7640,00,1,82,1,30,30,552804,426704,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,4.0,H3,FLWT,,1293,2004
04IN00428,2000047659,A7659,04,A7659,00,1,82,1,30,27,534104,076104,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,4.0,PINK QUAD pd1,LIB,,1291,2004
04IN00429,2000047675,A7675,04,A7675,00,2,81,1,30,04,547204,327504,0,,,,1,.,1,,190,191,2,C,,,C,12P,2,4.0,TRY3,Ctrl,,0,2004
04IN00430,2000047731,A7731,04,A7731,00,2,81,1,30,03,523204,539204,0,,,,1,.,1,,162,182,2,E,,,M,06P,2,4.0,NICE EWE,Else,,0,2004
04IN00431,2000047748,A7748,04,A7748,00,2,88,1,30,46-,523004,424104,0,,,,U,UTE,1,,155,170,11,X,,,.,UTE,U,4.0,R.TEAT.OPENED,,,0,2004
04IN00432,2000047755,A7755,04,A7755,00,2,88,1,30,46-,523004,470004,0,,,,1,.,1,,117,159,2,C,,,C,24P,2,4.0,THIN,Ctrl,,0,2004
04IN00433,2000047770,A7770,04,A7770,00,2,81,1,30,04,547204,068604,0,,,,1,.,1,,152,165,3,C,,,C,13P,2,4.0,SUCK1SIDE.FLT,Ctrl,,0,2004
04IN00434,2000047788,A7788,04,A7788,00,2,81,1,30,02,551504,519404,0,,,,1,.,1,,134,160,2,C,,,C,21P,2,4.0,,Ctrl,,0,2004
04IN00435,2000047852,A7852,04,A7852,00,1,81,1,30,02,551504,331804,2,,,,3,BHV,*,,0,0,0,,93,0325,M,.,.,4.0,,LIB,,1351,2004
04IN00436,2000047856,A7856,04,A7856,00,2,82,1,30,24,514404,330004,0,,,,1,.,1,,146,154,2,E,,,M,07P,2,4.0,NICE,Else,,0,2004
04IN00437,2000047860,A7860,04,A7860,00,2,81,1,30,01,519804,986303,0,,,,6,.,1,,195,0,0,,05,0808,M,.,.,4.0,TRY3,,,0,2004
04IN00438,2000047863,A7863,04,A7863,00,2,82,1,30,22,556904,329304,0,,,,6,.,2,,126,0,0,C,04,0605,C,.,.,4.0,LUNGER,,,0,2004
04IN00439,2000047866,A7866,04,A7866,00,2,81,1,30,01,519804,231304,0,,,,3,.,2,,158,158,3,,93,1015,M,.,.,4.0,ODD TEATS X,,,1460,2004
04IN00440,2000047896,A7896,04,A7896,00,1,88,1,30,44-,492004,383404,0,,,,1,.,M,,214,0,0,,,,.,.,.,4.0,-WOOL,Flwt,,0,2004
04IN00441,2000047908,A7908,04,A7908,00,2,82,1,30,31,502404,126704,0,,,,6,.,1,,123,0,0,,01,0627,C,.,.,4.0,,,,0,2004
04IN00442,2000047913,A7913,04,A7913,00,1,82,1,30,21,553004,360404,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,4.0,,FLWT,,1269,2004
04IN00443,2000048039,A8039,04,A8039,00,2,81,1,30,04,547204,910203,0,,,,1,.,2,,158,161,2,C,,,C,14P,2,4.0,,Ctrl,,0,2004
04IN00444,2000048062,A8062,04,A8062,00,2,81,1,30,03,523204,568304,0,,,,B,.,1,,198,199,4,,93,0916,M,.,.,4.0,VLTS,,,1445,2004
04IN00445,2000048074,A8074,04,A8074,00,2,88,1,30,45-,534604,487204,0,,,,1,.,2,,147,181,2,C,,,C,26P,2,4.0,,Ctrl,,0,2004
04IN00446,2001048172,A8172,04,A8172,01,2,84,1,30,52,685304,648204,0,,,,1,.,2,,148,155,2,C,,,C,23P,2,3.0,THIN,Ctrl,,0,2004
04IN00447,2001048193,A8193,04,A8193,01,1,81,1,30,01,676104,634104,2,,,,V,BHV,M,,254,0,0,,,,M,X,.,3.0,,Lww,,1911,2004
04IN00448,2001048197,A8197,04,A8197,01,2,82,1,30,31,665504,701604,0,,,,1,.,2,,166,176,3,E,,,M,05P,2,3.0,4TEATS,Else,,0,2004
04IN00449,2001048198,A8198,04,A8198,01,2,82,1,30,24,688904,459604,0,,,,1,.,1,,160,159,2,W,,,W,02P,2,3.0,WEAK,Flwt,,0,2004
04IN00450,2001048219,A8219,04,A8219,01,2,84,1,30,54,691104,577604,0,,,,1,.,2,,168,156,2,E,,,M,07P,2,3.0,,Else,,0,2004
04IN00451,2001048223,A8223,04,A8223,01,2,83,1,30,41,682704,838200,0,,,,1,.,2,,152,168,2,W,,,W,03P,2,3.0,,Flwt,,0,2004
04IN00452,2001048224,A8224,04,A8224,01,2,83,1,30,41,682704,838200,0,,,,1,.,2,,143,157,2,C,,,C,14P,2,3.0,,Ctrl,,0,2004
04IN00453,2001048225,A8225,04,A8225,01,2,83,1,30,41,682704,450104,0,,,,1,.,1,,154,167,2,W,,,W,04P,2,3.0,WEAK,Flwt,,0,2004
04IN00454,2001048226,A8226,04,A8226,01,2,84,1,30,53,650104,084409,0,,,,1,.,2,,133,132,2,E,,,M,07P,2,3.0,R.P. OK,Else,,0,2004
04IN00455,2001048234,A8234,04,A8234,01,1,84,1,30,52,685304,356404,2,,,,V,OSU,M,,219,0,0,,,,N,X,.,3.0,,Lww,,1879,2004
04IN00456,2001048236,A8236,04,A8236,01,2,84,1,30,52,685304,356404,0,,,,1,.,1,,134,149,2,C,,,C,24P,2,3.0,,Ctrl,,0,2004
04IN00457,2001048237,A8237,04,A8237,01,2,84,1,30,56,667204,580604,0,,,,6,.,H,,143,0,0,W,09,0604,N,.,.,3.0,RUPTURE,Inbr,,0,2004
04IN00458,2001048248,A8248,04,A8248,01,1,81,1,30,03,693404,630604,2,,,,3,BHV,*,,0,0,0,,93,0325,M,.,.,3.0,"TB1,TRT.L.EYE",Lww,,1344,2004
04IN00459,2001048251,A8251,04,A8251,01,2,84,1,30,54,691104,007109,0,,,,U,UTE,1,,144,128,9,X,66,1223,N,UTE,U,3.0,"MASTITIS, U",Inbr,,0,2004
04IN00460,2001048274,A8274,04,A8274,01,2,84,1,30,53,650104,370804,0,,,,1,.,2,,135,147,2,C,,,C,14P,2,3.0,R.EYE 9/02,Ctrl,,0,2004
04IN00461,2001048282,A8282,04,A8282,01,2,81,1,30,04,697004,212804,0,,,,1,.,1,,159,160,2,C,,,C,12P,2,3.0,NOT B3 2003,Ctrl,,0,2004
04IN00462,2001048283,A8283,04,A8283,01,2,81,1,30,04,697004,505004,0,,,,1,.,2,,169,180,2,C,,,C,13P,2,3.0,?MSG 2/7/03,Ctrl,,0,2004
04IN00463,2001048294,A8294,04,A8294,01,2,84,1,30,56,667204,372104,0,,,,1,.,1,,133,158,2,W,,,W,03P,2,3.0,,Flwt,,0,2004
04IN00464,2001048295,A8295,04,A8295,01,2,84,1,30,56,667204,372104,0,,,,1,.,2,,152,146,2,E,,,M,07P,2,3.0,,Else,,0,2004
04IN00465,2001048296,A8296,04,A8296,01,2,81,1,30,01,676104,329704,0,,,,1,.,2,,187,174,2,W,,,W,01P,2,3.0,THICK MILK,Flwt,,0,2004
04IN00466,2001048305,A8305,04,A8305,01,2,84,1,30,52,685304,576404,0,,,,1,.,1,,122,147,2,E,,,M,06P,2,3.0,NICE,Else,,0,2004
04IN00467,2001048310,A8310,04,A8310,01,2,84,1,30,56,667204,424104,0,,,,1,.,1,,148,168,2,C,,,C,24P,2,3.0,INT.TRAUMA?,Ctrl,,0,2004
04IN00468,2001048316,A8316,04,A8316,01,2,81,1,30,03,693404,672004,0,,,,1,.,1,,168,179,2,E,,,M,06P,2,3.0,,Else,,0,2004
04IN00469,2001048317,A8317,04,A8317,01,2,84,1,30,56,667204,002209,0,,,,1,.,1,,156,165,2,E,,,M,07P,2,3.0,"FLTS,minor",Else,,0,2004
04IN00470,2001048318,A8318,04,A8318,01,2,84,1,30,56,667204,002209,0,,,,3,.,2,,141,122,2,,93,1015,N,.,.,3.0,THIN.CULLY,Inbr,,1454,2004
04IN00471,2001048319,A8319,04,A8319,01,2,81,1,30,03,693404,518404,0,,,,1,.,2,,176,180,2,C,,,C,15P,2,3.0,,Ctrl,,0,2004
04IN00472,2001048325,A8325,04,A8325,01,1,84,1,30,56,667204,447704,2,,,,V,OSU,*,,0,0,0,,93,0329,N,ORE,.,3.0,,Inbr,,1300,2004
04IN00473,2001048326,A8326,04,A8326,01,2,84,1,30,56,667204,447704,0,,,,1,.,1,,149,176,2,C,,,C,12P,2,3.0,THIN,Ctrl,,0,2004
04IN00474,2001048333,A8333,04,A8333,01,2,81,1,30,03,693404,533504,0,,,,1,.,1,,170,184,2,W,,,W,04P,2,3.0,,Flwt,,0,2004
04IN00475,2001048336,A8336,04,A8336,01,2,81,1,30,04,697004,092904,0,,,,1,.,2,,164,189,2,W,,,W,03P,2,3.0,THIN,Flwt,,0,2004
04IN00476,2001048337,A8337,04,A8337,01,1,82,1,30,29,692504,658904,2,,,,V,OSU,*,,0,0,0,,93,0329,C,ORE,.,3.0,,Ctrl,,1258,2004
04IN00477,2001048339,A8339,04,A8339,01,2,82,1,30,24,688904,540504,0,,,,1,.,1,,126,155,1,C,,,C,14P,2,3.0,WEAK,Ctrl,,0,2004
04IN00478,2001048359,A8359,04,A8359,01,2,81,1,30,03,693404,568004,0,,,,1,.,1,,153,180,5,C,,,C,16P,2,3.0,NICE,Ctrl,,0,2004
04IN00479,2001048360,A8360,04,A8360,01,2,81,1,30,03,693404,568004,0,,,,1,.,1,,171,178,2,E,,,M,06P,2,3.0,DIARRHEA,Else,,0,2004
04IN00480,2001048371,A8371,04,A8371,01,2,82,1,30,25,621604,542904,0,,,,1,.,2,,153,145,2,C,,,C,26P,2,3.0,,Ctrl,,0,2004
04IN00481,2001048373,A8373,04,A8373,01,2,82,1,30,25,621604,143904,0,,,,1,.,2,,167,153,2,C,,,C,11P,2,3.0,,Ctrl,,0,2004
04IN00482,2001048375,A8375,04,A8375,01,2,00,1,30,41,682704,673404,1,,,0,6,BLK,2,,135,0,0,B,04,0822,X,.,.,3.0,BLACK EWE,Blk,,0,2004
04IN00483,2001048376,A8376,04,A8376,01,2,83,1,30,41,682704,673404,0,,,,1,.,2,,159,167,2,W,,,W,01P,2,3.0,,Flwt,,0,2004
04IN00484,2001048379,A8379,04,A8379,01,1,83,1,30,41,682704,491804,0,,,,3,.,*,,0,0,0,,93,0325,W,.,.,3.0,"X, BRITCHY",Flwt,,1336,2004
04IN00485,2001048380,A8380,04,A8380,01,2,83,1,30,41,682704,491804,0,,,,1,.,1,,195,210,2,C,,,C,21P,2,3.0,,Ctrl,,0,2004
04IN00486,2001048386,A8386,04,A8386,01,2,84,1,30,54,691104,372904,0,,,,1,.,1,,158,160,3,E,,,M,05P,2,3.0,,Else,,0,2004
04IN00487,2001048393,A8393,04,A8393,01,2,81,1,30,04,697004,568104,0,,,,1,.,1,,175,186,2,W,,,W,04P,2,3.0,,Flwt,,0,2004
04IN00488,2001048394,A8394,04,A8394,01,2,82,1,30,27,622004,432704,0,,,,1,.,1,,106,144,2,W,,,W,04P,2,3.0,THIN,Flwt,,0,2004
04IN00489,2001048399,A8399,04,A8399,01,2,84,1,30,54,691104,623504,0,,,,1,.,2,,137,140,2,W,,,W,03P,2,3.0,,Flwt,,0,2004
04IN00490,2001048401,A8401,04,A8401,01,2,84,1,30,53,650104,593604,0,,,,1,.,2,,134,132,2,C,97,1115,C,15P,2,3.0,WILD,Ctrl,,0,2004
04IN00491,2001048403,A8403,04,A8403,01,1,82,1,30,27,622004,150304,0,,,,3,.,*,,0,0,0,,93,0325,C,.,.,3.0,"RCVR, H2",Lww,,1326,2004
04IN00492,2001048404,A8404,04,A8404,01,2,82,1,30,27,622004,150304,0,,,,1,.,1,,122,156,2,C,,,C,13P,2,3.0,NOT B3 2003,Ctrl,,0,2004
04IN00493,2001048405,A8405,04,A8405,01,2,82,1,30,27,622004,150304,0,,,,1,.,1,,109,128,2,W,,,W,01P,2,3.0,,Flwt,,0,2004
04IN00494,2001048413,A8413,04,A8413,01,2,82,1,30,21,659904,508904,0,,,,1,.,2,,177,170,2,E,,,M,06P,2,3.0,,Else,,0,2004
04IN00495,2001048414,A8414,04,A8414,01,2,82,1,30,21,659904,508904,0,,,,1,.,2,,155,167,2,C,,,C,15P,2,3.0,4TEATS,Ctrl,,0,2004
04IN00496,2001048416,A8416,04,A8416,01,2,84,1,30,54,691104,395304,0,,,,U,UTE,2,,149,144,9,X,,,N,UTE,U,3.0,"9 BAG, U",Inbr,,0,2004
04IN00497,2001048432,A8432,04,A8432,01,1,83,1,30,43,632704,846200,2,,,,3,BHV,*,,0,0,0,,93,0325,W,.,.,3.0,,Flwt,,1341,2004
04IN00498,2001048434,A8434,04,A8434,01,2,81,1,30,01,676104,216104,0,,,,1,.,1,,173,178,2,E,,,M,07P,2,3.0,,Else,,0,2004
04IN00499,2001048439,A8439,04,A8439,01,2,84,1,30,54,691104,469904,0,,,,1,.,1,,150,156,2,E,,,M,05P,2,3.0,,Else,,0,2004
04IN00500,2001048443,A8443,04,A8443,01,2,84,1,30,52,685304,590704,0,,,,1,.,2,,201,183,2,C,,,C,25P,2,3.0,HAIRY,Ctrl,,0,2004
04IN00501,2001048456,A8456,04,A8456,01,2,84,1,30,56,667204,110809,0,,,,1,.,1,,131,134,2,W,,,W,04P,2,3.0,THIN,Flwt,,0,2004
04IN00502,2001048457,A8457,04,A8457,01,1,84,1,30,53,650104,263904,2,,,,3,BHV,*,,0,0,0,,93,0325,N,.,.,3.0,NICE,Inbr,,1310,2004
04IN00503,2001048460,A8460,04,A8460,01,2,84,1,30,54,691104,477704,0,,,,1,.,1,,154,156,2,W,,,W,04P,2,3.0,DIARRHEA,Flwt,,0,2004
04IN00504,2001048473,A8473,04,A8473,01,2,84,1,30,53,650104,160304,0,,,,1,.,2,,122,131,2,C,,,C,16P,2,3.0,"THIN,BLK.EYE",Ctrl,,0,2004
04IN00505,2001048474,A8474,04,A8474,01,2,84,1,30,53,650104,160304,0,,,,U,UTE,2,,131,152,11,X,,,N,UTE,U,3.0,"11 BAG, U",Inbr,,0,2004
04IN00506,2001048475,A8475,04,A8475,01,2,84,1,30,53,650104,160304,0,,,,3,.,2,,143,128,12,W,93,1015,N,.,.,3.0,"12 BAG, X",Inbr,,1504,2004
04IN00507,2001048479,A8479,04,A8479,01,1,82,1,30,23,686304,216504,2,,,,3,BHV,*,,0,0,0,,93,0325,C,.,.,3.0,4TEATS,Ctrl,,1317,2004
04IN00508,2001048480,A8480,04,A8480,01,2,81,1,30,03,693404,297004,0,,,,6,.,1,,141,0,0,C,05,0618,M,.,.,3.0,THIN,Lww,,0,2004
04IN00509,2001048481,A8481,04,A8481,01,2,81,1,30,03,693404,297004,0,,,,1,.,1,,162,156,2,E,,,M,06P,2,3.0,,Else,,0,2004
04IN00510,2001048486,A8486,04,A8486,01,2,84,1,30,56,667204,582604,2,,,,O,OVX,5,,214,0,0,X,,,.,OVX,O,3.0,OVX,Ovx,,0,2004
04IN00511,2001048493,A8493,04,A8493,01,2,83,1,30,43,632704,468604,0,,,,1,.,1,,160,175,2,W,,,W,02P,2,3.0,,Flwt,,0,2004
04IN00512,2001048496,A8496,04,A8496,01,1,83,1,30,41,682704,386704,2,,,,V,OSU,M,,279,0,0,,,,W,X,.,3.0,,Flwt,,1894,2004
04IN00513,2001048497,A8497,04,A8497,01,2,83,1,30,41,682704,386704,0,,,,1,.,1,,149,165,2,W,,,W,02P,2,3.0,ROUGH SHORN,Flwt,,0,2004
04IN00514,2001048498,A8498,04,A8498,01,2,84,1,30,53,650104,587204,0,,,,1,.,1,,153,162,2,W,,,W,01P,2,3.0,BUSH,Flwt,,0,2004
04IN00515,2001048499,A8499,04,A8499,01,2,84,1,30,53,650104,587204,0,,,,1,.,2,,124,148,2,C,,,C,21P,2,3.0,SMALL,Ctrl,,0,2004
04IN00516,2001048505,A8505,04,A8505,01,2,84,1,30,52,685304,172904,0,,,,1,.,2,,152,167,2,W,,,W,03P,2,3.0,,Flwt,,0,2004
04IN00517,2001048507,A8507,04,A8507,01,2,84,1,30,52,685304,172904,0,,,,1,.,2,,160,168,2,W,,,W,04P,2,3.0,,Flwt,,0,2004
04IN00518,2001048511,A8511,04,A8511,01,2,81,1,30,02,696404,412804,0,,,,1,.,1,,142,152,2,C,10,1009,C,11P,2,3.0,,Ctrl,,0,2004
04IN00519,2001048512,A8512,04,A8512,01,1,83,1,30,42,652904,839200,2,,,,3,BHV,*,,0,0,0,,93,0325,W,.,.,3.0,,Flwt,,1318,2004
04IN00520,2001048522,A8522,04,A8522,01,2,83,1,30,42,652904,115104,0,,,,1,.,1,,146,169,2,C,,,C,25P,2,3.0,,Ctrl,,0,2004
04IN00521,2001048528,A8528,04,A8528,01,2,81,1,30,01,676104,469604,0,,,,1,.,1,,170,178,2,C,,,C,11P,2,3.0,4TEATS,Ctrl,,0,2004
04IN00522,2001048530,A8530,04,A8530,01,2,84,1,30,52,685304,003509,0,,,,1,.,2,,137,157,2,C,,,C,26P,2,3.0,METRITIS,Ctrl,,0,2004
04IN00523,2001048531,A8531,04,A8531,01,2,84,1,30,55,664104,495604,0,,,,1,.,1,,179,193,2,E,,,M,07P,2,3.0,,Else,,0,2004
04IN00524,2001048532,A8532,04,A8532,01,2,84,1,30,53,650104,087009,0,,,,1,.,1,,165,162,2,E,,,M,05P,2,3.0,GASH R.SHOU.,Else,,0,2004
04IN00525,2001048543,A8543,04,A8543,01,2,84,1,30,52,685304,273304,0,,,,1,.,1,,137,166,2,C,,,C,11P,2,3.0,,Ctrl,,0,2004
04IN00526,2001048544,A8544,04,A8544,01,1,84,1,30,52,685304,273304,0,,,,3,.,*,,0,0,0,,93,0325,N,.,.,3.0,,Lww,,1296,2004
04IN00527,2001048546,A8546,04,A8546,01,2,81,1,30,04,697004,610804,0,,,,1,.,1,,183,187,9,W,,,W,01P,2,3.0,"DYSTOCIA,dry",Flwt,,0,2004
04IN00528,2001048563,A8563,04,A8563,01,1,83,1,30,43,632704,330004,2,,,,3,OSU,*,,0,0,0,,93,0325,W,.,.,3.0,KEEP! R.TSTS?,Flwt,,1304,2004
04IN00529,2001048579,A8579,04,A8579,01,1,84,1,30,52,685304,388104,0,,,,M,.,M,,259,0,0,,92,0916,N,.,.,3.0,OSU-Meyer,Lww,,1599,2004
04IN00530,2001048580,A8580,04,A8580,01,2,83,1,30,42,652904,587404,0,,,,1,.,2,,161,178,2,W,,,W,04P,2,3.0,SW.BAG + RP,Flwt,,0,2004
04IN00531,2001048582,A8582,04,A8582,01,1,82,1,30,23,686304,458104,2,,,,V,OSU,*,,0,0,0,,93,0329,C,ORE,.,3.0,,Ctrl,,1324,2004
04IN00532,2001048586,A8586,04,A8586,01,2,83,1,30,41,682704,369704,0,,,,6,.,*,,0,0,0,W,10,0125,W,.,.,3.0,DYSTOCIA,Flwt,,0,2004
04IN00533,2001048597,A8597,04,A8597,01,2,84,1,30,55,664104,259504,0,,,,1,.,2,,146,156,2,W,,,W,01P,2,3.0,,Flwt,,0,2004
04IN00534,2001048599,A8599,04,A8599,01,2,84,1,30,55,664104,447304,0,,,,1,.,H,,184,194,2,E,,,M,05P,2,3.0,,Else,,0,2004
04IN00535,2001048600,A8600,04,A8600,01,2,84,1,30,55,664104,447304,0,,,,1,.,1,,182,194,2,C,,,C,21P,2,3.0,,Ctrl,,0,2004
04IN00536,2001048606,A8606,04,A8606,01,1,82,1,30,27,622004,465304,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,64 ?,Ctrl,,1301,2004
04IN00537,2001048607,A8607,04,A8607,01,1,82,1,30,27,622004,465304,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,,Ctrl,,1253,2004
04IN00538,2001048616,A8616,04,A8616,01,2,81,1,30,01,676104,568304,0,,,,1,.,1,,145,160,2,E,,,M,05P,2,3.0,TRT L.EYE '03,Else,,0,2004
04IN00539,2001048623,A8623,04,A8623,01,2,83,1,30,41,682704,080009,0,,,,6,.,2,,156,0,0,C,30,0805,W,.,.,3.0,,Flwt,,0,2004
04IN00540,2001048631,A8631,04,A8631,01,2,81,1,30,04,697004,287904,0,,,,1,.,1,,193,176,2,C,,,C,14P,2,3.0,,Ctrl,,0,2004
04IN00541,2001048641,A8641,04,A8641,01,1,82,1,30,28,619804,291904,2,,,,3,OSU,*,,0,0,0,,93,0325,C,.,.,3.0,"LUMP JAW, TB1",Ctrl,,1356,2004
04IN00542,2001048642,A8642,04,A8642,01,2,83,1,30,41,682704,655504,0,,,,1,.,1,,170,171,2,W,,,W,03P,2,3.0,,Flwt,,0,2004
04IN00543,2001048643,A8643,04,A8643,01,2,84,1,30,55,664104,583604,2,,,,O,OVX,5,,181,0,0,X,,,.,OVX,O,3.0,BLK.LR.LEG,Ovx,,0,2004
04IN00544,2001048647,A8647,04,A8647,01,1,83,1,30,41,682704,633804,0,,,,3,.,M,,214,0,0,,93,0907,W,.,.,3.0,H3 SCUR X,Flwt,,1405,2004
04IN00545,2001048660,A8660,04,A8660,01,2,81,1,30,01,676104,411104,0,,,,6,.,*,,0,0,0,,08,0427,M,.,.,3.0,CSECT. RVPRO,Lww,,0,2004
04IN00546,2001048662,A8662,04,A8662,01,2,82,1,30,29,692504,552404,0,,,,1,.,2,,123,135,2,W,,,W,03P,2,3.0,,Flwt,,0,2004
04IN00547,2001048668,A8668,04,A8668,01,2,84,1,30,54,691104,161004,2,,,,O,OVX,5,,171,0,0,X,,,.,OVX,O,3.0,OVX,Ovx,,0,2004
04IN00548,2001048670,A8670,04,A8670,01,2,83,1,30,41,682704,446704,0,,,,1,.,1,,138,153,2,W,,,W,04P,2,3.0,"LAME LR, 8/04",Flwt,,0,2004
04IN00549,2001048671,A8671,04,A8671,01,2,83,1,30,42,652904,185504,2,,,,O,OVX,5,,192,0,0,X,,,.,OVX,O,3.0,"HAIRY,OVX",Ovx,,0,2004
04IN00550,2001048673,A8673,04,A8673,01,2,83,1,30,42,652904,694904,0,,,,1,.,1,,140,172,2,C,,,C,26P,2,3.0,R.P. OK,Ctrl,,0,2004
04IN00551,2001048677,A8677,04,A8677,01,2,84,1,30,55,664104,439904,0,,,,1,.,1,,171,188,2,C,,,C,22P,2,3.0,WEAK,Ctrl,,0,2004
04IN00552,2001048678,A8678,04,A8678,01,2,84,1,30,53,650104,530404,2,,,,O,OVX,5,,158,0,0,X,,,.,OVX,O,3.0,OVX,Ovx,,0,2004
04IN00553,2001048681,A8681,04,A8681,01,1,83,1,30,43,632704,459804,2,,,,3,BHV,*,,0,0,0,,93,0325,W,.,.,3.0,"SHORT, -WOOL",Flwt,,1282,2004
04IN00554,2001048682,A8682,04,A8682,01,2,83,1,30,43,632704,459804,2,,,,O,OVX,5,,177,0,0,X,,,.,OVX,O,3.0,"TRT EYE,OVX",Ovx,,0,2004
04IN00555,2001048684,A8684,04,A8684,01,2,84,1,30,55,664104,262004,0,,,,1,.,1,,127,154,2,E,,,M,06P,2,3.0,,Else,,0,2004
04IN00556,2001048685,A8685,04,A8685,01,2,84,1,30,55,664104,262004,0,,,,1,.,1,,141,158,2,C,,,C,23P,2,3.0,,Ctrl,,0,2004
04IN00557,2001048691,A8691,04,A8691,01,2,84,1,30,52,685304,866800,2,,,,O,OVX,5,,169,0,0,X,,,.,OVX,O,3.0,DYSTOCIA,Ovx,,0,2004
04IN00558,2001048695,A8695,04,A8695,01,2,84,1,30,56,667204,595204,0,,,,3,.,1,,134,160,12,W,93,1015,N,.,.,3.0,"12 BAG, X",Inbr,,1498,2004
04IN00559,2001048696,A8696,04,A8696,01,2,82,1,30,31,665504,623804,0,,,,6,.,*,,0,0,0,W,10,0128,C,.,.,3.0,TINY,Ctrl,,0,2004
04IN00560,2001048704,A8704,04,A8704,01,2,82,1,30,23,686304,515504,0,,,,1,.,1,,192,186,2,C,,,C,22P,2,3.0,,Ctrl,,0,2004
