UID,YR,SEX,LAMB,LB1,LINE,BPEN,DAM,DBRD,DB1,INBRL,BAG,ADAM,TRT,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,INBRD,FONO,FOPU,TRT2,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT3,CDNO,DATEBN,STMD
74LA00080,74,2,6718,1,32,320,6597,11,1,43,,20,,1,07,,1,100,8,8,0,3,,,41,,,,1,11,6549,11,1,85,32,1,1,,1,2,10.0,10,,8,1,1974-04-10,07
74LA00081,74,2,6719,1,32,320,6597,11,1,43,,20,,1,07,,1,100,8,8,126,3,,6,41,466642,-,,1,11,6549,11,0,0,32,1,1,23,0,0,8.4,0,,8,2,1974-04-10,07
74LA00082,74,3,9759,9,00,240,6599,11,1,,,20,,5,10,2,1,115,5,8,0,4,,,48,,,,1,90,0000,97,1,69,24,0,1,,1,1,11.4,10,,8,1,1974-04-25,07
74LA00083,74,,,0,24,240,6599,11,1,46,,20,,,07,1,,115,,8,0,,,,48,,,,1,11,6591,11,1,0,24,1,0,,0,0,0.0,0,,8,1,1974-04-25,07
74LA00084,74,2,6734,1,46,460,7487,14,1,34,,00,,1,07,,1,104,5,,0,3,,,26,,,,4,11,9966,14,1,66,46,1,1,,1,1,10.4,10,,6,1,1974-04-14,07
74LA00085,74,2,6737,1,46,460,7997,14,1,30,,90,,1,07,,1,105,5,,0,3,,,23,,,,4,11,9966,14,1,66,46,1,1,,1,1,9.6,10,,6,1,1974-04-15,07
74LA00086,74,3,8217,3,74,742,8373,14,1,,,80,,1,07,,1,100,7,2,0,4,,,,033193,+,,4,18,7590,18,1,66,74,6,1,,1,2,5.8,10,,,1,1974-04-10,07
74LA00087,74,1,,3,74,742,8373,14,1,,,80,,1,07,,1,100,7,2,0,4,,1,,,,,4,18,7590,18,0,0,74,6,0,44,0,0,3.4,0,,,2,1974-04-10,07
74LA00088,74,2,0564,9,97,10,8428,14,1,,,80,,1,54,,1,104,8,4,0,4,,,,,,,4,93,8859,90,1,54,78,8,1,,1,2,9.4,10,,,1,1974-04-14,07
74LA00089,74,1,0565,9,97,10,8428,14,1,,,80,,1,54,,1,104,8,4,0,4,,,,,,,4,93,8859,90,0,72,78,8,1,,0,0,9.0,10,,,2,1974-04-14,07
74LA00090,74,1,0491,9,97,16,8661,14,1,,,80,,1,54,,1,103,5,2,0,3,07,,,,,,4,93,8910,90,1,78,78,8,1,,1,1,11.4,10,,,1,1974-04-13,07
74LA00091,74,2,8621,3,74,741,8734,14,1,,,80,,1,07,,1,110,8,4,230,4,07,7,,,,,4,18,7644,18,1,0,74,6,1,97,1,2,9.6,0,,,1,1974-04-20,07
74LA00092,74,2,8622,3,74,741,8734,14,1,,,80,,1,07,,1,110,8,4,116,4,,6,,,&,,4,18,7644,18,0,0,74,6,1,23,0,0,6.2,0,,,2,1974-04-20,07
74LA00093,74,2,0101,9,00,25,8756,14,1,,,70,,1,00,3,3,94,8,3,0,4,,,,,,,4,93,8986,90,1,72,73,0,1,,1,2,8.2,10,,,1,1974-04-04,07
74LA00094,74,2,0102,9,00,25,8756,14,1,,,70,,1,00,3,1,94,8,3,0,4,,,,,,,4,93,8986,90,0,83,73,0,1,,0,0,9.0,10,,,2,1974-04-04,07
74LA00095,74,2,,9,97,16,8782,14,1,,,70,,1,54,,1,108,1,1,0,2,,1,,848318,+,,4,90,8910,90,1,0,77,8,0,44,1,1,10.0,5,,,1,1974-04-18,07
74LA00096,74,1,8769,3,76,762,8790,14,1,,,70,,1,07,,1,122,5,2,230,4,,7,,,,,4,18,7826,18,1,0,76,6,1,97,1,1,11.2,0,,,1,1974-05-02,07
74LA00097,74,1,8115,3,74,740,8823,14,1,,,70,,1,07,,4,97,8,1,0,3,15,,,,,,4,18,7586,18,1,65,74,6,1,,1,2,11.4,10,,,1,1974-04-07,07
74LA00098,74,2,8116,3,74,740,8823,14,1,,,70,,1,07,,1,97,8,1,0,3,,,,,,,4,18,7586,18,0,62,74,6,1,,0,0,9.6,10,,,2,1974-04-07,07
74LA00099,74,1,8396,3,73,732,8857,14,1,,,70,,1,07,,1,106,8,3,0,4,,,,,,,4,18,7784,18,1,61,73,6,1,,1,2,12.2,10,,,1,1974-04-16,07
74LA00100,74,1,8397,3,73,732,8857,14,1,,,70,,1,07,,1,106,8,3,0,4,,,,,,,4,18,7784,18,0,68,73,6,1,,0,0,11.0,10,,,2,1974-04-16,07
74LA00101,74,2,8119,3,73,732,8868,14,1,,,70,,1,07,,1,97,5,1,130,4,,6,,,,,4,18,7784,18,1,0,73,6,1,10,1,1,9.8,0,,,1,1974-04-07,07
74LA00102,74,2,,3,75,752,8870,14,1,,,70,,1,07,,1,106,1,2,0,3,,1,,050893,+,,4,18,7405,18,1,0,75,6,0,44,1,1,11.0,0,,,1,1974-04-16,07
74LA00103,74,,,0,74,742,8873,14,1,,,70,,,07,1,,116,,1,0,,,,,,,,4,18,7590,18,1,0,74,6,0,,0,0,0.0,0,,,1,1974-04-26,07
74LA00104,74,2,9766,9,00,742,8873,14,1,,,70,,4,10,2,1,116,8,1,0,4,,,,,,,4,90,0000,97,1,50,74,0,1,,1,2,11.2,10,,,1,1974-04-26,07
74LA00105,74,2,9767,9,00,742,8873,14,1,,,70,,5,10,2,1,116,8,1,0,4,,,,,,,4,90,0000,97,0,63,74,0,1,,0,0,11.6,10,,,2,1974-04-26,07
74LA00106,74,,,0,97,15,8886,14,1,,,70,,,54,,,112,,3,0,,,,,,,,4,18,9324,90,1,0,78,8,0,,0,0,0.0,0,,,1,1974-04-22,07
74LA00107,74,2,8118,3,73,730,8898,14,1,,,70,,1,07,,1,97,5,4,0,5,,,,,,,4,18,7485,18,1,77,73,6,1,,1,1,11.2,10,,,1,1974-04-07,07
74LA00108,74,1,0524,9,97,14,8913,14,1,,,70,,1,54,,1,103,5,,0,3,,,,,,,4,93,9259,90,1,73,78,8,1,,1,1,8.6,10,,,1,1974-04-13,07
74LA00109,74,2,0498,9,97,13,8926,14,1,,,70,,1,54,,1,103,5,2,0,5,,,,,,,4,93,8533,90,1,97,78,8,1,,1,1,11.4,10,,,1,1974-04-13,07
74LA00110,74,,,0,73,732,8927,14,1,,,70,,,07,,,10,,1,0,,,,,,,,4,18,7784,18,0,0,73,6,0,,0,0,0.0,0,,,1,,07
74LA00111,74,1,8026,3,73,731,8938,14,1,,,70,,1,07,,1,94,5,3,230,3,,7,,,,,4,18,7378,18,1,0,73,6,1,97,1,1,10.8,0,,,1,1974-04-04,07
74LA00112,74,,,0,35,350,8949,14,1,44,,70,,,07,,,42,,,0,,,,35,,,,4,11,9980,14,0,0,35,1,0,,0,0,0.0,0,,7,1,,07
74LA00113,74,1,8610,3,73,730,8956,14,1,,,70,,1,07,,1,110,5,3,0,5,,,,,,,4,18,7485,18,1,96,73,6,1,,1,1,13.4,10,,,1,1974-04-20,07
74LA00114,74,1,8597,3,74,741,8961,14,1,,,70,,1,07,,1,110,8,4,0,5,,,,,,,4,18,7644,18,1,69,74,6,1,,1,2,11.4,10,,,1,1974-04-20,07
74LA00115,74,1,8598,3,74,741,8961,14,1,,,70,,1,07,,1,110,8,4,230,5,,7,,,,,4,18,7644,18,0,0,74,6,1,97,0,0,11.4,0,,,2,1974-04-20,07
74LA00116,74,2,0760,9,97,15,8965,14,1,,,70,,1,54,,1,113,8,4,198,4,,6,,,&,,4,93,9324,90,1,0,77,8,1,23,1,2,10.0,0,,,1,1974-04-23,07
74LA00117,74,1,0761,9,97,15,8965,14,1,,,70,,1,54,,1,113,8,4,0,4,,,,,,,4,93,9324,90,0,88,77,8,1,,0,0,10.4,10,,,2,1974-04-23,07
74LA00118,74,2,8449,3,73,731,8993,14,1,,,70,,1,07,,1,107,5,2,0,4,,,,,,,4,18,7378,18,1,80,73,6,1,,1,1,9.2,10,,,1,1974-04-17,07
74LA00119,74,1,0298,9,97,12,9002,14,1,,,70,,1,54,,1,99,5,3,0,5,,,,,,,4,93,9270,90,1,99,78,8,1,,1,1,14.8,10,,,1,1974-04-09,07
74LA00120,74,1,0719,9,97,11,9004,14,1,,,70,,1,54,,1,108,8,1,0,4,,,,,,,4,93,8631,90,1,68,78,8,1,,1,2,10.0,10,,,1,1974-04-18,07
74LA00121,74,1,0720,9,97,11,9004,14,1,,,70,,1,54,,1,108,8,1,0,4,,,,,,,4,93,8631,90,0,61,78,8,1,,0,0,10.0,10,,,2,1974-04-18,07
74LA00122,74,2,0577,9,97,14,9008,14,1,,,70,,1,54,,1,104,5,,0,4,,,,,,,4,93,9259,90,1,92,77,8,1,,1,1,12.6,10,,,1,1974-04-14,07
74LA00123,74,2,8182,3,76,760,9014,14,1,,,70,,1,07,,1,99,8,4,0,3,,,,,,,4,18,7944,18,1,66,76,6,1,,1,2,10.2,10,,,1,1974-04-09,07
74LA00124,74,2,8183,3,76,760,9014,14,1,,,70,,1,07,,3,99,8,4,0,3,,,,,,,4,18,7944,18,0,64,76,6,1,,0,0,10.4,10,,,2,1974-04-09,07
74LA00125,74,2,8307,3,74,740,9019,14,1,,,70,,1,07,,1,104,5,4,0,4,,,,,,,4,18,7586,18,1,72,74,6,1,,1,1,8.6,10,,,1,1974-04-14,07
74LA00126,74,1,0069,9,97,13,9039,14,1,,,70,,1,54,,1,93,5,1,0,4,,,,,,,4,93,8533,90,1,90,77,8,1,,1,1,14.2,10,,,1,1974-04-03,07
74LA00127,74,1,6740,1,46,460,9041,14,1,42,,70,,1,07,,1,105,8,,230,4,,7,26,,,,4,11,9966,14,1,0,46,1,1,97,1,2,9.8,0,,7,1,1974-04-15,07
74LA00128,74,1,6741,1,46,460,9041,14,1,42,,70,,1,07,,1,105,8,,108,4,,6,26,,,,4,11,9966,14,0,0,46,1,1,23,0,0,8.0,0,,7,2,1974-04-15,07
74LA00129,74,2,0308,9,97,16,9045,14,1,,,70,,1,54,,1,99,5,2,0,5,,,,,,,4,93,8910,90,1,68,77,8,1,,1,1,11.0,10,,,1,1974-04-09,07
74LA00130,74,2,8760,3,76,762,9057,14,1,,,70,,1,07,,1,119,8,2,0,4,,,,,,,4,18,7826,18,1,67,76,6,1,,1,2,10.4,10,,,1,1974-04-29,07
74LA00131,74,1,8761,3,76,762,9057,14,1,,,70,,1,07,,1,119,8,2,0,4,,,,,,,4,18,7826,18,0,59,76,6,1,,0,0,10.0,10,,,2,1974-04-29,07
74LA00132,74,1,0351,9,97,10,9060,14,1,,,70,,1,54,,1,100,8,4,0,4,,,,,,,4,93,8859,90,1,70,78,8,1,,1,2,9.2,10,,,1,1974-04-10,07
74LA00133,74,1,0352,9,97,10,9060,14,1,,,70,,1,54,,1,100,8,4,0,4,,,,,,,4,93,8859,90,0,64,78,8,1,,0,0,9.6,10,,,2,1974-04-10,07
74LA00134,74,2,0594,9,97,09,9071,14,1,,,70,,1,51,,1,105,8,2,0,4,,,,,,,4,93,0021,95,1,62,78,8,1,,1,2,8.4,10,06,,1,1974-04-15,07
74LA00135,74,2,0595,9,97,09,9071,14,1,,,70,,1,51,,1,105,8,2,0,4,,,,,,,4,93,0021,95,0,64,78,8,1,,0,0,11.4,10,,,2,1974-04-15,07
74LA00136,74,,,0,97,15,9073,14,1,,,70,,,54,,,60,,3,0,,,,,,,,4,18,9324,90,0,0,77,8,0,,0,0,0.0,0,,,1,1974-03-01,07
74LA00137,74,1,6714,1,35,350,9081,14,1,47,,70,,1,07,,1,98,5,,0,5,09,,39,,,,4,11,9980,14,1,54,35,1,1,,1,1,11.4,10,,6,1,1974-04-08,07
74LA00138,74,1,8359,3,74,742,9086,14,1,,,70,,1,07,,1,105,8,2,0,3,,,,,,,4,18,7590,18,1,83,74,6,1,,1,2,9.0,10,,,1,1974-04-15,07
74LA00139,74,3,8360,3,74,742,9086,14,1,,,70,,1,07,,1,105,8,2,0,3,,,,,&,,4,18,7590,18,0,82,74,6,1,,0,0,9.2,5,,,2,1974-04-15,07
