UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,BCS,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
23LA00025,23,T8141,45,,e4,L0000,70,1.0,,02,PC,4,0,Y,,031323,72,7,3.0,1,1,.,.,9.0,5,1,.,,,,1,72,44,,,.,.,6,4,..,RYL,J,2,,0,0,0,0,0,0.0,0,2023-03-13,0.0,,,,,
23LA00026,23,Y0182,52,,e3,L0000,70,1.0,,Kt,PC,4,,Y,,031323,72,0,3.5,1,.,.,.,0.0,.,.,.,,,,0,72,27,,,.,NO.DATA,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2023-03-13,0.0,,,,,
23LA00027,23,L2369,70,,36,L2999,70,4.0,,PC,PC,1,0,N,,031323,72,8,4.0,3,1,0,2,12.3,5,1,L3659,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,84,2023-03-13,0.019,45,128,H,,
23LA00028,23,L2369,70,,36,L2999,70,4.0,,PC,PC,1,0,N,,031323,72,8,4.0,3,2,0,2,11.9,5,1,L3660,70,,PC,6,74,46,,,.,+Premature,1,1,..,OR,J,2,,0,0,0,1,0,0.0,0,2023-03-13,0.019,,,,,
23LA00029,23,Y0145,00,,1,Y0304,00,3.0,,Kt,Kt,5,,N,,031323,72,2,3.5,2,2,.,.,6.0,5,1,.,,,,0,72,27,,,.,.,1,1,..,PUR,J,1,,1,1,2,0,0,0.0,0,2023-03-13,0.0,,,,,
23LA00030,23,Y0145,00,,1,Y0304,00,3.0,,Kt,Kt,5,,N,,031323,72,2,3.5,2,2,.,.,5.0,2,1,.,,,,0,72,27,,,.,.,1,1,..,PUR,J,2,,0,0,0,0,0,0.0,0,2023-03-13,0.0,,,,,
23LA00031,23,S4473,12,,e2,L0000,70,1.0,,07,PC,4,,Y,,031423,73,1,3.0,1,1,.,.,11.5,5,1,.,,,,1,73,44,,,RF.NWB,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2023-03-14,0.0,,,,,
23LA00032,23,Y0319,00,,1,Y0304,00,3.0,,Kt,Kt,5,,N,,031423,73,9,3.0,2,3,0,2,9.1,1,1,Y0348,52,,Kt,,,,,,.,.,1,1,..,PUR,J,1,,1,1,3,1,1,1.0,68,2023-03-14,0.0,33,129,H,,
23LA00033,23,Y0319,00,,1,Y0304,00,3.0,,Kt,Kt,5,,N,,031423,73,9,3.0,2,2,0,2,7.5,1,1,Y0349,52,,Kt,3,73,93,,8,.,.,1,1,..,PUR,J,2,,0,0,0,1,0,0.0,0,2023-03-14,0.0,,,,,
23LA00034,23,Y0319,00,,1,Y0304,00,3.0,,Kt,Kt,5,,N,,031423,73,9,3.0,2,2,0,2,8.5,1,1,Y0350,52,,Kt,,,,,,.,.,1,1,..,PUR,J,3,,0,0,0,1,1,1.0,59,2023-03-14,0.0,25,129,H,,
23LA00035,23,Y0141,00,,1,Y0304,00,4.0,,Kt,Kt,5,,N,,031423,73,8,4.0,3,2,0,2,9.3,2,1,Y0351,52,,Kt,3,73,93,,8,X.RSD.BAD,.,1,1,..,PUR,J,1,,1,1,2,1,0,0.0,0,2023-03-14,0.0,,,,,
23LA00036,23,Y0141,00,,1,Y0304,00,4.0,,Kt,Kt,5,,N,,031423,73,8,4.0,3,1,0,2,12.0,2,1,Y0352,52,,Kt,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,92,2023-03-14,0.0,48,129,H,,
23LA00037,23,Z8910,83,,8,Z6698,83,2.0,,SY,CT,1,0,N,,031423,73,8,3.0,3,1,0,2,10.7,5,1,L3661,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,106,2023-03-14,0.015,48,128,H,,
23LA00038,23,Z8910,83,,8,Z6698,83,2.0,,SY,CT,1,0,N,,031423,73,8,3.0,3,2,0,2,11.3,5,1,L3662,70,,PC,7,191,97,,,.,.,1,1,..,OR,J,2,,0,0,0,1,,,,2023-03-14,0.015,39,128,H,,
23LA00039,23,L3024,70,,33,L2820,70,2.0,,PC,PC,1,0,N,,031423,73,7,2.5,3,2,0,2,7.9,2,1,L3663,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,86,2023-03-14,0.019,43,128,H,,
23LA00040,23,L3024,70,,33,L2820,70,2.0,,PC,PC,1,0,N,,031423,73,7,2.5,3,1,.,.,9.0,5,1,.,,,,1,73,44,,,.,.,1,1,..,OR,J,2,,0,0,0,0,0,0.0,0,2023-03-14,0.019,,,,,
23LA00041,23,Y0130,00,,2,Y0305,00,3.0,,Kt,Kt,5,,N,,031423,73,8,4.0,3,2,0,2,7.6,1,1,Y0353,52,,Kt,,,,,,.,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,70,2023-03-14,0.0,32,129,H,,
23LA00042,23,Y0130,00,,2,Y0305,00,3.0,,Kt,Kt,5,,N,,031423,73,8,4.0,3,1,0,2,10.2,1,1,Y0354,52,,Kt,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,76,2023-03-14,0.0,35,129,H,,
23LA00043,23,Z4249,83,,6,Z8053,83,6.0,,CT,SY,1,0,N,,031423,73,7,2.0,3,1,0,4,12.6,5,1,L3664,70,A,PC,,,,,,.,1ST,1,1,..,OR,J,1,,1,1,2,1,1,1.0,113,2023-03-14,0.014,63,128,H,,
23LA00044,23,Z4249,83,,6,Z8053,83,6.0,,CT,SY,1,0,N,,031423,73,7,2.0,3,2,.,.,9.0,5,1,.,,,,1,73,44,,,.,2ND,5,4,..,OR,J,2,,0,0,0,0,0,0.0,0,2023-03-14,0.014,,,,,
23LA00045,23,K5464,64,,e2,L0000,70,1.0,,06,PC,4,,Y,,031423,73,1,4.0,1,1,.,.,10.0,1,1,.,,,,1,73,44,,,SM.BAG,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2023-03-14,0.0,,,,,
23LA00046,23,S4448,12,,e1,L0000,70,1.0,,07,PC,4,0,Y,,031423,73,1,3.5,0,2,.,.,8.0,2,1,.,,,,1,73,44,,,.,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2023-03-14,0.0,,,,,
23LA00047,23,L3004,70,,40,L3080,70,2.0,,PC,PC,1,0,N,,031323,72,0,3.0,0,.,0,.,0.0,1,.,.,,,,0,72,27,,,NOLAMBFOUND,NO.DATA,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2023-03-13,0.014,,,,,
23LA00048,23,Z8728,83,,26,Z7944,83,2.0,,00,C3,1,,Y,,031423,73,8,1.0,0,3,0,2,12.8,5,1,X0577,84,,00,3,74,93,,8,DEADMASTITIS,.,2,2,..,,J,1,,1,1,2,1,0,0.0,0,2023-03-14,0.001,,,,,
23LA00049,23,Z8728,83,,26,Z7944,83,2.0,,00,C3,1,,Y,,031423,73,8,1.0,0,3,0,2,10.7,1,1,X0578,84,,00,3,74,93,,8,.,.,2,2,..,,J,2,,0,0,0,1,0,0.0,0,2023-03-14,0.001,,,,,
23LA00050,23,S3713,12,,64,S3739,12,2.0,,07,07,2,0,N,,031423,73,0,2.5,1,1,.,.,7.0,1,.,.,,,,0,73,27,,,SMBAG,.,1,1,..,RED,J,1,,1,1,1,0,0,0.0,0,2023-03-14,0.026,,,,,
23LA00051,23,Y0053,52,,1,Y0304,00,2.0,,Kt,Kt,5,,N,,031423,73,5,3.0,3,3,0,2,10.2,8,1,Y0355,52,,Kt,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,58,2023-03-14,0.0,40,128,1,,
23LA00052,23,S3522,12,,61,S3432,12,2.0,,07,07,2,0,N,,031523,74,2,2.0,1,2,.,.,9.0,1,.,.,,,,0,74,27,,,SMBAG,.,1,1,..,RED,J,1,,1,1,2,0,0,0.0,0,2023-03-15,0.032,,,,,
23LA00053,23,S3522,12,,61,S3432,12,2.0,,07,07,2,0,N,,031523,74,2,2.0,1,1,.,.,3.0,.,.,.,,,,0,74,27,,,.,.,1,1,..,RED,J,2,,0,0,0,0,0,0.0,0,2023-03-15,0.032,,,,,
23LA00054,23,M0706,51,,e3,L0000,70,1.0,,LP,PC,4,0,Y,,031523,74,2,3.5,2,2,.,.,5.0,5,.,.,,,,0,74,27,,,.,.,1,1,..,,J,1,,1,1,2,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00055,23,M0706,51,,e3,L0000,70,1.0,,LP,PC,4,0,Y,,031523,74,2,3.5,2,2,.,.,4.0,5,.,.,,,,0,74,27,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00056,23,A1649,06,,e4,L0000,70,1.0,,30,PC,4,,Y,,031523,74,0,3.5,2,2,.,.,3.0,.,.,.,,,,0,74,27,,,.,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00057,23,L2354,70,,33,L2820,70,4.0,,PC,PC,1,,N,,031423,73,8,1.0,0,3,0,2,11.6,5,1,L3665,70,,PC,3,74,93,,8,TERM.CS,HAIRY,7,5,..,OR,J,1,,1,1,2,1,0,0.0,0,2023-03-14,0.016,,,,,
23LA00058,23,L2354,70,,33,L2820,70,4.0,,PC,PC,1,,N,,031423,73,8,1.0,0,2,0,4,11.5,5,2,L3666,70,,PC,3,74,93,,8,.,HAIRY,7,5,..,OR,J,2,,0,0,0,1,0,0.0,0,2023-03-14,0.016,,,,,
23LA00059,23,T8034,45,,e6,Z0000,83,1.0,,02,97,4,7,Y,,031523,74,2,2.5,1,2,.,.,4.0,5,.,.,,,,0,74,27,L3669,+,SMBAG,.,1,1,..,,J,1,,1,1,2,0,0,0.5,0,2023-03-15,0.0,,,,,
23LA00060,23,T8034,45,,e6,Z0000,83,1.0,,02,97,4,7,Y,,031523,74,2,2.5,1,1,.,.,7.0,5,.,.,,,,0,74,27,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00061,23,Z9824,83,A,e2,L0000,70,1.0,,97,PC,4,0,Y,,031523,74,5,3.0,2,2,0,2,8.0,5,1,X0580,84,A,00,,,,,,.,.,1,1,..,RYP,J,1,,1,1,1,1,1,1.0,80,2023-03-15,0.0,42,130,H,,
23LA00062,23,L3348,70,,e5,Z0000,83,1.0,,PC,97,4,0,Y,,031523,74,5,3.0,2,3,0,2,7.1,5,2,X0581,84,A,00,,,,,,SLPINKMILK2SDS,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,52,2023-03-15,0.0,24,128,H,,
23LA00063,23,A1742,06,,e6,Z0000,83,1.0,,30,97,4,0,Y,,031523,74,8,3.0,2,3,0,2,8.4,5,2,X0582,84,A,80,3,75,93,,8,.,.,1,1,..,,J,1,,1,1,2,1,0,0.0,0,2023-03-15,0.0,,,,,
23LA00064,23,A1742,06,,e6,Z0000,83,1.0,,30,97,4,0,Y,,031523,74,8,3.0,2,3,0,2,8.0,5,1,X0583,84,A,80,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,91,2023-03-15,0.0,44,128,1,,
23LA00065,23,L3279,70,,e3,L0000,70,1.0,,PC,PC,4,0,Y,,031523,74,5,3.5,3,2,0,2,12.2,5,6,L3667,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,90,2023-03-15,0.0,51,128,H,,
23LA00066,23,Y0271,52,,e6,Z0000,83,1.0,,Kt,97,4,,Y,,031523,74,2,2.5,2,1,.,.,4.0,5,.,.,,,,0,74,27,,,.,.,8,4,..,,J,1,,1,1,2,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00067,23,Y0271,52,,e6,Z0000,83,1.0,,Kt,97,4,,Y,,031523,74,2,2.5,2,1,.,.,7.0,5,.,.,,,,0,74,27,,,.,.,8,4,..,,J,2,,0,0,0,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00068,23,Z9298,83,,27,Z7961,83,2.0,,C3,S3,1,0,N,,031523,74,5,3.0,4,3,0,2,16.8,5,2,L3668,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,106,2023-03-15,0.006,62,128,H,,
23LA00069,23,L2975,70,,31,L2491,70,2.0,,PC,PC,1,0,N,,031523,74,9,2.5,4,2,0,4,7.0,5,1,L3669,70,,PC,,,,T8034,-,.,.,1,1,..,OR,J,1,,1,1,3,1,1,0.5,76,2023-03-15,0.014,34,128,1,,
23LA00070,23,L2975,70,,31,L2491,70,2.0,,PC,PC,1,0,N,,031523,74,9,2.5,4,2,0,3,8.5,5,1,L3670,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,80,2023-03-15,0.014,35,128,H,,
23LA00071,23,L2975,70,,31,L2491,70,2.0,,PC,PC,1,0,N,,031523,74,9,2.5,4,1,0,4,9.8,1,1,L3671,70,,PC,,,,,,.,.,1,1,..,OR,J,3,,0,0,0,1,1,1.0,54,2023-03-15,0.014,21,128,H,,
23LA00072,23,Y0089,52,,2,Y0305,00,2.0,,Kt,Kt,5,,N,,031523,74,8,3.0,3,1,0,2,12.0,8,1,Y0356,52,,Kt,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,82,2023-03-15,0.0,37,128,1,,
23LA00073,23,Y0089,52,,2,Y0305,00,2.0,,Kt,Kt,5,,N,,031523,74,8,3.0,3,1,0,2,11.7,8,1,Y0357,52,,Kt,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,68,2023-03-15,0.0,37,128,1,,
23LA00074,23,Z9831,83,,e5,Z0000,83,1.0,,LR,97,4,0,Y,,031523,74,8,3.0,4,2,0,2,9.8,5,2,X0584,84,A,00,,,,,,.,.,3,4,..,,J,1,,1,1,2,1,1,1.0,65,2023-03-15,0.0,24,128,1,,
23LA00075,23,Z9831,83,,e5,Z0000,83,1.0,,LR,97,4,0,Y,,031523,74,8,3.0,4,3,0,2,10.5,5,1,X0585,84,A,00,6,115,21,,,.,.,3,4,..,,J,2,,0,0,0,1,,,,2023-03-15,0.0,,,,,
23LA00076,23,Z9800,83,A,e2,L0000,70,1.0,,97,PC,4,0,Y,,031523,74,5,3.5,3,2,0,2,8.4,5,1,X0586,84,A,00,6,78,19,,,.,WEAK+Premature,2,4,..,PUR,J,1,,1,1,1,1,0,0.0,0,2023-03-15,0.0,,,,,
23LA00077,23,Z7856,83,,8,Z6698,83,3.0,,SY,CT,1,0,N,,031523,74,5,3.5,3,2,0,4,14.4,5,2,L3672,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,107,2023-03-15,0.011,63,128,H,,
23LA00078,23,A1615,06,,e5,Z0000,83,1.0,,30,97,4,0,Y,,031523,74,2,3.5,1,1,.,.,5.0,5,.,.,,,,0,74,27,,,WATERYMLK,.,1,1,..,,J,1,,1,1,2,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00079,23,A1736,06,,e5,Z0000,83,1.0,,30,97,4,0,Y,,031523,74,0,3.5,2,1,.,.,8.0,5,.,.,,,,0,74,27,,,.,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00080,23,S4396,12,,e6,Z0000,83,1.0,,07,97,4,0,Y,,031523,74,5,4.0,2,3,0,2,10.7,5,2,X0587,84,A,10,6,134,01,,,.,.,1,1,..,,J,1,,1,1,1,1,,,,2023-03-15,0.0,35,128,1,,
23LA00081,23,A1530,06,,e4,L0000,70,1.0,,30,PC,4,0,Y,,031523,74,8,3.5,2,3,0,2,9.7,1,1,X0588,84,,LP,3,75,93,,8,.,HAIRY,1,1,..,,J,1,,1,1,2,1,0,0.0,0,2023-03-15,0.0,,,,,
23LA00082,23,A1530,06,,e4,L0000,70,1.0,,30,PC,4,0,Y,,031523,74,8,3.5,2,2,0,2,10.1,2,1,X0589,84,,LP,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,87,2023-03-15,0.0,44,128,1,,
23LA00083,23,Z7993,83,A,11,Z7780,83,3.0,,97,97,1,,N,,031523,74,8,4.0,4,2,0,2,12.8,6,2,X0590,84,A,97,,,,,,.,.,1,1,..,RPR,J,1,,1,1,2,1,1,1.0,81,2023-03-15,0.018,36,130,H,,
23LA00084,23,Z7993,83,A,11,Z7780,83,3.0,,97,97,1,,N,,031523,74,8,4.0,4,1,0,2,15.0,6,1,X0591,84,A,97,,,,,,.,.,1,1,..,RPR,J,2,,0,0,0,1,1,1.0,101,2023-03-15,0.018,52,130,H,,
23LA00085,23,L3538,70,,e6,Z0000,83,1.0,,PC,97,4,0,Y,,031523,74,2,4.0,2,1,.,.,5.0,6,.,.,,,,0,74,27,,,.,.,1,1,..,OR,J,1,,1,1,2,0,0,0.0,0,2023-03-15,0.0,,,,,
23LA00086,23,Z6360,83,A,14,Z8627,83,4.0,,97,97,1,0,N,,031523,74,8,2.5,4,2,0,2,14.1,6,1,X0592,84,A,97,,,,,,.,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,111,2023-03-15,0.015,59,129,H,,
23LA00087,23,Z6360,83,A,14,Z8627,83,4.0,,97,97,1,0,N,,031523,74,8,2.5,4,1,0,2,15.2,6,1,X0593,84,A,97,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,81,2023-03-15,0.015,46,128,1,,
23LA00088,23,L2259,70,,39,L3060,70,4.0,,PC,PC,1,0,N,,031523,74,9,2.5,3,3,0,4,7.0,5,1,L3673,70,,PC,6,78,85,,8,.,.,1,1,..,OR,J,1,,1,1,3,1,0,0.0,0,2023-03-15,0.035,,,,,
23LA00089,23,L2259,70,,39,L3060,70,4.0,,PC,PC,1,0,N,,031523,74,9,2.5,3,2,0,2,8.3,5,1,L3674,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,75,2023-03-15,0.035,33,128,H,,
23LA00090,23,L2259,70,,39,L3060,70,4.0,,PC,PC,1,0,N,,031523,74,9,2.5,3,3,R,2,6.5,5,1,L3675,70,,PC,6,76,46,,,.,CRYPTORCHID,1,1,..,OR,J,3,,0,0,0,1,0,0.0,0,2023-03-15,0.035,,,,,
23LA00091,23,H9614,05,,22,A1209,06,6.0,,30,30,1,0,N,,031523,74,9,1.5,3,3,0,2,6.8,1,1,X0579,84,,30,3,75,93,,8,THIN,.,1,1,..,,J,1,,1,1,3,1,0,0.0,0,2023-03-15,0.036,,,,,
23LA00092,23,H9614,05,,22,A1209,06,6.0,,30,30,1,0,N,,031523,74,9,1.5,3,1,.,.,5.0,1,.,.,,,,1,74,44,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2023-03-15,0.036,,,,,
23LA00093,23,H9614,05,,22,A1209,06,6.0,,30,30,1,0,N,,031523,74,9,1.5,3,1,.,.,5.0,1,.,.,,,,1,74,44,,,.,.,1,1,..,,J,3,,0,0,0,0,0,0.0,0,2023-03-15,0.036,,,,,
23LA00094,23,Z3257,83,A,15,Z8758,83,7.0,,97,97,1,0,N,,031523,74,7,2.5,3,1,.,.,8.0,6,.,.,,,,1,74,44,,,.,.,1,1,..,PUR,J,1,,1,1,2,0,0,0.0,0,2023-03-15,0.016,,,,,
23LA00095,23,Z3257,83,A,15,Z8758,83,7.0,,97,97,1,0,N,,031523,74,7,2.5,3,2,.,.,7.5,6,.,X0594,84,A,97,6,74,54,,,.,FxRibsPremature,1,1,..,PUR,J,2,,0,0,0,1,0,0.0,0,2023-03-15,0.016,,,,,
23LA00096,23,L2371,70,,38,L3045,70,4.0,,PC,PC,1,0,N,,031523,74,9,2.0,3,1,0,2,12.2,5,1,L3676,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,3,1,1,1.0,70,2023-03-15,0.007,37,128,H,,
23LA00097,23,L2371,70,,38,L3045,70,4.0,,PC,PC,1,0,N,,031523,74,9,2.0,3,2,0,3,9.6,5,1,L3677,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,95,2023-03-15,0.007,50,128,H,,
