UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,TENT,TIME,ADAM,Y5A,CLR,STM,SPEC,JAW,DAYBRN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
87LA00017,1987-01-15,2,X3425,80,1,00,701,P7114,01,,,90,,1,00,3,1,15,8,,33,3,,6,30,,,00000,00,1,0,70,0,1,01,1,2,9.9,0,,,1,87
87LA00018,1987-01-15,2,X3426,80,,00,701,P7114,01,,,90,1,1,00,3,3,15,8,,0,3,,,30,,,00000,00,0,107,70,0,1,,0,0,9.8,10,,,2,87
87LA00019,1987-04-09,1,L0942,03,1,71,711,P7196,01,,,90,1,1,30,,1,99,9,,0,1,47,,30,,,Y9516,02,1,70,71,6,1,,1,3,8.2,10,,,1,87
87LA00020,1987-04-09,2,L0943,03,,71,711,P7196,01,,,90,,1,30,,1,99,9,,103,1,,6,30,,&,Y9516,02,0,0,71,6,1,23,0,0,7.3,0,,,2,87
87LA00021,1987-04-09,3,L0944,03,,71,711,P7196,01,,,90,1,1,30,,1,99,9,,0,1,,,30,,&,Y9516,02,0,43,71,6,1,,0,0,7.9,5,,,3,87
87LA00022,1987-04-11,2,L1007,03,1,70,703,P7300,01,,,90,1,1,30,,1,101,8,,0,2,42,,30,,&,Y8207,02,1,58,70,2,1,,1,2,9.1,5,,,1,87
87LA00023,1987-04-11,1,L1008,03,,70,703,P7300,01,,,90,1,1,30,,3,101,8,,0,2,,,30,,,Y8207,02,0,66,70,2,1,,0,0,12.1,10,,,2,87
87LA00024,1987-03-26,2,L0517,03,1,70,704,P7331,01,,,90,1,1,30,,1,85,5,,0,4,,,30,,,Y7923,02,1,80,70,2,1,,1,1,10.2,10,,,1,87
87LA00025,,,,,1,71,712,P8466,01,,,80,,,30,,,0,,,0,,,,30,,,Y9602,02,0,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00026,1987-01-12,3,X3364,80,1,00,714,P8470,01,,,80,1,1,00,3,1,12,5,,0,3,,,30,,,00000,00,1,116,71,0,1,,1,1,11.4,10,,,1,87
87LA00027,1987-04-06,1,L0831,03,1,71,711,P8472,01,,,80,,1,30,,1,96,8,,98,3,,3,30,,&,Y9516,02,1,0,71,6,1,93,1,2,6.8,0,,,1,87
87LA00028,1987-04-06,1,L0832,03,,71,711,P8472,01,,,80,1,1,30,,1,96,8,,0,3,,,30,,,Y9516,02,0,84,71,6,1,,0,0,9.8,10,,,2,87
87LA00029,1987-04-01,3,L0694,03,1,71,714,P8518,01,,,80,,1,30,,1,91,9,,91,0,45,3,30,,&,Y9534,02,1,0,71,6,1,93,1,3,6.2,0,,,1,87
87LA00030,1987-04-01,3,L0695,03,,71,714,P8518,01,,,80,,1,30,,1,91,9,,92,0,,3,30,,&,Y9534,02,0,0,71,6,1,93,0,0,5.3,0,,,2,87
87LA00031,1987-04-01,1,,,,71,714,P8518,01,,,80,,1,30,,1,91,9,,0,0,,1,30,,,Y9534,02,0,0,71,6,0,,0,0,5.5,0,,,3,87
87LA00032,1987-04-05,2,L0818,03,1,70,701,P8556,01,,,80,1,1,30,,1,95,5,,0,3,,,30,,,Y8109,02,1,81,70,2,1,,1,1,11.4,10,,,1,87
87LA00033,1987-04-03,2,L0770,03,1,71,713,P8566,01,,,80,1,1,30,,1,93,8,,0,3,,,30,,,Y9492,02,1,73,71,6,1,,1,2,10.6,10,,,1,87
87LA00034,1987-04-03,2,L0771,03,,71,713,P8566,01,,,80,1,1,30,,1,93,8,,0,3,,,30,,,Y9492,02,0,61,71,6,1,,0,0,10.9,10,,,2,87
87LA00035,1987-04-12,1,L1012,03,1,70,703,P8696,01,,,80,1,1,30,,1,102,8,,0,4,,,30,,,Y8207,02,1,79,70,2,1,,1,2,10.6,10,,,1,87
87LA00036,1987-04-12,1,L1013,03,,70,703,P8696,01,,,80,1,1,30,,1,102,8,,0,4,,,30,,,Y8207,02,0,73,70,2,1,,0,0,10.8,10,,,2,87
87LA00037,1987-04-21,3,X5040,80,1,00,713,P8743,01,,,80,1,5,80,2,1,111,9,,0,1,02,,30,,,00000,97,1,80,71,0,1,,1,3,9.1,10,,,1,87
87LA00038,,,,,1,71,713,P8743,01,,,80,,,30,1,,0,,,0,,,,30,,,Y9492,02,1,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00039,1987-04-21,2,X5041,80,,00,713,P8743,01,,,80,1,5,80,2,1,111,9,,0,1,47,,30,244197,-,00000,97,0,79,71,0,1,,0,0,10.2,5,,,2,87
87LA00040,1987-04-21,2,X5042,80,,00,713,P8743,01,,,80,,5,80,2,1,111,9,,113,1,,3,30,677219,-,00000,97,0,0,71,0,1,93,0,0,6.9,0,,,3,87
87LA00041,1987-01-14,3,X3410,80,1,00,704,P8784,01,,,80,,1,00,3,1,14,5,,20,1,04,3,30,,,00000,00,1,0,70,0,1,93,1,1,11.0,0,,,1,87
87LA00042,1987-04-03,2,L0767,03,1,70,702,P8803,01,,,80,1,1,30,,1,93,5,,0,3,,,30,,,Y8076,02,1,90,70,2,1,,1,1,13.3,10,,,1,87
87LA00043,,,,,1,71,711,Y0042,02,,,70,,,30,,,0,,,0,,,,30,,,Y9516,02,1,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00044,1987-04-03,2,L0753,03,1,71,713,Y0084,02,,,70,1,1,30,,1,93,7,,0,5,,,30,075203,+,Y9492,02,1,76,71,6,1,,1,2,11.1,15,,,1,87
87LA00045,1987-04-03,2,,,,71,713,Y0084,02,,,70,,1,30,,9,93,7,,0,5,,1,30,,,Y9492,02,0,0,71,6,0,,0,0,7.6,0,20,,2,87
87LA00046,1987-04-11,1,L1009,03,1,70,701,Y0111,02,,,70,1,1,30,,1,101,9,,0,3,,,30,,,Y8109,02,1,40,70,2,1,,1,3,9.4,10,,,1,87
87LA00047,1987-04-11,1,L1010,03,,70,701,Y0111,02,,,70,1,1,30,,1,101,9,,0,3,,,30,,,Y8109,02,0,79,70,2,1,,0,0,9.3,10,,,2,87
87LA00048,1987-04-11,3,L1011,03,,70,701,Y0111,02,,,70,,1,30,,1,101,9,,103,3,,3,30,,&,Y8109,02,0,0,70,2,1,93,0,0,9.7,0,,,3,87
87LA00049,1987-04-10,2,L0956,03,1,70,701,Y0129,02,,,70,1,1,30,,1,100,9,,0,2,04,,30,,,Y8109,02,1,79,70,2,1,,1,3,7.5,10,,,1,87
87LA00050,1987-04-10,3,L0957,03,,70,701,Y0129,02,,,70,,1,30,,1,100,9,,133,2,,6,30,,&,Y8109,02,0,0,70,2,1,24,0,0,6.0,0,15,,2,87
87LA00051,1987-04-10,3,L0958,03,,70,701,Y0129,02,,,70,1,1,30,,1,100,9,,0,2,,,30,,&,Y8109,02,0,20,70,2,1,,0,0,6.0,5,,,3,87
87LA00052,1987-04-10,2,L0967,03,1,70,702,Y0143,02,,,70,1,1,30,,1,100,9,,0,1,04,,30,,,Y8076,02,1,84,70,2,1,,1,3,9.6,10,,,1,87
87LA00053,1987-04-10,3,L0968,03,,70,702,Y0143,02,,,70,,1,30,,1,100,9,,103,1,44,3,30,,&,Y8076,02,0,0,70,2,1,93,0,0,8.0,0,,,2,87
87LA00054,1987-04-10,2,L0969,03,,70,702,Y0143,02,,,70,1,1,30,,1,100,9,,0,1,,,30,,&,Y8076,02,0,72,70,2,1,,0,0,9.3,5,,,3,87
87LA00055,1987-03-28,1,L0553,03,1,71,714,Y0151,02,,,70,1,1,30,,1,87,8,,0,2,,,30,,,Y9534,02,1,82,71,6,1,,1,2,8.8,10,,,1,87
87LA00056,1987-03-28,2,L0554,03,,71,714,Y0151,02,,,70,1,1,30,,1,87,8,,0,2,,,30,,&,Y9534,02,0,60,71,6,1,,0,0,7.5,5,,,2,87
87LA00057,1987-04-05,3,L0813,03,1,71,712,Y0156,02,,,70,,1,30,,1,95,8,,96,0,47,3,30,,&,Y9602,02,1,0,71,6,1,93,1,2,4.1,0,,,1,87
87LA00058,1987-04-05,2,L0814,03,,71,712,Y0156,02,,,70,,1,30,,1,95,8,,97,0,,6,30,,&,Y9602,02,0,0,71,6,1,27,0,0,3.2,0,,,2,87
87LA00059,1987-04-21,3,X5055,80,1,00,713,Y0184,02,,,70,1,5,80,2,1,111,8,,0,3,,,30,,,00000,97,1,79,71,0,1,,1,2,11.4,10,,2,1,87
87LA00060,,,,,1,71,713,Y0184,02,,,70,,,30,1,,0,,,0,,,,30,,,Y9492,02,1,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00061,1987-04-21,2,X5056,80,,00,713,Y0184,02,,,70,1,5,80,2,1,111,8,,0,3,,,30,,,00000,97,0,74,71,0,1,,0,0,8.5,10,,2,2,87
87LA00062,1987-01-10,2,X3322,80,1,00,702,Y0192,02,,,70,1,1,00,3,1,10,9,,0,2,,,30,,,00000,00,1,102,70,0,1,,1,3,8.8,10,,,1,87
87LA00063,1987-01-10,2,X3323,80,,00,702,Y0192,02,,,70,,1,00,3,1,10,9,,10,2,,3,30,,,00000,00,0,0,70,0,1,93,0,0,6.2,0,,,2,87
87LA00064,1987-01-10,2,X3324,80,,00,702,Y0192,02,,,70,,1,00,3,1,10,9,,10,2,,3,30,,,00000,00,0,0,70,0,1,93,0,0,8.4,0,,,3,87
87LA00065,1987-04-01,1,L0690,03,1,70,703,Y0206,02,,,70,1,1,30,,1,91,7,,0,4,,,30,,,Y8207,02,1,71,70,2,1,,1,2,7.8,10,,,1,87
87LA00066,1987-04-01,2,,,,70,703,Y0206,02,,,70,,1,30,,1,91,7,,0,4,,1,30,,,Y8207,02,0,0,70,2,0,,0,0,6.2,0,,,2,87
87LA00067,1987-04-04,1,L0788,03,1,71,712,Y0221,02,,,70,1,1,30,,1,94,9,,0,4,10,,30,,,Y9602,02,1,77,71,6,1,,1,3,10.8,10,,,1,87
87LA00068,1987-04-04,2,L0789,03,,71,712,Y0221,02,,,70,1,1,30,,3,94,9,,0,4,,,30,,,Y9602,02,0,72,71,6,1,,0,0,8.9,10,,,2,87
87LA00069,1987-04-04,2,,,,71,712,Y0221,02,,,70,,1,30,,1,94,9,,0,4,,1,30,,,Y9602,02,0,0,71,6,0,,0,0,7.3,0,,,3,87
87LA00070,1987-03-31,2,L0680,03,1,71,711,Y0223,02,,,70,1,1,30,,1,90,3,,0,3,,,30,,,Y9516,02,1,70,71,6,1,,1,4,7.9,10,,,1,87
87LA00071,1987-03-31,1,L0681,03,,71,711,Y0223,02,,,70,1,1,30,,1,90,3,,0,3,,,30,,,Y9516,02,0,70,71,6,1,,0,0,7.2,10,,,2,87
87LA00072,1987-03-31,2,L0682,03,,71,711,Y0223,02,,,70,1,1,30,,3,90,3,,0,3,,,30,,&,Y9516,02,0,36,71,6,1,,0,0,6.9,5,,,3,87
87LA00073,1987-03-31,2,L0683,03,,71,711,Y0223,02,,,70,1,1,30,,1,90,3,,0,3,,,30,533119,-,Y9516,02,0,76,71,6,1,,0,0,8.9,5,,,4,87
87LA00074,1987-04-22,3,X5184,80,1,00,711,Y0228,02,,,70,1,5,80,2,1,112,8,,0,4,,,30,,,00000,97,1,92,71,0,1,,1,2,12.4,10,,,1,87
87LA00075,,,,,1,71,711,Y0228,02,,,70,,,30,1,,0,,,0,,,,30,,,Y9516,02,1,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00076,1987-04-22,2,X5185,80,,00,711,Y0228,02,,,70,1,5,80,2,1,112,8,,0,4,,,30,,,00000,97,0,86,71,0,1,,0,0,11.2,10,,,2,87
87LA00077,1987-04-02,1,L0718,03,1,71,713,Y0281,02,,,70,1,1,30,,1,92,8,,0,3,,,30,,,Y9492,02,1,63,71,6,1,,1,2,9.6,10,,,1,87
87LA00078,1987-04-02,1,L0719,03,,71,713,Y0281,02,,,70,1,1,30,,1,92,8,,0,3,,,30,,,Y9492,02,0,57,71,6,1,,0,0,9.6,10,,,2,87
87LA00079,,,,,1,71,714,Y0290,02,,,70,,,30,1,,0,,,0,,,,30,,,Y9534,02,1,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00080,1987-04-23,3,X5208,80,1,00,714,Y0290,02,,,70,1,5,80,2,1,113,8,,0,4,,,30,,,00000,97,1,71,71,0,1,,1,2,9.1,10,,,1,87
87LA00081,1987-04-23,3,X5209,80,,00,714,Y0290,02,,,70,1,5,80,2,1,113,8,,0,4,,,30,,,00000,97,0,48,71,0,1,,0,0,10.2,10,,,2,87
87LA00082,1987-01-08,2,X3295,80,1,00,703,Y0304,02,,,70,1,1,00,3,1,8,5,,0,3,,,30,,,00000,00,1,109,70,0,1,,1,1,9.1,10,,,1,87
87LA00083,,,,,1,71,712,Y0316,02,,,70,,,30,,,0,,,0,,,,30,,,Y9602,02,0,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00084,1987-04-12,1,L1021,03,1,70,703,Y0327,02,,,70,1,1,30,,1,102,8,,0,2,,,30,,,Y8207,02,1,65,70,2,1,,1,2,11.2,10,,,1,87
87LA00085,1987-04-12,1,L1022,03,,70,703,Y0327,02,,,70,1,1,30,,1,102,8,,0,2,,,30,,,Y8207,02,0,59,70,2,1,,0,0,7.4,10,,,2,87
87LA00086,1987-02-14,,,,1,70,704,Y0328,02,,,70,,,30,,,45,0,,0,0,,0,30,,,Y7923,02,1,0,70,2,0,,1,1,0.0,0,,,1,87
87LA00087,1987-01-15,3,X3423,80,1,00,702,Y0342,02,,,70,,1,00,3,1,15,8,,16,1,,3,30,,,00000,00,1,0,70,0,1,93,1,2,9.8,0,,,1,87
87LA00088,1987-01-15,2,X3424,80,,00,702,Y0342,02,,,70,,1,00,3,1,15,8,,15,1,,3,30,,,00000,00,0,0,70,0,1,93,0,0,7.1,0,,,2,87
87LA00089,1987-04-10,2,L0952,03,1,70,701,Y0384,02,,,70,1,1,30,,1,100,8,,0,3,,,30,,,Y8109,02,1,85,70,2,1,,1,2,11.9,10,,2,1,87
87LA00090,1987-04-10,1,L0953,03,,70,701,Y0384,02,,,70,1,3,30,,1,100,8,,0,3,,,30,,,Y8109,02,0,63,70,2,1,,0,0,9.7,10,03,2,2,87
87LA00091,1987-03-29,1,L0566,03,1,71,712,Y0430,02,,,70,1,1,30,,1,88,8,,0,2,,,30,,,Y9602,02,1,66,71,6,1,,1,2,8.7,10,,,1,87
87LA00092,1987-03-29,2,L0567,03,,71,712,Y0430,02,,,70,1,1,30,,3,88,8,,0,2,,,30,,,Y9602,02,0,73,71,6,1,,0,0,9.6,10,,,2,87
87LA00093,1987-03-28,2,L0544,03,1,70,704,Y0432,02,,,70,1,1,30,,1,87,6,,0,3,,,30,,,Y7923,02,1,63,70,2,1,,1,2,7.6,10,,,1,87
87LA00094,1987-03-28,,,,,70,704,Y0432,02,,,70,,,30,,,87,6,,0,3,,0,30,054103,+,Y7923,02,0,0,70,2,0,,0,0,0.0,5,,,2,87
87LA00095,1987-01-02,2,X3270,80,1,00,714,Y0444,02,,,70,1,1,00,3,1,2,8,,0,4,,,30,,,00000,00,1,131,71,0,1,,1,2,8.1,10,,,1,87
87LA00096,1987-01-02,3,X3271,80,,00,714,Y0444,02,,,70,1,1,00,3,1,2,8,,0,4,,,30,,,00000,00,0,115,71,0,1,,0,0,6.9,10,,,2,87
87LA00097,,,,,1,70,704,Y0455,02,,,70,,,30,,,0,,,0,,,,30,,,Y7923,02,1,0,70,2,0,,0,0,0.0,0,,,1,87
87LA00098,,,,,1,71,712,Y1408,02,,,60,,,30,,,0,,,0,,,,30,,,Y9602,02,0,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00099,1987-04-20,2,X4919,80,1,00,711,Y1414,02,,,60,1,5,80,2,1,110,8,,0,3,,,30,,,00000,97,1,71,71,0,1,,1,2,11.1,10,,,1,87
87LA00100,,,,,1,71,711,Y1414,02,,,60,,,30,1,,0,,,0,,,,30,,,Y9516,02,1,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00101,1987-04-20,3,X4920,80,,00,711,Y1414,02,,,60,1,5,80,2,1,110,8,,0,3,,,30,,,00000,97,0,86,71,0,1,,0,0,11.0,10,,,2,87
87LA00102,1987-04-07,2,L0880,03,1,71,711,Y1419,02,,,60,1,1,30,,1,97,7,,0,3,,,30,,,Y9516,02,1,66,71,6,1,,1,2,8.3,10,,,1,87
87LA00103,1987-04-07,2,,,,71,711,Y1419,02,,,60,,1,30,,1,97,7,,0,3,,1,30,,,Y9516,02,0,0,71,6,0,,0,0,6.8,0,,,2,87
87LA00104,1987-01-13,2,X3380,80,1,00,,Y1432,02,,,60,,1,00,3,3,13,5,,15,2,,3,30,,,00000,00,1,0,00,0,1,93,1,1,9.6,0,,,1,87
87LA00105,1987-03-27,1,L0523,03,1,70,701,Y1440,02,,,60,1,1,30,,3,86,9,,0,3,,,30,,,Y8109,02,1,78,70,2,1,,1,3,9.4,10,,,1,87
87LA00106,1987-03-27,1,L0524,03,,70,701,Y1440,02,,,60,1,1,30,,1,86,9,,0,3,,,30,,,Y8109,02,0,72,70,2,1,,0,0,9.3,10,,,2,87
87LA00107,1987-03-27,1,L0525,03,,70,701,Y1440,02,,,60,1,1,30,,1,86,9,,0,3,,,30,525519,-,Y8109,02,0,89,70,2,1,,0,0,7.4,5,,,3,87
87LA00108,1987-03-31,2,L0678,03,1,71,711,Y1445,02,,,60,1,1,30,,3,90,9,,0,3,,,30,,,Y9516,02,1,75,71,6,1,,1,3,9.1,10,,,1,87
87LA00109,1987-03-31,1,L0679,03,,71,711,Y1445,02,,,60,1,1,30,,1,90,9,,0,3,,,30,,,Y9516,02,0,81,71,6,1,,0,0,10.6,10,,,2,87
87LA00110,1987-03-31,2,L0686,03,,71,711,Y1445,02,,,60,1,1,30,,1,90,9,,0,3,,,30,,&,Y9516,02,0,52,71,6,1,,0,0,8.2,5,,,3,87
87LA00111,1987-03-30,1,L0614,03,1,71,711,Y1454,02,,,60,1,1,30,,1,89,8,,0,3,,,30,,,Y9516,02,1,81,71,6,1,,1,2,10.6,10,,,1,87
87LA00112,1987-03-30,2,L0615,03,,71,711,Y1454,02,,,60,1,1,30,,1,89,8,,0,3,,,30,,,Y9516,02,0,74,71,6,1,,0,0,8.7,10,,,2,87
87LA00113,1987-04-01,1,L0691,03,1,71,713,Y1466,02,,,60,1,1,30,,1,91,9,,0,4,,,30,139980,-,Y9492,02,1,74,71,6,1,,1,3,8.5,5,,,1,87
87LA00114,1987-04-01,2,L0692,03,,71,713,Y1466,02,,,60,1,1,30,,1,91,9,,0,4,,,30,,,Y9492,02,0,78,71,6,1,,0,0,9.8,10,,,2,87
87LA00115,1987-04-01,2,L0693,03,,71,713,Y1466,02,,,60,1,1,30,,1,91,9,,0,4,,,30,,,Y9492,02,0,80,71,6,1,,0,0,8.6,10,,,3,87
87LA00116,1987-04-08,1,L0921,03,1,70,701,Y1472,02,,,60,1,1,30,,1,98,8,,0,3,,,30,,,Y8109,02,1,74,70,2,1,,1,2,10.9,10,,,1,87
87LA00117,1987-04-08,1,L0922,03,,70,701,Y1472,02,,,60,1,1,30,,1,98,8,,0,3,,,30,,,Y8109,02,0,75,70,2,1,,0,0,10.7,10,,,2,87
87LA00118,1987-04-03,1,L0765,03,1,70,701,Y1480,02,,,60,1,1,30,,1,93,8,,0,2,,,30,,,Y8109,02,1,72,70,2,1,,1,2,11.0,10,,,1,87
87LA00119,1987-04-03,1,L0766,03,,70,701,Y1480,02,,,60,1,1,30,,1,93,8,,0,2,,,30,,,Y8109,02,0,58,70,2,1,,0,0,8.8,10,03,,2,87
87LA00120,1987-01-08,2,X3297,80,1,00,703,Y1511,02,,,60,1,1,00,3,1,8,5,,0,4,,,30,,,00000,00,1,102,70,0,1,,1,1,8.8,10,,,1,87
87LA00121,1987-01-13,2,X3374,80,1,00,714,Y1515,02,,,60,1,1,00,3,1,13,8,,0,3,,,30,,,00000,00,1,111,71,0,1,,1,2,9.1,10,,,1,87
87LA00122,1987-01-13,2,X3375,80,,00,714,Y1515,02,,,60,1,1,00,3,1,13,8,,0,3,,,30,,,00000,00,0,104,71,0,1,,0,0,9.3,10,,,2,87
87LA00123,1987-03-31,1,L0652,03,1,71,713,Y1522,02,,,60,1,1,30,,1,90,8,,0,2,,,30,,,Y9492,02,1,78,71,6,1,,1,2,12.3,10,,,1,87
87LA00124,1987-03-31,1,L0653,03,,71,713,Y1522,02,,,60,1,1,30,,1,90,8,,0,2,,,30,,,Y9492,02,0,84,71,6,1,,0,0,11.3,10,,,2,87
87LA00125,1987-04-04,1,L0807,03,1,70,703,Y1524,02,,,60,1,1,30,,1,94,8,,0,2,30,,30,798602,-,Y8207,02,1,63,70,2,1,,1,2,5.6,5,,,1,87
87LA00126,1987-04-04,2,L0808,03,,70,703,Y1524,02,,,60,1,1,30,,1,94,8,,0,2,,,30,,,Y8207,02,0,48,70,2,1,,0,0,6.7,10,,,2,87
87LA00127,1987-03-31,2,L0684,03,1,70,704,Y1542,02,,,60,1,1,30,,1,90,8,,0,4,,,30,,,Y7923,02,1,66,70,2,1,,1,2,9.3,10,,,1,87
87LA00128,1987-03-31,1,L0685,03,,70,704,Y1542,02,,,60,1,1,30,,1,90,8,,0,4,,,30,,,Y7923,02,0,70,70,2,1,,0,0,9.5,10,,,2,87
87LA00129,1987-04-02,2,L0727,03,1,71,712,Y1556,02,,,60,1,1,30,,1,92,8,,0,3,,,30,,,Y9602,02,1,69,71,6,1,,1,2,10.0,10,,,1,87
87LA00130,1987-04-02,1,L0728,03,,71,712,Y1556,02,,,60,1,1,30,,1,92,8,,0,3,,,30,,,Y9602,02,0,65,71,6,1,,0,0,10.1,10,,,2,87
87LA00131,1987-03-26,2,L0511,03,1,71,714,Y1578,02,,,60,1,1,30,,1,85,9,,0,3,,,30,,,Y9534,02,1,81,71,6,1,,1,3,8.8,10,,,1,87
87LA00132,1987-03-26,2,L0512,03,,71,714,Y1578,02,,,60,1,1,30,,1,85,9,,0,3,,,30,826102,-,Y9534,02,0,68,71,6,1,,0,0,6.5,5,,,2,87
87LA00133,1987-03-26,2,L0513,03,,71,714,Y1578,02,,,60,1,1,30,,1,85,9,,0,3,,,30,813102,-,Y9534,02,0,72,71,6,1,,0,0,7.1,5,,,3,87
87LA00134,1987-04-21,3,X5086,80,1,00,714,Y1588,02,,,60,1,5,80,2,2,111,5,,0,5,,,30,,,00000,97,1,102,71,0,1,,1,1,13.8,10,,,1,87
87LA00135,,,,,1,71,714,Y1588,02,,,60,,,30,1,,0,,,0,,,,30,,,Y9534,02,1,0,71,6,0,,0,0,0.0,0,,,1,87
87LA00136,1987-04-10,2,L0985,03,1,70,704,Y1630,02,,,60,1,1,30,,1,100,9,,0,3,,,30,,,Y7923,02,1,77,70,2,1,,1,3,9.3,10,,,1,87
87LA00137,1987-04-10,1,L0986,03,,70,704,Y1630,02,,,60,1,1,30,,3,100,9,,0,3,,,30,,,Y7923,02,0,48,70,2,1,,0,0,8.6,10,,,2,87
87LA00138,1987-04-10,3,L0987,03,,70,704,Y1630,02,,,60,1,1,30,,1,100,9,,0,3,,,30,102380,-,Y7923,02,0,62,70,2,1,,0,0,7.6,5,,,3,87
87LA00139,1987-03-30,2,L0598,03,1,71,713,Y1645,02,,,60,1,1,30,,1,89,9,,0,2,,,30,919102,-,Y9492,02,1,53,71,6,1,,1,3,6.0,5,,,1,87
87LA00140,1987-03-30,1,L0599,03,,71,713,Y1645,02,,,60,1,1,30,,1,89,9,,0,2,30,,30,,,Y9492,02,0,36,71,6,1,,0,0,6.1,10,,,2,87
87LA00141,1987-03-30,1,L0600,03,,71,713,Y1645,02,,,60,1,1,30,,1,89,9,,0,2,,,30,,,Y9492,02,0,38,71,6,1,,0,0,6.8,10,,,3,87
87LA00142,1987-04-02,2,L0716,03,1,70,702,Y1707,02,,,60,1,1,30,,1,92,8,,0,4,,,30,,,Y8076,02,1,68,70,2,1,,1,2,9.0,10,,,1,87
87LA00143,1987-04-02,2,L0717,03,,70,702,Y1707,02,,,60,1,1,30,,1,92,8,,0,4,,,30,,,Y8076,02,0,67,70,2,1,,0,0,10.3,10,,,2,87
87LA00144,1987-03-30,2,L0631,03,1,70,702,Y1744,02,,,60,1,1,30,,1,89,9,,0,3,07,,30,,,Y8076,02,1,59,70,2,1,,1,3,8.3,10,,,1,87
