UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB,INBL,DB1,ADAM,ABEWE,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABNE,DEAD,INBD,FONO,FOBR,FOPU,X1,DB2,LBRD,SIRE,SB1,SBRD,WNWT,LNDAM,TM,TRT2,X2,BRWT,ABNL,DISP,ABLMB,X3,CDNO,Y1,Y2,Y3,Y4,Y5,DATEBN
59LA02372,59,1,3647,4,70,722,9946,40,4,,4,4,,1,02,,1,107,8,5,0,3,1,,,,,,,0,41,9993,4,40,98,70,2,,,9.6,,,,&,1,1,1,2,1,10,1959-04-17
59LA02373,59,1,3648,4,70,722,9946,40,4,,4,4,,1,02,,1,107,8,5,0,3,1,,,2566,14,-,,0,41,9993,4,40,100,70,2,,,10.2,,,,&,2,1,1,2,1,10,1959-04-17
59LA02374,59,2,3719,4,70,722,9948,40,4,,4,4,,1,02,,1,108,5,6,0,4,1,,,,,,,0,41,9993,4,40,89,73,2,,2,12.8,,,,&,1,1,1,1,1,10,1959-04-18
59LA02375,59,2,4502,4,05,052,9950,40,4,21,4,4,,2,02,,1,126,8,,0,3,,,18,,,,,0,41,1117,4,41,62,05,1,,3,8.0,,,,&,1,1,1,2,1,10,1959-05-06
59LA02376,59,2,4503,4,05,052,9950,40,4,21,4,4,,1,02,,1,126,8,,0,3,,,18,,,,,0,41,1117,4,41,58,05,1,,3,9.0,,,,&,2,1,1,2,1,10,1959-05-06
59LA02377,59,1,3817,4,05,052,9951,40,4,21,4,4,,1,02,,1,111,8,,0,3,,,18,,,,,0,41,1117,4,41,65,05,1,,,9.0,,,,&,1,1,1,2,1,10,1959-04-21
59LA02378,59,2,3818,4,05,052,9951,40,4,21,4,4,,1,02,,1,111,8,,0,3,,,18,,,,,0,41,1117,4,41,58,05,1,,2,6.4,,,,&,2,1,1,2,1,10,1959-04-21
59LA02379,59,2,3933,4,07,071,9955,40,4,24,4,4,06,1,02,,2,113,8,,115,2,,,25,,,,,0,41,1775,4,41,,07,1,,,7.0,,2,,&,1,1,1,2,1,0,1959-04-23
59LA02380,59,2,3934,4,07,071,9955,40,4,24,4,4,,1,02,,2,113,8,,0,2,,,25,,,,,0,41,1775,4,41,77,07,1,,7,9.0,,,,&,2,1,1,2,1,10,1959-04-23
59LA02381,59,2,3705,4,17,172,9960,40,4,06,4,4,,1,02,,1,108,5,1,0,3,0,,19,,,,,0,41,0556,4,41,52,17,1,,2,9.0,,,,&,1,1,1,1,1,10,1959-04-18
59LA02382,59,2,3945,4,17,172,9962,40,4,06,4,4,33,1,02,,1,114,8,2,0,3,0,,19,,,,,0,41,0556,4,41,,17,1,,,8.2,,6,,&,1,1,1,2,1,0,1959-04-24
59LA02383,59,2,3946,4,17,172,9962,40,4,06,4,4,,1,02,,1,114,8,2,117,3,0,,19,,,,,0,41,0556,4,41,,17,1,,,8.6,,6,,&,2,1,1,2,1,0,1959-04-24
59LA02384,59,1,3963,4,04,042,9963,40,4,27,4,4,,1,02,,1,114,5,,0,4,,,14,,,,,0,41,1786,4,41,83,04,1,,,8.6,,,,&,1,1,1,1,1,10,1959-04-24
59LA02385,59,1,3744,4,70,732,9973,40,4,,4,4,,1,02,,1,109,8,3,0,3,2,,,,,,,0,41,1162,4,41,78,73,2,,,11.0,,,,&,1,1,1,2,1,10,1959-04-19
59LA02386,59,2,3745,4,70,732,9973,40,4,,4,4,,1,02,,1,109,8,3,0,3,2,,,,,,,0,41,1162,4,41,70,73,2,,2,11.8,,,,&,2,1,1,2,1,10,1959-04-19
59LA02387,59,2,4310,4,04,041,9980,40,4,26,4,4,,1,02,,1,119,5,,0,5,,,10,,,,,0,41,1249,4,41,82,04,1,,3,10.8,,,,&,1,1,1,1,1,10,1959-04-29
59LA02388,59,2,3681,4,18,182,9986,40,4,16,4,4,,1,02,,1,107,8,7,0,4,2,,11,,,,,0,41,1179,4,41,72,18,1,,2,8.4,,,,&,1,1,1,2,1,10,1959-04-17
59LA02389,59,1,3682,4,18,182,9986,40,4,16,4,4,,1,02,,1,107,8,7,0,4,2,,11,,,,,0,41,1179,4,41,65,18,1,,,8.6,,,,&,2,1,1,2,1,10,1959-04-17
59LA02390,59,1,,4,11,111,9999,40,4,14,4,4,,1,02,,1,112,1,,0,4,,,12,3814,41,+,,0,41,0795,4,41,,11,1,,,8.2,,1,,,1,1,1,1,0,0,1959-04-22
59LA02391,59,1,3813,4,13,132,0012,41,4,25,4,4,,1,02,,1,111,8,,0,3,,,11,,,,,1,41,2159,4,41,71,13,1,,,10.0,,,,&,1,1,1,2,1,10,1959-04-21
59LA02392,59,1,3814,4,13,132,0012,41,4,25,4,4,,1,02,,1,111,8,,230,3,,,11,9999,40,-,,1,41,2159,4,41,,13,1,,,11.6,,7,,&,2,1,1,2,1,0,1959-04-21
59LA02393,59,2,4289,4,13,132,0013,41,4,25,4,4,,1,02,,1,119,5,,127,4,,,11,4118,41,+,,1,41,2159,4,41,,13,1,,,17.2,,6,,&,1,1,1,1,1,0,1959-04-29
59LA02394,59,1,4306,4,02,022,0018,41,4,31,4,4,,2,02,,2,119,5,,0,4,,,22,,,,,1,41,9974,4,40,98,02,1,,,12.2,,,,&,1,1,1,1,1,10,1959-04-29
59LA02395,59,2,4191,4,82,049,0024,41,4,,4,4,,1,02,,8,117,5,,0,4,,,13,,,,,1,41,1249,4,41,93,15,7,,3,12.2,,,,&,1,1,1,1,1,10,1959-04-27
59LA02396,59,1,3931,4,12,122,0025,41,4,13,4,4,,1,02,,1,113,8,,115,4,,,06,,,,,1,41,0569,4,41,,12,1,,,7.4,,2,,&,1,1,1,2,1,0,1959-04-23
59LA02397,59,2,3932,4,12,122,0025,41,4,13,4,4,,1,02,,1,113,8,,0,4,,,06,,,,,1,41,0569,4,41,77,12,1,,2,9.0,2,,16,&,2,1,1,2,1,10,1959-04-23
59LA02398,59,1,4025,4,17,172,0028,41,4,11,4,4,,1,02,,1,115,5,7,0,3,2,,18,,,,,1,41,0556,4,41,106,17,1,,,11.6,,,,&,1,1,1,1,1,10,1959-04-25
59LA02399,59,1,4446,4,17,172,0035,41,4,07,4,4,,1,02,,1,123,5,8,230,4,2,,19,,,,,1,41,0556,4,41,,17,1,,,12.8,,7,,&,1,1,1,1,1,0,1959-05-03
59LA02400,59,3,0089,9,00,072,0042,41,4,,4,4,,5,50,2,1,154,8,,0,4,,,15,,,,,1,90,0000,,98,50,07,0,,,10.0,,,,&,1,1,1,2,1,10,1959-06-03
59LA02401,59,,,4,07,072,0042,41,4,31,4,4,,,02,1,,154,-,,0,,,,15,,,,,1,41,2056,4,41,,07,1,,,0.0,,,,,1,1,0,0,0,0,1959-06-03
59LA02402,59,2,0090,9,00,072,0042,41,4,,4,4,,5,50,2,1,154,8,,0,4,,,15,,,,,1,90,0000,,98,49,07,0,,,10.0,,,,&,2,1,1,2,1,10,1959-06-03
59LA02403,59,2,4450,4,05,052,0045,41,4,20,4,4,,1,02,,2,123,8,,0,3,,,19,,,,,1,41,1117,4,41,50,05,1,,3,7.0,,,,&,1,1,1,2,1,10,1959-05-03
59LA02404,59,1,4451,4,05,052,0045,41,4,20,4,4,,1,02,,1,123,8,,0,3,,,19,,,,,1,41,1117,4,41,70,05,1,,,9.0,,,,&,2,1,1,2,1,10,1959-05-03
59LA02405,59,1,4512,4,09,092,0047,41,4,04,4,4,,1,02,,1,128,7,6,0,3,1,,15,,,,,1,41,8609,4,40,69,09,1,,,7.4,,,,&,1,1,1,2,1,10,1959-05-08
59LA02406,59,1,,4,09,092,0047,41,4,04,4,4,,1,02,,1,128,7,6,0,3,1,,15,,,,,1,41,8609,4,40,,09,1,,,8.0,,1,,,2,1,1,2,0,0,1959-05-08
59LA02407,59,1,1054,8,00,092,0050,41,4,,4,4,,1,05,3,1,113,5,7,0,5,1,,28,,,,,1,68,9158,6,60,78,09,0,,,9.4,,,,&,1,1,1,1,1,10,1959-04-23
59LA02408,59,,,4,82,078,0054,41,4,,4,4,,,02,,,119,-,,0,,,,15,,,,,1,41,2056,4,41,,15,7,,,0.0,,,,,1,1,0,0,0,0,1959-04-29
59LA02409,59,,,4,06,062,0059,41,4,35,4,4,,,02,,,106,,,0,,,6,30,,,,,1,41,0039,4,41,,06,1,,,0.0,,,,,1,0,0,0,0,0,1959-04-16
59LA02410,59,2,4515,4,06,062,0060,41,4,37,4,4,,1,02,,1,128,8,,161,3,,,34,,,,,1,41,0039,4,41,,06,1,,,9.0,,2,,&,1,1,1,2,1,0,1959-05-08
59LA02411,59,2,4516,4,06,062,0060,41,4,37,4,4,,1,02,,1,128,8,,0,3,,,34,1248,61,-,,1,41,0039,4,41,67,06,1,,3,8.6,,,,&,2,1,1,2,1,10,1959-05-08
59LA02412,59,1,3886,4,07,071,0066,41,4,25,4,4,,1,02,,1,112,8,,0,3,,,17,,,,,1,41,1775,4,41,93,07,1,,,11.6,,,,&,1,1,1,2,1,10,1959-04-22
59LA02413,59,2,3887,4,07,071,0066,41,4,25,4,4,,1,02,,1,112,8,,116,3,,,17,4399,11,-,,1,41,1775,4,41,,07,1,,,10.0,,6,,&,2,1,1,2,1,0,1959-04-22
59LA02414,59,1,,4,09,092,0068,41,4,05,4,4,,1,02,,1,127,1,8,0,4,1,,02,3507,61,+,,1,41,8609,4,40,,09,1,,,8.6,,1,,,1,1,1,1,0,0,1959-05-07
59LA02415,59,2,4485,4,09,092,0079,41,4,15,4,4,,1,02,,1,125,5,1,0,4,0,,06,,,,,1,41,8609,4,40,77,09,1,,3,10.0,,,,&,1,1,1,1,1,10,1959-05-05
59LA02416,59,2,1077,8,00,092,0080,41,4,,4,4,,1,05,3,1,120,8,2,0,4,0,,06,,,,,1,68,9158,6,60,100,09,0,,,12.2,,,,&,1,1,1,2,1,10,1959-04-30
59LA02417,59,1,1078,8,00,092,0080,41,4,,4,4,,1,05,3,1,120,8,2,0,4,0,,06,,,,,1,68,9158,6,60,55,09,0,,,12.4,,,,&,2,1,1,2,1,10,1959-04-30
59LA02418,59,2,4344,4,13,132,0086,41,4,18,4,4,,1,02,,1,120,5,,0,4,,,08,,,,,1,41,2159,4,41,94,13,1,,3,12.8,,,,&,1,1,1,1,1,10,1959-04-30
59LA02419,59,1,4136,4,14,142,0092,41,4,25,4,4,,1,02,,1,116,5,,0,4,,,15,,,,,1,41,9517,4,40,96,14,1,,,9.2,2,,16,&,1,1,1,1,1,10,1959-04-26
59LA02420,59,2,3701,4,10,101,0095,41,4,19,4,4,,1,02,,1,108,8,,0,3,,,06,,,,,1,41,8954,4,40,67,10,1,,2,12.0,,,,&,1,1,1,2,1,10,1959-04-18
59LA02421,59,1,3702,4,10,101,0095,41,4,19,4,4,,1,02,,1,108,8,,0,3,,,06,,,,,1,41,8954,4,40,82,10,1,,,11.8,,,,&,2,1,1,2,1,10,1959-04-18
59LA02422,59,1,3721,4,13,132,0100,41,4,20,4,4,,1,02,,1,108,5,,0,3,,,12,,,,,1,41,2159,4,41,90,13,1,,,13.2,,,,&,1,1,1,1,1,10,1959-04-18
59LA02423,59,1,,4,13,132,0111,41,4,17,4,4,,1,02,,1,124,9,,0,2,,,15,,,,,1,41,2159,4,41,,13,1,,,11.0,,1,,,1,1,1,3,0,0,1959-05-04
59LA02424,59,2,,4,13,132,0111,41,4,17,4,4,,1,02,,1,124,9,,0,2,,,15,,,,,1,41,2159,4,41,,13,1,,,8.0,,1,,,2,1,1,3,0,0,1959-05-04
59LA02425,59,2,,4,13,132,0111,41,4,17,4,4,,1,02,,1,124,9,,0,2,,,15,,,,,1,41,2159,4,41,,13,1,,,7.0,,1,,,3,1,1,3,0,0,1959-05-04
59LA02426,59,2,0083,9,00,072,0117,41,4,,4,4,,5,50,2,1,152,5,,0,4,,,24,,,,,1,90,0000,,98,52,07,0,,,12.4,,,,&,1,1,1,1,1,10,1959-06-01
59LA02427,59,,,4,07,072,0117,41,4,29,4,4,,,02,1,,152,-,,0,,,,24,,,,,1,41,2056,4,41,,07,1,,,0.0,,,,,1,1,0,0,0,0,1959-06-01
59LA02428,59,2,4290,4,18,182,0121,41,4,12,4,4,,1,02,,1,119,5,6,0,4,2,,09,,,,,1,41,1179,4,41,78,18,1,,3,11.8,,,,&,1,1,1,1,1,10,1959-04-29
59LA02429,59,2,4117,4,18,182,0127,41,4,16,4,4,,1,02,,1,116,8,7,0,4,2,,11,,,,,1,41,1179,4,41,80,18,1,,3,9.0,,,,&,1,1,1,2,1,10,1959-04-26
59LA02430,59,1,4118,4,18,182,0127,41,4,16,4,4,,1,02,,1,116,8,7,0,4,2,,11,0013,41,-,,1,41,1179,4,41,91,18,1,,,8.8,,,,&,2,1,1,2,1,10,1959-04-26
59LA02431,59,1,3903,4,18,182,0131,41,4,16,4,4,,1,02,,1,113,8,8,0,3,2,,08,,,,,1,41,1179,4,41,76,18,1,,,10.8,,,,&,1,1,1,2,1,10,1959-04-23
59LA02432,59,1,3904,4,18,182,0131,41,4,16,4,4,,1,02,,1,113,8,8,0,3,2,,08,,,,,1,41,1179,4,41,76,18,1,,,9.6,,,,&,2,1,1,2,1,10,1959-04-23
59LA02433,59,,,4,82,049,0140,41,4,,4,4,,,02,,,31,,,0,,,6,11,,,,,1,41,1249,4,41,,12,7,,,0.0,,,,,1,0,0,0,0,0,1959-01-31
59LA02434,59,1,3645,4,82,079,0145,41,4,,4,4,,1,02,,1,107,8,,112,2,,,14,,,,,1,41,1775,4,41,,15,7,,,7.2,,6,,&,1,1,1,2,1,0,1959-04-17
59LA02435,59,1,3646,4,82,079,0145,41,4,,4,4,,1,02,,1,107,8,,132,2,,,14,,,,,1,41,1775,4,41,,15,7,,,10.2,,6,,&,2,1,1,2,1,0,1959-04-17
59LA02436,59,2,4371,4,17,172,0153,41,4,09,4,4,,1,02,,1,121,5,1,230,4,0,,08,,,,,1,41,0556,4,41,,17,1,,,13.6,,7,,&,1,1,1,1,1,0,1959-05-01
59LA02437,59,,,4,07,071,0158,41,4,26,4,4,,,02,,,127,-,,0,,,,18,,,,,1,41,1775,4,41,,07,1,,,0.0,,,,,1,1,0,0,0,0,1959-05-07
59LA02438,59,1,4264,4,17,172,0164,41,4,10,4,4,,1,02,,1,119,8,2,0,4,0,,02,,,,,1,41,0556,4,41,46,17,1,,,9.0,,,,&,1,1,1,2,1,10,1959-04-29
59LA02439,59,1,4265,4,17,172,0164,41,4,10,4,4,,1,02,,1,119,8,2,0,4,0,,02,,,,,1,41,0556,4,41,66,17,1,,,9.2,,,,&,2,1,1,2,1,10,1959-04-29
59LA02440,59,2,4072,4,03,032,0168,41,4,19,4,4,,1,02,,1,116,8,,0,4,,,17,,,,,1,41,1806,4,41,83,03,1,,3,9.4,,,,&,1,1,1,2,1,10,1959-04-26
59LA02441,59,2,4073,4,03,032,0168,41,4,19,4,4,,1,02,,1,116,8,,0,4,,,17,,,,,1,41,1806,4,41,69,03,1,,3,9.6,,,,&,2,1,1,2,1,10,1959-04-26
59LA02442,59,2,1083,8,00,092,0187,41,4,,4,4,,1,05,3,1,122,5,4,0,2,1,,11,,,,,1,68,9158,6,60,82,09,0,,,11.6,,,,&,1,1,1,1,1,10,1959-05-02
59LA02443,59,1,3418,4,67,372,0203,41,4,,4,3,,1,02,,1,91,8,,0,4,,,,,,,,1,41,1440,4,41,94,66,5,,,10.8,,,,&,1,1,1,2,1,10,1959-04-01
59LA02444,59,1,3419,4,67,372,0203,41,4,,4,3,,1,02,,1,91,8,,0,4,,,,,,,,1,41,1440,4,41,83,66,5,,,10.4,,,,&,2,1,1,2,1,10,1959-04-01
59LA02445,59,1,3503,4,66,332,0210,41,4,,4,3,,1,02,,1,99,5,,0,3,,,,,,,,1,41,1804,4,41,98,65,5,,,11.6,,,,&,1,1,1,1,1,10,1959-04-09
59LA02446,59,1,3524,4,66,222,0211,41,4,,4,3,,1,02,,1,100,8,,0,2,,,,,,,,1,41,0663,4,41,99,65,5,,,8.8,2,,16,&,1,1,1,2,1,10,1959-04-10
59LA02447,59,2,3525,4,66,222,0211,41,4,,4,3,,1,02,,1,100,8,,0,2,,,,3969,14,-,,1,41,0663,4,41,76,65,5,,1,7.6,2,,16,&,2,1,1,2,1,10,1959-04-10
59LA02448,59,2,4294,4,67,037,0213,41,4,,4,3,,1,02,,1,119,5,,0,3,,,,,,,,1,41,1806,4,41,100,66,9,,3,11.0,,,,&,1,1,1,1,1,10,1959-04-29
59LA02449,59,1,1065,8,00,097,0221,41,4,,4,3,,1,05,3,1,117,8,2,0,4,0,,,,,,,1,68,9158,6,60,86,65,0,,,10.2,,,,&,1,1,1,2,1,10,1959-04-27
59LA02450,59,2,1066,8,00,097,0221,41,4,,4,3,,1,05,3,1,117,8,2,230,4,0,,,,,,,1,68,9158,6,60,,65,0,,,8.4,,7,,&,2,1,1,2,1,0,1959-04-27
59LA02451,59,2,3539,4,66,272,0222,41,4,,4,3,,1,02,,1,101,5,,0,4,,,,,,,,1,41,2172,4,41,64,65,5,,1,11.6,,,,&,1,1,1,1,1,10,1959-04-11
59LA02452,59,2,3392,4,66,392,0223,41,4,,4,3,,1,02,,1,86,8,,0,3,,,,,,,,1,41,2122,4,41,98,65,5,,1,10.0,,,,&,1,1,1,2,1,10,1959-03-27
59LA02453,59,1,3393,4,66,392,0223,41,4,,4,3,,1,02,,1,86,8,,0,3,,,,8112,17,-,,1,41,2122,4,41,93,65,5,,,8.8,,,,&,2,1,1,2,1,10,1959-03-27
59LA02454,59,2,,4,67,127,0226,41,4,,4,3,,1,02,,1,115,1,,0,3,,,,,,,,1,41,0569,4,41,,66,9,,,7.2,,1,,,1,1,1,1,0,0,1959-04-25
59LA02455,59,2,3578,4,66,262,0230,41,4,,4,3,,1,02,,1,103,5,,0,5,,,,,,,,1,41,2187,4,41,101,65,5,,2,13.6,2,,16,&,1,1,1,1,1,10,1959-04-13
59LA02456,59,1,3443,4,67,342,0231,41,4,,4,3,,1,02,,1,93,5,,0,5,,,,,,,,1,41,1179,4,41,78,66,5,,,10.6,,,,&,1,1,1,1,1,10,1959-04-03
59LA02457,59,1,3567,4,66,382,0234,41,4,,4,3,,1,02,,1,102,5,,0,4,,,,,,,,1,41,2107,4,41,66,65,5,,,14.0,,,,&,1,1,1,1,1,10,1959-04-12
59LA02458,59,2,3542,4,67,332,0235,41,4,,4,3,,1,02,,1,101,5,,0,3,,,,,,,,1,41,1804,4,41,88,66,5,,1,12.4,,,,&,1,1,1,1,1,10,1959-04-11
59LA02459,59,1,3466,4,67,322,0238,41,4,,4,3,,1,02,,1,95,5,,0,5,,,,,,,,1,41,1777,4,41,106,66,5,,,12.6,,,,&,1,1,1,1,1,10,1959-04-05
59LA02460,59,1,3460,4,66,372,0243,41,4,,4,3,,1,02,,1,95,8,,0,3,,,,,,,,1,41,1440,4,41,86,65,5,,,10.0,,,,&,1,1,1,2,1,10,1959-04-05
59LA02461,59,1,3461,4,66,372,0243,41,4,,4,3,,1,02,,1,95,8,,0,3,,,,,,,,1,41,1440,4,41,71,65,5,,,10.4,,,,&,2,1,1,2,1,10,1959-04-05
59LA02462,59,2,3410,4,67,222,0246,41,4,,4,3,,1,02,,1,90,5,,0,4,,,,,,,,1,41,0663,4,41,77,66,5,,1,9.4,,,,&,1,1,1,1,1,10,1959-03-31
59LA02463,59,1,4218,4,66,037,0258,41,4,,4,3,,1,02,,1,118,5,,0,4,,,,,,,,1,41,1806,4,41,80,65,9,,,10.6,,,,&,1,1,1,1,1,10,1959-04-28
59LA02464,59,2,3405,4,66,362,0275,41,4,,4,3,,1,02,,1,89,5,,0,4,,,,,,,,1,41,1490,4,41,74,65,5,,1,10.6,,,,&,1,1,1,1,1,10,1959-03-30
59LA02465,59,2,3440,4,66,252,0281,41,4,,4,3,,1,02,,1,93,5,,0,5,,,,,,,,1,41,2185,4,41,86,65,5,,1,12.0,,,,&,1,1,1,1,1,10,1959-04-03
59LA02466,59,1,3522,4,67,392,0285,41,4,,4,3,,1,02,,1,100,8,,0,4,,,,,,,,1,41,2122,4,41,69,66,5,,,9.0,,,,&,1,1,1,2,1,10,1959-04-10
59LA02467,59,1,3523,4,67,392,0285,41,4,,4,3,,1,02,,1,100,8,,0,4,,,,,,,,1,41,2122,4,41,60,66,5,,,8.4,,,,&,2,1,1,2,1,10,1959-04-10
59LA02468,59,2,2267,5,66,217,0289,41,4,,4,3,,1,02,,1,115,8,,0,3,,,,,,,,1,48,2094,5,48,62,65,9,,,8.8,,,,&,1,1,1,2,1,10,1959-04-25
59LA02469,59,2,2268,5,66,217,0289,41,4,,4,3,,1,02,,1,115,8,,0,3,,,,,,,,1,48,2094,5,48,71,65,9,,,8.0,,,,&,2,1,1,2,1,10,1959-04-25
59LA02470,59,1,2261,5,20,207,0295,41,4,,4,3,,1,02,,1,113,5,,0,4,,,,,,,,1,48,1965,5,48,97,65,9,,,13.8,,,,&,1,1,1,1,1,10,1959-04-23
59LA02471,59,1,4376,4,66,067,0300,41,4,,4,3,,1,02,,1,121,5,,0,4,,,,,,,,1,41,0039,4,41,91,65,9,,,12.6,,,,&,1,1,1,1,1,10,1959-05-01
59LA02472,59,,,4,66,077,0305,41,4,,4,3,,,02,,,119,-,,0,,,,,,,,,1,41,2056,4,41,,65,9,,,0.0,,,,,1,1,0,0,0,0,1959-04-29
59LA02473,59,2,3504,4,66,242,0316,41,4,,4,3,,1,02,,1,99,5,,0,4,,,,,,,,1,41,2055,4,41,80,65,5,,1,12.6,,,,&,1,1,1,1,1,10,1959-04-09
59LA02474,59,1,3432,4,66,352,0322,41,4,,4,3,,1,02,,1,92,5,,0,5,,,,,,,,1,41,0936,4,41,88,65,5,,,8.8,,,,&,1,1,1,1,1,10,1959-04-02
59LA02475,59,1,4189,4,67,067,0323,41,4,,4,3,,1,02,,1,117,5,,161,2,,,,,,,,1,41,0039,4,41,,66,9,,,8.0,,2,,&,1,1,1,1,1,0,1959-04-27
59LA02476,59,1,3543,4,66,232,0336,41,4,,4,3,,1,02,,2,101,8,,0,4,,,,,,,,1,41,1943,4,41,71,65,5,,,8.0,,,,&,1,1,1,2,1,10,1959-04-11
59LA02477,59,2,3544,4,66,232,0336,41,4,,4,3,,1,02,,2,101,8,,0,4,,,,,,,,1,41,1943,4,41,67,65,5,,1,8.4,,,,&,2,1,1,2,1,10,1959-04-11
59LA02478,59,2,3480,4,66,272,0338,41,4,,4,3,,1,02,,1,97,5,,0,2,,,,,,,,1,41,2172,4,41,60,65,5,,1,12.0,,,,&,1,1,1,1,1,10,1959-04-07
59LA02479,59,2,3551,4,66,342,0341,41,4,,4,3,,1,02,,1,103,8,,107,5,,,,,,,,1,41,1179,4,41,,65,5,,,10.6,,6,,&,1,1,1,2,1,0,1959-04-13
59LA02480,59,2,3552,4,66,342,0341,41,4,,4,3,,1,02,,1,103,8,,0,5,,,,,,,,1,41,1179,4,41,95,65,5,,2,9.4,,,,&,2,1,1,2,1,10,1959-04-13
59LA02481,59,2,3846,4,66,137,0342,41,4,,4,3,,1,02,,2,111,5,,124,4,,,,5332,11,+,,1,41,2159,4,41,,65,9,,,11.2,,6,,&,1,1,1,1,1,0,1959-04-21
59LA02482,59,1,3507,4,67,382,0345,41,4,,4,3,,1,02,,1,99,5,,0,4,,,,,,,,1,41,2107,4,41,102,66,5,,,12.8,,,,&,1,1,1,1,1,10,1959-04-09
59LA02483,59,1,3501,4,66,392,0348,41,4,,4,3,,1,02,,1,99,8,,119,4,,,,,,,,1,41,2122,4,41,,65,5,,,10.0,,6,,&,1,1,1,2,1,0,1959-04-09
59LA02484,59,2,3502,4,66,392,0348,41,4,,4,3,,1,02,,1,99,8,,0,4,,,,,,,,1,41,2122,4,41,82,65,5,,1,9.8,,,,&,2,1,1,2,1,10,1959-04-09
59LA02485,59,2,,4,16,162,0352,41,4,28,4,3,,1,02,,1,101,4,6,0,4,2,,24,4970,14,+,,1,41,0663,4,41,,16,1,,,6.6,,1,,,1,1,1,2,0,0,1959-04-11
59LA02486,59,2,,4,16,162,0352,41,4,28,4,3,,1,02,,1,101,4,6,0,4,2,,24,,,,,1,41,0663,4,41,,16,1,,,6.4,,1,,,2,1,1,2,0,0,1959-04-11
59LA02487,59,2,3626,4,67,312,0359,41,4,,4,3,,1,02,,3,106,5,,0,4,,,,,,,,1,41,2074,4,41,88,66,5,,2,11.6,,,,&,1,1,1,1,1,10,1959-04-16
59LA02488,59,2,3560,4,10,102,0360,41,4,13,4,3,,1,02,,4,103,8,,0,5,,,17,,,,,1,41,1744,4,41,74,10,1,,2,9.0,,,,&,1,1,1,2,1,10,1959-04-13
59LA02489,59,1,3561,4,10,102,0360,41,4,13,4,3,,1,02,,2,103,8,,0,5,,,17,,,,,1,41,1744,4,41,97,10,1,,,10.0,,,,&,2,1,1,2,1,10,1959-04-13
59LA02490,59,2,4349,4,67,232,0363,41,4,,4,3,,1,02,,1,120,5,,0,5,,,,,,,,1,41,1943,4,41,58,66,5,,3,11.2,,,,&,1,1,1,1,1,10,1959-04-30
59LA02491,59,2,3597,4,03,032,0371,41,4,28,4,3,,1,02,,1,104,5,,0,4,,,10,,,,,1,41,1806,4,41,81,03,1,,2,8.0,,,,&,1,1,1,1,1,10,1959-04-14
59LA02492,59,1,3584,4,66,222,0374,41,4,,4,3,,1,02,,1,104,5,,0,4,,,,,,,,1,41,0663,4,41,88,65,5,,,12.0,,,,&,1,1,1,1,1,10,1959-04-14
59LA02493,59,3,0079,9,00,077,0376,41,4,,4,3,,5,50,2,1,151,5,,0,4,,,,,,,,1,90,0000,,98,83,66,0,,,10.2,,,,&,1,1,1,1,1,10,1959-05-31
59LA02494,59,,,4,84,077,0376,41,4,,4,3,,,02,1,,151,-,,0,,,,,,,,,1,41,2056,4,41,,66,9,,,0.0,,,,,1,1,0,0,0,0,1959-05-31
59LA02495,59,2,4471,4,66,017,0384,41,4,,4,3,,1,02,,1,124,8,4,0,4,1,,,,,,,1,41,1492,4,41,58,65,9,,3,9.8,,,,&,1,1,1,2,1,10,1959-05-04
59LA02496,59,1,4472,4,66,017,0384,41,4,,4,3,,1,02,,1,124,8,4,0,4,1,,,,,,,1,41,1492,4,41,100,65,9,,,8.8,,,,&,2,1,1,2,1,10,1959-05-04
59LA02497,59,1,4007,4,01,012,0392,41,4,30,4,3,,1,02,,1,114,5,6,0,3,1,,39,,,,,1,41,1492,4,41,104,01,1,,,10.0,,,,&,1,1,1,1,1,10,1959-04-24
59LA02498,59,2,3738,4,70,722,0397,41,4,,4,3,,1,02,,1,109,8,7,0,4,1,,,,,,,1,41,9993,4,40,74,73,2,,2,10.6,,,,&,1,1,1,2,1,10,1959-04-19
59LA02499,59,2,3739,4,70,722,0397,41,4,,4,3,,1,02,,1,109,8,7,0,4,1,,,,,,,1,41,9993,4,40,80,73,2,,2,11.8,,,,&,2,1,1,2,1,10,1959-04-19
59LA02500,59,,,4,66,382,0400,41,4,,4,3,,,02,,,127,-,,0,,,,,,,,,1,41,2107,4,41,,65,5,,,0.0,,,,,1,1,0,0,0,0,1959-05-07
59LA02501,59,2,4338,4,17,172,0402,41,4,23,4,3,,1,02,,1,120,5,3,0,5,2,,06,,,,,1,41,0556,4,41,92,17,1,,3,12.4,,,,&,1,1,1,1,1,10,1959-04-30
59LA02502,59,1,4393,4,82,028,0403,41,4,,4,3,,2,02,,2,121,5,,0,5,,,18,,,,,1,41,9974,4,40,91,10,7,,,14.4,,,,&,1,1,1,1,1,10,1959-05-01
59LA02503,59,,,4,13,132,0404,41,4,14,4,3,,,02,,,119,-,,0,,,,15,,,,,1,41,2159,4,41,,13,1,,,0.0,,,,,1,1,0,0,0,0,1959-04-29
