AAID,ID10,ETAG,YRREC,PEN,RGRP,LOT,BAND,TRT,BPEN,BGRP,STUDY,STUDYTRT
AA202019121963,2019121963,S1963,2020,69,0,,1,,,,,
AA202019121965,2019121965,S1965,2020,56,0,GRN,Y,,,,,
AA202019121967,2019121967,S1967,2020,56,0,,Y,,,,,
AA202019121970,2019121970,S1970,2020,60,0,GRN,D,,,,,
AA202019121972,2019121972,S1972,2020,59,0,GRN,1,,,,,
AA202019121974,2019121974,S1974,2020,53,0,GRN,D,,,,,
AA202019121976,2019121976,S1976,2020,51,0,,2,,,,,
AA202019121977,2019121977,S1977,2020,51,0,,2,,,,,
AA202019121978,2019121978,S1978,2020,60,0,GRN,D,,,,,
AA202019121979,2019121979,S1979,2020,54,,GRN,D,,,,,
AA202019121983,2019121983,S1983,2020,50,0,,D,,,,,
AA202019121987,2019121987,S1987,2020,54,0,,1,,,,,
AA202019121989,2019121989,S1989,2020,48,0,,1,,,,,
AA202019121996,2019121996,S1996,2020,48,,GRN,1,,,,,
AA202019121999,2019121999,S1999,2020,57,0,GRN,D,,,,,
AA202019122000,2019122000,S2000,2020,57,0,GRN,2,,,,,
AA202019122001,2019122001,S2001,2020,64,,GRN,Y,,,,,
AA202019122008,2019122008,S2008,2020,69,0,,1,,,,,
AA202019122010,2019122010,S2010,2020,50,0,,1,,,,,
AA202019122019,2019122019,S2019,2020,59,0,GRN,Y,,,,,
AA202019122026,2019122026,S2026,2020,66,0,,1,,,,,
AA202019122027,2019122027,S2027,2020,67,0,GRN,2,,,,,
AA202019122033,2019122033,S2033,2020,51,0,,Y,,,,,
AA202019122034,2019122034,S2034,2020,57,0,GRN,1,,,,,
AA202019122037,2019122037,S2037,2020,66,0,GRN,2,,,,,
AA202019122038,2019122038,S2038,2020,50,0,,1,,,,,
AA202019122039,2019122039,S2039,2020,50,0,,1,,,,,
AA202019122042,2019122042,S2042,2020,66,0,GRN,D,,,,,
AA202019122043,2019122043,S2043,2020,54,0,,1,,,,,
AA202019122047,2019122047,S2047,2020,50,0,,D,,,,,
AA202019122052,2019122052,S2052,2020,55,0,,D,,,,,
AA202019122055,2019122055,S2055,2020,52,0,,Y,,,,,
AA202019122056,2019122056,S2056,2020,52,0,,2,,,,,
AA202019122058,2019122058,S2058,2020,68,0,,2,,,,,
AA202019122059,2019122059,S2059,2020,68,0,,1,,,,,
AA202019122060,2019122060,S2060,2020,49,0,GRN,Y,,,,,
AA202019122061,2019122061,S2061,2020,48,0,GRN,1,,,,,
AA202019122063,2019122063,S2063,2020,72,0,GRN,D,,,,,
AA202019122066,2019122066,S2066,2020,63,0,,D,,,,,
AA202019122067,2019122067,S2067,2020,63,0,,D,,,,,
AA202019122068,2019122068,S2068,2020,54,0,,1,,,,,
AA202019122070,2019122070,S2070,2020,52,0,,1,,,,,
AA202019122071,2019122071,S2071,2020,58,0,,1,,,,,
AA202019122075,2019122075,S2075,2020,49,,,2,,,,,
AA202019122077,2019122077,S2077,2020,50,0,,1,,,,,
AA202019122082,2019122082,S2082,2020,56,0,,Y,,,,,
AA202019122083,2019122083,S2083,2020,56,0,,1,,,,,
AA202019122084,2019122084,S2084,2020,49,,,1,,,,,
AA202019122088,2019122088,S2088,2020,56,0,,2,,,,,
AA202019122090,2019122090,S2090,2020,51,0,,1,,,,,
AA202019122095,2019122095,S2095,2020,48,0,,2,,,,,
AA202019122096,2019122096,S2096,2020,62,,,1,,,,,
AA202019122098,2019122098,S2098,2020,71,0,GRN,2,,,,,
AA202019122099,2019122099,S2099,2020,48,,,1,,,,,
AA202019122100,2019122100,S2100,2020,51,0,,2,,,,,
AA202019122103,2019122103,S2103,2020,49,0,,2,,,,,
AA202019122106,2019122106,S2106,2020,59,0,,2,,,,,
AA202019122107,2019122107,S2107,2020,59,0,,1,,,,,
AA202019122109,2019122109,S2109,2020,67,,GRN,1,,,,,
AA202019122112,2019122112,S2112,2020,59,,,D,,,,,
AA202019122113,2019122113,S2113,2020,59,,,1,,,,,
AA202019122114,2019122114,S2114,2020,49,,GRN,Y,,,,,
AA202019122115,2019122115,S2115,2020,55,,GRN,Y,,,,,
AA202019122121,2019122121,S2121,2020,55,,,2,,,,,
AA202019122123,2019122123,S2123,2020,66,0,,2,,,,,
AA202019122135,2019122135,S2135,2020,53,0,,H,,,,,
AA202019122138,2019122138,S2138,2020,50,0,GRN,2,,,,,
AA202019122139,2019122139,S2139,2020,50,0,GRN,1,,,,,
AA202019122141,2019122141,S2141,2020,61,0,,2,,,,,
AA202019122143,2019122143,S2143,2020,49,,GRN,1,,,,,
AA202019122151,2019122151,S2151,2020,64,0,,2,,,,,
AA202019122156,2019122156,S2156,2020,70,0,,2,,,,,
AA202019122173,2019122173,S2173,2020,55,0,,2,,,,,
AA202019122175,2019122175,S2175,2020,51,,,Y,,,,,
AA202019122179,2019122179,S2179,2020,49,0,,Y,,,,,
AA202019122198,2019122198,S2198,2020,49,0,,2,,,,,
AA202019122203,2019122203,S2203,2020,55,0,GRN,D,,,,,
AA202019122206,2019122206,S2206,2020,66,0,GRN,D,,,,,
AA202019122209,2019122209,S2209,2020,56,0,GRN,Y,,,,,
AA202019122217,2019122217,S2217,2020,67,0,,2,,,,,
AA202019122229,2019122229,S2229,2020,50,,,1,,,,,
AA202019122230,2019122230,S2230,2020,50,,,Y,,,,,
AA202019122231,2019122231,S2231,2020,67,0,GRN,2,,,,,
AA202019122233,2019122233,S2233,2020,52,0,GRN,2,,,,,
AA202019122234,2019122234,S2234,2020,52,0,GRN,1,,,,,
AA202019122236,2019122236,S2236,2020,50,0,,2,,,,,
AA202019122239,2019122239,S2239,2020,58,0,GRN,1,,,,,
AA202019122241,2019122241,S2241,2020,66,0,GRN,H,,,,,
AA202019122243,2019122243,S2243,2020,71,0,,2,,,,,
AA202019122248,2019122248,S2248,2020,63,0,,D,,,,,
AA202019122255,2019122255,S2255,2020,55,,,2,,,,,
AA202019122260,2019122260,S2260,2020,49,,,1,,,,,
AA202019122261,2019122261,S2261,2020,49,,,2,,,,,
AA202019122264,2019122264,S2264,2020,65,,GRN,2,,,,,
AA202019122265,2019122265,S2265,2020,64,0,,2,,,,,
AA202019122266,2019122266,S2266,2020,64,0,,2,,,,,
AA202019122269,2019122269,S2269,2020,59,0,GRN,1,,,,,
AA202019122270,2019122270,S2270,2020,48,0,,D,,,,,
AA202019122272,2019122272,S2272,2020,61,0,GRN,1,,,,,
AA202019122273,2019122273,S2273,2020,52,0,,D,,,,,
AA202019122281,2019122281,S2281,2020,56,0,GRN,2,,,,,
AA202019122282,2019122282,S2282,2020,51,0,,D,,,,,
AA202019122289,2019122289,S2289,2020,66,0,GRN,2,,,,,
AA202019122292,2019122292,S2292,2020,71,,,D,,,,,
AA202019122298,2019122298,S2298,2020,72,0,,,,,,,
AA202019122307,2019122307,S2307,2020,51,0,GRN,D,,,,,
AA202019122308,2019122308,S2308,2020,71,0,GRN,1,,,,,
AA202019122311,2019122311,S2311,2020,54,0,,2,,,,,
AA202019122312,2019122312,S2312,2020,54,0,,1,,,,,
AA202019122314,2019122314,S2314,2020,54,0,,Y,,,,,
AA202019122315,2019122315,S2315,2020,60,0,,1,,,,,
AA202019122317,2019122317,S2317,2020,59,0,,D,,,,,
AA202019122322,2019122322,S2322,2020,52,0,,1,,,,,
AA202019122333,2019122333,S2333,2020,65,,,D,,,,,
AA202019122339,2019122339,S2339,2020,60,,GRN,1,,,,,
AA202019122342,2019122342,S2342,2020,52,0,,1,,,,,
AA202019122347,2019122347,S2347,2020,68,0,GRN,1,,,,,
AA202019122353,2019122353,S2353,2020,48,0,,1,,,,,
AA202019122355,2019122355,S2355,2020,61,0,,1,,,,,
AA202019122360,2019122360,S2360,2020,58,0,GRN,D,,,,,
AA202019122361,2019122361,S2361,2020,58,0,GRN,D,,,,,
AA202019122364,2019122364,S2364,2020,68,0,GRN,2,,,,,
AA202019122366,2019122366,S2366,2020,55,0,,D,,,,,
AA202019122371,2019122371,S2371,2020,50,,,D,,,,,
AA202019122373,2019122373,S2373,2020,49,,,D,,,,,
AA202019122379,2019122379,S2379,2020,62,,,2,,,,,
AA202019122381,2019122381,S2381,2020,55,,,2,,,,,
AA202019122383,2019122383,S2383,2020,58,0,,D,,,,,
AA202019122384,2019122384,S2384,2020,58,0,,D,,,,,
AA202019122385,2019122385,S2385,2020,53,,,Y,,,,,
AA202019122389,2019122389,S2389,2020,67,0,,2,,,,,
AA202019122397,2019122397,S2397,2020,58,0,,D,,,,,
AA202019122399,2019122399,S2399,2020,60,0,,2,,,,,
AA202019122402,2019122402,S2402,2020,68,0,,,,,,,
AA202019122413,2019122413,S2413,2020,64,0,GRN,2,,,,,
AA202019122418,2019122418,S2418,2020,60,0,GRN,D,,,,,
AA202019122419,2019122419,S2419,2020,60,0,GRN,Y,,,,,
AA202019122431,2019122431,S2431,2020,54,,,1,,,,,
AA202019122433,2019122433,S2433,2020,49,0,,2,,,,,
AA202019122434,2019122434,S2434,2020,49,0,,1,,,,,
AA202019122435,2019122435,S2435,2020,50,0,,2,,,,,
AA202019122437,2019122437,S2437,2020,50,0,,1,,,,,
AA202019122441,2019122441,S2441,2020,57,0,GRN,2,,,,,
AA202019122449,2019122449,S2449,2020,59,0,GRN,D,,,,,
AA202019122450,2019122450,S2450,2020,52,,GRN,2,,,,,
AA202019122463,2019122463,S2463,2020,63,0,GRN,Y,,,,,
AA202019122466,2019122466,S2466,2020,53,,GRN,2,,,,,
AA202019122467,2019122467,S2467,2020,53,,GRN,Y,,,,,
AA202019122471,2019122471,S2471,2020,50,0,,Y,,,,,
AA202019122476,2019122476,S2476,2020,52,0,,1,,,,,
AA202019122479,2019122479,S2479,2020,51,0,GRN,D,,,,,
AA202019122480,2019122480,S2480,2020,54,,,Y,,,,,
AA202019122487,2019122487,S2487,2020,64,,GRN,D,,,,,
AA202019122494,2019122494,S2494,2020,59,0,,2,,,,,
AA202019122503,2019122503,S2503,2020,63,0,,D,,,,,
AA202019122504,2019122504,S2504,2020,63,0,,D,,,,,
AA202019122505,2019122505,S2505,2020,55,0,,1,,,,,
AA202019122507,2019122507,S2507,2020,68,0,,D,,,,,
AA202019122510,2019122510,S2510,2020,62,0,,1,,,,,
AA202019122518,2019122518,S2518,2020,68,,GRN,2,,,,,
AA202019122522,2019122522,S2522,2020,62,0,GRN,2,,,,,
AA202019122525,2019122525,S2525,2020,72,0,,D,,,,,
AA202019122535,2019122535,S2535,2020,63,0,GRN,D,,,,,
AA202019122544,2019122544,S2544,2020,48,,,1,,,,,
AA202019122548,2019122548,S2548,2020,49,,GRN,D,,,,,
AA202019122550,2019122550,S2550,2020,62,0,GRN,2,,,,,
AA202019122555,2019122555,S2555,2020,48,0,,Y,,,,,
AA202019122558,2019122558,S2558,2020,54,,,Y,,,,,
AA202019122560,2019122560,S2560,2020,55,0,,2,,,,,
AA202019122563,2019122563,S2563,2020,70,0,GRN,D,,,,,
AA202019122580,2019122580,S2580,2020,49,0,,,,,,,
AA202019122585,2019122585,S2585,2020,65,0,,2,,,,,
AA202019122588,2019122588,S2588,2020,53,0,,2,,,,,
AA202019122596,2019122596,S2596,2020,48,0,,2,,,,,
AA202019122608,2019122608,S2608,2020,52,0,,D,,,,,
AA202019122613,2019122613,S2613,2020,48,,,1,,,,,
AA202019122621,2019122621,S2621,2020,67,,GRN,2,,,,,
AA202019457156,2019457156,T7156,2020,43,0,,Y,,,,,
AA202019457160,2019457160,T7160,2020,41,0,GRN,D,,,,,
AA202019457161,2019457161,T7161,2020,41,0,,2,,,,,
AA202019457165,2019457165,T7165,2020,43,0,,1,,,,,
AA202019457169,2019457169,T7169,2020,45,0,GRN,Y,,,,,
AA202019457173,2019457173,T7173,2020,43,0,,2,,,,,
AA202019457180,2019457180,T7180,2020,40,0,GRN,D,,,,,
AA202019457181,2019457181,T7181,2020,42,7,,D,,,,,
AA202019457183,2019457183,T7183,2020,46,0,GRN,D,,,,,
AA202019457186,2019457186,T7186,2020,40,,,D,,,,,
AA202019457189,2019457189,T7189,2020,46,0,,2,,,,,
AA202019457193,2019457193,T7193,2020,41,,GRN,1,,,,,
AA202019457197,2019457197,T7197,2020,45,0,,2,,,,,
AA202019457202,2019457202,T7202,2020,46,0,GRN,Y,,,,,
AA202019457207,2019457207,T7207,2020,39,0,,Y,,,,,
AA202019457211,2019457211,T7211,2020,42,7,,D,,,,,
AA202019457212,2019457212,T7212,2020,42,7,,D,,,,,
AA202019457215,2019457215,T7215,2020,46,7,,D,,,,,
AA202019457226,2019457226,T7226,2020,42,7,,Y,,,,,
AA202019457227,2019457227,T7227,2020,47,0,,1,,,,,
AA202019457228,2019457228,T7228,2020,46,7,,Y,,,,,
AA202019457231,2019457231,T7231,2020,45,0,,1,,,,,
AA202019457234,2019457234,T7234,2020,40,0,,1,,,,,
AA202019457235,2019457235,T7235,2020,40,0,,Y,,,,,
AA202019457239,2019457239,T7239,2020,46,0,,1,,,,,
AA202019457243,2019457243,T7243,2020,43,0,,Y,,,,,
AA202019457245,2019457245,T7245,2020,41,0,,Y,,,,,
AA202019457246,2019457246,T7246,2020,41,0,,Y,,,,,
AA202019457255,2019457255,T7255,2020,40,0,,D,,,,,
AA202019457257,2019457257,T7257,2020,43,,GRN,2,,,,,
AA202019457258,2019457258,T7258,2020,43,,GRN,Y,,,,,
AA202019457259,2019457259,T7259,2020,46,0,GRN,D,,,,,
AA202019457262,2019457262,T7262,2020,39,0,GRN,Y,,,,,
AA202019457266,2019457266,T7266,2020,40,7,,D,,,,,
AA202019457273,2019457273,T7273,2020,46,,,Y,,,,,
AA202019457277,2019457277,T7277,2020,43,0,,D,,,,,
AA202019457279,2019457279,T7279,2020,41,0,,1,,,,,
AA202019457280,2019457280,T7280,2020,45,,GRN,Y,,,,,
AA202019457282,2019457282,T7282,2020,45,0,,D,,,,,
AA202019457288,2019457288,T7288,2020,39,0,,D,,,,,
AA202019457289,2019457289,T7289,2020,42,0,,2,,,,,
AA202019457290,2019457290,T7290,2020,42,0,,D,,,,,
AA202019457292,2019457292,T7292,2020,40,0,GRN,2,,,,,
AA202019457293,2019457293,T7293,2020,42,0,GRN,Y,,,,,
AA202019457295,2019457295,T7295,2020,42,7,GRN,D,,,,,
AA202019457296,2019457296,T7296,2020,42,7,GRN,1,,,,,
AA202019457298,2019457298,T7298,2020,47,0,GRN,D,,,,,
AA202019457300,2019457300,T7300,2020,45,0,,Y,,,,,
AA202019457301,2019457301,T7301,2020,45,0,,1,,,,,
AA202019457302,2019457302,T7302,2020,40,0,,D,,,,,
AA202019457304,2019457304,T7304,2020,44,0,GRN,1,,,,,
AA202019457305,2019457305,T7305,2020,47,7,GRN,2,,,,,
AA202019457316,2019457316,T7316,2020,40,0,GRN,1,,,,,
AA202019457319,2019457319,T7319,2020,45,7,,Y,,,,,
AA202019457322,2019457322,T7322,2020,41,0,,D,,,,,
AA202019457323,2019457323,T7323,2020,41,0,,D,,,,,
AA202019457324,2019457324,T7324,2020,47,0,,Y,,,,,
AA202019457325,2019457325,T7325,2020,47,0,,2,,,,,
AA202019457327,2019457327,T7327,2020,44,0,,D,,,,,
AA202019457329,2019457329,T7329,2020,41,0,,Y,,,,,
AA202019457338,2019457338,T7338,2020,40,7,GRN,D,,,,,
AA202019457343,2019457343,T7343,2020,44,,,D,,,,,
AA202019457345,2019457345,T7345,2020,46,,,D,,,,,
AA202019457347,2019457347,T7347,2020,40,7,GRN,D,,,,,
AA202019457349,2019457349,T7349,2020,45,0,,Y,,,,,
AA202019457352,2019457352,T7352,2020,45,0,,D,,,,,
AA202019457359,2019457359,T7359,2020,42,0,,2,,,,,
AA202019457360,2019457360,T7360,2020,42,0,,D,,,,,
AA202019457361,2019457361,T7361,2020,46,0,GRN,Y,,,,,
AA202019457363,2019457363,T7363,2020,42,0,,D,,,,,
AA202019457373,2019457373,T7373,2020,41,7,GRN,Y,,,,,
AA202019457378,2019457378,T7378,2020,44,0,GRN,Y,,,,,
AA202019457387,2019457387,T7387,2020,46,7,,D,,,,,
AA202019457388,2019457388,T7388,2020,41,0,,Y,,,,,
AA202019457389,2019457389,T7389,2020,41,0,,2,,,,,
AA202019457391,2019457391,T7391,2020,47,0,GRN,D,,,,,
AA202019457404,2019457404,T7404,2020,46,0,,Y,,,,,
AA202019457406,2019457406,T7406,2020,40,7,,D,,,,,
AA202019457409,2019457409,T7409,2020,43,7,,1,,,,,
AA202019457411,2019457411,T7411,2020,40,0,,1,,,,,
AA202019457413,2019457413,T7413,2020,47,0,,D,,,,,
AA202019457419,2019457419,T7419,2020,42,0,,D,,,,,
AA202019457420,2019457420,T7420,2020,42,0,,D,,,,,
AA202019457421,2019457421,T7421,2020,43,,GRN,Y,,,,,
AA202019457422,2019457422,T7422,2020,43,,GRN,2,,,,,
AA202019457426,2019457426,T7426,2020,39,0,,2,,,,,
AA202019457437,2019457437,T7437,2020,43,,,2,,,,,
AA202019836357,2019836357,Z6357,2020,30,0,PUR,1,,,,,
AA202019836358,2019836358,Z6358,2020,30,0,PUR,D,,,,,
AA202019836360,2019836360,Z6360,2020,18,0,,H,,,,,
AA202019836368,2019836368,Z6368,2020,19,0,,D,,,,,
AA202019836369,2019836369,Z6369,2020,29,0,PUR,D,,,,,
AA202019836376,2019836376,Z6376,2020,30,0,PUR,2,,,,,
AA202019836385,2019836385,Z6385,2020,01,,OR,Y,,,,,
AA202019836393,2019836393,Z6393,2020,30,7,PUR,H,,,,,
AA202019836396,2019836396,Z6396,2020,21,0,,Y,,,,,
AA202019836397,2019836397,Z6397,2020,25,7,GRN,1,,,,,
AA202019836400,2019836400,Z6400,2020,30,,PUR,D,,,,,
AA202019836403,2019836403,Z6403,2020,22,,,H,,,,,
AA202019836404,2019836404,Z6404,2020,20,0,,Y,,,,,
AA202019836412,2019836412,Z6412,2020,26,,GRN,1,,,,,
AA202019836414,2019836414,Z6414,2020,29,0,PUR,H,,,,,
AA202019836416,2019836416,Z6416,2020,30,0,PUR,D,,,,,
AA202019836417,2019836417,Z6417,2020,30,0,PUR,D,,,,,
AA202019836419,2019836419,Z6419,2020,24,0,GRN,2,,,,,
AA202019836420,2019836420,Z6420,2020,22,0,,H,,,,,
AA202019836424,2019836424,Z6424,2020,18,,,Y,,,,,
AA202019836428,2019836428,Z6428,2020,BL,0,,1,,,,,
AA202019836433,2019836433,Z6433,2020,20,,,Y,,,,,
AA202019836434,2019836434,Z6434,2020,20,,,Y,,,,,
AA202019836439,2019836439,Z6439,2020,29,,PUR,H,,,,,
AA202019836440,2019836440,Z6440,2020,29,,PUR,H,,,,,
AA202019836442,2019836442,Z6442,2020,30,0,PUR,H,,,,,
AA202019836443,2019836443,Z6443,2020,30,0,PUR,H,,,,,
AA202019836449,2019836449,Z6449,2020,24,0,GRN,2,,,,,
AA202019836450,2019836450,Z6450,2020,27,,,1,,,,,
AA202019836451,2019836451,Z6451,2020,29,,PUR,D,,,,,
AA202019836454,2019836454,Z6454,2020,23,,,H,,,,,
AA202019836456,2019836456,Z6456,2020,19,,,H,,,,,
AA202019836457,2019836457,Z6457,2020,19,,,H,,,,,
AA202019836459,2019836459,Z6459,2020,29,0,PUR,2,,,,,
AA202019836460,2019836460,Z6460,2020,17,0,,Y,,,,,
AA202019836463,2019836463,Z6463,2020,26,0,,1,,,,,
AA202019836465,2019836465,Z6465,2020,01,,OR,D,,,,,
AA202019836466,2019836466,Z6466,2020,21,,,H,,,,,
AA202019836472,2019836472,Z6472,2020,23,0,,Y,,,,,
AA202019836473,2019836473,Z6473,2020,19,0,,Y,,,,,
AA202019836475,2019836475,Z6475,2020,19,0,,Y,,,,,
AA202019836476,2019836476,Z6476,2020,26,0,GRN,1,,,,,
AA202019836482,2019836482,Z6482,2020,18,0,,H,,,,,
AA202019836506,2019836506,Z6506,2020,30,0,PUR,D,,,,,
AA202019836508,2019836508,Z6508,2020,30,0,PUR,H,,,,,
AA202019836509,2019836509,Z6509,2020,30,0,PUR,H,,,,,
AA202019836512,2019836512,Z6512,2020,17,,,H,,,,,
AA202019836513,2019836513,Z6513,2020,17,,,Y,,,,,
AA202019836515,2019836515,Z6515,2020,22,0,OR,Y,,,,,
AA202019836519,2019836519,Z6519,2020,27,I,,1,,,,,
AA202019836520,2019836520,Z6520,2020,e3,0,,H,,,,,
AA202019836521,2019836521,Z6521,2020,30,0,PUR,D,,,,,
AA202019836525,2019836525,Z6525,2020,20,0,,Y,,,,,
AA202019836526,2019836526,Z6526,2020,20,0,,H,,,,,
AA202019836530,2019836530,Z6530,2020,20,,,H,,,,,
AA202019836531,2019836531,Z6531,2020,20,,,D,,,,,
AA202019836539,2019836539,Z6539,2020,30,,OR,H,,,,,
AA202019836541,2019836541,Z6541,2020,30,0,PUR,H,,,,,
AA202019836544,2019836544,Z6544,2020,20,,,H,,,,,
AA202019836548,2019836548,Z6548,2020,30,0,PUR,H,,,,,
AA202019836552,2019836552,Z6552,2020,26,,,1,,,,,
AA202019836557,2019836557,Z6557,2020,20,,OR,H,,,,,
AA202019836558,2019836558,Z6558,2020,20,,OR,H,,,,,
AA202019836561,2019836561,Z6561,2020,22,,,Y,,,,,
AA202019836565,2019836565,Z6565,2020,27,0,,2,,,,,
AA202019836567,2019836567,Z6567,2020,22,0,,H,,,,,
AA202019836571,2019836571,Z6571,2020,23,0,,Y,,,,,
AA202019836572,2019836572,Z6572,2020,23,0,,Y,,,,,
AA202019836582,2019836582,Z6582,2020,22,0,,Y,,,,,
AA202019836583,2019836583,Z6583,2020,26,0,,2,,,,,
AA202019836584,2019836584,Z6584,2020,21,0,,Y,,,,,
AA202019836591,2019836591,Z6591,2020,24,,,D,,,,,
AA202019836594,2019836594,Z6594,2020,21,0,,Y,,,,Nuts,Brenda
AA202019836609,2019836609,Z6609,2020,22,,,Y,,,,,
AA202019836614,2019836614,Z6614,2020,23,0,,H,,,,,
AA202019836623,2019836623,Z6623,2020,24,,GRN,2,,,,,
AA202019836630,2019836630,Z6630,2020,23,0,,D,,,,,
AA202019836631,2019836631,Z6631,2020,e5,0,,2,,,,,
AA202019836634,2019836634,Z6634,2020,02,0,OR,Y,,,,,
AA202019836640,2019836640,Z6640,2020,28,7,GRN,2,,,,,
AA202019836641,2019836641,Z6641,2020,17,0,,H,,,,,
AA202019836643,2019836643,Z6643,2020,26,7,GRN,1,,,,,
AA202019836645,2019836645,Z6645,2020,20,0,,Y,,,,,
AA202019836648,2019836648,Z6648,2020,41,,,Y,,,,,
AA202019836650,2019836650,Z6650,2020,01,0,OR,Y,,,,,
AA202019836654,2019836654,Z6654,2020,21,7,,D,,,,,
AA202019836659,2019836659,Z6659,2020,21,0,,H,,,,,
AA202019836664,2019836664,Z6664,2020,18,,,D,,,,,
AA202019836665,2019836665,Z6665,2020,18,,,D,,,,,
AA202019836669,2019836669,Z6669,2020,BL,0,,2,,,,,
AA202019836670,2019836670,Z6670,2020,BL,0,,1,,,,,
AA202019836674,2019836674,Z6674,2020,21,,,Y,,,,,
AA202019836683,2019836683,Z6683,2020,18,0,,H,,,,,
AA202019836688,2019836688,Z6688,2020,18,,,Y,,,,,
AA202019836689,2019836689,Z6689,2020,18,,,H,,,,,
AA202019836694,2019836694,Z6694,2020,16,0,OR,D,,,,,
AA202019836695,2019836695,Z6695,2020,16,0,OR,Y,,,,,
AA202019836698,2019836698,Z6698,2020,02,0,OR,Y,,,,,
AA202019836699,2019836699,Z6699,2020,30,0,PUR,2,,,,,
AA202019836705,2019836705,Z6705,2020,17,,,D,,,,,
AA202019836709,2019836709,Z6709,2020,23,0,,Y,,,,,
AA202019836710,2019836710,Z6710,2020,23,0,,H,,,,,
AA202019836721,2019836721,Z6721,2020,24,7,,D,,,,,
AA202019836727,2019836727,Z6727,2020,21,0,,Y,,,,,
AA202019836732,2019836732,Z6732,2020,46,7,,1,,,,,
AA202019836736,2019836736,Z6736,2020,e5,0,OR,D,,,,,
AA202019836739,2019836739,Z6739,2020,20,0,,Y,,,,,
AA202019836741,2019836741,Z6741,2020,30,0,PUR,H,,,,,
AA202019836745,2019836745,Z6745,2020,BL,0,,D,,,,,
AA202019836747,2019836747,Z6747,2020,23,,,H,,,,,
AA202019836748,2019836748,Z6748,2020,40,7,,2,,,,,
AA202019836751,2019836751,Z6751,2020,29,0,OR,H,,,,,
AA202019836752,2019836752,Z6752,2020,40,7,GRN,2,,,,,
AA202019836762,2019836762,Z6762,2020,22,0,,H,,,,,
AA202019836779,2019836779,Z6779,2020,19,,,Y,,,,Nuts,Brenda
AA202019836781,2019836781,Z6781,2020,25,,,D,,,,,
AA202019836785,2019836785,Z6785,2020,19,0,,Y,,,,,
AA202019836787,2019836787,Z6787,2020,22,0,,H,,,,,
AA202019836790,2019836790,Z6790,2020,18,0,,H,,,,,
AA202019836797,2019836797,Z6797,2020,01,0,OR,H,,,,,
AA202019836799,2019836799,Z6799,2020,26,0,GRN,1,,,,,
AA202019836800,2019836800,Z6800,2020,e5,0,GRN,2,,,,,
AA202019836802,2019836802,Z6802,2020,24,0,,1,,,,,
AA202019836806,2019836806,Z6806,2020,e5,,GRN,2,,,,,
AA202019836808,2019836808,Z6808,2020,21,0,,H,,,,,
AA202019836810,2019836810,Z6810,2020,24,0,GRN,D,,,,,
AA202019836811,2019836811,Z6811,2020,30,0,PUR,1,,,,,
AA202019836812,2019836812,Z6812,2020,22,0,,Y,,,,,
AA202019836813,2019836813,Z6813,2020,22,0,,H,,,,,
AA202019836816,2019836816,Z6816,2020,17,0,,H,,,,,
AA202019836817,2019836817,Z6817,2020,17,0,,H,,,,Trip,
AA202019836818,2019836818,Z6818,2020,e1,,,1,,,,,
AA202019836828,2019836828,Z6828,2020,20,0,,D,,,,,
AA202019836837,2019836837,Z6837,2020,17,,,Y,,,,,
AA202019836838,2019836838,Z6838,2020,17,,,H,,,,,
AA202019836841,2019836841,Z6841,2020,19,0,,Y,,,,,
AA202019836843,2019836843,Z6843,2020,64,0,,Y,,,,,
AA202019836844,2019836844,Z6844,2020,23,0,,Y,,,,,
AA202019836847,2019836847,Z6847,2020,71,0,,D,,,,,
AA202019836848,2019836848,Z6848,2020,17,0,,H,,,,,
AA202019836852,2019836852,Z6852,2020,44,0,GRN,1,,,,,
AA202019836855,2019836855,Z6855,2020,e5,0,PUR,1,,,,,
AA202019836857,2019836857,Z6857,2020,20,0,,H,,,,,
AA202019836862,2019836862,Z6862,2020,21,0,,H,,,,,
AA202019836863,2019836863,Z6863,2020,21,0,,D,,,,,
AA202019836864,2019836864,Z6864,2020,e4,0,GRN,1,,,,,
AA202019836867,2019836867,Z6867,2020,BL,0,,2,,,,,
AA202019836868,2019836868,Z6868,2020,30,0,PUR,1,,,,,
AA202019836869,2019836869,Z6869,2020,30,0,PUR,H,,,,,
AA202019836875,2019836875,Z6875,2020,19,0,,Y,,,,,
AA202019836880,2019836880,Z6880,2020,28,0,,2,,,,,
AA202019836886,2019836886,Z6886,2020,19,0,,H,,,,,
AA202019836887,2019836887,Z6887,2020,60,0,GRN,Y,,,,,
AA202019836889,2019836889,Z6889,2020,30,,PUR,H,,,,,
AA202019836890,2019836890,Z6890,2020,24,,GRN,2,,,,,
AA202019836901,2019836901,Z6901,2020,e5,,,1,,,,,
AA202019836905,2019836905,Z6905,2020,23,0,,H,,,,,
AA202019836907,2019836907,Z6907,2020,02,0,OR,Y,,,,,
AA202019836908,2019836908,Z6908,2020,02,,OR,D,,,,,
AA202019836913,2019836913,Z6913,2020,27,0,GRN,2,,,,,
AA202019836914,2019836914,Z6914,2020,01,0,OR,D,,,,,
AA202019836915,2019836915,Z6915,2020,01,0,OR,Y,,,,,
AA202019836921,2019836921,Z6921,2020,22,,,H,,,,,
AA202019836922,2019836922,Z6922,2020,22,,,Y,,,,,
AA202019836926,2019836926,Z6926,2020,26,0,GRN,2,,,,,
