PREDICTEDID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT,CUT_NML,DAM,CAUSE,DAYDIS,DISP,INBRL,LAMB,LINE,SEX,SIRE,STM,TB,US,YR
2019837449,19LA03182,104,5,83,1,N,N,Z4127,,,,0.000,Z7449,,3,H9421,80,8,,19
2019837450,19LA03183,104,5,83,2,N,N,Z4127,,,,0.000,Z7450,,2,H9421,80,8,,19
2019837451,19LA03184,104,7,83,1,N,N,S0596,93,116,3,0.000,Z7451,,2,Z0000,10,8,US83190596,19
2019837452,19LA03185,104,7,83,2,N,N,S0596,93,116,3,0.000,Z7452,,2,Z0000,10,8,US83190596,19
2019837453,19LA03186,105,1,83,1,Y,Y,T6974,,,,0.000,Z7453,,2,K0000,5,5,US64196974,19
2019837454,19LA03187,105,5,83,1,N,N,Z5269,,,,0.000,Z7454,,1,K0000,CS,5,US64195269,19
2019837455,19LA03188,105,7,83,1,N,N,H7892,,,,0.000,Z7455,,2,Z0000,80,8,US83197892,19
2019837456,19LA03189,105,7,83,2,N,N,H7892,,,,0.000,Z7456,,2,Z0000,80,8,US83197892,19
2019837457,19LA03190,105,2,83,1,Y,Y,K5202,,,,0.000,Z7457,,3,Z0000,0,5,US83195202,19
2019837458,19LA03191,105,1,83,1,Y,Y,S1741,,,,0.000,Z7458,,2,L0000,LR,5,US70191741,19
2019837459,19LA03192,105,5,83,1,Y,Y,S1316,,,,0.000,Z7459,,2,Z0000,10,8,US83191316,19
2019837460,19LA03193,105,5,83,2,Y,Y,S1316,,,,0.000,Z7460,,3,Z0000,10,8,US83191316,19
2019837461,19LA03194,105,1,83,1,Y,Y,T7076,,,,0.000,Z7461,,2,K0000,5,5,US64197076,19
2019837462,19LA03195,105,2,83,1,Y,Y,Z5987,,,,0.000,Z7462,,3,Z0000,0,5,US83195987,19
2019837463,19LA03196,106,5,83,1,Y,Y,Z4013,,,,0.000,Z7463,,2,Z0000,10,8,US83194013,19
2019837464,19LA03197,106,5,83,2,Y,Y,Z4013,,,,0.000,Z7464,,2,Z0000,10,8,US83194013,19
2019122626,19LA03198,106,5,12,1,N,N,S1426,,,,0.000,S2626,,1,Z0000,10,8,US83191426,19
2019122627,19LA03199,106,5,12,2,N,N,S1426,,,,0.000,S2627,,1,Z0000,10,8,US83191426,19
2019837465,19LA03200,107,5,83,1,Y,Y,S1513,,,,0.000,Z7465,,3,Z0000,10,5,US83191513,19
2019837466,19LA03201,108,1,83,1,Y,Y,Z6096,,,,0.000,Z7466,,2,L0000,LT,5,US70196096,19
2019837467,19LA03202,108,7,83,1,N,N,S0250,93,108,3,0.000,Z7467,,2,Z0000,10,9,US83190250,19
2019837468,19LA03203,108,7,83,2,N,N,S0250,,,,0.000,Z7468,,2,Z0000,10,9,US83190250,19
2019837469,19LA03204,108,7,83,3,N,N,S0250,,,,0.000,Z7469,,2,Z0000,10,9,US83190250,19
2019645331,19LA03205,109,1,64,1,N,N,K5250,,,,0.000,K5331,,2,K5155,6,8,,19
2019645332,19LA03206,109,1,64,2,N,N,K5250,93,112,3,0.000,K5332,,3,K5155,6,8,,19
2019837470,19LA03207,109,1,83,1,Y,Y,S1845,,,,0.000,Z7470,,1,Z0000,0,5,US83191845,19
D20199172G,19LA03208,,,,G,N,N,H9172,,,,,,,3,H9684,,,,19
D202006401,20LA00001,41,,,1,Y,Y,A0640,27,41,0,0.000,,,,Z0000,,0,US83200640,20
2020837472,20LA00002,67,6,83,1,N,N,Z5703,,,,0.009,Z7472,A,1,Z5442,97,5,,20
D202016481,20LA00003,67,6,,1,N,N,Z1648,44,67,1,,,,1,Z5635,,9,,20
D202016482,20LA00004,67,6,,2,N,N,Z1648,44,67,1,,,,2,Z5635,,9,,20
D202016483,20LA00005,67,6,,3,N,N,Z1648,44,67,1,,,,1,Z5635,,9,,20
D202019791,20LA00006,67,5,,1,Y,Y,S1979,44,67,1,0.000,,,1,Z0000,,1,US83201979,20
2020837473,20LA00007,68,6,83,1,N,N,Z4611,,,,0.016,Z7473,,1,Z5635,97,8,,20
2020837474,20LA00008,68,6,83,2,N,N,Z4611,,,,0.016,Z7474,,2,Z5635,97,8,,20
D202018961,20LA00009,68,5,,1,N,N,L1896,44,68,1,,,,1,L1934,,4,,20
D202018962,20LA00010,68,5,,2,N,N,L1896,44,68,1,,,,1,L1934,,4,,20
2020060716,20LA00011,68,1,06,1,N,N,A0236,,0,,,A0716,,2,A0714,30,9,,20
2020060717,20LA00012,68,1,06,2,N,N,A0236,,,,0.000,A0717,,2,A0714,30,9,,20
2020060718,20LA00013,68,1,06,3,N,N,A0236,,,,0.000,A0718,,2,A0714,30,9,,20
D202098551,20LA00014,68,1,,1,N,N,H9855,44,68,1,,,,1,A0715,,9,,20
D202098552,20LA00015,68,1,,2,N,N,H9855,44,68,1,,,,2,A0715,,9,,20
D202098553,20LA00016,68,1,,3,N,N,H9855,44,68,1,,,,1,A0715,,9,,20
2020837475,20LA00017,68,2,83,1,N,N,Z5557,,,,0.000,Z7475,,1,Z7471,T3,8,,20
2020837476,20LA00018,68,2,83,2,N,N,Z5557,,,,0.000,Z7476,,2,Z7471,T3,8,,20
D202004631,20LA00019,68,5,,1,Y,Y,A0463,27,68,0,0.000,,,1,Z0000,,2,US83200463,20
D202004632,20LA00020,68,5,,2,Y,Y,A0463,27,68,0,0.000,,,2,Z0000,,2,US83200463,20
2020837477,20LA00021,68,6,83,1,N,N,Z2975,,,,0.018,Z7477,A,1,Z5442,97,8,,20
2020837478,20LA00022,68,6,83,2,N,N,Z2975,,,,0.018,Z7478,A,2,Z5442,97,8,,20
2020837479,20LA00023,68,6,83,1,N,N,Z3228,93,69,3,0.027,Z7479,A,1,Z5264,97,9,,20
2020837480,20LA00024,68,6,83,2,N,N,Z3228,,,,0.027,Z7480,A,1,Z5264,97,9,,20
2020837481,20LA00025,68,6,83,3,N,N,Z3228,,,,0.027,Z7481,A,2,Z5264,97,9,,20
2020837482,20LA00026,68,5,83,1,Y,Y,Z7049,93,69,3,0.000,Z7482,,2,L0000,0,6,US70207049,20
D202070492,20LA00027,68,5,,2,Y,Y,Z7049,27,68,0,0.000,,,2,L0000,,6,US70207049,20
D202006841,20LA00028,68,1,,1,Y,Y,A0684,27,68,0,0.000,,,1,L0000,,2,US70200684,20
D202006842,20LA00029,68,1,,2,Y,Y,A0684,27,68,0,0.000,,,2,L0000,,2,US70200684,20
2020837483,20LA00030,69,6,83,1,N,N,Z5747,,,,0.014,Z7483,A,2,Z5635,97,5,,20
2020060719,20LA00031,69,1,06,1,N,N,H9134,,,,0.037,A0719,,1,M0031,30,9,,20
2020060720,20LA00032,69,1,06,2,N,N,H9134,,,,0.037,A0720,,2,M0031,30,9,,20
D202091343,20LA00033,69,1,,3,N,N,H9134,44,69,1,,,,1,M0031,,9,,20
2020702423,20LA00034,69,5,70,1,N,N,L1666,,,,0.009,L2423,,1,L2041,PC,8,,20
2020702424,20LA00035,69,5,70,2,N,N,L1666,,,,0.009,L2424,,1,L2041,PC,8,,20
2020837484,20LA00036,69,5,83,1,Y,Y,Z6802,,,,0.000,Z7484,,3,L0000,0,8,US70206802,20
2020837485,20LA00037,69,5,83,2,Y,Y,Z6802,93,70,3,0.000,Z7485,,2,L0000,0,8,US70206802,20
2020702425,20LA00038,69,5,70,1,N,N,L1991,,,,0.012,L2425,,2,L2046,PC,8,,20
2020702426,20LA00039,69,2,70,2,N,N,L1991,,,,0.012,L2426,,1,L2046,PC,8,,20
2020837486,20LA00040,69,6,83,1,N,N,Z3257,,,,0.017,Z7486,A,1,Z5314,97,5,,20
2020837487,20LA00041,69,6,83,1,N,N,Z6921,,,,0.000,Z7487,A,2,Z0000,97,5,US83206921,20
2020837488,20LA00042,69,5,83,1,Y,Y,Z6520,,,,0.000,Z7488,,2,L0000,0,5,US70206520,20
D202053401,20LA00043,69,5,,1,N,N,Z5340,44,69,1,,,,1,Z7471,,4,,20
D202053402,20LA00044,69,5,,2,N,N,Z5340,44,69,1,,,,2,Z7471,,4,,20
2020702427,20LA00045,69,5,70,1,N,N,L1939,,,,0.009,L2427,,1,L1934,PC,9,,20
2020702428,20LA00046,69,5,70,2,N,N,L1939,,0,,0.009,L2428,,1,L1934,PC,9,,20
2020702429,20LA00047,69,5,70,3,N,N,L1939,,,,0.009,L2429,,1,L1934,PC,9,,20
2020837489,20LA00048,69,6,83,1,N,N,Z4121,,,,0.000,Z7489,A,2,Z5442,97,8,,20
2020837490,20LA00049,69,6,83,2,N,N,Z4121,,,,0.000,Z7490,A,2,Z5442,97,8,,20
2020060721,20LA00050,69,1,06,1,N,N,H8988,,,,0.032,A0721,,2,H9421,30,9,,20
2020060722,20LA00051,69,1,06,2,N,N,H8988,,,,0.032,A0722,,2,H9421,30,9,,20
2020060723,20LA00052,69,1,06,3,N,N,H8988,93,76,3,0.032,A0723,,2,H9421,30,9,,20
D202018461,20LA00053,69,5,,1,N,N,L1846,44,69,1,,,,2,L2070,,4,,20
D202018462,20LA00054,69,5,,2,N,N,L1846,44,69,1,,,,1,L2070,,4,,20
2020702430,20LA00055,69,2,70,1,N,N,Z4341,,,,0.066,L2430,,2,Z5261,PC,8,,20
2020702431,20LA00056,69,5,70,2,N,N,Z4341,,,,0.066,L2431,,1,Z5261,PC,8,,20
2020060724,20LA00057,69,1,06,1,N,N,H8765,66,104,6,0.033,A0724,,2,A0209,30,9,,20
2020060725,20LA00058,69,1,06,2,N,N,H8765,,,,0.033,A0725,,2,A0209,30,9,,20
2020060726,20LA00059,69,1,06,3,N,N,H8765,,,,0.033,A0726,,2,A0209,30,9,,20
2020702432,20LA00060,69,5,70,1,N,N,L2369,85,119,6,0.000,L2432,,1,L0000,PC,5,US70202369,20
2020837491,20LA00061,69,6,83,1,Y,Y,Z6412,93,70,3,0.000,Z7491,,3,Z0000,0,8,US83206412,20
2020837492,20LA00062,69,5,83,2,Y,Y,Z6412,,,,0.000,Z7492,,3,Z0000,0,8,US83206412,20
2020837493,20LA00063,70,6,83,1,N,N,Z4561,,,,0.013,Z7493,A,2,Z5593,97,8,,20
2020837494,20LA00064,70,6,83,2,N,N,Z4561,,,,0.013,Z7494,A,1,Z5593,97,8,,20
2020060727,20LA00065,70,1,06,1,N,N,A0070,,,,0.000,A0727,,3,A0714,30,8,,20
2020060728,20LA00066,70,1,06,2,N,N,A0070,,,,0.000,A0728,,2,A0714,30,8,,20
2020702433,20LA00067,70,2,70,1,N,N,L1785,,,,0.012,L2433,,2,L2041,PC,8,,20
2020702434,20LA00068,70,5,70,2,N,N,L1785,,0,,0.012,L2434,,2,L2041,PC,8,,20
2020060729,20LA00069,70,1,06,1,N,N,A0313,,,,0.038,A0729,,1,A0273,30,8,,20
2020060730,20LA00070,70,1,06,2,N,N,A0313,,,,0.038,A0730,,1,A0273,30,8,,20
2020702435,20LA00071,70,2,70,1,N,N,Z5299,,,,0.006,L2435,,2,Z4867,PC,8,,20
2020702436,20LA00072,70,5,70,2,N,N,Z5299,,0,,0.006,L2436,,1,Z4867,PC,8,,20
2020837495,20LA00073,70,5,83,1,Y,Y,Z6992,66,71,6,0.000,Z7495,,3,L0000,0,5,US70206992,20
2020837496,20LA00074,70,6,83,1,N,N,Z4784,,,,0.016,Z7496,A,2,Z5442,97,8,,20
2020837497,20LA00075,70,6,83,2,N,N,Z4784,,0,,0.016,Z7497,A,2,Z5442,97,8,,20
2020837498,20LA00076,70,6,83,1,N,N,Z5387,,,,0.014,Z7498,A,2,Z5442,97,8,,20
2020837499,20LA00077,70,6,83,2,N,N,Z5387,,0,,0.014,Z7499,A,1,Z5442,97,8,,20
2020837500,20LA00078,70,5,83,1,Y,Y,A0499,,,,0.000,Z7500,,2,Z0000,0,9,US83200499,20
2020837501,20LA00079,70,5,83,2,Y,Y,A0499,93,71,3,0.000,Z7501,,3,Z0000,0,9,US83200499,20
2020837502,20LA00080,70,2,83,3,Y,Y,A0499,93,71,3,0.000,Z7502,,2,Z0000,0,9,US83200499,20
2020702437,20LA00081,70,5,70,1,N,N,L2190,,,,0.009,L2437,,1,L2041,PC,5,,20
2020060731,20LA00082,70,1,06,1,N,N,H9781,,,,0.033,A0731,,2,H9784,30,8,,20
2020060732,20LA00083,70,1,06,2,N,N,H9781,,,,0.033,A0732,,2,H9784,30,8,,20
2020837503,20LA00084,70,5,83,1,Y,Y,Z6519,,,,0.000,Z7503,,3,L0000,0,8,US70206519,20
2020837504,20LA00085,70,5,83,2,Y,Y,Z6519,93,71,3,0.000,Z7504,,2,L0000,0,8,US70206519,20
2020060733,20LA00086,71,1,06,1,N,N,A0207,,,,0.031,A0733,,2,H9684,30,5,,20
2020702438,20LA00087,71,5,70,1,N,N,L1744,,,,0.008,L2438,,1,L2041,PC,8,,20
2020702439,20LA00088,71,5,70,2,N,N,L1744,,,,0.008,L2439,,1,L2041,PC,8,,20
2020837505,20LA00089,71,6,83,1,Y,Y,Z6092,,,,0.002,Z7505,,3,Z5202,0,8,,20
2020837506,20LA00090,71,9,83,2,Y,Y,Z6092,,,,0.002,Z7506,,2,Z5202,BL,8,,20
2020837507,20LA00091,71,6,83,1,N,N,Z2879,,,,0.016,Z7507,,2,Z5635,97,8,,20
2020837508,20LA00092,71,6,83,2,N,N,Z2879,,,,0.016,Z7508,,2,Z5635,97,8,,20
2020702440,20LA00093,71,2,70,1,N,N,L1800,,,,0.009,L2440,,2,L1902,PC,8,,20
2020702441,20LA00094,71,5,70,2,N,N,L1800,,,,0.009,L2441,,2,L1902,PC,8,,20
2020837509,20LA00095,71,6,83,1,N,N,Z3401,,,,0.015,Z7509,,2,Z5635,97,8,,20
2020837510,20LA00096,71,6,83,2,N,N,Z3401,,,,0.015,Z7510,,2,Z5635,97,8,,20
2020837511,20LA00097,71,5,83,1,Y,Y,A0444,,,,0.000,Z7511,,3,Z0000,80,8,US83200444,20
2020837512,20LA00098,71,5,83,2,Y,Y,A0444,93,71,3,0.000,Z7512,,2,Z0000,80,8,US83200444,20
2020702442,20LA00099,71,5,70,1,N,N,Z3313,,,,0.008,L2442,,2,Z5261,PC,5,,20
2020060734,20LA00100,71,1,06,1,N,N,H9923,,0,,0.034,A0734,,2,A0209,30,9,,20
2020060735,20LA00101,71,1,06,2,N,N,H9923,,,,0.034,A0735,,2,A0209,30,9,,20
2020060736,20LA00102,71,1,06,3,N,N,H9923,,,,0.034,A0736,,2,A0209,30,9,,20
2020837513,20LA00103,71,5,83,1,Y,Y,Z6901,,,,0.000,Z7513,,3,Z0000,0,5,US83206901,20
2020060737,20LA00104,71,1,06,1,N,N,A0061,,,,0.041,A0737,,1,H9784,30,6,,20
D202000612,20LA00105,71,1,,2,N,N,A0061,27,71,0,,,,1,H9784,,6,,20
2020837514,20LA00106,71,5,83,1,N,N,Z5612,,,,0.000,Z7514,A,2,Z7471,TS,8,,20
2020837515,20LA00107,71,5,83,2,N,N,Z5612,,,,0.000,Z7515,A,2,Z7471,TS,8,,20
2020702443,20LA00108,71,5,70,1,N,N,L2063,,,,0.009,L2443,,2,L2095,PC,8,,20
2020702444,20LA00109,71,5,70,2,N,N,L2063,,,,0.009,L2444,,1,L2095,PC,8,,20
2020702445,20LA00110,71,5,70,1,N,N,L1975,93,72,3,0.014,L2445,,3,L2095,PC,9,,20
2020702446,20LA00111,71,5,70,2,N,N,L1975,,,,0.014,L2446,,2,L2095,PC,9,,20
2020702447,20LA00112,71,5,70,3,N,N,L1975,,,,0.014,L2447,,1,L2095,PC,9,,20
2020837516,20LA00113,71,6,83,1,N,N,Z5688,54,72,6,0.009,Z7516,A,2,Z5264,97,8,,20
2020837517,20LA00114,71,6,83,2,N,N,Z5688,,,,0.009,Z7517,A,1,Z5264,97,8,,20
2020837518,20LA00115,71,6,83,1,N,N,Z6454,,,,0.000,Z7518,A,2,Z0000,97,5,US83206454,20
2020837519,20LA00116,71,6,83,1,N,N,Z4228,,,,0.012,Z7519,A,2,Z5635,97,8,,20
2020837520,20LA00117,71,6,83,2,N,N,Z4228,,,,0.012,Z7520,A,1,Z5635,97,8,,20
D202072771,20LA00118,71,5,,1,Y,Y,T7277,27,71,0,0.000,,,2,Z0000,,2,US83207277,20
D202072772,20LA00119,71,5,,2,Y,Y,T7277,27,71,0,0.000,,,2,Z0000,,2,US83207277,20
2020702448,20LA00120,71,5,70,1,N,N,Z3801,,,,0.013,L2448,,2,Z5261,PC,8,,20
2020702449,20LA00121,71,5,70,2,N,N,Z3801,,,,0.013,L2449,,1,Z5261,PC,8,,20
2020702450,20LA00122,71,1,70,1,N,N,L1747,,,,0.008,L2450,,2,L2041,PC,5,,20
2020060738,20LA00123,71,1,06,1,N,N,H9789,,,,0.038,A0738,,1,H9784,30,9,,20
2020060739,20LA00124,71,1,06,2,N,N,H9789,,,,0.038,A0739,,2,H9784,30,9,,20
2020060740,20LA00125,71,1,06,3,N,N,H9789,93,72,3,0.038,A0740,,2,H9784,30,9,,20
2020702451,20LA00126,71,5,70,1,N,N,L2147,97,194,7,0.014,L2451,,2,L2046,PC,8,,20
2020702452,20LA00127,71,5,70,2,N,N,L2147,,,,0.014,L2452,,1,L2046,PC,8,,20
2020837521,20LA00128,71,5,83,1,Y,Y,A0433,93,73,3,0.000,Z7521,,3,Z0000,80,9,US83200433,20
2020837522,20LA00129,71,5,83,2,Y,Y,A0433,,,,0.000,Z7522,,2,Z0000,80,9,US83200433,20
2020837523,20LA00130,71,5,83,3,Y,Y,A0433,67,72,6,0.000,Z7523,,2,Z0000,80,9,US83200433,20
2020837524,20LA00131,71,6,83,1,N,N,Z3636,,,,0.016,Z7524,A,2,Z5314,97,8,,20
2020837525,20LA00132,71,6,83,2,N,N,Z3636,,,,0.016,Z7525,A,1,Z5314,97,8,,20
2020510355,20LA00133,71,1,51,1,Y,Y,A0622,93,73,3,0.000,M0355,,3,L0000,LP,8,US70200622,20
2020510356,20LA00134,71,1,51,2,Y,Y,A0622,,,,0.000,M0356,,2,L0000,LP,8,US70200622,20
2020060741,20LA00135,71,1,06,1,N,N,H8927,,,,0.029,A0741,,2,A0013,30,9,,20
D202089272,20LA00136,71,1,,2,N,N,H8927,27,71,0,,,,2,A0013,,9,,20
D202089273,20LA00137,71,1,,3,N,N,H8927,27,71,0,,,,1,A0013,,9,,20
2020837526,20LA00138,71,6,83,1,N,N,Z3380,,,,0.012,Z7526,A,2,Z5635,97,8,,20
2020837527,20LA00139,71,6,83,2,N,N,Z3380,,,,0.012,Z7527,A,1,Z5635,97,8,,20
2020060742,20LA00140,71,1,06,1,N,N,H9497,,0,,0.033,A0742,,2,A0209,30,9,,20
2020060743,20LA00141,71,1,06,2,N,N,H9497,,,,0.033,A0743,,2,A0209,30,9,,20
2020060744,20LA00142,71,1,06,3,N,N,H9497,23,112,6,0.033,A0744,,1,A0209,30,9,,20
D202019831,20LA00143,71,1,,1,Y,Y,S1983,27,71,0,0.000,,,1,Z0000,,0,US83201983,20
2020837528,20LA00144,71,5,83,1,Y,Y,M0263,93,72,3,0.000,Z7528,,3,Z0000,0,8,US83200263,20
2020837529,20LA00145,71,5,83,2,Y,Y,M0263,,,,0.000,Z7529,,2,Z0000,0,8,US83200263,20
2020837530,20LA00146,71,5,83,1,Y,Y,A0668,93,72,3,0.000,Z7530,,3,Z0000,80,8,US83200668,20
2020837531,20LA00147,71,5,83,2,Y,Y,A0668,,,,0.000,Z7531,,3,Z0000,80,8,US83200668,20
2020060745,20LA00148,71,1,06,1,N,N,H9393,,,,0.032,A0745,,2,H9421,30,8,,20
2020060746,20LA00149,71,1,06,2,N,N,H9393,,,,0.032,A0746,,2,H9421,30,8,,20
2020702453,20LA00150,72,5,70,1,N,N,L1822,,,,0.012,L2453,,1,L2041,PC,9,,20
2020702454,20LA00151,72,5,70,2,N,N,L1822,,,,0.012,L2454,,2,L2041,PC,9,,20
D202018223,20LA00152,72,5,,3,N,N,L1822,44,72,1,,,,2,L2041,,9,,20
2020837532,20LA00153,72,1,83,1,Y,Y,Z4256,,,,0.000,Z7532,,2,K5180,0,8,,20
2020837533,20LA00154,72,1,83,2,Y,Y,Z4256,,,,0.000,Z7533,,3,K5180,0,8,,20
2020837534,20LA00155,72,6,83,1,N,N,Z3310,,,,0.010,Z7534,A,2,Z5264,97,5,,20
2020837535,20LA00156,72,6,83,1,N,N,Z5219,,,,0.012,Z7535,A,3,Z5314,97,5,,20
2020702455,20LA00157,72,5,70,1,N,N,L2033,,,,0.014,L2455,,1,L1934,PC,8,,20
2020702456,20LA00158,72,1,70,2,N,N,L2033,,,,0.014,L2456,,2,L1934,PC,8,,20
2020837536,20LA00159,72,5,83,1,Y,Y,Z6335,,,,0.000,Z7536,,3,K5180,0,5,,20
2020060747,20LA00160,72,1,06,1,N,N,A0144,23,118,6,0.000,A0747,,1,A0715,30,9,,20
2020060748,20LA00161,72,1,06,2,N,N,A0144,23,91,6,0.000,A0748,,2,A0715,30,9,,20
2020060749,20LA00162,72,1,06,3,N,N,A0144,67,72,6,0.000,A0749,,2,A0715,30,9,,20
2020645333,20LA00163,72,1,64,1,N,N,K5139,,,,0.000,K5333,,1,K5242,6,5,,20
2020702458,20LA00164,72,2,70,1,N,N,Z4558,66,74,6,0.013,L2458,,2,Z5261,PC,9,,20
2020702459,20LA00165,72,5,70,2,N,N,Z4558,89,106,6,0.013,L2459,,2,Z5261,PC,9,,20
2020702460,20LA00166,72,5,70,3,N,N,Z4558,,,,0.013,L2460,,2,Z5261,PC,9,,20
2020837537,20LA00167,72,2,83,1,Y,Y,M0201,,,,0.000,Z7537,,2,L0000,0,8,US70200201,20
2020837538,20LA00168,72,2,83,2,Y,Y,M0201,93,73,3,0.000,Z7538,,3,L0000,0,8,US70200201,20
D202072311,20LA00169,72,2,,1,Y,Y,T7231,44,72,1,0.000,,,2,L0000,,7,US70207231,20
2020837539,20LA00170,72,1,83,2,Y,Y,T7231,66,73,6,0.000,Z7539,,2,L0000,LT,7,US70207231,20
2020837540,20LA00171,72,6,83,1,Y,Y,L2210,,,,0.000,Z7540,,3,Z0000,0,5,US83202210,20
2020837541,20LA00172,72,6,83,1,N,N,Z3288,,,,0.017,Z7541,A,1,Z5314,97,8,,20
2020837542,20LA00173,72,6,83,2,N,N,Z3288,,,,0.017,Z7542,A,2,Z5314,97,8,,20
2020837543,20LA00174,72,2,83,1,Y,Y,M0062,,,,0.000,Z7543,,3,K5193,0,9,,20
2020837544,20LA00175,72,2,83,2,Y,Y,M0062,93,73,3,0.000,Z7544,,2,K5193,0,9,,20
2020837545,20LA00176,72,2,83,3,Y,Y,M0062,93,73,3,0.000,Z7545,,2,K5193,0,9,,20
2020702461,20LA00177,72,5,70,1,N,N,Z3581,,,,0.065,L2461,,2,Z5261,PC,8,,20
2020702462,20LA00178,72,5,70,2,N,N,Z3581,,,,0.065,L2462,,2,Z5261,PC,8,,20
2020837546,20LA00179,72,6,83,1,N,N,Z3235,,,,0.013,Z7546,A,2,Z5635,97,5,,20
2020060750,20LA00180,72,1,06,1,N,N,H9974,93,73,3,0.044,A0750,,3,M0031,30,8,,20
2020060751,20LA00181,72,1,06,2,N,N,H9974,,,,0.044,A0751,,2,M0031,30,8,,20
2020702463,20LA00182,72,2,70,1,N,N,Z4479,,,,0.005,L2463,,1,Z4867,PC,8,,20
2020702464,20LA00183,72,5,70,2,N,N,Z4479,,,,0.005,L2464,,2,Z4867,PC,8,,20
2020837547,20LA00184,72,5,83,1,Y,Y,Z4448,,,,0.002,Z7547,,3,Z5202,0,8,,20
2020837548,20LA00185,72,9,83,2,Y,Y,Z4448,,,,0.002,Z7548,,3,Z5202,BL,8,,20
2020837549,20LA00186,72,5,83,1,N,N,Z5480,,,,0.000,Z7549,,1,Z7471,TS,5,,20
2020645334,20LA00187,72,1,64,1,N,N,K5230,,,,0.000,K5334,,1,K5242,6,8,,20
2020645335,20LA00188,72,1,64,2,N,N,K5230,,0,,0.000,K5335,,1,K5242,6,8,,20
2020702465,20LA00189,72,1,70,1,N,N,L1562,1,76,6,0.014,L2465,,1,L2036,PC,8,,20
2020702466,20LA00190,72,5,70,2,N,N,L1562,66,73,6,0.014,L2466,,2,L2036,PC,8,,20
2020837550,20LA00191,72,9,83,1,Y,Y,Z4449,,,,0.002,Z7550,,3,Z5202,BL,8,,20
2020837551,20LA00192,72,9,83,2,Y,Y,Z4449,,,,0.002,Z7551,,3,Z5202,BL,8,,20
2020837552,20LA00193,72,5,83,1,N,N,Z2428,,,,0.000,Z7552,,1,Z5593,SY,8,,20
2020837553,20LA00194,72,5,83,2,N,N,Z2428,,,,0.000,Z7553,,2,Z5593,SY,8,,20
2020060752,20LA00195,72,1,06,1,N,N,H9779,,,,0.031,A0752,,1,H9684,30,9,,20
2020060753,20LA00196,72,1,06,2,N,N,H9779,85,99,6,0.031,A0753,,1,H9684,30,9,,20
2020060754,20LA00197,72,1,06,3,N,N,H9779,,,,0.031,A0754,,2,H9684,30,9,,20
2020645336,20LA00198,72,1,64,1,N,N,K5194,,,,0.000,K5336,,1,K5242,6,8,,20
2020645337,20LA00199,72,1,64,2,N,N,K5194,,,,0.000,K5337,,1,K5242,6,8,,20
2020837554,20LA00200,72,1,83,1,Y,Y,M0059,,,,0.000,Z7554,,2,K5180,0,8,,20
2020837555,20LA00201,72,1,83,2,Y,Y,M0059,,,,0.000,Z7555,,2,K5180,0,8,,20
2020060755,20LA00202,72,1,06,1,N,N,H9325,,,,0.000,A0755,,2,A0715,30,9,,20
2020060756,20LA00203,72,1,06,2,N,N,H9325,,,,0.000,A0756,,3,A0715,30,9,,20
2020060757,20LA00204,72,1,06,3,N,N,H9325,,,,0.000,A0757,,3,A0715,30,9,,20
2020702467,20LA00205,72,5,70,1,N,N,Z4306,,,,0.014,L2467,,1,Z4867,PC,8,,20
2020702468,20LA00206,72,5,70,2,N,N,Z4306,,,,0.014,L2468,,1,Z4867,PC,8,,20
2020702469,20LA00207,72,5,70,1,N,N,L1645,,,,0.013,L2469,,1,L2029,PC,8,,20
2020702470,20LA00208,72,5,70,2,N,N,L1645,,,,0.013,L2470,,2,L2029,PC,8,,20
2020837556,20LA00209,72,6,83,1,N,N,Z2776,93,73,3,0.000,Z7556,,3,Z5423,97,9,,20
2020837557,20LA00210,72,6,83,2,N,N,Z2776,,,,0.000,Z7557,,1,Z5423,97,9,,20
2020837558,20LA00211,72,6,83,3,N,N,Z2776,,,,0.000,Z7558,,1,Z5423,97,9,,20
2020837559,20LA00212,72,5,83,1,Y,Y,Z6225,,,,0.000,Z7559,,2,K5180,0,5,,20
2020510357,20LA00213,73,2,51,1,Y,Y,A0437,,,,0.000,M0357,,2,L0000,LP,5,US70200437,20
D202093171,20LA00214,73,1,,1,N,N,H9317,44,73,1,,,,2,M0031,,1,,20
2020060758,20LA00215,73,1,06,1,N,N,H9240,,0,,0.030,A0758,,1,A0273,30,9,,20
2020060759,20LA00216,73,1,06,2,N,N,H9240,85,110,6,0.030,A0759,,2,A0273,30,9,,20
2020060760,20LA00217,73,1,06,3,N,N,H9240,,,,0.030,A0760,,1,A0273,30,9,,20
D202023381,20LA00218,73,5,,1,N,N,L2338,44,73,1,0.000,,,2,L0000,,1,US70202338,20
2020702471,20LA00219,73,5,70,1,N,N,L2188,,,,0.012,L2471,,1,L2036,PC,8,,20
2020702472,20LA00220,73,5,70,2,N,N,L2188,,0,,0.012,L2472,,1,L2036,PC,8,,20
D202052791,20LA00221,73,1,,1,Y,Y,K5279,27,73,0,0.000,,,2,L0000,,0,US70205279,20
2020510358,20LA00222,73,1,51,1,Y,Y,A0435,93,73,3,0.000,M0358,,2,L0000,LP,8,US70200435,20
2020510359,20LA00223,73,1,51,2,Y,Y,A0435,1,151,6,0.000,M0359,,2,L0000,LP,8,US70200435,20
