PREDICTEDID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT,CUT_NML,DAM,CAUSE,DAYDIS,DISP,INBRL,LAMB,LINE,SEX,SIRE,STM,TB,US,YR
2011700506,11LA02023,92,5,70,1,N,N,X9064,,,,0.008,L0506,,2,X7303,PC,5,,11
2011118687,11LA02024,92,1,11,1,Y,Y,R7361,,,,0.017,R8687,,3,R7690,7,5,,11
2011500145,11LA02025,92,1,50,1,Y,Y,H5836,,,,0.000,Y0145,,3,X0000,0,5,US82115836,11
2011056700,11LA02026,92,2,05,1,N,N,H2824,23,112,6,0.000,H6700,,2,H6528,30,8,,11
2011056701,11LA02027,92,1,05,2,N,N,H2824,,,,0.000,H6701,,2,H6528,30,8,,11
2011830345,11LA02028,92,1,83,1,Y,Y,H3174,,,,0.000,Z0345,,3,K0000,33,5,US64113174,11
2011056702,11LA02029,92,1,05,1,N,N,H2439,42,114,6,0.027,H6702,,2,H4663,30,9,,11
2011056703,11LA02030,92,1,05,2,N,N,H2439,,,,0.027,H6703,,1,H4663,30,9,,11
2011056704,11LA02031,92,1,05,3,N,N,H2439,,,,0.027,H6704,,2,H4663,30,9,,11
2011118688,11LA02032,92,1,11,1,N,N,R6436,,,,0.042,R8688,,2,R7912,7,8,,11
2011118689,11LA02033,92,1,11,2,N,N,R6436,,,,0.042,R8689,,1,R7912,7,8,,11
2011830346,11LA02034,92,5,83,1,Y,Y,H2625,93,161,3,0.000,Z0346,,3,X0000,0,8,US82112625,11
2011830347,11LA02035,92,5,83,2,Y,Y,H2625,93,161,3,0.000,Z0347,,3,X0000,0,8,US82112625,11
2011118690,11LA02036,92,1,11,1,Y,Y,R7714,,,,0.016,R8690,,3,R7690,7,5,,11
2011830348,11LA02037,92,1,83,1,Y,Y,R7439,,,,0.000,Z0348,,2,20333,R3,8,,11
2011830349,11LA02038,92,1,83,2,Y,Y,R7439,1,119,6,0.000,Z0349,,2,20333,R3,8,,11
2011056705,11LA02039,92,1,05,1,N,N,H1608,,,,0.047,H6705,,1,H5142,30,9,,11
2011056706,11LA02040,92,1,05,2,N,N,H1608,,,,0.047,H6706,,2,H5142,30,9,,11
2011056707,11LA02041,92,1,05,3,N,N,H1608,23,109,6,0.047,H6707,,1,H5142,30,9,,11
2011056708,11LA02042,92,1,05,1,N,N,H2855,85,123,6,0.000,H6708,,2,H6533,30,9,,11
2011056709,11LA02043,92,1,05,2,N,N,H2855,,,,0.000,H6709,,2,H6533,30,9,,11
2011056710,11LA02044,92,1,05,3,N,N,H2855,97,198,7,0.000,H6710,,2,H6533,30,9,,11
2011056711,11LA02045,92,1,05,1,Y,Y,H4429,23,98,6,0.024,H6711,,3,H4806,30,8,,11
2011056712,11LA02046,92,1,05,2,Y,Y,H4429,,,,0.024,H6712,,2,H4806,30,8,,11
2011056713,11LA02047,92,1,05,1,N,N,H3467,,,,0.000,H6713,,2,H6531,30,8,,11
2011056714,11LA02048,92,1,05,2,N,N,H3467,,,,0.000,H6714,,2,H6531,30,8,,11
2011700507,11LA02049,92,2,70,1,N,N,X8494,,,,0.011,L0507,,2,X7237,PC,5,,11
2011644838,11LA02050,92,1,64,1,N,N,K3976,,,,0.041,K4838,,1,K4312,6,8,,11
2011644839,11LA02051,92,1,64,2,N,N,K3976,,,,0.041,K4839,,2,K4312,6,8,,11
2011830350,11LA02052,92,5,83,1,N,N,X5912,,,,0.172,Z0350,,1,K4737,CS,8,,11
2011830351,11LA02053,92,5,83,2,N,N,X5912,,,,0.172,Z0351,,2,K4737,CS,8,,11
2011056715,11LA02054,92,1,05,1,Y,Y,H5780,19,119,6,0.054,H6715,,3,H5434,30,5,,11
2011056716,11LA02055,92,1,05,1,N,N,H3122,,,,0.067,H6716,,1,H4723,30,8,,11
2011056717,11LA02056,92,1,05,2,N,N,H3122,10,133,6,0.067,H6717,,2,H4723,30,8,,11
2011118691,11LA02057,92,1,11,1,N,N,R5919,,,,0.000,R8691,,2,R8644,7,9,,11
2011118692,11LA02058,92,2,11,2,N,N,R5919,,,,0.000,R8692,,2,R8644,7,9,,11
2011118693,11LA02059,92,2,11,3,N,N,R5919,23,99,6,0.000,R8693,,1,R8644,7,9,,11
2011500146,11LA02060,92,1,50,1,Y,Y,X8127,,,,0.000,Y0146,,3,X0000,0,5,US82118127,11
2011454060,11LA02061,92,1,45,1,Y,Y,T2552,,,,0.071,T4060,,2,T2734,2,8,,11
2011454061,11LA02062,92,1,45,2,Y,Y,T2552,23,117,6,0.022,T4061,,3,T2734,2,8,,11
2011500147,11LA02063,92,5,50,1,Y,Y,X7941,,,,0.000,Y0147,,3,X0000,0,8,US82117941,11
2011500148,11LA02064,92,5,50,2,Y,Y,X7941,,,,0.000,Y0148,,3,X0000,0,8,US82117941,11
2011830352,11LA02065,92,5,83,1,Y,Y,T3470,,,,0.000,Z0352,,3,,0,5,,11
2011056718,11LA02066,92,1,05,1,Y,Y,H4110,97,198,7,0.000,H6718,,2,H6528,30,5,,11
2011056719,11LA02067,93,1,05,1,Y,Y,H4441,,,,0.031,H6719,,3,H5110,30,5,,11
2011454062,11LA02068,93,1,45,1,N,N,T0801,93,93,3,0.026,T4062,,3,T1926,2,9,,11
2011454063,11LA02069,93,1,45,2,N,N,T0801,,,,0.026,T4063,,2,T1926,2,9,,11
2011454064,11LA02070,93,1,45,3,N,N,T0801,80,98,6,0.026,T4064,,3,T1926,2,9,,11
2011500149,11LA02071,93,1,50,1,Y,Y,X9407,,,,0.000,Y0149,,3,X0000,0,8,US82119407,11
2011500150,11LA02072,93,1,50,2,Y,Y,X9407,93,93,3,0.000,Y0150,,2,X0000,0,8,US82119407,11
2011056720,11LA02073,93,1,05,1,Y,Y,H5706,,,,0.011,H6720,,2,H5154,30,8,,11
2011056721,11LA02074,93,1,05,2,Y,Y,H5706,97,199,7,0.011,H6721,,2,H5154,30,8,,11
2011118694,11LA02075,93,1,11,1,N,N,R5854,,,,0.000,R8694,,1,R8640,7,8,,11
2011118695,11LA02076,93,1,11,2,N,N,R5854,,,,0.000,R8695,,1,R8640,7,8,,11
2011830353,11LA02077,93,5,83,1,Y,Y,T3231,,,,0.000,Z0353,,2,,0,5,,11
2011500151,11LA02078,93,1,50,1,Y,Y,X9062,,,,0.000,Y0151,,2,K0000,0,8,US64119062,11
2011500152,11LA02079,93,1,50,2,Y,Y,X9062,,,,0.000,Y0152,,3,K0000,0,8,US64119062,11
2011500153,11LA02080,93,1,50,1,Y,Y,H5186,,,,0.000,Y0153,,2,X0000,0,8,US82115186,11
2011500154,11LA02081,93,5,50,2,Y,Y,H5186,97,199,7,0.000,Y0154,,2,X0000,0,8,US82115186,11
2011830354,11LA02082,93,1,83,1,Y,Y,R5736,,,,0.000,Z0354,,2,20075,R3,8,,11
2011830355,11LA02083,93,1,83,2,Y,Y,R5736,,,,0.000,Z0355,,2,20075,R3,8,,11
2011830356,11LA02084,93,5,83,1,N,N,X2500,,,,0.000,Z0356,,1,K4233,CS,8,,11
2011830357,11LA02085,93,5,83,2,N,N,X2500,,,,0.000,Z0357,,1,K4233,CS,8,,11
2011056722,11LA02086,93,1,05,1,N,N,H2210,23,96,6,0.026,H6722,,3,H4663,30,9,,11
2011056723,11LA02087,93,1,05,2,N,N,H2210,,,,0.026,H6723,,2,H4663,30,9,,11
2011056724,11LA02088,93,1,05,3,N,N,H2210,97,199,7,0.026,H6724,,2,H4663,30,9,,11
2011118696,11LA02089,93,1,11,1,Y,Y,R7880,,,,0.000,R8696,,3,R8643,7,8,,11
2011118697,11LA02090,93,1,11,2,Y,Y,R7880,,,,0.000,R8697,,2,R8643,7,8,,11
2011056725,11LA02091,93,1,05,1,N,N,H3458,23,99,6,0.000,H6725,,2,H6528,30,9,,11
2011056726,11LA02092,93,1,05,2,N,N,H3458,,,,0.000,H6726,,2,H6528,30,9,,11
2011056727,11LA02093,93,1,05,3,N,N,H3458,,,,0.000,H6727,,2,H6528,30,9,,11
2011454065,11LA02094,93,1,45,1,N,N,T0924,,,,0.038,T4065,,2,T2482,2,5,,11
2011056728,11LA02095,93,1,05,1,Y,Y,H5194,,,,0.000,H6728,,3,H6529,30,8,,11
2011056729,11LA02096,93,1,05,2,Y,Y,H5194,,,,0.000,H6729,,2,H6529,30,8,,11
2011700508,11LA02097,93,5,70,1,N,N,X7688,,,,0.001,L0508,,1,X7276,PC,8,,11
2011700509,11LA02098,93,5,70,2,N,N,X7688,97,199,7,0.001,L0509,,1,X7276,PC,8,,11
2011118698,11LA02099,93,1,11,1,N,N,R5660,,,,0.025,R8698,,1,R7690,7,9,,11
2011118699,11LA02100,93,1,11,2,N,N,R5660,86,94,6,0.025,R8699,,2,R7690,7,9,,11
2011118700,11LA02101,93,2,11,3,N,N,R5660,93,95,3,0.025,R8700,,2,R7690,7,9,,11
2011500155,11LA02102,93,5,50,1,Y,Y,R7588,,,,0.000,Y0155,,2,X0000,0,5,US82117588,11
2011118701,11LA02103,93,1,11,1,Y,Y,R7383,,,,0.000,R8701,,3,R8641,7,5,,11
2011830358,11LA02104,93,1,83,1,Y,Y,R6394,,,,0.000,Z0358,,2,20010,R3,5,,11
2011056730,11LA02105,93,1,05,1,N,N,H3051,,,,0.000,H6730,,3,H6529,30,8,,11
2011056731,11LA02106,93,1,05,2,N,N,H3051,23,105,6,0.000,H6731,,1,H6529,30,8,,11
2011056732,11LA02107,93,2,05,1,Y,Y,H4584,1,124,6,0.000,H6732,,3,H6531,30,9,,11
2011056733,11LA02108,93,1,05,2,Y,Y,H4584,,,,0.000,H6733,,3,H6531,30,9,,11
2011056734,11LA02109,93,1,05,3,Y,Y,H4584,,,,0.000,H6734,,2,H6531,30,9,,11
2011454066,11LA02110,93,1,45,1,N,N,T0291,,,,0.035,T4066,,1,T1926,2,8,,11
2011454067,11LA02111,93,1,45,2,N,N,T0291,89,95,6,0.035,T4067,,1,T1926,2,8,,11
2011830359,11LA02112,93,1,83,1,Y,Y,R6298,,,,0.000,Z0359,,2,20345,R3,9,,11
2011830360,11LA02113,93,2,83,2,Y,Y,R6298,,,,0.000,Z0360,,2,20345,R3,9,,11
2011830361,11LA02114,93,1,83,3,Y,Y,R6298,,,,0.000,Z0361,,2,20345,R3,9,,11
2011500156,11LA02115,93,1,50,1,Y,Y,X7918,,,,0.000,Y0156,,3,K0000,0,8,US64117918,11
2011500157,11LA02116,93,1,50,2,Y,Y,X7918,,,,0.000,Y0157,,3,K0000,0,8,US64117918,11
2011056735,11LA02117,93,1,05,1,N,N,H1822,,,,0.034,H6735,,1,H4806,30,9,,11
2011056736,11LA02118,93,1,05,2,N,N,H1822,,,,0.034,H6736,,1,H4806,30,9,,11
2011056737,11LA02119,93,1,05,3,N,N,H1822,19,102,6,0.034,H6737,,2,H4806,30,9,,11
2011500158,11LA02120,93,5,50,1,Y,Y,H4805,14,112,6,0.000,Y0158,,3,X0000,0,8,US82114805,11
2011500159,11LA02121,93,5,50,2,Y,Y,H4805,23,96,6,0.000,Y0159,,3,X0000,0,8,US82114805,11
D201114641,11LA02122,93,5,,1,N,N,T1464,44,93,1,0.019,,,2,T2566,,4,,11
D201114642,11LA02123,93,5,,2,N,N,T1464,44,93,1,0.019,,,2,T2566,,4,,11
2011644840,11LA02124,93,1,64,1,N,N,K3013,,,,0.039,K4840,,1,K4423,6,8,,11
2011644841,11LA02125,93,1,64,2,N,N,K3013,,,,0.039,K4841,,2,K4423,6,8,,11
2011056738,11LA02126,93,1,05,1,N,N,H3002,,,,0.000,H6738,,1,H6534,30,9,,11
2011056739,11LA02127,93,1,05,2,N,N,H3002,,,,0.000,H6739,,2,H6534,30,9,,11
2011056740,11LA02128,93,1,05,3,N,N,H3002,,,,0.000,H6740,,1,H6534,30,9,,11
2011830362,11LA02129,93,5,83,1,Y,Y,T3318,,,,0.000,Z0362,,3,,0,5,,11
2011454068,11LA02130,93,1,45,1,Y,Y,T2168,,,,0.037,T4068,,1,T1926,2,8,,11
2011454069,11LA02131,93,1,45,2,Y,Y,T2168,93,98,3,0.037,T4069,,2,T1926,2,8,,11
2011056741,11LA02132,93,1,05,1,N,N,H3528,,,,0.050,H6741,,2,H4723,30,8,,11
2011056742,11LA02133,93,1,05,2,N,N,H3528,,,,0.050,H6742,,1,H4723,30,8,,11
2011500161,11LA02134,93,1,50,1,Y,Y,H4767,,,,0.000,Y0161,,2,K0000,0,8,US64114767,11
2011500162,11LA02135,93,1,50,2,Y,Y,H4767,,,,0.000,Y0162,,2,K0000,0,8,US64114767,11
2011830363,11LA02136,93,1,83,1,Y,Y,R4265,,,,0.000,Z0363,,3,20538,R3,5,,11
2011830364,11LA02137,93,1,83,1,Y,Y,R7967,,,,0.000,Z0364,,2,20538,R3,8,,11
2011830365,11LA02138,93,1,83,2,Y,Y,R7967,,,,0.000,Z0365,,3,20538,R3,8,,11
2011056743,11LA02139,93,1,05,1,Y,Y,H4936,,,,0.054,H6743,,2,H4723,30,8,,11
2011056744,11LA02140,93,1,05,2,Y,Y,H4936,,,,0.054,H6744,,3,H4723,30,8,,11
2011056745,11LA02141,93,1,05,1,N,N,H3694,,,,0.027,H6745,,1,H5136,30,8,,11
2011056746,11LA02142,93,1,05,2,N,N,H3694,,,,0.027,H6746,,2,H5136,30,8,,11
2011118702,11LA02143,93,1,11,1,Y,Y,R7211,,,,0.000,R8702,,1,R8643,7,5,,11
2011700510,11LA02144,93,5,70,1,N,N,X8732,83,107,6,0.008,L0510,,1,X7303,PC,5,,11
2011056747,11LA02145,93,1,05,1,Y,Y,H4840,,,,0.000,H6747,,2,H6534,30,8,,11
2011056748,11LA02146,93,1,05,2,Y,Y,H4840,,,,0.000,H6748,,3,H6534,30,8,,11
2011056749,11LA02147,93,1,05,1,Y,Y,H4490,23,108,6,0.000,H6749,,2,H6529,30,9,,11
2011056750,11LA02148,93,1,05,2,Y,Y,H4490,23,117,6,0.000,H6750,,3,H6529,30,9,,11
2011056751,11LA02149,93,1,05,3,Y,Y,H4490,,,,0.000,H6751,,2,H6529,30,9,,11
2011500163,11LA02150,93,1,50,1,Y,Y,H5336,,,,0.000,Y0163,,3,K0000,0,8,US64115336,11
2011500164,11LA02151,93,1,50,2,Y,Y,H5336,,,,0.000,Y0164,,3,K0000,0,8,US64115336,11
2011500165,11LA02152,93,5,50,1,Y,Y,H4823,,,,0.000,Y0165,,2,X0000,0,9,US82114823,11
2011500166,11LA02153,93,5,50,2,Y,Y,H4823,23,105,6,0.000,Y0166,,2,X0000,0,9,US82114823,11
2011500167,11LA02154,93,5,50,3,Y,Y,H4823,,,,0.000,Y0167,,2,X0000,0,9,US82114823,11
2011118703,11LA02155,93,1,11,1,Y,Y,R7764,,,,0.000,R8703,,2,R8642,7,5,,11
D201150941,11LA02156,93,1,,1,N,N,R5094,44,93,1,0.036,,,2,R7654,,4,,11
D201150942,11LA02157,93,1,,2,N,N,R5094,44,93,1,0.036,,,1,R7654,,4,,11
2011500168,11LA02158,93,1,50,1,Y,Y,H6119,97,123,7,0.000,Y0168,,3,X0000,0,8,US82116119,11
2011500169,11LA02159,93,2,50,2,Y,Y,H6119,,,,0.000,Y0169,,3,X0000,0,8,US82116119,11
2011830366,11LA02160,93,8,83,1,Y,Y,X8736,29,94,6,0.250,Z0366,,2,X5886,0,5,,11
2011830367,11LA02161,93,5,83,1,N,N,K3381,,,,0.000,Z0367,,2,X5140,SC,8,,11
2011830368,11LA02162,93,5,83,2,N,N,K3381,,,,0.000,Z0368,,1,X5140,SC,8,,11
2011830369,11LA02163,93,1,83,1,Y,Y,R4384,,,,0.000,Z0369,,2,20345,R3,5,,11
2011056752,11LA02164,93,1,05,1,N,N,H3070,,,,0.025,H6752,,2,H5136,30,8,,11
2011056753,11LA02165,93,1,05,2,N,N,H3070,,,,0.025,H6753,,1,H5136,30,8,,11
2011056754,11LA02166,93,1,05,1,Y,Y,H5399,,,,0.022,H6754,,2,H5136,30,8,,11
2011056755,11LA02167,93,1,05,2,Y,Y,H5399,,,,0.022,H6755,,2,H5136,30,8,,11
2011056756,11LA02168,93,1,05,1,Y,Y,H5856,,,,0.047,H6756,,3,H5154,30,8,,11
2011056757,11LA02169,93,1,05,2,Y,Y,H5856,,,,0.047,H6757,,3,H5154,30,8,,11
2011056758,11LA02170,93,1,05,1,Y,Y,H4554,54,103,6,0.000,H6758,,3,H6529,30,9,,11
2011056759,11LA02171,93,1,05,2,Y,Y,H4554,,,,0.000,H6759,,3,H6529,30,9,,11
2011056760,11LA02172,93,1,05,3,Y,Y,H4554,10,130,6,0.000,H6760,,3,H6529,30,9,,11
2011056761,11LA02173,93,1,05,1,N,N,H2687,,,,0.026,H6761,,2,H4806,30,8,,11
2011056762,11LA02174,93,1,05,2,N,N,H2687,23,101,6,0.026,H6762,,1,H4806,30,8,,11
2011500170,11LA02175,93,2,50,1,Y,Y,R7519,,,,0.000,Y0170,,3,X0000,0,5,US82117519,11
2011700511,11LA02176,93,5,70,1,N,N,X8532,,,,0.002,L0511,,2,X7224,PC,8,,11
2011700512,11LA02177,93,5,70,2,N,N,X8532,93,122,3,0.002,L0512,,2,X7224,PC,8,,11
2011056763,11LA02178,93,1,05,1,Y,Y,H4464,,,,0.000,H6763,,3,H6528,30,5,,11
2011454070,11LA02179,93,1,45,1,Y,Y,T2754,,,,0.014,T4070,,3,T2566,2,8,,11
2011454071,11LA02180,93,1,45,2,Y,Y,T2754,49,113,6,0.014,T4071,,3,T2566,2,8,,11
2011118704,11LA02181,93,2,11,1,Y,Y,R7354,,,,0.000,R8704,,2,R8643,7,9,,11
2011118705,11LA02182,93,2,11,2,Y,Y,R7354,23,99,6,0.000,R8705,,2,R8643,7,9,,11
2011056764,11LA02183,93,1,05,1,Y,Y,H4560,,,,0.000,H6764,,3,H6529,30,7,,11
D201145602,11LA02184,93,9,,2,Y,Y,H4560,44,93,1,0.000,,,1,H6529,,7,,11
2011056765,11LA02185,93,1,05,1,N,N,H3534,97,199,7,0.000,H6765,,2,H6530,30,9,,11
2011056766,11LA02186,93,1,05,2,N,N,H3534,,,,0.000,H6766,,1,H6530,30,9,,11
2011056767,11LA02187,93,1,05,3,N,N,H3534,42,113,6,0.000,H6767,,2,H6530,30,9,,11
2011056768,11LA02188,93,1,05,1,N,N,H3348,,0,,0.000,H6768,,1,H6532,30,9,,11
2011056769,11LA02189,93,1,05,2,N,N,H3348,23,114,6,0.000,H6769,,1,H6532,30,9,,11
2011056770,11LA02190,93,1,05,3,N,N,H3348,,,,0.000,H6770,,2,H6532,30,9,,11
2011056771,11LA02191,93,1,05,1,Y,Y,H4591,,,,0.058,H6771,,2,H5142,30,5,,11
2011056772,11LA02192,94,1,05,1,N,N,H3033,,,,0.000,H6772,,2,H6531,30,8,,11
2011056773,11LA02193,94,1,05,2,N,N,H3033,,,,0.000,H6773,,1,H6531,30,8,,11
2011056774,11LA02194,94,1,05,1,N,N,H1121,23,96,6,0.040,H6774,,1,H5110,30,9,,11
2011056775,11LA02195,94,1,05,2,N,N,H1121,,,,0.040,H6775,,2,H5110,30,9,,11
2011056776,11LA02196,94,1,05,3,N,N,H1121,,,,0.040,H6776,,1,H5110,30,9,,11
2011056777,11LA02197,94,2,05,1,N,N,H2790,,,,0.024,H6777,,1,H5110,30,8,,11
2011056778,11LA02198,94,2,05,2,N,N,H2790,,,,0.024,H6778,,2,H5110,30,8,,11
2011830370,11LA02199,94,5,83,1,N,N,K4192,,,,0.000,Z0370,,1,X7364,SC,8,,11
2011830371,11LA02200,94,5,83,2,N,N,K4192,,,,0.000,Z0371,,1,X7364,SC,8,,11
2011830372,11LA02201,94,5,83,1,N,N,X6689,,,,0.000,Z0372,,1,X7352,S3,8,,11
2011830373,11LA02202,94,5,83,2,N,N,X6689,,,,0.000,Z0373,,2,X7352,S3,8,,11
2011056779,11LA02203,94,1,05,1,Y,Y,H6105,,,,0.024,H6779,,3,H5154,30,8,,11
2011056780,11LA02204,94,1,05,2,Y,Y,H6105,,,,0.024,H6780,,3,H5154,30,8,,11
2011056781,11LA02205,94,1,05,1,Y,Y,H5021,,,,0.052,H6781,,3,H5142,30,8,,11
2011056782,11LA02206,94,1,05,2,Y,Y,H5021,,,,0.052,H6782,,3,H5142,30,8,,11
2011056783,11LA02207,94,1,05,1,N,N,H3350,97,199,7,0.023,H6783,,2,H5136,30,9,,11
2011056784,11LA02208,94,1,05,2,N,N,H3350,14,122,6,0.023,H6784,,2,H5136,30,9,,11
2011056785,11LA02209,94,1,05,3,N,N,H3350,,,,0.023,H6785,,2,H5136,30,9,,11
2011830374,11LA02210,94,2,83,1,Y,Y,H2429,98,95,6,0.000,Z0374,,3,X0000,0,7,US82112429,11
D201124292,11LA02211,94,5,,2,Y,Y,H2429,44,94,1,0.000,,,1,X0000,,7,US82112429,11
2011118707,11LA02212,94,1,11,1,Y,Y,R7156,,0,,0.033,R8707,,2,R7912,7,8,,11
2011118708,11LA02213,94,1,11,2,Y,Y,R7156,,,,0.033,R8708,,2,R7912,7,8,,11
2011118709,11LA02214,94,1,11,1,Y,Y,R7827,,,,0.000,R8709,,3,R8643,7,8,,11
2011118710,11LA02215,94,1,11,2,Y,Y,R7827,,,,0.000,R8710,,2,R8643,7,8,,11
2011056786,11LA02216,94,1,05,1,N,N,H0495,,,,0.069,H6786,,3,H4723,30,8,,11
2011056787,11LA02217,94,1,05,2,N,N,H0495,14,113,6,0.069,H6787,,1,H4723,30,8,,11
2011056788,11LA02218,94,1,05,1,Y,Y,H4381,23,101,6,0.000,H6788,,3,H6531,30,8,,11
2011056789,11LA02219,94,1,05,2,Y,Y,H4381,,,,0.000,H6789,,2,H6531,30,8,,11
2011454072,11LA02220,94,1,45,1,N,N,T0494,16,114,6,0.029,T4072,,1,T2612,2,8,,11
2011454073,11LA02221,94,1,45,2,N,N,T0494,,,,0.029,T4073,,3,T2612,2,8,,11
2011118711,11LA02222,94,1,11,1,Y,Y,R7755,,,,0.000,R8711,,2,R8643,7,5,,11
2011454074,11LA02223,94,1,45,1,N,N,T1522,,,,0.038,T4074,,2,T2734,2,8,,11
2011454075,11LA02224,94,1,45,2,N,N,T1522,,,,0.038,T4075,,1,T2734,2,8,,11
2011056790,11LA02225,94,1,05,1,N,N,H1683,93,94,3,0.000,H6790,,3,H6529,30,9,,11
2011056791,11LA02226,94,1,05,2,N,N,H1683,23,97,6,0.000,H6791,,2,H6529,30,9,,11
2011056792,11LA02227,94,1,05,3,N,N,H1683,93,94,3,0.000,H6792,,3,H6529,30,9,,11
2011500171,11LA02228,94,2,50,1,Y,Y,X8970,,,,0.000,Y0171,,3,X0000,0,8,US82118970,11
2011500172,11LA02229,94,1,50,2,Y,Y,X8970,,,,0.000,Y0172,,2,X0000,0,8,US82118970,11
2011056793,11LA02230,94,1,05,1,Y,Y,H5961,,,,0.023,H6793,,3,H5183,30,5,,11
2011056794,11LA02231,94,2,05,1,Y,Y,H4368,,,,0.024,H6794,,3,H5136,30,5,,11
2011118712,11LA02232,94,1,11,1,Y,Y,R7980,23,112,6,0.043,R8712,,2,R7654,7,8,,11
2011118713,11LA02233,94,1,11,2,Y,Y,R7980,,,,0.043,R8713,,2,R7654,7,8,,11
D201139541,11LA02234,94,1,,1,N,N,H3954,44,94,1,0.000,,,2,H6529,,7,,11
2011056795,11LA02235,94,1,05,2,N,N,H3954,93,94,3,0.000,H6795,,3,H6529,30,7,,11
2011056796,11LA02236,94,1,05,1,Y,Y,H4029,,,,0.000,H6796,,2,H6528,30,8,,11
2011056797,11LA02237,94,1,05,2,Y,Y,H4029,,,,0.000,H6797,,2,H6528,30,8,,11
2011500173,11LA02238,94,5,50,1,Y,Y,X8076,,,,0.000,Y0173,,2,X0000,0,8,US82118076,11
2011500174,11LA02239,94,5,50,2,Y,Y,X8076,,,,0.000,Y0174,,3,X0000,0,8,US82118076,11
2011830375,11LA02240,94,5,83,1,N,N,K3690,,,,0.000,Z0375,,2,X7486,C3,5,,11
2011056798,11LA02241,94,1,05,1,N,N,H2892,42,125,6,0.026,H6798,,1,H5110,30,9,,11
2011056799,11LA02242,94,2,05,2,N,N,H2892,42,121,6,0.026,H6799,,2,H5110,30,9,,11
2011056800,11LA02243,94,1,05,3,N,N,H2892,42,126,6,0.026,H6800,,2,H5110,30,9,,11
2011454076,11LA02244,94,1,45,1,Y,Y,T2071,97,199,7,0.030,T4076,,2,T2612,2,8,,11
2011454077,11LA02245,94,1,45,2,Y,Y,T2071,,,,0.030,T4077,,1,T2612,2,8,,11
2011830376,11LA02246,94,1,83,1,Y,Y,R6939,,,,0.000,Z0376,,3,20333,R3,8,,11
2011830377,11LA02247,94,1,83,2,Y,Y,R6939,,,,0.000,Z0377,,3,20333,R3,8,,11
2011830378,11LA02248,94,5,83,1,N,N,X8935,,,,0.000,Z0378,,1,K4044,C3,5,,11
2011700513,11LA02249,94,5,70,1,N,N,X8545,,,,0.018,L0513,,2,X7605,PC,5,,11
2011056801,11LA02250,94,1,05,1,Y,Y,H3898,,,,0.027,H6801,,3,H5136,30,8,,11
2011056802,11LA02251,94,1,05,2,Y,Y,H3898,,,,0.027,H6802,,3,H5136,30,8,,11
2011644842,11LA02252,94,1,64,1,N,N,K4591,,,,0.016,K4842,,2,K4233,6,5,,11
2011500175,11LA02253,94,1,50,1,Y,Y,H5262,,,,0.000,Y0175,,3,K0000,0,8,US64115262,11
2011500176,11LA02254,94,1,50,2,Y,Y,H5262,,,,0.000,Y0176,,2,K0000,0,8,US64115262,11
2011830379,11LA02255,94,5,83,1,Y,Y,T3427,,,,0.000,Z0379,,3,,0,5,,11
2011118714,11LA02256,94,1,11,1,N,N,R6447,,,,0.000,R8714,,2,R8646,7,8,,11
2011118715,11LA02257,94,2,11,2,N,N,R6447,,,,0.000,R8715,,1,R8646,7,8,,11
2011056803,11LA02258,94,1,05,1,Y,Y,H5251,,,,0.043,H6803,,2,H4663,30,9,,11
2011056804,11LA02259,94,1,05,2,Y,Y,H5251,23,96,6,0.043,H6804,,3,H4663,30,9,,11
2011056805,11LA02260,94,1,05,3,Y,Y,H5251,,,,0.043,H6805,,3,H4663,30,9,,11
2011056806,11LA02261,94,1,05,1,N,N,H0780,98,106,6,0.000,H6806,,1,H6533,30,9,,11
2011056807,11LA02262,94,1,05,2,N,N,H0780,,,,0.000,H6807,,2,H6533,30,9,,11
2011056808,11LA02263,94,1,05,3,N,N,H0780,,,,0.000,H6808,,2,H6533,30,9,,11
2011118716,11LA02264,94,1,11,1,N,N,R5170,,,,0.000,R8716,,2,R8639,7,5,,11
2011056809,11LA02265,94,1,05,1,Y,Y,H4486,,,,0.029,H6809,,3,H4806,30,8,,11
2011056810,11LA02266,94,1,05,2,Y,Y,H4486,,,,0.029,H6810,,3,H4806,30,8,,11
2011118717,11LA02267,94,1,11,1,N,N,R7374,,,,0.000,R8717,,2,R8640,7,8,,11
2011118718,11LA02268,94,1,11,2,N,N,R7374,,,,0.000,R8718,,2,R8640,7,8,,11
2011500177,11LA02269,94,5,50,1,Y,Y,X9218,,,,0.000,Y0177,,3,X0000,0,5,US82119218,11
2011056811,11LA02270,94,1,05,1,N,N,H0896,,,,0.030,H6811,,2,H5110,30,3,,11
2011056812,11LA02271,94,1,05,2,N,N,H0896,,,,0.030,H6812,,1,H5110,30,3,,11
2011056813,11LA02272,94,1,05,3,N,N,H0896,93,94,3,0.030,H6813,,2,H5110,30,3,,11
2011056814,11LA02273,94,1,05,4,N,N,H0896,93,94,3,0.030,H6814,,3,H5110,30,3,,11
2011056815,11LA02274,94,1,05,1,N,N,H1312,,,,0.025,H6815,,1,H4806,30,9,,11
2011056816,11LA02275,94,1,05,2,N,N,H1312,,,,0.025,H6816,,1,H4806,30,9,,11
2011056817,11LA02276,94,1,05,3,N,N,H1312,23,105,6,0.025,H6817,,3,H4806,30,9,,11
