ID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT_NML,CAUSE,DAYDIS,DISP,INBRL,LINE,SEX,STM,TB,PREFERREDDAM,PREFERREDSIRE,YR
D201328781,13LA00451,77,1,,1,N,42,77,6,0.049,,2,,5,2010452878,2010453138,13
D201375561,13LA00507,77,1,,1,Y,27,77,0,0.033,,2,,2,2012057556,2011007410,13
D201375562,13LA00508,77,1,,2,Y,27,77,0,0.033,,1,,2,2012057556,2011007410,13
D201333631,13LA00515,77,1,,1,N,44,77,1,0.030,,2,,1,2010453363,2010453164,13
D201306292,13LA00569,78,5,,2,N,44,78,1,0.006,,1,,7,2012700629,2011700524,13
D201386002,13LA00576,78,5,,2,Y,27,78,0,0.000,,1,,6,2010118600,US82128600,13
D201305881,13LA00596,78,1,,1,N,27,78,0,0.005,,2,,2,2012700588,US70130588,13
D201305882,13LA00597,78,1,,2,N,27,78,0,0.005,,2,,2,2012700588,US70130588,13
D201342121,13LA00700,80,1,,1,N,27,80,0,0.064,,2,,0,2012454212,2011453862,13
D201363492,13LA00705,80,1,,2,N,44,80,1,0.033,,2,,7,2010056349,2009006533,13
D201309891,13LA00707,80,1,,1,N,27,80,0,0.016,,2,,0,2012830989,US83130989,13
D201323473,13LA00748,80,1,,3,N,44,80,1,0.055,,1,,9,2009452347,2010453164,13
D201338832,13LA00783,81,1,,2,N,27,81,0,0.036,,1,,9,2011453883,2012454240,13
D201338833,13LA00784,81,1,,3,N,27,81,0,0.036,,1,,9,2011453883,2012454240,13
D201377351,13LA00883,81,5,,1,N,44,81,1,0.006,,2,,4,2009827735,2009827402,13
D201377352,13LA00884,81,5,,2,N,44,81,1,0.006,,2,,4,2009827735,2009827402,13
D201308011,13LA01007,82,1,,1,N,44,82,1,0.026,,1,,1,2006450801,2007451615,13
D201312743,13LA01057,82,1,,3,N,44,82,1,0.028,,1,,9,2007451274,2008451982,13
D201312831,13LA01063,82,5,,1,Y,27,82,0,0.000,,2,,0,2012831283,2011830785,13
D201315251,13LA01098,83,1,,1,N,44,83,1,0.031,,2,,9,2005051525,2008053858,13
D201301982,13LA01124,83,5,,2,N,44,83,1,0.007,,1,,7,2010700198,2010700165,13
D201375831,13LA01156,83,1,,1,Y,27,83,0,0.044,,2,,2,2012057583,2010055934,13
D201375832,13LA01157,83,1,,2,Y,27,83,0,0.044,,2,,2,2012057583,2010055934,13
D201313592,13LA01190,83,1,,2,N,44,83,1,0.040,,2,,7,2007451359,2008452224,13
D201306201,13LA01220,84,,,1,N,27,84,0,0.006,,,,0,2012700620,US70130620,13
D201375052,13LA01286,84,1,,2,Y,44,84,1,0.031,,2,,7,2012057505,2010055936,13
D201323542,13LA01300,84,1,,2,N,44,84,1,0.000,,2,,7,2006052354,2008053872,13
D201312751,13LA01340,84,1,,1,N,44,84,1,0.031,,2,,1,2012831275,US83131275,13
D201338762,13LA01344,84,1,,2,N,44,84,1,0.056,,2,,7,2011453876,2010453264,13
D201303321,13LA01351,84,5,,1,N,44,84,1,0.008,,2,,1,2011830332,US83130332,13
D201338042,13LA01353,84,1,,2,N,44,84,1,0.044,,2,,7,2011453804,2012454524,13
D201325572,13LA01368,85,1,,2,N,44,85,1,0.031,,1,,7,2009452557,US45102557,13
D201349062,13LA01421,85,1,,2,N,44,85,1,0.043,,2,,7,2012644906,2010644648,13
D201346461,13LA01455,85,1,,1,N,27,85,0,0.042,,1,,0,2012454646,US45134646,13
D201312091,13LA01456,85,1,,1,N,27,85,0,0.008,,2,,0,2012831209,US83131209,13
D201360622,13LA01496,85,1,,2,Y,44,85,1,0.031,,2,,9,2010056062,2011056969,13
D201378122,13LA01568,86,1,,2,Y,44,86,1,0.000,,2,,7,2009117812,US82117812,13
D201360241,13LA01624,86,1,,1,N,44,86,1,0.021,,2,,4,2010056024,2009055285,13
D201360242,13LA01625,86,1,,2,N,44,86,1,0.021,,1,,4,2010056024,2009055285,13
D201323261,13LA01636,86,5,,1,N,44,86,1,0.000,,2,,7,2005822326,2008826539,13
D201380493,13LA01646,86,1,,3,Y,44,86,1,0.000,,2,,9,2009828049,US82108049,13
D201389931,13LA01816,87,1,,1,Y,44,87,1,0.013,,1,,1,2011118993,US11138993,13
D201338832,13LA01845,87,1,,2,N,44,87,1,0.026,,2,,7,2007643883,2008644272,13
D201334622,13LA01912,88,1,,2,N,27,88,0,0.000,,,,6,2005643462,US82103462,13
D201338653,13LA01917,88,1,,3,N,44,88,1,0.034,,1,,9,2011453865,2010453264,13
D201388881,13LA01954,88,1,,1,Y,44,88,1,0.000,,2,,1,2011118888,US64148888,13
D201323832,13LA01971,88,1,,2,N,44,88,1,0.027,,2,,7,2009452383,2010453205,13
D201357302,13LA01975,88,1,,2,N,27,88,0,0.023,,1,,6,2010055730,2009055183,13
D201346832,13LA01990,88,5,,2,N,44,88,1,0.000,,1,,7,2010644683,2007644044,13
D201358422,13LA02002,88,,,2,N,44,88,1,0.033,,1,,7,2010055842,2009055285,13
D201392541,13LA02024,88,1,,1,Y,44,88,1,0.025,,2,,1,2012119254,2011118988,13
D201312911,13LA02027,88,5,,1,N,27,88,0,0.002,,2,,0,2012831291,US83131291,13
D201352622,13LA02059,88,1,,2,Y,44,88,1,0.000,,1,,7,2009055262,US64105262,13
D201350432,13LA02074,89,5,,2,Y,44,89,1,0.000,,1,,7,2009055043,US82105043,13
D201373354,13LA02087,89,1,,4,Y,44,89,1,0.051,,2,,3,2011057335,2011057199,13
D201376872,13LA02089,89,5,,2,Y,44,89,1,0.000,,1,,7,2009827687,US82107687,13
D201352313,13LA02102,89,1,,3,Y,44,89,1,0.028,,2,,9,2009055231,2008054337,13
D201366211,13LA02114,89,1,,1,N,44,89,1,0.037,,1,,4,2011056621,2010056258,13
D201366212,13LA02115,89,1,,2,N,44,89,1,0.037,,2,,4,2011056621,2010056258,13
D201303192,13LA02140,89,2,,2,N,44,89,1,0.010,,2,,7,2011830319,2009827416,13
D201322961,13LA02177,89,1,,1,N,44,89,1,0.031,,1,,7,2008452296,2007451486,13
D201385401,13LA02193,89,5,,1,Y,44,89,1,0.000,,1,,7,2010118540,US82128540,13
D201305901,13LA02214,89,5,,1,Y,44,89,1,0.000,,2,,7,2011830590,US82130590,13
D201339372,13LA02228,89,1,,2,N,44,89,1,0.018,,1,,7,2007643937,2008826025,13
D201356683,13LA02233,90,1,,3,N,44,90,1,0.022,,1,,9,2010055668,2009055285,13
D201342361,13LA02280,90,1,,1,N,44,90,1,0.000,,2,,6,2008644236,2007116633,13
D201382632,13LA02371,90,5,,2,Y,44,90,1,0.000,,2,,7,2010118263,US82128263,13
D201347743,13LA02409,91,1,,3,Y,44,91,1,0.000,,1,,9,2009054774,US64104774,13
D201333581,13LA02421,91,1,,1,N,44,91,1,0.034,,1,,4,2010453358,2010453033,13
D201333582,13LA02422,91,1,,2,N,44,91,1,0.034,,2,,4,2010453358,2010453033,13
D201369652,13LA02472,91,1,,2,N,44,91,1,0.032,,2,,7,2011056965,2010056005,13
D201341091,13LA02498,92,1,,1,N,44,92,1,0.054,,1,,1,2012454109,2010453214,13
D201341911,13LA02556,92,1,,1,N,44,92,1,0.034,,2,,1,2012454191,2011453862,13
D201313801,13LA02599,93,1,,1,N,44,93,1,0.027,,2,,7,2007451380,2007451615,13
D201342771,13LA02773,94,1,,1,N,44,94,1,0.028,,2,,7,2008054277,2008053872,13
D201342362,13LA02795,94,,,2,N,27,94,0,0.000,,,,6,2008644236,2007116633,13
D201356223,13LA02805,94,5,,3,Y,44,94,1,0.000,,2,,9,2010055622,US82115622,13
D201380312,13LA02859,94,,,2,Y,27,94,0,0.000,,,,6,2009118031,US82118031,13
D201364752,13LA02949,95,1,,2,N,44,95,1,0.032,,2,,9,2006116475,2008000292,13
D201362012,13LA02964,95,2,,2,N,44,95,1,0.019,,2,,7,2006116201,2007000390,13
D201341461,13LA02965,95,1,,1,N,27,95,0,0.032,,2,,0,2012454146,US45134146,13
D201347763,13LA02968,95,1,,3,N,44,95,1,0.032,,1,,9,2009054776,2008053967,13
D201361193,13LA02978,95,1,,3,Y,44,95,1,0.000,,2,,9,2010056119,US82116119,13
D201363062,13LA03103,97,1,,2,N,44,97,1,0.023,,1,,7,2006116306,2007000371,13
D201337271,13LA03189,97,1,,1,Y,44,97,1,0.027,,1,,9,2007053727,2008053779,13
D201337273,13LA03191,97,1,,3,Y,44,97,1,0.027,,2,,9,2007053727,2008053779,13
D201307001,13LA03236,98,2,,1,Y,44,98,1,0.000,,1,,7,2011830700,US82130700,13
D201317615,13LA03250,97,1,,5,N,44,97,1,0.028,,2,,3,2005051761,2007000706,13
D201360322,13LA03261,98,1,,2,N,44,98,1,0.022,,1,,9,2010056032,2009055285,13
D201325942,13LA03315,99,5,,2,N,44,99,1,0.000,,1,,7,2009452594,US45102594,13
D201353192,13LA03509,103,,,2,Y,27,102,0,0.000,,1,,9,2009055319,US82105319,13
D201353193,13LA03510,103,,,3,Y,27,102,0,0.000,,1,,9,2009055319,US82105319,13
D201309372,13LA03542,104,,,2,N,44,104,1,0.013,,2,,7,2012700937,2011700524,13
D201341161,13LA03594,108,1,,1,N,44,107,1,0.045,,1,,1,2012454116,US45134116,13
D201365631,13LA03671,112,7,,1,Y,44,112,1,0.000,,2,,7,2006116563,2008117243,13
D201392261,13LA03698,116,1,,1,Y,44,116,1,0.023,,1,,1,2012119226,2012119194,13
D201305661,13LA03709,117,5,,1,Y,44,117,1,0.000,,2,,1,2011830566,US82120566,13
D201392931,13LA03718,118,1,,1,Y,27,118,0,0.032,,2,,0,2012119293,2012119205,13
D201313351,13LA03722,120,5,,1,Y,27,120,0,0.000,,2,,2,2012831335,US82141335,13
D201313352,13LA03723,120,5,,2,Y,27,120,0,0.000,,2,,2,2012831335,US82141335,13
D201330221,13LA03725,124,1,,1,Y,44,124,1,0.000,,2,,9,2007053022,2008644327,13
D201345601,13LA03786,129,1,,1,Y,44,129,1,0.000,,2,,9,2008054560,2008054386,13
D201345602,13LA03787,129,1,,2,Y,44,129,1,0.000,,1,,9,2008054560,2008054386,13
D201345603,13LA03788,129,1,,3,Y,44,129,1,0.000,,2,,9,2008054560,2008054386,13
D201336221,13LA03814,132,1,,1,Y,27,132,0,0.000,,2,,9,2007053622,2008000965,13
D201321521,13LA03840,135,1,,1,Y,44,135,1,0.000,,2,,1,2005052152,2007000706,13
D201336021,13LA03848,135,5,,1,Y,44,135,1,0.000,,2,,1,2011453602,US45133602,13
D201416041,14LA00001,50,,,1,N,27,50,0,0.050,,,,0,2013831604,2013831702,14
D201415851,14LA00002,55,,,1,N,27,55,0,0.000,,,,0,2013831585,2013831788,14
D201416111,14LA00003,65,5,,1,N,27,65,0,0.010,,1,,0,2013831611,US83151611,14
D201409931,14LA00004,65,,,1,N,27,65,0,0.003,,,,0,2013700993,US70140993,14
D201414821,14LA00005,66,6,,1,N,27,66,0,0.000,,2,,0,2013831482,2013831788,14
D201418071,14LA00006,67,5,,1,N,27,67,0,0.000,,1,,2,2013831807,US83151807,14
D201418072,14LA00007,67,5,,2,N,27,67,0,0.000,,2,,2,2013831807,US83151807,14
D201403851,14LA00008,68,1,,1,Y,27,68,0,0.000,,2,,9,2011830385,US64130385,14
D201403852,14LA00009,68,1,,2,Y,27,68,0,0.000,,2,,9,2011830385,US64130385,14
D201403853,14LA00010,68,1,,3,Y,27,68,0,0.000,,1,,9,2011830385,US64130385,14
D201458361,14LA00011,68,5,,1,Y,27,68,0,0.000,,1,,0,2010055836,US82115836,14
D201417131,14LA00014,69,5,,1,N,27,69,0,0.002,,2,,2,2013831713,US83141713,14
D201417132,14LA00015,69,5,,2,N,27,69,0,0.002,,2,,2,2013831713,US83141713,14
D201406701,14LA00016,70,5,,1,Y,44,70,1,0.000,,1,,3,2011830670,US82130670,14
D201406702,14LA00017,70,5,,2,Y,44,70,1,0.000,,1,,3,2011830670,US82130670,14
D201406703,14LA00018,70,5,,3,Y,44,70,1,0.000,,1,,3,2011830670,US82130670,14
D201406704,14LA00019,70,5,,4,Y,44,70,1,0.000,,2,,3,2011830670,US82130670,14
D201406051,14LA00020,70,,,1,Y,27,70,0,0.000,,,,0,2011830605,US82120605,14
D201443441,14LA00021,70,,,1,N,27,70,0,0.036,,,,0,2012454344,2011454034,14
D201418391,14LA00023,71,1,,1,N,27,71,0,0.051,,1,,2,2013831839,2013831823,14
D201418392,14LA00024,71,1,,2,N,27,71,0,0.051,,2,,2,2013831839,2013831823,14
D201480051,14LA00025,71,1,,1,Y,27,71,0,0.043,,1,,2,2013058005,2012057424,14
D201480052,14LA00026,71,1,,2,Y,27,71,0,0.043,,2,,2,2013058005,2012057424,14
D201451821,14LA00027,71,1,,1,N,27,71,0,0.050,,2,,0,2013455182,2013454825,14
D201481551,14LA00028,71,1,,1,Y,27,71,0,0.040,,1,,9,2013058155,2013058376,14
D201481552,14LA00029,71,1,,2,Y,27,71,0,0.040,,1,,9,2013058155,2013058376,14
D201481553,14LA00030,71,1,,3,Y,27,71,0,0.040,,2,,9,2013058155,2013058376,14
D201480542,14LA00032,72,1,,2,Y,44,72,1,0.040,,2,,7,2013058054,2012057881,14
D201479581,14LA00034,73,1,,1,Y,27,73,0,0.039,,1,,2,2013057958,US05147958,14
D201479582,14LA00035,73,1,,2,Y,27,73,0,0.039,,2,,2,2013057958,US05147958,14
D201411911,14LA00036,73,1,,1,N,44,73,1,0.004,,1,,4,2013701191,US70141191,14
D201411912,14LA00037,73,5,,2,N,44,73,1,0.004,,2,,4,2013701191,US70141191,14
D201485001,14LA00038,73,1,,1,Y,44,73,1,0.000,,2,,7,2010118500,US64128500,14
D201447832,14LA00042,74,5,,2,N,44,74,1,0.000,,1,,7,2011644783,2012001456,14
D201449511,14LA00043,74,1,,1,N,27,74,0,0.028,,2,,0,2013644951,US64144951,14
D201467552,14LA00045,74,1,,2,N,27,74,0,0.042,,2,,6,2011056755,2010056005,14
D201443091,14LA00046,74,,,1,N,27,74,0,0.036,,,,0,2012454309,US45144309,14
D201414731,14LA00047,74,6,,1,N,44,74,1,0.000,,2,,4,2013831473,2013644939,14
D201414732,14LA00048,74,6,,2,N,44,74,1,0.000,,2,,4,2013831473,2013644939,14
D201411171,14LA00050,75,2,,1,N,27,75,0,0.003,,2,,0,2013701117,US70141117,14
D201473791,14LA00053,75,1,,1,Y,44,75,1,0.000,,2,,4,2011057379,US64137379,14
D201473792,14LA00054,75,1,,2,Y,44,75,1,0.000,,2,,4,2011057379,US64137379,14
D201498351,14LA00056,76,5,,1,Y,27,76,0,0.000,,1,,0,2013119835,2013454776,14
D201479472,14LA00058,76,9,,2,Y,44,76,1,0.047,,1,,7,2013057947,2012057881,14
D201451321,14LA00083,78,1,,1,N,27,78,0,0.051,,2,,2,2013455132,2013454950,14
D201451322,14LA00084,78,1,,2,N,27,78,0,0.051,,1,,2,2013455132,2013454950,14
D201474481,14LA00087,78,1,,1,Y,44,78,1,0.020,,1,,2,2012057448,US05147448,14
D201474482,14LA00088,78,1,,2,Y,27,78,0,0.020,,1,,2,2012057448,US05147448,14
D201410101,14LA00091,78,1,,1,N,27,78,0,0.003,,2,,2,2013701010,2013701441,14
D201410102,14LA00092,78,5,,2,N,27,78,0,0.003,,2,,2,2013701010,2013701441,14
D201437281,14LA00120,79,1,,1,N,44,79,1,0.045,,1,,4,2011453728,US82133728,14
D201437282,14LA00121,79,1,,2,N,44,79,1,0.045,,2,,4,2011453728,US82133728,14
D201468501,14LA00122,79,5,,1,Y,44,79,1,0.000,,1,,4,2011056850,US82126850,14
D201468502,14LA00123,79,5,,2,Y,44,79,1,0.000,,1,,4,2011056850,US82126850,14
D201443171,14LA00152,79,5,,1,N,27,79,0,0.041,,1,,0,2012454317,US45144317,14
D201471333,14LA00165,79,1,,3,Y,44,79,1,0.000,,2,,9,2011057133,US64127133,14
D201436451,14LA00169,79,1,,1,N,44,79,1,0.044,,1,,4,2011453645,2010452922,14
D201436452,14LA00170,79,1,,2,N,44,79,1,0.044,,1,,4,2011453645,2010452922,14
D201472162,14LA00230,80,5,,2,Y,44,80,1,0.000,,1,,9,2011057216,US82137216,14
D201472163,14LA00231,80,5,,3,Y,44,80,1,0.000,,2,,9,2011057216,US82137216,14
D201438983,14LA00235,80,1,,3,N,44,80,1,0.027,,1,,9,2008053898,2008054386,14
D201495761,14LA00238,80,5,,1,Y,44,80,1,0.000,,1,,1,2013119576,2013454950,14
D201417511,14LA00239,80,2,,1,N,44,80,1,0.009,,1,,1,2013831751,US83151751,14
D201408961,14LA00277,81,5,,1,N,44,81,1,0.254,,1,,7,2012700896,2011700476,14
D201490621,14LA00285,81,1,,1,Y,44,81,1,0.000,,2,,9,2010829062,US64119062,14
D201488811,14LA00316,81,5,,1,Y,44,81,1,0.000,,1,,4,2011118881,US82138881,14
D201488812,14LA00317,81,5,,2,Y,44,81,1,0.000,,1,,4,2011118881,US82138881,14
D201416251,14LA00318,81,5,,1,N,44,81,1,0.003,,1,,1,2013831625,US83141625,14
D201490043,14LA00332,82,2,,3,Y,44,82,1,0.000,,2,,9,2010829004,US82119004,14
D201497991,14LA00339,82,5,,1,Y,44,82,1,0.000,,1,,1,2013119799,2011118760,14
D201430531,14LA00363,82,1,,1,N,27,82,0,0.033,,1,,0,2010453053,2010453164,14
D201410001,14LA00373,82,1,,1,N,44,82,1,0.024,,1,,1,2012831000,2010828622,14
D201487182,14LA00379,82,5,,2,Y,27,82,0,0.000,,2,,6,2011118718,US82138718,14
D201402741,14LA00387,82,2,,1,N,44,82,1,0.010,,1,,1,2011700274,2011700495,14
D201411401,14LA00418,82,6,,1,N,44,82,1,0.000,,1,,7,2012831140,2012001455,14
D201481691,14LA00445,83,1,,1,Y,44,83,1,0.038,,1,,1,2013058169,US05148169,14
D201460323,14LA00470,83,1,,3,N,44,83,1,0.038,,1,,9,2010056032,2009055285,14
D201477353,14LA00497,83,1,,3,N,44,83,1,0.032,,1,,9,2012057735,2011057150,14
D201486582,14LA00514,83,1,,2,Y,44,83,1,0.000,,2,,7,2011118658,US82138658,14
D201489931,14LA00530,83,1,,1,Y,44,83,1,0.033,,1,,4,2011118993,US11148993,14
D201489932,14LA00531,83,1,,2,Y,44,83,1,0.033,,2,,4,2011118993,US11148993,14
D201459701,14LA00576,84,5,,1,Y,44,84,1,0.000,,1,,9,2010055970,US82115970,14
D201411481,14LA00646,85,5,,1,N,44,85,1,0.000,,2,,1,2012831148,2012001455,14
D201469913,14LA00665,84,1,,3,N,44,84,1,0.028,,2,,9,2011056991,2010056005,14
D201417741,14LA00694,85,5,,1,N,27,85,0,0.003,,2,,0,2013831774,US83151774,14
D201474942,14LA00709,85,1,,2,N,44,85,1,0.030,,1,,7,2012057494,2011057150,14
D201483161,14LA00710,85,1,,1,Y,44,85,1,0.037,,1,,4,2013058316,US05148316,14
D201483162,14LA00711,85,1,,2,Y,44,85,1,0.037,,2,,4,2013058316,US05148316,14
D201469773,14LA00757,85,1,,3,Y,44,85,1,0.000,,2,,9,2011056977,US64136977,14
D201475263,14LA00797,86,1,,3,N,44,86,1,0.043,,1,,9,2012057526,2011057150,14
D201483392,14LA00803,86,1,,2,N,27,86,0,0.039,,2,,6,2010118339,2009117521,14
D201404761,14LA00818,86,1,,1,Y,27,86,0,0.000,,2,,9,2011830476,US82130476,14
D201466531,14LA00831,86,1,,1,Y,44,86,1,0.000,,1,,9,2011056653,2010056005,14
D201474181,14LA00857,86,1,,1,N,44,86,1,0.026,,1,,7,2012057418,2011057324,14
D201443651,14LA00861,86,1,,1,N,44,86,1,0.042,,1,,9,2012454365,2011453685,14
D201443652,14LA00862,86,1,,2,N,44,86,1,0.042,,1,,9,2012454365,2011453685,14
D201443653,14LA00863,86,1,,3,N,44,86,1,0.042,,1,,9,2012454365,2011453685,14
D201442502,14LA00871,86,1,,2,N,44,86,1,0.029,,1,,7,2012454250,2010453433,14
D201418091,14LA00971,87,2,,1,N,44,87,1,0.000,,1,,4,2013831809,US83141809,14
D201418092,14LA00972,87,5,,2,N,44,87,1,0.000,,2,,4,2013831809,US83141809,14
D201410612,14LA00983,87,1,,2,N,44,87,1,0.079,,2,,7,2012831061,2011830002,14
D201482991,14LA01026,87,5,,1,Y,44,87,1,0.000,,2,,9,2010118299,US82128299,14
D201469213,14LA01067,88,2,,3,Y,44,88,1,0.000,,1,,9,2011056921,US82126921,14
D201458443,14LA01085,88,1,,3,N,44,88,1,0.029,,1,,9,2010055844,2010056478,14
D201424343,14LA01141,88,1,,3,N,44,88,1,0.094,,2,,9,2009452434,2009452718,14
D201477912,14LA01279,89,1,,2,N,44,89,1,0.034,,2,,7,2012057791,2010056039,14
D201425942,14LA01291,89,1,,2,N,44,89,1,0.041,,2,,7,2009452594,US45102594,14
D201494152,14LA01298,89,5,,2,Y,44,89,1,0.000,,1,,7,2010829415,US82119415,14
D201445103,14LA01306,89,1,,3,N,44,89,1,0.019,,1,,9,2009644510,2007643879,14
D201404482,14LA01308,89,5,,2,N,44,89,1,0.011,,1,,7,2011700448,2010700107,14
D201415721,14LA01313,89,1,,1,N,44,89,1,0.006,,2,,1,2013831572,2013831598,14
D201444482,14LA01337,90,1,,2,N,44,90,1,0.026,,1,,7,2008054448,2008054164,14
D201468072,14LA01384,88,5,,2,Y,27,88,0,0.000,,2,,6,2011056807,US82126807,14
D201495013,14LA01391,90,1,,3,Y,44,90,1,0.000,,2,,9,2010829501,US82129501,14
D201444993,14LA01447,91,1,,3,N,44,91,1,0.024,,1,,9,2008054499,2007007142,14
D201406762,14LA01497,91,5,,2,N,44,91,1,0.015,,1,,7,2012700676,2011700482,14
D201403592,14LA01510,91,1,,2,Y,44,91,1,0.000,,2,,9,2011830359,US64120359,14
D201465391,14LA01520,91,1,,1,N,44,91,1,0.026,,1,,9,2011056539,2010056258,14
D201404611,14LA01545,91,5,,1,N,27,91,0,0.007,,1,,6,2011700461,2010700139,14
D201449591,14LA01589,92,1,,1,N,44,92,1,0.056,,2,,1,2013644959,US64144959,14
D201441911,14LA01608,92,1,,1,N,27,92,0,0.042,,2,,2,2012454191,2011453862,14
D201441912,14LA01609,92,1,,2,N,27,92,0,0.042,,2,,2,2012454191,2011453862,14
D201468861,14LA01611,92,1,,1,N,27,92,0,0.026,,2,,9,2011056886,2010056005,14
D201437511,14LA01661,92,1,,1,N,44,92,1,0.039,,2,,4,2011453751,2012454177,14
D201437512,14LA01662,92,1,,2,N,44,92,1,0.039,,2,,4,2011453751,2012454177,14
D201412451,14LA01676,93,5,,1,N,44,93,1,0.000,,1,,4,2012831245,US83141245,14
D201412452,14LA01677,93,5,,2,N,44,93,1,0.000,,2,,4,2012831245,US83141245,14
D201416381,14LA01734,93,6,,1,N,44,93,1,0.000,,1,,1,2013831638,2013831488,14
D201466721,14LA01735,93,1,,1,Y,44,93,1,0.000,,1,,7,2011056672,US82126672,14
D201406693,14LA01747,93,5,,3,Y,44,93,1,0.000,,2,,9,2011830669,US82120669,14
D201497091,14LA01768,93,5,,1,Y,27,93,0,0.000,,2,,2,2013119709,2013454825,14
D201497092,14LA01769,93,5,,2,Y,27,93,0,0.000,,1,,2,2013119709,2013454825,14
D201492781,14LA01783,93,1,,1,Y,44,93,1,0.000,,1,,9,2010829278,US64119278,14
D201492782,14LA01784,93,1,,2,Y,44,93,1,0.000,,2,,9,2010829278,US64119278,14
D201492783,14LA01785,93,1,,3,Y,44,93,1,0.000,,1,,9,2010829278,US64119278,14
D201454083,14LA01833,94,1,,3,N,44,94,1,0.023,,2,,9,2009055408,2008054211,14
D201477592,14LA01917,95,2,,2,Y,44,95,1,0.000,,1,,7,2009117759,US64107759,14
D201400291,14LA01953,95,5,,1,N,44,95,1,0.012,,1,,1,2009700029,2009700022,14
D201451262,14LA01985,96,1,,2,N,27,96,0,0.060,,2,,6,2013455126,2012454656,14
D201443601,14LA01997,96,1,,1,N,44,96,1,0.035,,2,,1,2012454360,2010453433,14
D201438282,14LA02056,97,1,,2,N,44,97,1,0.037,,2,,9,2011453828,2010453264,14
D201438283,14LA02057,97,1,,3,N,44,97,1,0.037,,2,,9,2011453828,2010453264,14
D201488942,14LA02059,97,2,,2,N,44,97,1,0.009,,1,,7,2010828894,2009827287,14
D201484193,14LA02070,97,5,,3,Y,44,97,1,0.000,,2,,9,2010118419,US82128419,14
D201449921,14LA02083,97,1,,1,N,44,97,1,0.021,,1,,1,2013644992,US64144992,14
D201484901,14LA02167,99,1,,1,Y,44,99,1,0.000,,2,,9,2010118490,US82128490,14
D201484902,14LA02168,99,5,,2,Y,44,99,1,0.000,,1,,9,2010118490,US82128490,14
D201417694,14LA02257,100,1,,4,N,44,100,1,0.031,,2,,3,2007451769,2008452044,14
D201443731,14LA02271,100,1,,1,N,44,100,1,0.041,,1,,7,2012454373,2012454636,14
D201442362,14LA02295,101,1,,2,N,44,101,1,0.030,,2,,7,2012454236,2012454543,14
D201433963,14LA02383,103,1,,3,N,44,103,1,0.058,,1,,9,2010453396,2010453164,14
D201440591,14LA02419,104,1,,1,N,44,104,1,0.035,,1,,7,2011454059,2010453158,14
D201437551,14LA02422,104,1,,1,N,44,104,1,0.030,,1,,1,2011453755,2009452482,14
D201418142,14LA02453,106,5,,2,N,44,106,1,0.000,,1,,7,2013831814,2010829661,14
D201426622,14LA02514,111,5,,2,N,44,111,1,0.037,,2,,7,2009452662,US45102662,14
D201480351,14LA02527,116,5,,1,N,44,116,1,0.042,,1,,1,2009118035,2009117912,14
D201495781,14LA02528,49,5,,1,Y,27,49,0,0.000,,,,2,2013119578,2012119425,14
D201495782,14LA02529,49,5,,2,Y,27,49,0,0.000,,,,2,2013119578,2012119425,14
D201516001,15LA00001,60,,,1,N,27,60,0,0.020,,,,0,2014701600,2012700650,15
D201591201,15LA00002,61,,,1,Y,27,61,0,0.000,,,,0,2011119120,US82139120,15
D201599971,15LA00003,61,,,1,Y,27,61,0,0.030,,,,0,2014119997,US11159997,15
D201516251,15LA00004,61,,,1,Y,27,61,0,0.000,,,,2,2013831625,US83151625,15
D201516252,15LA00005,61,,,2,Y,27,61,0,0.000,,,,2,2013831625,US83151625,15
D201597531,15LA00006,62,,,1,N,27,62,0,0.031,,,,0,2013119753,US83149753,15
D201584911,15LA00007,62,,,1,Y,27,62,0,0.024,,,,2,2014058491,2013701339,15
D201584912,15LA00008,62,,,2,Y,27,62,0,0.024,,,,2,2014058491,2013701339,15
D201515421,15LA00009,62,,,1,N,27,62,0,0.005,,,,0,2014701542,2014701564,15
D201504881,15LA00010,62,,,1,Y,27,62,0,0.000,,,,0,2011830488,US82120488,15
D201500481,15LA00011,63,,,1,Y,27,63,0,0.050,,,,0,2014120048,US12150048,15
D201586421,15LA00012,64,1,,1,Y,27,64,0,0.000,,,,2,2010828642,2009055144,15
D201586422,15LA00013,64,1,,2,Y,27,64,0,0.000,,,,2,2010828642,2009055144,15
D201517921,15LA00014,65,6,,1,N,27,65,0,0.024,,1,,0,2013831792,2011001449,15
D201509931,15LA00015,65,1,,1,N,27,65,0,0.011,,1,,2,2013700993,US70150993,15
D201509932,15LA00016,65,,,2,N,27,65,0,0.011,,1,,2,2013700993,US70150993,15
D201576031,15LA00017,66,1,,1,N,27,66,0,0.026,,,,0,2012057603,2011057150,15
D201516711,15LA00018,66,5,,1,Y,27,66,0,0.000,,1,,0,2013831671,US83151671,15
D201517011,15LA00019,68,9,,1,Y,27,68,0,0.000,,1,,2,2013831701,2011056587,15
D201517012,15LA00020,68,1,,2,Y,27,68,0,0.000,,2,,2,2013831701,2011056587,15
D201516131,15LA00022,68,,,1,N,27,68,0,0.011,,,,0,2014701613,US70151613,15
D201503601,15LA00023,68,,,1,Y,27,68,0,0.000,,1,,9,2011830360,US82120360,15
D201503602,15LA00024,68,,,2,Y,27,68,0,0.000,,2,,9,2011830360,US82120360,15
