ID10,UID,DAYBRN,CLR,LBRD,CDNO,CUT_NML,CAUSE,DAYDIS,DISP,INBRL,LINE,SEX,STM,TB,PREFERREDDAM,PREFERREDSIRE,YR
D201072162,10LA02545,96,1,,2,N,44,96,1,0.040,,2,,7,2008117216,2008117243,10
D201000141,10LA02591,96,5,,1,N,44,96,1,0.006,,2,,1,2009700014,2009700018,10
D201028951,10LA02606,96,1,,1,N,44,96,1,0.000,,2,,7,2006052895,2008000172,10
D201044271,10LA02608,96,1,,1,N,44,96,1,0.000,,1,,9,2004114427,2006002143,10
D201038871,10LA02611,96,1,,1,Y,44,96,1,0.064,,1,,3,2008053887,2008054186,10
D201038872,10LA02612,96,1,,2,Y,44,96,1,0.064,,1,,3,2008053887,2008054186,10
D201024501,10LA02625,97,1,,1,Y,44,97,1,0.050,,2,,9,2006052450,2008053872,10
D201073581,10LA02671,96,5,,1,N,44,97,1,0.004,,2,,4,2009827358,US82107358,10
D201073582,10LA02672,96,2,,2,N,44,97,1,0.004,,2,,4,2009827358,US82107358,10
D201042041,10LA02709,98,1,,1,N,27,97,0,0.000,,2,,2,2008054204,US05104204,10
D201042042,10LA02710,98,1,,2,N,27,97,0,0.000,,2,,2,2008054204,US05104204,10
D201074113,10LA02729,97,1,,3,Y,44,97,1,0.047,,1,,9,2008117411,2008117297,10
D201062303,10LA02774,98,1,,3,Y,44,97,1,0.000,,2,,9,2006116230,2007000390,10
D201011232,10LA02779,97,1,,2,N,44,97,1,0.000,,2,,7,2004051123,2008000101,10
D201045292,10LA02781,97,1,,2,Y,44,97,1,0.043,,2,,9,2008054529,2008054186,10
D201045293,10LA02782,97,1,,3,Y,44,97,1,0.043,,1,,9,2008054529,2008054186,10
D201076471,10LA02790,98,6,,1,N,44,98,1,0.000,,2,,1,2009827647,2009644423,10
D201025893,10LA02869,98,1,,3,N,44,99,1,0.000,,1,,9,2006052589,2008000965,10
D201018104,10LA02905,98,1,,4,N,44,99,1,0.000,,2,,3,2005051810,2008009057,10
D201080391,10LA02907,98,5,,1,Y,44,99,1,0.000,,2,,1,2009118039,US11108039,10
D201029654,10LA02943,98,1,,4,N,44,99,1,0.000,,1,,3,2007052965,2007000712,10
D201076351,10LA02973,99,5,,1,N,44,99,1,0.000,,2,,1,2009827635,2009827440,10
D201045102,10LA02977,99,1,,2,N,44,99,1,0.016,,2,,7,2009644510,2007643879,10
D201023471,10LA02981,99,5,,1,Y,27,99,0,0.000,,,,1,2009452347,2010453164,10
D201030853,10LA03006,99,1,,3,N,44,99,1,0.000,,1,,9,2007053085,2008000101,10
D201036712,10LA03041,99,1,,2,N,44,99,1,0.049,,2,,7,2002113671,2007116942,10
D201008341,10LA03049,99,1,,1,N,44,99,1,0.000,,2,,4,2004050834,US05100834,10
D201008342,10LA03050,99,1,,2,N,44,99,1,0.000,,1,,4,2004050834,US05100834,10
D201015784,10LA03055,99,1,,4,N,44,99,1,0.054,,2,,3,2005051578,2008053858,10
D201039533,10LA03088,99,1,,3,N,44,99,1,0.000,,1,,9,2008053953,2008053872,10
D201040033,10LA03093,99,1,,3,N,44,99,1,0.072,,2,,9,2008054003,2008053858,10
D201024601,10LA03113,100,1,,1,Y,27,100,0,0.000,,,,0,2009452460,2009452451,10
D201013581,10LA03114,100,1,,1,N,27,100,0,0.038,,,,0,2007451358,2009452482,10
D201044941,10LA03127,100,1,,1,N,27,100,0,0.077,,,,0,2008054494,US05104494,10
D201016834,10LA03137,100,1,,4,N,44,100,1,0.051,,1,,3,2005051683,2008054386,10
D201035523,10LA03154,100,1,,3,N,44,100,1,0.000,,1,,9,2007053552,2008009057,10
D201032603,10LA03187,100,1,,3,N,27,100,0,0.000,,2,,9,2007053260,2008000420,10
D201025151,10LA03198,100,1,,1,Y,44,100,1,0.000,,1,,1,2009452515,US45102515,10
D201079441,10LA03205,100,1,,1,Y,44,100,1,0.037,,1,,4,2009117944,US11107944,10
D201079442,10LA03206,100,1,,2,Y,44,100,1,0.037,,1,,4,2009117944,US11107944,10
D201021943,10LA03259,101,1,,3,N,44,101,1,0.054,,2,,9,2006052194,2007053545,10
D201026491,10LA03262,101,1,,1,Y,44,101,1,0.000,,1,,1,2009452649,2009452612,10
D201039541,10LA03267,101,1,,1,N,44,101,1,0.057,,2,,3,2008053954,2008053779,10
D201039542,10LA03268,101,1,,2,N,44,101,1,0.057,,1,,3,2008053954,2008053779,10
D201039544,10LA03270,101,1,,4,N,44,101,1,0.057,,1,,3,2008053954,2008053779,10
D201015703,10LA03284,101,1,,3,N,44,101,1,0.047,,2,,9,2005051570,2008054186,10
D201024221,10LA03286,101,5,,1,Y,44,101,1,0.000,,1,,1,2009452422,2009452482,10
D201023881,10LA03297,101,1,,1,Y,44,101,1,0.000,,1,,1,2009452388,US45102388,10
D201041662,10LA03313,95,1,,2,N,44,95,1,0.059,,2,,7,2008054166,2008053872,10
D201047422,10LA03314,96,1,,2,N,44,96,1,0.038,,2,,7,2004114742,2008117243,10
D201075311,10LA03325,101,1,,1,Y,27,102,0,0.033,,2,,2,2009117531,2008000333,10
D201075312,10LA03326,101,1,,2,Y,27,102,0,0.033,,2,,2,2009117531,2008000333,10
D201025991,10LA03390,102,1,,1,Y,44,102,1,0.000,,1,,1,2009452599,2007451661,10
D201016081,10LA03396,102,5,,1,Y,44,102,1,0.039,,2,,9,2007451608,US45101608,10
D201016082,10LA03397,102,5,,2,Y,44,102,1,0.039,,1,,9,2007451608,US45101608,10
D201016083,10LA03398,102,5,,3,Y,44,102,1,0.039,,1,,9,2007451608,US45101608,10
D201043173,10LA03405,102,1,,3,N,44,102,1,0.053,,1,,9,2008054317,2008054164,10
D201062993,10LA03424,102,1,,3,Y,44,102,1,0.000,,2,,9,2006116299,2007000750,10
D201077421,10LA03442,102,1,,1,Y,44,102,1,0.032,,1,,1,2009117742,US11107742,10
D201042613,10LA03443,102,1,,3,Y,44,102,1,0.062,,1,,9,2008054261,2008054386,10
D201015253,10LA03463,102,1,,3,N,44,102,1,0.045,,1,,9,2005051525,2008053858,10
D201046991,10LA03501,103,1,,1,Y,44,103,1,0.000,,2,,1,2009054699,US82114699,10
D201076011,10LA03529,103,5,,1,Y,44,103,1,0.000,,2,,1,2009007601,US00107601,10
D201064252,10LA03531,103,1,,2,Y,44,103,1,0.000,,1,,9,2006116425,2006002143,10
D201064253,10LA03532,102,1,,3,Y,27,102,0,0.000,,,,9,2006116425,2006002143,10
D201063063,10LA03566,103,1,,3,Y,44,103,1,0.000,,2,,9,2006116306,2007000371,10
D201062141,10LA03598,103,1,,1,Y,95,107,5,0.000,,1,,8,2008826214,US82106214,10
D201062142,10LA03599,103,1,,2,Y,95,107,5,0.000,,1,,8,2008826214,US82106214,10
D201066201,10LA03600,103,1,,1,Y,95,107,5,0.000,,1,,5,2008826620,US82106620,10
D201019703,10LA03618,103,1,,3,N,44,103,1,0.044,,1,,9,2005051970,2008054386,10
D201068431,10LA03624,104,1,,1,Y,95,107,5,0.000,,1,,8,2008826843,US82106843,10
D201068432,10LA03625,104,1,,2,Y,95,107,5,0.000,,1,,8,2008826843,US82106843,10
D201066291,10LA03628,104,1,,1,Y,95,107,5,0.000,,2,,8,2008826629,US82106629,10
D201066292,10LA03629,104,1,,2,Y,95,107,5,0.000,,1,,8,2008826629,US82106629,10
D201066671,10LA03667,104,1,,1,Y,95,107,5,0.000,,2,,5,2008826667,US82106667,10
D201066141,10LA03669,104,1,,1,Y,95,108,5,0.000,,2,,5,2008826614,US82106614,10
D201076651,10LA03675,96,,,1,Y,44,96,1,0.000,,,,1,2009117665,US11107665,10
D201020601,10LA03676,102,,,1,N,44,102,1,0.039,,1,,1,2008452060,US45102060,10
D201015311,10LA03677,101,,,1,,27,101,0,0.000,,,,2,2010111531,US11101531,10
D201015312,10LA03678,101,,,2,,27,101,0,0.000,,,,2,2010111531,US11101531,10
D201059261,10LA03679,104,1,,1,Y,95,108,5,0.000,,1,,5,2008825926,US82105926,10
D201033581,10LA03680,105,1,,1,N,27,104,0,0.000,,2,,2,2002113358,US11103358,10
D201033582,10LA03681,105,1,,2,N,27,104,0,0.000,,2,,2,2002113358,US11103358,10
D201060491,10LA03682,104,1,,1,N,27,104,0,0.000,,1,,2,2005116049,2008000075,10
D201060492,10LA03683,104,5,,2,N,27,104,0,0.000,,2,,2,2005116049,2008000075,10
D201022452,10LA03710,104,1,,2,N,44,104,1,0.057,,2,,7,2006052245,2008054164,10
D201074241,10LA03748,105,1,,1,N,44,105,1,0.037,,1,,9,2008117424,2008117255,10
D201065371,10LA03761,104,1,,1,Y,95,108,5,0.000,,2,,8,2008826537,US82106537,10
D201065372,10LA03762,104,1,,2,Y,95,108,5,0.000,,2,,8,2008826537,US82106537,10
D201068041,10LA03763,104,1,,1,Y,95,108,5,0.000,,1,,5,2008826804,US82106804,10
D201067521,10LA03764,104,1,,1,Y,95,108,5,0.000,,2,,8,2008826752,US82106752,10
D201067522,10LA03765,104,1,,2,Y,95,108,5,0.000,,2,,8,2008826752,US82106752,10
D201065701,10LA03767,105,1,,1,Y,95,108,5,0.000,,1,,5,2008826570,US82106570,10
D201062981,10LA03768,105,1,,1,Y,44,105,1,0.000,,2,,9,2006116298,2007000645,10
D201062982,10LA03769,105,1,,2,Y,44,105,1,0.000,,2,,9,2006116298,2007000645,10
D201040984,10LA03795,104,1,,4,N,44,105,1,0.049,,1,,3,2008054098,2008053779,10
D201040563,10LA03816,105,5,,3,N,44,105,1,0.040,,2,,9,2007644056,US82104056,10
D201082041,10LA03821,105,1,,1,Y,44,105,1,0.000,,1,,1,2009828204,US82118204,10
D201026641,10LA03822,105,1,,1,Y,44,105,1,0.000,,2,,1,2009452664,US45102664,10
D201024321,10LA03823,105,1,,1,Y,44,105,1,0.000,,2,,1,2009452432,2009452734,10
D201071842,10LA03847,106,1,,2,N,44,106,1,0.034,,2,,7,2008117184,2008117297,10
D201043962,10LA03866,106,5,,2,N,44,106,1,0.047,,2,,7,2008644396,US82104396,10
D201075351,10LA03871,106,5,,1,Y,44,106,1,0.000,,2,,1,2009007535,US00107535,10
D201052441,10LA03885,106,1,,1,Y,44,106,1,0.000,,2,,1,2009055244,US82115244,10
D201031041,10LA03896,106,1,,1,N,44,106,1,0.029,,,,7,2006823104,US82103104,10
D201042361,10LA03899,106,1,,1,Y,44,106,1,0.000,,1,,4,2008644236,2007116633,10
D201042362,10LA03900,106,1,,2,Y,44,106,1,0.000,,,,4,2008644236,2007116633,10
D201075321,10LA03942,107,5,82,1,Y,44,107,1,0.000,,1,,1,2009007532,US00107532,10
D201033391,10LA03967,108,1,05,1,Y,44,108,1,0.053,,2,30,3,2007053339,2008053779,10
D201059521,10LA03979,108,1,82,1,Y,44,108,1,0.000,,1,,7,2005115952,2007000353,10
D201033313,10LA04026,109,1,,3,Y,44,109,1,0.000,,2,,9,2007053331,2008000101,10
D201046001,10LA04038,110,1,,1,N,44,110,1,0.074,,2,,1,2009644600,US64104600,10
D201031121,10LA04049,110,1,,1,N,44,110,1,0.031,,1,,7,2002113112,2008117255,10
D201074801,10LA04051,110,5,,1,N,44,110,1,0.000,,2,,1,2009827480,2009644438,10
D201024852,10LA04067,111,1,,2,Y,27,111,0,0.000,,,,6,2009452485,2007825140,10
D201042661,10LA04082,111,1,,1,Y,44,111,1,0.054,,1,,4,2008644266,2008644306,10
D201042662,10LA04083,111,1,,2,Y,44,111,1,0.054,,2,,4,2008644266,2008644306,10
D201075381,10LA04090,112,1,,1,Y,44,112,1,0.042,,2,,1,2009117538,2009117710,10
D201075551,10LA04099,106,,,1,Y,44,106,1,0.000,,1,,1,2009007555,US00107555,10
D201024891,10LA04149,116,1,,1,Y,44,116,1,0.000,,2,,1,2009452489,US45102489,10
D201042143,10LA04165,116,1,,3,Y,44,116,1,0.000,,1,,9,2008644214,2007116633,10
D201075991,10LA04169,116,,,1,Y,95,120,5,0.000,,2,,5,2009007599,US00107599,10
D201075541,10LA04170,117,,,1,Y,95,121,5,0.000,,1,,5,2009007554,US00107554,10
D201072471,10LA04171,117,,,1,Y,95,121,5,0.000,,1,,5,2009007247,US00107247,10
D201065691,10LA04172,117,,,1,Y,95,121,5,0.000,,1,,8,2008826569,US82106569,10
D201065692,10LA04173,117,,,2,Y,95,121,5,0.000,,2,,8,2008826569,US82106569,10
D201065641,10LA04175,117,,,1,Y,95,121,5,0.000,,2,,5,2008826564,US82106564,10
D201064901,10LA04176,117,,,1,Y,95,121,5,0.000,,2,,8,2008826490,US82106490,10
D201064902,10LA04177,117,,,2,Y,95,121,5,0.000,,1,,8,2008826490,US82106490,10
D201063051,10LA04181,117,,,1,Y,95,121,5,0.000,,1,,5,2008826305,US82106305,10
D201067201,10LA04182,117,5,,1,Y,44,117,1,0.000,,1,,1,2008826720,US82106720,10
D201068191,10LA04183,117,,,1,Y,95,121,5,0.000,,2,,5,2008826819,US82106819,10
D201057891,10LA04184,117,,,1,Y,95,121,5,0.000,,1,,5,2008825789,US82105789,10
D201063551,10LA04188,117,,,1,Y,95,121,5,0.000,,2,,5,2008826355,US82106355,10
D201075251,10LA04189,117,,,1,Y,95,121,5,0.000,,2,,5,2009007525,US00107525,10
D201068331,10LA04190,117,,,1,Y,95,121,5,0.000,,2,,5,2008826833,US82106833,10
D201064741,10LA04191,117,,,1,Y,95,121,5,0.000,,2,,5,2008826474,US82106474,10
D201043672,10LA04202,118,5,,2,Y,44,118,1,0.000,,1,,7,2004114367,US82104367,10
D20107992G,10LA04357,0,,,G,N,,,,0.000,,,,5,2009827992,2008826374,10
D20106804G,10LA04358,0,,,G,Y,,,,0.000,,,,5,2008826804,US82106804,10
D20106507G,10LA04359,0,,,G,N,,,,0.000,,,,1,2008826507,US82106507,10
D201123641,11LA00003,46,1,,1,Y,27,46,0,0.048,,,,0,2009452364,US45102364,11
D201125201,11LA00004,54,1,,1,Y,27,54,0,0.019,,,,0,2009452520,2010453380,11
D201125091,11LA00007,63,1,,1,Y,44,63,1,0.019,,,,1,2009452509,US45112509,11
D201127111,11LA00008,63,1,,1,Y,27,63,0,0.024,,,,0,2009452711,2008452235,11
D201114541,11LA00009,63,1,,1,N,44,63,1,0.016,,,,1,2007451454,2008452044,11
D201191631,11LA00010,63,1,,1,Y,27,63,0,0.000,,,,9,2010829163,US82119163,11
D201191632,11LA00011,63,1,,2,Y,27,63,0,0.000,,,,9,2010829163,US82119163,11
D201191633,11LA00012,63,1,,3,Y,27,63,0,0.000,,,,9,2010829163,US82119163,11
D201185351,11LA00013,64,1,,1,Y,27,64,0,0.250,,,,0,2010828535,2009055144,11
D201158441,11LA00014,64,1,,1,Y,27,64,0,0.048,,,,0,2010055844,2010056478,11
D201100451,11LA00015,64,1,,1,N,27,64,0,0.009,,,,0,2010700045,2010700151,11
D201137891,11LA00016,66,1,,1,N,44,66,1,0.031,,1,,1,2006643789,2008644267,11
D201159071,11LA00018,67,1,,1,Y,27,67,0,0.000,,,,0,2010055907,US05115907,11
D201137251,11LA00019,67,1,,1,N,27,67,0,0.020,,,,0,2006823725,2008000091,11
D201133871,11LA00020,67,1,,1,Y,27,67,0,0.000,,,,0,2010453387,2009452632,11
D201124372,11LA00022,68,1,,2,Y,44,68,1,0.034,,2,,7,2009452437,US45102437,11
D201135951,11LA00023,68,1,,1,N,44,68,1,0.048,,2,,1,2006643595,US64113595,11
D201128411,11LA00024,68,1,,1,Y,27,68,0,0.023,,1,,0,2009452841,US45112841,11
D201120801,11LA00025,68,1,,1,Y,27,68,0,0.030,,1,,0,2008452080,2007451609,11
D201177061,11LA00026,68,1,,1,N,27,68,0,0.005,,1,,0,2009827706,2008825950,11
D201126551,11LA00027,68,1,,1,Y,27,68,0,0.025,,1,,0,2009452655,US45102655,11
D201129971,11LA00028,69,1,,1,Y,27,69,0,0.000,,2,,2,2010452997,2010453401,11
D201129972,11LA00029,69,1,,2,Y,27,69,0,0.000,,2,,2,2010452997,2010453401,11
D201192361,11LA00030,69,1,,1,Y,44,69,1,0.000,,1,,1,2010829236,US82129236,11
D201132301,11LA00032,69,1,,1,Y,44,69,1,0.000,,2,,1,2010453230,2010453077,11
D201122521,11LA00033,69,5,,1,N,44,69,1,0.000,,1,,4,2005822252,2007644090,11
D201122522,11LA00034,69,5,,2,N,44,69,1,0.000,,1,,4,2005822252,2007644090,11
D201127001,11LA00035,69,5,,1,Y,27,69,0,0.014,,1,,0,2009452700,US45102700,11
D201101991,11LA00036,70,1,,1,N,44,70,1,0.022,,1,,4,2004450199,2008452028,11
D201101992,11LA00037,70,1,,2,N,44,70,1,0.022,,2,,4,2004450199,2008452028,11
D201198981,11LA00038,70,1,,1,N,44,70,1,0.029,,2,,4,2004449898,2008451923,11
D201198982,11LA00039,70,1,,2,N,44,70,1,0.029,,2,,4,2004449898,2008451923,11
D201100001,11LA00040,70,1,,1,Y,44,70,1,0.000,,1,,1,UD00120000,US00120000,11
D201188731,11LA00044,71,1,,1,N,44,71,1,0.000,,1,,4,2010828873,2010644711,11
D201188732,11LA00045,71,1,,2,N,44,71,1,0.000,,1,,4,2010828873,2010644711,11
D201120541,11LA00046,71,1,,1,Y,44,71,1,0.012,,1,,4,2008452054,2008451926,11
D201120542,11LA00047,71,1,,2,Y,44,71,1,0.012,,2,,4,2008452054,2008451926,11
D201143761,11LA00048,71,1,,1,N,44,71,1,0.023,,2,,4,2008644376,US82104376,11
D201143762,11LA00049,71,1,,2,N,44,71,1,0.023,,2,,4,2008644376,US82104376,11
D201187041,11LA00050,71,1,,1,N,27,71,0,0.000,,,,0,2010828704,2011829831,11
D201125571,11LA00051,71,1,,1,Y,27,71,0,0.039,,1,,0,2009452557,US45102557,11
D201128021,11LA00052,72,1,,1,Y,44,72,1,0.018,,2,,4,2009452802,US45112802,11
D201128022,11LA00053,72,1,,2,Y,44,72,1,0.018,,1,,4,2009452802,US45112802,11
D201158841,11LA00054,72,1,,1,N,44,72,1,0.000,,1,,4,2008825884,2007644090,11
D201158842,11LA00055,72,5,,2,N,44,72,1,0.000,,2,,4,2008825884,2007644090,11
D201125721,11LA00056,72,1,,1,Y,44,72,1,0.031,,2,,4,2009452572,US45112572,11
D201125722,11LA00057,72,1,,2,Y,44,72,1,0.031,,1,,4,2009452572,US45112572,11
D201188391,11LA00060,72,6,,1,Y,44,72,1,0.039,,1,,1,2010828839,2009827419,11
D201186501,11LA00068,72,5,,1,N,27,72,0,0.004,,1,,0,2010828650,US82118650,11
D201127151,11LA00069,73,1,,1,Y,44,73,1,0.045,,2,,4,2009452715,US45112715,11
D201127152,11LA00070,73,1,,2,Y,44,73,1,0.045,,1,,4,2009452715,US45112715,11
D201108911,11LA00083,73,1,,1,N,44,73,1,0.054,,1,,4,2006450891,2008451960,11
D201108912,11LA00084,73,1,,2,N,44,73,1,0.054,,2,,4,2006450891,2008451960,11
D201192741,11LA00085,73,1,,1,Y,27,73,0,0.000,,,,0,2010829274,US82129274,11
D201186311,11LA00086,73,1,,1,N,27,73,0,0.003,,,,0,2010828631,2009827276,11
D201156851,11LA00087,73,1,,1,Y,27,73,0,0.065,,,,0,2010055685,2010055779,11
D201189781,11LA00088,73,1,,1,N,27,73,0,0.011,,,,0,2010828978,2011830098,11
D201131701,11LA00089,73,1,,1,Y,27,73,0,0.000,,,,0,2010453170,US45113170,11
D201173391,11LA00090,73,1,,1,N,27,73,0,0.000,,,,0,2009827339,2008826202,11
D201124891,11LA00121,74,1,,1,Y,44,74,1,0.013,,1,,4,2009452489,US45112489,11
D201124892,11LA00122,74,1,,2,Y,44,74,1,0.013,,2,,4,2009452489,US45112489,11
D201145491,11LA00123,75,1,,1,N,27,75,0,0.022,,1,,0,2004114549,2007000335,11
D201105371,11LA00139,75,1,,1,N,44,75,1,0.004,,1,,7,2005450537,2008451926,11
D201168481,11LA00141,75,5,,1,N,44,75,1,0.000,,1,,7,2008826848,2008826090,11
D201164571,11LA00145,75,1,,1,Y,27,75,0,0.049,,2,,0,2010056457,2010056452,11
D201156341,11LA00146,75,1,,1,Y,27,75,0,0.023,,2,,2,2010055634,2010056281,11
D201156342,11LA00147,75,1,,2,Y,27,75,0,0.023,,2,,2,2010055634,2010056281,11
D201124342,11LA00152,75,1,,2,Y,27,75,0,0.031,,2,,6,2009452434,2009452718,11
D201180921,11LA00157,75,1,,1,Y,27,75,0,0.044,,2,,0,2010118092,2009117690,11
D201192611,11LA00165,75,5,,1,N,44,75,1,0.000,,2,,1,2010829261,US82119261,11
D201185801,11LA00166,75,1,,1,N,44,75,1,0.008,,2,,1,2010828580,2010828834,11
D201157981,11LA00180,75,1,,1,Y,44,75,1,0.000,,2,,7,2010055798,US64115798,11
D201160031,11LA00182,75,1,,1,Y,27,75,0,0.025,,1,,2,2010056003,US05116003,11
D201160032,11LA00183,75,1,,2,Y,27,75,0,0.025,,1,,2,2010056003,US05116003,11
D201189831,11LA00185,75,1,,1,N,44,75,1,0.135,,1,,1,2010828983,US82118983,11
D201125192,11LA00194,76,1,,2,Y,44,76,1,0.023,,2,,7,2009452519,2009452648,11
D201160271,11LA00199,76,1,,1,Y,27,76,0,0.027,,2,,0,2010056027,US05116027,11
D201164351,11LA00200,76,1,,1,Y,27,76,0,0.033,,2,,0,2010056435,US05116435,11
D201144881,11LA00201,76,1,,1,N,44,76,1,0.011,,1,,7,2009644488,2006000535,11
D201142261,11LA00209,76,1,,1,N,44,76,1,0.000,,1,,7,2008644226,2007825398,11
D201185461,11LA00213,76,1,,1,N,44,76,1,0.018,,2,,1,2010828546,2010828865,11
D201180901,11LA00216,76,1,,1,Y,27,76,0,0.059,,1,,2,2010118090,2010118166,11
D201180902,11LA00217,76,1,,2,Y,27,76,0,0.059,,2,,2,2010118090,2010118166,11
D201145281,11LA00231,75,,,1,,44,75,1,0.000,,,,2,20114528,US45114528,11
D201145282,11LA00232,75,,,2,,44,75,1,0.000,,,,2,20114528,US45114528,11
D201136821,11LA00233,74,,,1,,44,74,1,0.000,,2,,1,20113682,US36113682,11
D201133701,11LA00291,77,1,,1,N,44,77,1,0.064,,2,,4,2007053370,2008053779,11
D201133702,11LA00292,77,1,,2,N,44,77,1,0.064,,1,,4,2007053370,2008053779,11
D201191751,11LA00293,77,6,,1,N,44,77,1,0.050,,2,,7,2003819175,2008826539,11
D201114311,11LA00303,77,1,,1,N,44,77,1,0.027,,1,,1,2005051431,2008054386,11
D201118762,11LA00330,77,1,,2,N,44,77,1,0.034,,1,,7,2008451876,2007451609,11
D201185381,11LA00333,77,6,,1,Y,27,77,0,0.083,,1,,0,2010828538,2010829339,11
D201164771,11LA00334,77,1,,1,Y,27,77,0,0.059,,1,,2,2010056477,2010055750,11
D201164772,11LA00335,77,1,,2,Y,27,77,0,0.059,,2,,2,2010056477,2010055750,11
D201140981,11LA00378,78,1,,1,Y,44,78,1,0.000,,1,,9,2008054098,2008053779,11
D201140982,11LA00379,78,1,,2,Y,44,78,1,0.000,,1,,9,2008054098,2008053779,11
D201140983,11LA00380,78,1,,3,Y,44,78,1,0.000,,1,,9,2008054098,2008053779,11
D201105121,11LA00395,78,1,,1,Y,27,78,0,0.000,,,,2,2003820512,US82110512,11
D201105122,11LA00396,78,1,,2,Y,27,78,0,0.000,,,,2,2003820512,US82110512,11
D201179211,11LA00418,78,5,,1,Y,27,78,0,0.000,,1,,2,2009117921,US82127921,11
D201179212,11LA00419,78,5,,2,Y,27,78,0,0.000,,1,,2,2009117921,US82127921,11
D201126621,11LA00431,78,5,,1,Y,27,78,0,0.024,,1,,2,2009452662,US45102662,11
D201126622,11LA00432,78,5,,2,Y,27,78,0,0.024,,1,,2,2009452662,US45102662,11
D201126971,11LA00440,79,1,,1,Y,44,79,1,0.026,,1,,7,2009452697,US45102697,11
D201173991,11LA00451,79,5,,1,N,44,79,1,0.000,,2,,1,2009827399,2006000535,11
D201172661,11LA00486,79,5,,1,N,44,79,1,0.000,,2,,1,2009827266,2006000535,11
D201161981,11LA00517,79,5,,1,Y,44,79,1,0.000,,1,,4,2010056198,US82126198,11
D201161982,11LA00518,79,5,,2,Y,44,79,1,0.000,,1,,4,2010056198,US82126198,11
D201110901,11LA00521,79,1,,1,N,44,79,1,0.030,,1,,9,2006451090,2008452028,11
D201110903,11LA00523,79,1,,3,N,44,79,1,0.030,,1,,9,2006451090,2008452028,11
D201155572,11LA00537,79,1,,2,Y,44,79,1,0.071,,1,,7,2010055557,2009055434,11
D201123311,11LA00546,80,1,,1,N,27,80,0,0.030,,2,,4,2008452331,2008452281,11
D201123312,11LA00547,80,1,,2,N,27,80,0,0.030,,,,4,2008452331,2008452281,11
D201101171,11LA00568,80,2,,1,N,44,80,1,0.011,,2,,1,2010700117,2010700165,11
D201159581,11LA00598,80,5,,1,Y,44,80,1,0.000,,2,,1,2010055958,US82125958,11
D201192971,11LA00599,80,5,,1,Y,44,80,1,0.000,,2,,1,2010829297,US82119297,11
D201123062,11LA00605,80,1,,2,Y,44,80,1,0.018,,2,,7,2008452306,2008451894,11
D201180691,11LA00652,81,1,,1,Y,27,81,0,0.037,,2,,1,2010118069,2010118166,11
D201119431,11LA00664,81,5,,1,Y,27,81,0,0.035,,1,,2,2008451943,US82101943,11
D201119432,11LA00665,81,5,,2,Y,27,81,0,0.035,,1,,2,2008451943,US82101943,11
D201189171,11LA00682,81,5,,1,N,44,81,1,0.043,,2,,1,2010828917,2012001459,11
D201179481,11LA00683,81,5,,1,Y,44,81,1,0.000,,1,,4,2009827948,US82107948,11
D201179482,11LA00684,81,1,,2,Y,44,81,1,0.000,,1,,4,2009827948,US82107948,11
D201157311,11LA00686,67,1,,1,,44,67,1,0.000,,1,,9,20105731,US57115731,11
D201157312,11LA00687,67,1,,2,,27,67,0,0.000,,2,,9,20105731,US57115731,11
D201157313,11LA00688,67,1,,3,,27,67,0,0.000,,2,,9,20105731,US57115731,11
D201127381,11LA00691,80,1,,1,Y,44,80,1,0.046,,2,,4,2009452738,US45112738,11
D201127382,11LA00692,80,1,,2,Y,44,80,1,0.046,,1,,4,2009452738,US45112738,11
D201127131,11LA00693,80,1,,1,Y,44,80,1,0.026,,2,,4,2009452713,US45112713,11
D201127132,11LA00694,80,1,,2,Y,44,80,1,0.026,,1,,4,2009452713,US45112713,11
D201143442,11LA00716,81,1,,2,N,44,81,1,0.006,,2,,6,2008644344,2008826025,11
D201128452,11LA00718,81,1,,2,Y,27,81,0,0.010,,2,,6,2009452845,2007451609,11
D201128541,11LA00726,81,5,,1,Y,44,81,1,0.000,,2,,1,2010452854,2010453077,11
D201156841,11LA00747,82,1,,1,Y,27,82,0,0.000,,1,,0,2010055684,US05115684,11
D201102281,11LA00759,82,1,,1,N,27,82,0,0.004,,1,,0,2010700228,2010700165,11
D201159911,11LA00775,82,5,,1,Y,44,82,1,0.000,,2,,1,2010055991,US05115991,11
D201130211,11LA00784,82,5,,1,Y,44,82,1,0.000,,2,,4,2010453021,US45113021,11
D201130212,11LA00785,82,5,,2,Y,44,82,1,0.000,,2,,4,2010453021,US45113021,11
D201181721,11LA00786,82,5,,1,Y,44,82,1,0.000,,1,,4,2009828172,US82108172,11
D201181722,11LA00787,82,5,,2,Y,44,82,1,0.000,,1,,4,2009828172,US82108172,11
D201174801,11LA00815,82,5,,1,N,27,82,0,0.000,,2,,0,2009827480,2009644438,11
D201185211,11LA00829,82,1,,1,N,27,82,0,0.031,,1,,0,2010828521,US82118521,11
D201160621,11LA00862,83,1,,1,Y,44,83,1,0.050,,1,,4,2010056062,2011056969,11
D201160622,11LA00863,83,1,,2,Y,44,83,1,0.050,,1,,4,2010056062,2011056969,11
D201187401,11LA00865,83,6,,1,N,44,83,1,0.040,,2,,1,2010828740,US82118740,11
D201123341,11LA00890,83,1,,1,Y,44,83,1,0.043,,1,,9,2008452334,2008451982,11
