id10,breed,is_unidentified_parent,sex,first_seen_row
US82116154,82,1,1,11PE01980
US82118024,82,1,1,11PE01981
US64116244,64,1,1,11PE01982
US64118925,64,1,1,11PE01984
US64116509,64,1,1,11PE01986
US82119267,82,1,1,11PE01987
US82114599,82,1,1,11PE01988
US64119372,64,1,1,11PE01990
US82117989,82,1,1,11PE01991
US64114983,64,1,1,11PE01993
US82119004,82,1,1,11PE01995
US82119103,82,1,1,11PE01997
US82115970,82,1,1,11PE01998
US82119564,82,1,1,11PE02000
US64115468,64,1,1,11PE02001
US82119019,82,1,1,11PE02002
US82117877,82,1,1,11PE02003
US82114699,82,1,1,11PE02005
US64115725,64,1,1,11PE02007
US82117567,82,1,1,11PE02008
US64118034,64,1,1,11PE02010
US82114809,82,1,1,11PE02012
US82118159,82,1,1,11PE02013
US82114884,82,1,1,11PE02015
US82116094,82,1,1,11PE02016
US82119102,82,1,1,11PE02017
US82117589,82,1,1,11PE02018
US82119031,82,1,1,11PE02020
US82116272,82,1,1,11PE02021
US82118056,82,1,1,11PE02022
US82115994,82,1,1,11PE02023
US64117774,64,1,1,11PE02024
US82118023,82,1,1,11PE02026
US82118091,82,1,1,11PE02027
US82115411,82,1,1,11PE02028
US82119480,82,1,1,11PE02030
US82117881,82,1,1,11PE02031
US82116437,82,1,1,11PE02033
US64115080,64,1,1,11PE02034
US64117977,64,1,1,11PE02036
US82115748,82,1,1,11PE02038
US82118195,82,1,1,11PE02039
US82117622,82,1,1,11PE02040
US82115769,82,1,1,11PE02042
US82115926,82,1,1,11PE02044
US82116369,82,1,1,11PE02045
US82115956,82,1,1,11PE02047
US64115900,64,1,1,11PE02048
US82116384,82,1,1,11PE02049
US64117618,64,1,1,11PE02050
US82118116,82,1,1,11PE02052
US82115812,82,1,1,11PE02054
US82117836,82,1,1,11PE02055
US64118063,64,1,1,11PE02056
US82115767,82,1,1,11PE02058
US82115836,82,1,1,11PE02059
US82118127,82,1,1,11PE02060
US82117941,82,1,1,11PE02061
US82119407,82,1,1,11PE02063
US64119062,64,1,1,11PE02065
US82115186,82,1,1,11PE02067
US82117588,82,1,1,11PE02069
US64117918,64,1,1,11PE02070
US82114805,82,1,1,11PE02072
US82117510,82,1,1,11PE02074
US64114767,64,1,1,11PE02075
US64115336,64,1,1,11PE02077
US82114823,82,1,1,11PE02079
US82116119,82,1,1,11PE02082
US82117519,82,1,1,11PE02084
US82118970,82,1,1,11PE02085
US82118076,82,1,1,11PE02087
US64115262,64,1,1,11PE02089
US82119218,82,1,1,11PE02091
US82115089,82,1,1,11PE02092
US64119481,64,1,1,11PE02095
US82117850,82,1,1,11PE02096
US82118049,82,1,1,11PE02097
US82115886,82,1,1,11PE02099
US82115622,82,1,1,11PE02100
US82119217,82,1,1,11PE02101
US82119036,82,1,1,11PE02102
US82119052,82,1,1,11PE02103
US82119521,82,1,1,11PE02104
US82116480,82,1,1,11PE02105
US64119472,64,1,1,11PE02107
US82119168,82,1,1,11PE02108
US82117812,82,1,1,11PE02109
US64117983,64,1,1,11PE02111
US82117682,82,1,1,11PE02113
US82115356,82,1,1,11PE02115
US82115489,82,1,1,11PE02116
US82119515,82,1,1,11PE02118
US64115306,64,1,1,11PE02119
US82119231,82,1,1,11PE02120
US82118946,82,1,1,11PE02121
US64117711,64,1,1,11PE02123
US82115448,82,1,1,11PE02125
US82119509,82,1,1,11PE02127
US82117805,82,1,1,11PE02128
US82115711,82,1,1,11PE02130
US82116146,82,1,1,11PE02131
US82115493,82,1,1,11PE02132
US82119381,82,1,1,11PE02134
US82115188,82,1,1,11PE02135
US82117558,82,1,1,11PE02138
US82117942,82,1,1,11PE02140
US82116167,82,1,1,11PE02141
US82118110,82,1,1,11PE02142
US82115019,82,1,1,11PE02144
US82114627,82,1,1,11PE02146
US82118381,82,1,1,11PE02148
US82115027,82,1,1,11PE02149
US82116177,82,1,1,11PE02152
US82117700,82,1,1,11PE02153
US82115825,82,1,1,11PE02155
US82117691,82,1,1,11PE02156
US64116382,64,1,1,11PE02158
US82119566,82,1,1,11PE02160
US82118007,82,1,1,11PE02161
US82117801,82,1,1,11PE02163
US82114775,82,1,1,11PE02165
US82118191,82,1,1,11PE02166
US82116381,82,1,1,11PE02168
US82114765,82,1,1,11PE02169
US82119211,82,1,1,11PE02171
US64119332,64,1,1,11PE02172
US82115222,82,1,1,11PE02173
US82117620,82,1,1,11PE02175
US64114626,64,1,1,11PE02176
US64117859,64,1,1,11PE02178
US64119046,64,1,1,11PE02180
US82118177,82,1,1,11PE02182
US64115047,64,1,1,11PE02183
US64117944,64,1,1,11PE02185
US64115744,64,1,1,11PE02187
US82117985,82,1,1,11PE02188
US82116010,82,1,1,11PE02190
US82115042,82,1,1,11PE02192
US82114711,82,1,1,11PE02194
US64116388,64,1,1,11PE02196
US82114993,82,1,1,11PE02197
US64115771,64,1,1,11PE02198
US64115835,64,1,1,11PE02200
US82116389,82,1,1,11PE02202
US82118204,82,1,1,11PE02204
US82115010,82,1,1,11PE02206
US64117905,64,1,1,11PE02208
US82114947,82,1,1,11PE02209
US82115344,82,1,1,11PE02211
US82117791,82,1,1,11PE02213
US82118173,82,1,1,11PE02216
US82117976,82,1,1,11PE02218
US82119415,82,1,1,11PE02219
US82115749,82,1,1,11PE02220
US82115355,82,1,1,11PE02221
US64117866,64,1,1,11PE02222
US64117567,64,1,1,11PE02224
US82115214,82,1,1,11PE02225
US82117860,82,1,1,11PE02227
US82115447,82,1,1,11PE02229
US82117962,82,1,1,11PE02231
US82116415,82,1,1,11PE02233
US82119358,82,1,1,11PE02234
US64117955,64,1,1,11PE02235
US82117964,82,1,1,11PE02237
US82117980,82,1,1,11PE02238
US82115686,82,1,1,11PE02240
US82114665,82,1,1,11PE02241
US82114664,82,1,1,11PE02244
US82117731,82,1,1,11PE02247
US82117940,82,1,1,11PE02249
US82117607,82,1,1,11PE02251
US82116147,82,1,1,11PE02253
US82117646,82,1,1,11PE02254
US82115244,82,1,1,11PE02256
US64117939,64,1,1,11PE02258
US82117634,82,1,1,11PE02260
US82117967,82,1,1,11PE02261
US64118015,64,1,1,11PE02263
US82118013,82,1,1,11PE02265
US82115043,82,1,1,11PE02266
US64117683,64,1,1,11PE02268
US64117876,64,1,1,11PE02269
US82118048,82,1,1,11PE02271
US82118099,82,1,1,11PE02273
US82117970,82,1,1,11PE02275
US82117998,82,1,1,11PE02276
US82115180,82,1,1,11PE02278
US82117984,82,1,1,11PE02279
US82119408,82,1,1,11PE02281
US82118119,82,1,1,11PE02282
US82117925,82,1,1,11PE02284
US82115470,82,1,1,11PE02285
US82118071,82,1,1,11PE02287
US82115215,82,1,1,11PE02289
US82116100,82,1,1,11PE02291
US82117996,82,1,1,11PE02292
US82119063,82,1,1,11PE02294
US82117777,82,1,1,11PE02295
US82116048,82,1,1,11PE02296
US82117635,82,1,1,11PE02298
US82119510,82,1,1,11PE02300
US64119346,64,1,1,11PE02301
US82117906,82,1,1,11PE02302
US82117825,82,1,1,11PE02305
US82119265,82,1,1,11PE02306
US82114911,82,1,1,11PE02307
US64117728,64,1,1,11PE02309
US82117865,82,1,1,11PE02311
US64117572,64,1,1,11PE02313
US82117973,82,1,1,11PE02315
US82117729,82,1,1,11PE02317
US64117759,64,1,1,11PE02318
US82115813,82,1,1,11PE02320
US64114588,64,1,1,11PE02322
US82117956,82,1,1,11PE02324
US64117491,64,1,1,11PE02326
US64117625,64,1,1,11PE02327
US82117456,82,1,1,11PE02329
US82118167,82,1,1,11PE02330
US82117571,82,1,1,11PE02331
US82115266,82,1,1,11PE02332
US82118070,82,1,1,11PE02334
US64117482,64,1,1,11PE02336
US82118190,82,1,1,11PE02337
US64115305,64,1,1,11PE02339
US64114807,64,1,1,11PE02342
US82118160,82,1,1,11PE02344
US64117930,64,1,1,11PE02346
US82115187,82,1,1,11PE02348
US82118274,82,1,1,11PE02351
US82117804,82,1,1,11PE02352
US64115751,64,1,1,11PE02353
US82118031,82,1,1,11PE02354
US82118021,82,1,1,11PE02355
US82114899,82,1,1,11PE02357
US64117622,64,1,1,11PE02359
US82115048,82,1,1,11PE02361
US82117749,82,1,1,11PE02362
US82117837,82,1,1,11PE02363
US82117575,82,1,1,11PE02365
US82117842,82,1,1,11PE02366
US64118274,64,1,1,11PE02368
US82118268,82,1,1,11PE02370
US64118002,64,1,1,11PE02371
US64116306,64,1,1,11PE02373
US82117565,82,1,1,11PE02374
US82117687,82,1,1,11PE02375
US64118205,64,1,1,11PE02377
US64115933,64,1,1,11PE02378
US64117834,64,1,1,11PE02380
US82117968,82,1,1,11PE02382
US64117508,64,1,1,11PE02384
US82117819,82,1,1,11PE02385
US82117536,82,1,1,11PE02387
US64119525,64,1,1,11PE02389
US82117823,82,1,1,11PE02391
US64114817,64,1,1,11PE02392
US82117523,82,1,1,11PE02394
US82118499,82,1,1,11PE02395
US82118193,82,1,1,11PE02396
US82119095,82,1,1,11PE02397
US64117570,64,1,1,11PE02398
US64117606,64,1,1,11PE02399
US82115603,82,1,1,11PE02401
US82115768,82,1,1,11PE02402
US82115752,82,1,1,11PE02403
US82119020,82,1,1,11PE02405
US64116055,64,1,1,11PE02406
US82118415,82,1,1,11PE02407
US64118553,64,1,1,11PE02408
US64119565,64,1,1,11PE02409
US64118461,64,1,1,11PE02410
US64116018,64,1,1,11PE02411
US82119096,82,1,1,11PE02412
US82116438,82,1,1,11PE02413
US00117996,00,1,1,11PE02849
US00112132,00,1,1,11PE02850
US05113083,05,1,1,11PE02860
US05112923,05,1,1,11PE02867
US82112971,82,1,1,11PE02934
US82113151,82,1,1,11PE02949
US82118948,82,1,1,11PE02950
US82113094,82,1,1,11PE02956
US82113213,82,1,1,11PE02988
US82112888,82,1,1,11PE02993
US82113121,82,1,1,11PE03022
US82113034,82,1,1,11PE03056
US82113201,82,1,1,11PE03062
US82112980,82,1,1,11PE03076
US82112855,82,1,1,11PE03091
US82119243,82,1,1,11PE03107
US64111570,64,1,1,11PE03125
US82113099,82,1,1,11PE03128
US82113064,82,1,1,11PE03129
US82112998,82,1,1,11PE03183
US82113029,82,1,1,11PE03185
US82113168,82,1,1,11PE03187
US82112653,82,1,1,11PE03214
US82112985,82,1,1,11PE03223
US64114331,64,1,1,11PE03249
US64115169,64,1,1,11PE03271
US82113313,82,1,1,11PE03278
US82113248,82,1,1,11PE03284
US82113316,82,1,1,11PE03285
US82118911,82,1,1,11PE03288
US64115001,64,1,1,11PE03293
US82112587,82,1,1,11PE03295
US64111338,64,1,1,11PE03298
US82118962,82,1,1,11PE03306
US82112873,82,1,1,11PE03308
US64113520,64,1,1,11PE03311
US82113314,82,1,1,11PE03318
US82113361,82,1,1,11PE03326
US64112890,64,1,1,11PE03330
US64114212,64,1,1,11PE03334
US82110660,82,1,1,11PE03337
US64113328,64,1,1,11PE03338
US82113378,82,1,1,11PE03340
US64112379,64,1,1,11PE03342
US64113143,64,1,1,11PE03345
US82113065,82,1,1,11PE03349
US64113407,64,1,1,11PE03350
US82113194,82,1,1,11PE03355
US82112970,82,1,1,11PE03362
US82113144,82,1,1,11PE03365
US64113174,64,1,1,11PE03366
US82112625,82,1,1,11PE03367
US82113470,82,1,1,11PE03373
US82113231,82,1,1,11PE03374
US82113318,82,1,1,11PE03383
US82112429,82,1,1,11PE03395
US82113427,82,1,1,11PE03400
US82112827,82,1,1,11PE03402
US64114451,64,1,1,11PE03409
US64114302,64,1,1,11PE03413
US82112312,82,1,1,11PE03416
US82119093,82,1,1,11PE03419
US82118695,82,1,1,11PE03423
US82112952,82,1,1,11PE03430
US82112360,82,1,1,11PE03437
US82112286,82,1,1,11PE03440
US64115158,64,1,1,11PE03441
US64113404,64,1,1,11PE03451
US64114257,64,1,1,11PE03456
US82112683,82,1,1,11PE03460
US82110346,82,1,1,11PE03462
US64113001,64,1,1,11PE03468
US82112364,82,1,1,11PE03471
US82113044,82,1,1,11PE03482
