PREDICTEDID10,PREFERREDDAM,PREFDAMBRD,PREFERREDSIRE,PREFSIREBRD
2012057704,2005051809,05,2007000647,00
2012057705,2005051809,05,2007000647,00
D201218093,2005051809,05,2007000647,00
2012057706,2010056150,05,2010055687,05
2012057707,2010056150,05,2010055687,05
2012500808,2010056306,05,US64116306,64
2012500809,2010056306,05,US64116306,64
2012500810,2009827980,82,US82107980,82
2012500811,2009827980,82,US82107980,82
2012500812,2009054993,05,US82104993,82
2012500813,2010118517,11,US82128517,82
2012057681,2009054843,05,2008054211,05
D201222174,2006052217,05,2008000172,00
2012700909,2011700362,70,2010700139,70
2012119283,2010118312,11,2010118166,11
2012119284,2007116717,11,2007000645,00
2012119285,2007116717,11,2007000645,00
2012119286,2005115854,11,2007116942,11
2012119287,2005115854,11,2007116942,11
2012057708,2006052838,05,2008009057,00
2012057709,2006052838,05,2008009057,00
2012057710,2010055582,05,2010056281,05
2012057711,2010055582,05,2010056281,05
2012057712,2010055582,05,2010056281,05
2012057713,2010056037,05,2009006533,00
2012831295,2005822737,82,2008826506,82
2012831296,2005822737,82,2008826506,82
2012119288,2008117368,11,2008117243,11
2012119289,2008117368,11,2008117243,11
2012500814,2009117729,11,US82117729,82
2012454626,2008452062,45,2007451609,45
2012454627,2008452062,45,2007451609,45
2012500815,2009828056,82,US82108056,82
2012500816,2009828056,82,US82108056,82
2012500817,2009828056,82,US82108056,82
2012500818,2009055217,05,US82105217,82
2012500819,2009055217,05,US82105217,82
2012500820,2009055217,05,US82105217,82
2012500821,2009117836,11,US82107836,82
2012500822,2009117836,11,US82107836,82
2012500823,2011830523,83,US82120523,82
2012500824,2011830523,83,US82120523,82
2012119290,2005115389,11,2008000190,00
2012119291,2005115389,11,2008000190,00
2012119292,2005115389,11,2008000190,00
2012500825,2010118461,11,US64118461,64
2012500826,2010118461,11,US64118461,64
2012500827,2010118336,11,US82128336,82
2012500828,2010118336,11,US82128336,82
2012119293,2007117056,11,2007000353,00
2012119294,2007117056,11,2007000353,00
2012057714,2008054500,05,2007000647,00
2012057715,2008054500,05,2007000647,00
2012057716,2008054500,05,2007000647,00
2012057717,2007053440,05,2008009057,00
2012057718,2007053440,05,2008009057,00
2012057719,2007053440,05,2008009057,00
2012500829,2009828063,82,US64108063,64
2012500830,2009828063,82,US64108063,64
2012057720,2006052828,05,2008000420,00
2012057721,2006052828,05,2008000420,00
2012119295,2007117089,11,2006002143,00
2012119296,2007117089,11,2006002143,00
2012500831,2010829123,82,US82129123,82
2012500832,2010829123,82,US82129123,82
2012500833,2010056116,05,US82126116,82
2012500834,2010056116,05,US82126116,82
2012119297,2009117755,11,2009008643,00
2012119298,2009117755,11,2009008643,00
2012119299,2009117867,11,2008117405,11
2012500835,2009055413,05,US64105413,64
2012500836,2009055413,05,US64105413,64
2012057722,2010055700,05,2009055285,05
2012057723,2010055700,05,2009055285,05
2012500837,2009054955,05,US82104955,82
2012500838,2009054955,05,US82104955,82
2012500839,2009117565,11,US82117565,82
2012500840,2009117565,11,US82117565,82
2012119300,2005115875,11,2007000750,00
2012119301,2005115875,11,2007000750,00
2012500841,2009117607,11,US82107607,82
2012500842,2009117607,11,US82107607,82
2012119302,2006116325,11,2007000645,00
2012119303,2006116325,11,2007000645,00
2012119304,2006116325,11,2007000645,00
2012500843,2009055043,05,US82105043,82
2012500844,2009055043,05,US82105043,82
2012500845,2009117819,11,US82117819,82
2012119305,2007116780,11,2008000190,00
2012119306,2007116780,11,2008000190,00
2012119307,2005115750,11,2008000190,00
2012500846,2009828159,82,US82118159,82
2012057724,2009054591,05,2008053967,05
2012057725,2009054591,05,2008053967,05
2012454628,2009452620,45,2009452566,45
2012454629,2009452620,45,2009452566,45
2012057726,2010055998,05,2010055687,05
2012057727,2010055998,05,2010055687,05
2012454630,2010453362,45,2010453205,45
2012454631,2010453362,45,2010453205,45
2012500847,2009117691,11,US82107691,82
2012500848,2009117691,11,US82107691,82
2012057728,2011056671,05,2010056005,05
2012057729,2005051517,05,2007007142,00
2012057730,2005051517,05,2007007142,00
2012454632,2009452595,45,US45102595,45
2012500849,2010118490,11,US82128490,82
2012500850,2010118490,11,US82128490,82
2012500851,2009055080,05,US64105080,64
2012500852,2009055080,05,US64105080,64
2012500853,2009117570,11,US64107570,64
2012500854,2009117570,11,US64107570,64
2012119308,2007116876,11,2007116942,11
2012500855,2009118002,11,US64118002,64
2012500856,2009118002,11,US64118002,64
2012454633,2009452460,45,2009452451,45
2012454634,2009452460,45,2009452451,45
2012057731,2011056549,05,2010056258,05
2012057732,2011056549,05,2010056258,05
2012057733,2011056549,05,2010056258,05
2012500857,2010118460,11,US82128460,82
2012119309,2008117211,11,US82107211,82
2012119310,2008117211,11,US82107211,82
2012700910,2011700470,70,2010700139,70
2012454635,2008452089,45,2008452044,45
2012454636,2008452089,45,2008452044,45
2012500858,2009828116,82,US82108116,82
2012500859,2009828116,82,US82108116,82
2012700911,2011700371,70,2010700107,70
2012119311,2009117743,11,2009008644,00
2012119312,2009117743,11,2009008644,00
2012119313,2005115541,11,2007000388,00
2012119314,2006116539,11,2007000353,00
2012119315,2006116539,11,2007000353,00
2012119316,2006116539,11,2007000353,00
NONE,2010452950,45,2012454543,45
2012500860,2010055926,05,US82115926,82
2012454637,2007451302,45,2008451949,45
2012119317,2009117572,11,2008117405,11
2012119318,2009117572,11,2008117405,11
2012119319,2005115670,11,2007000645,00
D201256702,2005115670,11,2007000645,00
2012119320,2010118160,11,2010118294,11
2012119321,2010118160,11,2010118294,11
2012119322,2006116492,11,2007007234,00
2012057734,2008054201,05,2008054186,05
2012057735,2008054201,05,2008054186,05
2012700912,2009828050,82,2009827737,82
2012700913,2009828050,82,2009827737,82
2012057736,2009055308,05,2008054357,05
2012057737,2009055308,05,2008054357,05
2012057738,2009055308,05,2008054357,05
2012700914,2009827828,82,2008826816,82
2012454638,2008452303,45,2008451894,45
2012454639,2008452303,45,2008451894,45
2012454640,2009452819,45,2008452281,45
2012700915,2008826502,82,2008825863,82
2012700916,2008826502,82,2008825863,82
2012700917,2008826502,82,2008825863,82
2012057739,2011057346,05,2010056258,05
2012500861,2010829231,82,US82119231,82
2012057740,2009055476,05,2008053967,05
2012057741,2009055476,05,2008053967,05
2012500862,2009055222,05,US82115222,82
2012454641,2008452201,45,2008452281,45
2012119323,2009117440,11,2008000179,00
2012119324,2009117440,11,2008000179,00
2012500863,2011056584,05,US82126584,82
2012500864,2011056584,05,US82126584,82
2012119325,2005115634,11,2008117243,11
2012119326,2005115634,11,2008117243,11
2012057742,2007053490,05,2008000101,00
2012057743,2007053490,05,2008000101,00
2012057744,2007053490,05,2008000101,00
2012057745,2007053490,05,2008000101,00
2012057746,2008053934,05,2008053872,05
2012057747,2008053934,05,2008053872,05
2012057748,2008053934,05,2008053872,05
2012057749,2008053934,05,2008053872,05
2012454642,2009452777,45,2008452281,45
2012119327,2008117412,11,2007000026,00
2012119328,2008117412,11,2007000026,00
2012500865,2009827833,82,US82107833,82
2012500866,2009827833,82,US82107833,82
2012057750,2009055361,05,2008054211,05
2012057751,2009055361,05,2008054211,05
D201253613,2009055361,05,2008054211,05
2012057752,2010055843,05,2009054871,05
2012057753,2010055843,05,2009054871,05
2012500867,2010118500,11,US64128500,64
2012500868,2010118500,11,US64128500,64
2012500869,2010829472,82,US64119472,64
2012119329,2009117779,11,2008117365,11
2012119330,2009117779,11,2008117365,11
2012057754,2009054680,05,2008054211,05
2012057755,2009054680,05,2008054211,05
2012119331,2005115955,11,2008000190,00
2012119332,2005115955,11,2008000190,00
2012119333,2006116594,11,2006002143,00
2012119334,2006116594,11,2006002143,00
2012119335,2006116594,11,2006002143,00
2012500870,2009827962,82,US82107962,82
2012500871,2009827962,82,US82107962,82
2012454643,2005450627,45,2008451923,45
2012454644,2005450627,45,2008451923,45
2012700918,2009827250,82,2009827737,82
2012057756,2006052855,05,2008009057,00
2012057757,2006052855,05,2008009057,00
2012057758,2006052855,05,2008009057,00
2012119336,2006116465,11,2008117243,11
2012119337,2006116465,11,2008117243,11
2012119338,2006116465,11,2008117243,11
2012831297,2008644357,64,2008826775,82
2012454645,2010452987,45,2010453077,45
2012454646,2009452530,45,US45102530,45
2012119339,2009117999,11,2008117405,11
2012119340,2009117999,11,2008117405,11
2012057759,2007053002,05,2007000706,00
2012057760,2007053002,05,2007000706,00
2012119341,2006116547,11,2007000390,00
2012119342,2006116547,11,2007000390,00
2012644914,2005643280,64,US82103280,82
2012644915,2005643280,64,US82103280,82
2012119343,2009117542,11,2009008645,00
2012119344,2009117542,11,2009008645,00
2012700919,2011700293,70,2010700239,70
2012454647,2010453354,45,2010453433,45
2012454648,2010453354,45,2010453433,45
NONE,2011830515,83,US83120515,83
2012057761,2010056131,05,2010055779,05
2012057762,2010056131,05,2010055779,05
2012057763,2010056131,05,2010055779,05
2012500872,2010829211,82,US82119211,82
2012500873,2010829211,82,US82119211,82
2012057764,2005051591,05,2008000101,00
2012057765,2005051591,05,2008000101,00
2012500874,2009827930,82,US64107930,64
2012057766,2011056570,05,2010055860,05
2012057767,2011057089,05,2010056005,05
2012119345,2010118071,11,2009117690,11
2012119346,2007117031,11,2007000388,00
2012119347,2007117031,11,2007000388,00
2012500875,2009827983,82,US64107983,64
2012500876,2009827983,82,US64107983,64
2012119348,2007116997,11,2006002143,00
2012119349,2007116997,11,2006002143,00
2012119350,2007116997,11,2006002143,00
2012700920,2011700448,70,2010700107,70
2012500877,2010118419,11,US82128419,82
2012500878,2010118419,11,US82128419,82
2012454649,2007451398,45,2007451615,45
2012454650,2007451398,45,2007451615,45
2012700921,2011700285,70,2010700139,70
2012500879,2010056119,05,US82116119,82
2012500880,2010056119,05,US82116119,82
2012500881,2010056119,05,US82116119,82
2012119351,2006116585,11,2008000814,00
2012119352,2006116585,11,2008000814,00
D201265853,2006116585,11,2008000814,00
2012119353,2010118119,11,2010118405,11
2012454651,2009452746,45,US45102746,45
2012454652,2009452746,45,US45102746,45
2012119354,2010118295,11,2009117690,11
2012119355,2010118295,11,2009117690,11
2012119356,2007116870,11,2007000454,00
2012119357,2007116870,11,2007000454,00
2012500882,2010829061,82,US64119061,64
2012500883,2010829061,82,US64119061,64
2012500884,2009054807,05,US64114807,64
2012500885,2009054807,05,US64114807,64
2012831298,2006643774,64,2007116633,11
2012831299,2006643774,64,2007116633,11
D201237743,2006643774,64,2007116633,11
2012500886,2010828946,82,US82118946,82
2012500887,2010828946,82,US82118946,82
2012119358,2010118325,11,2010118532,11
2012119359,2010118325,11,2010118532,11
2012057768,2009054925,05,2008054337,05
2012057769,2009054925,05,2008054337,05
2012700922,2011830178,83,2009827416,82
2012500888,2009055180,05,US82115180,82
2012500889,2009055180,05,US82115180,82
2012500890,2009117634,11,US82107634,82
2012500891,2009117634,11,US82107634,82
2012119360,2007116718,11,2008117255,11
2012454653,2010452997,45,2010453401,45
2012454654,2010452997,45,2010453401,45
2012700923,2011830011,83,2009827416,82
2012700924,2011700486,70,2010700239,70
2012500892,2010829415,82,US82119415,82
2012500893,2010829415,82,US82119415,82
2012057770,2010056432,05,2009055183,05
2012057771,2010056432,05,2009055183,05
D201264323,2010056432,05,2009055183,05
2012119361,2010118223,11,2009117690,11
2012119362,2010118223,11,2009117690,11
2012500894,2010118407,11,US82128407,82
2012700925,2008826110,82,2008000017,00
2012700926,2008826110,82,2008000017,00
2012119363,2006116215,11,2007000335,00
2012119364,2006116215,11,2007000335,00
2012057772,2007053146,05,2007000706,00
2012057773,2007053146,05,2007000706,00
2012057774,2007053146,05,2007000706,00
2012057775,2007053146,05,2007000706,00
2012454655,2009452682,45,US45102682,45
2012119365,2006116541,11,2007000645,00
2012119366,2006116541,11,2007000645,00
2012119367,2006116552,11,2008000071,00
2012119368,2009117879,11,2008117405,11
2012119369,2009117879,11,2008117405,11
2012119370,2010118458,11,2010118405,11
2012119371,2010118458,11,2010118405,11
2012119372,2008117215,11,2008117255,11
2012119373,2008117215,11,2008117255,11
2012500895,2010055805,05,US82125805,82
2012500896,2009828070,82,US82108070,82
2012500897,2009828070,82,US82108070,82
2012057776,2009055038,05,2008054211,05
2012057777,2009055038,05,2008054211,05
2012057778,2009055038,05,2008054211,05
2012057779,2009055038,05,2008054211,05
2012057780,2007053056,05,2008000101,00
2012057781,2007053056,05,2008000101,00
2012057782,2007053026,05,2007000712,00
2012057783,2007053026,05,2007000712,00
D201260241,2010056024,05,2009055285,05
2012057784,2010056024,05,2009055285,05
2012500898,2009827646,82,US82107646,82
2012500899,2009827646,82,US82107646,82
2012700927,2011700351,70,2010700107,70
2012119374,2006116306,11,2007000371,00
2012119375,2006116306,11,2007000371,00
2012119376,2006116306,11,2007000371,00
2012500900,2010828937,82,US82128937,82
2012500901,2010828937,82,US82128937,82
2012454656,2009452835,45,US45102835,45
2012500902,2010118478,11,US64128478,64
2012500903,2010118478,11,US64128478,64
2012119377,2009117628,11,2008117395,11
2012119378,2010118425,11,2010118405,11
2012119379,2010118425,11,2010118405,11
2012831300,2010828920,82,US82118920,82
2012831301,2010828920,82,US82118920,82
2012057785,2010056085,05,2010056452,05
2012644916,2011644772,64,2010644706,64
D201215201,2005051520,05,2008009057,00
D201215202,2005051520,05,2008009057,00
2012057786,2005051520,05,2008009057,00
D201234251,2007053425,05,2007007142,00
D201234252,2007053425,05,2007007142,00
2012057787,2007053425,05,2007007142,00
2012500904,2010056459,05,US82126459,82
2012500905,2010056459,05,US82126459,82
2012831302,2010828911,82,US82118911,82
2012831303,2010828911,82,US82118911,82
2012500906,2009054774,05,US64104774,64
2012500907,2009054774,05,US64104774,64
2012057788,2005051897,05,2008644327,64
2012057789,2005051897,05,2008644327,64
2012500908,2009827967,82,US82107967,82
2012500909,2009827967,82,US82107967,82
2012500910,2010056198,05,US82126198,82
2012500912,2010056198,05,US82126198,82
2012057790,2009055102,05,2009054723,05
2012057791,2009055102,05,2009054723,05
2012057792,2009055102,05,2009054723,05
2012057793,2005051970,05,2008054386,05
2012057794,2005051970,05,2008054386,05
2012500913,2009828204,82,US82118204,82
2012500914,2009828204,82,US82118204,82
2012500915,2010055825,05,US82115825,82
2012500916,2010055825,05,US82115825,82
2012119380,2006116326,11,2008117243,11
2012119381,2006116326,11,2008117243,11
2012057795,2006052194,05,2007053545,05
2012057796,2006052194,05,2007053545,05
2012057797,2006052194,05,2007053545,05
2012700928,2009827863,82,2008826374,82
2012500917,2010118131,11,US82128131,82
2012119382,2006116262,11,2008000190,00
2012119383,2006116262,11,2008000190,00
2012500918,2010056369,05,US82116369,82
2012500919,2010056369,05,US82116369,82
2012057798,2010056120,05,2009055154,05
2012057799,2010056120,05,2009055154,05
2012500920,2010829004,82,US82119004,82
2012500921,2010829004,82,US82119004,82
2012500922,2009828071,82,US82108071,82
2012500923,2009828071,82,US82108071,82
2012500924,2010118350,11,US82128350,82
2012500925,2009117728,11,US64117728,64
2012700929,2008826524,82,US82106524,82
2012700930,2008826524,82,US82106524,82
2012500911,2010056198,05,US82126198,82
D201203061,2011700306,70,US70120306,70
D201203062,2011700306,70,US70120306,70
2012057800,2011056960,05,2010055860,05
2012057801,2011056960,05,2010055860,05
2012057802,2007053622,05,2008000965,00
2012057803,2007053622,05,2008000965,00
2012119384,2005116045,11,2009117710,11
2012119385,2005116045,11,2009117710,11
2012119386,2006116502,11,2006002143,00
2012119387,2006116421,11,US82106421,82
2012500926,2010118167,11,US82118167,82
2012119388,2006116476,11,2007000390,00
2012119389,2009117684,11,2008117344,11
D201268861,2011056886,05,2010056005,05
2012057804,2011056886,05,2010056005,05
2012119390,2006116475,11,2008000292,00
2012119391,2006116475,11,2008000292,00
2012700931,2011830078,83,2010828836,82
2012454657,2007451712,45,2008452224,45
2012454658,2007451712,45,2008452224,45
2012454659,2007451712,45,2008452224,45
2012057805,2006052785,05,US82102785,82
2012057806,2006052785,05,US82102785,82
2012057807,2009054886,05,2008054211,05
2012057808,2009054886,05,2008054211,05
2012500927,2009055187,05,US82105187,82
2012500928,2009055187,05,US82105187,82
2012500929,2010829564,82,US82119564,82
2012500930,2010829564,82,US82119564,82
2012500931,2009055355,05,US82105355,82
2012500932,2009055355,05,US82105355,82
NONE,2009452794,45,2007451609,45
2012700932,2011700278,70,2010700107,70
2012119392,2005115396,11,2008000814,00
2012119393,2005115396,11,2008000814,00
2012700933,2011700452,70,2010700139,70
2012500933,2010056382,05,US64116382,64
2012500934,2010056382,05,US64116382,64
2012500935,2010056382,05,US64116382,64
2012057809,2005052152,05,2007000706,00
2012057810,2005052152,05,2007000706,00
2012500936,2010118600,11,US82128600,82
2012119394,2009117949,11,2008117405,11
2012119395,2009117949,11,2008117405,11
2012119396,2009117650,11,2009117654,11
2012057811,2010055674,05,2009054871,05
2012057812,2010055674,05,2009054871,05
2012119397,2007116933,11,2008000190,00
2012500937,2009117970,11,US82107970,82
2012500938,2009117970,11,US82107970,82
2012454660,2006450924,45,2008452224,45
2012500939,2010055970,05,US82115970,82
2012500940,2010055970,05,US82115970,82
2012500941,2009827866,82,US64107866,64
2012500942,2009827866,82,US64107866,64
2012119398,2006116274,11,2006002143,00
2012119399,2006116274,11,2006002143,00
2012500943,2010829192,82,US82119192,82
2012500944,2010829192,82,US82119192,82
2012500945,2010056164,05,US82116164,82
2012500946,2010056164,05,US82116164,82
D201261643,2010056164,05,US82116164,82
2012057813,2010055979,05,2009055154,05
2012057814,2010055979,05,2009055154,05
2012500947,2010828970,82,US82118970,82
2012500948,2010828970,82,US82118970,82
2012831305,2008644330,64,2007644107,64
2012057815,2010055662,05,2009055154,05
2012057816,2010055662,05,2009055154,05
2012119400,2006116322,11,US82106322,82
2012119401,2006116322,11,US82106322,82
2012500949,2010829063,82,US82119063,82
2012500950,2010829063,82,US82119063,82
2012057817,2009055006,05,2008053967,05
2012057818,2009055006,05,2008053967,05
2012057819,2009055006,05,2008053967,05
2012500951,2010055769,05,US82115769,82
2012500952,2010055769,05,US82115769,82
D201281911,2009828191,82,US82108191,82
2012500953,2009828191,82,US82108191,82
2012500954,2010118416,11,US82128416,82
2012500955,2011056680,05,US64126680,64
2012500956,2010118501,11,US64128501,64
2012119402,2008117274,11,2007007234,00
2012119403,2008117274,11,2007007234,00
2012119404,2010118067,11,2009117507,11
2012119405,2010118067,11,2009117507,11
2012119406,2010118321,11,2010118294,11
2012119407,2010118321,11,2010118294,11
2012500957,2009117828,11,US82107828,82
2012500958,2009117828,11,US82107828,82
2012119408,2010118153,11,2008117353,11
2012119409,2010118153,11,2008117353,11
2012500959,2010829274,82,US82129274,82
2012500960,2010829274,82,US82129274,82
2012119410,2007116915,11,2008117243,11
2012119411,2007116915,11,2008117243,11
2012500961,2009827948,82,US82107948,82
2012500962,2009827948,82,US82107948,82
2012500963,2011830288,83,US64120288,64
2012700934,2008826377,82,2008825725,82
2012700935,2008826377,82,2008825725,82
2012700936,2008826377,82,2008825725,82
2012057820,2007053499,05,2008054386,05
2012057821,2007053499,05,2008054386,05
2012057822,2007053499,05,2008054386,05
2012057823,2008054166,05,2008053872,05
2012057824,2008054166,05,2008053872,05
2012057825,2008054166,05,2008053872,05
2012119412,2006116563,11,2008117243,11
2012119413,2006116563,11,2008117243,11
2012500964,2009827985,82,US82107985,82
2012500965,2009827985,82,US82107985,82
2012057826,2005051525,05,2008053858,05
2012500966,2010118364,11,US82128364,82
2012831306,2011830705,83,US82120705,82
2012057827,2009055272,05,2008054211,05
2012057828,2009055272,05,2008054211,05
2012500967,2010118578,11,US82128578,82
2012119414,2010118072,11,2009117651,11
2012119415,2010118072,11,2009117651,11
2012057829,2007053658,05,2008053858,05
2012057830,2007053658,05,2008053858,05
2012057831,2007053658,05,2008053858,05
2012500968,2010055900,05,US64115900,64
2012500969,2010055900,05,US64115900,64
2012500970,2009828172,82,US82108172,82
2012500971,2009828172,82,US82108172,82
2012700937,2011700519,70,2010700239,70
2012700938,2011700314,70,2010700239,70
2012057832,2008054114,05,2007007142,00
2012057833,2008054114,05,2007007142,00
2012057834,2008054114,05,2007007142,00
2012119416,2008117266,11,2008117243,11
2012119417,2008117266,11,2008117243,11
D201272663,2008117266,11,2008117243,11
2012119418,2007116773,11,2008000071,00
2012119419,2007116773,11,2008000071,00
2012119420,2008117360,11,2007116942,11
D201273602,2008117360,11,2007116942,11
2012500972,2011056683,05,US82126683,82
NONE,2009828091,82,US82108091,82
D201280912,2009828091,82,US82108091,82
2012057835,2009054776,05,2008053967,05
2012057836,2009054776,05,2008053967,05
2012057837,2011056955,05,2010056258,05
2012454661,2009452813,45,2007451609,45
2012454662,2009452813,45,2007451609,45
2012500973,2010056272,05,US82116272,82
2012500974,2010056272,05,US82116272,82
2012500975,2011830239,83,US82120239,82
2012500976,2011830239,83,US82120239,82
2012500977,2009827973,82,US82107973,82
2012500978,2009827973,82,US82107973,82
2012500979,2010118554,11,US82128554,82
2012500980,2010118554,11,US82128554,82
2012119421,2007116725,11,2007000353,00
2012119422,2007116725,11,2007000353,00
2012119423,2008117168,11,2007116942,11
2012119424,2008117168,11,2007116942,11
2012500981,2010056015,05,US82126015,82
2012500982,2010056015,05,US82126015,82
2012500983,2009828160,82,US82108160,82
2012500984,2009828160,82,US82108160,82
2012119425,2010118055,11,2010118405,11
2012057838,2007053526,05,2008053779,05
2012057839,2007053526,05,2008053779,05
2012500985,2009055244,05,US82115244,82
2012500986,2009055244,05,US82115244,82
2012500987,2010118495,11,US64128495,64
2012500988,2010118495,11,US64128495,64
2012119426,2006116429,11,2007000388,00
2012119427,2006116429,11,2007000388,00
2012500989,2010118342,11,US82128342,82
2012500990,2009827774,82,US64107774,64
2012500991,2009827774,82,US64107774,64
2012057840,2009055408,05,2008054211,05
2012057841,2009055408,05,2008054211,05
2012831307,2008826607,82,2008826687,82
2012831308,2008826607,82,2008826687,82
2012700939,2011700326,70,2010700107,70
2012700940,2011700326,70,2010700107,70
2012500992,2010118540,11,US82128540,82
2012500993,2010118540,11,US82128540,82
2012500994,2009117567,11,US64117567,64
2012500995,2009117567,11,US64117567,64
2012119428,2009117869,11,2008117405,11
2012119429,2009117869,11,2008117405,11
2012119430,2009117869,11,2008117405,11
2012500996,2011056573,05,US82126573,82
2012057842,2007053727,05,2008053779,05
2012500997,2010056438,05,US82116438,82
2012831309,2007643939,64,2009827321,82
2012119431,2009117998,11,US00107998,00
2012119432,2009117998,11,US00107998,00
2012831310,2010828594,82,2009827702,82
2012831311,2010828594,82,2009827702,82
2012500998,2009118024,11,US82108024,82
2012119433,2011118838,11,2009117912,11
2012500999,2011057208,05,US82127208,82
2012119434,2008117403,11,2007116942,11
2012119435,2008117403,11,2007116942,11
2012057843,2007053723,05,2008644327,64
2012057844,2007053723,05,2008644327,64
2012454663,2009452432,45,2009452734,45
2012119436,2009117963,11,2008117353,11
2012119437,2009117963,11,2008117353,11
2012501000,2010118349,11,US82128349,82
2012501001,2010055798,05,US64115798,64
2012501002,2010055798,05,US64115798,64
2012831312,2010829070,82,US82129070,82
2012831313,2010829070,82,US82129070,82
2012057845,2010056364,05,2009055154,05
2012057846,2010056364,05,2009055154,05
2012501003,2010118249,11,US82128249,82
2012119438,2008117358,11,2007116768,11
D201273582,2008117358,11,2007116768,11
2012057847,2010055730,05,2009055183,05
2012057848,2010055730,05,2009055183,05
2012831314,2011829929,82,2009055144,05
2012119439,2008117275,11,2007116768,11
2012119440,2008117275,11,2007116768,11
2012119441,2008117275,11,2007116768,11
2012454664,2009452821,45,US82112821,82
2012057849,2008054448,05,2008054164,05
2012057850,2008054448,05,2008054164,05
2012700941,2011700359,70,2010700107,70
2012119442,2009117537,11,2008117353,11
2012119443,2009117537,11,2008117353,11
2012501004,2011057245,05,US82127245,82
2012501005,2011057245,05,US82127245,82
2012057851,2008054110,05,2008054386,05
2012057852,2008054110,05,2008054386,05
2012057853,2008054110,05,2008054386,05
2012501006,2009117850,11,US82107850,82
2012501007,2009117850,11,US82107850,82
2012501008,2009827834,82,US64117834,64
2012501009,2009827834,82,US64117834,64
2012501010,2011056672,05,US82126672,82
2012501011,2010829547,82,US82129547,82
2012501012,2010829547,82,US82129547,82
2012501013,2010829408,82,US82119408,82
2012057854,2008054368,05,2008054164,05
2012119444,2009117714,11,2008117405,11
2012119445,2009117714,11,2008117405,11
2012501014,2011118661,11,US82128661,82
2012501015,2009054626,05,US64104626,64
2012501016,2009054626,05,US64104626,64
2012501017,2011830265,83,US82120265,82
2012501018,2011830265,83,US82120265,82
2012119446,2006116473,11,2008117297,11
2012119447,2006116473,11,2008117297,11
2012119448,2008117324,11,2007000026,00
2012119449,2008117324,11,2007000026,00
2012119450,2008117324,11,2007000026,00
2012119451,2007117077,11,2008117297,11
2012057855,2007053437,05,2008644203,64
2012057856,2007053437,05,2008644203,64
2012501019,2009055336,05,US64105336,64
2012501020,2009055470,05,US82105470,82
2012501021,2009055470,05,US82105470,82
2012454665,2005450577,45,2008452281,45
2012454666,2005450577,45,2008452281,45
2012057857,2006052853,05,2008053858,05
2012119452,2006116346,11,2008000292,00
2012119453,2006116346,11,2008000292,00
2012119454,2010118406,11,2009117690,11
2012119455,2010118406,11,2009117690,11
2012501022,2011056807,05,US82126807,82
2012501023,2009118013,11,US82118013,82
2012501024,2010056510,05,US64126510,64
2012501025,2010056510,05,US64126510,64
2012700942,2011700317,70,2010700239,70
2012057858,2007053514,05,2007000647,00
2012057859,2007053514,05,2007000647,00
2012057860,2007053514,05,2007000647,00
2012501026,2011056878,05,US82126878,82
2012501027,2011056878,05,US82126878,82
2012057861,2008054391,05,2007000647,00
2012700943,2011830020,83,2009827416,82
2012119456,2010118556,11,2009117690,11
2012119457,2010118556,11,2009117690,11
2012057862,2011056555,05,2010055860,05
2012057863,2007053681,05,2008054164,05
2012057864,2007053681,05,2008054164,05
2012057865,2007053681,05,2008054164,05
2012057866,2007053638,05,2008644203,64
2012057867,2007053638,05,2008644203,64
D201254841,2009055484,05,2008054337,05
2012057868,2009055484,05,2008054337,05
2012057869,2009055484,05,2008054337,05
2012501028,2011118848,11,US82128848,82
2012057870,2009055158,05,US64115158,64
2012501029,2010829372,82,US64119372,64
2012501030,2010829372,82,US64119372,64
2012501031,2009117939,11,US64117939,64
2012501032,2009117939,11,US64117939,64
2012501033,2011056848,05,US82126848,82
2012501034,2011056848,05,US82126848,82
2012501035,2009828021,82,US82108021,82
2012501036,2009828021,82,US82108021,82
2012501037,2009827876,82,US64107876,64
2012501038,2009827876,82,US64107876,64
2012501039,2009827876,82,US64107876,64
2012057871,2009055520,05,2008053921,05
2012057872,2009055520,05,2008053921,05
2012501040,2009828076,82,US82108076,82
2012501041,2009828076,82,US82108076,82
2012501042,2009055048,05,US82115048,82
2012119458,2010118296,11,2009117690,11
2012119459,2010118296,11,2009117690,11
2012501043,2010829565,82,US64119565,64
2012057873,2010056300,05,2010056478,05
2012057874,2010056300,05,2010056478,05
2012057875,2010056300,05,2010056478,05
2012119460,2005115920,11,2008117243,11
2012119461,2005115920,11,2008117243,11
2012501044,2010056216,05,US82126216,82
2012057876,2010056032,05,2009055285,05
2012057877,2010056032,05,2009055285,05
2012057878,2008054331,05,US64114331,64
2012057879,2008054331,05,US64114331,64
2012831315,2011829975,82,2010828596,82
2012831316,2011829975,82,2010828596,82
2012057880,2011056548,05,2010056258,05
2012119462,2006116381,11,2008000190,00
2012119463,2006116381,11,2008000190,00
2012501045,2010118579,11,US64128579,64
2012501046,2010118579,11,US64128579,64
2012501047,2010118150,11,US82128150,82
2012700944,2011829989,82,2010828836,82
2012501048,2010829491,82,US82119491,82
2012501049,2010829491,82,US82119491,82
2012501050,2009827589,82,US82107589,82
2012501051,2009827589,82,US82107589,82
2012119464,2010118477,11,2010118451,11
2012501052,2009118023,11,US82118023,82
2012501053,2009118023,11,US82118023,82
2012501054,2009055215,05,US82105215,82
