UID,YR,SEX,LAMB,LB1,DATE,BRWT,SIRE,SB1,DAM,DB1,INBL,TB,ADAM,CLR,MILK,JAW,LINE,PEN,CDNO,DISP,DAYDIS,ABNL,ABNE,FONO,FOBR,FOPU,ABLMB,DBRD,X1,DRY,DEAD,X2,LBRD,ABEWE,LNDAM,TM,INBD,SPEC,WNWT,CODE,X3,DAYBN,SBRD,Y1,Y2,Y3,Y4,Y5,DATEBN,YRDAM,YRSIRE,STM,ID10,SIREID10,DAMID10
50LA01585,50,1,5806,4,520,12.2,3825,4,3065,4,12,5,5,1,4,1,07,072,1,,0,,,,,,,40,,,,,40,,07,1,01,,70,,,140,40,1,1,1,1,10,1950-05-20,45,47,02,1950405806,1947403825,1945403065
50LA01586,50,1,5328,4,427,8.6,4305,4,3075,4,12,5,5,1,4,1,04,042,1,,0,,,,,,,40,,,,,40,,04,1,17,,80,,,117,40,1,1,1,1,10,1950-04-27,45,48,02,1950405328,1948404305,1945403075
50LA01587,50,1,5091,4,419,8.6,3825,4,3088,4,10,5,5,1,4,1,07,072,1,,0,,,,,,,40,,,,,40,,07,1,01,,88,,,109,40,1,1,1,1,10,1950-04-19,45,47,02,1950405091,1947403825,1945403088
50LA01588,50,1,5219,4,424,9.4,3825,4,3091,4,10,8,5,1,4,1,07,072,1,,0,,,,,,,40,,,,,40,,07,1,00,,83,,,114,40,1,1,2,1,10,1950-04-24,45,47,02,1950405219,1947403825,1945403091
50LA01589,50,1,5220,4,424,8.6,3825,4,3091,4,10,8,5,1,4,1,07,072,2,,0,,,6896,60,-,,40,,,,,40,,07,1,00,,87,,,114,40,1,1,2,1,10,1950-04-24,45,47,02,1950405220,1947403825,1945403091
50LA01590,50,2,5277,4,425,9.8,4305,4,3093,4,8,5,5,1,3,1,04,042,1,,0,,,,,,,40,,,,,40,,04,1,05,,87,,,115,40,1,1,1,1,10,1950-04-25,45,48,02,1950405277,1948404305,1945403093
50LA01591,50,2,5385,4,428,9.0,4147,4,3097,4,,8,5,1,4,1,61,131,1,,0,,,,,,,40,,,,,40,,61,4,00,,70,61,,118,40,1,1,2,1,10,1950-04-28,45,48,02,1950405385,1948404147,1945403097
50LA01592,50,2,5386,4,428,10.8,4147,4,3097,4,,8,5,1,4,2,61,131,2,,0,,,,,,,40,,,,,40,,61,4,00,,74,61,,118,40,1,1,2,1,10,1950-04-28,45,48,02,1950405386,1948404147,1945403097
50LA01593,50,2,5479,4,430,12.0,4305,4,3103,4,14,5,5,1,4,1,04,042,1,,0,,,,,,,40,,,,,40,,04,1,07,,87,,,120,40,1,1,1,1,10,1950-04-30,45,48,02,1950405479,1948404305,1945403103
50LA01594,50,2,5435,4,429,7.8,4305,4,3104,4,14,8,5,1,4,2,04,042,1,7,230,,,,,,,40,,,,,40,,04,1,07,,0,,,119,40,1,1,2,1,0,1950-04-29,45,48,02,1950405435,1948404305,1945403104
50LA01595,50,2,5436,4,429,9.0,4305,4,3104,4,14,8,5,1,4,1,04,042,2,,0,,,,,,,40,,,,,40,,04,1,07,,44,,,119,40,1,1,2,1,10,1950-04-29,45,48,02,1950405436,1948404305,1945403104
50LA01596,50,1,5192,4,423,8.8,4036,4,3105,4,,8,5,1,4,1,61,141,1,6,0,2,,,,,16,40,,,,,40,,61,4,00,,0,61,,113,40,1,1,2,1,0,1950-04-23,45,48,02,1950405192,1948404036,1945403105
50LA01597,50,1,5193,4,423,9.4,4036,4,3105,4,,8,5,1,4,1,61,141,2,,0,2,,,,,16,40,,,,,40,,61,4,00,,78,61,,113,40,1,1,2,1,10,1950-04-23,45,48,02,1950405193,1948404036,1945403105
50LA01598,50,2,5785,4,511,9.6,4147,4,3106,4,,5,5,1,4,1,61,131,1,,0,,,,,,,40,,,,,40,,61,4,00,,72,61,,131,40,1,1,1,1,10,1950-05-11,45,48,02,1950405785,1948404147,1945403106
50LA01599,50,1,5168,4,422,9.6,3947,4,3108,4,20,8,5,1,3,1,03,032,1,,0,,,,,,,40,,,,,40,,03,1,07,,71,,,112,40,1,1,2,1,10,1950-04-22,45,47,02,1950405168,1947403947,1945403108
50LA01600,50,1,5169,4,422,9.6,3947,4,3108,4,20,8,5,1,3,1,03,032,2,,0,,,,,,,40,,,,,40,,03,1,07,,70,,,112,40,1,1,2,1,10,1950-04-22,45,47,02,1950405169,1947403947,1945403108
50LA01601,50,1,5796,4,515,14.6,4942,4,3119,4,14,5,5,1,4,1,08,082,1,,0,,,,,,,40,,,,,40,,08,1,08,,91,,,135,40,1,1,1,1,10,1950-05-15,45,49,02,1950405796,1949404942,1945403119
50LA01602,50,1,5782,4,510,9.2,4812,4,3124,4,19,8,5,1,4,1,05,052,1,,0,,,,,,,40,,,,,40,,05,1,06,,71,,,130,40,1,1,2,1,10,1950-05-10,45,49,02,1950405782,1949404812,1945403124
50LA01603,50,2,5783,4,510,8.4,4812,4,3124,4,19,8,5,1,4,1,05,052,2,,0,,,,,,,40,,,,,40,,05,1,06,,47,,,130,40,1,1,2,1,10,1950-05-10,45,49,02,1950405783,1949404812,1945403124
50LA01604,50,2,5509,4,501,7.2,4812,4,3125,4,14,5,5,1,1,1,05,052,1,2,0,,,,,,,40,,,,,40,,05,1,06,,0,,,121,40,1,1,1,1,0,1950-05-01,45,49,02,1950405509,1949404812,1945403125
50LA01605,50,1,5603,4,503,9.0,4812,4,3129,4,16,8,5,1,3,1,05,052,1,2,0,,,,,,,40,,,,,40,,05,1,07,,0,,,123,40,1,1,2,1,0,1950-05-03,45,49,02,1950405603,1949404812,1945403129
50LA01606,50,1,5604,4,503,9.0,4812,4,3129,4,16,8,5,1,3,1,05,052,2,,0,,,,,,,40,,,,,40,,05,1,07,,81,,,123,40,1,1,2,1,10,1950-05-03,45,49,02,1950405604,1949404812,1945403129
50LA01607,50,,,,510,0.0,4942,4,3133,4,14,,5,,,,08,082,1,,0,,,,,,,40,,-,,,40,,08,1,06,,0,,,130,40,1,0,0,0,0,1950-05-10,45,49,02,D195031331,1949404942,1945403133
50LA01608,50,1,5232,4,424,10.4,3947,4,3149,4,23,5,5,1,4,1,03,032,1,2,0,,,,,,,40,,,,,40,,03,1,16,,0,,,114,40,1,1,1,1,0,1950-04-24,45,47,02,1950405232,1947403947,1945403149
50LA01609,50,1,5152,4,421,9.8,3825,4,3153,4,10,8,5,1,3,1,07,072,1,6,0,,,,,,,40,,,,,40,,07,1,00,,0,,,111,40,1,1,2,1,0,1950-04-21,45,47,02,1950405152,1947403825,1945403153
50LA01610,50,2,5153,4,421,9.4,3825,4,3153,4,10,8,5,1,3,1,07,072,2,,0,,,,,,,40,,,,,40,,07,1,00,,82,,,111,40,1,1,2,1,10,1950-04-21,45,47,02,1950405153,1947403825,1945403153
50LA01611,50,1,5204,4,423,9.6,4812,4,3167,4,12,5,5,1,4,1,05,052,1,,0,,,,,,,40,,,,,40,,05,1,00,,83,,,113,40,1,1,1,1,10,1950-04-23,45,49,02,1950405204,1949404812,1945403167
50LA01612,50,1,5652,4,504,10.8,3713,4,3171,4,23,8,5,1,4,1,01,012,1,6,0,1,,,,,04,40,,,,,40,07,01,1,18,,0,,,124,40,1,1,2,1,0,1950-05-04,45,47,02,1950405652,1947403713,1945403171
50LA01613,50,1,5653,4,504,11.8,3713,4,3171,4,23,8,5,1,4,1,01,012,2,,0,,,,,,,40,,,,,40,,01,1,18,,80,,,124,40,1,1,2,1,10,1950-05-04,45,47,02,1950405653,1947403713,1945403171
50LA01614,50,2,5478,4,430,10.0,3713,4,3172,4,23,5,5,1,4,1,01,012,1,,0,,,,,,,40,,,,,40,,01,1,18,,78,,,120,40,1,1,1,1,10,1950-04-30,45,47,02,1950405478,1947403713,1945403172
50LA01615,50,1,5127,4,421,10.4,4942,4,3173,4,13,8,5,1,4,1,08,082,1,,0,,,,,,,40,,,,,40,,08,1,05,,60,,,111,40,1,1,2,1,10,1950-04-21,45,49,02,1950405127,1949404942,1945403173
50LA01616,50,2,5128,4,421,10.4,4942,4,3173,4,13,8,5,1,4,1,08,082,2,,0,,,,,,,40,,,,,40,,08,1,05,,82,,,111,40,1,1,2,1,10,1950-04-21,45,49,02,1950405128,1949404942,1945403173
50LA01617,50,2,5083,4,418,8.0,4249,4,3177,4,18,8,5,1,4,1,02,022,1,6,0,,,,,,,40,,,,,40,,02,1,18,,0,,,108,40,1,1,2,1,0,1950-04-18,45,48,02,1950405083,1948404249,1945403177
50LA01618,50,1,5084,4,418,9.0,4249,4,3177,4,18,8,5,1,4,1,02,022,2,6,0,,,,,,,40,,,,,40,,02,1,18,,0,,,108,40,1,1,2,1,0,1950-04-18,45,48,02,1950405084,1948404249,1945403177
50LA01619,50,2,5337,4,427,12.2,3825,4,3185,4,10,5,5,1,4,1,07,072,1,,0,,98,,,,,40,,,,,40,09,07,1,00,,90,,,117,40,1,1,1,1,10,1950-04-27,45,47,02,1950405337,1947403825,1945403185
50LA01620,50,1,5720,4,507,9.8,4107,4,3195,4,14,8,5,1,3,1,06,062,1,,0,,,,,,,40,,,,,40,,06,1,09,,65,,,127,40,1,1,2,1,10,1950-05-07,45,48,02,1950405720,1948404107,1945403195
50LA01621,50,1,5721,4,507,9.4,4107,4,3195,4,14,8,5,1,3,1,06,062,2,,0,,,,,,,40,,,,,40,,06,1,09,,67,,,127,40,1,1,2,1,10,1950-05-07,45,48,02,1950405721,1948404107,1945403195
50LA01622,50,2,5113,4,420,6.4,4107,4,3218,4,13,8,5,1,5,2,06,062,1,,0,,,,,,,40,,,,,40,,06,1,09,,76,,,110,40,1,1,2,1,10,1950-04-20,45,48,02,1950405113,1948404107,1945403218
50LA01623,50,2,5114,4,420,9.4,4107,4,3218,4,13,8,5,1,5,1,06,062,2,6,0,,,,,,,40,,,,,40,,06,1,09,,0,,,110,40,1,1,2,1,0,1950-04-20,45,48,02,1950405114,1948404107,1945403218
50LA01624,50,1,5166,4,422,9.4,3947,4,3254,4,13,8,4,1,3,2,03,032,1,,0,,,,,,,40,,,,,40,,03,1,08,,80,,,112,40,1,1,2,1,10,1950-04-22,46,47,02,1950405166,1947403947,1946403254
50LA01625,50,1,5167,4,422,10.0,3947,4,3254,4,13,8,4,1,3,2,03,032,2,,0,,,,,,,40,,,,,40,,03,1,08,,71,,,112,40,1,1,2,1,10,1950-04-22,46,47,02,1950405167,1947403947,1946403254
50LA01626,50,2,5801,4,519,9.7,4107,4,3257,4,17,5,4,1,5,1,06,062,1,7,230,,,,,,,40,,,,,40,,06,1,07,,0,,,139,40,1,1,1,1,0,1950-05-19,46,48,02,1950405801,1948404107,1946403257
50LA01627,50,1,5718,4,506,8.8,4305,4,3272,4,10,8,4,1,4,1,04,042,1,,0,,,,,,40,40,,,,,40,,04,1,13,,56,,,126,40,1,1,2,1,10,1950-05-06,46,48,02,1950405718,1948404305,1946403272
50LA01628,50,2,5719,4,506,9.6,4305,4,3272,4,10,8,4,1,4,1,04,042,2,,0,,,,,,,40,,,,,40,,04,1,13,,48,,,126,40,1,1,2,1,10,1950-05-06,46,48,02,1950405719,1948404305,1946403272
50LA01629,50,2,5473,4,430,12.2,3947,4,3281,4,13,5,4,1,4,2,03,032,1,,0,,,,,,,40,,,,,40,,03,1,15,,79,,,120,40,1,1,1,1,10,1950-04-30,46,47,02,1950405473,1947403947,1946403281
50LA01630,50,2,5780,4,510,7.0,4107,4,3283,4,26,8,4,1,3,1,06,062,1,7,230,,,,,,,40,,,,,40,,06,1,09,,0,,,130,40,1,1,2,1,0,1950-05-10,46,48,02,1950405780,1948404107,1946403283
50LA01631,50,2,5781,4,510,8.2,4107,4,3283,4,26,8,4,1,3,1,06,062,2,,0,,,,,,,40,,,,,40,,06,1,09,,52,,,130,40,1,1,2,1,10,1950-05-10,46,48,02,1950405781,1948404107,1946403283
50LA01632,50,2,5202,4,423,8.8,4812,4,3286,4,17,8,4,1,4,1,05,052,1,,0,,,,,,,40,,,,,40,,05,1,08,,66,,,113,40,1,1,2,1,10,1950-04-23,46,49,02,1950405202,1949404812,1946403286
50LA01633,50,1,5203,4,423,8.0,4812,4,3286,4,17,8,4,1,4,1,05,052,2,,0,,,,,,,40,,,,,40,,05,1,08,,70,,,113,40,1,1,2,1,10,1950-04-23,46,49,02,1950405203,1949404812,1946403286
50LA01634,50,2,5077,4,418,10.6,4305,4,3301,4,9,5,4,1,5,1,04,042,1,,0,,,,,,,40,,,,,40,,04,1,15,,78,,,108,40,1,1,1,1,10,1950-04-18,46,48,02,1950405077,1948404305,1946403301
50LA01635,50,2,5271,4,425,7.4,3713,4,3302,4,26,8,4,1,5,1,01,012,1,,0,,,,,,,40,,,,,40,,01,1,19,,65,,,115,40,1,1,2,1,10,1950-04-25,46,47,02,1950405271,1947403713,1946403302
50LA01636,50,1,5272,4,425,12.0,3713,4,3302,4,26,8,4,1,5,2,01,012,2,,0,1,,,,,01,40,,,,,40,,01,1,19,,91,,,115,40,1,1,2,1,10,1950-04-25,46,47,02,1950405272,1947403713,1946403302
50LA01637,50,1,5408,4,429,10.4,4305,4,3322,4,8,5,4,1,4,1,04,042,1,,0,,,,,,,40,,,,,40,,04,1,05,,97,,,119,40,1,1,1,1,10,1950-04-29,46,48,02,1950405408,1948404305,1946403322
50LA01638,50,,,,505,0.0,4107,4,3335,4,17,0,4,,3,,06,062,1,0,0,,,8052,60,+,,40,,,,,40,,06,1,17,,0,,,125,40,1,1,1,0,0,1950-05-05,46,48,02,D195033351,1948404107,1946403335
50LA01639,50,1,5112,4,420,12.4,4305,4,3350,4,9,5,4,1,4,1,04,042,1,,0,,,,,,,40,,,,,40,,04,1,09,,101,,,110,40,1,1,1,1,10,1950-04-20,46,48,02,1950405112,1948404305,1946403350
50LA01640,50,1,,,427,0.0,4305,4,3352,4,11,1,4,1,4,1,04,042,1,1,0,,,1433,13,+,,40,,,,,40,10,04,1,26,,0,,,117,40,1,1,1,0,0,1950-04-27,46,48,02,D195033521,1948404305,1946403352
50LA01641,50,1,5591,4,502,10.6,4305,4,3361,4,8,5,4,1,4,1,04,042,1,,0,,,,,,,40,,,,,40,,04,1,02,,89,,,122,40,1,1,1,1,10,1950-05-02,46,48,02,1950405591,1948404305,1946403361
50LA01642,50,1,5298,4,426,8.4,4249,4,3362,4,16,8,4,1,2,1,02,022,1,,0,,,,,,,40,,,,,40,,02,1,07,,70,,,116,40,1,1,2,1,10,1950-04-26,46,48,02,1950405298,1948404249,1946403362
50LA01643,50,1,5299,4,426,8.0,4249,4,3362,4,16,8,4,1,2,1,02,022,2,,0,,,,,,,40,,,,,40,,02,1,07,,72,,,116,40,1,1,2,1,10,1950-04-26,46,48,02,1950405299,1948404249,1946403362
50LA01644,50,2,5554,4,502,8.0,4364,4,3367,4,,8,4,1,3,1,61,091,1,,0,,,,,,,40,,,,,40,,61,4,14,,77,06,,122,40,1,1,2,1,10,1950-05-02,46,48,02,1950405554,1948404364,1946403367
50LA01645,50,1,5555,4,502,10.2,4364,4,3367,4,,8,4,1,3,2,61,091,2,,0,,,,,,,40,,,,,40,,61,4,14,,71,06,,122,40,1,1,2,1,10,1950-05-02,46,48,02,1950405555,1948404364,1946403367
50LA01646,50,,,,215,0.0,4812,4,3374,4,17,,4,,,,05,052,1,,0,,,,,,,40,,,6,,40,,05,1,08,,0,,,46,40,0,0,0,0,0,1950-02-15,46,49,02,D195033741,1949404812,1946403374
50LA01647,50,2,5513,4,501,6.4,4305,4,3380,4,9,8,4,1,4,2,04,042,1,6,0,,99,,,,,40,,,,,40,10,04,1,13,,0,,,121,40,1,1,2,1,0,1950-05-01,46,48,02,1950405513,1948404305,1946403380
50LA01648,50,1,5514,4,501,7.6,4305,4,3380,4,9,8,4,1,4,2,04,042,2,7,230,,,,,,,40,,,,,40,,04,1,13,,0,,,121,40,1,1,2,1,0,1950-05-01,46,48,02,1950405514,1948404305,1946403380
50LA01649,50,,,,425,0.0,4812,4,3381,4,18,2,4,,3,,05,052,1,0,0,,,1411,13,+,,40,,,,,40,,05,1,10,,0,,,115,40,1,1,2,0,0,1950-04-25,46,49,02,D195033811,1949404812,1946403381
50LA01650,50,,,,425,0.0,4812,4,3381,4,18,2,4,,3,,05,052,2,0,0,,,,,,,40,,,,,40,,05,1,10,,0,,,115,40,1,1,2,0,0,1950-04-25,46,49,02,D195033812,1949404812,1946403381
50LA01651,50,2,5663,4,504,11.2,4036,4,3384,4,,5,4,1,4,1,61,141,1,,0,,,,,,,40,,,,,40,,61,4,,,81,61,,124,40,1,1,1,1,10,1950-05-04,46,48,02,1950405663,1948404036,1946403384
50LA01652,50,2,5641,4,504,8.8,4364,4,3385,4,,8,4,1,4,1,61,091,1,,0,,,,,,,40,,,,,40,,61,4,,,70,06,,124,40,1,1,2,1,10,1950-05-04,46,48,02,1950405641,1948404364,1946403385
50LA01653,50,2,5642,4,504,8.6,4364,4,3385,4,,8,4,1,4,1,61,091,2,,0,,,,,,,40,,,,,40,,61,4,,,66,06,,124,40,1,1,2,1,10,1950-05-04,46,48,02,1950405642,1948404364,1946403385
50LA01654,50,1,5805,4,519,13.2,4390,4,3387,4,8,5,4,1,4,1,61,101,1,6,0,,,,,,,40,,,,,40,,61,4,02,,0,09,,139,40,1,1,1,1,0,1950-05-19,46,48,02,1950405805,1948404390,1946403387
50LA01655,50,2,5211,4,423,9.6,4147,4,3388,4,,8,4,1,2,1,61,131,1,,0,,,1568,67,-,,40,,,,,40,,61,4,00,,64,61,,113,40,1,1,2,1,10,1950-04-23,46,48,02,1950405211,1948404147,1946403388
50LA01656,50,2,5212,4,423,9.8,4147,4,3388,4,,8,4,1,2,1,61,131,2,,0,,,,,,,40,,,,,40,,61,4,00,,81,61,,113,40,1,1,2,1,10,1950-04-23,46,48,02,1950405212,1948404147,1946403388
50LA01657,50,2,5467,4,430,10.6,3947,4,3391,4,8,8,4,1,3,1,03,032,1,,0,,,,,,,40,,,,,40,,03,1,02,,79,,,120,40,1,1,2,1,10,1950-04-30,46,47,02,1950405467,1947403947,1946403391
50LA01658,50,2,5468,4,430,8.8,3947,4,3391,4,8,8,4,1,3,1,03,032,2,,0,,,,,,,40,,,,,40,,03,1,02,,70,,,120,40,1,1,2,1,10,1950-04-30,46,47,02,1950405468,1947403947,1946403391
50LA01659,50,2,5313,4,426,9.0,4249,4,3393,4,18,5,4,1,4,1,02,022,1,,0,,,,,,,40,,,,,40,,02,1,10,,49,,,116,40,1,1,1,1,10,1950-04-26,46,48,02,1950405313,1948404249,1946403393
50LA01660,50,1,5147,4,421,8.8,4107,4,3400,4,17,7,4,1,1,1,06,062,1,,0,,,,,,,40,,,,,40,,06,1,10,,78,,,111,40,1,1,2,1,10,1950-04-21,46,48,02,1950405147,1948404107,1946403400
50LA01661,50,1,,,421,0.0,4107,4,3400,4,17,7,4,1,1,1,06,062,2,1,0,,,,,,,40,,,,,40,,06,1,10,,0,,,111,40,1,1,2,0,0,1950-04-21,46,48,02,D195034002,1948404107,1946403400
50LA01662,50,2,5660,4,504,9.0,4366,4,3404,4,,5,4,1,4,1,61,071,1,,0,,,,,,,40,,,,,40,,61,4,01,,65,02,,124,40,1,1,1,1,10,1950-05-04,46,48,02,1950405660,1948404366,1946403404
50LA01663,50,2,5648,4,504,6.8,4107,4,3413,4,17,8,4,1,3,1,06,062,1,,0,,,,,,,40,,,,,40,,06,1,09,,56,,,124,40,1,1,2,1,10,1950-05-04,46,48,02,1950405648,1948404107,1946403413
50LA01664,50,2,5649,4,504,8.2,4107,4,3413,4,17,8,4,1,3,1,06,062,2,,0,1,,,,,03,40,,,,,40,,06,1,09,,62,,,124,40,1,1,2,1,10,1950-05-04,46,48,02,1950405649,1948404107,1946403413
50LA01665,50,1,5286,4,426,12.6,4284,4,3417,4,,5,4,1,4,1,61,121,1,,0,,,,,,,40,,,,,40,,61,4,,,80,61,,116,40,1,1,1,1,10,1950-04-26,46,48,02,1950405286,1948404284,1946403417
50LA01666,50,2,5411,4,429,8.8,4390,4,3432,4,,8,4,1,4,1,61,101,1,,0,,,,,,,40,,,,,40,,61,4,,,78,09,,119,40,1,1,2,1,10,1950-04-29,46,48,02,1950405411,1948404390,1946403432
50LA01667,50,1,5412,4,429,7.8,4390,4,3432,4,,8,4,1,4,1,61,101,2,,0,,,,,,,40,,,,,40,,61,4,,,72,09,,119,40,1,1,2,1,10,1950-04-29,46,48,02,1950405412,1948404390,1946403432
50LA01668,50,1,5666,4,504,12.2,4366,4,3436,4,,5,4,1,4,1,61,071,1,,0,1,,,,,03,40,,,,,40,,61,4,04,,94,02,,124,40,1,1,1,1,10,1950-05-04,46,48,02,1950405666,1948404366,1946403436
50LA01669,50,1,5585,4,502,13.4,4107,4,3437,4,15,5,4,3,4,1,06,062,1,6,0,,,,,,,40,,,,,40,,06,1,09,,0,,,122,40,1,1,1,1,0,1950-05-02,46,48,02,1950405585,1948404107,1946403437
50LA01670,50,1,5710,4,506,12.2,4249,4,3438,4,17,5,4,2,4,1,02,022,1,,0,,,,,,,40,,,,,40,,02,1,09,,82,,,126,40,1,1,1,1,10,1950-05-06,46,48,02,1950405710,1948404249,1946403438
50LA01671,50,2,5273,4,425,8.4,4249,4,3440,4,16,8,4,1,3,1,02,022,1,,0,1,,,,,03,40,,,,,40,,02,1,13,,77,,,115,40,1,1,2,1,10,1950-04-25,46,48,02,1950405273,1948404249,1946403440
50LA01672,50,2,5274,4,425,8.6,4249,4,3440,4,16,8,4,1,3,1,02,022,2,,0,,,,,,,40,,,,,40,,02,1,13,,63,,,115,40,1,1,2,1,10,1950-04-25,46,48,02,1950405274,1948404249,1946403440
50LA01673,50,1,5746,4,507,8.4,4036,4,3445,4,,8,4,1,4,1,61,141,1,,0,,,,,,,40,,,,,40,,61,4,00,,71,61,,127,40,1,1,2,1,10,1950-05-07,46,48,02,1950405746,1948404036,1946403445
50LA01674,50,2,5747,4,507,8.4,4036,4,3445,4,,8,4,1,4,1,61,141,2,,0,,,,,,,40,,,,,40,,61,4,00,,64,61,,127,40,1,1,2,1,10,1950-05-07,46,48,02,1950405747,1948404036,1946403445
50LA01675,50,2,5562,4,502,9.2,4036,4,3451,4,,8,4,1,3,1,61,141,1,6,0,,,,,,,40,,,,,40,,61,4,,,0,61,,122,40,1,1,2,1,0,1950-05-02,46,48,02,1950405562,1948404036,1946403451
50LA01676,50,2,5563,4,502,11.0,4036,4,3451,4,,8,4,1,3,1,61,141,2,,0,,,,,,,40,,,,,40,,61,4,,,78,61,,122,40,1,1,2,1,10,1950-05-02,46,48,02,1950405563,1948404036,1946403451
50LA01677,50,,,,426,0.0,4284,4,3458,4,,1,4,,2,,61,121,1,1,0,,,5270,40,+,,40,,,,,40,,61,4,01,,0,61,,116,40,1,1,1,0,0,1950-04-26,46,48,02,D195034581,1948404284,1946403458
50LA01678,50,1,5588,4,502,9.6,4095,4,3466,4,,8,4,1,3,1,61,111,1,2,0,,,,,,,40,,,,,40,,61,4,,,0,61,,122,40,1,1,2,1,0,1950-05-02,46,48,02,1950405588,1948404095,1946403466
50LA01679,50,1,5589,4,502,8.2,4095,4,3466,4,,8,4,1,3,1,61,111,2,,0,,,,,,,40,,,,,40,,61,4,,,75,61,,122,40,1,1,2,1,10,1950-05-02,46,48,02,1950405589,1948404095,1946403466
50LA01680,50,1,5159,4,422,13.2,4305,4,3467,4,10,5,4,1,4,1,04,042,1,,0,,,,,,,40,,,,,40,,04,1,00,,75,,,112,40,1,1,1,1,10,1950-04-22,46,48,02,1950405159,1948404305,1946403467
50LA01681,50,1,5209,4,423,9.6,4390,4,3475,4,,8,4,1,5,1,61,101,1,,0,,,,,,,40,,,,,40,,61,4,,,71,09,,113,40,1,1,2,1,10,1950-04-23,46,48,02,1950405209,1948404390,1946403475
50LA01682,50,2,5210,4,423,11.2,4390,4,3475,4,,8,4,5,5,1,61,101,2,,0,,,,,,,40,,,,,40,,61,4,,,85,09,,113,40,1,1,2,1,10,1950-04-23,46,48,02,1950405210,1948404390,1946403475
50LA01683,50,1,5497,4,501,9.0,4036,4,3486,4,,8,4,1,4,1,61,141,1,,0,,,,,,,40,,,,,40,,61,4,,,51,61,,121,40,1,1,2,1,10,1950-05-01,46,48,02,1950405497,1948404036,1946403486
50LA01684,50,1,5498,4,501,9.4,4036,4,3486,4,,8,4,1,4,1,61,141,2,,0,,,,,,,40,,,,,40,,61,4,,,86,61,,121,40,1,1,2,1,10,1950-05-01,46,48,02,1950405498,1948404036,1946403486
50LA01685,50,2,5280,4,426,11.6,4942,4,3487,4,14,5,4,1,4,1,08,082,1,,0,,,,,,,40,,,,,40,,08,1,06,,83,,,116,40,1,1,1,1,10,1950-04-26,46,49,02,1950405280,1949404942,1946403487
50LA01686,50,2,5564,4,502,9.4,4147,4,3488,4,,8,4,1,4,1,61,131,1,,0,,,,,,,40,,,,,40,,61,4,01,,63,61,,122,40,1,1,2,1,10,1950-05-02,46,48,02,1950405564,1948404147,1946403488
50LA01687,50,1,5565,4,502,9.6,4147,4,3488,4,,8,4,1,4,2,61,131,2,,0,,,,,,,40,,,,,40,,61,4,01,,64,61,,122,40,1,1,2,1,10,1950-05-02,46,48,02,1950405565,1948404147,1946403488
50LA01688,50,2,5125,4,421,7.4,4249,4,3500,4,17,5,4,1,4,1,02,022,1,6,0,,,,,,,40,,,,,40,,02,1,09,,0,,,111,40,1,1,1,1,0,1950-04-21,46,48,02,1950405125,1948404249,1946403500
50LA01689,50,1,5085,4,418,10.4,4390,4,3504,4,,8,4,1,3,1,61,101,1,,0,,,,,,,40,,,,,40,,61,4,06,,80,09,,108,40,1,1,2,1,10,1950-04-18,46,48,02,1950405085,1948404390,1946403504
50LA01690,50,2,5086,4,418,10.4,4390,4,3504,4,,8,4,4,3,1,61,101,2,,0,,,,,,,40,,,,,40,,61,4,06,,81,09,,108,40,1,1,2,1,10,1950-04-18,46,48,02,1950405086,1948404390,1946403504
50LA01691,50,1,5593,4,502,15.0,4942,4,3507,4,13,5,4,1,4,1,08,082,1,6,0,,,,,,,40,,,,,40,,08,1,05,,0,,,122,40,1,1,1,1,0,1950-05-02,46,49,02,1950405593,1949404942,1946403507
50LA01692,50,1,5762,4,508,9.4,4107,4,3517,4,17,8,4,1,3,1,06,062,1,,0,,,,,,,40,,,,,40,,06,1,12,,65,,,128,40,1,1,2,1,10,1950-05-08,46,48,02,1950405762,1948404107,1946403517
50LA01693,50,2,5763,4,508,8.8,4107,4,3517,4,17,8,4,1,3,1,06,062,2,,0,,,,,,,40,,,,,40,,06,1,12,,52,,,128,40,1,1,2,1,10,1950-05-08,46,48,02,1950405763,1948404107,1946403517
50LA01694,50,1,5739,4,507,8.4,4107,4,3523,4,13,8,4,1,3,1,06,062,1,7,230,,,,,,,40,,,,,40,,06,1,03,,0,,,127,40,1,1,2,1,0,1950-05-07,46,48,02,1950405739,1948404107,1946403523
50LA01695,50,2,5740,4,507,8.2,4107,4,3523,4,13,8,4,1,3,1,06,062,2,,0,,,,,,,40,,,,,40,,06,1,03,,64,,,127,40,1,1,2,1,10,1950-05-07,46,48,02,1950405740,1948404107,1946403523
50LA01696,50,1,5529,4,501,9.6,4305,4,3528,4,9,5,4,1,5,1,04,042,1,,0,2,,,,,16,40,,,,,40,,04,1,08,,58,,,121,40,1,1,1,1,10,1950-05-01,46,48,02,1950405529,1948404305,1946403528
50LA01697,50,1,5549,4,501,11.4,3947,4,3529,4,8,5,4,2,4,1,03,032,1,,0,,,,,,,40,,,,,40,,03,1,03,,101,,,121,40,1,1,1,1,10,1950-05-01,46,47,02,1950405549,1947403947,1946403529
50LA01698,50,,,,510,0.0,3713,4,3538,4,16,,4,,,,01,012,1,,0,,,,,,,40,,-,,,40,,01,1,00,,0,,,130,40,1,0,0,0,0,1950-05-10,46,47,02,D195035381,1947403713,1946403538
