UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLWT_RATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,NAX,LIM,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
00RA00144,A6827,04,99,1,88,30,43-,.,3,2,2.5,Y,116,79,113,0.633,154,154,69,0.269,2.8,3.3,58,4.2,4.8,0.0312,23.77,4.58,19.3,60,1,1,3+,2.41,159.7,A4395,04,A3752,04,171,193,0.28,1.0,not DUD,1,GXE,104,87,-,S1,A,0.0,41,Nax,LOW,CL,20,2,,20,Q,,0,,2,5,4,2000
00RA00145,A6828,04,99,1,88,30,43-,.,3,2,2.5,Y,116,93,113,0.737,149,149,69,0.201,3.2,3.8,58,5.0,5.7,0.0383,23.7,5.36,22.6,60,2,1,2-,2.41,159.7,A4395,04,A3752,04,179,193,0.261,1.0,,1,GXE,108,99,-,D1,B,0.0,,Nax,,CR,55,3,,5,E,,0,,2,5,4,2000
00RA00146,A6842,04,99,1,82,30,20,C,2,2,2.0,Y,116,74,107,0.602,138,138,69,0.225,2.1,2.5,62,5.2,6.0,0.0435,22.79,4.78,21.0,62,1,1,3+,2.24,141.7,A3453,04,A4207,04,167,193,0.278,1.0,DUD,1,CTL,97,89,-,D3,DUD,0.0,53alt,,INB,CR,40,3,,0,S,,0,,2,4,3,2000
00RA00147,A6853,04,99,1,81,30,01,M,3,3,5.0,Y,116,87,107,0.699,186,186,69,0.347,2.1,2.5,60,5.4,6.2,0.0333,23.03,4.74,20.6,62,2,1,3+,2.3,160.1,A4254,04,A1103,04,207,193,0.358,1.0,PNEU,1,LWW,109,91,-,S0,B,0.0,52,,INB,CR,60,3,,0,E,,0,,5,11,10,2000
00RA00148,A6863,04,99,1,82,30,23,C,2,2,6.0,Y,116,83,107,0.673,158,158,69,0.263,3.0,3.6,60,8.0,9.2,0.0582,23.31,3.96,17.0,62,2,1,3+,2.0,143.8,A4095,04,A0120,04,172,193,0.266,1.0,"RCVR, DUD >wk",1,CTL,111,124,-,D3w,DUD,0.0,23,,INB,CR,60,3,,0,E,,0,,6,11,10,2000
00RA00149,A6864,04,99,1,81,30,04,M,2,2,4.0,Y,116,91,107,0.759,157,157,69,0.232,2.6,3.1,62,5.0,5.7,0.0363,22.27,3.91,17.5,62,1,1,2,1.94,145.8,A4528,04,A2049,04,190,193,0.296,1.0,"L.EYE, DUD",1,LWW,101,93,-,D3,DUD,0.0,43alt,,LOW,CL,60,3,,0,E,,0,,3,6,6,2000
00RA00150,A6887,04,99,1,88,30,42-,.,3,2,2.5,Y,117,83,106,0.702,161,161,69,0.274,3.9,4.6,60,7.4,8.5,0.0528,26.16,4.33,16.5,58,2,1,2,2.41,151.4,A3724,04,A3969,04,186,193,0.307,1.0,COARSE,1,GXE,117,125,-,D1,B,0.0,,Nax,,CR,60,3,,0,E,,0,,2,5,4,2000
00RA00151,A6889,04,99,1,82,30,24,C,2,2,8.0,Y,117,76,106,0.623,120,120,69,0.154,2.1,2.5,62,4.0,4.6,0.0383,22.19,4.17,18.8,62,1,1,2+,2.13,137.6,A4310,04,L7544,03,147,193,0.212,1.0,DUD >work,1,CTL,89,79,-,D3w,DUD,0.0,24,,,CR,40,3,,0,S,,0,,8,17,14,2000
00RA00152,A6911,04,99,1,88,30,45-,.,1,1,2.5,Y,117,92,106,0.758,161,161,69,0.242,3.2,3.8,58,7.4,8.5,0.0528,25.02,4.71,18.8,58,2,1,2,2.07,139.9,A4678,04,A3788,04,194,193,0.304,1.0,not DUD,1,GXE,109,119,-,S1,A,0.0,54,Nax,INB,CR,55,3,,0,E,,0,,2,3,3,2000
00RA00153,A6925,04,99,1,82,30,29,C,3,2,4.0,Y,118,77,105,0.639,124,124,69,0.165,2.5,3.0,60,4.6,5.3,0.0427,21.04,4.57,21.7,64,1,1,3+,1.94,138.8,A4414,04,A2539,04,152,193,0.224,1.0,,1,CTL,94,90,-,S0,B,0.0,29,,,CR,60,3,,0,E,,0,,3,6,6,2000
00RA00154,A6928,04,99,1,82,30,28,C,3,2,5.0,Y,118,97,105,0.824,160,160,69,0.221,2.6,3.1,62,6.8,7.9,0.0494,23.15,4.41,19.1,62,1,1,3,2.52,155.6,A4247,04,A1503,04,188,193,0.272,1.0,"DUD, D6+",1,CTL,111,109,-,D4,DUD,0.0,28x,,INB,CL,30,3,,0,S,,0,,5,13,10,2000
00RA00155,A6930,04,99,1,82,30,28,C,3,2,5.0,Y,118,84,105,0.702,175,175,69,0.319,2.4,2.9,60,6.8,7.9,0.0451,24.1,4.57,19.0,60,1,1,3,2.52,155.6,A4247,04,A1503,04,204,193,0.358,1.0,,1,CTL,113,106,-,S0,B,0.0,51alt,,INB,CL,40,3,,0,S,,0,,5,13,10,2000
00RA00156,A6934,04,99,1,81,30,03,M,3,2,2.0,Y,118,85,105,0.731,171,171,69,0.302,2.8,3.3,58,8.0,9.2,0.0538,25.93,4.73,18.2,58,2,1,2+,2.41,157.9,A4591,04,A4523,04,192,193,0.319,1.0,H2,1,LWW,118,119,-,S2,AA,0.0,03,,,CL,40,3,,0,S,,0,,2,5,4,2000
00RA00157,A6945,04,99,1,81,30,01,M,3,1,4.0,Y,118,111,105,0.95,174,174,69,0.221,2.3,2.7,58,6.6,7.6,0.0437,25.25,6.03,23.9,58,2,3,3-,2.32,133.8,A4254,04,A2257,04,214,193,0.307,1.0,"NICE, JAW3",2,LWW,101,101,-,S1,A,0.0, 94,,,,,,,,,,1,_____,4,9,5,2000
00RA00158,A6951,04,99,1,81,30,01,M,2,2,6.0,Y,118,101,105,0.842,173,173,69,0.253,2.9,3.5,60,7.0,8.1,0.0468,24.6,4.64,18.9,60,2,1,1-,2.3,146.1,A4254,04,L9966,03,187,193,0.257,1.0,"X,H2, JAW6 bo",3,LWW,108,113,,,,0.0,,,,,,,,,,,0,,6,14,10,2000
00RA00159,A6952,04,99,1,81,30,01,M,2,2,6.0,Y,118,87,105,0.701,151,151,69,0.225,2.6,3.1,60,6.4,7.4,0.049,24.35,4.87,20.0,60,1,1,3+,2.3,146.1,A4254,04,L9966,03,173,193,0.257,1.0,DUD >works,2,LWW,105,104,-,D4w,DUD,0.0,DUDw,,,,,,,,,NO,1,_____,6,14,10,2000
00RA00160,A6964,04,99,1,81,30,02,M,2,2,3.0,Y,118,82,105,0.67,158,158,69,0.267,3.1,3.7,58,4.6,5.3,0.0335,22.12,4.66,21.1,62,1,1,2,2.14,149.3,A3079,04,A3526,04,185,193,0.307,1.0,DUD >work,1,LWW,103,96,-,D3w,DUD,0.0,02,,LOW,CR,55,3,,0,E,,0,,3,6,6,2000
00RA00161,A6969,04,99,1,81,30,04,M,3,2,3.0,Y,118,83,105,0.709,151,151,69,0.239,2.6,3.1,60,6.4,7.4,0.049,23.56,4.29,18.2,60,4,1,3+,2.28,150.4,A4528,04,A3248,04,185,193,0.304,1.0,"H4, X",3,LWW,108,105,,S3,AA,0.0,,,,,,,,,,,0,,3,7,6,2000
00RA00162,A6970,04,99,1,81,30,04,M,3,2,3.0,Y,118,82,105,0.696,151,151,69,0.242,3.2,3.8,58,6.0,6.9,0.0457,24.47,4.47,18.3,60,1,1,3+,2.28,150.4,A4528,04,A3248,04,171,193,0.266,1.0,DUD >work,1,LWW,108,107,-,D3w,DUD,0.0,04,,,CL,55,3,,0,E,,0,,3,7,6,2000
00RA00163,A6994,04,99,1,82,30,30,C,1,1,2.0,Y,120,95,103,0.8,173,173,69,0.274,2.7,3.2,60,5.4,6.3,0.0364,21.06,4.28,20.3,64,1,1,3+,1.9,124.9,A4206,04,A4543,04,193,193,0.293,1.0,,1,CTL,94,100,-,S0,B,0.0,30,,,CL,35,3,,0,S,,0,,2,2,2,2000
00RA00164,A6998,04,99,1,82,30,25,C,2,2,8.0,Y,120,91,103,0.764,151,151,69,0.211,2.6,3.1,60,5.4,6.3,0.0417,22.55,3.78,16.7,62,2,1,2+,2.25,167.4,A4125,04,L7712,03,180,193,0.266,1.0,DUD >work,1,CTL,111,98,-,D3w,DUD,0.0,51,,INB,CR,45,3,,5,S,,0,,8,18,16,2000
00RA00165,A7004,04,99,1,88,30,43-,.,4,2,3.5,Y,121,84,102,0.741,158,158,69,0.26,2.8,3.4,58,4.8,5.6,0.0354,23.67,4.18,17.6,60,2,1,2+,2.57,153.9,A4395,04,A2759,04,171,193,0.26,1.0,,1,GXE,104,94,-,S1,A,0.0,41alt,Nax,LOW,CR,50,3,,0,S,,0,,3,9,7,2000
00RA00166,I0064,00,96,1,ID,02,,I,,,0.0,M,0,0,0,0.0,234,0,71,0.0,3.4,3.4,60,10.6,10.6,0.0,25.1,4.19,16.7,58,1,,3,0.0,0.0,,,,,273,193,0.0,4.0,Krakow Ram,1,KK,,,-,S5,AAA,92.0,42T,,,CL,25,3,,5,S,,1,,,,,2000
00RA00167,J0093,00,97,1,00,06,,.,,,0.0,M,0,0,0,0.0,267,0,71,0.0,3.7,3.7,54,15.6,15.6,0.0,30.65,5.84,19.0,50,1,,3,0.0,0.0,,,,,302,193,0.0,3.0,JARVIS  93,1,JAR,,,-,S4,AAA,96.3,01-,,,CR,50,3,,0,S,,0,,,,,2000
00RA00168,J0131,00,97,1,00,06,,.,,,0.0,M,0,0,0,0.0,260,0,71,0.0,3.2,3.2,56,15.6,15.6,0.0,29.04,4.84,16.7,54,1,,3,0.0,0.0,,,,,287,193,0.0,3.0,JARVIS 131,1,JAR,,,-,S4,AAA,96.2,02-,,,CL,20,2,,5,Q,,0,,,,,2000
00RA00169,J0143,00,97,1,00,06,,.,,,0.0,M,0,0,0,0.0,267,0,71,0.0,3.9,3.9,54,14.6,14.6,0.0,30.33,5.25,17.3,50,2,,3,0.0,0.0,,,,,297,193,0.0,3.0,"KNOT,L.SCRO?",1,JAR,,,-,S2,AA,96.2,03-,,,CR,25,3,,0,S,,0,,,,,2000
00RA00170,K0007,64,98,1,61,06,04,.,2,2,7.0,M,89,107,126,0.75,223,188,71,0.274,3.6,3.6,58,15.4,15.4,0.0,25.99,5.86,22.6,58,1,1,3+,1.61,123.7,K8723,63,K5685,63,267,193,0.331,2.0,,2,ADG,92,104,-,S2,AA,0.0,123,,,,,,,,,,8,C5417,7,11,9,2000
00RA00171,K0012,64,98,1,00,05,51,H,1,1,5.0,M,90,101,125,0.696,185,164,71,0.213,3.6,3.6,60,12.4,12.4,0.0,0.0,0.0,0.0,0,2,1,2,1.77,135.0,K8596,63,K7643,63,214,193,0.253,2.0,X,3,CLP,,,,S0,B,0.0,,CC1,,,,,,,,,0,,5,9,8,2000
00RA00172,K0030,64,98,1,00,05,52,H,2,2,6.0,M,91,97,124,0.674,241,175,71,0.264,3.7,3.7,58,12.8,12.8,0.0,0.0,0.0,0.0,0,2,1,3,1.69,134.7,K8762,63,K6994,63,277,193,0.317,2.0,PEN 53 DUD,3,CLP,,,,S1,A,0.0,53a,CC1,,,,,,,,,0,,6,10,10,2000
00RA00173,K0058,64,98,1,61,06,03,.,2,2,5.0,M,92,112,123,0.809,235,187,71,0.253,3.4,3.4,60,13.6,13.6,0.0,24.02,4.37,18.2,60,1,1,3+,1.55,139.4,K8744,63,K7219,63,267,193,0.32,2.0,"X, SICK",2,ADG,93,98,-,S0,B,0.0,  X,,,,,,,,,NO,8,_____,5,7,8,2000
00RA00174,K0096,64,98,1,00,05,52,H,1,1,2.0,Y,94,98,121,0.733,204,166,71,0.23,2.8,2.8,62,8.6,8.6,0.0,0.0,0.0,0.0,0,1,1,1-,1.33,81.5,K8762,63,K9177,63,235,193,0.291,2.0,DUD >works,1,CLP,,,-,D3w,DUD,0.0,DUDw,CC1,,CL,25,3,,0,S,,0,,1,1,1,2000
00RA00175,K0116,64,98,1,62,06,04,.,1,1,7.0,M,95,128,120,0.939,237,221,71,0.314,3.4,3.4,56,13.6,13.6,0.0,27.4,7.46,27.2,56,1,1,3+,1.61,140.5,K8723,63,K5711,63,261,193,0.358,2.0,,2,ADG,105,95,-,S3,AA,100.0,125,,,,,,,,,,8,_____,7,11,11,2000
00RA00176,K0150,64,98,1,00,05,52,H,2,2,3.0,M,96,92,119,0.68,215,170,71,0.264,3.3,3.3,60,14.4,14.4,0.0,0.0,0.0,0.0,0,3,1,3,1.68,137.7,K8762,63,K8701,63,248,193,0.32,2.0,H3,1,CLP,,,-,S2,AA,75.0,e.3,CC1,,CR,60,3,,0,E,,0,,3,5,5,2000
00RA00177,K0225,64,98,1,60,06,03,.,2,1,6.0,M,98,104,119,0.761,222,200,71,0.327,3.6,3.6,54,13.4,13.4,0.0,31.64,5.94,18.8,48,2,1,3+,1.79,140.4,K8744,63,K6679,63,265,193,0.354,2.0,DEAD 8/16/00,6,ADG,97,93,,S2,AA,0.0,VAS,VAS,,,,,,,,,0,VASEC,6,11,10,2000
00RA00178,K0233,64,98,1,60,06,04,.,1,2,5.0,M,98,101,119,0.735,229,206,71,0.357,3.5,3.5,60,10.4,10.4,0.0,25.49,4.76,18.7,58,1,1,2-,1.44,130.1,K8723,63,K7159,63,261,193,0.38,2.0,,3,ADG,101,87,,S1,A,0.0,,,,,,,,,,,0,,4,6,7,2000
00RA00179,K0236,64,98,1,00,05,52,H,2,2,3.0,M,98,86,119,0.605,180,164,71,0.265,3.1,3.1,58,8.6,8.6,0.0,0.0,0.0,0.0,0,1,1,3-,1.39,101.2,K8762,63,K8890,63,221,193,0.31,2.0,DUD,1,CLP,,,-,D3,DUD,0.0,,CC1,,CR,60,3,,0,E,,0,,2,3,3,2000
00RA00180,K0269,64,98,1,00,05,51,H,2,2,3.0,M,99,93,118,0.683,190,170,71,0.262,3.7,3.7,62,13.4,13.4,0.0,0.0,0.0,0.0,0,1,1,2-,1.78,138.5,K8596,63,K8157,63,228,193,0.292,2.0,,1,CLP,,,-,S3,AA,0.0,ealt,CC1,,CR,20,2,,0,Q,,0,,3,5,5,2000
00RA00181,K0279,64,98,1,60,06,01,.,1,1,3.0,M,99,112,118,0.799,242,207,71,0.323,3.8,3.8,54,16.4,16.4,0.0,31.69,5.41,17.1,48,1,1,3+,1.53,84.9,K8901,63,K8835,63,294,193,0.377,2.0,MR.BIG,2,ADG,103,105,-,S5,AAA,66.7,130,,,,,,,,,,8,_____,3,4,2,2000
00RA00182,K0299,64,98,1,00,05,52,H,2,2,6.0,M,100,97,117,0.698,206,157,71,0.204,2.7,2.7,60,8.2,8.2,0.0,0.0,0.0,0.0,0,3,1,3-,1.79,142.7,K8762,63,K6753,63,256,193,0.26,2.0,"H3, F3-",1,CLP,,,-,S0,B,0.0,52,CN4,,CR,25,3,,5,S,,0,,6,11,11,2000
00RA00183,K0335,64,98,1,62,06,05,.,1,2,8.0,M,101,109,114,0.811,242,217,71,0.365,3.6,3.6,56,15.4,15.4,0.0,28.96,5.17,17.9,54,1,1,3+,1.5,137.9,K8711,63,K4858,63,286,193,0.381,2.0,BAD R. EYE,2,ADG,104,102,-,S2,AA,24.0,128,,,,,,,,,,8,_____,8,12,12,2000
00RA00184,K0386,64,98,1,00,05,51,H,1,1,3.0,M,102,95,113,0.717,214,177,71,0.277,4.3,4.3,58,13.6,13.6,0.0,0.0,0.0,0.0,0,1,1,3+,1.53,129.2,K8596,63,K8623,63,248,193,0.311,2.0,,1,CLP,,,-,S2,AA,68.8,e.2,CC1,,CR,40,3,,0,S,,0,,3,4,4,2000
00RA00185,K0429,64,98,1,60,06,06,.,2,2,5.0,M,103,95,116,0.703,250,213,71,0.404,4.6,4.6,54,17.6,17.6,0.0,29.03,6.44,22.2,54,1,1,2-,1.58,130.7,K9001,63,K6862,63,291,193,0.429,2.0,VASCECTOMY,3,ADG,109,118,-,S2,AA,92.0,06-,VAS,,,,,,,,,0,VASEC,4,7,7,2000
00RA00186,K0433,64,98,1,60,06,01,.,2,2,4.0,M,104,95,111,0.728,239,206,71,0.375,4.4,4.4,58,14.6,14.6,0.0,26.62,5.16,19.4,56,1,1,3+,1.64,136.7,K8901,63,K7743,63,282,193,0.41,2.0,4TEATS,2,ADG,107,107,-,S2,AA,0.0,124,,,,,,,,,,8,_____,4,6,6,2000
00RA00187,K0531,64,98,1,62,06,03,.,2,2,4.0,M,107,89,108,0.722,249,209,71,0.405,3.9,3.9,54,13.0,13.0,0.0,29.2,6.55,20.7,54,1,1,3+,1.77,111.7,K8744,63,K7824,63,283,193,0.448,2.0,4TEATS,2,ADG,114,94,-,S1,A,0.0,129,,,,,,,,,,8,_____,4,7,6,2000
00RA00188,K0567,64,98,1,61,06,05,.,2,2,7.0,M,110,90,105,0.732,206,177,71,0.294,3.2,3.2,56,12.8,12.8,0.0,28.07,6.05,21.5,54,1,1,2-,1.45,118.8,K8711,63,K6109,63,254,193,0.355,2.0,,3,ADG,96,90,,S2,AA,0.0,,,,,,,,,,,0,,6,9,8,2000
00RA00189,K0622,64,99,1,68,06,01-,.,1,1,2.0,Y,90,109,131,0.737,193,193,69,0.293,3.5,3.8,58,8.8,9.3,0.0,24.54,4.16,17.0,60,2,1,3,1.44,107.1,J0093,00,K9860,63,218,193,0.323,1.0,DUD,2,GXE,96,98,-,D4,DUD,0.0,DUD,,,,,,,,,NO,7,_____,1,1,1,2000
00RA00190,K0638,64,99,1,00,05,54,H,2,2,2.0,Y,91,114,138,0.754,157,157,69,0.154,2.5,2.7,62,7.2,7.7,0.0,0.0,0.0,0.0,0,1,1,3,1.6,113.5,K9992,63,K9850,63,184,193,0.213,1.0,JAW 4 so,3,CLP,,,,,,0.0,,CC1,,,,,,,,,0,,1,2,2,2000
00RA00191,K0646,64,99,1,00,05,52,H,1,1,3.0,Y,92,119,129,0.82,189,189,69,0.244,2.8,3.1,60,10.6,11.3,0.0,0.0,0.0,0.0,0,1,1,3+,1.25,95.4,K9286,63,K8896,63,206,193,0.258,1.0,DUD,1,CLP,,,-,D3,DUD,0.0,,CC1,,CH,50,3,,5,S,,0,,2,2,2,2000
00RA00192,K0649,64,99,1,68,06,02-,.,2,2,2.0,Y,92,105,129,0.726,201,201,69,0.334,2.8,3.1,60,10.0,10.7,0.0,24.89,4.45,17.9,60,1,1,3+,1.6,119.8,J0131,00,K9864,63,238,193,0.395,1.0,,1,GXE,111,99,-,S2,AA,0.0,05,,,CR,55,3,,0,E,,0,,1,2,2,2000
00RA00193,K0661,64,99,1,68,06,03-,.,1,1,5.0,Y,93,128,128,0.888,197,197,69,0.24,3.0,3.3,60,11.2,12.0,0.0,24.96,5.57,22.3,58,1,1,3,1.44,115.2,K9689,63,K7292,63,221,193,0.276,1.0,DUD,2,GXE,92,107,-,D4,DUD,0.0,DUD,,,,,,,,,NO,7,_____,4,6,6,2000
00RA00194,K0675,64,99,1,68,06,04-,.,2,2,2.0,Y,94,98,127,0.673,181,181,69,0.289,2.2,2.4,58,7.6,8.2,0.0,26.5,5.97,22.5,56,2,1,3-,1.77,143.6,K9660,63,K9805,63,218,193,0.356,1.0,,2,GXE,101,79,-,S1,A,0.0,121,,,,,,,,,,7,_____,2,3,3,2000
00RA00195,K0682,64,99,1,68,06,06-,.,3,2,6.0,Y,94,101,135,0.672,159,159,69,0.208,3.5,3.9,60,9.2,9.9,0.0,25.35,4.66,18.4,58,1,1,3+,1.89,132.1,K9884,63,K6688,63,195,193,0.286,1.0,MIDX:86,3,GXE,86,101,,SP,B,0.0,,,,,,,,,,,0,,6,12,9,2000
00RA00196,K0689,64,99,1,68,06,03-,.,2,2,7.0,Y,94,104,127,0.726,162,162,69,0.202,3.2,3.5,60,10.2,11.0,0.0,23.88,5.04,21.1,60,1,1,3,1.54,126.3,K9689,63,K6123,63,202,193,0.291,1.0,,2,GXE,89,104,-,S1,A,0.0,122,,,,,,,,,,7,_____,6,10,10,2000
00RA00197,K0693,64,99,1,68,06,03-,.,1,1,2.0,Y,95,118,126,0.842,165,165,69,0.164,3.1,3.4,60,9.4,10.1,0.0,22.94,4.66,20.3,62,1,1,3-,1.44,109.8,K9689,63,K9674,63,205,193,0.258,1.0,,3,GXE,87,100,,S1,A,0.0,,,,,,,,,,,0,,1,1,1,2000
00RA00198,K0694,64,99,1,00,05,51,H,1,1,6.0,Y,95,123,126,0.844,188,188,69,0.226,2.4,2.7,62,7.2,7.8,0.0,0.0,0.0,0.0,0,2,1,3-,1.5,144.7,K8762,63,S3647,10,222,193,0.294,1.0,FOUND 11/3/00,1,CLP,,,-,n,,0.0,Humph,CN4,,NT,,,,0,N,,0,,6,9,9,2000
00RA00199,K0710,64,99,1,68,06,04-,.,2,2,7.0,Y,96,103,127,0.713,190,190,69,0.305,3.4,3.8,58,11.0,11.9,0.0,27.79,4.72,17.0,56,1,5,3,1.9,152.5,K9660,63,K5972,63,218,193,0.343,1.0,"JAW5, SM.TSTS",2,GXE,99,108,-,S0,B,0.0,  X,,,,,,,,,,7,_____,7,14,13,2000
00RA00200,K0714,64,99,1,68,06,05-,.,3,1,5.0,Y,96,115,125,0.826,203,203,69,0.307,3.4,3.8,58,11.8,12.7,0.0,28.46,6.57,23.1,54,2,1,3+,1.77,152.1,K9464,63,K7263,63,238,193,0.365,1.0,DEAD SPERM,1,GXE,108,112,-,S2,AA,0.0,08,,,CL,20,3,,5,Q,,0,,5,9,9,2000
00RA00201,K0722,64,99,1,00,05,51,H,2,2,2.0,Y,96,92,127,0.637,145,145,69,0.186,2.8,3.1,58,7.6,8.2,0.0,0.0,0.0,0.0,0,1,1,4,1.77,140.3,K8762,63,K9328,63,175,193,0.248,1.0,,1,CLP,,,-,S2,AA,0.0,52alt,CN4,,CL,40,3,,0,S,,0,,2,3,3,2000
00RA00202,K0733,64,99,1,68,06,05-,.,2,2,3.0,Y,97,98,126,0.671,166,166,69,0.239,2.9,3.2,60,10.2,11.0,0.0,27.21,5.02,18.4,56,1,1,3,1.68,145.0,K9464,63,K8517,63,193,193,0.284,1.0,DUD,3,GXE,85,99,-,D4,DUD,0.0,LIB,,,,,,,,,,0,,3,5,5,2000
00RA00203,K0737,64,99,1,68,06,03-,.,2,2,6.0,Y,97,109,126,0.758,191,191,69,0.288,2.8,3.1,58,13.2,14.3,0.0,28.66,5.74,20.0,54,1,1,3,1.69,136.8,K9689,63,K6904,63,202,193,0.278,1.0,DUD,2,GXE,88,113,-,D4,DUD,0.0,DUD,,,,,,,,,NO,7,_____,6,10,9,2000
00RA00204,K0740,64,99,1,68,06,05-,.,2,2,6.0,Y,97,96,124,0.678,164,164,69,0.237,3.2,3.6,58,10.4,11.3,0.0,28.38,5.81,20.5,54,1,1,3-,1.79,140.4,K9464,63,K6679,63,196,193,0.297,1.0,DIGR:54,3,GXE,88,103,,S2,AA,0.0,,,,,,,,,,,0,,6,11,10,2000
00RA00205,K0748,64,99,1,68,06,02-,.,3,2,4.0,Y,97,116,126,0.82,222,222,69,0.372,2.4,2.7,58,12.2,13.2,0.0,26.34,4.7,17.8,58,1,1,3-,1.89,149.2,J0131,00,K8433,63,230,193,0.34,1.0,DUD,2,GXE,103,106,-,D4,DUD,0.0,DUD,,,,,,,,,NO,7,_____,4,8,7,2000
00RA00206,K0755,64,99,1,68,06,05-,.,1,1,2.0,Y,97,131,126,0.916,204,204,69,0.256,3.4,3.8,60,10.6,11.5,0.0,24.64,4.02,16.3,60,2,1,3+,1.44,112.8,K9464,63,K9703,63,213,193,0.245,1.0,"BIG, DUD",1,GXE,87,109,-,D3,DUD,0.0,08alt,,,CR,45,4,,0,S,,0,,1,1,1,2000
00RA00207,K0766,64,99,1,00,05,53,H,2,2,2.0,Y,98,89,125,0.618,146,146,69,0.2,2.9,3.2,58,7.2,7.8,0.0,0.0,0.0,0.0,0,1,1,3,1.77,138.9,K9643,63,K9321,63,164,193,0.224,1.0,"X,SIZE",3,CLP,,,,SP,B,0.0,,CC1,,,,,,,,,0,,2,3,3,2000
00RA00208,K0771,64,99,1,00,05,51,H,2,2,2.0,Y,98,98,125,0.674,170,170,69,0.253,2.8,3.1,58,8.0,8.7,0.0,0.0,0.0,0.0,0,2,1,3,1.6,125.3,K8762,63,K9706,63,185,193,0.26,1.0,DUD >works,1,CLP,,,-,D3w,DUD,0.0,,CC1,,CR,55,3,,0,E,,0,,1,2,2,2000
00RA00209,K0773,64,99,1,00,05,54,H,2,2,2.0,Y,99,103,122,0.753,174,174,69,0.247,2.8,3.1,60,8.0,8.7,0.0,0.0,0.0,0.0,0,1,1,3+,1.6,124.2,K9992,63,K9833,63,198,193,0.282,1.0,DEAD SPERM,1,CLP,,,-,S3,AA,0.0,e.4,CC1,,CR,30,3,,0,Q,,0,,1,2,2,2000
00RA00210,K0782,64,99,1,00,05,52,H,2,2,3.0,Y,99,109,124,0.77,184,184,69,0.263,3.6,4.0,56,9.8,10.7,0.0,0.0,0.0,0.0,0,3,1,3+,1.68,122.1,K9286,63,K8946,63,211,193,0.304,1.0,4TEATS,1,CLP,,,-,S1,A,0.0,,CC1,,CR,40,3,,0,S,,0,,3,5,4,2000
00RA00211,K0791,64,99,1,68,06,03-,.,1,2,2.0,Y,99,101,122,0.705,195,195,69,0.328,2.5,2.8,60,9.4,10.2,0.0,21.66,4.39,20.3,64,2,1,3-,1.44,114.9,K9689,63,K9605,63,222,193,0.359,1.0,,1,GXE,103,97,-,S1,A,0.0,06,,,CR,55,3,,20,S,,0,,1,1,2,2000
00RA00212,K0801,64,99,1,68,06,06-,.,2,2,4.0,Y,100,97,123,0.669,176,176,69,0.277,3.6,4.1,58,10.2,11.1,0.0,24.21,4.75,19.6,60,1,1,3,1.64,139.1,K9884,63,K8034,63,201,193,0.31,1.0,DUD,1,GXE,91,110,-,D3,DUD,0.0,,,,CL,50,3,,5,S,,0,,4,6,6,2000
00RA00213,K0804,64,99,1,68,06,01-,.,2,2,5.0,Y,100,99,121,0.714,212,212,69,0.394,2.8,3.2,62,7.8,8.5,0.0,23.23,4.3,18.5,62,1,1,3,1.44,130.1,J0093,00,K7159,63,246,193,0.436,1.0,DUD,1,GXE,119,90,-,D3,DUD,0.0,04alt,,,CL,30,2,,5,S,,0,,4,6,7,2000
00RA00214,K0814,64,99,1,68,06,04-,.,1,1,4.0,Y,100,112,121,0.792,201,201,69,0.31,2.8,3.2,58,9.2,10.1,0.0,25.29,4.92,19.4,58,1,1,3-,1.64,121.8,K9660,63,K7844,63,233,193,0.359,1.0,,1,GXE,106,96,-,S0,B,0.0,07alt,,,CR,45,3,,0,S,,0,,4,6,5,2000
00RA00215,K0824,64,99,1,00,05,52,H,2,2,3.0,Y,100,99,121,0.715,184,184,69,0.296,2.8,3.2,58,8.8,9.6,0.0,0.0,0.0,0.0,0,1,1,2-,1.53,129.2,K9286,63,K8623,63,216,193,0.347,1.0,,1,CLP,,,-,S0,B,0.0,,CC1,,CL,40,3,,5,S,,0,,3,4,4,2000
00RA00216,K0825,64,99,1,00,05,52,H,2,2,3.0,Y,100,97,121,0.695,184,184,69,0.303,2.8,3.2,58,9.0,9.8,0.0,0.0,0.0,0.0,0,1,1,3+,1.53,129.2,K9286,63,K8623,63,215,193,0.35,1.0,DUD,1,CLP,,,-,D3,DUD,0.0,,CC1,,CL,60,3,,0,E,,0,,3,4,4,2000
00RA00217,K0846,64,99,1,00,05,54,H,2,2,3.0,Y,101,90,120,0.641,132,132,69,0.146,2.8,3.2,60,8.8,9.6,0.0,0.0,0.0,0.0,0,2,1,3+,1.39,108.7,K9992,63,K9032,63,161,193,0.211,1.0,FEMININE,3,CLP,,,,S2,AA,0.0,,CC1,,,,,,,,,0,,2,3,3,2000
