UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,NAX,LIM,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
99RA00238,K8762,63,96,1,00,05,55,H,2,2,3.0,M,92,96,128,0.652,255,189,72,0.318,4.0,4.0,56,9.2,9.2,33.59,6.11,18.2,46,2,1,3,1.6,97.5,K7819,63,K7668,63,281,194,0.31,3.0,"LAME,RF,10/13",1,CC,,,-,S0,B,90.5,53,,,,60,3,,0,S,,,,3,4,3,1999
99RA00239,K8901,63,96,1,62,06,03,C,2,2,6.0,M,96,99,122,0.691,293,223,72,0.422,3.9,3.9,60,13.0,13.0,28.53,4.45,15.6,54,1,1,2,1.79,136.3,K7266,63,K6670,63,305,194,0.42,3.0,293 LB 5/26,2,GXE,116,103,-,S4,AAA,41.2,170,,,,,,,,,,,_____,5,11,9,1999
99RA00240,K8958,63,96,1,61,06,01,R,2,2,6.0,X,97,103,121,0.741,227,197,72,0.32,3.3,3.3,62,13.0,13.0,30.09,6.02,20.0,50,1,1,3+,1.51,114.8,K7229,63,K6162,63,0,0,0.342,3.0,"X,THIN,CLA",3,GXE,102,98,,S3,AA,,,,,,,,,,,,,,4,8,8,1999
99RA00241,K9286,63,97,1,00,05,51,H,2,2,6.0,M,91,100,127,0.691,225,188,72,0.3,3.8,3.8,60,12.4,12.4,29.63,5.83,19.7,50,1,1,3+,1.79,142.7,K8349,63,K6990,63,245,194,0.302,2.0,"homozyg,FAHMY",1,CC,,,-,S4,AAA,100.0,51,,,,55,3,,0,S,,,,6,11,10,1999
99RA00242,K9301,63,97,1,00,05,51,H,3,2,6.0,M,92,110,126,0.784,212,167,72,0.195,3.1,3.1,62,10.0,10.0,27.34,5.56,20.3,56,1,1,3+,1.83,152.0,K8349,63,S3558,10,227,194,0.237,2.0,,1,CN,,,-,S2,AA,84.0,,,,,60,3,,0,S,,,,6,11,11,1999
99RA00243,K9302,63,97,1,00,05,51,H,3,2,6.0,M,92,87,126,0.619,196,141,72,0.184,3.5,3.5,60,8.0,8.0,27.64,4.91,17.8,56,2,1,3+,1.83,152.0,K8349,63,S3558,10,217,194,0.228,2.0,4TEATS,1,CN,,,-,S5,AAA,95.8,,,,,60,3,,0,S,,,,6,11,11,1999
99RA00244,K9315,63,97,1,00,91,54,D,1,1,2.0,M,92,108,126,0.737,181,132,0,0.082,2.8,2.8,0,0.0,0.0,26.27,5.81,22.1,58,1,1,1,1.39,100.0, 0067,00,K8003,63,197,194,0.121,2.0,"RAM, B.HEAD",1,DRP,,,-,S1,A,,,,,,65,3,,0,E,,,,1,1,1,1999
99RA00245,K9320,63,97,1,00,05,e22,H,2,2,3.0,M,92,82,126,0.588,228,164,72,0.28,3.5,3.5,58,13.0,13.0,29.43,5.23,17.8,50,1,1,3+,1.68,131.7,K7838,63,K8654,63,242,194,0.29,2.0,"CC,TEST MATE!",1,CC,,,-,S3,AA,96.3,X,,,,65,4,,0,E,,,,3,5,5,1999
99RA00246,K9325,63,97,1,00,91,52,D,2,2,5.0,M,92,95,126,0.662,201,152,72,0.195,2.4,2.4,60,6.2,6.2,23.77,3.85,16.2,60,2,1,1-,1.66,137.5, 0067,00,K7131,63,220,194,0.231,2.0,"RAM, WHITE",1,DRP,,,-,S3,AA,,,,,,60,3,,0,S,,,,5,8,7,1999
99RA00247,K9338,63,97,1,00,91,52,D,1,2,5.0,M,93,91,125,0.601,198,140,0,0.167,2.7,2.7,0,0.0,0.0,26.75,7.27,27.2,56,1,1,2+,1.46,109.5, 0067,00,K6216,63,230,194,0.228,2.0,"RAM, B.HEAD",1,DRP,,,-,S3,AA,,,,,,60,3,,0,S,,,,5,6,6,1999
99RA00248,K9360,63,97,1,00,91,53,D,1,1,5.0,M,93,120,125,0.844,203,170,72,0.171,2.6,2.6,56,4.2,4.2,27.58,7.67,27.8,54,2,1,1-,1.21,94.8, 0002,00,K7024,63,222,194,0.142,2.0,"RCVR,THIN,DRP",1,DRP,,,-,S4,AAA,,,,,,60,3,,0,S,,,,3,4,4,1999
99RA00249,K9368,63,97,1,00,91,53,D,2,2,7.0,M,93,110,125,0.774,218,176,72,0.225,3.1,3.1,58,5.6,5.6,28.9,5.08,17.6,54,2,1,1-,1.9,152.5, 0073,00,K5972,63,233,194,0.237,2.0,"RAM, WHITE",1,DRP,,,-,S2,AA,,,,,,55,3,,0,S,,,,7,14,13,1999
99RA00250,K9379,63,97,1,00,05,51,H,2,2,6.0,M,93,98,125,0.698,196,153,72,0.188,3.1,3.1,62,8.8,8.8,25.55,4.52,17.7,58,4,1,2-,1.5,136.7,K8349,63,S3907,10,224,194,0.219,2.0,"H4,CN? BUTT:1",3,CN,,,,S0,B,,,,,,,,,,,,,,6,9,10,1999
99RA00251,K9385,63,97,1,00,05,51,H,2,1,6.0,M,93,111,125,0.778,219,167,72,0.191,3.0,3.0,62,9.2,9.2,26.53,5.08,19.1,56,2,1,3+,1.5,108.3,K8349,63,S3757,10,237,194,0.207,2.0,,1,CN,,,-,S2,AA,88.5,,,,,60,3,,0,S,,,,6,9,7,1999
99RA00252,K9401,63,97,1,00,91,54,D,1,1,3.0,M,93,120,125,0.833,202,149,0,0.099,2.8,2.8,0,0.0,0.0,27.67,4.67,16.9,56,1,1,1-,1.49,119.1, 0067,00,K7778,63,223,194,0.163,2.0,"X,EPI,R.TAIL",3,DRP,,,,,,,DUD,,,,,,,,,,,,2,3,3,1999
99RA00253,K9434,63,97,1,00,91,53,D,2,2,6.0,M,94,96,125,0.663,213,146,72,0.171,2.8,2.8,60,7.0,7.0,27.33,4.82,17.6,56,1,1,1,1.79,142.8, 0002,00,K6658,63,217,194,0.193,2.0,"RAM, WHITE",1,DRP,,,-,S3,AA,,,,,,60,3,,0,S,,,,6,11,10,1999
99RA00254,K9449,63,97,1,68,06,01,M,2,2,4.0,M,94,97,124,0.694,212,190,72,0.317,3.2,3.2,60,10.2,10.2,28.15,5.17,18.4,54,1,1,2-,1.78,125.5,K8018,63,K7253,63,231,194,0.331,2.0,NICE,1,GXE,97,87,-,S3,AA,,.0.,,,,60,3,,0,S,,,,4,7,5,1999
99RA00255,K9456,63,97,1,68,06,04,C,2,1,4.0,M,94,104,124,0.737,229,174,72,0.239,4.1,4.1,60,11.0,11.0,26.55,4.92,18.5,56,1,1,3,1.52,84.5,K7793,63,K7971,63,242,194,0.257,2.0,LAME 10/98TRT,3,GXE,84,99,,S4,AAA,,.0.,,,,,,,,,,,,3,5,2,1999
99RA00256,K9464,63,97,1,68,06,02,M,2,2,5.0,M,95,99,123,0.685,240,200,72,0.345,3.5,3.5,62,15.2,15.2,29.79,5.29,17.8,50,2,1,2,1.66,115.4,K7977,63,K7270,63,266,194,0.364,2.0,GOOD WOOL,1,GXE,104,108,-,S1,A,87.5,.0.,,,,65,3,,0,E,,,,4,8,6,1999
99RA00257,K9484,63,97,1,00,91,52,D,2,2,5.0,M,95,90,123,0.636,187,146,72,0.191,3.1,3.1,58,7.2,7.2,27.18,5.28,19.4,56,2,1,1-,1.69,126.7, 0073,00,K6775,63,200,194,0.213,2.0,"WBC, WHITE",1,DRP,,,-,S3,AA,,,,,,60,3,,0,S,,,,4,8,8,1999
99RA00258,K9488,63,97,1,00,91,52,D,1,1,7.0,M,95,115,123,0.801,200,175,72,0.205,2.6,2.6,58,5.6,5.6,25.33,6.33,25.0,58,1,1,1-,1.54,98.4, 0002,00,K5971,63,225,194,0.228,2.0,KEMPY (msu),1,DRP,,,-,S1,A,,,,,,60,3,,0,S,,,,7,10,7,1999
99RA00259,K9518,63,97,1,00,91,54,D,2,2,7.0,M,96,81,123,0.551,203,150,0,0.236,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,1,,1.72,123.7, 0073,00,K6311,63,224,194,0.258,2.0,"RAM,BLACK",3,DRP,,,,S1,A,,,,,,,,,,,,,,7,12,10,1999
99RA00260,K9535,63,97,1,68,06,01,M,2,2,6.0,M,96,97,122,0.67,234,195,72,0.334,3.5,3.5,62,11.6,11.6,28.52,5.44,19.1,54,1,1,2-,1.79,140.4,K8018,63,K6679,63,263,194,0.391,2.0,,1,GXE,109,95,-,S5,AAA,,.0.,,,,50,3,,10,S,,,,6,11,10,1999
99RA00261,K9549,63,97,1,68,06,04,R,2,2,4.0,M,96,92,123,0.642,240,188,72,0.329,3.6,3.6,62,10.2,10.2,28.47,5.77,20.3,54,1,1,2+,1.89,144.7,K7793,63,K7908,63,244,194,0.338,2.0,,1,GXE,97,90,-,S4,AAA,,.0.,,,,65,3,,0,E,,,,4,8,7,1999
99RA00262,K9570,63,97,1,68,06,03,M,2,2,4.0,M,97,88,122,0.611,217,184,72,0.329,3.6,3.6,58,9.4,9.4,28.21,5.39,19.1,54,1,1,2+,1.77,157.1,K7805,63,K8064,63,243,194,0.329,2.0,FOOT ABSCESS,1,GXE,94,87,-,S1,A,,X,XX,X,,,,,,X,,,,4,7,7,1999
99RA00263,K9603,63,97,1,00,05,51,H,2,2,3.0,M,98,90,121,0.632,173,136,72,0.158,3.2,3.2,56,9.2,9.2,26.77,4.52,16.9,56,1,1,3+,1.78,138.5,K8349,63,K8157,63,198,194,0.202,2.0,"INPANNIER,CC",1,CC,,,-,S1,A,,e.-,,,,60,3,,0,S,,,,3,5,5,1999
99RA00264,K9624,63,97,1,00,91,52,D,2,2,8.0,M,100,77,119,0.521,229,166,72,0.305,2.4,2.4,60,5.2,5.2,26.6,4.8,18.0,56,1,1,1-,1.5,137.9, 0002,00,K4858,63,244,194,0.32,2.0,"X,EPI,L.TAIL",3,DRP,,,,,,,DUD,,,,,,,,,,,,8,12,12,1999
99RA00265,K9643,63,97,1,00,05,51,H,2,2,4.0,M,100,88,119,0.624,197,159,72,0.243,3.5,3.5,58,10.2,10.2,23.53,4.59,19.5,60,3,1,3+,1.5,105.5,K8349,63,S5566,10,223,194,0.261,2.0,"homozyg,FAHMY",1,CC,,,-,S2,AA,100.0,e.1,,,,60,3,,0,S,,,,3,6,5,1999
99RA00266,K9660,63,97,1,68,06,02,R,2,2,7.0,M,101,101,118,0.759,275,210,72,0.373,3.5,3.5,60,12.4,12.4,29.44,5.54,18.8,50,1,1,2-,1.98,107.1,K7977,63,K5125,63,295,194,0.359,2.0,FERT:78 GXE,3,GXE,106,97,,S4,AAA,78.3,04-,,,,,,,,,,,,7,15,7,1999
99RA00267,K9680,63,97,1,68,06,01,M,3,2,4.0,M,102,87,117,0.629,239,182,72,0.325,3.9,3.9,60,14.6,14.6,28.16,5.49,19.5,54,1,1,3,1.53,106.5,K8018,63,K7171,63,251,194,0.323,2.0,,2,GXE,93,110,-,S4,AAA,59.4,169,,,,,,,,,,,_____,2,5,4,1999
99RA00268,K9687,63,97,1,00,05,51,H,2,2,6.0,M,102,103,117,0.782,211,174,72,0.243,3.1,3.1,58,8.0,8.0,28.69,6.04,21.1,54,1,1,2-,1.69,130.3,K8349,63,K6788,63,235,194,0.243,2.0,CN? BUTT:1,3,CN,,,,S1,A,,,,,,,,,,,,,,5,10,9,1999
99RA00269,K9688,63,97,1,00,05,51,H,2,2,6.0,Y,102,86,117,0.658,177,148,72,0.212,3.5,3.5,58,7.6,7.6,28.24,5.52,19.5,54,1,1,3+,1.69,130.3,K8349,63,K6788,63,200,194,0.228,2.0,"ENTR,homozyg,",1,CC,,,-,S4,AAA,,,,,,60,3,,10,S,,,,5,10,9,1999
99RA00270,K9689,63,97,1,68,06,01,R,1,1,7.0,M,102,114,117,0.839,256,203,72,0.305,3.9,3.9,62,14.0,14.0,28.43,4.93,17.3,54,1,1,2-,1.45,118.8,K8018,63,K6109,63,278,194,0.344,2.0,BIGBOY    GxE,1,GXE,106,107,-,S2,AA,100.0,,,,,50,3,,0,S,,,,6,9,8,1999
99RA00271,K9697,63,97,1,00,05,51,H,1,2,5.0,M,103,86,115,0.64,190,170,72,0.287,3.2,3.2,62,8.8,8.8,28.25,5.0,17.7,54,2,1,3+,1.1,87.2,K8349,63,K7050,63,214,194,0.293,2.0,CN? BUTT:2,3,CN,,,,S1,A,,,,,,,,,,,,,,3,3,4,1999
99RA00272,K9738,63,97,1,00,05,51,H,2,2,6.0,M,105,63,113,0.446,218,166,72,0.352,3.1,3.1,62,11.4,11.4,26.4,5.33,20.2,56,2,1,3+,1.5,144.7,K8349,63,S3647,10,233,194,0.355,2.0,"NICE,homozyg,",1,CC,,,-,S4,AAA,87.5,52,,,,65,3,,0,E,,,,6,9,9,1999
99RA00273,K9765,63,97,1,68,06,04,C,1,1,4.0,M,105,114,113,0.869,244,98,72,-0.055,4.1,4.1,56,13.6,13.6,29.25,6.32,21.6,54,1,1,3,1.65,117.9,K7793,63,K7044,63,255,194,0.269,2.0,4TEATS,2,GXE,92,107,-,S3,AA,66.7,168,,,,,,,,,,,_____,3,6,5,1999
99RA00274,K9884,63,97,1,68,06,01,C,2,2,5.0,M,110,87,108,0.685,249,188,72,0.345,4.3,4.3,58,14.4,14.4,29.15,4.82,16.5,54,1,1,2-,1.66,106.9,K8018,63,K7129,63,279,194,0.34,2.0,          GxE,1,GXE,99,112,-,S4,AAA,96.0,04-,,L04,,70,3,,0,E,,,,4,8,6,1999
99RA00275,K9991,63,97,1,00,05,e22,H,1,1,3.0,M,120,69,99,0.565,153,103,72,0.116,3.1,3.1,60,7.6,7.6,26.55,6.94,26.1,56,2,1,3,1.53,120.9,K7838,63,K8912,63,181,194,0.151,2.0,"CC,homozygous",1,CC,,,-,S0,B,,,,,,60,3,,0,S,,,,3,4,4,1999
99RA00276,K9992,63,97,1,00,05,e22,H,1,1,3.0,M,120,68,99,0.54,202,138,72,0.24,3.1,3.1,62,8.6,8.6,25.2,4.56,18.1,58,2,2,3,1.53,121.5,K7838,63,K9077,63,227,194,0.267,2.0,"CC,homozygous",1,CC,,,-,S5,AAA,91.3,e11,,,,55,3,,0,S,,,,3,4,4,1999
99RA00277,S6772,10,96,1,13,43,42,F,2,1,7.0,M,90,97,128,0.663,237,177,72,0.272,3.3,3.3,62,14.6,14.6,23.81,4.21,17.7,60,2,1,3,1.73,112.0,S4871,10,S2333,10,234,194,0.294,3.0,"NICE,FERT:80",3,FW,99,111,,S4,AAA,80.0,L16,,,,,,,,,,,,6,12,10,1999
99RA00278,S6781,10,96,1,13,43,44,F,2,1,7.0,M,90,103,130,0.681,239,179,72,0.26,4.0,4.0,62,13.2,13.2,24.5,4.98,20.3,60,2,1,2,1.82,108.8,S4502,10,S2399,10,268,194,0.268,3.0,NICE,2,FW,100,110,-,S2,AA,,227,,,,,,,,,,,_____,7,13,9,1999
99RA00279,S6877,10,96,1,11,07,33,R,2,2,7.0,M,92,94,128,0.655,235,169,72,0.257,3.5,3.5,60,15.4,15.4,22.63,4.56,20.1,62,1,3,3-,2.1,125.7,S4764,10,S1621,10,250,194,0.265,3.0,NOTE:JAW3,2,LBW,110,117,-,S2,AA,81.5,209,,,,,,,,,,,_____,7,15,11,1999
99RA00280,S7124,10,96,1,13,43,43,F,2,2,6.0,M,97,80,121,0.56,230,162,72,0.279,3.9,3.9,62,14.4,14.4,22.9,4.21,18.4,62,1,1,3+,1.85,130.3,S4811,10,S2493,10,244,194,0.272,3.0,,1,FW,112,116,-,S3,AA,42.1,e.0,,,,65,3,,0,E,,,,6,11,10,1999
99RA00281,S7777,10,97,1,12,07,87,C,2,2,7.0,M,92,92,126,0.642,223,166,72,0.253,3.1,3.1,64,9.6,9.6,22.73,4.27,18.8,62,1,1,3+,2.01,126.7,S5640,10,S3176,10,237,194,0.266,2.0,,2,CTL,97,89,-,S2,AA,100.0,200,,,,,,,,,,,_____,7,15,11,1999
99RA00282,S7800,10,97,1,11,07,32,R,2,2,7.0,M,92,104,126,0.731,223,167,72,0.215,3.4,3.4,62,12.0,12.0,24.9,4.66,18.6,60,1,1,2-,1.91,120.8,S6169,10,S1690,10,231,194,0.228,2.0,60's,2,LBW,100,99,-,S5,AAA,,208,,,,,,,,,,,_____,6,13,10,1999
99RA00283,S7808,10,97,1,11,07,33,R,1,1,4.0,M,92,110,126,0.764,224,178,72,0.232,3.5,3.5,62,12.2,12.2,24.29,4.62,19.0,60,1,1,3,1.73,125.0,S6204,10,S6183,10,224,194,0.237,2.0,4TEATS,2,LBW,101,102,-,S3,AA,100.0,207,,,,,,,,,,,_____,4,6,6,1999
99RA00284,S7842,10,97,1,13,43,42,F,2,2,7.0,M,93,88,125,0.607,212,155,72,0.229,3.7,3.7,60,15.6,15.6,23.57,4.86,20.6,60,2,1,3,1.55,112.0,S5596,10,S3045,10,223,194,0.249,2.0,,1,FW,103,118,-,S3,AA,100.0,L14,,L14,,60,3,,0,S,,,,7,10,10,1999
99RA00285,S7846,10,97,1,12,07,84,C,2,2,5.0,M,93,87,125,0.61,192,167,72,0.273,3.4,3.4,64,11.0,11.0,22.63,4.98,22.0,62,1,1,3-,1.83,127.5,S5752,10,S4640,10,209,194,0.234,2.0,"F5, CTRL KEEP",3,CTL,100,97,,S4,AAA,35.1,L-2,,,,,,,,,,,,5,9,9,1999
99RA00286,S7847,10,97,1,12,07,84,C,2,2,5.0,M,93,81,125,0.55,191,161,72,0.273,3.5,3.5,62,12.6,12.6,24.99,5.06,20.3,58,1,1,3-,1.83,127.5,S5752,10,S4640,10,200,194,0.26,2.0,,3,CTL,104,103,,S1,A,100.0,84,,Mos,,,,,,,,,,5,9,9,1999
99RA00287,S7853,10,97,1,13,43,42,F,1,2,5.0,M,93,103,125,0.712,233,166,72,0.215,3.9,3.9,60,15.2,15.2,22.88,4.57,20.0,62,2,1,3+,1.72,121.8,S5596,10,S4536,10,241,194,0.234,2.0,,1,FW,102,119,-,S2,AA,35.1,34,,L34,,70,3,,0,E,,,,5,8,7,1999
99RA00288,S7855,10,97,1,13,43,43,F,3,1,5.0,M,93,102,125,0.73,232,192,72,0.307,3.3,3.3,62,13.4,13.4,21.85,3.54,16.2,64,2,1,3+,2.05,118.3,S6359,10,S5042,10,253,194,0.296,2.0,,2,FW,100,107,-,S4,AAA,56.8,224,,,,,,,,,,,_____,5,11,8,1999
99RA00289,S7858,10,97,1,10,43,22,M,2,2,5.0,M,93,93,125,0.637,208,171,72,0.266,3.5,3.5,64,10.0,10.0,22.33,3.47,15.6,62,6,1,2-,1.61,102.1,S6029,10,S4833,10,229,194,0.281,2.0,H6,3,M,98,94,,S0,B,,,,,,,,,,,,,,4,7,6,1999
99RA00290,S7874,10,97,1,11,07,32,R,2,2,7.0,M,94,112,124,0.795,212,157,72,0.154,3.0,3.0,62,9.6,9.6,25.15,5.74,22.8,58,1,1,3,1.91,100.3,S6169,10,S0328,10,218,194,0.213,2.0,FERT:60,3,LBW,84,86,,S2,AA,60.0,12,,,,,,,,,,,,6,13,8,1999
99RA00291,S7896,10,97,1,12,43,85,C,2,2,4.0,M,94,81,124,0.565,213,159,72,0.266,3.2,3.2,60,10.4,10.4,24.9,4.09,15.5,60,7,1,3+,1.86,141.1,S5961,10,S5978,10,222,194,0.287,2.0,"H7,PIZZLE Rx",2,CTL,108,90,-,S2,AA,100.0,226,,,,,,,,,,,_____,4,7,7,1999
99RA00292,S7908,10,97,1,11,07,31,R,2,2,5.0,M,94,97,124,0.678,234,169,72,0.246,3.2,3.2,62,12.6,12.6,20.99,3.55,16.9,64,4,1,2,1.94,115.3,S5554,10,S4724,10,252,194,0.278,2.0,H4,2,LBW,109,104,-,S2,AA,90.0,205,,,,,,,,,,,_____,5,10,6,1999
99RA00293,S7990,10,97,1,10,07,22,M,2,2,4.0,M,96,95,122,0.677,213,172,72,0.263,3.2,3.2,62,11.8,11.8,25.93,5.19,20.0,58,7,1,3+,2.24,149.2,S6029,10,S4564,10,238,194,0.299,2.0,FERT:64,3,M,116,96,,S0,B,63.9,24,,,,,,,,,,,,4,10,8,1999
99RA00294,S8008,10,97,1,13,43,44,F,1,1,4.0,M,96,110,123,0.769,242,189,72,0.271,4.0,4.0,62,14.0,14.0,22.32,3.96,17.8,62,1,1,3-,1.73,128.5,S6341,10,S5845,10,263,194,0.288,2.0,,1,FW,110,116,-,S1,A,93.9,L36,,L36,,50,3,,10,S,,,,4,6,7,1999
99RA00295,S8043,10,97,1,10,43,23,M,2,2,6.0,M,97,88,122,0.625,207,162,72,0.253,3.5,3.5,60,9.8,9.8,23.99,5.31,22.1,60,2,1,3+,1.95,128.8,S5891,10,S3149,10,219,194,0.27,2.0,,2,M,102,92,-,S2,AA,100.0,220,,,,,,,,,,,_____,6,12,11,1999
99RA00296,S8046,10,97,1,12,43,89,C,2,2,5.0,M,97,95,122,0.669,203,166,72,0.243,3.1,3.1,62,10.6,10.6,22.28,3.98,17.9,62,2,1,3,1.61,110.1,S5519,10,S5305,10,237,194,0.273,2.0,,2,CTL,96,93,-,S2,AA,84.6,225,,,,,,,,,,,_____,4,7,6,1999
99RA00297,S8050,10,97,1,10,43,23,M,2,1,3.0,M,97,90,122,0.64,235,166,72,0.26,3.8,3.8,62,13.6,13.6,24.0,4.37,18.2,60,2,1,3+,1.85,117.1,S5891,10,S4817,10,244,194,0.255,2.0,,1,M,103,111,-,S3,AA,64.4,L12,,L12,,70,4,,0,E,,,,3,5,5,1999
99RA00298,S8059,10,97,1,12,07,83,C,2,1,7.0,M,97,90,122,0.618,195,169,72,0.271,3.0,3.0,62,11.8,11.8,22.07,4.17,18.9,62,3,1,3,1.55,105.8,S5706,10,S0715,10,229,194,0.261,2.0,H3-4,2,CTL,92,98,-,S3,AA,100.0,206,,Mos,,,,,,,,,_____,6,9,9,1999
99RA00299,S8098,10,97,1,13,43,43,F,1,1,2.0,M,98,110,121,0.793,232,177,72,0.229,4.0,4.0,60,13.2,13.2,20.45,3.7,18.1,70,1,1,3,1.51,96.2,S6359,10,S6102,10,245,194,0.252,2.0,,3,FW,92,114,,S4,AAA,94.3,33,,,,,,,,,,,,1,1,1,1999
99RA00300,S8124,10,97,1,10,07,24,M,2,2,7.0,M,99,83,120,0.596,194,144,72,0.209,3.1,3.1,58,8.6,8.6,24.79,4.93,19.9,60,7,1,2-,1.73,130.3,S5976,10,S0802,10,206,194,0.246,2.0,H7,3,M,98,83,,S4,AAA,,,,,,,,,,,,,,6,11,11,1999
99RA00301,S8152,10,97,1,10,07,22,M,2,1,5.0,M,99,102,120,0.733,237,195,72,0.318,3.3,3.3,62,15.2,15.2,24.66,4.91,19.9,60,2,1,3+,1.83,117.5,S6029,10,S5288,10,251,194,0.329,2.0,,1,M,105,112,-,S2,AA,88.2,24,,,,65,3,,0,E,,,,5,9,7,1999
99RA00302,S8224,10,97,1,11,07,31,R,2,2,4.0,M,101,83,118,0.62,196,155,72,0.247,3.4,3.4,64,9.0,9.0,24.9,5.2,20.1,60,1,3,3+,1.86,138.3,S5554,10,S6328,10,217,194,0.285,2.0,NOTE:JAW3,2,LBW,103,86,-,S3,AA,91.7,204,,,,,,,,,,,_____,4,7,7,1999
99RA00303,S8237,10,97,1,12,43,80,C,1,1,4.0,M,101,88,118,0.633,198,139,72,0.175,3.5,3.5,62,14.6,14.6,22.52,3.78,16.8,62,3,1,3,1.73,130.0,S6278,10,S5787,10,202,194,0.193,2.0,H3,2,CTL,105,113,-,S1,A,,222,,,,,,,,,,,_____,4,6,6,1999
99RA00304,S8268,10,97,1,12,43,82,C,2,2,7.0,M,102,74,116,0.528,183,133,72,0.201,3.1,3.1,62,9.0,9.0,23.12,4.19,18.1,62,3,1,3+,1.73,118.9,S6193,10,S0386,10,204,194,0.237,2.0,"H5,LIB:B",3,CTL,93,86,,S0,B,100.0,87,,Mos,,,,,,,,,,6,11,10,1999
99RA00305,S8286,10,97,1,12,43,90,C,2,2,5.0,M,102,81,116,0.603,191,146,72,0.222,3.1,3.1,58,9.6,9.6,21.49,4.88,22.7,64,2,1,3+,1.94,142.8,S6262,10,S4721,10,216,194,0.234,2.0,LIB:B,3,CTL,101,90,,S0,B,,,,,,,,,,,,,,5,10,9,1999
99RA00306,S8398,10,97,1,12,43,87,C,2,2,4.0,M,104,82,114,0.644,186,133,72,0.174,3.5,3.5,58,10.6,10.6,22.89,4.39,19.2,62,2,1,2-,1.87,117.8,S5640,10,S4393,10,212,194,0.216,2.0,,3,CTL,96,96,,S1,A,,,,,,,,,,,,,,4,7,6,1999
99RA00307,S8442,10,97,1,11,07,34,R,3,2,7.0,M,104,85,114,0.647,225,162,72,0.263,3.1,3.1,62,11.4,11.4,24.69,5.76,23.3,60,2,1,2-,2.1,122.7,S6290,10,S0888,10,230,194,0.266,2.0,,2,LBW,100,95,-,S3,AA,100.0,199,,,,,,,,,,,_____,6,15,11,1999
99RA00308,S8450,10,97,1,10,07,21,M,2,2,7.0,M,104,87,114,0.652,245,182,72,0.324,3.0,3.0,62,10.4,10.4,23.86,4.71,19.8,60,2,1,2-,1.91,138.4,S5561,10,S1396,10,257,194,0.355,2.0,"DUD98,EYE99",2,M,109,90,-,S0,B,,X,,,,,,,,,NO,,_____,6,13,11,1999
99RA00309,S8451,10,97,1,10,07,21,M,2,2,7.0,M,104,98,114,0.744,229,178,72,0.273,3.2,3.2,62,12.6,12.6,23.12,5.13,22.2,62,1,1,3,1.91,138.4,S5561,10,S1396,10,239,194,0.311,2.0,Top line 10,2,M,112,102,-,S2,AA,91.9,201,,,,,,,,,,,_____,6,13,11,1999
99RA00310,S8489,10,97,1,12,07,83,C,2,2,6.0,M,105,95,113,0.716,218,154,72,0.201,3.2,3.2,64,10.0,10.0,20.81,3.57,17.2,64,2,1,3+,1.85,137.1,S5706,10,S2365,10,236,194,0.222,2.0,,2,CTL,104,93,-,S5,AAA,84.6,202,,Mos,,,,,,,,,_____,5,11,11,1999
99RA00311,S8530,10,97,1,10,07,21,M,1,1,7.0,M,105,102,113,0.747,185,164,72,0.212,3.6,3.6,64,12.2,12.2,21.91,4.65,21.3,64,2,1,3,1.73,135.7,S5561,10,S3186,10,209,194,0.234,2.0,BIG,2,M,106,105,-,S1,A,78.3,203,,,,,,,,,,,_____,7,12,12,1999
99RA00312,S8554,10,97,1,13,43,44,F,2,2,4.0,M,106,74,112,0.563,187,149,72,0.256,3.0,3.0,64,12.4,12.4,24.75,4.83,19.5,60,3,1,3-,2.11,134.9,S6341,10,S6423,10,208,194,0.246,2.0,"WBC,LO MO",3,FW,105,98,,S1,A,,,,,,,,,,,,,,4,9,8,1999
99RA00313,S8575,10,97,1,12,43,81,C,2,2,4.0,M,106,74,112,0.557,205,150,72,0.259,3.1,3.1,60,10.8,10.8,24.25,4.41,18.2,60,6,1,3+,1.36,86.3,S6308,10,S5612,10,228,194,0.284,2.0,H6,3,CTL,91,92,,S4,AAA,100.0,89,,,,,,,,,,,,2,3,3,1999
99RA00314,S8595,10,97,1,12,43,86,C,2,2,4.0,M,106,71,113,0.538,184,135,72,0.219,3.3,3.3,60,11.4,11.4,24.23,6.25,25.8,60,1,1,3-,1.98,131.9,S6375,10,S5666,10,192,194,0.22,2.0,FIX BIG TAG,2,CTL,102,97,-,S2,AA,91.7,221,,Mos,,,,,,,,,_____,4,8,7,1999
99RA00315,S8622,10,97,1,12,43,90,C,2,2,5.0,M,107,85,112,0.636,192,142,72,0.195,3.3,3.3,60,10.8,10.8,23.08,4.19,18.1,62,1,1,3+,1.94,141.2,S6262,10,S3220,10,227,194,0.214,2.0,,3,CTL,107,95,,S1,A,100.0,88,,,,,,,,,,,,5,10,10,1999
