UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDAR,ALTID,INBRL
21RA00224,2019457226,T7226,T7226,45,19,1,,02,42,,,2,2,4.0,,86,70,111,0.514,242,176,42,0.282,2.4,,,12.0,,,20.1,3.7,18.6,70,1,,3-,,,T6582,00,T6148,45,,,275,187,0.577,2.0,.,1,,,,,,AA,QR,,,,,42,,,,,,,,,,,,,,,,3,6,6.0,2021,,,0,,0.0
21RA00225,2019457228,T7228,T7228,45,19,1,,02,46,,,2,1,4.0,,86,94,110,0.725,215,161,42,0.178,2.8,,,12.0,,,21.0,3.7,17.6,64,1,,3-,,,T6884,00,T6240,45,,,254,187,0.449,2.0,X->Bitter,3,,,,,,AA,QR,,,,,43,,,,,,,,,,,,,,,,4,10,5.0,2021,93,1210,15749,,0.0
21RA00226,2019457235,T7235,T7235,45,19,1,,02,40,,,2,2,7.0,,87,73,110,0.536,200,169,42,0.255,2.6,,,14.0,,,20.8,3.8,18.0,64,1,,4,,,T6516,45,T4557,45,,,243,187,0.479,2.0,.,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,11,9.0,2021,92,0825,3068,,0.02
21RA00227,2019457245,T7245,T7245,45,19,1,,02,41,,,2,2,5.0,,87,87,109,0.667,242,186,42,0.262,2.5,,,11.0,,,22.3,3.7,16.5,62,2,,3,,,T6556,45,T5652,45,,,274,187,0.525,2.0,Sale>XCrooked,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,11,10.0,2021,93,0818,3069,,0.023
21RA00228,2019457258,T7258,T7258,45,19,1,,02,43,,,2,2,3.0,,88,77,108,0.578,215,186,42,0.288,2.6,,,10.0,,,0.0,0.0,0.0,0,1,,4+,,,T6753,45,T6469,45,,,262,187,0.52,2.0,.,1,,,,,,AA,QR,,,,,44,,,,,,,,,,,,,,,,3,5,3.5,2021,,,0,,0.01
21RA00229,2019457280,T7280,T7280,45,19,1,,02,45,,,2,1,3.0,,89,94,107,0.739,254,191,42,0.255,2.5,,,13.0,,,21.9,4.6,21.1,64,1,,3,,,T6883,00,T6510,45,,,284,187,0.534,2.0,.,1,,,,,,AA,QR,,,,,45,,,,,,,,,,,,,,,,4,8,5.0,2021,,,0,,0.0
21RA00230,2019457300,T7300,T7300,45,19,1,,02,45,,,2,2,3.0,,90,84,106,0.678,219,179,42,0.249,3.0,,,11.0,,,18.4,3.5,19.2,80,1,,4-,,,T6883,00,T6538,45,,,251,187,0.469,2.0,SlOver,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,6,5.0,2021,,,0,,0.0
21RA00231,2019457329,T7329,T7329,45,19,1,,02,41,,,2,2,4.0,,92,81,104,0.635,248,194,42,0.295,2.9,,,11.0,,,20.4,3.7,18.4,70,1,,3-,,,T6556,45,T6020,45,,,281,187,0.562,2.0,.,1,,,,,,AA,QR,,,,,46,,,,,,,,,,,,,,,,4,8,8.0,2021,,,0,,0.022
21RA00232,2019457388,T7388,T7388,45,19,1,,02,41,,,2,2,5.0,,96,78,100,0.651,198,178,42,0.258,2.1,,,10.0,,,20.5,3.9,18.8,70,1,,4-,,,T6556,45,T5800,45,,,,,,2.0,Swollen Nut,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2021,93,0614,2903,,0.02
21RA00233,2020457446,T7446,T7446,45,20,1,,02,39,,,2,1,4.0,,79,77,116,0.555,175,175,42,0.266,2.2,,,7.0,,,22.5,4.0,17.8,62,1,,4+,,,T7091,45,T6370,45,,,211,187,0.375,1.0,HAIRY,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,4,3.0,2021,92,0825,3066,,0.024
21RA00234,2020457453,T7453,T7453,45,20,1,,02,31,,,2,2,2.0,,80,85,115,0.624,189,189,42,0.281,3.1,,,9.0,,,20.6,3.4,16.7,64,1,,3,,,T6753,45,T6997,45,,,226,187,0.395,1.0,1ST,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,2,4,3.0,2021,93,0818,3014,,0.019
21RA00235,2020457454,T7454,T7454,45,20,1,,02,31,,,2,2,2.0,,80,72,115,0.51,169,169,42,0.262,2.7,,,8.0,,,22.1,3.8,17.3,62,1,,3+,,,T6753,45,T6997,45,,,217,187,0.406,1.0,2ND,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,2,4,3.0,2021,92,0825,3061,,0.019
21RA00236,2020457467,T7467,T7467,45,20,1,,02,38,,,2,2,3.0,,82,94,114,0.71,174,174,42,0.216,2.8,,,6.0,,,21.1,3.8,17.9,64,1,,2-,,,T7077,45,T6839,45,,,213,187,0.334,1.0,.,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,6,3.0,2021,92,0825,3055,,0.021
21RA00237,2020457468,T7468,T7468,45,20,1,,02,38,,,2,2,3.0,,82,90,114,0.68,149,149,42,0.159,2.9,,,7.0,,,21.3,3.3,15.5,64,2,,3,,,T7077,45,T6839,45,,,190,187,0.281,1.0,Nice,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,6,3.0,2021,92,0825,3054,,0.021
21RA00238,2020457469,T7469,T7469,45,20,1,,02,37,,,2,1,6.0,,82,85,113,0.636,201,201,42,0.312,3.7,,,11.0,,,20.4,4.1,19.9,70,2,,3,,,T7066,45,T5650,45,,,234,187,0.417,1.0,Scurs,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,11,9.0,2021,92,0825,3064,,0.025
21RA00239,2020457474,T7474,T7474,45,20,1,,02,36,,,2,2,3.0,,82,85,113,0.627,182,182,42,0.261,2.6,,,9.0,,,23.1,4.4,19.0,62,1,,3,,,T7022,45,T6605,45,,,215,187,0.364,1.0,Nice,1,,,,,,AA,RR,,,,,47,,,,,,,,,,,,,,,,3,5,3.5,2021,,,0,,0.025
21RA00240,2020457487,T7487,T7487,45,20,1,,02,40,,,2,2,3.0,,83,78,112,0.589,176,176,42,0.263,2.8,,,7.0,,,22.2,4.1,18.5,62,2,,3,,,T7105,45,T6738,45,,,213,187,0.378,1.0,Scurs,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2021,93,0818,2990,,0.028
21RA00241,2020457502,T7502,T7502,45,20,1,,02,35,,.,2,2,6.0,,85,91,110,0.7,182,182,42,0.243,2.8,,,7.0,,,21.3,3.8,17.8,64,1,,3-,,,T6996,45,T5357,45,,,207,187,0.325,1.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,10,9.0,2021,93,0818,3003,,0.036
21RA00242,2020457503,T7503,T7503,45,20,1,,02,35,,.,2,2,6.0,,85,79,110,0.6,172,172,42,0.248,2.3,,,7.0,,,19.3,3.6,18.7,70,1,,3-,,,T6996,45,T5357,45,,,198,187,0.333,1.0,.,1,,,,,,AA,QR,,,,,48,,,,,,,,,,,,,,,,6,10,9.0,2021,,,0,,0.036
21RA00243,2020457507,T7507,T7507,45,20,1,,02,37,,,2,1,4.0,,85,91,110,0.704,176,176,42,0.227,1.9,,,8.0,,,21.5,3.3,15.5,64,1,,3-,,,T7066,45,T6356,45,,,217,187,0.353,1.0,2ND,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,6,4.0,2021,,,0,,0.02
21RA00244,2020457509,T7509,T7509,45,20,1,,02,36,,,2,2,4.0,,85,84,110,0.618,183,183,42,0.264,2.2,,,8.0,,,22.6,4.9,21.7,62,3,,4+,,,T7022,45,T6567,45,,,243,187,0.445,1.0,Scurs,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,4,6,6.0,2021,93,0818,2953,,0.015
21RA00245,2020457523,T7523,T7523,45,20,1,,02,34,,,2,1,2.0,,86,80,109,0.628,190,190,42,0.293,2.4,,,6.0,,,23.5,4.3,18.3,60,1,,3,,,T6983,45,T6994,45,,,211,187,0.367,1.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,3,2.0,2021,93,0818,3002,,0.029
21RA00246,2020457542,T7542,T7542,45,20,1,,02,40,,,2,2,4.0,,87,80,108,0.612,169,169,42,0.236,2.2,,,5.0,,,20.8,3.6,17.3,64,1,,4,,,T7105,45,T6482,45,,,211,187,0.367,1.0,.,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,4,3.5,2021,92,0825,3058,,0.023
21RA00247,2020457543,T7543,T7543,45,20,1,,02,40,,,2,1,4.0,,87,106,108,0.832,180,180,42,0.196,2.5,,,7.0,,,21.5,3.7,17.1,64,1,,3,,,T7105,45,T6397,45,,,223,187,0.328,1.0,Nice,1,,,,,,AA,QR,,,,,49,,,,,,,,,,,,,,,,4,7,4.5,2021,,,0,,0.016
21RA00248,2020457554,T7554,T7554,45,20,1,,02,31,,,2,2,4.0,,87,76,108,0.562,161,161,42,0.225,2.8,,,7.0,,,22.5,4.6,20.6,62,1,,3-,,,T6753,45,T6467,45,,,194,187,0.331,1.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,6,4.5,2021,93,0818,3013,,0.028
21RA00249,2020457583,T7583,T7583,45,20,1,,02,35,,,3,1,6.0,,89,88,106,0.707,179,179,42,0.24,2.8,,,8.0,,,21.1,3.7,17.4,64,1,,3+,,,T6996,45,T5638,45,,,213,187,0.35,1.0,.,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,9,6.0,2021,,,0,,0.033
21RA00250,2020457590,T7590,T7590,45,20,1,,02,38,,,2,2,4.0,,90,73,105,0.568,153,153,42,0.211,2.9,,,6.0,,,22.3,4.0,18.1,62,1,,4-,,,T7077,45,T6321,45,,,189,187,0.325,1.0,.,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,5,5.0,2021,92,0825,3062,,0.02
21RA00251,2020457597,T7597,T7597,45,20,1,,02,32,,,2,2,6.0,,91,81,104,0.663,182,182,42,0.265,2.0,,,7.0,,,22.0,3.6,16.5,64,1,,3+,,,T6943,45,T5343,45,,,208,187,0.356,1.0,.,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,10,9.0,2021,92,0825,3057,,0.034
21RA00252,2020457605,T7605,T7605,45,20,1,,02,34,,,3,2,7.0,,91,72,104,0.574,164,164,42,0.241,2.5,,,8.0,,,20.6,3.8,18.3,64,1,,4,,,T6983,45,T5182,45,,,190,187,0.331,1.0,.,1,,,,,,AA,QR,,,,,50,,,,,,,,,,,,,,,,7,16,12.0,2021,,,0,,0.033
21RA00253,2020457611,T7611,T7611,45,20,1,,02,31,,,2,2,5.0,,91,67,104,0.527,141,141,42,0.194,2.9,,,7.0,,,22.1,4.6,20.8,62,1,,4+,,,T6753,45,T6208,45,,,185,187,0.331,1.0,.,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,8,4.5,2021,92,0825,3060,,0.019
21RA00254,2020457617,T7617,T7617,45,20,1,,02,38,,,2,2,7.0,,92,74,103,0.577,155,155,42,0.212,3.0,,,7.0,,,22.9,4.9,21.6,62,1,,3-,,,T7077,45,T5044,45,,,196,187,0.342,1.0,2ND,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,12,11.0,2021,92,0825,3059,,0.04
21RA00255,2020457618,T7618,T7618,45,20,1,,02,35,,,2,1,2.0,,92,79,103,0.649,153,153,42,0.194,2.6,,,5.0,,,19.2,3.6,18.9,70,1,,3-,,,T6996,45,T6952,45,,,211,187,0.37,1.0,Nice-ish,1,,,,,,AA,RR,,,,,51,,,,,,,,,,,,,,,,2,3,1.0,2021,,,0,,0.007
21RA00256,2020457620,T7620,T7620,45,20,1,,02,38,,,2,1,2.0,,92,88,103,0.724,186,186,42,0.257,2.6,,,8.0,,,21.8,3.9,17.9,64,2,,4+,,,T7077,45,T7120,45,,,227,187,0.389,1.0,Scurs,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,3,2.0,2021,,,0,,0.012
21RA00257,2020457625,T7625,T7625,45,20,1,,02,36,,,3,2,4.0,,92,74,103,0.584,168,168,42,0.246,2.4,,,7.0,,,20.0,3.7,18.4,70,1,,3-,,,T7022,45,T6510,45,,,206,187,0.37,1.0,Resp.,6,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,8,5.0,2021,03,0710,0,,0.012
21RA00258,2020457631,T7631,T7631,45,20,1,,02,37,,,2,2,7.0,,93,92,102,0.746,173,173,42,0.211,2.8,,,9.0,,,21.1,3.8,17.9,64,2,,3-,,,T7066,45,T5247,45,,,,,,1.0,X Crooked Leg,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,12,8.0,2021,93,0614,2886,,0.021
21RA00259,2020457634,T7634,T7634,45,20,1,,02,32,,,2,1,6.0,,93,80,102,0.647,184,184,42,0.272,3.0,,,7.0,,,22.5,4.4,19.8,62,1,,3+,,,T6943,45,T5674,45,,,217,187,0.384,1.0,2ND,3,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,5,10,6.5,2021,93,0818,2916,,0.031
21RA00260,2020457636,T7636,T7636,45,20,1,,02,37,,,2,1,3.0,,93,84,102,0.706,173,173,42,0.232,2.7,,,9.0,,,20.6,4.1,19.9,64,1,,3,,,T7066,45,T6662,45,,,213,187,0.361,1.0,.,1,,,,,,AA,QR,,,,,52,,,,,,,,,,,,,,,,3,5,4.0,2021,,,0,,0.021
21RA00261,2020457638,T7638,T7638,45,20,1,,02,38,,,2,2,4.0,,93,75,102,0.603,158,158,42,0.217,2.9,,,7.0,,,19.8,3.7,18.5,70,1,,4+,,,T7077,45,T6310,45,,,206,187,0.367,1.0,.,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,6,5.0,2021,93,0818,2949,,0.023
21RA00262,2020457652,T7652,T7652,45,20,1,,02,40,,,2,2,5.0,,95,85,100,0.704,171,171,42,0.223,3.4,,,8.0,,,19.6,4.2,21.3,70,1,,3,,,T7105,45,T5859,45,,,210,187,0.35,1.0,Sl.Over,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,7,6.5,2021,,,0,,0.032
21RA00263,2020457656,T7656,T7656,45,20,1,,02,36,,.,3,2,6.0,,95,83,100,0.682,183,183,42,0.26,2.3,,,6.0,,,20.6,3.8,18.2,64,2,,4-,,,T7022,45,T5652,45,,,218,187,0.378,1.0,Scurs,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,11,10.0,2021,92,0825,3056,,0.021
21RA00264,2020457662,T7662,T7662,45,20,1,,02,31,,,2,2,7.0,,96,72,99,0.562,174,174,42,0.264,2.9,,,7.0,,,19.1,3.5,18.6,80,1,,3-,,,T6753,45,T4685,45,,,218,187,0.409,1.0,.,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,11,10.0,2021,92,0825,3065,,0.022
21RA00265,2020457673,T7673,T7673,45,20,1,,02,34,,,2,2,5.0,,97,79,98,0.653,165,165,42,0.222,3.8,,,7.0,,,23.5,4.5,19.1,60,1,,3,,,T6983,45,T6083,45,,,209,187,0.364,1.0,Scurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,6,5.0,2021,93,0818,2966,,0.035
21RA00266,2020457678,T7678,T7678,45,20,1,,02,37,,,2,1,3.0,,99,77,96,0.657,142,142,42,0.167,3.0,,,7.0,,,18.3,3.4,18.4,80,2,,3-,,,T7066,45,T6601,45,,,194,187,0.328,1.0,.,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,4,2.0,2021,92,0825,3063,,0.022
21RA00267,2019007689,T7689,T7689,00,19,1,,02,,,,2,2,0.0,,0,0,0,0.0,242,0,42,0.0,0.0,,,13.0,,,0.0,0.0,0.0,0,2,,3,,,,,,,,,257,187,0.466,2.0,Scurs,1,,,,,,AA,QR,,,,,53,,,,,,,,,,,,,,,,0,0,0.0,2021,,,0,MT0841-1929,0.0
21RA00268,2019007690,T7690,T7690,00,19,1,,02,,,,3,3,0.0,,0,0,0,0.0,223,0,42,0.0,0.0,,,12.0,,,0.0,0.0,0.0,0,1,,3,,,,,,,,,251,187,0.455,2.0,Clover Meadow,1,,,,,,AA,QR,,,,,54,,,,,,,,,,,,,,,,0,0,0.0,2021,,,0,MT0841-1919,0.0
21RA00269,2017000040,Y0040,Y0040,00,17,1,,Kt,,,,,,0.0,,0,0,0,0.0,166,0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0,2,,,,,,,,,,,190,187,0.344,4.0,"Sick,stinky",6,,,,,,AA,QR,,,,,e6,,,,,,,,,,,,,,,,0,0,0.0,2021,66,1210,0,508905NWT7026,0.0
21RA00270,2016000041,Y0041,Y0041,00,16,1,,Kt,,,,,,0.0,,0,0,0,0.0,190,0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0,2,,,,,,,,,,,198,187,0.359,5.0,ScursSlOver,1,,,,,,AA,QR,,,,,e7,,,,,,,,,,,,,,,,0,0,0.0,2021,,,0,NE23 608226,0.0
21RA00271,2018835423,Z5423,Z5423,83,18,1,,97,24,,,2,1,2.0,,77,117,121,0.838,281,229,43,0.311,0.0,,,4.0,,,0.0,0.0,0.0,0,1,,1,,,Z5162,00,Z4121,00,,,,,,3.0,B. Ovis,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,6,5.0,2021,93,0614,2904,,0.0
21RA00272,2018836118,Z6118,Z6118,83,18,1,A,SY,5,,,2,1,2.0,,90,95,108,0.745,281,224,43,0.346,2.4,,,11.0,,,31.6,6.7,21.3,48,1,,3+,,,Z2544,83,Z3380,83,,,315,187,0.621,3.0,Sl.Under,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,8,6.0,2021,93,0818,2996,,0.0
21RA00273,2019836385,Z6385,Z6385,83,19,1,,C3,1,,,1,1,2.0,,70,96,126,0.671,200,165,43,0.191,0.0,,,13.0,,,0.0,0.0,0.0,0,1,,2-,,,Z4110,00,K5171,64,,,250,187,0.433,2.0,75TAN,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,4,3.0,2021,,,0,,0.0
21RA00274,2019836396,Z6396,Z6396,83,19,1,A,97,21,,,1,1,3.0,,70,123,127,0.836,276,219,43,0.267,0.0,,,7.0,,,0.0,0.0,0.0,0,2,,1,,,Z4424,83,Z3235,83,,,315,187,0.541,2.0,Scurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,4,4.0,2021,93,0818,2914,,0.012
21RA00275,2019836433,Z6433,Z6433,83,19,1,,97,20,,,2,2,3.0,,72,111,125,0.772,237,198,43,0.24,0.0,,,6.0,,,0.0,0.0,0.0,0,1,,1-,,,Z4277,83,Z4111,00,,,289,187,0.501,2.0,Nice,1,,,,,,AA,RR,,,,,6,,,,,,,,,,,,,,,,3,7,5.0,2021,,,0,,0.0
21RA00276,2019836434,Z6434,Z6434,83,19,1,,97,20,,,2,2,3.0,,72,103,125,0.702,231,208,43,0.29,0.0,,,7.0,,,0.0,0.0,0.0,0,1,,1,,,Z4277,83,Z4111,00,,,282,187,0.504,2.0,ReplacedZ6513,1,,,,,,AA,QR,,,,,7 e4,,,,,,,,,,,,,,,,3,7,5.0,2021,,,0,,0.0
21RA00277,2019836460,Z6460,Z6460,83,19,1,,97,17,,,1,1,5.0,,73,131,124,0.917,243,209,43,0.215,0.0,,,5.0,,,0.0,0.0,0.0,0,2,,1,,,Z2682,83,Z2424,83,,,299,187,0.473,2.0,Scurs,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,7,7.0,2021,93,0818,2930,,0.011
21RA00278,2019836473,Z6473,Z6473,83,19,1,,97,19,,,3,2,5.0,,73,96,124,0.677,244,199,43,0.284,0.0,,,6.0,,,0.0,0.0,0.0,0,2,,1,,,Z3365,83,Z2283,83,,,260,187,0.462,2.0,CU/Multi-sire,1,,,,,,AA,QR,,,,,e4,,,CU,,,,,,,,,,,,,6,10,6.5,2021,,,0,,0.014
21RA00279,2019836475,Z6475,Z6475,83,19,1,,97,19,,,3,1,5.0,,73,86,124,0.616,199,158,43,0.198,0.0,,,5.0,,,0.0,0.0,0.0,0,1,,1,,,Z3365,83,Z2283,83,,,234,187,0.417,2.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,6,10,6.5,2021,93,0818,3021,,0.014
21RA00280,2019836513,Z6513,Z6513,83,19,1,,97,17,,,2,2,4.0,,75,94,122,0.652,226,171,43,0.211,0.0,,,7.0,,,0.0,0.0,0.0,0,2,,1,,,Z2682,83,Z2859,83,,,272,187,0.501,2.0,Replaced,1,,,,,,AA,RR,,,,,e4,,,CU,,,,,,,,,,,,,3,7,4.0,2021,,,0,,0.029
21RA00281,2019836515,Z6515,Z6515,83,19,1,,SY,22,,,2,1,6.0,,75,121,123,0.869,224,193,43,0.198,0.0,,,7.0,,,0.0,0.0,0.0,0,1,,1,,,Z4498,83,Z1834,83,,,271,187,0.424,2.0,1Scur,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,7,12,10.0,2021,,,0,,0.0
21RA00282,2019836572,Z6572,Z6572,83,19,1,,97,23,,,2,2,7.0,,76,91,121,0.633,212,165,43,0.202,0.0,,,7.0,,,0.0,0.0,0.0,0,1,,1,,,Z5162,00,Z1079,83,,,261,187,0.479,2.0,.,1,,,,,,AA,RR,,,,,8,,,,,,,,,,,,,,,,7,10,9.0,2021,,,0,,0.0
21RA00283,2019836582,Z6582,Z6582,83,19,1,,97,22,,,2,2,4.0,,77,87,120,0.61,217,171,43,0.229,0.0,,,5.0,,,0.0,0.0,0.0,0,2,,1-,,,Z4498,83,Z2879,83,,,253,187,0.468,2.0,CU/Multi-sire,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,8,7.0,2021,93,0818,3008,,0.034
21RA00284,2019836609,Z6609,Z6609,83,19,1,,97,22,,,2,2,3.0,,77,88,120,0.61,206,160,43,0.196,0.0,,,4.0,,,0.0,0.0,0.0,0,1,,1,,,Z4498,83,Z4095,00,,,242,187,0.434,2.0,NICE LAMB,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,7,6.0,2021,93,0818,3016,,0.0
21RA00285,2019836634,Z6634,Z6634,83,19,1,,CT,2,,,2,2,5.0,,78,87,120,0.626,215,163,42,0.207,0.0,,,12.0,,,0.0,0.0,0.0,0,2,,2+,,,Z5161,00,Z2670,83,,,242,187,0.438,2.0,Scurs,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,9,7.0,2021,,,0,,0.0
21RA00286,2019836645,Z6645,Z6645,83,19,1,,97,20,,,2,2,6.0,,78,92,119,0.651,232,183,43,0.247,0.0,,,8.0,,,0.0,0.0,0.0,0,1,,1,,,Z4277,83,Z1523,83,,,257,187,0.465,2.0,CU/Multi-sire,1,,,,,,AA,QR,,,,,e5,,,,,,,,,,,,,,,,6,10,5.0,2021,,,0,,0.021
21RA00287,2019836650,Z6650,Z6650,83,19,1,,CT,1,,,1,1,6.0,,79,136,119,0.976,270,227,43,0.247,0.0,,,8.0,,,0.0,0.0,0.0,0,2,,2,,,Z4110,00,Z1622,83,,,317,187,0.511,2.0,Scurs,3,,,,,,AA,QR,,,,,21,,,,,,,,,,,,,,,,6,9,9.0,2021,93,1210,15754,,0.0
21RA00288,2019836688,Z6688,Z6688,83,19,1,,97,18,,,2,2,5.0,,80,87,117,0.624,235,174,43,0.235,0.0,,,6.0,,,0.0,0.0,0.0,0,2,,1,,,Z3355,83,Z2322,83,,,264,187,0.499,2.0,PunctureLRib,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,9,9.0,2021,93,0818,3005,,0.011
21RA00289,2019836695,Z6695,Z6695,83,19,1,,C3,16,,,3,2,5.0,,80,92,118,0.69,246,195,42,0.279,0.0,,,9.0,,,0.0,0.0,0.0,0,1,,3+,,,K5242,00,Z2415,83,,,,,,2.0,B. Ovis,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,12,7.0,2021,93,0614,2902,,0.0
21RA00290,2019836698,Z6698,Z6698,83,19,1,,CT,2,,,1,1,5.0,,80,119,118,0.859,196,168,43,0.133,0.0,,,12.0,,,0.0,0.0,0.0,0,2,,2-,,,Z5161,00,Z2642,83,,,254,187,0.381,2.0,Scurs,1,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,5,9,7.0,2021,,,0,,0.0
21RA00291,2019836709,Z6709,Z6709,83,19,1,,97,23,,,2,2,4.0,,80,94,117,0.672,226,182,43,0.238,0.0,,,7.0,,,0.0,0.0,0.0,0,1,,1,,,Z5162,00,Z2885,83,,,282,187,0.53,2.0,To MARC,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,5,4.0,2021,93,0912,3094,,0.0
21RA00292,2019836727,Z6727,Z6727,83,19,1,A,97,21,,,2,1,3.0,,80,92,117,0.691,221,157,43,0.176,0.0,,,6.0,,,0.0,0.0,0.0,0,1,,2+,,,Z4424,83,Z3663,83,,,263,187,0.482,2.0,.,1,,,,,,AA,RR,,,,,9,,,,,,,,,,,,,,,,4,7,3.5,2021,,,0,,0.012
21RA00293,2019836785,Z6785,Z6785,83,19,1,,97,19,,,2,1,4.0,,82,111,115,0.8,227,211,43,0.269,0.0,,,5.0,,,0.0,0.0,0.0,0,2,,1-,,,Z3365,83,Z2710,83,,,273,187,0.456,2.0,CU/Multi?,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,5,4.0,2021,93,0818,2976,,0.028
21RA00294,2019836837,Z6837,Z6837,83,19,1,,97,17,,,2,2,3.0,,83,97,114,0.697,,178,,0.217,0.0,,,0.0,,,0.0,0.0,0.0,0,1,,1,,,Z2682,83,Z4123,00,,,,,,2.0,Scurs,7,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,4,3.0,2021,97,0105,0,,0.0
21RA00295,2019836841,Z6841,Z6841,83,19,1,,97,19,,,2,1,4.0,,83,89,114,0.657,213,169,43,0.214,0.0,,,7.0,,,0.0,0.0,0.0,0,2,,1,,,Z3365,83,Z2973,83,,,250,187,0.454,2.0,To MARC,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,7,5.0,2021,93,0912,3091,,0.029
21RA00296,2019836875,Z6875,Z6875,83,19,1,,97,19,,,1,1,5.0,,84,124,113,0.926,211,202,43,0.209,0.0,,,5.0,,,0.0,0.0,0.0,0,1,,1-,,,Z3365,83,Z2278,83,,,,,,2.0,X Thin,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,10,5.0,2021,93,0614,2884,,0.017
21RA00297,2019836907,Z6907,Z6907,83,19,1,,CT,2,,,1,1,5.0,,85,98,112,0.736,234,186,43,0.235,0.0,,,11.0,,,0.0,0.0,0.0,0,2,,2-,,,Z5161,00,Z2476,83,,,242,187,0.406,2.0,X Epi R Nut,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,11,7.5,2021,93,0818,2971,,0.0
