UID,ID9,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65
05RA00260,103449690,T9690,T9690,44,03,1,ID,02,43T,X,I,3,2,4.0,M,109,96,115,0.734,209,193,74,0.33,3.1,3.1,62,13.2,13.2,,25.0,3.8,15.3,58,1,1,3+,1.91,134.8,T8296,44,T7737,44,,,237,200,0.0,2.0,X HARD TSTS,3,KK,KK,101,98,.,,D9,DUD,,0.0,BHV,.,Idah,,MOR,,,,,,,,,0,,4,8,6,05,93,0815,2025
05RA00261,103449722,T9722,T9722,44,03,1,48,02,13T,.,M,2,2,5.0,M,112,87,112,0.657,228,200,74,0.384,3.3,3.3,62,11.8,11.8,,24.9,3.4,13.5,60,1,1,3,1.91,133.4,T8183,44,T7219,44,267,,266,200,0.0,2.0,2nd CHOICE,2,L41,L41,102,93,N,QR,S+,A+,STUD,94.0,117,65T,Targ,,HETRO,,,,,,,,08,0,,5,10,8,05,92,0922,5807
05RA00262,103449743,T9743,T9743,44,03,1,48,02,12T,.,M,2,2,4.0,M,115,99,110,0.779,219,198,74,0.338,3.1,3.1,62,10.2,10.2,,23.1,3.9,17.0,62,1,1,3,1.91,121.9,I0064,00,T8254,44,,,258,200,0.0,2.0,DEAD ON BACK,2,KK,KK,92,87,N,QR,S+,A+,STUD,94.0,XXX,63T,Targ,,HETRO,,,,,,,,08,0,,4,8,5,05,16,0919,0
05RA00263,103449757,T9757,T9757,44,03,1,48,02,12T,J,M,2,1,5.0,M,118,93,107,0.767,218,165,74,0.246,0.0,0.0,62,11.2,11.2,,0.0,0.0,0.0,0,.,1,..,1.78,109.9,I0064,00,T6743,44,,,252,200,0.0,2.0,-SIZE,V,KK,KK,0,0,.,,D9,DUD,,0.0,BHV,BHVx,Targ,,ASEX,,,,,,,,,0,,5,9,7,05,,,0
05RA00264,103449774,T9774,T9774,44,03,1,48,02,12T,J,M,2,2,6.0,M,119,92,106,0.745,230,184,74,0.314,3.5,3.5,62,11.0,11.0,,23.7,3.7,15.5,60,1,1,2-,1.57,110.7,I0064,00,T6687,44,,,256,200,0.0,2.0,,V,KK,KK,88,92,.,,D9,DUD,,0.0,BHV,.,Targ,,MOR,,,,,,,,,0,,4,9,8,05,,,0
05RA00265,104449787,T9787,T9787,44,04,1,ID,02,43T,.,I,3,1,7.0,Y,88,114,128,0.818,210,210,74,0.319,2.4,2.6,60,9.0,9.4,,20.5,3.4,16.5,70,1,1,3,1.92,131.1,T8296,44,T6207,44,,,230,200,0.332,1.0,"GIMP,Msg?July",7,KK,KK,102,101,.,,,,,,67x,,Idah,,,,,,,,,,,0,,7,14,9,05,97,1014,0
05RA00266,104449788,T9788,T9788,44,04,1,ID,02,43T,.,I,3,1,7.0,Y,88,103,134,0.699,178,178,74,0.254,2.8,3.0,62,6.8,7.1,,20.3,3.8,18.7,70,1,1,3,1.92,131.1,T8296,44,T6207,44,212,,201,200,0.286,1.0,,2,KK,KK,95,89,N,QQ,,,,,104,,Idah,,,,,,,,,,07,1,74283,7,14,9,05,92,0922,5801
05RA00267,104449796,T9796,T9796,44,04,1,48,02,45T,.,M,3,2,4.0,Y,90,96,126,0.671,183,183,74,0.289,3.1,3.4,60,8.4,8.8,,24.4,4.3,17.7,60,1,1,3+,1.91,121.9,T8907,44,T8254,44,199,,198,200,0.292,1.0,,2,NON,L41,97,98,N,RR,,,,,111,,Targ,,,,,,,,,,07,0,,4,8,5,05,92,0922,5803
05RA00268,104449798,T9798,T9798,44,04,1,48,02,45T,.,M,1,1,7.0,Y,90,106,126,0.747,189,189,74,0.276,2.9,3.2,62,9.0,9.4,,20.3,3.6,17.5,70,1,1,3,1.83,135.2,T8907,44,T5858,44,,,208,200,0.292,1.0,,1,NON,L41,103,105,.,,,,,,alt,,Targ,,,,,,,,,,,0,,7,13,11,05,,,0
05RA00269,104449841,T9841,T9841,44,04,1,ID,02,42T,.,I,2,2,2.0,Y,94,97,122,0.701,176,176,74,0.262,2.8,3.1,62,6.8,7.2,,20.8,3.4,16.1,64,1,1,3+,1.74,129.4,T9073,44,T9259,44,214,,203,200,0.304,1.0,,2,L41,L41,96,90,N,QQ,,,,,110,,Idah,,,,,,,,,,07,0,,2,3,3,05,92,0922,5796
05RA00270,104449854,T9854,T9854,44,04,1,ID,02,41T,.,I,2,2,6.0,Y,95,95,121,0.674,193,193,74,0.326,2.3,2.5,62,7.2,7.6,,20.9,3.4,16.5,64,1,2,3,1.67,134.5,I9221,00,T6479,44,,,217,200,0.35,1.0,X,3,MSU,MSU,100,88,.,,,,,,,,Idah,,,,,,,,,,,0,,6,10,9,05,93,0815,2059
05RA00271,104449856,T9856,T9856,44,04,1,ID,02,41T,.,I,2,2,4.0,Y,95,92,121,0.643,204,204,74,0.372,2.8,3.1,62,8.0,8.5,,23.1,4.1,17.6,62,1,1,3-,1.91,133.9,I9221,00,T7761,44,,,224,200,0.378,1.0,,1,MSU,MSU,105,96,.,,,,,,alt,,Idah,,,,,,,,,,,0,,4,8,7,05,,,0
05RA00272,104449881,T9881,T9881,44,04,1,48,02,46T,.,M,2,2,5.0,Y,96,92,120,0.65,185,185,74,0.309,2.8,3.1,60,10.4,11.1,,22.2,3.8,16.9,62,2,1,3,1.8,145.3,T8051,44,T7201,44,,,205,200,0.324,1.0,NICE LAMB,1,NON,L41,112,113,.,,S+,A+,STUD,,62,,Targ,,,,,,,,,,,0,,5,9,9,05,,,0
05RA00273,104449897,T9897,T9897,44,04,1,48,02,46T,.,M,1,1,6.0,Y,97,108,119,0.788,192,192,74,0.279,2.9,3.2,62,9.4,10.0,,21.0,3.6,17.1,64,1,1,3-,1.77,109.5,T8051,44,T6709,44,221,,208,200,0.287,1.0,NICE LAMB,2,NON,L41,94,108,N,QR,,,,,105,,Targ,,,,,,,,,,07,0,,6,11,7,05,92,0922,5794
05RA00274,104449908,T9908,T9908,44,04,1,ID,02,42T,.,I,3,2,3.0,Y,97,100,119,0.736,177,177,74,0.256,2.7,3.0,60,8.8,9.4,,21.4,4.2,19.8,64,1,1,3,2.06,128.4,T9073,44,T8339,44,,,212,200,0.321,1.0,*CHK LR HOOF*,1,L41,L41,101,102,.,,,,,,alt,,Idah,,,,,,,,,,,0,,3,7,4,05,,,0
05RA00275,104449917,T9917,T9917,44,04,1,ID,02,41T,.,I,1,1,3.0,Y,98,122,120,0.875,224,224,74,0.341,2.8,3.1,60,9.2,9.8,,21.1,3.7,17.3,64,2,1,3,1.49,117.5,I9221,00,T8364,44,,,242,200,0.346,1.0,"NICE,ENTR,SAV",1,MSU,MSU,100,106,.,,,,,,alt,,Idah,,,,,,,,,,,0,,3,3,3,05,,,0
05RA00276,104449944,T9944,T9944,44,04,1,48,02,44T,.,M,3,2,3.0,Y,99,87,119,0.619,212,212,74,0.418,2.7,3.0,60,7.2,7.7,,19.4,3.5,18.2,70,1,3,4+,2.06,147.9,T8964,44,T8432,44,,,241,200,0.444,1.0,"-FLWT,-LIBIDO",1,NON,MSU,113,94,.,,D1,B,LOW,,x41,,Targ,,,,,,,,,,,0,,3,7,6,05,,,0
05RA00277,104449967,T9967,T9967,44,04,1,ID,02,43T,.,I,2,1,3.0,Y,100,93,118,0.692,173,173,74,0.268,2.4,2.7,62,7.4,8.0,,19.3,3.4,17.6,70,1,1,5+,1.92,124.9,T8296,44,T8386,44,,,189,200,0.277,1.0,F 5+ X,3,KK,KK,93,94,.,,,,,,,,Idah,,,,,,,,,,,0,,3,6,5,05,93,0815,2057
05RA00278,104449993,T9993,T9993,44,04,1,ID,02,42T,.,I,2,2,3.0,Y,101,91,117,0.649,168,168,74,0.258,3.1,3.5,60,9.0,9.7,,20.6,3.6,17.6,64,2,1,3,1.92,123.7,T9073,44,T8579,44,200,,197,200,0.305,1.0,PD2,2,L41,L41,101,108,N,QR,,,,,115,,Idah,,,,,,,,,,07,0,,3,6,4,05,92,0922,5802
05RA00279,104820882,X0882,X0882,82,04,1,97,97,971,.,.,2,2,4.0,Y,91,120,131,0.831,191,191,0,0.241,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.77,155.9,I0109,00,Z6373,81,,,217,200,0.283,1.0,X1CRYPTORCHID,3,BRN,BRN,84,0,.,,,,,,XXX,,Blkf,,,,,,,,,,,0,,4,7,6,05,93,0926,0
05RA00280,104820889,X0889,X0889,82,04,1,97,97,971,.,.,2,2,2.0,Y,92,123,130,0.849,224,224,0,0.342,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.91,174.7,I0109,00,Z7823,81,,,251,200,0.373,1.0,,1,BRN,BRN,99,0,.,,,,,,B1,,Blkf,,,,,,,,,,,0,,2,4,4,05,,,0
05RA00281,104820890,X0890,X0890,82,04,1,97,97,971,.,.,2,2,2.0,Y,92,127,130,0.877,210,210,0,0.281,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.91,174.7,I0109,00,Z7823,81,,,241,200,0.332,1.0,Msg 10/14,1,BRN,BRN,94,0,.,,,,,,msg,,Blkf,,,,,,,,,,,0,,2,4,4,05,97,1014,0
05RA00282,104820960,X0960,X0960,82,04,1,97,97,971,.,.,2,2,5.0,Y,96,129,126,0.897,222,222,0,0.315,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.81,168.5,I0109,00,Z5388,81,,,243,200,0.332,1.0,WEAK LAMB,1,BRN,BRN,95,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,5,9,8,05,,,0
05RA00283,104821005,X1005,X1005,82,04,1,97,97,972,.,.,2,2,2.0,Y,99,109,123,0.793,214,214,0,0.356,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.91,171.7,Z6098,81,Z7790,81,,,240,200,0.382,1.0,WEAK LAMB,1,Syr,Syr,98,0,.,,,,,,B1,,Blkf,,,,,,,,,,,0,,2,4,4,05,,,0
05RA00284,104821010,X1010,X1010,82,04,1,97,97,971,.,.,2,2,4.0,Y,99,128,123,0.92,234,234,0,0.359,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.64,136.1,I0109,00,Z6382,81,,,259,200,0.382,1.0,NICE LAMB,1,BRN,BRN,104,0,.,,,,,,B2,,Blkf,,,,,,,,,,,0,,4,6,5,05,,,0
05RA00285,104821011,X1011,X1011,82,04,1,97,97,971,.,.,2,2,4.0,Y,99,119,123,0.838,216,216,0,0.329,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.64,136.1,I0109,00,Z6382,81,,,236,200,0.341,1.0,NICE LAMB,1,BRN,BRN,93,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,4,6,5,05,,,0
05RA00286,104821018,X1018,X1018,82,04,1,97,97,972,.,.,2,2,2.0,Y,99,111,123,0.78,231,231,0,0.407,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.74,165.0,Z6098,81,Z7913,81,,,255,200,0.42,1.0,NICE LAMB,1,Syr,Syr,103,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,2,3,3,05,,,0
05RA00287,104821019,X1019,X1019,82,04,1,97,97,972,.,.,2,2,2.0,Y,99,113,123,0.819,234,234,0,0.41,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.74,165.0,Z6098,81,Z7913,81,,,263,200,0.437,1.0,NICE LAMB,1,Syr,Syr,108,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,2,3,3,05,,,0
05RA00288,104821055,X1055,X1055,82,04,1,97,97,973,.,.,1,1,1.0,Y,101,121,121,0.927,221,221,0,0.339,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.77,143.6,Z7846,81,Z9000,81,,,251,200,0.379,1.0,,1,BRN,BRN,103,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,1,1,1,05,,,0
05RA00289,104821085,X1085,X1085,82,04,1,97,97,972,.,.,2,1,4.0,Y,103,122,119,0.92,229,229,0,0.363,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.89,125.5,Z6098,81,Z6931,81,,,254,200,0.385,1.0,WEAK LAMB,1,Syr,Syr,104,0,.,,,,,,B1,,Blkf,,,,,,,,,,,0,,4,8,4,05,,,0
05RA00290,104821267,X1267,X1267,82,04,1,97,97,972,.,.,2,1,2.0,Y,106,118,116,0.901,206,206,0,0.298,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.74,143.9,Z6098,81,Z7912,81,,,230,200,0.327,1.0,NICE LAMB,1,Syr,Syr,94,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,2,3,2,05,,,0
05RA00291,104821412,X1412,X1412,82,04,1,97,97,972,.,.,2,2,4.0,Y,112,110,110,0.871,201,201,0,0.308,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.77,154.1,Z6098,81,Z6155,81,,,218,200,0.315,1.0,PIG TAIL,3,Syr,Syr,91,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,4,7,6,05,93,0815,2051
05RA00292,104821435,X1435,X1435,82,04,1,97,97,972,.,.,2,2,3.0,Y,113,117,109,0.947,251,251,0,0.454,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.81,149.2,Z6098,81,Z7098,81,,,269,200,0.443,1.0,SL.ENTR.,1,Syr,Syr,115,0,.,,,,,,B2,,Blkf,,,,,,,,,,,0,,3,5,5,05,,,0
05RA00293,104821453,X1453,X1453,82,04,1,97,97,972,.,.,2,2,5.0,Y,113,114,109,0.905,211,211,0,0.329,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.81,162.9,Z6098,81,Z5592,81,,,245,200,0.382,1.0,,1,Syr,Syr,103,0,.,,,,,,B2,,Blkf,,,,,,,,,,,0,,5,9,9,05,,,0
05RA00294,104821540,X1540,X1540,82,04,1,97,97,972,.,.,1,1,2.0,Y,117,122,105,0.997,222,222,0,0.339,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.74,152.3,Z6098,81,Z8104,81,,,252,200,0.379,1.0,"ENTR., PNEU.",1,Syr,Syr,107,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,2,3,3,05,,,0
05RA00295,104821675,X1675,X1675,82,04,1,97,97,973,.,.,1,1,1.0,Y,120,100,102,0.837,200,200,0,0.339,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.77,142.6,Z7846,81,Z9033,81,,,233,200,0.388,1.0,NICE LAMB,1,BRN,BRN,101,0,.,,,,,,B1,,Blkf,,,,,,,,,,,0,,1,1,1,05,,,0
05RA00296,104821972,X1972,X1972,82,04,1,97,97,97C,.,.,2,2,3.0,Y,124,101,98,0.874,213,213,0,0.38,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.81,152.4,Z6098,81,Z7020,81,,,242,200,0.411,1.0,NICE LAMB,1,Syr,Syr,106,0,.,,,,,,B1,,Blkf,,,,,,,,,,,0,,3,5,5,05,,,0
05RA00297,104821973,X1973,X1973,82,04,1,97,97,97C,.,.,2,2,3.0,Y,124,92,98,0.791,199,199,0,0.363,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.81,152.4,Z6098,81,Z7020,81,,,229,200,0.399,1.0,NICE LAMB,1,Syr,Syr,100,0,.,,,,,,,,Blkf,,,,,,,,,,,0,,3,5,5,05,,,0
05RA00298,102817805,Z7805,Z7805,81,02,1,97,97,971,.,.,2,1,4.0,M,86,130,135,0.864,246,206,0,0.256,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.89,138.9,00109,00,Z6368,81,,,292,200,0.0,3.0,,1,BRN,BRN,91,0,.,,NT,?,,0.0,B1,ND,Blkf,,,,,,,,,,,0,,4,8,5,05,,,587
05RA00299,102817813,Z7813,Z7813,81,02,1,97,97,972,.,.,2,2,7.0,M,87,123,134,0.848,225,208,0,0.286,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,3,,1.99,125.2,00093,00,Z3588,81,,,255,200,0.0,3.0,X,3,DAV,DAV,96,0,.,,NT,?,,0.0,,.,Blkf,,,,,,,,,,,0,,7,12,8,05,93,0815,905
05RA00300,102817815,Z7815,Z7815,81,02,1,97,97,972,.,.,2,2,4.0,M,87,120,134,0.798,251,212,0,0.31,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.8,106.9,00093,00,Z5389,81,,,295,200,0.0,3.0,NICE,1,DAV,DAV,98,0,.,,NT,?,,0.0,B2,.,Blkf,,,,,,,,,,,0,,3,6,3,05,,,595
05RA00301,102817844,Z7844,Z7844,81,02,1,97,97,972,.,.,3,2,7.0,M,89,131,132,0.903,259,216,0,0.286,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.99,158.2,00093,00,Z3981,81,,,286,200,0.0,3.0,,1,DAV,DAV,98,0,.,,S+,A+,STUD,0.0,e23,ND,Blkf,,,,,,,,,,,0,,6,15,9,05,,,596
05RA00302,102817846,Z7846,Z7846,81,02,1,97,97,971,.,.,2,2,5.0,M,90,110,131,0.746,261,219,0,0.367,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.81,168.5,00109,00,Z5388,81,,,295,200,0.0,3.0,X ABS. TSTS,3,BRN,BRN,106,0,.,,Sx,A+,STUD,82.0,,72alt,Blkf,,HETRO,,,,,,,,,0,,5,9,8,05,93,0815,2021
05RA00303,102817860,Z7860,Z7860,81,02,1,97,97,971,.,.,3,2,6.0,M,92,105,129,0.716,259,195,0,0.303,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.9,154.0,00109,00,Z4738,81,,,277,200,0.0,3.0,KNOT@ R.CORD,3,BRN,BRN,92,0,.,,NT,?,,0.0,,.,Blkf,,,,,,,,,,,0,,6,12,9,05,93,0815,590
05RA00304,102817861,Z7861,Z7861,81,02,1,97,97,971,.,.,3,1,6.0,M,92,117,127,0.827,236,193,0,0.254,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.9,154.0,00109,00,Z4738,81,,,264,200,0.0,3.0,SCURS X,3,BRN,BRN,88,0,.,,NT,?,,0.0,,.,Blkf,,,,,,,,,,,0,,6,12,9,05,93,0815,907
05RA00305,102817865,Z7865,Z7865,81,02,1,97,97,972,.,.,2,2,4.0,M,92,114,129,0.8,261,194,0,0.269,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.52,122.4,00093,00,Z6360,81,,,293,200,0.0,3.0,,1,DAV,DAV,90,0,.,,NT,?,,0.0,B2,.,Blkf,,,,,,,,,,,0,,3,5,4,05,,,592
05RA00306,102817874,Z7874,Z7874,81,02,1,97,97,972,.,.,2,2,3.0,M,92,116,129,0.798,235,194,0,0.263,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.98,134.6,00093,00,Z6297,81,,,260,200,0.0,3.0,NICE,1,DAV,DAV,89,0,.,,NT,?,,0.0,,ND,Blkf,,,,,,,,,,,0,,3,6,4,05,,,585
05RA00307,102817884,Z7884,Z7884,81,02,1,97,97,972,.,.,2,2,4.0,M,93,113,128,0.796,237,208,0,0.32,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.77,155.9,00093,00,Z6373,81,,,272,200,0.0,3.0,X,3,DAV,DAV,100,0,.,,NT,?,,0.0,,.,Blkf,,,,,,,,,,,0,,4,7,6,05,93,0815,1355
05RA00308,102817885,Z7885,Z7885,81,02,1,97,97,972,.,.,2,2,4.0,M,93,97,128,0.661,284,211,0,0.384,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.77,155.9,00093,00,Z6373,81,,,311,200,0.0,3.0,71alt,1,DAV,DAV,105,0,.,,S+,A+,STUD,77.0,19,974e,Blkf,,HETRO,,,,,,,,,0,,4,7,6,05,,,593
05RA00309,102818027,Z8027,Z8027,81,02,1,97,97,971,.,.,1,1,4.0,M,98,118,123,0.867,279,222,0,0.35,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.77,126.6,00109,00,Z6276,81,,,311,200,0.0,3.0,,1,BRN,BRN,109,0,.,,S+,A+,STUD,0.0,B1,ND,Blkf,,HETRO,,,,,,,,,0,,4,7,5,05,,,598
05RA00310,102818038,Z8038,Z8038,81,02,1,97,97,972,.,.,3,2,4.0,M,98,106,123,0.801,213,188,0,0.276,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.77,124.4,00093,00,Z6872,81,,,253,200,0.0,3.0,"THIN,OK",1,DAV,DAV,91,0,.,,NT,?,,0.0,23alt,.,Blkf,,,,,,,,,,,0,,4,7,4,05,,,582
05RA00311,102818075,Z8075,Z8075,81,02,1,97,97,972,.,.,3,2,5.0,M,99,108,122,0.793,237,198,0,0.303,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.98,143.4,00093,00,Z3901,81,,,267,200,0.0,3.0,X,3,DAV,DAV,96,0,.,,NT,?,,0.0,,.,Blkf,,,,,,,,,,,0,,4,10,8,05,93,0815,586
05RA00312,102818142,Z8142,Z8142,81,02,1,97,97,971,.,.,2,2,5.0,M,102,121,119,0.895,288,216,0,0.32,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.37,113.5,00109,00,Z5501,81,,,0,0,0.0,3.0,"LUNGS, 07/19",6,BRN,BRN,104,0,.,,Sx,A+,STUD,93.0,,972,Blkf,,HETRO,,,,,,,,,0,,3,5,5,05,76,0719,594
05RA00313,103818600,Z8600,Z8600,81,03,1,97,97,971,.,.,2,2,6.0,M,89,119,130,0.814,253,216,0,0.324,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.8,135.7,I0093,00,Z4777,81,,,291,200,0.0,2.0,"ENTR*2, YTEX",1,DAV,DAV,101,0,.,,.,,,0.0,,.,Blkf,,,,,,,,,,,0,,6,11,8,05,,,1226
05RA00314,103818625,Z8625,Z8625,81,03,1,97,97,972,.,.,2,2,3.0,M,90,108,129,0.75,235,219,0,0.371,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.81,141.5,Z6098,81,Z7200,81,,,248,200,0.0,2.0,,1,Syr,Syr,107,0,.,,S+,A+,STUD,0.0,17,75alt,Blkf,,,,,,,,,,,0,,3,5,5,05,,,1224
05RA00315,103818655,Z8655,Z8655,81,03,1,97,97,973,.,.,1,1,2.0,M,91,108,128,0.765,253,224,0,0.388,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.74,108.4,Z7153,81,Z7893,81,,,298,200,0.0,2.0,,1,Syr,Syr,111,0,.,,S+,A+,STUD,90.0,B1,973,Blkf,,HETRO,,,,,,,,,0,,2,3,1,05,,,1228
05RA00316,103819163,Z9163,Z9163,81,03,1,97,97,972,.,.,3,2,7.0,M,98,107,121,0.78,229,203,0,0.321,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.99,158.2,Z6098,81,Z3981,81,,,271,200,0.0,2.0,,1,Syr,Syr,99,0,.,,S+,A+,STUD,0.0,18,.,Blkf,,,,,,,,,,,0,,6,15,9,05,,,1236
05RA00317,103819259,Z9259,Z9259,81,03,1,97,97,971,.,.,3,2,5.0,M,99,112,120,0.83,228,207,0,0.318,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,2,,1.81,168.5,I0093,00,Z5388,81,,,274,200,0.0,2.0,,1,DAV,DAV,101,0,.,,.,,,0.0,,.,Blkf,,,,,,,,,,,0,,5,9,8,05,,,1223
05RA00318,103819371,Z9371,Z9371,81,03,1,97,97,972,.,.,1,1,3.0,M,100,142,119,1.061,263,214,0,0.241,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.66,132.1,Z6098,81,Z7099,81,,,294,200,0.0,2.0,TINY TSTS X,3,Syr,Syr,97,0,.,,.,,,0.0,,.,Blkf,,,,,,,,,,,0,,3,4,4,05,93,0815,2015
05RA00319,103819375,Z9375,Z9375,81,03,1,97,97,971,.,.,2,2,4.0,M,100,99,119,0.739,240,210,0,0.371,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.77,138.6,I0093,00,Z6073,81,,,292,200,0.0,2.0,,1,DAV,DAV,107,0,.,,.,,,0.0,,74alt,Blkf,,,,,,,,,,,0,,4,7,5,05,,,1220
05RA00320,103819377,Z9377,Z9377,81,03,1,97,97,972,.,.,1,1,4.0,M,100,129,119,0.962,231,199,0,0.234,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.52,123.8,Z6098,81,Z6154,81,,,269,200,0.0,2.0,ENTR*2 -INDX,3,Syr,Syr,91,0,.,,.,,,0.0,,.,Blkf,,,,,,,,,,,0,,4,5,4,05,93,0815,1221
05RA00321,103819612,Z9612,Z9612,81,03,1,97,97,972,.,.,2,2,3.0,M,102,110,117,0.809,246,208,0,0.328,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.81,152.4,Z6098,81,Z7020,81,,,282,200,0.0,2.0,NICE,1,Syr,Syr,102,0,.,,S+,A+,STUD,0.0,e24,75alt,Blkf,,,,,,,,,,,0,,3,5,5,05,,,1423
05RA00322,103819766,Z9766,Z9766,81,03,1,97,97,974,.,.,1,1,2.0,M,104,99,115,0.749,254,209,0,0.368,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.74,151.1,Z7117,81,Z8105,81,,,293,200,0.0,2.0,"NICE,SM.TSTS",1,DAV,DAV,106,0,.,,.,,,0.0,B2,74alt,Blkf,,,,,,,,,,,0,,2,3,3,05,,,1222
05RA00323,103819841,Z9841,Z9841,81,03,1,97,97,973,.,.,1,1,2.0,M,104,122,115,0.934,249,222,0,0.334,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.74,165.0,Z7153,81,Z7913,81,,,278,200,0.0,2.0,NICE,1,Syr,Syr,109,0,.,,S+,A+,STUD,100.0,,975e,Blkf,,HETRO,,,,,,,,,0,,2,3,3,05,,,1232
05RA00324,103819858,Z9858,Z9858,81,03,1,97,97,972,.,.,2,2,3.0,M,105,115,114,0.882,240,208,0,0.311,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.95,137.8,Z6098,81,Z7181,81,,,285,200,0.0,2.0,NICE,1,Syr,Syr,102,0,.,,.,,,0.0,24alt,.,Blkf,,,,,,,,,,,0,,3,6,5,05,,,1233
05RA00325,103819925,Z9925,Z9925,81,03,1,97,97,971,.,.,3,1,7.0,M,105,117,114,0.936,258,223,0,0.355,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,,1,,1.71,110.1,I0093,00,Z3918,81,,,297,200,0.0,2.0,WEAK,1,DAV,DAV,113,0,.,,S+,A+,STUD,95.0,,971,Blkf,,HETRO,,,,,,,,,0,,5,12,6,05,,,1229
