UID,ID9,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65
05RA00065,104051228,H1228,H1228,05,04,1,83,30,01P,.,W,2,2,6.0,Y,102,95,116,0.718,203,203,74,0.361,3.3,3.7,56,8.0,8.7,,27.0,0.0,0.0,56,2,1,1-,2.25,133.0,A7284,04,A5392,04,,,233,200,0.398,1.0,F2+ Msg 10/14,1,-FW,,106,116,.,,,,,,04x,,Flwt,,,,,,,,,,,0,,6,13,9,05,97,1014,0
05RA00066,104051243,H1243,H1243,05,04,1,82,30,11P,.,C,3,1,4.0,Y,102,90,116,0.691,154,154,74,0.214,2.6,2.9,60,7.2,7.8,,24.0,0.0,0.0,60,2,1,1-,2.36,153.0,A9750,04,A7491,04,186,,182,200,0.265,1.0,,2,CTL,,99,106,N,RR,,,,, 62,,Ctrl,,,,,,,,,,01,1,,4,9,7,05,92,0922,5755
05RA00067,104051244,H1244,H1244,05,04,1,82,30,11P,.,C,3,1,4.0,Y,102,105,116,0.821,174,174,74,0.231,2.9,3.3,58,6.8,7.4,,25.5,0.0,0.0,58,2,1,2-,2.36,153.0,A9750,04,A7491,04,,,205,200,0.288,1.0,"NICE, TOP IDX",1,CTL,,102,104,.,,,,,,,,Ctrl,,,,,,,,,,,0,,4,9,7,05,01,0926,0
05RA00068,104051246,H1246,H1246,05,04,1,83,30,02P,.,W,2,2,2.0,Y,103,98,113,0.781,201,201,74,0.342,3.1,3.5,58,6.8,7.4,,25.5,0.0,0.0,58,2,1,2-,2.24,134.3,A8647,04,A9608,04,,,220,200,0.35,1.0,,1,-FW,,100,105,.,,,,,,w1,,Flwt,,,,,,,,,,,0,,2,4,3,05,,,0
05RA00069,104051254,H1254,H1254,05,04,1,82,30,24P,.,C,2,2,2.0,Y,103,84,115,0.654,193,193,74,0.365,2.8,3.2,58,7.4,8.0,,24.0,0.0,0.0,60,2,1,1-,2.24,142.3,A9434,04,A9119,04,,,216,200,0.38,1.0,,1,CTL,,105,110,.,,S+,A+,STUD,,e33,,Ctrl,,,,,,,,,,,0,,2,4,3,05,,,0
05RA00070,104051280,H1280,H1280,05,04,1,82,30,15P,.,C,2,2,6.0,Y,104,89,112,0.681,206,206,74,0.389,3.1,3.5,58,7.4,8.1,,25.5,0.0,0.0,58,3,1,2+,2.05,157.2,A8766,04,A5050,04,,,233,200,0.413,1.0,H3+ X,3,CTL,,115,111,.,,,,,,,,Ctrl,,,,,,,,,,,0,,6,11,11,05,93,0815,2044
05RA00071,104051289,H1289,H1289,05,04,1,82,30,15P,.,C,2,2,3.0,Y,104,89,112,0.695,205,205,74,0.385,2.6,3.0,60,5.2,5.7,,24.0,0.0,0.0,60,2,1,1-,2.17,148.7,A8766,04,A8522,04,,,243,200,0.441,1.0,,1,CTL,,109,90,.,,,,,,w2,,Ctrl,,,,,,,,,,,0,,3,6,5,05,,,0
05RA00072,104051311,H1311,H1311,05,04,1,82,30,21P,.,C,2,2,5.5,Y,105,86,111,0.67,204,204,74,0.392,2.6,3.0,58,5.8,6.3,,25.5,0.0,0.0,58,1,1,1-,2.82,167.5,A9890,04,A5945,04,,,223,200,0.393,1.0,,1,CTL,,113,94,.,,S+,A+,STUD,,01,,Ctrl,,,,,,,,,,,0,,5,16,11,05,,,0
05RA00073,104051315,H1315,H1315,05,04,1,82,30,15P,.,C,3,2,5.5,Y,105,96,111,0.744,198,198,74,0.339,2.5,2.9,58,5.0,5.5,,25.5,0.0,0.0,58,2,1,1-,2.15,129.6,A8766,04,A5801,04,223,,214,200,0.338,1.0,,2,CTL,,93,87,N,QR,,,,, 66,,Ctrl,,,,,,,,,,01,1,,5,10,6,05,92,0922,5750
05RA00074,104051323,H1323,H1323,05,04,1,83,30,04P,.,W,3,2,5.0,Y,106,88,110,0.703,165,165,74,0.256,2.4,2.7,60,6.2,6.8,,24.0,0.0,0.0,60,2,1,2,2.59,162.6,A9232,04,A6588,04,202,,188,200,0.287,1.0,TRT EYES*2,2,-FW,,102,97,N,QR,,,,, 59,,Flwt,,,,,,,,,,01,1,,5,14,10,05,92,0922,5757
05RA00075,104051335,H1335,H1335,05,04,1,82,30,11P,.,C,3,2,5.0,Y,106,89,110,0.699,169,169,74,0.266,3.1,3.5,60,6.2,6.8,,24.0,0.0,0.0,60,2,1,1-,2.37,128.5,A9750,04,90830,09,218,,206,200,0.335,1.0,,2,CTL,,96,102,N,QR,,,,, 67,,Ctrl,,,,,,,,,,01,1,,5,12,7,05,92,0922,5753
05RA00076,104004221, 4221, 4221,00,04,1,98,98,.,.,.,,,0.0,M,0,0,0,0.0,202,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,.,..,0.0,0.0,,,,,,,243,200,0.0,1.0,UT10-4221,1,HMP,,0,0,.,,S+,AA,STUD,74.0,e25,,Tayl,,HETRO,,,,,,,,,1,,,,,05,54,1115,0
05RA00077,103000137,  137,  137,00,03,1,98,98,.,.,.,,,0.0,M,0,0,0,0.0,227,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,.,..,0.0,0.0,,,,,,,257,200,0.0,2.0,AHSA-579315,1,HMP,,0,0,.,,S+,AAA,STUD,74.0,e25,,Tayl,,HETRO,,,,,,,,,1,,,,,05,93,1219,0
05RA00078,100641196,K1196,K1196,64,00,1,68,06,01-,.,G,1,1,7.0,M,95,122,127,0.824,270,243,74,0.423,3.5,3.5,58,15.8,15.8,,31.6,6.2,19.6,48,1,1,3,1.78,143.3,J0093,00,K6658,63,,,300,200,0.391,5.0,"BIG,C LF HOOF",3,JAR,JAR,103,105,.,,S2,AA,STUD,96.0,,51alt,+Adg,,HETRO,,,,,,,,,0,,7,12,11,05,93,0815,2032
05RA00079,100641450,K1450,K1450,64,00,1,68,06,02-,.,G,2,2,7.0,M,105,89,117,0.634,250,204,74,0.402,3.3,3.3,60,12.8,12.8,,26.0,4.3,16.5,58,1,1,3,1.86,129.3,J0131,00,K7131,63,,,293,200,0.43,5.0,JAW INJ. CULL,3,JAR,JAR,96,97,.,,S3,AA,STUD,97.0,,54alt,+Adg,,HETRO,,,,,,,,,0,,7,13,10,05,93,0815,2035
05RA00080,101641553,K1553,K1553,64,01,1,68,06,02,.,G,2,1,6.0,M,84,118,134,0.804,273,240,74,0.421,3.5,3.5,60,12.8,12.8,,29.2,5.1,17.4,54,1,1,2,1.78,119.3,J0131,00,K9550,63,,,301,200,0.0,4.0,"NICE!, Jarvis",1,JAR,JAR,103,95,.,,S3,AA,STUD,97.0,w4,54K,+Adg,,HETRO,,,,,,,,,0,,6,10,8,05,,,0
05RA00081,101641683,K1683,K1683,64,01,1,68,06,08,.,G,3,1,6.0,M,90,97,128,0.655,257,237,74,0.483,3.5,3.5,58,13.8,13.8,,29.6,5.1,17.2,50,1,1,2-,1.95,147.7,K0714,64,K0275,64,,,287,200,0.0,4.0,"USA AGE 4, X",3,ADG,US,106,99,.,,S0,B,STUD,94.0,,55K,+Adg,,HETRO,,,,,,,,,0,,6,13,10,05,93,0815,2023
05RA00082,101641857,K1857,K1857,64,01,1,68,06,01,.,G,2,1,3.0,M,97,120,121,0.9,291,253,74,0.459,3.9,3.9,58,17.6,17.6,,31.1,4.6,14.9,48,2,1,3,1.52,103.5,J0093,00,K0462,64,,,322,200,0.0,4.0,Jarvis KEEP,1,JAR,JAR,111,115,.,,S3,AA,STUD,97.0,03K,51K,+Adg,,HETRO,,,,,,,,,0,,2,3,2,05,,,0
05RA00083,102642129,K2129,K2129,64,02,1,68,06,08,.,G,3,1,6.0,M,87,108,132,0.733,243,219,74,0.371,3.3,3.3,62,13.2,13.2,,28.3,4.2,14.7,54,1,1,2,1.95,108.2,K1403,64,K0065,64,,,277,200,0.0,3.0,X,3,ADG,US,94,96,.,,S4,AAA,STUD,64.0,,56alt,+Adg,,HETRO,,,,,,,,,0,,6,13,7,05,93,0815,2030
05RA00084,102642348,K2348,K2348,64,02,1,68,06,01,.,G,1,1,3.0,M,94,114,125,0.803,273,221,74,0.358,3.5,3.5,58,13.2,13.2,,30.1,4.5,15.1,50,1,1,2,1.44,99.8,K0943,64,91042,09,,,311,200,0.0,3.0,epd KEEP Ytex,1,JAR,JAR,94,96,.,,S3,AA,STUD,0.0,e14,nd,+Adg,,HETRO,,,,,,,,,0,,2,2,2,05,,,0
05RA00085,102642368,K2368,K2368,64,02,1,68,06,01,.,G,2,2,4.0,M,94,111,125,0.782,293,244,74,0.445,3.8,3.8,58,15.4,15.4,,29.0,3.9,13.5,54,1,1,2-,1.89,124.0,K0943,64,K1305,64,,,328,200,0.0,3.0,epd KEEP,1,JAR,JAR,106,107,.,,S3,AA,STUD,94.0,03alt,nd,+Adg,,HETRO,,,,,,,,,0,,4,8,6,05,,,0
05RA00086,102642546,K2546,K2546,64,02,1,68,06,02,.,G,2,2,7.0,M,100,104,119,0.767,222,220,74,0.388,3.7,3.7,60,13.6,13.6,,27.1,5.0,18.4,56,1,1,3,1.38,130.1,K1196,64,K9605,63,,,256,200,0.0,3.0,X,3,JAR,JAR,98,101,.,,S3,AA,STUD,83.0,,nd,+Adg,,EXHET,,,,,,,,,0,,6,8,8,05,93,0815,2033
05RA00087,102642595,K2595,K2595,64,02,1,68,06,07,.,G,2,2,4.0,M,101,96,118,0.72,248,210,74,0.381,3.4,3.4,58,13.6,13.6,,28.4,3.5,12.3,54,2,1,2-,1.77,144.2,K1195,64,K1190,64,295,,287,200,0.0,3.0,,2,ADG,US,95,98,N,QQ,S3,AA,STUD,94.0,101,56K,+Adg,,HETRO,,,,,,,,06,0,,4,7,6,05,92,0922,5790
05RA00088,102642665,K2665,K2665,64,02,1,68,06,04,.,G,1,1,4.0,M,103,121,114,0.918,279,224,74,0.342,3.3,3.3,60,13.0,13.0,,24.3,3.8,15.7,60,1,1,2-,1.58,116.2,K1450,64, 8580,00,305,,324,200,0.0,3.0,NICE,2,JAR,JAR,100,100,N,QQ,S3,AA,STUD,91.0,100,nd,+Adg,,HETRO,,,,,,,,06,0,,3,5,4,05,92,0922,5791
05RA00089,103642771,K2771,K2771,64,03,1,68,06,e.5,.,G,1,1,2.0,M,99,124,126,0.876,254,237,74,0.386,3.8,3.8,62,13.6,13.6,,24.5,3.3,13.6,60,1,1,2,1.63,138.0,K1689,64,K2124,64,,,284,200,0.0,2.0,,1,ADG,US,104,105,.,,S+,A+,STUD,92.0,41K,57K,+Adg,,HETRO,,,,,,,,,0,,2,2,2,05,,,0
05RA00090,103642780,K2780,K2780,64,03,1,68,06,01K,.,G,2,2,5.0,M,100,100,125,0.708,235,217,74,0.399,3.6,3.6,60,14.4,14.4,,29.8,4.8,16.1,50,1,1,2-,1.77,152.5,K1857,64,K0713,64,276,,275,200,0.0,2.0,,2,JAR,JAR,96,102,N,QR,S+,A+,,0.0, 98,nd,+Adg,,HETRO,,,,,,,,05,0,,5,9,9,05,92,0922,5788
05RA00091,103642787,K2787,K2787,64,03,1,68,06,01K,.,G,2,2,3.0,M,101,90,124,0.613,254,231,74,0.481,3.6,3.6,60,17.4,17.4,,32.1,6.1,19.1,48,1,1,3+,2.11,166.5,K1857,64,K1805,64,,,297,200,0.0,2.0,NICE,1,JAR,JAR,103,112,.,,S+,A+,STUD,89.0,e11,52K,+Adg,,HETRO,,,,,,,,,0,,3,7,6,05,,,0
05RA00092,103642812,K2812,K2812,64,03,1,68,06,01K,.,G,2,2,7.0,M,102,99,122,0.71,243,224,74,0.425,4.0,4.0,58,13.6,13.6,,28.0,4.9,17.4,54,1,1,4+,1.92,149.7,K1857,64,K9590,63,,,281,200,0.0,2.0,F4,1,JAR,JAR,101,102,.,,S+,A+,,0.0,w2,nd,+Adg,,HETRO,,,,,,,,,0,,7,14,11,05,,,0
05RA00093,103642814,K2814,K2814,64,03,1,68,06,03K,.,G,2,2,6.0,M,103,99,121,0.697,230,203,74,0.354,3.5,3.5,60,14.4,14.4,,27.0,4.0,14.7,56,1,1,3,1.85,126.2,K1450,64,K0440,64,258,,253,200,0.0,2.0,NICE,2,JAR,JAR,91,104,N,QR,S+,A+,,0.0, 99,nd,+Adg,,HETRO,,,,,,,,05,0,,6,12,8,05,92,0922,5786
05RA00094,103642842,K2842,K2842,64,03,1,68,06,e.6,.,G,1,1,2.0,M,106,97,119,0.71,253,218,74,0.413,3.9,3.9,58,13.0,13.0,,29.1,4.9,16.9,54,1,1,3+,1.63,129.9,K2024,64,K2644,64,,,291,200,0.0,2.0,,1,JAR,JAR,99,98,.,,S+,A+,STUD,74.0,e13,e.3,+Adg,,HETRO,,,,,,,,,0,,2,2,2,05,,,0
05RA00095,103642843,K2843,K2843,64,03,1,68,06,e.6,J,G,1,1,2.0,M,106,117,119,0.871,247,223,74,0.362,3.9,3.9,60,14.8,14.8,,29.4,5.0,17.0,50,1,1,3+,1.63,137.3,K2024,64,K2144,64,,,288,200,0.0,2.0,MALE MOUNTS,V,JAR,JAR,98,105,.,,D9,DUD,,0.0,BHV,.,+Adg,,ASEX,,,,,,,,,0,,2,2,2,05,,,0
05RA00096,103642897,K2897,K2897,64,03,1,68,06,e.6,.,G,1,1,2.0,M,112,98,112,0.773,249,201,74,0.35,3.8,3.8,56,13.8,13.8,,28.8,5.9,20.4,54,1,1,3,1.63,130.8,K2024,64,K2108,64,283,,283,200,0.0,2.0,,2,JAR,JAR,92,101,N,QR,S+,A+,,0.0, 97,nd,+Adg,,HETRO,,,,,,,,05,0,,2,2,2,05,92,0922,5785
05RA00097,103642901,K2901,K2901,64,03,1,68,06,e.5,J,G,1,1,2.0,M,112,92,112,0.698,256,213,74,0.412,3.5,3.5,58,12.8,12.8,,29.0,5.5,18.8,54,2,1,2,1.8,143.0,K1689,64,K2385,64,,,295,200,0.0,2.0,,V,ADG,US,98,95,.,,S,A,,0.0,BHV,58alt,+Adg,,EXHET,,,,,,,,,0,,2,3,3,05,,,0
05RA00098,103642909,K2909,K2909,64,03,1,68,06,02K,.,G,2,2,3.0,M,113,91,111,0.71,221,210,74,0.405,3.6,3.6,60,12.6,12.6,,25.8,4.3,16.6,58,2,1,3,1.83,158.0,K1673,64,K1704,64,,,266,200,0.0,2.0,NICE,1,ADG,US,99,98,.,,S+,A+,STUD,0.0,e12,nd,+Adg,,HETRO,,,,,,,,,0,,3,5,5,05,,,0
05RA00099,103642918,K2918,K2918,64,03,1,68,06,03K,J,G,1,1,7.0,M,114,117,110,0.902,237,228,74,0.378,3.3,3.3,62,12.0,12.0,,25.3,4.7,18.4,58,1,1,2-,1.38,130.1,K1450,64,K9605,63,,,282,200,0.0,2.0,"YtexJuly,2005",V,JAR,JAR,103,95,.,,S,A,,0.0,BHV,53alt,+Adg,,EXHET,,,,,,,,,0,,6,8,8,05,,,0
05RA00100,103642927,K2927,K2927,64,03,1,68,06,03K,.,G,1,1,3.0,M,115,102,109,0.781,239,220,74,0.401,3.5,3.5,60,11.6,11.6,,25.2,4.0,16.0,58,1,1,3-,1.68,104.0,K1450,64,K1627,64,282,,286,200,0.0,2.0,"BIG, PNEU.",2,JAR,JAR,102,94,N,QQ,S+,A+,STUD,83.0, 94,53K,+Adg,,HETRO,,,,,,,,05,1,C5467,3,4,2,05,92,0922,5783
05RA00101,103642945,K2945,K2945,64,03,1,68,06,02K,.,G,1,1,7.0,M,116,111,109,0.902,234,215,74,0.355,3.9,3.9,58,13.8,13.8,,27.9,4.8,17.3,54,1,1,2-,1.47,135.0,K1673,64,K9674,63,272,,265,200,0.0,2.0,,2,ADG,US,99,103,N,QR,S+,A+,,0.0, 96,58alt,+Adg,,HETRO,,,,,,,,05,0,,6,9,9,05,92,0922,5787
05RA00102,103642947,K2947,K2947,64,03,1,68,06,02K,J,G,2,2,3.0,M,116,103,109,0.788,251,223,74,0.41,3.3,3.3,60,11.8,11.8,,27.0,4.3,15.8,56,1,1,3+,1.71,135.8,K1673,64,K1119,64,,,300,200,0.0,2.0,NICE,V,ADG,US,102,92,.,,D9,DUD,,0.0,BHV,.,+Adg,,MOR,,,,,,,,,0,,3,4,4,05,,,0
05RA00103,103642948,K2948,K2948,64,03,1,68,06,02K,.,G,1,1,7.0,M,116,109,109,0.846,242,224,74,0.392,3.3,3.3,60,12.4,12.4,,27.8,4.5,16.3,56,1,1,3+,1.74,124.4,K1673,64,K9444,63,293,,296,200,0.0,2.0,NICE,2,ADG,US,102,94,N,QR,S+,A+,STUD,81.0, 93,58K,+Adg,,HETRO,,,,,,,,05,1,C5466,6,12,9,05,92,0922,5789
05RA00104,103642959,K2959,K2959,64,03,1,68,06,e.5,.,G,1,1,2.0,M,117,104,108,0.838,252,229,74,0.427,3.2,3.2,60,13.8,13.8,,28.1,4.6,16.5,54,1,1,2,1.8,145.8,K1689,64,K2480,64,,,294,200,0.0,2.0,,1,ADG,US,106,98,.,,S+,A+,,0.0,w3,57alt,+Adg,,HETRO,,,,,,,,,0,,2,3,3,05,,,0
05RA00105,103642974,K2974,K2974,64,03,1,68,06,e.5,.,G,1,1,2.0,M,119,106,106,0.842,243,221,74,0.392,3.1,3.1,62,12.4,12.4,,25.4,4.1,16.3,58,1,1,3+,1.8,160.4,K1689,64,K2266,64,290,,287,200,0.0,2.0,BIG,2,ADG,US,103,95,N,QQ,S+,A+,,0.0, 95,nd,+Adg,,HETRO,,,,,,,,05,1,C5468,2,3,3,05,92,0922,5784
05RA00106,104643002,K3002,K3002,64,04,1,68,06,54K,.,G,2,2,3.0,Y,91,94,125,0.663,197,197,74,0.342,2.6,2.8,60,9.0,9.4,,26.6,3.9,14.8,56,1,1,3-,1.83,150.5,K2555,64,K1928,64,,,208,200,0.327,1.0,HEAD MAGGOTS,3,ADG,,87,90,.,,,,,,,,+Adg,,,,,,,,,,,0,,3,5,5,05,93,0815,2068
05RA00107,104643012,K3012,K3012,64,04,1,68,06,52K,.,G,1,1,2.0,Y,93,122,123,0.869,241,241,74,0.395,3.1,3.4,60,11.8,12.4,,26.8,4.5,16.8,56,1,1,3+,1.63,131.0,K2665,64,K2116,64,,,267,200,0.415,1.0,,1,ADG,,108,109,.,,,,,,w3,,+Adg,,,,,,,,,,,0,,2,2,2,05,,,0
05RA00108,104643015,K3015,K3015,64,04,1,68,06,53K,.,G,2,2,3.0,Y,93,104,123,0.748,203,203,74,0.329,2.7,3.0,60,8.8,9.3,,22.8,3.9,17.3,62,1,1,1-,1.83,145.6,K2454,64,K1950,64,,,230,200,0.361,1.0,F1- X,3,ADG,,98,95,.,,,,,,,,+Adg,,,,,,,,,,,0,,3,5,5,05,93,0815,2046
05RA00109,104643017,K3017,K3017,64,04,1,68,06,54K,.,G,2,1,5.0,Y,93,105,123,0.747,208,208,74,0.342,3.1,3.4,58,9.4,9.9,,26.2,5.0,19.0,58,2,1,3,1.66,120.2,K2555,64,K0852,64,241,,230,200,0.358,1.0,,2,ADG,,95,97,N,QQ,,,,, 88,,+Adg,,,,,,,,,,04,0,,5,8,7,05,92,0922,5782
05RA00110,104643022,K3022,K3022,64,04,1,68,06,52K,.,G,2,2,5.0,Y,94,98,122,0.711,198,198,74,0.332,2.9,3.2,60,9.2,9.7,,25.2,4.3,17.2,58,1,1,3-,1.99,143.4,K2665,64,K0871,64,240,,232,200,0.384,1.0,,2,ADG,,98,95,N,QR,,,,, 85,,+Adg,,,,,,,,,,04,1,C5465,5,11,9,05,92,0922,5772
05RA00111,104643025,K3025,K3025,64,04,1,68,06,51K,.,G,2,2,5.0,Y,94,96,122,0.698,214,214,74,0.392,3.0,3.3,58,7.8,8.3,,22.8,3.5,15.5,62,1,1,3+,1.55,133.9,K2368,64,90077,09,235,,227,200,0.375,1.0,NICE LAMB,2,ADG,,98,91,N,QR,,,,, 84,,+Adg,,,,,,,,,,04,1,C5464,5,7,7,05,92,0922,5780
05RA00112,104643044,K3044,K3044,64,04,1,68,06,53K,.,G,2,2,4.0,Y,96,103,120,0.769,212,212,74,0.362,2.6,2.9,60,9.0,9.6,,27.1,4.9,18.1,56,1,1,2-,1.77,154.5,K2454,64,K1355,64,,,250,200,0.421,1.0,,1,ADG,,105,91,.,,,,,,w4,,+Adg,,,,,,,,,,,0,,4,7,7,05,,,0
05RA00113,104643045,K3045,K3045,64,04,1,68,06,53K,.,G,2,2,4.0,Y,96,94,120,0.69,188,188,74,0.312,2.8,3.1,60,8.0,8.5,,24.0,4.1,17.0,60,1,1,3+,1.77,154.5,K2454,64,K1355,64,230,,220,200,0.361,1.0,4TEATS,2,ADG,,95,90,N,QR,,,,, 92,,+Adg,,,,,,,,,,04,0,,4,7,7,05,92,0922,5777
05RA00114,104643049,K3049,K3049,64,04,1,68,06,51K,.,G,1,1,3.0,Y,97,121,119,0.911,214,214,74,0.309,3.2,3.6,60,10.0,10.7,,24.2,4.2,17.2,60,1,1,3,1.54,122.7,K2368,64,K1722,64,252,,245,200,0.355,1.0,NICE LAMB,2,ADG,,102,104,N,RR,,,,, 82,,+Adg,,,,,,,,,,04,1,C5462,3,3,3,05,92,0922,5779
05RA00115,104643050,K3050,K3050,64,04,1,68,06,54K,.,G,2,1,4.0,Y,97,120,119,0.91,231,231,74,0.369,3.1,3.4,56,12.4,13.2,,28.5,5.1,17.9,54,1,1,3,1.64,136.1,K2555,64,K1354,64,,,252,200,0.378,1.0,,1,ADG,,103,112,.,,S+,A+,STUD,,42K,,+Adg,,,,,,,,,,,0,,4,6,5,05,,,0
05RA00116,104643056,K3056,K3056,64,04,1,68,06,53K,.,G,2,2,3.0,Y,97,108,119,0.797,214,214,74,0.352,3.4,3.8,58,11.6,12.4,,26.9,5.4,20.1,56,2,1,2,1.83,155.7,K2454,64,K1813,64,234,,230,200,0.35,1.0,NICE LAMB,2,ADG,,95,112,N,QQ,,,,, 90,,+Adg,,,,,,,,,,04,0,,3,5,5,05,92,0922,5774
05RA00117,104643057,K3057,K3057,64,04,1,68,06,51K,.,G,3,2,3.0,Y,97,112,119,0.808,231,231,74,0.395,3.1,3.4,60,9.6,10.2,,25.3,4.5,17.9,58,1,1,3+,2.11,166.5,K2368,64,K1805,64,,,261,200,0.427,1.0,NICE LAMB,1,ADG,,108,99,.,,,,,,w1,,+Adg,,,,,,,,,,,0,,3,7,6,05,,,0
05RA00118,104643067,K3067,K3067,64,04,1,68,06,53K,.,G,3,2,6.0,Y,98,100,120,0.728,214,214,74,0.381,3.1,3.5,60,7.8,8.3,,23.7,3.8,16.2,60,1,1,2,1.75,130.7,K2454,64,K0213,64,238,,241,200,0.406,1.0,,2,ADG,,103,91,N,RR,,,,, 89,,+Adg,,,,,,,,,,04,0,,6,11,9,05,92,0922,5775
05RA00119,104643071,K3071,K3071,64,04,1,68,06,54K,.,G,2,2,5.0,Y,99,110,119,0.824,225,225,74,0.385,2.8,3.1,62,12.2,13.1,,25.7,4.3,16.5,58,1,1,3,1.55,135.4,K2555,64,K1002,64,,,250,200,0.403,1.0,NICE,1,ADG,,105,112,.,,,,,,w3,,+Adg,,,,,,,,,,,0,,4,7,7,05,,,0
05RA00120,104643073,K3073,K3073,64,04,1,68,06,52K,.,G,1,1,2.0,Y,99,125,119,0.919,211,211,74,0.288,2.7,3.0,62,11.4,12.2,,23.6,4.4,18.6,60,1,1,3+,1.63,134.7,K2665,64,K2504,64,,,250,200,0.36,1.0,OK,1,ADG,,103,109,.,,,,,,w4,,+Adg,,,,,,,,,,,0,,2,2,2,05,,,0
05RA00121,104643098,K3098,K3098,64,04,1,68,06,54K,.,G,2,2,4.0,Y,100,100,118,0.718,215,215,74,0.385,2.8,3.1,60,10.4,11.2,,24.5,3.8,15.3,60,1,1,4-,1.89,161.3,K2555,64,K1115,64,,,242,200,0.409,1.0,,1,ADG,,102,103,.,,,,,,w2,,+Adg,,,,,,,,,,,0,,4,8,7,05,,,0
05RA00122,104643099,K3099,K3099,64,04,1,68,06,54K,.,G,2,2,4.0,Y,100,111,118,0.826,222,222,74,0.371,2.5,2.8,60,8.8,9.5,,26.0,5.0,19.1,58,1,1,3,1.89,161.3,K2555,64,K1115,64,,,237,200,0.363,1.0,1 TINY TSTS X,3,ADG,,99,91,.,,,,,,,,+Adg,,,,,,,,,,,0,,4,8,7,05,93,0815,2060
05RA00123,104643105,K3105,K3105,64,04,1,68,06,51K,.,G,1,1,2.0,Y,101,105,117,0.788,195,195,74,0.301,2.7,3.0,60,7.8,8.4,,23.0,4.1,17.7,62,2,1,4+,1.63,126.6,K2368,64,K2483,64,251,,231,200,0.363,1.0,,2,ADG,,99,90,N,QR,,,,, 86,,+Adg,,,,,,,,,,04,0,,2,2,2,05,92,0922,5773
05RA00124,104643108,K3108,K3108,64,04,1,68,06,54K,.,G,2,2,3.0,Y,101,105,117,0.809,212,212,74,0.358,2.6,2.9,60,8.8,9.5,,25.7,4.4,17.3,58,1,1,5+,1.83,146.9,K2555,64,K1657,64,237,,227,200,0.352,1.0,FACE OK,2,ADG,,97,92,N,QQ,,,,, 91,,+Adg,,,,,,,,,,04,0,,3,5,5,05,92,0922,5778
05RA00125,104643111,K3111,K3111,64,04,1,68,06,54K,.,G,1,1,2.0,Y,102,120,116,0.921,217,217,74,0.324,3.0,3.4,58,10.0,10.8,,24.8,4.5,18.3,60,1,1,4,1.63,138.0,K2555,64,K2124,64,244,,236,200,0.334,1.0,NICE,2,ADG,,99,103,N,QR,,,,, 83,,+Adg,,,,,,,,,,04,1,C5463,2,2,2,05,92,0922,5781
05RA00126,104643114,K3114,K3114,64,04,1,68,06,54K,.,G,2,2,6.0,Y,102,97,116,0.709,199,199,74,0.341,2.8,3.2,58,10.2,11.0,,25.5,4.9,19.1,58,1,1,3,1.75,146.5,K2555,64,K0451,64,239,,234,200,0.395,1.0,NICE LAMB,2,ADG,,99,102,N,QQ,,,,, 87,,+Adg,,,,,,,,,,04,0,,5,11,10,05,92,0922,5776
05RA00127,104643116,K3116,K3116,64,04,1,68,06,53K,.,G,1,1,4.0,Y,102,111,116,0.838,203,203,74,0.308,2.8,3.2,60,8.0,8.7,,23.0,4.1,17.7,62,1,1,2,1.39,117.8,K2454,64,K1071,64,,,232,200,0.349,1.0,X,3,ADG,,99,92,.,,,,,,,,+Adg,,,,,,,,,,,0,,4,4,4,05,93,0815,2049
05RA00128,104643132,K3132,K3132,64,04,1,68,06,53K,.,G,2,2,2.0,Y,103,95,115,0.71,204,204,74,0.365,2.8,3.2,60,9.4,10.2,,23.2,4.3,18.7,62,1,1,3+,1.97,162.7,K2454,64,K2707,64,,,232,200,0.395,1.0,epd KEEP,1,ADG,,101,100,.,,S+,A+,STUD,,43K,,+Adg,,,,,,,,,,,0,,2,4,4,05,,,0
05RA00129,104643134,K3134,K3134,64,04,1,68,06,51K,.,G,2,2,3.0,Y,103,106,115,0.806,210,210,74,0.348,2.5,2.8,60,8.4,9.1,,23.1,3.8,16.6,62,1,1,3+,1.83,158.0,K2368,64,K1704,64,,,243,200,0.395,1.0,,1,ADG,,105,92,.,,,,,,w1,,+Adg,,,,,,,,,,,0,,3,5,5,05,,,0
