UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,EBVLWW_SIR,EBVUNL_SIR,DAM,DBRD,EBVLWW_DAM,EBVUNL_DAM,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,EBVLWW,EBVLWW_UNL,M_IDX,F_IDX,BOVIS,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC
97RA00071,A3087,04,96,1,82,30,24,C,2,2,4.0,Y,100,84,120,0.598,160,160,71,0.26,3.5,58,9.0,,,24.74,4.65,18.8,60,2,1,2-,2.1,139.3,A1070,04,21.09,5.59,A0068,04,18.83,4.12,182,210,0.276,1.0,,1,CTL,19.96,4.86,108,117,,S4,AAA,0.0,p30,C,70,3,5,6,S,,,,4,8,7,1997
97RA00072,A3090,04,96,1,ch,32,-0-,h,2,2,3.0,Y,100,80,122,0.584,162,162,72,0.283,0.0,58,11.4,,,0.0,0.0,0.0,,,1,,1.67,119.7,T2864,44,0.0,2.68,A1088,04,13.96,2.08,182,210,0.289,1.0,,1,CH,6.98,2.38,,,,D4,DUD,0.0,LIB,,,,,,,,,,3,5,5,1997
97RA00073,A3094,04,96,1,ch,31,-0-,h,1,1,3.0,Y,100,93,122,0.666,176,176,72,0.286,0.0,60,10.6,,,0.0,0.0,0.0,,,1,,1.0,86.7,S1390,10,0.0,4.23,A0990,04,10.94,7.51,192,210,0.28,1.0,,1,CH,5.47,5.87,,,,S3,AA,0.0,LIB,,,,,,,,,,3,3,3,1997
97RA00074,A3110,04,96,1,ch,31,-2-,c,2,2,3.0,Y,100,69,122,0.479,157,157,72,0.303,0.0,60,8.4,,,0.0,0.0,0.0,,,1,,1.67,44.3,S1497,10,0.0,7.79,A0962,04,11.6,0.04,189,210,0.34,1.0,,3,CH,5.8,3.92,,,,S4,AAA,0.0,,,,,,,,,,,3,5,2,1997
97RA00075,A3123,04,96,1,ch,31,-2-,c,2,2,3.0,Y,101,87,121,0.629,157,157,72,0.241,0.0,60,7.8,,,0.0,0.0,0.0,,,1,,1.33,116.7,S1497,10,0.0,7.79,A1177,04,16.7,6.32,184,210,0.275,1.0,,3,CH,8.35,7.06,,,,S1,A,0.0,,,,,,,,,,,2,4,4,1997
97RA00076,A3124,04,96,1,ch,31,-2-,c,2,2,3.0,Y,101,79,121,0.569,158,158,72,0.272,0.0,60,8.0,,,0.0,0.0,0.0,,,1,,1.33,116.7,S1497,10,0.0,7.79,A1177,04,16.7,6.32,180,210,0.286,1.0,,3,CH,8.35,7.06,,,,S4,AAA,0.0,,,,,,,,,,,2,4,4,1997
97RA00077,A3129,04,96,1,81,30,04,M,3,3,4.0,Y,101,74,117,0.563,166,166,71,0.313,3.0,58,7.8,,,25.78,5.13,19.9,58,2,1,3+,2.23,156.5,A0942,04,17.23,6.9,L9715,03,24.11,4.93,171,210,0.272,1.0,,1,LBW,20.67,5.92,113,103,,S5,AAA,0.0,p04,C,75,3,5,0,E,,,L-6,4,9,8,1997
97RA00078,A3130,04,96,1,81,30,04,M,3,3,4.0,Y,101,73,117,0.564,157,157,71,0.286,3.1,60,9.8,,,24.75,5.04,20.3,60,3,1,3+,2.23,156.5,A0942,04,17.23,6.9,L9715,03,24.11,4.93,185,210,0.314,1.0,"HORN3,HVY",3,LBW,20.67,5.92,118,119,,S1,A,0.0,UTE,,,,,,,,,,4,9,8,1997
97RA00079,A3138,04,96,1,82,30,28,C,2,2,4.0,Y,101,91,119,0.678,169,169,71,0.267,3.1,60,6.6,,,22.28,4.19,18.8,62,1,1,2,2.35,111.6,A1063,04,13.49,2.68,A0184,04,10.84,3.05,179,210,0.248,1.0,,3,CTL,12.17,2.87,88,99,,D4,DUD,0.0,LIB,,,,,,,,,,4,10,5,1997
97RA00080,A3149,04,96,1,ch,31,-0-,c,1,1,3.0,Y,101,93,121,0.684,148,148,72,0.19,0.0,62,8.8,,,0.0,0.0,0.0,,,2,,1.0,60.7,S1497,10,0.0,7.79,A1314,04,4.52,0.96,170,210,0.218,1.0,,3,CH,2.26,4.38,,,,S3,AA,0.0,,,,,,,,,,,3,3,2,1997
97RA00081,A3164,04,96,1,ch,31,-2-,c,1,1,3.0,Y,101,81,121,0.589,152,152,72,0.245,0.0,62,7.2,,,0.0,0.0,0.0,,,1,,1.33,104.3,S1497,10,0.0,7.79,A1169,04,6.89,0.74,171,210,0.255,1.0,,1,CH,3.45,4.27,,,,S1,A,0.0,LIB,,,,,,,,,,3,4,4,1997
97RA00082,A3172,04,96,1,ch,31,j.8,h,1,1,2.0,Y,101,79,121,0.569,143,143,72,0.221,0.0,60,10.0,,,0.0,0.0,0.0,,,1,,1.0,86.5,T4345,44,4.03,7.7,A2369,04,3.52,0.0,158,210,0.224,1.0,,3,CH,3.78,3.85,,,,S2,AA,0.0,,,,,,,,,,,2,2,2,1997
97RA00083,A3176,04,96,1,82,30,31,C,3,2,6.0,Y,101,85,119,0.66,149,149,71,0.219,2.8,60,5.6,,,21.38,4.69,21.9,64,2,1,2-,2.32,133.1,A1031,04,20.42,5.71,L7038,03,31.09,5.5,171,210,0.242,1.0,,1,CTL,25.76,5.61,97,90,,S1,A,0.0,p28,C,75,4,5,0,E,,,,6,15,11,1997
97RA00084,A3188,04,96,1,82,30,30,C,3,2,3.0,Y,101,93,119,0.713,161,161,71,0.233,2.7,60,6.0,,,24.01,3.6,15.0,60,2,1,2,2.08,136.0,A0760,04,22.05,2.55,A1452,04,21.12,5.22,186,210,0.262,1.0,3rd SEMEN =Q,1,CTL,21.59,3.89,93,89,,S3,AA,0.0,,C,65,3,20,20,Q,,,,2,5,5,1997
97RA00085,A3190,04,96,1,ch,31,-2-,h,3,1,4.0,Y,101,93,121,0.69,151,151,72,0.2,0.0,62,9.8,,,0.0,0.0,0.0,,,1,,1.85,71.2,S2079,10,0.0,9.03,L9776,03,12.46,4.24,172,210,0.224,1.0,JUMPER,1,CH,6.23,6.64,,,,D3,DUD,0.0,LIB,,,,,,,,,,3,6,2,1997
97RA00086,A3192,04,96,1,ch,31,-0-,h,2,1,8.0,Y,101,102,121,0.76,180,180,72,0.269,0.0,60,8.0,,,0.0,0.0,0.0,,,1,,2.13,159.9,S1908,10,0.0,5.84,L2520,03,31.06,9.84,198,210,0.272,1.0,,3,CH,15.53,7.84,,,,S2,AA,0.0,,,,,,,,,,,8,17,15,1997
97RA00087,A3195,04,96,1,82,30,22,C,3,2,4.0,Y,101,87,119,0.662,167,167,71,0.274,2.8,58,8.8,,,24.81,4.2,16.9,60,4,1,2+,2.1,119.7,A0944,04,11.73,0.22,A0051,04,14.05,0.79,177,210,0.254,1.0,HORN4,3,CTL,12.89,0.51,96,109,,S2,AA,0.0,,,,,,,,,,,4,8,6,1997
97RA00088,A3205,04,96,1,81,30,04,M,2,2,3.0,Y,102,76,116,0.565,158,158,71,0.279,2.2,60,6.8,,,24.25,4.71,19.4,60,1,1,2-,2.08,126.0,A0942,04,17.23,6.9,A1404,04,20.36,7.09,184,210,0.303,1.0,,1,LBW,18.8,7.0,100,89,,S3,AA,0.0,e.9,C,75,4,5,0,E,,,,3,5,4,1997
97RA00089,A3206,04,96,1,81,30,04,M,2,2,3.0,Y,102,78,116,0.597,172,172,71,0.32,2.6,62,6.6,,,25.74,5.04,19.6,58,2,1,2-,2.08,126.0,A0942,04,17.23,6.9,A1404,04,20.36,7.09,191,210,0.317,1.0,,1,LBW,18.8,7.0,102,91,,S0,B,0.0,,C,50,3,5,0,S,,,,3,5,4,1997
97RA00090,A3207,04,96,1,ch,31,-2-,c,3,2,7.0,Y,102,79,120,0.592,150,150,72,0.245,0.0,62,8.0,,,0.0,0.0,0.0,,,1,,1.88,135.2,S1497,10,0.0,7.79,L5153,03,13.22,3.04,165,210,0.244,1.0,,3,CH,6.61,5.42,,,,S2,AA,0.0,,,,,,,,,,,7,13,12,1997
97RA00091,A3218,04,96,1,ch,30,-2-,h,3,2,5.0,Y,102,87,120,0.643,152,152,72,0.224,0.0,60,6.4,,,0.0,0.0,0.0,,,1,,2.07,100.8,L6868,03,10.31,1.17,L9297,03,10.12,2.83,170,210,0.235,1.0,,3,CH,10.22,2.0,,,,D4,DUD,0.0,,,,,,,,,,,5,10,5,1997
97RA00092,A3219,04,96,1,ch,30,-2-,h,3,2,5.0,Y,102,82,120,0.599,145,145,72,0.217,0.0,60,6.4,,,0.0,0.0,0.0,,,1,,2.07,100.8,L6868,03,10.31,1.17,L9297,03,10.12,2.83,173,210,0.258,1.0,,3,CH,10.22,2.0,,,,D4,DUD,0.0,,,,,,,,,,,5,10,5,1997
97RA00093,A3220,04,96,1,ch,31,-2-,h,2,2,3.0,Y,102,81,120,0.617,148,148,72,0.231,0.0,60,8.8,,,0.0,0.0,0.0,,,1,,1.0,81.0,S1908,10,0.0,5.84,A1311,04,7.71,-0.45,165,210,0.238,1.0,,3,CH,3.86,2.7,,,,D4,DUD,0.0,,,,,,,,,,,2,3,3,1997
97RA00094,A3221,04,96,1,ch,31,-2-,h,2,2,3.0,Y,102,62,120,0.457,133,133,72,0.245,0.0,60,5.8,,,0.0,0.0,0.0,,,1,,1.0,81.0,S1908,10,0.0,5.84,A1311,04,7.71,-0.45,163,210,0.286,1.0,,3,CH,3.86,2.7,,,,S1,A,0.0,,,,,,,,,,,2,3,3,1997
97RA00095,A3223,04,96,1,ch,31,-2-,c,2,2,3.0,Y,102,79,120,0.567,146,146,72,0.231,0.0,62,6.4,,,0.0,0.0,0.0,,,1,,1.67,138.7,S0423,10,17.89,7.43,A1099,04,10.22,1.87,162,210,0.235,1.0,,1,CH,14.06,4.65,,,,D4,DUD,0.0,LIB,,,,,,,,,,3,5,5,1997
97RA00096,A3230,04,96,1,ch,30,-2-,h,2,2,5.5,Y,102,67,120,0.478,138,138,72,0.245,0.0,60,6.2,,,0.0,0.0,0.0,,,1,,1.58,92.9,L6868,03,10.31,1.17,L5981,03,-0.14,0.0,164,210,0.275,1.0,,3,CH,5.09,0.59,,,,D4,DUD,0.0,,,,,,,,,,,4,8,6,1997
97RA00097,A3233,04,96,1,ch,30,-2-,h,1,1,5.0,Y,102,108,120,0.788,169,169,72,0.21,0.0,58,7.8,,,0.0,0.0,0.0,,,1,,1.96,116.4,L6868,03,10.31,1.17,L8461,03,9.63,4.24,189,210,0.229,1.0,,3,CH,9.97,2.71,,,,D4,DUD,0.0,,,,,,,,,,,5,9,7,1997
97RA00098,A3234,04,96,1,81,30,02,M,2,2,7.0,Y,102,84,118,0.631,161,161,71,0.264,2.3,60,8.4,,,22.68,4.55,20.1,62,2,1,2,2.3,126.3,A1423,04,19.9,5.38,L3977,03,19.51,5.97,177,210,0.262,1.0,,1,LBW,19.71,5.68,98,102,,S4,AAA,0.0,,M,60,3,5,0,E,,,,7,17,11,1997
97RA00099,A3239,04,96,1,ch,34,-2-,h,2,2,3.0,Y,102,86,120,0.638,167,167,72,0.279,0.0,60,7.4,,,0.0,0.0,0.0,,,1,,1.33,104.7,L6868,03,10.31,1.17,A1362,04,5.75,3.1,192,210,0.3,1.0,,3,CH,8.03,2.14,,,,S2,AA,0.0,,,,,,,,,,,2,4,4,1997
97RA00100,A3244,04,96,1,ch,31,-2-,c,3,2,6.0,Y,102,68,120,0.513,139,139,72,0.245,0.0,62,6.4,,,0.0,0.0,0.0,,,1,,1.92,132.5,S0423,10,17.89,7.43,L7079,03,14.02,0.61,157,210,0.252,1.0,,3,CH,15.96,4.02,,,,S2,AA,0.0,,,,,,,,,,,6,11,11,1997
97RA00101,A3250,04,96,1,ch,31,-2-,h,2,2,3.0,Y,102,72,120,0.517,161,161,72,0.307,0.0,60,7.2,,,0.0,0.0,0.0,,,1,,1.67,122.7,S2079,10,0.0,9.03,A1315,04,4.52,0.96,171,210,0.28,1.0,,3,CH,2.26,5.0,,,,D4,DUD,0.0,,,,,,,,,,,3,5,5,1997
97RA00102,A3257,04,96,1,ch,30,-0-,h,3,2,7.0,Y,102,75,120,0.553,160,160,72,0.293,0.0,62,6.4,,,0.0,0.0,0.0,,,1,,1.61,108.3,L6868,03,10.31,1.17,L5368,03,13.49,1.54,175,210,0.283,1.0,,3,CH,11.9,1.36,,,,S2,AA,0.0,,,,,,,,,,,5,10,9,1997
97RA00103,A3259,04,96,1,ch,31,-2-,h,1,1,3.0,Y,102,95,120,0.69,170,170,72,0.259,0.0,60,9.4,,,0.0,0.0,0.0,,,1,,1.0,88.0,S1908,10,0.0,5.84,A1229,04,15.75,0.81,195,210,0.283,1.0,,3,CH,7.88,3.33,,,,S2,AA,0.0,,,,,,,,,,,3,3,3,1997
97RA00104,A3268,04,96,1,ch,31,-2-,h,1,1,3.0,Y,103,80,119,0.581,141,141,72,0.21,0.0,62,9.6,,,0.0,0.0,0.0,,,1,,0.67,50.0,S1390,10,0.0,4.23,A1260,04,-0.07,0.0,166,210,0.244,1.0,,3,CH,-0.04,2.12,,,,D4,DUD,0.0,,,,,,,,,,,2,2,2,1997
97RA00105,A3273,04,96,1,ch,31,-0-,c,2,1,5.0,Y,103,100,119,0.747,173,173,72,0.252,0.0,60,9.4,,,0.0,0.0,0.0,,,1,,1.85,106.4,S1497,10,0.0,7.79,L8723,03,11.88,4.35,203,210,0.292,1.0,,3,CH,5.94,6.07,,,,S2,AA,0.0,,,,,,,,,,,5,8,5,1997
97RA00106,A3278,04,96,1,ch,31,j.2,c,1,1,2.0,Y,103,88,119,0.655,159,159,72,0.245,0.0,62,5.2,,,0.0,0.0,0.0,,,1,,1.5,122.0,A1126,04,7.73,6.49,A2293,04,4.82,4.7,189,210,0.286,1.0,,3,CH,6.28,5.6,,,,S0,B,0.0,,,,,,,,,,,2,3,3,1997
97RA00107,A3283,04,96,1,ch,31,-0-,c,2,2,3.0,Y,103,75,119,0.542,159,159,72,0.29,0.0,56,11.4,,,0.0,0.0,0.0,,,1,,1.33,105.0,S1878,10,0.0,0.0,A0956,04,8.59,2.21,182,210,0.303,1.0,,3,CH,4.3,1.11,,,,S3,AA,0.0,,,,,,,,,,,3,4,4,1997
97RA00108,A3288,04,96,1,ch,31,-0-,h,2,2,3.0,Y,103,68,115,0.516,153,153,72,0.289,0.0,60,9.8,,,0.0,0.0,0.0,,6,1,,1.0,71.0,S1541,10,0.0,3.04,A1161,04,0.64,-0.45,181,210,0.317,1.0,H6,3,CH,0.32,1.3,,,,D4,DUD,0.0,,,,,,,,,,,2,3,3,1997
97RA00109,A3303,04,96,1,82,30,23,C,2,2,7.0,Y,103,80,115,0.587,180,180,71,0.34,2.8,60,7.2,,,22.36,4.88,21.8,62,1,1,2-,2.02,142.0,A1015,04,0.0,6.27,L3437,03,15.23,0.45,187,210,0.3,1.0,NICE,1,CTL,7.62,3.36,106,100,,S1,A,0.0,,C,60,3,5,0,E,,,,7,14,14,1997
97RA00110,A3304,04,96,1,82,30,23,C,2,2,7.0,Y,103,75,115,0.558,156,156,71,0.276,2.8,60,7.4,,,24.87,5.84,23.5,60,1,1,3+,2.02,142.0,A1015,04,0.0,6.27,L3437,03,15.23,0.45,190,210,0.322,1.0,NICE,2,CTL,7.62,3.36,104,99,-,S3,AA,0.0,102,,,,,,E,,C,,7,14,14,1997
97RA00111,A3317,04,96,1,81,30,03,M,2,2,4.0,Y,104,82,114,0.626,164,164,71,0.279,2.4,60,4.8,,,24.46,4.07,16.6,60,2,1,2,1.98,125.9,A1040,04,23.3,5.08,A0181,04,18.38,4.53,154,210,0.202,1.0,"X,SM.TESTES",3,LBW,20.84,4.81,87,77,,,,0.0,,,,,,,,,,,4,7,6,1997
97RA00112,A3325,04,96,1,82,30,23,C,3,2,5.0,Y,104,72,114,0.557,165,165,71,0.316,2.3,60,6.0,,,22.78,4.08,17.9,62,1,1,3+,2.29,137.9,A1015,04,0.0,6.27,L9285,03,25.12,5.89,187,210,0.322,1.0,,1,CTL,12.56,6.08,99,86,,S3,AA,0.0,p26,C,75,3,5,0,E,,,,5,12,9,1997
97RA00113,A3327,04,96,1,ch,31,-2-,c,2,2,4.5,Y,104,85,118,0.619,171,171,72,0.297,0.0,60,8.2,,,0.0,0.0,0.0,,,1,,1.98,112.6,S0423,10,17.89,7.43,L9544,03,-3.91,1.45,192,210,0.303,1.0,"X,EPI L",3,CH,6.99,4.44,,,,,,0.0,,,,,,,,,,,4,7,5,1997
97RA00114,A3328,04,96,1,ch,31,-2-,c,2,2,4.5,Y,104,81,118,0.579,166,166,72,0.293,0.0,60,8.0,,,0.0,0.0,0.0,,,1,,1.98,112.6,S0423,10,17.89,7.43,L9544,03,-3.91,1.45,191,210,0.312,1.0,,3,CH,6.99,4.44,,,,S0,B,0.0,,,,,,,,,,,4,7,5,1997
97RA00115,A3340,04,96,1,ch,31,-0-,h,2,2,5.0,Y,104,81,118,0.606,166,166,72,0.293,0.0,60,8.8,,,0.0,0.0,0.0,,7,1,,1.85,112.1,S1541,10,0.0,3.04,L8845,03,19.33,5.47,184,210,0.292,1.0,"H7,DEMO.RAM",6,CH,9.67,4.26,,,,D4,DUD,0.0,,,,,,,,,,,4,8,6,1997
97RA00116,A3341,04,96,1,ch,31,-2-,c,3,2,5.0,Y,104,81,118,0.623,172,172,72,0.314,0.0,60,9.0,,,0.0,0.0,0.0,,,1,,2.07,119.9,S1878,10,0.0,0.0,L8975,03,9.57,4.97,188,210,0.303,1.0,,3,CH,4.79,2.49,,,,D4,DUD,0.0,,,,,,,,,,,5,10,7,1997
97RA00117,A3345,04,96,1,ch,31,-2-,h,2,2,3.0,Y,104,81,118,0.587,159,159,72,0.269,0.0,62,10.6,,,0.0,0.0,0.0,,,1,,2.0,133.7,S1390,10,0.0,4.23,A1000,04,9.67,6.63,175,210,0.266,1.0,,3,CH,4.84,5.43,,,,S1,A,0.0,,,,,,,,,,,3,6,5,1997
97RA00118,A3347,04,96,1,ch,34,-2-,h,2,1,3.0,Y,104,84,118,0.624,167,167,72,0.286,0.0,60,7.8,,,0.0,0.0,0.0,,,1,,2.0,102.3,L6868,03,10.31,1.17,A1294,04,5.47,2.0,182,210,0.278,1.0,,3,CH,7.89,1.59,,,,D4,DUD,0.0,,,,,,,,,,,3,6,4,1997
97RA00119,A3355,04,96,1,ch,31,-2-,c,3,2,7.0,Y,104,86,114,0.667,169,169,72,0.282,0.0,60,9.4,,,0.0,0.0,0.0,,,1,,2.12,138.9,S1878,10,0.0,0.0,L3512,03,19.62,4.16,196,210,0.308,1.0,,3,CH,9.81,2.08,,,,D4,DUD,0.0,,,,,,,,,,,7,15,11,1997
97RA00120,A3361,04,96,1,ch,31,-0-,c,2,2,3.0,Y,104,69,118,0.5,145,145,72,0.262,0.0,62,7.4,,,0.0,0.0,0.0,,,1,,1.33,101.0,S0423,10,17.89,7.43,A1078,04,5.64,5.82,166,210,0.275,1.0,,1,CH,11.77,6.63,,,,S3,AA,0.0,LIB,,,,,,,,,,2,4,4,1997
97RA00121,A3362,04,96,1,ch,31,-0-,c,2,2,3.0,Y,104,78,118,0.563,177,177,72,0.341,0.0,60,8.8,,,0.0,0.0,0.0,,,1,,1.33,101.0,S0423,10,17.89,7.43,A1078,04,5.64,5.82,186,210,0.306,1.0,,3,CH,11.77,6.63,,,,S2,AA,0.0,,,,,,,,,,,2,4,4,1997
97RA00122,A3377,04,96,1,81,30,04,M,3,2,4.0,Y,105,82,113,0.655,156,156,71,0.252,2.8,60,7.0,,,23.14,4.26,18.4,62,2,1,2,2.23,124.0,A0942,04,17.23,6.9,L9981,03,19.6,5.1,182,210,0.28,1.0,,2,LBW,18.42,6.0,95,98,-,S0,B,0.0,100,,,,,,S,,C,,4,9,7,1997
97RA00123,A3380,04,96,1,ch,31,-2-,c,2,2,3.0,Y,105,69,117,0.497,151,151,72,0.283,0.0,62,7.6,,,0.0,0.0,0.0,,,1,,1.33,86.0,S1878,10,0.0,0.0,A1079,04,5.64,5.82,165,210,0.272,1.0,,3,CH,2.82,2.91,,,,D4,DUD,0.0,,,,,,,,,,,3,4,3,1997
97RA00124,A3397,04,96,1,81,30,03,M,3,1,7.0,Y,105,84,113,0.642,163,163,71,0.269,2.8,60,5.6,,,21.01,3.41,16.2,64,3,1,2+,2.25,137.3,A1040,04,23.3,5.08,L4878,03,23.92,6.95,194,210,0.308,1.0,"HORN3,HVY",3,LBW,23.61,6.02,98,90,,S2,AA,0.0,,,,,,,,,,,7,17,13,1997
97RA00125,A3401,04,96,1,82,30,21,C,3,1,6.0,Y,105,84,117,0.66,142,142,71,0.2,2.2,62,4.8,,,21.75,3.73,17.2,64,2,1,1-,2.02,127.4,A0811,04,13.47,0.82,L7193,03,13.28,4.74,166,210,0.232,1.0,,1,CTL,13.38,2.78,85,78,,S4,AAA,0.0,p23,C,75,3,5,0,E,,,,6,12,10,1997
97RA00126,A3413,04,96,1,82,30,21,C,4,3,7.0,Y,106,67,112,0.516,148,148,71,0.276,3.3,62,7.2,,,24.61,4.39,17.8,60,4,1,1-,2.07,122.7,A0811,04,13.47,0.82,L4702,03,22.88,2.11,168,210,0.283,1.0,HORN4,3,CTL,18.18,1.47,103,103,,S1,A,0.0,UTE,,,,,,,,,,5,15,12,1997
97RA00127,A3416,04,96,1,82,30,26,C,2,2,4.0,Y,106,82,112,0.653,165,165,71,0.282,2.8,60,7.2,,,21.22,4.26,20.1,64,1,1,2+,2.1,137.9,A0934,04,16.45,3.59,L9749,03,21.54,2.05,181,210,0.277,1.0,,1,CTL,19.0,2.82,100,101,,S5,AAA,0.0,p24,C,75,4,5,0,E,,,,4,8,7,1997
97RA00128,A3444,04,96,1,81,30,01,M,1,1,4.0,Y,106,108,112,0.857,187,187,71,0.269,3.1,58,8.4,,,24.9,5.13,20.6,60,2,1,2-,1.98,129.1,A0733,04,25.69,7.06,L9897,03,25.43,8.14,202,210,0.263,1.0,,1,LBW,25.56,7.6,103,109,,S4,AAA,0.0,p01,C,65,3,5,0,E,,,,4,7,6,1997
97RA00129,A3450,04,96,1,82,30,26,C,3,3,5.0,Y,106,81,114,0.629,153,153,71,0.247,1.8,62,4.8,,,21.86,3.7,16.9,64,1,1,1-,2.15,132.2,A0934,04,16.45,3.59,L6730,03,15.07,4.98,185,210,0.293,1.0,"X, PINK, UGLY",1,CTL,15.76,4.29,88,73,,S3,AA,0.0,,M,65,3,5,8,S,,,,5,11,9,1997
97RA00130,A3453,04,96,1,82,30,29,C,3,1,6.0,Y,106,89,114,0.692,172,172,71,0.284,2.3,62,6.6,,,20.95,4.01,19.1,64,2,1,3+,2.32,134.8,A0697,04,17.82,2.42,L6939,03,13.39,5.8,204,210,0.324,1.0,,1,CTL,15.61,4.11,101,92,,S3,AA,0.0,p20,M,75,3,5,6,S,,,,6,15,11,1997
97RA00131,A3461,04,96,1,82,30,29,C,3,2,3.0,Y,107,79,113,0.619,158,158,71,0.271,3.1,60,7.4,,,25.16,5.29,21.0,58,2,1,2,2.5,88.7,A0697,04,17.82,2.42,A1451,04,21.12,5.22,186,210,0.301,1.0,,1,CTL,19.47,3.82,93,102,,S1,A,0.0,,C,70,3,5,0,E,,,,3,8,2,1997
97RA00132,A3467,04,96,1,81,30,03,M,2,2,3.0,Y,107,85,113,0.65,164,164,71,0.271,3.1,60,7.6,,,25.11,5.17,20.6,58,2,1,2,2.22,150.8,A1040,04,23.3,5.08,A1062,04,24.51,8.7,195,210,0.31,1.0,NICE,1,LBW,23.91,6.89,112,103,,S1,A,0.0,p03,C,75,3,5,0,E,,,L-7,3,6,6,1997
97RA00133,A3468,04,96,1,81,30,04,M,3,2,4.0,Y,107,77,113,0.617,150,150,71,0.25,3.0,60,6.8,,,25.31,5.1,20.1,58,4,1,2+,2.48,142.0,A0942,04,17.23,6.9,L9854,03,22.81,1.96,175,210,0.276,1.0,HORN4,3,LBW,20.02,4.43,102,97,,D4,DUD,0.0,LIB,,,,,,,,,,4,11,8,1997
97RA00134,A3476,04,96,1,ch,31,j.1,c,1,1,2.0,Y,107,73,115,0.57,136,136,72,0.217,0.0,58,7.6,,,0.0,0.0,0.0,,,1,,1.5,113.0,A0987,04,-2.26,3.89,A2330,04,7.71,-0.45,154,210,0.229,1.0,,3,CH,2.73,1.72,,,,S2,AA,0.0,,,,,,,,,,,2,3,3,1997
97RA00135,A3480,04,96,1,81,30,02,M,2,2,5.0,Y,107,83,113,0.651,170,170,71,0.298,3.1,60,9.2,,,25.33,5.29,20.9,58,1,1,2+,1.74,133.4,A1423,04,19.9,5.38,L8516,03,24.58,8.59,178,210,0.268,1.0,"SM.TESTES,chk",1,LBW,22.24,6.99,108,114,,S2,AA,0.0,p02,W,70,3,5,0,S,,,L-8,5,7,8,1997
97RA00136,A3485,04,96,1,ch,31,j.7,h,1,1,2.0,Y,107,83,115,0.61,179,179,72,0.331,0.0,60,10.6,,,0.0,0.0,0.0,,,1,,1.0,92.0,T4325,44,6.52,3.96,A2456,04,9.22,2.49,205,210,0.346,1.0,,3,CH,7.87,3.23,,,,S2,AA,0.0,,,,,,,,,,,2,2,2,1997
97RA00137,A3494,04,96,1,82,30,20,C,2,1,3.0,Y,108,84,112,0.674,148,148,71,0.219,2.4,58,7.0,,,22.11,3.73,16.9,62,2,1,1-,2.08,96.1,A0740,04,13.92,3.33,A0832,04,21.82,5.25,166,210,0.231,1.0,,3,CTL,17.87,4.29,83,94,,S1,A,0.0,,,,,,,,,,,2,5,2,1997
97RA00138,A3501,04,96,1,81,30,02,M,2,2,6.0,Y,108,78,112,0.591,147,147,71,0.236,2.8,62,6.8,,,21.88,3.8,17.4,64,2,2,1-,2.32,147.3,A1423,04,19.9,5.38,L7144,03,21.29,2.37,168,210,0.254,1.0,,3,LBW,20.6,3.88,102,98,,D4,DUD,0.0,LIB,,,,,,,,,,6,15,12,1997
97RA00139,A3502,04,96,1,81,30,02,M,2,2,6.0,Y,108,82,112,0.643,128,128,71,0.158,3.1,60,7.2,,,23.22,4.18,18.0,62,1,1,1-,2.32,147.3,A1423,04,19.9,5.38,L7144,03,21.29,2.37,160,210,0.22,1.0,,3,LBW,20.6,3.88,101,102,,D4,DUD,0.0,LIB,,,,,,,,,,6,15,12,1997
97RA00140,A3503,04,96,1,81,30,03,M,2,2,7.0,Y,108,76,112,0.583,152,152,71,0.26,2.6,60,8.0,,,24.4,4.54,18.6,60,1,1,2-,1.88,142.1,A1040,04,23.3,5.08,L5077,03,21.21,3.44,182,210,0.299,1.0,,1,LBW,22.26,4.26,108,101,,MO,MOR,0.0,LIB,C,60,3,5,0,E,,,,7,13,13,1997
97RA00141,A3545,04,96,1,81,30,01,M,2,2,5.0,Y,109,97,111,0.766,175,175,71,0.267,3.5,58,8.0,,,25.21,4.67,18.5,58,1,1,2,1.96,121.0,A0733,04,25.69,7.06,L9356,03,18.43,5.21,183,210,0.242,1.0,,1,LBW,22.06,6.14,98,110,,S3,AA,0.0,,C,70,3,5,0,E,,,,5,9,7,1997
97RA00142,A3549,04,96,1,ch,31,j.0,c,1,1,2.0,Y,109,77,113,0.602,159,159,72,0.283,0.0,60,8.4,,,0.0,0.0,0.0,,,1,,1.5,109.5,T4367,44,7.05,5.6,A2368,04,3.52,0.0,180,210,0.292,1.0,"X,ABS.LEG",6,CH,5.29,2.8,,,,D4,DUD,0.0,,,,,,,,,,,2,3,3,1997
