UID,RAM,LIB,GROUP,YRBN,LINE,TB,TR,DAYBN,NOBN,LBWN,SEX1,SEX2,SEX3
91RA00362,T1242,LP,SALE,90,41,2,1,105,151,0823,M,M,.
91RA00363,T1251,AV,SALE,90,48,1,1,106,126,0827,M,.,.
91RA00364,T1270,LP,SAVE,90,48,3,2,106,181,1290,M,F,F
91RA00365,T1275,LP,SALE,90,48,1,1,106,135,0871,M,.,.
91RA00366,T1283,HP,SALE,90,48,1,1,106,118,0681,M,.,.
91RA00367,T1322,LP,SALE,90,48,2,1,108,152,0996,M,M,.
91RA00368,T1331,HP,SAVE,90,48,1,1,108,152,1045,M,.,.
91RA00369,T1335,NP,SALE,90,48,3,1,108,202,0966,M,M,M
91RA00370,T1335,NP,SAVE,90,48,3,1,108,202,0966,M,M,M
91RA00371,T1337,LP,SALE,90,48,2,1,108,139,0920,M,M,.
91RA00372,T1338,AV,SAVE,90,48,2,1,108,139,0920,M,M,.
91RA00373,T1357,LP,SAVE,90,48,3,1,109,169,0974,M,F,F
91RA00374,T1369,AV,SAVE,90,48,3,2,109,170,1123,M,F,F
91RA00375,T1372,HP,SAVE,90,41,2,2,109,168,1288,M,M,.
91RA00376,T1373,NP,SAVE,90,41,2,2,109,168,1288,M,M,.
91RA00377,T1376,LP,SALE,90,48,2,1,110,151,0823,M,M,.
91RA00378,T1385,LP,SAVE,90,42,2,1,110,126,0832,M,M,.
91RA00379,T1408,HP,SAVE,90,48,2,2,110,159,1182,M,F,.
91RA00380,T1438,AV,SALE,90,48,1,1,111,135,0823,M,.,.
91RA00381,T1439,NP,SAVE,90,42,2,1,111,169,0902,M,M,.
91RA00382,T1463,LP,SAVE,90,48,2,2,112,139,0944,M,M,.
91RA00383,T1495,HP,SAVE,90,48,1,1,114,159,1011,M,.,.
91RA00384,T1497,AV,SAVE,90,48,3,2,114,177,1197,M,F,F
91RA00385,T1542,LP,SALE,90,48,1,1,116,126,0868,M,.,.
91RA00386,T1543,HP,SAVE,90,48,2,2,116,137,1025,M,F,.
91RA00387,T1546,NP,SALE,90,48,1,1,116,135,0818,M,.,.
91RA00388,T1546,NP,SAVE,90,48,1,1,116,135,0818,M,.,.
91RA00389,T1565,LP,SALE,90,48,1,1,117,127,0844,M,.,.
91RA00390,T1576,HP,SAVE,90,48,2,2,118,159,1143,M,M,.
91RA00391,T1586,LP,SALE,90,48,2,1,118,198,0958,M,F,.
91RA00392,T1605,HP,SALE,90,48,1,1,119,135,0828,M,.,.
91RA00393,T1606,AV,SALE,90,48,1,1,119,127,0765,M,.,.
91RA00394,T1614,JF,SAVE,90,48,1,1,120,152,1013,M,.,.
91RA00395,T1630,NP,SAVE,90,48,2,1,123,170,0936,M,M,.
91RA00396,T1642,AV,SALE,90,48,2,2,223,100,0790,M,F,.
91RA00397,T1670,AV,SALE,90,48,2,2,225,100,0735,M,M,.
91RA00398,T1702,AV,SALE,90,48,2,2,227,100,0915,M,F,.
91RA00399,T1704,AV,SALE,90,48,2,1,227,100,0500,M,M,.
91RA00400,T1706,JF,SAVE,90,48,2,1,227,100,0480,M,M,.
91RA00401,T1717,AV,SALE,90,48,1,1,227,050,0480,M,.,.
91RA00402,08068,AV,SAVE,88,AG,3,.,.,.,.,M,.,.
91RA00403,08083,HP,SAVE,88,MS,3,.,.,.,.,M,.,.
91RA00404,T9372,.,VASY,87,48,1,1,127,150,0924,M,.,.
91RA00405,T9450,.,VASY,88,41,2,1,104,155,0946,M,M,.
91RA00406,T9556,AV,SALE,88,42,1,1,108,145,0936,M,.,.
91RA00407,T9608,.,VASY,88,40,2,1,109,164,0762,M,F,.
91RA00408,T9696,.,VASY,88,40,2,1,111,140,0981,M,M,.
91RA00409,X0949,AV,SAVE,86,97,2,1,088,133,0950,M,F,.
91RA00410,X1058,AV,SAVE,86,97,2,2,091,167,1317,M,M,.
91RA00411,X1107,AV,SAVE,86,97,2,2,093,220,1610,M,M,.
91RA00412,X3622,.,DEAD,87,97,1,1,092,125,1268,M,.,.
91RA00413,X3627,HP,SAVE,87,97,1,1,092,160,0944,M,.,.
91RA00414,X3988,AV,SAVE,87,97,2,2,099,150,1465,M,M,.
91RA00415,X4224,HP,SAVE,87,97,3,2,102,180,1284,M,M,M
91RA00416,X4225,HP,SAVE,87,97,3,2,102,180,1284,M,M,M
91RA00417,X5850,LP,SAVE,88,97,1,1,094,100,0910,M,.,.
91RA00418,X5960,HP,SAVE,88,97,2,1,097,175,1115,M,M,.
91RA00419,X6065,AV,SAVE,88,97,3,1,099,200,1325,M,M,F
91RA00420,X6119,AV,SAVE,88,97,1,1,100,100,0770,M,.,.
91RA00421,X6569,AV,SAVE,88,97,2,2,104,180,1210,M,F,.
91RA00422,X6609,AV,SALE,88,16,4,2,104,262,1433,M,M,F
91RA00423,X7160,HP,SALE,88,16,3,1,110,245,1323,M,M,F
91RA00424,X7202,HP,SALE,88,46,2,2,111,228,1312,M,F,.
91RA00425,X7425,AV,SALE,88,16,3,2,113,261,1523,M,M,F
91RA00426,X7451,AV,SALE,88,46,2,2,113,228,1229,M,M,.
91RA00427,X7734,.,SAVE,88,97,2,1,117,180,1014,M,F,.
91RA00428,X8015,AV,SAVE,88,97,1,1,133,100,0870,M,.,.
91RA00429,X8176,AV,SAVE,89,97,2,1,088,150,1143,M,M,.
91RA00430,X8182,AV,SAVE,89,97,2,1,089,200,1180,M,F,.
91RA00431,X8188,.,SAVE,89,97,2,2,091,200,1060,M,M,.
91RA00432,X8227,HP,SAVE,89,97,1,1,096,100,0810,M,.,.
91RA00433,X8245,AV,SAVE,89,97,3,2,098,150,1067,M,F,F
91RA00434,X8253,LP,SAVE,89,97,1,1,099,050,0635,M,.,.
91RA00435,X8288,.,SAVE,89,97,2,1,101,200,1070,M,M,.
91RA00436,X8291,AV,SAVE,89,97,3,2,102,214,1454,M,M,M
91RA00437,X8292,LP,SAVE,89,97,3,2,102,214,1454,M,M,M
91RA00438,X9638,.,SAVE,90,97,2,2,095,200,1107,M,M,.
91RA00439,X9639,.,SAVE,90,97,2,2,095,200,1107,M,M,.
91RA00440,X9669,.,DEAD,90,97,2,2,095,100,0923,M,M,.
91RA00441,X9670,LP,SAVE,90,97,2,2,095,100,0923,M,M,.
91RA00442,X9672,HP,SAVE,90,97,2,2,096,150,1080,M,F,.
91RA00443,X9678,LP,SAVE,90,97,2,2,096,200,1438,M,F,.
91RA00444,X9718,LP,SAVE,90,97,2,2,096,133,1137,M,F,.
91RA00445,X9746,LP,SAVE,90,97,2,1,098,100,0470,M,M,.
91RA00446,X9805,.,SAVE,90,97,1,1,101,100,1020,M,.,.
91RA00447,X9817,AV,SAVE,90,97,2,1,102,150,1158,M,F,.
91RA00448,X9828,.,SAVE,90,97,1,1,103,100,1150,M,.,.
91RA00449,X9843,LP,SAVE,90,97,1,1,103,067,0617,M,.,.
91RA00450,Z0062,HP,SAVE,90,97,3,1,112,200,1015,M,F,F
91RA00451,Z0092,LP,SAVE,90,97,2,2,113,150,0985,M,M,.
91RA00452,Z0099,LP,SAVE,90,97,2,2,113,100,0855,M,M,.
91RA00453,Z0122,AV,SAVE,90,97,3,2,113,240,1474,M,F,F
91RA00454,Z0125,.,SAVE,90,97,3,2,113,167,1190,M,M,F
