UID,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,NAX,STUDY,STUDY2,STUDY3,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,FLPBV,FLBVB,FLBVG,FLBVR
04RA00250,T8051,T8051,44,00,1,41,02,412,M,2,2,7.0,M,113,86,109,0.65,280,162,71,0.266,3.6,3.6,60,16.2,16.2,0.0579,25.1,4.1,16.1,58,1,2,3-,1.63,122.2,T6585,44,T4257,44,281,267,,0,0.296,4.0,,2,LWW,L41,102,108,,S5,AAA,STUD,93.0,111,46T,,Lww,.,,HETRO,,,,,,,, 7,0,,6,11,11,04,92,0923,1746,0.0,,,
04RA00251,T8296,T8296,44,01,1,ID,02,42T,I,3,1,6.0,M,82,110,136,0.716,246,209,71,0.341,3.5,3.5,60,10.4,10.4,0.0423,24.2,3.1,12.9,60,1,1,3,2.11,147.1,00064,00,T6011,44,,,,0,0.0,3.0,"SAVE, KK.",1,KK,KK,108,86,,S3,AA,STUD,97.0,43T,43T,,Ida,.,,HETRO,,,,,,,,,,,6,14,11,04,,,5391,0.0,,,
04RA00252,T8315,T8315,44,01,1,ID,02,42T,I,2,2,6.0,M,88,90,130,0.59,238,170,71,0.276,3.6,3.6,58,16.2,16.2,0.0681,25.9,3.6,14.1,58,1,1,3,1.81,131.3,00064,00,T6188,44,,,,0,0.0,3.0,"SAVE, KK.",1,KK,KK,106,108,,S2,AA,STUD,83.0,e.0,43alt,,Ida,.,,HETRO,,,,,,,,,,,6,11,11,04,,,0,0.0,,,
04RA00253,T8355,T8355,44,01,1,ID,02,43T,I,2,2,5.0,M,93,86,127,0.577,220,159,71,0.253,0.0,0.0,62,11.6,11.6,0.0527,0.0,0.0,0.0,0,.,1,.,1.67,119.8,T5505,44,T6479,44,,,,0,0.0,3.0,,V,ISA,ISA,,,,Sx,A+,,0.0,OSU,OSU,,FOR.,BHV,,FOR.,,,,,,,,,,,5,8,7,04,,,0,0.0,,,
04RA00254,T8374,T8374,44,01,1,41,02,412,M,2,2,4.0,M,95,97,125,0.694,284,206,71,0.378,0.0,0.0,58,14.8,14.8,0.0521,0.0,0.0,0.0,0,.,1,.,1.95,120.1,T7206,44,T6382,44,,,,0,0.0,3.0,TEASER,V,LWW,,,,,D3,DUD,,0.0,OSU,OSU,,TEAZ,TEAZ,,TEAZ,,,,,,,,,,,4,8,5,04,,,0,0.0,,,
04RA00255,T8384,T8384,44,01,1,ID,02,41T,I,2,2,6.0,M,97,89,121,0.642,244,175,71,0.297,0.0,0.0,60,15.2,15.2,0.0623,0.0,0.0,0.0,0,.,1,.,2.01,132.7,09221,00,T6152,44,,,,0,0.0,3.0,,V,MSU,MSU,,,,D3,DUD,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,6,13,11,04,,,0,0.0,,,
04RA00256,T8402,T8402,44,01,1,ID,02,41T,I,2,2,4.0,M,98,88,120,0.618,280,201,71,0.39,3.2,3.2,60,20.4,20.4,0.0729,25.8,3.9,15.2,58,2,1,3-,1.69,119.1,09221,00,T7069,44,,,,0,0.0,3.0,"S7 STUD, MSU.",1,MSU,MSU,113,122,,S7,AAA,STUD,97.0,61T,41alt,,Ida,.,,HETRO,,,,,,,,,,,3,6,6,04,,,5392,0.0,,,
04RA00257,T8439,T8439,44,01,1,41,02,414,M,2,2,5.0,M,101,94,119,0.675,231,175,71,0.281,4.3,4.3,58,12.6,12.6,0.0545,27.3,3.8,14.1,56,2,1,3,1.78,121.2,T7181,44,T6780,44,,,,0,0.0,3.0,AGE3,3,LWW,L41,99,96,,S4,AAA,,0.0,.,.,,Lww,.,,HETRO,,,,,,,,,,,5,9,8,04,93,0907,1407,0.0,,,
04RA00258,T8472,T8472,44,01,1,41,02,411,M,2,2,6.0,M,103,90,115,0.666,265,200,71,0.379,0.0,0.0,60,19.0,19.0,0.0717,0.0,0.0,0.0,0,.,1,.,1.66,101.9,T7470,44,T4980,44,,,,0,0.0,3.0,"X, R.ORCHITIS",V,LWW,,,,,S0,B,,0.0, X,OSU,,TEAZ,TEAZ,,TEAZ,,,,,,,,,,,5,10,7,04,93,1025,1762,0.0,,,
04RA00259,T8482,T8482,44,01,1,41,02,412,M,2,2,7.0,M,103,82,117,0.601,221,168,71,0.299,0.0,0.0,58,11.8,11.8,0.0534,0.0,0.0,0.0,0,.,1,.,1.86,139.1,T7206,44,T4802,44,,,,0,0.0,3.0,F2,V,LWW,,,,,D4,DUD,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,7,14,13,04,,,0,0.0,,,
04RA00260,T8596,T8596,44,01,1,42,02,832,C,1,1,4.0,M,109,86,109,0.677,206,149,71,0.217,0.0,0.0,62,12.2,12.2,0.0592,0.0,0.0,0.0,0,.,1,.,1.69,103.8,T7501,44,T7265,44,,,,0,0.0,3.0,F2,V,CTL,,,,,Sx,A+,,0.0,BHV,BHV,,FOR.,BHV,,FOR.,,,,,,,,,,,4,6,6,04,,,0,0.0,,,
04RA00261,T8614,T8614,44,01,1,42,02,852,C,2,2,7.0,M,110,75,108,0.594,221,149,71,0.255,0.0,0.0,62,12.0,12.0,0.0543,0.0,0.0,0.0,0,.,1,.,1.74,116.2,T7675,44,T5775,44,,,,0,0.0,3.0,TEASER,V,CTL,,,,,?,?,,0.0,OSU,OSU,,TEAZ,TEAZ,,TEAZ,,,,,,,,,,,6,13,11,04,,,0,0.0,,,
04RA00262,T8716,T8716,44,01,1,41,02,411,M,2,2,4.0,M,117,80,103,0.669,218,155,71,0.26,0.0,0.0,62,12.6,12.6,0.0578,0.0,0.0,0.0,0,.,1,.,2.07,133.1,T7470,44,T7424,44,,,,0,0.0,3.0,".12 inbr,RUNT",V,LWW,,,,,D3,DUD,,0.0,OSU,OSU,,DUD,BHV,,DUD,,,,,,,,,,,4,9,8,04,,,0,0.0,,,
04RA00263,T8798,T8798,44,02,1,ID,02,41T,I,3,2,6.0,M,90,111,127,0.767,268,211,71,0.332,3.3,3.3,62,14.2,14.2,0.053,24.6,4.0,16.4,60,1,1,2-,1.81,123.8,09221,00,T6207,44,288,267,,0,0.0,2.0,NICE,2,MSU,MSU,103,99,,S2,AA,,0.0,107,44alt,,Ida,.,,HETRO,,,,,,,, 6,0,,6,11,8,04,92,0923,1742,0.0,,,
04RA00264,T8811,T8811,44,02,1,ID,02,41T,I,2,1,4.0,M,91,130,128,0.917,291,239,71,0.365,3.7,3.7,58,19.0,19.0,0.0653,26.5,4.4,16.7,56,2,1,3+,1.94,112.1,09221,00,T7064,44,,,,0,0.0,2.0,"NICE,25% BRED",3,MSU,MSU,108,118,,S3,AA,LOW,25.0, X,e.3,,Ida,.,,EXHET,,,,,,,,,,,4,8,5,04,93,0907,1408,0.0,,,
04RA00265,T8855,T8855,44,02,1,ID,02,41T,I,2,1,3.0,M,95,105,124,0.761,266,210,71,0.351,3.2,3.2,60,13.8,13.8,0.0519,24.0,4.1,17.0,60,1,1,3,1.82,91.4,09221,00,T7747,44,,,,0,0.0,2.0,"SPURGE,SAVE",1,MSU,MSU,90,98,,S1,A,STUD,100.0,62alt,61spg,,Ida,Sprg,,HETRO,,,,,,,,,,,3,5,2,04,97,1029,0,0.0,,,
04RA00266,T8907,T8907,44,02,1,41,02,414,M,1,1,3.0,M,100,108,119,0.808,227,191,71,0.278,3.9,3.9,60,16.0,16.0,0.0705,26.0,3.9,14.9,58,1,1,3+,1.67,101.5,T7895,44,T7808,44,,,,0,0.0,2.0,"KEEP, ISA.",1,LWW,ISA,94,108,,S1,A,STUD,100.0,64T,45T,,Lww,.,,HETRO,,,,,,,,,,,3,4,3,04,,,0,0.0,,,
04RA00267,T8954,T8954,44,02,1,41,02,412,M,2,2,4.0,M,103,101,114,0.776,244,188,71,0.289,3.2,3.2,56,12.8,12.8,0.0525,28.7,5.8,20.1,54,1,1,3,1.82,135.7,T8036,44,T7219,44,,,,0,0.0,2.0,,3,LWW,L41,103,90,,S2,AA,,0.0,.,.,,Lww,.,,BISEX,,,,,,,,,,,4,7,7,04,93,0907,1412,0.0,,,
04RA00268,T8964,T8964,44,02,1,ID,02,41T,I,1,1,7.0,M,103,133,121,0.956,297,211,71,0.265,3.5,3.5,60,15.8,15.8,0.0532,25.0,3.5,13.9,58,1,1,3+,1.93,132.4,09221,00,T5557,44,304,267,,0,0.0,2.0,NICE,2,MSU,MSU,105,106,,S2,AA,STUD,89.0,106,44T,,Ida,Sprg,,HETRO,,,,,,,, 6,1,78493,7,15,11,04,92,0923,4458,0.0,,,
04RA00269,T9040,T9040,44,02,1,41,02,411,M,2,2,6.0,M,107,86,110,0.672,215,171,71,0.282,3.4,3.4,62,10.8,10.8,0.0502,22.9,4.0,17.3,62,2,1,3,1.91,128.2,T7844,44,T5858,44,241,267,,0,0.0,2.0,NICE,2,LWW,McR,97,89,,S3,AA,,0.0,110,.,,Lww,.,,HETRO,,,,,,,, 6,0,,6,12,10,04,92,0923,1744,0.0,,,
04RA00270,T9041,T9041,44,02,1,41,02,411,M,2,2,6.0,M,107,90,110,0.709,231,183,71,0.309,3.7,3.7,62,13.0,13.0,0.0563,24.9,3.5,14.2,60,2,1,3+,1.91,128.2,T7844,44,T5858,44,,,,0,0.0,2.0,"X, R.TST. SPG",3,LWW,McR,103,97,,S3,AA,STUD,95.0, X,63spg,,Lww,.,,HETRO,,,,,,,,,,,6,12,10,04,93,0907,1413,0.0,,,
04RA00271,T9072,T9072,44,02,1,41,02,413,M,2,2,4.0,M,108,95,111,0.751,201,149,71,0.181,0.0,0.0,58,15.0,15.0,0.0746,0.0,0.0,0.0,0,.,1,.,1.94,107.1,T7814,44,T7106,44,,,,0,0.0,2.0,-SIZE,6,LWW,,,,,S4,AAA,,0.0,BHV,BHV,,EXHE,.,,EXHET,,,,,,,,,,,4,8,5,04,01,0624,0,0.0,,,
04RA00272,T9073,T9073,44,02,1,ID,02,e.7,I,1,1,2.0,M,108,97,111,0.733,251,195,71,0.328,4.0,4.0,58,20.8,20.8,0.0829,28.0,5.3,18.9,54,2,1,3,1.78,133.7,T7841,44,T8314,44,269,267,,0,0.0,2.0,"BIG, TB1, 54s",2,LWW,L41,118,126,,S2,AA,STUD,88.0,108,42T,,Ida,.,,HETRO,,,,,,,, 6,0,,2,3,3,04,92,0923,1745,0.0,,,
04RA00273,T9074,T9074,44,02,1,41,02,413,M,2,2,5.0,M,109,89,110,0.692,218,164,71,0.251,3.6,3.6,62,13.6,13.6,0.0624,23.8,3.8,16.0,60,1,1,2-,1.67,130.1,T7814,44,T6937,44,256,267,,0,0.0,2.0,"F2-, 3+",2,LWW,L41,100,100,,S3,AA,,0.0,109,.,,Lww,.,,HETRO,,,,,,,, 6,0,,5,8,8,04,92,0923,1743,0.0,,,
04RA00274,T9115,T9115,44,02,1,41,02,411,M,1,1,3.0,M,110,102,109,0.795,219,157,71,0.184,0.0,0.0,62,8.8,8.8,0.0402,0.0,0.0,0.0,0,.,1,.,1.53,105.9,T7844,44,T8049,44,,,,0,0.0,2.0,-INDEX,V,LWW,McR,,,,D4,DUD,,0.0,BHV,BHV,,DUD,.,,DUD,,,,,,,,,,,2,3,3,04,,,0,0.0,,,
04RA00275,T9140,T9140,44,02,1,41,02,411,M,1,1,3.0,M,111,98,108,0.786,247,188,71,0.301,3.5,3.5,62,14.4,14.4,0.0583,24.9,3.9,15.6,60,2,1,2-,1.53,112.3,T7844,44,T7823,44,,,,0,0.0,2.0,McR.,1,LWW,McR,97,101,,S3,AA,STUD,90.0,e.1,46alt,,Lww,.,,BISEX,,,,,,,,,,,3,3,3,04,,,0,0.0,,,
04RA00276,T9154,T9154,44,02,1,41,02,412,M,2,2,4.0,M,112,89,107,0.717,229,164,71,0.251,3.2,3.2,60,12.4,12.4,0.0541,25.5,3.9,15.4,58,1,1,2-,2.07,133.1,T8036,44,T7424,44,,,,0,0.0,2.0,,V,LWW,L41,99,91,,D4,DUD,,0.0,BHV,.,,Lww,.,,DUD,,,,,,,,,,,4,9,8,04,,,0,0.0,,,
04RA00277,T9243,T9243,44,02,1,41,02,411,M,1,1,3.0,M,115,102,109,0.82,234,187,71,0.289,3.1,3.1,60,14.2,14.2,0.0607,25.5,3.7,14.4,58,1,1,3+,1.67,120.3,T7844,44,T7885,44,,,,0,0.0,2.0,McR.,1,LWW,McR,98,97,,S3,AA,,0.0,ealt,.,,Lww,.,,HETRO,,,,,,,,,,,3,4,4,04,,,0,0.0,,,
04RA00278,T9273,T9273,44,02,1,41,02,414,M,2,2,4.0,M,116,90,108,0.717,259,184,71,0.32,3.7,3.7,62,11.8,11.8,0.0456,22.8,4.2,18.6,62,1,1,2-,1.82,120.3,T7895,44,T7610,44,,,,0,0.0,2.0,"NICE, ISA.",1,LWW,ISA,98,94,,S3,AA,,0.0,64alt,.,,Lww,.,,HETRO,,,,,,,,,,,3,7,6,04,,,0,0.0,,,
04RA00279,T9399,T9399,44,02,1,41,02,412,M,1,1,4.0,M,120,96,104,0.82,228,168,71,0.245,0.0,0.0,58,16.4,16.4,0.0719,0.0,0.0,0.0,0,.,1,.,1.57,109.9,T8036,44,T7602,44,,,,0,0.0,2.0,,V,LWW,,,,,S0,B,,0.0,BHV,BHV,,Lww,.,,DUD,,,,,,,,,,,3,5,5,04,,,0,0.0,,,
04RA00280,T9451,T9451,44,03,1,ID,02,41T,I,2,2,2.0,Y,93,113,131,0.764,217,217,71,0.354,2.4,2.6,62,9.0,9.6,0.0415,22.1,3.5,15.7,62,1,1,3,1.95,111.0,09221,00,T8339,44,250,267,,0,0.0,1.0,DUD,2,MSU,MSU,97,102,,D9,,,,DUD,,,Ida,,,YRLG,,,,,,,, 5,0,,2,4,2,04,,,0,0.0,,,
04RA00281,T9456,T9456,44,03,1,ID,02,41T,I,3,1,7.0,Y,94,115,130,0.788,202,202,71,0.296,2.8,3.1,60,10.8,11.5,0.0535,24.4,4.6,18.8,60,1,1,3,1.65,92.3,09221,00,T5467,44,235,267,,0,0.0,1.0,DUD,2,MSU,MSU,92,115,,D9,,,,DUD,,,Ida,,,YRLG,,,,,,,, 5,0,,5,12,8,04,,,0,0.0,,,
04RA00282,T9460,T9460,44,03,1,ID,02,43T,I,2,2,6.0,Y,94,98,130,0.65,182,182,71,0.286,2.4,2.6,62,7.8,8.3,0.0429,23.3,4.3,18.6,62,1,1,3,1.81,131.3,T8296,44,T6188,44,,,,0,0.0,1.0,KK.,1,KK,KK,98,93,,S,,,,ealt,,,Ida,,,YRLG,,,,,,,,,,,6,11,11,04,,,0,0.0,,,
04RA00283,T9472,T9472,44,03,1,ID,02,42T,I,2,2,6.0,Y,95,100,129,0.66,178,178,71,0.265,2.7,3.0,60,7.6,8.1,0.0427,24.3,4.3,17.5,60,1,1,4,2.11,147.1,T7759,44,T6011,44,,,,0,0.0,1.0,X L.EPI,3,ISA,ISA,104,93,,,,,, X,,,Ida,,,YRLG,,,,,,,,,,,6,14,11,04,93,0907,1417,0.0,,,
04RA00284,T9473,T9473,44,03,1,ID,02,42T,I,2,2,6.0,Y,95,90,129,0.607,171,171,71,0.276,2.8,3.1,62,8.4,9.0,0.0491,21.5,3.6,16.9,64,1,1,3-,2.11,147.1,T7759,44,T6011,44,,,,0,0.0,1.0,"SAVE,ISA",1,ISA,ISA,107,102,,S+,,STUD,94.0,42T,,,Ida,,,YRLG,,,,,,,,,,,6,14,11,04,,,0,0.0,,,
04RA00285,T9475,T9475,44,03,1,ID,02,42T,I,3,2,3.0,Y,95,88,129,0.609,168,168,71,0.272,2.9,3.2,62,7.8,8.3,0.0464,21.1,3.7,17.4,64,1,1,3,2.1,125.6,T7759,44,T7682,44,,,,0,0.0,1.0,-SIZE,4,ISA,ISA,97,99,,.,,,,BHVx,,,Ida,,,YRLG,,,,,,,,10,,,3,7,5,04,,,0,0.0,,,
04RA00286,T9478,T9478,44,03,1,ID,02,41T,I,2,2,3.0,Y,95,125,129,0.847,240,240,71,0.391,2.4,2.6,62,8.0,8.6,0.0333,22.8,4.1,18.0,62,1,1,3,1.82,126.4,09221,00,T7686,44,,,,0,0.0,1.0,,1,MSU,MSU,104,95,,D9,,,,.,,,Ida,,,YRLG,,,,,,,,,,,3,5,4,04,,,0,0.0,,,
04RA00287,T9526,T9526,44,03,1,ID,02,41T,I,3,2,6.0,Y,100,92,125,0.64,205,205,71,0.386,2.7,3.0,62,8.2,8.9,0.04,22.8,3.9,17.3,62,1,1,3+,2.01,130.0,09221,00,T5928,44,238,267,,0,0.0,1.0,NICE,2,MSU,MSU,107,99,,,,,, 97,,,Ida,,,YRLG,,,,,,,, 5,0,,6,13,10,04,92,0923,1739,0.0,,,
04RA00288,T9527,T9527,44,03,1,ID,02,42T,I,2,2,4.0,Y,100,92,125,0.653,197,197,71,0.358,2.8,3.1,64,5.8,6.3,0.0294,22.0,4.1,18.5,64,1,1,3-,1.94,134.2,T7759,44,T7102,44,232,267,,0,0.0,1.0,DUD,2,ISA,ISA,101,85,,D9,,,,DUD,,,Ida,,,YRLG,,,,,,,, 5,0,,4,8,7,04,,,0,0.0,,,
04RA00289,T9535,T9535,44,03,1,ID,02,e.9,I,1,1,1.0,Y,101,95,124,0.666,190,190,71,0.324,2.2,2.5,62,7.0,7.6,0.0368,21.0,4.1,19.3,64,1,1,3,1.67,106.9,T8402,44,T8928,44,222,267,,0,0.0,1.0,DUD,2,MSU,MSU,89,90,,D9,,,,DUD,,,Ida,,,YRLG,,,,,,,, 5,0,,1,1,1,04,,,0,0.0,,,
04RA00290,T9536,T9536,44,03,1,ID,02,41T,I,2,2,2.0,Y,101,97,124,0.68,220,220,71,0.42,2.4,2.7,62,8.8,9.6,0.04,24.2,4.8,20.0,60,1,1,3,1.78,130.7,09221,00,T8299,44,248,267,,0,0.0,1.0,SL.ENTR,2,MSU,MSU,110,100,,,,,, 96,,,Ida,,,YRLG,,,,,,,, 5,1,78492,2,3,3,04,92,0923,1730,0.0,,,
04RA00291,T9551,T9551,44,03,1,48,02,13T,M,2,2,4.0,Y,101,92,123,0.647,179,179,71,0.296,3.1,3.5,62,6.8,7.4,0.038,21.7,4.1,18.9,64,1,1,2,1.94,137.9,T8183,44,T7226,44,206,267,,0,0.0,1.0,,2,.,L41,103,94,,,,,,101,,,Targ,,,YRLG,,,,,,,, 5,0,,4,8,8,04,92,0923,1740,0.0,,,
04RA00292,T9569,T9569,44,03,1,ID,02,41T,I,3,2,4.0,Y,103,91,121,0.654,189,189,71,0.333,2.7,3.0,62,9.0,9.9,0.0476,21.0,3.5,16.5,64,1,1,3+,1.94,130.2,09221,00,T7025,44,,,,0,0.0,1.0,,1,MSU,MSU,106,108,,D9,,,,.,,,Ida,,,YRLG,,,,,,,,,,,4,8,7,04,,,0,0.0,,,
04RA00293,T9578,T9578,44,03,1,48,02,13T,M,2,2,5.0,Y,103,102,121,0.734,194,194,71,0.313,3.0,3.4,62,7.4,8.1,0.0381,24.4,4.5,18.4,60,1,1,3+,1.78,125.8,T8183,44,T6904,44,,,,0,0.0,1.0,BIG NUTS,1,.,L41,100,95,,D9,,,,.,,,Targ,,,YRLG,,,,,,,,,,,5,9,8,04,,,0,0.0,,,
04RA00294,T9585,T9585,44,03,1,48,02,12T,M,2,2,5.0,Y,103,94,121,0.674,178,178,71,0.286,2.4,2.7,62,7.8,8.5,0.0438,21.6,4.0,18.7,64,1,1,3+,1.67,116.3,00064,00,T6485,44,,,,0,0.0,1.0,TAILBAND 6-26,4,KK,KK,93,96,,.,,,,BHVx,,,Targ,,,YRLG,,,,,,,,10,,,5,8,8,04,,,0,0.0,,,
04RA00295,T9593,T9593,44,03,1,ID,02,41T,I,2,2,4.0,Y,104,93,120,0.655,217,217,71,0.422,2.7,3.0,62,10.0,11.0,0.0461,22.7,4.0,17.9,62,1,1,3,1.69,121.6,09221,00,T7426,44,,,,0,0.0,1.0,"NICE,D9,STUD!",1,MSU,MSU,110,113,,D9,,STUD,87.0,62T,,,Ida,,,YRLG,,,,,,,,,,,3,6,6,04,,,0,0.0,,,
04RA00296,T9603,T9603,44,03,1,ID,02,42T,I,2,2,2.0,Y,104,91,120,0.643,195,195,71,0.354,3.0,3.4,62,6.4,7.0,0.0328,21.4,3.4,16.0,64,1,1,3+,1.78,133.7,T7759,44,T8314,44,,,,0,0.0,1.0,"NICE,ISA,DUD",1,ISA,ISA,103,92,,D9,,,,.,,,Ida,,,YRLG,,,,,,,,,,,2,3,3,04,,,0,0.0,,,
04RA00297,T9608,T9608,44,03,1,ID,02,41T,I,3,1,6.0,Y,105,124,114,0.969,229,229,71,0.351,3.1,3.5,62,12.6,13.9,0.055,22.5,3.4,15.2,62,1,1,3,1.81,123.8,09221,00,T6207,44,,,,0,0.0,1.0,GRAFT > b3,1,MSU,MSU,115,134,,S+,,STUD,81.0,41T,,,Ida,,,YRLG,,,,,,,,,,,6,11,8,04,,,0,0.0,,,
04RA00298,T9612,T9612,44,03,1,ID,02,41T,I,2,2,5.0,Y,105,88,119,0.622,214,214,71,0.429,2.2,2.5,64,7.8,8.6,0.0364,20.8,3.9,18.7,64,1,1,3,1.89,123.8,09221,00,T6502,44,252,267,,0,0.0,1.0,NICE,2,MSU,MSU,105,97,,,,,, 95,,,Ida,,,YRLG,,,,,,,, 5,1,78491,5,10,9,04,92,0923,1732,0.0,,,
04RA00299,T9615,T9615,44,03,1,ID,02,43T,I,2,2,2.0,Y,105,98,114,0.743,183,183,71,0.284,3.2,3.6,62,6.2,6.8,0.0339,21.0,3.2,15.1,64,1,1,3-,1.61,108.0,T8296,44,T8329,44,209,267,,0,0.0,1.0,NICE,2,KK,KK,89,92,,,,,, 93,,,Ida,,,YRLG,,,,,,,, 5,1,78489,1,2,2,04,92,0923,1741,0.0,,,
04RA00300,T9618,T9618,44,03,1,ID,02,43T,I,2,2,5.0,Y,105,99,120,0.718,189,189,71,0.307,2.9,3.3,62,8.0,8.8,0.0423,23.0,3.8,16.6,62,1,1,4-,1.78,113.4,T8296,44,T6486,44,,,,0,0.0,1.0,X ORCHITIS,3,KK,KK,96,100,,,,,, X,,,Ida,,,YRLG,,,,,,,,,,,5,9,7,04,93,0621,1397,0.0,,,
04RA00301,T9623,T9623,44,03,1,ID,02,41T,I,2,2,3.0,Y,105,93,119,0.662,171,171,71,0.265,2.4,2.7,62,7.4,8.2,0.0433,21.3,3.7,17.2,64,1,1,3,1.82,121.3,09221,00,T7685,44,,,,0,0.0,1.0,"NICE, -SIZE",4,MSU,MSU,93,95,,.,,,,BHVx,,,Ida,,,YRLG,,,,,,,,10,,,3,5,4,04,,,0,0.0,,,
04RA00302,T9626,T9626,44,03,1,48,02,13T,M,2,2,4.0,Y,105,101,119,0.734,183,183,71,0.279,2.6,2.9,62,7.6,8.4,0.0415,22.4,3.6,16.1,62,1,1,3,1.82,134.2,T8183,44,T7201,44,207,267,,0,0.0,1.0,,2,.,L41,100,96,,,,,,100,,,Targ,,,YRLG,,,,,,,, 5,0,,4,7,7,04,92,0923,1729,0.0,,,
04RA00303,T9641,T9641,44,03,1,48,02,13T,M,2,2,4.0,Y,106,96,119,0.7,187,187,71,0.311,2.8,3.2,62,7.0,7.7,0.0374,21.4,3.5,16.5,64,1,1,3,1.69,125.9,T8183,44,T7404,44,237,267,,0,0.0,1.0,,2,.,L41,98,95,,,,,, 98,,,Targ,,,YRLG,,,,,,,, 5,0,,4,6,6,04,92,0923,1731,0.0,,,
04RA00304,T9642,T9642,44,03,1,48,02,13T,M,2,2,4.0,Y,106,94,119,0.677,183,183,71,0.304,2.3,2.6,62,6.6,7.3,0.0361,23.9,4.4,18.2,60,1,1,4-,1.69,125.9,T8183,44,T7404,44,221,267,,0,0.0,1.0,NICE,2,.,L41,95,86,,,,,,102,,,Targ,,,YRLG,,,,,,,, 5,0,,4,6,6,04,92,0923,1734,0.0,,,
04RA00305,T9657,T9657,44,03,1,ID,02,41T,I,1,1,5.0,Y,107,118,118,0.844,239,239,71,0.413,2.8,3.2,60,11.6,12.9,0.0485,24.0,4.4,18.2,60,1,1,3,1.78,103.6,09221,00,T6481,44,,,,0,0.0,1.0,"D9, THIN, OCT",1,MSU,MSU,107,124,,D9,,,,62alt,,,Ida,,,YRLG,,,,,,,,,,,5,9,7,04,,,0,0.0,,,
04RA00306,T9679,T9679,44,03,1,ID,02,41T,I,2,2,3.0,Y,108,90,117,0.645,213,213,71,0.42,2.5,2.9,62,6.6,7.3,0.031,19.9,3.5,17.5,70,1,1,3,1.82,121.1,09221,00,T7735,44,241,267,,0,0.0,1.0,,2,MSU,MSU,101,92,,,,,, 99,,,Ida,,,YRLG,,,,,,,, 5,0,,3,5,4,04,92,0923,1738,0.0,,,
04RA00307,T9684,T9684,44,03,1,48,02,14T,M,3,2,5.0,Y,109,86,115,0.654,173,173,71,0.296,3.1,3.5,62,7.4,8.3,0.0428,24.0,4.1,17.2,60,1,1,3,1.89,132.8,T8051,44,T6852,44,,,,0,0.0,1.0,,1,.,L41,103,98,,S,,,,66alt,,,Targ,,,YRLG,,,,,,,,,,,5,10,10,04,,,0,0.0,,,
04RA00308,T9685,T9685,44,03,1,48,02,14T,M,3,2,5.0,Y,109,90,115,0.687,180,180,71,0.306,2.7,3.1,62,8.2,9.2,0.0456,22.7,3.8,16.8,62,1,1,3+,1.89,132.8,T8051,44,T6852,44,,,,0,0.0,1.0,,1,.,L41,104,102,,S+,,STUD,96.0,66T,,,Targ,,,YRLG,,,,,,,,,,,5,10,10,04,,,0,0.0,,,
04RA00309,T9690,T9690,44,03,1,ID,02,43T,I,3,2,3.0,Y,109,96,115,0.734,193,193,71,0.33,2.4,2.7,62,7.6,8.5,0.0394,21.0,3.6,16.9,64,1,1,3,1.96,119.6,T8296,44,T7737,44,,,,0,0.0,1.0,KK.,1,KK,KK,97,97,,D9,,,,.,,,Ida,,,YRLG,,,,,,,,,,,3,6,4,04,,,0,0.0,,,
04RA00310,T9703,T9703,44,03,1,48,02,13T,M,1,1,3.0,Y,110,105,114,0.807,182,182,71,0.262,3.1,3.6,62,10.2,11.4,0.056,21.4,4.0,18.8,64,1,1,2-,1.53,94.2,T8183,44,T7871,44,210,267,,0,0.0,1.0,NICE,2,.,L41,92,120,,,,,,104,,,Targ,,,YRLG,,,,,,,, 5,0,,3,3,2,04,92,0923,1736,0.0,,,
04RA00311,T9720,T9720,44,03,1,ID,02,42T,I,2,2,3.0,Y,111,87,113,0.642,174,174,71,0.296,3.0,3.5,62,7.4,8.3,0.0425,22.6,4.1,18.3,62,1,1,3-,1.82,130.7,T7759,44,T7945,44,,,,0,0.0,1.0,X R.EPI,3,ISA,ISA,102,99,,,,,, X,,,Ida,,,YRLG,,,,,,,,,,,3,5,5,04,93,0907,1422,0.0,,,
04RA00312,T9722,T9722,44,03,1,48,02,13T,M,2,2,4.0,Y,112,87,112,0.657,200,200,71,0.384,2.7,3.1,62,8.0,9.0,0.04,22.0,3.7,16.9,64,1,1,3-,1.82,135.7,T8183,44,T7219,44,,,,0,0.0,1.0,2nd CHOICE,1,.,L41,109,102,,S+,,STUD,94.0,65T,,,Targ,,,YRLG,,,,,,,,,,,4,7,7,04,,,0,0.0,,,
