UID,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,NAX,STUDY,STUDY2,STUDY3,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,FLPBV,FLBVB,FLBVG,FLBVR
04RA00061,H0563,H0563,05,03,1,88,30,31P,M,2,2,4.0,Y,106,100,119,0.74,192,192,71,0.314,2.6,2.9,58,5.6,6.2,0.0292,25.5,0.0,0.0,58,1,1,2,2.23,148.5,A8315,04,A6589,04,,,,0,0.0,1.0,X R.EYE GONE,3,.,,102,88,,,,,,.,,,Poly,,,YRLG,,,,,,,,,,,4,9,8,04,93,0907,1416,0.217,,,
04RA00062,H0571,H0571,05,03,1,88,30,33P,M,2,2,7.0,Y,106,84,113,0.662,169,169,71,0.284,2.8,3.2,60,6.4,7.1,0.0379,24.0,0.0,0.0,60,1,1,2-,2.12,144.2,A8584,04,A2961,04,,,,0,0.0,1.0,,1,.,,100,98,,S+,,STUD,100.0,e11,,,Poly,,,YRLG,,,,,,,,,,,7,16,15,04,,,0,-0.805,,,
04RA00063,H0585,H0585,05,03,1,88,30,e10,M,2,1,1.0,Y,107,94,118,0.714,187,187,71,0.317,2.7,3.1,58,5.4,6.0,0.0289,25.5,0.0,0.0,58,2,1,1-,2.1,116.0,A8579,04,A9119,04,207,267,,0,0.0,1.0,H2,2,.,,89,87,,,,,, 68,,,Poly,,,YRLG,,,,,,,, 1,0,,1,2,1,04,92,0923,1692,-0.451,,,
04RA00064,H0596,H0596,05,03,1,88,30,31P,M,3,2,3.0,Y,107,88,118,0.663,184,184,71,0.328,2.7,3.1,58,7.0,7.8,0.038,25.5,0.0,0.0,58,1,1,1-,2.16,141.1,A8315,04,A7491,04,,,,0,0.0,1.0,,1,.,,103,101,,S,,STUD,88.0,05P,,,Poly,,,YRLG,,,,,,,,,,,3,6,5,04,,,0,-0.312,,,
04RA00065,H0598,H0598,05,03,1,88,30,33P,M,2,2,5.0,Y,107,96,118,0.705,160,160,71,0.218,3.1,3.5,58,7.2,8.0,0.045,25.5,0.0,0.0,58,1,1,2,2.38,135.6,A8584,04,A5364,04,215,267,,0,0.0,1.0,BUCK!,2,.,,93,105,,,,,, 64,,,Poly,,,YRLG,,,,,,,, 1,1,,5,13,10,04,92,0923,1699,-0.199,,,
04RA00066,H0606,H0606,05,03,1,88,30,32P,M,3,2,2.0,Y,108,100,117,0.774,198,198,71,0.334,2.5,2.9,58,6.6,7.3,0.0333,25.5,0.0,0.0,58,1,1,3+,2.44,139.0,A8724,04,A8380,04,220,267,,0,0.0,1.0,,2,.,,101,96,,,,,, 62,,,Poly,,,YRLG,,,,,,,, 1,1,,2,6,4,04,92,0923,1691,-0.68,,,
04RA00067,H0612,H0612,05,03,1,88,30,31P,M,3,1,4.0,Y,108,104,117,0.797,205,205,71,0.345,2.9,3.3,58,8.2,9.1,0.04,25.5,0.0,0.0,58,2,1,1-,2.23,124.5,A8315,04,90748,09,,,,0,0.0,1.0,F2 H2,4,.,,100,111,,.,,,,BHVx,,,Poly,,,YRLG,,,,,,,,10,,,4,9,6,04,,,0,0.456,,,
04RA00068,H0615,H0615,05,03,1,88,30,32P,M,4,2,4.0,Y,108,95,117,0.738,174,174,71,0.27,2.7,3.1,60,6.8,7.6,0.0391,24.0,0.0,0.0,60,1,1,2,2.48,149.6,A8724,04,A6588,04,,,,0,0.0,1.0,,1,.,,101,101,,D9,,,,.,,,Poly,,,YRLG,,,,,,,,,,,4,11,8,04,,,0,-0.203,,,
04RA00069,H0626,H0626,05,03,1,88,30,33P,M,3,1,7.0,Y,108,93,117,0.717,179,179,71,0.294,2.8,3.2,58,5.8,6.5,0.0324,25.5,0.0,0.0,58,2,1,2,2.21,131.9,A8584,04,A2877,04,205,267,,0,0.0,1.0,,2,.,,95,92,,,,,, 67,,,Poly,,,YRLG,,,,,,,, 1,1,,7,17,12,04,92,0923,1693,-0.772,,,
04RA00070,H0627,H0627,05,03,1,88,30,33P,M,1,1,3.0,Y,109,109,116,0.815,208,208,71,0.338,3.3,3.8,58,8.2,9.2,0.0394,25.5,0.0,0.0,58,1,1,4+,2.02,130.8,A8584,04,A7512,04,240,267,,0,0.0,1.0,"NICE, TB1",2,.,,103,115,,,,,, 65,,,Poly,,,YRLG,,,,,,,, 1,1,,3,5,4,04,92,0923,1694,0.631,,,
04RA00071,H0630,H0630,05,03,1,88,30,33P,M,3,2,4.0,Y,109,88,116,0.659,190,190,71,0.348,2.7,3.1,60,9.6,10.7,0.0505,24.0,0.0,0.0,60,1,1,2-,2.35,143.5,A8584,04,A6108,04,,,,0,0.0,1.0,,1,.,,109,123,,S,,STUD,94.0,07P,,,Poly,,,YRLG,,,,,,,,,,,4,10,8,04,,,0,-0.592,,,
04RA00072,H0631,H0631,05,03,1,88,30,31P,M,1,1,4.0,Y,109,117,116,0.913,211,211,71,0.321,2.9,3.3,58,5.4,6.0,0.0256,25.5,0.0,0.0,58,1,1,1-,1.98,143.5,A8315,04,A6338,04,220,267,,0,0.0,1.0,"TB1, sold9/29",2,.,,101,89,,,,,, 59,,,Poly,,,YRLG,,,,,,,, 1,1,,4,7,7,04,92,0929,1698,-0.436,,,
04RA00073,H0655,H0655,05,03,1,88,30,33P,M,2,2,4.0,Y,111,90,113,0.691,163,163,71,0.248,3.1,3.6,60,6.2,7.0,0.038,24.0,0.0,0.0,60,1,1,2,2.1,146.5,A8584,04,90791,09,205,267,,0,0.0,1.0,NICE,2,.,,99,99,,,,,, 60,,,Poly,,,YRLG,,,,,,,, 1,1,,4,8,8,04,92,0923,1696,-0.305,,,
04RA00074,H0656,H0656,05,03,1,88,30,33P,M,2,2,4.0,Y,111,95,113,0.729,186,186,71,0.31,2.4,2.8,62,6.2,7.0,0.0333,23.0,0.0,0.0,62,1,1,1-,2.1,146.5,A8584,04,90791,09,,,,0,0.0,1.0,NICE,1,.,,101,96,,S,,STUD,100.0,11P,,,Poly,,,YRLG,,,,,,,,,,,4,8,8,04,,,0,-0.305,,,
04RA00075,H0689,H0689,05,03,1,88,30,31P,M,3,2,3.0,Y,114,90,110,0.718,179,179,71,0.303,2.6,3.0,58,5.2,5.9,0.0291,25.5,0.0,0.0,58,2,1,1-,2.44,145.1,A8315,04,A7157,04,200,267,,0,0.0,1.0,H2,2,.,,99,86,,,,,, 69,,,Poly,,,YRLG,,,,,,,, 1,0,,3,8,6,04,92,0923,1697,0.08,,,
04RA00076,H0691,H0691,05,03,1,88,30,31P,M,2,2,6.0,Y,114,103,110,0.831,194,194,71,0.31,2.6,3.0,60,6.8,7.7,0.0351,24.0,0.0,0.0,60,3,1,3+,2.0,143.0,A8315,04,A4263,04,,,,0,0.0,1.0,H3 SCUR X,4,.,,101,101,,.,,,,BHVx,,,Poly,,,YRLG,,,,,,,,10,,,6,12,10,04,,,0,0.431,,,
04RA00077,H0692,H0692,05,03,1,88,30,31P,M,2,2,6.0,Y,114,90,110,0.705,187,187,71,0.33,2.8,3.3,60,5.6,6.3,0.0299,24.0,0.0,0.0,60,1,1,2-,2.0,143.0,A8315,04,A4263,04,,,,0,0.0,1.0,NICE,1,.,,102,92,,D9,,,,.,,,Poly,,,YRLG,,,,,,,,,,,6,12,10,04,,,0,0.431,,,
04RA00078,H0709,H0709,05,03,1,88,30,31P,M,3,2,3.0,Y,115,92,110,0.734,196,196,71,0.355,2.8,3.3,62,6.0,6.8,0.0306,23.0,0.0,0.0,62,2,1,1-,2.16,137.8,A8315,04,A7053,04,,,,0,0.0,1.0,F2+ H2,1,.,,103,97,,S+,,STUD,82.0,12P,,,Poly,,,YRLG,,,,,,,,,,,3,6,5,04,,,0,0.687,,,
04RA00079,H0728,H0728,05,03,1,88,30,31P,M,3,2,2.0,Y,117,91,108,0.739,179,179,71,0.3,3.6,4.2,58,6.8,7.8,0.038,25.5,0.0,0.0,58,1,1,2+,2.28,138.8,A8315,04,A8622,04,212,267,,0,0.0,1.0,PNEU.,2,.,,103,108,,,,,, 63,,,Poly,,,YRLG,,,,,,,, 1,1,,2,5,4,04,92,0923,1701,-0.02,,,
04RA00080,H0733,H0733,05,03,1,88,30,32P,M,2,2,2.0,Y,120,87,105,0.738,177,177,71,0.307,3.3,3.9,60,5.8,6.7,0.0328,24.0,0.0,0.0,60,1,1,1-,2.11,144.3,A8724,04,A8480,04,,,,0,0.0,1.0,F2+,1,.,,103,99,,S,,STUD,92.0,14P,,,Poly,,,YRLG,,,,,,,,,,,2,4,4,04,,,0,0.522,,,
04RA00081,K1196,K1196,64,00,1,68,06,01-,G,1,1,7.0,M,95,122,127,0.824,308,243,71,0.423,3.4,3.4,54,17.8,17.8,0.0578,32.2,6.0,18.7,48,1,1,3+,1.78,143.3,J0093,00,K6658,63,,,,0,0.391,4.0,"BIG, Jarvis",1,JAR,JAR,102,106,,S2,AA,STUD,96.0,51alt,nd94,,Adg,.,,HETRO,,,,,,,,,,,7,12,11,04,,,0,0.0,,,
04RA00082,K1450,K1450,64,00,1,68,06,02-,G,2,2,7.0,M,105,89,117,0.634,290,204,71,0.402,3.5,3.5,58,14.4,14.4,0.0497,26.0,3.7,14.4,58,1,1,3+,1.86,129.3,J0131,00,K7131,63,,,,0,0.43,4.0,"NICE, Jarvis",1,JAR,JAR,95,99,,S3,AA,STUD,97.0,54alt,52alt,,Adg,.,,HETRO,,,,,,,,,,,7,13,10,04,,,0,0.0,,,
04RA00083,K1553,K1553,64,01,1,68,06,02,G,2,1,6.0,M,84,118,134,0.804,297,240,71,0.421,3.4,3.4,56,14.2,14.2,0.0478,29.5,5.1,17.4,50,1,1,2-,1.78,119.3,J0131,00,K9550,63,,,,0,0.0,3.0,"NICE!, Jarvis",1,JAR,JAR,102,95,,S3,AA,STUD,97.0,54K,nd94,,Adg,.,,HETRO,,,,,,,,,,,6,10,8,04,,,0,0.0,,,
04RA00084,K1640,K1640,64,01,1,68,06,07,G,2,2,5.0,*,88,102,130,0.666,0,242,71,0.483,3.8,3.8,58,14.6,14.6,0.0,26.4,4.0,15.3,56,1,1,2,1.69,110.3,K0905,64,K0444,64,,,,0,0.0,3.0,"NICE,#12BV,F2",6,ADG,US,107,101,,S3,AA,,0.0,.,nd94,,Adg,.,,HETRO,,,,,,,,,,,4,8,6,04,04,0524,0,0.0,,,
04RA00085,K1673,K1673,64,01,1,68,06,07,G,1,1,3.0,M,90,103,128,0.719,315,256,71,0.528,4.1,4.1,56,17.2,17.2,0.0546,30.3,4.7,15.7,50,1,2,3+,1.58,107.3,K0905,64,K0719,64,,,,0,0.0,3.0,"#15BV, MSG???",7,ADG,US,113,109,,S3,AA,STUD,90.0,.,54alt,,Adg,.,,HETRO,,,,,,,,,,,2,3,3,04,97,0817,0,0.0,,,
04RA00086,K1683,K1683,64,01,1,68,06,08,G,3,1,5.0,M,90,97,128,0.655,274,237,71,0.483,3.7,3.7,56,16.2,16.2,0.0591,30.2,5.1,16.7,50,2,1,2-,2.02,145.4,K0714,64,K0275,64,,,,0,0.0,3.0,USA,1,ADG,US,105,103,,S0,B,STUD,94.0,55K,.,,Adg,.,,HETRO,,,,,,,,,,,5,11,9,04,,,0,0.0,,,
04RA00087,K1701,K1701,64,01,1,68,06,01,G,2,1,5.0,M,91,117,129,0.833,295,226,71,0.378,4.0,4.0,56,16.6,16.6,0.0563,29.4,4.5,15.4,50,1,1,3-,1.69,113.3,J0093,00,K0241,64,,,,0,0.0,3.0,Jarvis,1,JAR,JAR,98,107,,S3,AA,,0.0,nd,nd94,,Adg,.,,HETRO,,,,,,,,,,,5,8,6,04,,,0,0.0,,,
04RA00088,K1857,K1857,64,01,1,68,06,01,G,2,1,3.0,M,97,120,121,0.9,323,253,71,0.459,3.8,3.8,56,19.6,19.6,0.0607,30.2,4.8,15.8,50,2,1,3-,1.52,103.5,J0093,00,K0462,64,,,,0,0.0,3.0,Jarvis,1,JAR,JAR,111,116,,S3,AA,STUD,97.0,51K,nd94,,Adg,.,,HETRO,,,,,,,,,,,2,3,2,04,,,0,0.0,,,
04RA00089,K2024,K2024,64,01,1,68,06,04,G,1,1,7.0,M,108,103,110,0.813,307,226,71,0.424,3.8,3.8,56,14.4,14.4,0.0469,30.9,5.9,19.1,50,2,1,2,1.77,122.1,K0943,64,K7482,63,,,,0,0.0,3.0,> FIRE4,6,JAR,JAR,103,96,,S4,AAA,STUD,72.0,.,nd94,,Adg,.,,HETRO,,,,,,,,,,,6,12,11,04,16,0714,0,0.0,,,
04RA00090,K2129,K2129,64,02,1,68,06,08,G,3,1,5.0,M,87,108,132,0.733,248,219,71,0.371,3.3,3.3,58,14.6,14.6,0.0589,29.0,3.9,13.5,54,1,1,2-,2.02,117.3,K1403,64,K0065,64,,,,0,0.0,2.0,,1,ADG,US,93,96,,S4,AAA,STUD,64.0,56alt,e.8,,Adg,.,,HETRO,,,,,,,,,,,5,11,7,04,,,0,0.0,,,
04RA00091,K2209,K2209,64,02,1,68,06,03,G,2,2,6.0,M,90,104,127,0.718,273,214,71,0.365,3.3,3.3,56,12.4,12.4,0.0454,29.0,3.9,13.4,54,2,1,3-,2.38,143.9,K0649,64,K9393,63,281,267,,0,0.0,2.0,,2,JAR,JAR,92,88,,S3,AA,,0.0, 90,nd94,,Adg,.,,HETRO,,,,,,,, 4,0,,6,16,11,04,92,0923,1726,0.0,,,
04RA00092,K2348,K2348,64,02,1,68,06,01,G,1,1,3.0,M,94,114,125,0.803,260,221,71,0.358,3.4,3.4,56,12.4,12.4,0.0477,29.4,4.7,15.9,50,1,1,2,1.44,99.8,K0943,64,91042,09,,,,0,0.0,2.0,NICE,1,JAR,JAR,94,88,,S3,AA,,0.0,nd,nd94,,Adg,.,,HETRO,,,,,,,,,,,2,2,2,04,,,0,0.0,,,
04RA00093,K2368,K2368,64,02,1,68,06,01,G,2,2,3.0,M,94,111,125,0.782,293,244,71,0.445,3.9,3.9,56,14.8,14.8,0.0505,28.4,4.2,14.6,54,1,1,2-,2.0,138.8,K0943,64,K1305,64,,,,0,0.0,2.0,SL.ENTR,1,JAR,JAR,105,100,,S3,AA,STUD,94.0,nd,51K,,Adg,.,,HETRO,,,,,,,,,,,3,6,5,04,,,0,0.0,,,
04RA00094,K2454,K2454,64,02,1,68,06,07,G,1,1,3.0,M,97,126,120,0.923,286,246,71,0.399,4.3,4.3,56,17.4,17.4,0.0608,28.7,4.2,14.7,54,1,1,2,1.71,120.0,K1195,64,K1354,64,303,267,,0,0.0,2.0,F2,2,ADG,US,105,112,,S3,AA,STUD,100.0, 91,53K,,Adg,.,,BISEX,,,,,,,, 4,0,,3,4,3,04,92,0923,1727,0.0,,,
04RA00095,K2546,K2546,64,02,1,68,06,02,G,2,2,6.0,M,100,104,119,0.767,258,220,71,0.388,3.7,3.7,58,18.2,18.2,0.0705,27.1,4.4,16.1,56,1,1,3,1.38,119.1,K1196,64,K9605,63,,,,0,0.0,2.0,"4TEATS, 51alt",1,JAR,JAR,98,113,,S3,AA,STUD,83.0,nd,e.6,,Adg,.,,EXHET,,,,,,,,,,,5,6,7,04,,,0,0.0,,,
04RA00096,K2595,K2595,64,02,1,68,06,07,G,2,2,3.0,M,101,96,118,0.72,259,210,71,0.381,3.5,3.5,56,14.2,14.2,0.0548,28.8,3.5,12.2,54,2,1,2-,1.86,145.7,K1195,64,K1190,64,,,,0,0.0,2.0,,1,ADG,US,94,96,,S3,AA,STUD,94.0,56K,nd94,,Adg,.,,HETRO,,,,,,,,,,,3,5,5,04,,,0,0.0,,,
04RA00097,K2610,K2610,64,02,1,68,06,06,G,2,2,7.0,M,101,109,120,0.801,240,212,71,0.347,3.6,3.6,56,17.6,17.6,0.0733,29.9,6.3,21.0,50,1,1,3+,1.74,134.8,K0714,64,K7755,63,268,267,,0,0.0,2.0,NICE,2,ADG,US,92,108,,S2,AA,,0.0, 92,nd94,,Adg,.,,BISEX,,,,,,,, 4,0,,6,11,11,04,92,0923,1728,0.0,,,
04RA00098,K2621,K2621,64,02,1,68,06,01,G,2,2,4.0,M,102,105,122,0.752,276,219,71,0.388,3.9,3.9,56,12.6,12.6,0.0457,28.6,5.6,19.7,54,1,1,2-,1.7,120.4,K0943,64,K0786,64,307,267,,0,0.0,2.0,NICE,2,JAR,JAR,96,92,,S2,AA,,0.0, 89,nd94,,Adg,.,,HETRO,,,,,,,, 4,1,C5457,4,6,5,04,92,0923,1725,0.0,,,
04RA00099,K2630,K2630,64,02,1,68,06,05,G,2,2,4.0,M,102,106,122,0.757,261,215,71,0.371,3.5,3.5,58,15.0,15.0,0.0575,27.7,3.8,13.6,56,1,2,2-,1.83,123.4,K0905,64,K0844,64,,,,0,0.0,2.0,,1,ADG,US,95,100,,S4,AAA,STUD,48.0,nd,e.7,,Adg,.,,HETRO,,,,,,,,,,,4,7,6,04,97,1029,0,0.0,,,
04RA00100,K2665,K2665,64,02,1,68,06,04,G,1,1,4.0,M,103,121,114,0.918,278,224,71,0.342,3.7,3.7,60,14.4,14.4,0.0518,24.6,3.7,15.1,60,1,1,2-,1.58,116.2,K1450,64, 8580,00,,,,0,0.0,2.0,NICE,1,JAR,JAR,99,102,,S3,AA,STUD,91.0,nd,52K,,Adg,.,,HETRO,,,,,,,,,,,3,5,4,04,,,0,0.0,,,
04RA00101,K2771,K2771,64,03,1,68,06,e.5,G,1,1,1.0,Y,99,124,126,0.876,237,237,71,0.386,3.3,3.7,62,10.8,11.7,0.0456,22.9,3.9,17.0,62,1,1,2,1.75,124.2,K1689,64,K2124,64,,,,0,0.0,1.0,,1,ADG,US,107,114,,S+,,STUD,92.0,57K,,,Adg,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00102,K2777,K2777,64,03,1,68,06,e.5,G,1,1,1.0,Y,100,107,125,0.746,211,211,71,0.355,3.2,3.6,58,7.2,7.8,0.0341,24.3,4.8,19.9,60,1,1,2-,1.75,121.0,K1689,64,K2504,64,223,267,,0,0.0,1.0,NICE,2,ADG,US,97,90,,,,,, 83,,,Adg,,,YRLG,,,,,,,, 3,0,,1,1,1,04,92,0923,1717,0.0,,,
04RA00103,K2780,K2780,64,03,1,68,06,01K,G,2,2,4.0,Y,100,100,125,0.708,217,217,71,0.399,2.9,3.2,60,10.6,11.5,0.0488,26.6,4.9,18.4,56,1,1,3+,1.83,140.3,K1857,64,K0713,64,,,,0,0.0,1.0,,1,JAR,JAR,100,106,,S+,,,,nd,,,Adg,,,YRLG,,,,,,,,,,,4,7,7,04,,,0,0.0,,,
04RA00104,K2781,K2781,64,03,1,68,06,01K,G,2,2,4.0,Y,100,106,125,0.746,214,214,71,0.369,3.3,3.7,62,10.4,11.3,0.0486,25.7,5.2,20.2,58,1,1,3+,1.83,140.3,K1857,64,K0713,64,228,267,,0,0.0,1.0,,2,JAR,JAR,98,108,,,,,, 76,,,Adg,,,YRLG,,,,,,,, 3,1,C5453,4,7,7,04,92,0923,1724,0.0,,,
04RA00105,K2787,K2787,64,03,1,68,06,01K,G,2,2,2.0,Y,101,90,124,0.613,231,231,71,0.481,3.3,3.7,58,10.0,10.9,0.0433,29.0,6.4,22.0,54,1,1,3,2.03,153.8,K1857,64,K1805,64,,,,0,0.0,1.0,NICE,1,JAR,JAR,108,104,,S+,,STUD,89.0,52K,,,Adg,,,YRLG,,,,,,,,,,,2,4,4,04,,,0,0.0,,,
04RA00106,K2811,K2811,64,03,1,68,06,01K,G,2,2,6.0,Y,102,99,122,0.693,201,201,71,0.347,2.8,3.1,62,10.4,11.4,0.0517,25.7,5.0,19.4,58,1,1,4-,1.98,158.7,K1857,64,K9590,63,236,267,,0,0.0,1.0,"F4-,SL.ENTR",2,JAR,JAR,93,105,,,,,, 77,,,Adg,,,YRLG,,,,,,,, 3,1,C5454,6,12,11,04,92,0923,1720,0.0,,,
04RA00107,K2812,K2812,64,03,1,68,06,01K,G,2,2,6.0,Y,102,99,122,0.71,224,224,71,0.425,3.2,3.6,60,9.6,10.5,0.0429,25.9,4.6,17.6,58,2,1,4,1.98,158.7,K1857,64,K9590,63,,,,0,0.0,1.0,F4,1,JAR,JAR,105,103,,S+,,,,nd,,,Adg,,,YRLG,,,,,,,,,,,6,12,11,04,,,0,0.0,,,
04RA00108,K2814,K2814,64,03,1,68,06,03K,G,2,2,5.0,Y,103,99,121,0.697,203,203,71,0.354,2.4,2.7,60,10.2,11.2,0.0502,24.1,4.5,18.8,60,1,1,3+,1.91,123.3,K1450,64,K0440,64,,,,0,0.0,1.0,NICE,1,JAR,JAR,95,103,,S+,,,,nd,,,Adg,,,YRLG,,,,,,,,,,,5,10,7,04,,,0,0.0,,,
04RA00109,K2824,K2824,64,03,1,68,06,01K,G,1,1,6.0,Y,104,114,120,0.844,191,191,71,0.262,3.2,3.6,62,10.6,11.7,0.0555,25.1,4.6,18.2,58,1,1,3-,1.48,123.2,K1857,64,K9285,63,,,,0,0.0,1.0,"ENTR,ULCER",4,JAR,JAR,86,111,,.,,,,BHVx,,,Adg,,,YRLG,,,,,,,,10,,,5,7,7,04,,,0,0.0,,,
04RA00110,K2839,K2839,64,03,1,68,06,03K,G,2,2,5.0,Y,106,95,119,0.696,211,211,71,0.396,2.4,2.7,62,8.6,9.5,0.0408,22.4,4.0,17.7,62,1,1,3+,1.91,131.4,K1450,64,K0145,64,232,267,,0,0.0,1.0,,2,JAR,JAR,102,96,,,,,, 86,,,Adg,,,YRLG,,,,,,,, 3,0,,5,10,9,04,92,0923,1723,0.0,,,
04RA00111,K2842,K2842,64,03,1,68,06,e.6,G,1,1,1.0,Y,106,97,119,0.71,218,218,71,0.413,3.1,3.5,60,9.6,10.6,0.044,26.4,5.1,19.4,56,1,1,3+,1.75,120.0,K2024,64,K2644,64,,,,0,0.0,1.0,,1,JAR,JAR,103,103,,S+,,STUD,74.0,e.3,,,Adg,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00112,K2843,K2843,64,03,1,68,06,e.6,G,1,1,1.0,Y,106,117,119,0.871,223,223,71,0.362,2.6,2.9,60,10.2,11.3,0.0457,24.8,5.1,20.5,60,1,1,3+,1.75,124.0,K2024,64,K2144,64,,,,0,0.0,1.0,MALE MOUNTS,1,JAR,JAR,102,104,,D9,,,,.,,,Adg,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00113,K2849,K2849,64,03,1,68,06,01K,G,1,1,4.0,Y,107,126,118,0.947,210,210,71,0.287,2.8,3.2,62,9.2,10.2,0.0438,20.8,4.0,19.1,64,1,1,3-,1.7,124.5,K1857,64,K0643,64,243,267,,0,0.0,1.0,,2,JAR,JAR,97,105,,,,,, 79,,,Adg,,,YRLG,,,,,,,, 3,1,C5456,4,6,5,04,92,0923,1719,0.0,,,
04RA00114,K2850,K2850,64,03,1,68,06,02K,G,1,1,5.0,Y,107,115,118,0.864,204,204,71,0.304,2.6,3.0,60,7.8,8.7,0.0382,23.4,4.2,18.1,62,1,1,4+,1.69,113.3,K1673,64,K0241,64,218,267,,0,0.0,1.0,NICE,2,ADG,US,94,92,,,,,, 88,,,Adg,,,YRLG,,,,,,,, 3,0,,5,8,6,04,92,0923,1716,0.0,,,
04RA00115,K2856,K2856,64,03,1,68,06,02K,G,2,1,3.0,Y,108,102,117,0.773,194,194,71,0.314,2.7,3.1,60,7.8,8.7,0.0402,23.4,3.9,16.5,62,1,1,3-,1.86,131.6,K1673,64,K1159,64,227,267,,0,0.0,1.0,,2,ADG,US,92,93,,,,,, 85,,,Adg,,,YRLG,,,,,,,, 3,0,,3,5,4,04,92,0923,1715,0.0,,,
04RA00116,K2864,K2864,64,03,1,68,06,02K,G,2,2,3.0,Y,109,105,115,0.804,211,211,71,0.361,3.1,3.5,60,9.0,10.0,0.0427,26.0,5.5,21.0,58,2,1,2-,2.0,149.3,K1673,64,K1115,64,228,267,,0,0.0,1.0,,2,ADG,US,99,100,,,,,, 80,,,Adg,,,YRLG,,,,,,,, 3,0,,3,6,5,04,92,0923,1712,0.0,,,
04RA00117,K2869,K2869,64,03,1,68,06,02K,G,3,1,4.0,Y,109,110,115,0.858,210,210,71,0.34,2.8,3.2,60,9.0,10.0,0.0429,23.0,4.0,17.4,62,1,1,3+,2.08,120.9,K1673,64,K0706,64,,,,0,0.0,1.0,ORCHITIS 9/1,3,ADG,US,99,101,,,,,,.,,,Adg,,,YRLG,,,,,,,,,,,4,9,6,04,93,0907,1425,0.0,,,
04RA00118,K2872,K2872,64,03,1,68,06,02K,G,2,2,3.0,Y,109,107,115,0.81,220,220,71,0.384,2.8,3.2,62,9.8,10.9,0.0445,26.0,4.4,16.9,58,1,1,4-,1.86,145.7,K1673,64,K1190,64,233,267,,0,0.0,1.0,F4-,2,ADG,US,102,103,,,,,, 78,,,Adg,,,YRLG,,,,,,,, 3,1,C5455,3,5,5,04,92,0923,1714,0.0,,,
04RA00119,K2874,K2874,64,03,1,68,06,01K,G,3,2,4.0,Y,110,91,114,0.703,190,190,71,0.337,3.1,3.6,60,9.8,11.0,0.0516,24.2,5.3,21.9,60,1,1,3-,2.08,123.4,K1857,64,K0724,64,224,267,,0,0.0,1.0,SM.SOFT TST.,2,JAR,JAR,92,108,,S,,,, X,,,Adg,,,YRLG,,,,,,,, 3,0,,4,9,6,04,93,1025,1710,0.0,,,
04RA00120,K2883,K2883,64,03,1,68,06,03K,G,3,2,6.0,Y,111,88,113,0.682,187,187,71,0.337,2.4,2.8,60,7.8,8.8,0.0417,24.8,4.6,18.8,60,1,1,3+,2.38,143.9,K1450,64,K9393,63,214,267,,0,0.0,1.0,,2,JAR,JAR,91,90,,,,,, 82,,,Adg,,,YRLG,,,,,,,, 3,0,,6,16,11,04,92,0923,1718,0.0,,,
04RA00121,K2897,K2897,64,03,1,68,06,e.6,G,1,1,1.0,Y,112,98,112,0.773,201,201,71,0.35,3.5,4.0,58,9.8,11.0,0.0488,25.5,6.0,23.4,58,1,1,3+,1.75,121.2,K2024,64,K2108,64,,,,0,0.0,1.0,,1,JAR,JAR,96,109,,S+,,,,nd,,,Adg,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00122,K2901,K2901,64,03,1,68,06,e.5,G,1,1,1.0,Y,112,92,112,0.698,213,213,71,0.412,2.6,3.0,58,10.0,11.3,0.0469,26.3,5.2,19.9,58,1,1,2-,1.75,120.0,K1689,64,K2385,64,,,,0,0.0,1.0,,1,ADG,US,102,104,,S+,,,,58alt,,,Adg,,,YRLG,,,,,,,,,,,1,1,1,04,,,0,0.0,,,
04RA00123,K2902,K2902,64,03,1,68,06,01K,G,1,1,2.0,Y,112,112,112,0.873,203,203,71,0.31,3.1,3.6,60,8.0,9.0,0.0394,22.7,3.6,15.7,62,1,1,3-,1.69,128.1,K1857,64,K1810,64,230,267,,0,0.0,1.0,NICE,2,JAR,JAR,96,99,,,,,, 81,,,Adg,,,YRLG,,,,,,,, 3,0,,2,2,2,04,92,0923,1711,0.0,,,
