UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
02RA00407,R2310,11,01,1,11,07,12,R,2,2,6.0,Y,89,96,129,0.652,167,167,68,0.245,2.8,3.1,60,8.0,8.5,,21.9,4.6,20.9,64,1,1,3-,1.64,115.2,R0660,11,S5536,10,,0,0.0,1.0,ENTR,4,LWW,,94,98,,?,,,,,XVL,,LWW,.,,,,,,,,,,,5,9,8,2002,,,,,,
02RA00408,R2313,11,01,1,11,07,12,R,3,2,5.0,Y,89,80,129,0.541,158,158,68,0.269,2.1,2.3,62,7.2,7.6,,21.3,3.8,18.0,64,2,1,4+,2.16,124.9,R0660,11,S6951,10,,0,0.0,1.0,"2.3""S.L.",4,LWW,,96,88,,?,,,,,XVL,,LWW,.,,,,,,,,,,,5,12,9,2002,,,,,,
02RA00409,R2318,11,01,1,13,07,34,F,1,1,4.0,Y,90,107,128,0.748,197,197,68,0.31,2.9,3.2,62,9.2,9.8,,20.1,3.2,16.1,70,2,1,3,1.36,86.4,R0492,11,S8090,10,,0,0.0,1.0,,4,FW,,90,108,,?,,,,,XVL,,FW,.,,,,,,,,,,,3,3,3,2002,,,,,,
02RA00410,R2336,11,01,1,10,07,21,M,1,1,2.0,Y,90,108,128,0.746,195,195,68,0.3,2.8,3.1,62,9.2,9.8,,22.1,3.7,16.8,62,2,1,4,1.82,116.0,R0635,11,R0909,11,,0,0.0,1.0,"SM.L.EPID,CHK",3,IDX,,102,105,,?,,,,,.,,IDX,.,,,,,,,,,,,2,3,2,2002,93,0820,,,,
02RA00411,R2337,11,01,1,11,07,13,R,2,2,3.0,Y,90,81,128,0.552,156,156,68,0.259,2.9,3.2,62,8.8,9.3,,21.8,3.8,17.5,64,2,1,3-,1.87,126.6,R0029,11,S9482,10,176,259,0.0,1.0,,2,LWW,,102,103,-,SP,B,,,,127,,LWW,.,,,,,,,,,0,,3,5,5,2002,92,0919,,,,
02RA00412,R2338,11,01,1,11,07,13,R,2,2,3.0,Y,90,78,128,0.527,139,139,68,0.21,2.0,2.2,62,6.6,7.0,,22.5,4.2,18.7,62,2,1,3-,1.87,126.6,R0029,11,S9482,10,,0,0.0,1.0,,4,LWW,,90,83,,?,,,,,XVL,,LWW,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00413,R2348,11,01,1,10,43,23,M,2,2,3.0,Y,90,89,128,0.595,189,189,68,0.345,3.1,3.4,60,9.8,10.4,,24.7,4.9,19.7,60,5,1,3,1.78,125.6,R0529,11,S9225,10,,0,0.0,1.0,H5,1,IDX,,111,107,,SLI,B,,,,Pref,,IDX,.,,,,,,,,,,,3,4,4,2002,,,,,,
02RA00414,R2350,11,01,1,12,07,83,C,3,2,7.0,Y,90,88,128,0.596,162,162,68,0.255,2.6,2.8,60,8.2,8.7,,21.9,3.6,16.5,64,3,1,4,1.88,107.3,R0060,11,S5119,10,,0,0.0,1.0,"BLOODY HORN,L",3,CTL,,91,97,,?,,,,,.,,CTL,.,,,,,,,,,,,7,14,10,2002,93,0820,,,,
02RA00415,R2366,11,01,1,11,07,13,R,3,1,7.0,Y,90,91,128,0.631,161,161,68,0.241,2.4,2.6,62,7.0,7.4,,21.7,3.3,15.3,64,1,1,3,2.25,125.0,R0029,11,S4557,10,,0,0.0,1.0,,4,LWW,,94,89,,?,,,,,XVL,,LWW,.,,,,,,,,,,,7,18,13,2002,93,0113,,,,
02RA00416,R2367,11,01,1,11,07,13,R,2,2,7.0,Y,90,92,128,0.629,168,168,68,0.262,2.5,2.7,62,7.8,8.3,,21.9,3.9,17.6,64,2,1,2,1.79,126.6,R0029,11,S5009,10,,0,0.0,1.0,F2,4,LWW,,99,94,,?,,,,,XVL,,LWW,.,,,,,,,,,,,7,13,13,2002,93,0113,,,,
02RA00417,R2368,11,01,1,11,07,13,R,2,2,7.0,Y,90,86,128,0.574,166,166,68,0.276,3.1,3.4,62,8.0,8.5,,21.8,3.3,15.2,64,2,1,3-,1.79,126.6,R0029,11,S5009,10,199,259,0.0,1.0,,2,LWW,,102,100,-,S2,AA,,,,135,,LWW,.,,,,,,,,,0,,7,13,13,2002,92,0919,,,,
02RA00418,R2372,11,01,1,13,43,33,F,1,1,4.0,Y,90,84,128,0.551,159,159,68,0.259,3.0,3.3,60,9.0,9.5,,21.6,3.3,15.5,64,2,1,3-,1.62,108.0,R0047,11,S7873,10,197,259,0.0,1.0,,2,FW,,95,105,-,S3,AA,,,,142,,FW,.,,,,,,,,,0,,4,5,5,2002,92,0919,,,,
02RA00419,R2373,11,01,1,13,43,33,F,3,1,4.0,Y,90,93,128,0.647,166,166,68,0.252,3.1,3.4,62,8.8,9.3,,20.4,3.3,16.3,70,2,1,3+,1.87,106.2,R0047,11,S8565,10,,0,0.0,1.0,,4,FW,,94,106,,?,,,,,XVL,,FW,.,,,,,,,,,,,4,7,5,2002,,,,,,
02RA00420,R2380,11,01,1,12,07,86,C,2,2,2.0,Y,90,92,128,0.638,167,167,68,0.259,2.5,2.7,60,6.8,7.2,,21.3,3.6,17.2,64,2,1,3,1.82,134.4,R0082,11,R0347,11,,0,0.0,1.0,,4,CTL,,99,89,,?,,,,,XVL,,CTL,.,,,,,,,,,,,2,3,3,2002,,,,,,
02RA00421,R2381,11,01,1,12,07,86,C,2,2,2.0,Y,90,92,128,0.632,170,170,68,0.269,2.3,2.5,62,7.2,7.6,,22.6,3.9,17.1,62,1,1,4-,1.82,134.4,R0082,11,R0347,11,,0,0.0,1.0,FIX tag R2381,4,CTL,,100,88,,?,,,,,XVL,,CTL,.,,,,,,,,,,,2,3,3,2002,,,,,,
02RA00422,R2408,11,01,1,13,07,31,F,2,2,5.0,Y,91,86,129,0.591,166,166,68,0.278,2.8,3.1,62,7.8,8.3,,21.2,3.5,16.6,64,2,1,2-,1.72,119.3,R0127,11,S7519,10,,0,0.0,1.0,LUPINE,6,FW,,98,98,,?,,,,,.,,FW,.,,,,,,,,,,,5,8,8,2002,04,0720,,,,
02RA00423,R2423,11,01,1,10,43,22,M,2,2,7.0,Y,91,93,129,0.626,184,184,68,0.316,2.6,2.9,60,10.0,10.6,,21.5,3.7,17.2,64,1,1,3,1.93,121.7,R0044,11,S4885,10,,0,0.0,1.0,,1,IDX,,106,109,,D3,,,,,Pref,,IDX,.,,,,,,,,,,,6,14,12,2002,,,,,,
02RA00424,R2424,11,01,1,10,43,22,M,2,2,7.0,Y,91,92,129,0.605,190,190,68,0.34,2.9,3.2,60,8.4,8.9,,22.9,4.1,18.1,62,2,1,3+,1.93,121.7,R0044,11,S4885,10,,0,0.0,1.0,,2,IDX,,105,99,-,D4,DUD,,,,DUD,,IDX,.,,,,,,,,?,0,,6,14,12,2002,,,,,,
02RA00425,R2440,11,01,1,10,43,23,M,2,2,3.0,Y,92,82,128,0.555,160,160,68,0.271,2.4,2.6,60,7.4,7.9,,23.6,5.2,22.1,60,6,1,5+,1.93,138.2,R0529,11,S9437,10,,0,0.0,1.0,"H6,F5+",4,IDX,,103,89,,?,,,,,XVL,,IDX,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00426,R2442,11,01,1,11,07,11,R,2,2,4.0,Y,92,92,128,0.625,185,185,68,0.323,2.8,3.1,62,7.4,7.9,,20.6,3.5,17.3,64,1,1,3-,1.86,137.5,R0831,11,S7928,10,,0,0.0,1.0,,1,LWW,,108,96,,S0,B,STUD,,,Tay,,LWW,.,,,,,,,,,,,4,7,7,2002,,,,,,
02RA00427,R2445,11,01,1,11,07,11,R,2,2,5.0,Y,92,90,128,0.609,161,161,68,0.247,3.2,3.5,62,8.2,8.8,,22.2,3.6,16.3,62,4,1,3-,1.61,107.2,R0831,11,S7382,10,,0,0.0,1.0,H4,4,LWW,,93,102,,?,,,,,XVL,,LWW,.,,,,,,,,,,,4,7,7,2002,,,,,,
02RA00428,R2454,11,01,1,13,43,34,F,2,1,7.0,Y,92,107,128,0.762,193,193,68,0.299,2.5,2.8,60,9.8,10.5,,22.8,3.8,16.7,62,2,1,3-,1.75,101.1,R0492,11,S5246,10,,0,0.0,1.0,OK,2,FW,,96,106,-,D4,DUD,,,,DUD,,FW,.,,,,,,,,?,0,,6,12,10,2002,,,,,,
02RA00429,R2465,11,01,1,12,07,91,C,2,2,2.0,Y,93,74,127,0.517,142,142,68,0.236,3.1,3.4,60,6.8,7.3,,21.8,3.9,17.9,64,2,1,3-,1.82,120.5,R0712,11,R0871,11,,0,0.0,1.0,,4,CTL,,94,93,,?,,,,,XVL,,CTL,.,,,,,,,,,,,2,3,3,2002,,,,,,
02RA00430,R2470,11,01,1,10,07,24,M,3,2,5.0,Y,93,95,127,0.665,170,170,68,0.26,2.7,3.0,62,7.4,7.9,,22.1,3.3,15.0,62,2,1,3-,2.05,122.8,R0826,11,S6604,10,208,259,0.0,1.0,,2,IDX,,97,94,-,SP,B,,,,131,,IDX,.,,,,,,,,,0,,5,11,8,2002,92,0919,,,,
02RA00431,R2471,11,01,1,10,07,24,M,3,1,5.0,Y,93,116,127,0.817,189,189,68,0.253,2.8,3.1,62,8.6,9.2,,21.9,3.3,15.1,64,2,1,3+,2.05,122.8,R0826,11,S6604,10,217,259,0.0,1.0,NICE,2,IDX,,100,102,-,S0,B,,,,126,,IDX,.,,,,,,,,,0,,5,11,8,2002,92,0919,,,,
02RA00432,R2472,11,01,1,11,07,13,R,1,1,6.0,Y,93,102,127,0.731,181,181,68,0.274,2.0,2.2,62,5.8,6.2,,21.2,3.5,16.3,64,3,1,3+,1.64,105.1,R0029,11,S5784,10,,0,0.0,1.0,"X,R.EPI.",3,LWW,,84,80,,?,,,,,.,,LWW,.,,,,,,,,,,,6,9,8,2002,93,0820,,,,
02RA00433,R2489,11,01,1,10,07,24,M,2,2,3.0,Y,93,93,127,0.642,181,181,68,0.306,2.6,2.9,62,7.8,8.3,,21.4,3.7,17.3,64,1,1,4+,1.87,130.9,R0826,11,S9511,10,219,259,0.0,1.0,,2,IDX,,104,96,-,S1,A,,,,132,,IDX,.,,,,,,,,,0,,3,5,5,2002,92,0919,,,,
02RA00434,R2491,11,01,1,12,07,88,C,2,1,3.0,Y,93,82,127,0.583,151,151,68,0.24,2.4,2.7,60,7.0,7.5,,22.3,3.9,17.4,62,2,1,3-,1.93,125.0,R0402,11,S9022,10,,0,0.0,1.0,WEAK,4,CTL,,95,89,,?,,,,,XVL,,CTL,.,,,,,,,,,,,3,5,4,2002,,,,,,
02RA00435,R2499,11,01,1,11,07,12,R,3,2,3.0,Y,94,81,126,0.573,157,157,68,0.264,2.6,2.9,64,6.0,6.4,,18.6,3.7,20.1,80,2,1,2-,1.87,122.4,R0660,11,S9209,10,,0,0.0,1.0,,4,LWW,,93,90,,?,,,,,XVL,,LWW,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00436,R2504,11,01,1,12,43,87,C,2,1,5.0,Y,94,97,126,0.666,178,178,68,0.281,2.9,3.2,60,12.0,12.9,,22.6,4.1,17.9,62,4,1,3,1.73,109.2,R0532,11,S6700,10,,0,0.0,1.0,"X,BAD HORN",3,CTL,,105,122,,?,,,,,.,,CTL,.,,,,,,,,,,,5,8,7,2002,93,0820,,,,
02RA00437,R2525,11,01,1,13,43,32,F,2,2,4.0,Y,94,87,124,0.59,178,178,68,0.314,3.1,3.4,60,9.8,10.5,,22.1,3.7,16.9,62,2,1,3-,1.62,108.0,R0475,11,S8600,10,,0,0.0,1.0,HAIRY,1,FW,,102,111,,S1,A,STUD,,,Tay,,FW,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00438,R2529,11,01,1,10,43,23,M,2,1,3.0,Y,94,99,126,0.671,173,173,68,0.257,2.9,3.2,62,10.8,11.6,,21.6,4.2,19.6,64,2,1,4+,1.93,120.3,R0529,11,S9629,10,,0,0.0,1.0,SM.TSTS,3,IDX,,105,116,,?,,,,,.,,IDX,.,,,,,,,,,,,3,5,4,2002,93,0820,,,,
02RA00439,R2532,11,01,1,12,07,88,C,2,2,6.0,Y,94,99,126,0.667,168,168,68,0.24,2.9,3.2,60,9.8,10.5,,21.3,4.1,19.1,64,2,1,3,1.64,117.3,R0402,11,S6197,10,,0,0.0,1.0,,1,CTL,,100,110,,D3,,,,,Pref,,CTL,.,,,,,,,,,,,6,9,9,2002,,,,,,
02RA00440,R2534,11,01,1,12,43,90,C,2,2,4.0,Y,94,84,126,0.594,164,164,68,0.278,2.8,3.1,62,7.8,8.4,,20.9,3.8,18.2,64,2,1,3-,1.62,105.6,R0304,11,S7922,10,,0,0.0,1.0,,4,CTL,,93,99,,?,,,,,XVL,,CTL,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00441,R2538,11,01,1,13,07,31,F,2,2,3.0,Y,95,87,125,0.614,169,169,68,0.285,2.7,3.0,62,7.8,8.4,,20.0,3.3,16.6,70,2,1,2-,1.87,104.6,R0127,11,S9202,10,,0,0.0,1.0,,4,FW,,92,99,,?,,,,,XVL,,FW,.,,,,,,,,,,,3,5,4,2002,,,,,,
02RA00442,R2545,11,01,1,12,07,89,C,2,1,5.0,Y,95,115,125,0.82,200,200,68,0.295,2.8,3.1,62,7.8,8.4,,21.6,3.1,14.3,64,2,1,3+,1.84,116.5,R0886,11,S6739,10,,0,0.0,1.0,BAD EYES,3,CTL,,98,98,,?,,,,,.,,CTL,.,,,,,,,,,,,5,9,7,2002,93,0820,,,,
02RA00443,R2553,11,01,1,10,07,21,M,2,2,5.0,Y,95,92,125,0.642,191,191,68,0.344,2.9,3.2,58,9.2,9.9,,24.5,4.6,18.6,60,7,1,2,1.73,132.4,R0635,11,S7545,10,,0,0.0,1.0,"F2,H7",1,IDX,,112,103,,S1,A,STUD,,,ealt,,IDX,.,,,,,,,,,,,5,8,8,2002,,,,,,
02RA00444,R2554,11,01,1,10,07,21,M,2,2,5.0,Y,95,87,125,0.59,190,190,68,0.358,3.0,3.3,60,10.2,11.0,,21.7,4.2,19.5,64,7,1,3,1.73,132.4,R0635,11,S7545,10,,0,0.0,1.0,H7,1,IDX,,116,113,,S2,AA,STUD,,,e.0,,IDX,.,,,,,,,,,,,5,8,8,2002,,,,,,
02RA00445,R2561,11,01,1,12,07,88,C,3,1,5.0,Y,95,96,125,0.694,183,183,68,0.302,2.7,3.0,60,8.8,9.5,,21.5,4.1,19.0,64,2,2,3+,2.06,119.9,R0402,11,S6737,10,225,259,0.0,1.0,WEAK,2,CTL,,102,103,-,SP,B,,,,137,,CTL,.,,,,,,,,,0,,5,11,8,2002,92,0919,,,,
02RA00446,R2563,11,01,1,10,07,23,M,2,2,5.0,Y,95,89,125,0.614,164,164,68,0.26,3.2,3.6,60,8.4,9.0,,23.6,4.6,19.5,60,3,1,4-,1.94,144.2,R0529,11,S6724,10,,0,0.0,1.0,F4-,1,IDX,,110,102,,D3,,,,,Pref,,IDX,.,,,,,,,,,,,5,10,10,2002,,,,,,
02RA00447,R2564,11,01,1,13,43,33,F,2,2,6.0,Y,95,84,125,0.581,154,154,68,0.243,3.0,3.3,60,9.2,9.9,,21.8,4.4,20.3,64,2,1,3,1.72,112.5,R0047,11,S6348,10,,0,0.0,1.0,,4,FW,,97,107,,?,,,,,XVL,,FW,.,,,,,,,,,,,5,10,10,2002,,,,,,
02RA00448,R2567,11,01,1,11,07,13,R,2,1,7.0,Y,95,89,125,0.646,149,149,68,0.208,2.2,2.4,62,6.2,6.7,,20.9,3.6,17.1,64,1,1,4,1.88,106.5,R0029,11,S4828,10,,0,0.0,1.0,"F4, 149#",4,LWW,,82,85,,?,,,,,XVL,,LWW,.,,,,,,,,,,,7,14,10,2002,,,,,,
02RA00449,R2570,11,01,1,10,07,23,M,3,1,6.0,Y,95,100,123,0.695,206,206,68,0.366,2.8,3.1,60,8.2,8.8,,22.8,3.9,17.1,62,2,1,4+,2.24,122.4,R0529,11,S6031,10,,0,0.0,1.0,NICE,1,IDX,,107,98,,S3,AA,STUD,,,ealt,,IDX,.,,,,,,,,,,,6,15,11,2002,,,,,,
02RA00450,R2577,11,01,1,12,43,80,C,3,2,6.0,Y,96,78,122,0.557,159,159,68,0.279,3.0,3.3,62,8.0,8.6,,21.6,3.6,16.9,64,2,1,4-,2.12,131.2,R0118,11,S5666,10,,0,0.0,1.0,F4-,2,CTL,,104,100,-,D4,DUD,,,,DUD,,CTL,.,,,,,,,,?,0,,6,14,12,2002,,,,,,
02RA00451,R2579,11,01,1,12,43,80,C,3,1,6.0,Y,96,101,122,0.74,184,184,68,0.286,2.9,3.2,64,8.8,9.5,,18.6,3.5,18.8,80,1,1,4-,2.12,131.2,R0118,11,S5666,10,,0,0.0,1.0,F4-,1,CTL,,107,109,,D3,,,,,Pref,,CTL,.,,,,,,,,,,,6,14,12,2002,,,,,,
02RA00452,R2600,11,01,1,13,43,33,F,2,1,2.0,Y,96,102,122,0.744,197,197,68,0.328,3.0,3.3,60,11.4,12.3,,22.6,4.1,18.0,62,2,1,3+,1.82,99.0,R0047,11,R0975,11,,0,0.0,1.0,,1,FW,,103,119,,S1,A,STUD,,,ealt,,FW,.,,,,,,,,,,,2,3,1,2002,,,,,,
02RA00453,R2601,11,01,1,13,43,34,F,2,2,3.0,Y,96,86,122,0.611,174,174,68,0.303,3.3,3.7,62,8.4,9.1,,22.5,3.8,16.7,62,1,1,3-,1.78,132.5,R0492,11,S9237,10,,0,0.0,1.0,,1,FW,,109,104,,D3,,,,,Pref,,FW,.,,,,,,,,,,,3,4,4,2002,,,,,,
02RA00454,R2602,11,01,1,13,43,34,F,2,2,3.0,Y,96,80,122,0.557,169,169,68,0.307,3.1,3.5,62,8.4,9.1,,22.8,3.9,17.3,62,2,1,4-,1.78,132.5,R0492,11,S9237,10,,0,0.0,1.0,F4-,1,FW,,109,103,,S1,A,STUD,,,Tay,,FW,.,,,,,,,,,,,3,4,4,2002,,,,,,
02RA00455,R2611,11,01,1,10,07,24,M,1,1,7.0,Y,96,104,122,0.758,184,184,68,0.276,2.5,2.8,60,7.8,8.4,,22.7,3.8,16.7,62,2,1,3-,1.7,107.9,R0826,11,S5111,10,212,259,0.0,1.0,,2,IDX,,92,94,-,S1,A,,,,140,,IDX,.,,,,,,,,,0,,7,12,10,2002,92,0919,,,,
02RA00456,R2619,11,01,1,11,07,12,R,3,2,3.0,Y,97,77,121,0.551,152,152,68,0.259,2.4,2.7,62,6.6,7.1,,23.4,5.0,21.3,62,2,1,3-,2.01,122.4,R0660,11,S9558,10,,0,0.0,1.0,,4,LWW,,94,85,,?,,,,,XVL,,LWW,.,,,,,,,,,,,3,6,5,2002,,,,,,
02RA00457,R2621,11,01,1,11,07,12,R,3,1,3.0,Y,97,96,121,0.707,179,179,68,0.286,2.2,2.5,62,8.4,9.1,,21.7,3.8,17.5,64,1,1,3,2.01,122.4,R0660,11,S9558,10,,0,0.0,1.0,SCAR,4,LWW,,100,97,,?,,,,,XVL,,LWW,.,,,,,,,,,,,3,6,5,2002,,,,,,
02RA00458,R2624,11,01,1,12,07,80,C,2,1,5.0,Y,97,91,121,0.679,149,149,68,0.2,3.3,3.7,62,8.4,9.1,,19.7,3.3,17.0,70,2,1,4+,1.62,82.5,R0118,11,S7422,10,,0,0.0,1.0,,4,CTL,,81,108,,?,,,,,XVL,,CTL,.,,,,,,,,,,,4,7,4,2002,,,,,,
02RA00459,R2630,11,01,1,10,07,24,M,2,2,5.0,Y,97,93,121,0.642,215,215,68,0.421,2.6,2.9,62,7.8,8.4,,21.1,3.5,16.4,64,2,1,5+,2.06,145.9,R0826,11,S6935,10,,0,0.0,1.0,F5,3,IDX,,119,97,,?,,,,,.,,IDX,.,,,,,,,,,,,5,11,10,2002,93,0820,,,,
02RA00460,R2631,11,01,1,10,07,24,M,2,2,5.0,Y,97,90,121,0.649,179,179,68,0.307,2.4,2.7,62,6.6,7.1,,21.7,3.9,18.1,64,2,1,3-,2.06,145.9,R0826,11,S6935,10,,0,0.0,1.0,-FLWT,4,IDX,,107,88,,?,,,,,XVL,,IDX,.,,,,,,,,,,,5,11,10,2002,,,,,,
02RA00461,R2640,11,01,1,10,07,24,M,1,1,7.0,Y,97,107,121,0.767,209,209,68,0.352,2.9,3.2,60,11.0,11.9,,23.9,4.0,16.6,60,3,1,3-,1.66,102.6,R0826,11,S4826,10,,0,0.0,1.0,,1,IDX,,105,115,,S1,A,STUD,,,Tay,,IDX,.,,,,,,,,,,,6,11,10,2002,,,,,,
02RA00462,R2652,11,01,1,11,07,14,R,2,2,4.0,Y,98,80,120,0.569,157,157,68,0.266,3.0,3.4,62,6.6,7.2,,20.6,3.9,18.8,64,5,1,2-,1.73,121.7,R0248,11,S7889,10,,0,0.0,1.0,"X,PINK,H5",3,LWW,,97,94,,?,,,,,.,,LWW,.,,,,,,,,,,,4,6,6,2002,93,0820,,,,
02RA00463,R2659,11,01,1,12,07,84,C,2,1,5.0,Y,98,87,120,0.646,158,158,68,0.245,3.1,3.5,62,7.0,7.6,,21.0,3.3,15.5,64,2,1,3,1.72,107.5,R0869,11,S6657,10,,0,0.0,1.0,,4,CTL,,91,97,,?,,,,,XVL,,CTL,.,,,,,,,,,,,5,8,7,2002,,,,,,
02RA00464,R2690,11,01,1,11,07,12,R,2,1,5.0,Y,99,97,119,0.739,178,178,68,0.279,2.3,2.6,62,7.6,8.3,,21.3,3.5,16.5,64,2,1,3,1.83,120.8,R0660,11,S6950,10,,0,0.0,1.0,,3,LWW,,97,94,,?,,,,,.,,LWW,.,,,,,,,,,,,5,9,8,2002,93,0820,,,,
02RA00465,R2693,11,01,1,13,43,33,F,3,1,5.0,Y,99,93,119,0.696,161,161,68,0.234,2.9,3.3,60,8.6,9.4,,21.9,3.7,16.7,64,2,1,3+,1.95,125.6,R0047,11,S7154,10,197,259,0.0,1.0,,2,FW,,101,104,-,SP,B,,,,130,,FW,.,,,,,,,,,0,,5,10,9,2002,92,0919,,,,
02RA00466,R2694,11,01,1,12,07,86,C,2,1,4.0,Y,99,92,119,0.681,182,182,68,0.31,3.0,3.4,62,9.2,10.0,,22.6,3.9,17.2,62,2,1,3,1.87,114.6,R0082,11,S7840,10,,0,0.0,1.0,,1,CTL,,103,107,,D2,,,,,Pref,,CTL,.,,,,,,,,,,,4,7,6,2002,,,,,,
02RA00467,R2696,11,01,1,13,43,34,F,2,2,7.0,Y,99,73,119,0.523,171,171,68,0.338,3.0,3.4,60,8.8,9.6,,21.5,4.0,18.4,64,1,1,3-,1.84,112.6,R0492,11,S4680,10,,0,0.0,1.0,,1,FW,,103,106,,D2,,,,,Pref,,FW,.,,,,,,,,,,,7,13,12,2002,,,,,,
02RA00468,R2718,11,01,1,12,07,87,C,2,1,7.0,Y,99,85,119,0.628,163,163,68,0.269,2.0,2.3,60,8.6,9.4,,24.3,4.0,16.4,60,2,1,2+,1.7,109.1,R0532,11,S4717,10,,0,0.0,1.0,"2.3""S.L.",4,CTL,,93,95,,?,,,,,XVL,,CTL,.,,,,,,,,,,,7,12,11,2002,,,,,,
02RA00469,R2732,11,01,1,12,43,89,C,2,1,6.0,Y,100,96,118,0.701,171,171,68,0.259,3.1,3.5,62,6.8,7.4,,19.2,3.4,17.7,70,7,1,3-,1.72,106.0,R0886,11,S6269,10,,0,0.0,1.0,H7,4,CTL,,90,98,,?,,,,,XVL,,CTL,.,,,,,,,,,,,5,10,9,2002,,,,,,
02RA00470,R2738,11,01,1,13,43,32,F,3,2,5.0,Y,100,84,120,0.623,167,167,68,0.288,2.8,3.2,60,7.4,8.1,,21.4,4.4,20.6,64,1,1,3+,1.95,125.6,R0475,11,S7583,10,218,259,0.0,1.0,,2,FW,,101,97,-,S1,A,,,,134,,FW,.,,,,,,,,,0,,5,10,8,2002,92,0919,,,,
02RA00471,R2741,11,01,1,11,07,14,R,2,2,3.0,Y,100,70,118,0.519,156,156,68,0.297,2.2,2.5,62,6.4,7.0,,20.2,3.2,15.7,70,1,1,3-,1.87,129.6,R0248,11,S9125,10,,0,0.0,1.0,"PINK, -SIZE",6,LWW,,99,88,,?,,,,,.,,LWW,.,,,,,,,,,,,3,5,5,2002,04,0720,,,,
02RA00472,R2742,11,01,1,11,07,14,R,2,2,3.0,Y,100,96,118,0.699,184,184,68,0.303,2.7,3.1,62,7.4,8.1,,20.4,3.4,16.9,70,2,1,3,1.87,129.6,R0248,11,S9125,10,232,259,0.0,1.0,,2,LWW,,104,98,-,S1,A,,,,129,,LWW,.,,,,,,,,,0,,3,5,5,2002,92,0919,,,,
02RA00473,R2746,11,01,1,13,43,31,F,3,2,7.0,Y,100,75,118,0.541,161,161,68,0.297,2.9,3.3,62,9.2,10.1,,19.7,3.4,17.5,70,6,1,3-,2.3,127.7,R0127,11,S4439,10,,0,0.0,1.0,H6,1,FW,,108,111,,S3,AA,STUD,,,e.3,,FW,.,,,,,,,,,,,7,18,14,2002,,,,,,
02RA00474,R2767,11,01,1,11,07,14,R,1,1,5.0,Y,101,99,119,0.713,172,172,68,0.253,2.6,2.9,62,7.4,8.1,,21.7,3.8,17.5,64,1,1,1-,1.61,113.3,R0248,11,S6720,10,,0,0.0,1.0,F1-,4,LWW,,93,95,,?,,,,,XVL,,LWW,.,,,,,,,,,,,5,7,7,2002,,,,,,
02RA00475,R2777,11,01,1,12,43,85,C,2,2,5.0,Y,101,80,119,0.554,159,159,68,0.274,2.4,2.7,62,7.6,8.3,,20.5,3.1,15.2,70,2,1,3+,1.62,117.2,R0532,11,S7128,10,202,259,0.0,1.0,NICE,2,CTL,,96,96,-,S1,A,,,,136,,CTL,.,,,,,,,,,0,,4,7,7,2002,92,0919,,,,
02RA00476,R2778,11,01,1,12,43,85,C,2,2,5.0,Y,101,81,119,0.557,165,165,68,0.292,2.4,2.7,60,8.4,9.2,,22.0,3.4,15.3,64,6,1,3+,1.62,117.2,R0532,11,S7128,10,212,259,0.0,1.0,"H6, NICE",2,CTL,,99,99,-,SP,B,,,,145,,CTL,.,,,,,,,,,0,,4,7,7,2002,92,0919,,,,
02RA00477,R2780,11,01,1,13,07,34,F,1,1,6.0,Y,101,89,117,0.643,193,193,68,0.359,2.9,3.3,58,11.8,12.9,,23.9,4.0,16.5,60,3,1,3-,1.44,90.4,R0492,11,S6272,10,,0,0.0,1.0,"H3, NICE",1,FW,,103,121,,D3,,,,,Pref,,FW,.,,,,,,,,,,,5,7,6,2002,,,,,,
02RA00478,R2787,11,01,1,12,07,89,C,1,1,3.0,Y,101,99,117,0.728,180,180,68,0.279,2.9,3.3,62,10.0,11.0,,20.3,3.7,18.3,70,2,1,3,1.58,107.0,R0886,11,S9778,10,,0,0.0,1.0,,1,CTL,,100,115,,D3,,,,,Pref,,CTL,.,,,,,,,,,,,3,3,3,2002,,,,,,
02RA00479,R2795,11,01,1,12,07,81,C,2,2,6.0,Y,101,79,119,0.566,152,152,68,0.253,2.3,2.6,60,6.2,6.8,,22.9,4.3,18.8,62,5,1,3,1.84,128.5,R0612,11,S6477,10,,0,0.0,1.0,H5,3,CTL,,95,84,,?,,,,,.,,CTL,.,,,,,,,,,,,5,11,11,2002,93,0820,,,,
