UID,YR,ETAG,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,AADG,YRWT,DAYSH,YADG,SL,FLGR,YLD,FLWT,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,JUWT,JDAY,JADG,RMK,PD,INDEX,WRK,BRAND,LIB,LIBING,YRREC
92RA00539,91,T2318,42,02,812,2,1,3,Y,108,77,111,0.56,112,135,0.125,8.2,58,23.8,14.3,3.4,23.4,62,1,1,2,1.58,74.5,033644,986943,145,194,0.199,,C,77,W,blue 85a,D3,DUD,1992
92RA00540,91,T2332,41,02,411,2,1,3,Y,109,94,110,0.705,126,135,0.114,8.5,58,40.4,14.6,5.9,21.9,64,2,1,2+,1.58,100.1,036644,982643,164,194,0.205,,2,104,W,,S1,A,1992
92RA00541,91,T2348,42,02,882,3,2,6,Y,110,74,109,0.625,122,135,0.171,7.9,58,43.9,12.7,5.6,21.9,64,1,1,3,1.44,89.6,955643,761043,153,194,0.232,,C,97,W,blue 86,SP,B,1992
92RA00542,91,T2350,41,02,413,1,1,2,Y,110,103,109,0.731,129,135,0.093,7.9,58,27.1,15.4,4.2,22.7,62,1,2,3,1.49,86.3,073944,046544,175,194,0.211,,2,87,W,,S1,A,1992
92RA00543,91,T2354,41,02,414,1,1,2,Y,110,95,109,0.671,137,135,0.149,8.2,58,42.4,10.7,4.5,19.6,70,2,1,3+,1.33,84.9,040944,054544,175,194,0.235,,2,89,W,,S1,A,1992
92RA00544,91,T2355,41,02,412,2,1,2,Y,111,83,108,0.608,146,135,0.224,7.9,60,35.4,12.2,4.3,20.8,64,2,2,2-,1.83,109.7,072644,054344,176,194,0.273,,2,104,W,,S1,A,1992
92RA00545,91,T2365,42,02,882,1,1,2,X,112,80,107,0.552,143,135,0.224,7.4,60,30.6,16.1,4.9,22.0,64,4,2,3+,1.66,89.1,955643,057844,0,,0.0,MKT.HORN.X,X,,,,,,1992
92RA00546,91,T2374,42,02,812,1,1,2,Y,112,78,107,0.527,141,135,0.224,7.8,56,39.0,12.9,5.0,20.3,70,2,2,2+,1.66,108.0,033644,067144,163,194,0.249,,C,105,W,blue 0,D3,DUD,1992
92RA00547,91,T2385,42,02,812,2,1,3,Y,113,76,106,0.581,113,135,0.132,8.0,58,28.3,15.0,4.2,22.7,62,1,1,3+,1.73,78.5,033644,024944,143,194,0.196,,C,82,W,blue 85,S3,AA,1992
92RA00548,91,T2389,41,02,412,1,1,3,Y,113,97,106,0.659,164,135,0.238,6.8,58,25.9,15.2,3.9,19.2,70,1,2,2+,1.44,103.1,072644,941343,211,194,0.334,,2,99,W,,S1,A,1992
92RA00549,91,T2411,48,02,T-5,1,1,3,Y,116,90,103,0.635,158,135,0.242,7.8,60,31.3,14.5,4.5,20.5,70,1,1,3+,1.3,84.1,960843,985543,197,194,0.314,,2,92,W,,S1,A,1992
92RA00550,91,T2426,48,02,T-1,2,2,5,Y,116,77,103,0.718,135,135,0.206,8.6,58,35.5,11.3,4.0,20.6,64,1,3,3,1.57,95.3,0001,842743,178,194,0.296,,2,96,W,,D3,DUD,1992
92RA00551,91,T2463,41,02,413,2,1,7,Y,119,80,99,0.682,131,135,0.181,7.2,58,28.7,10.7,3.1,20.6,64,1,2,3+,1.65,112.8,073944,651443,172,194,0.269,,2,99,W,,S1,A,1992
92RA00552,91,T2481,42,02,862,1,1,4,Y,121,84,97,0.659,143,135,0.209,7.5,64,23.9,9.1,2.2,20.0,70,3,1,2+,1.22,83.9,046744,932243,172,194,0.257,SCUR3,C,78,W,blue 89a,S0,B,1992
92RA00553,91,T2504,42,02,872,1,1,6,Y,123,78,95,0.602,113,135,0.124,8.5,56,25.2,13.5,3.4,21.1,64,3,1,5+,1.14,78.8,057744,728243,151,194,0.213,SCUR3FACE5+,3,80,W,,D3,DUD,1992
92RA00554,91,T2507,42,02,822,1,1,5,Y,125,79,94,0.578,133,135,0.192,8.2,56,48.5,13.9,6.7,22.3,62,2,2,2-,1.57,112.5,034344,795543,165,194,0.252,AB.NECK,C,116,W,blue 87a,D3,DUD,1992
92RA00555,88, 8068,MT,02,,,,0,P,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,201,194,0.0,REG#45206THIN,3,0,W,,S2,AA,1992
92RA00556,88, 8083,MT,02,,,,0,P,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,220,194,0.0,REG#45720MSU,1,0,W,blue 0,S2,AA,1992
92RA00557,87,T8535,43,02,,,,0,X,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0,,0.0,,X,,,,,,1992
92RA00558,87,T8877,40,02,,,,0,X,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0,,0.0,,X,,,,,,1992
92RA00559,88,T9608,40,02,403,2,1,4,X,109,91,112,0.664,255,135,0.246,10.0,60,35.0,22.3,7.8,21.6,64,1,3,2-,1.64,76.2,788843,652743,276,194,0.393,X.LAME,X,,,,,,1992
92RA00560,86,X0949,97,97,,,,0,X,0,0,0,0.0,210,135,0.331,0.0,48,0.0,5.5,,0.0,,,,,0.0,0.0,,,252,194,0.0,AB.X.THROAT,X,,,,,,1992
92RA00561,86,X1107,97,97,,,,0,M,0,0,0,0.0,218,135,0.304,0.0,48,0.0,3.8,,0.0,,,,,0.0,0.0,,,254,194,0.0,,3,,W,,,,1992
92RA00562,87,X3627,97,97,,,,0,X,0,0,0,0.0,0,0,0.262,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0,,0.0,,X,,,,,,1992
92RA00563,87,X3988,97,97,,,,0,X,0,0,0,0.0,0,0,0.334,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0,,0.0,,X,,,,,,1992
92RA00564,87,X4224,97,97,,,,0,X,0,0,0,0.0,0,0,0.328,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,,218,194,0.0,,X,,,,,,1992
92RA00565,87,X4225,97,97,,,,0,X,0,0,0,0.0,0,0,0.317,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,,205,194,0.0,,X,,,,,,1992
92RA00566,88,X5850,97,97,497,1,1,1,M,94,93,123,0.0,237,135,0.219,0.0,48,0.0,6.8,,0.0,,,,,1.75,117.5,105880,366780,273,194,0.29,MSG.11/05/92,1,86,W,,,,1992
92RA00567,88,X6065,97,97,197,3,1,6,P,99,88,118,0.0,0,0,0.316,0.0,,0.0,0.0,,0.0,,,,,2.0,132.5,002297,247197,243,194,0.406,,1,113,W,red 0,S1,A,1992
92RA00568,88,X6569,97,97,297,2,2,5,P,104,100,113,0.0,0,0,0.215,0.0,,0.0,0.0,,0.0,,,,,1.8,121.0,657497,452697,215,194,0.355,THIN,3,100,W,,S1,A,1992
92RA00569,89,X8176,97,97,197,2,1,6,L,88,146,131,0.947,226,135,0.155,0.0,48,0.0,9.0,,0.0,,,,,1.25,85.8,002297,453797,275,194,0.193,DEAD 7/24/92,6,76,,,,,1992
92RA00570,89,X8182,97,97,197,2,1,6,M,89,111,130,0.697,220,135,0.232,0.0,48,0.0,6.8,,0.0,,,,,2.0,118.0,002297,459797,269,194,0.271,,1,106,W,red 0,S1,A,1992
92RA00571,89,X8227,97,97,197,1,1,2,M,96,141,123,0.856,229,135,0.169,0.0,48,0.0,7.0,,0.0,,,,,1.0,81.0,002297,488180,291,194,0.247,,1,90,W,red 0,S1,A,1992
92RA00572,89,X8253,97,97,297,1,1,2,,99,140,120,0.859,666,0,0.243,0.0,48,0.0,5.0,,0.0,,,,,1.0,104.3,921897,382980,666,194,0.271,SHORN 3/92,1,103,W,red 0,S1,A,1992
92RA00573,89,X8291,97,97,197,3,2,7,L,102,106,117,0.813,227,135,0.25,0.0,48,0.0,4.9,,0.0,,,,,2.14,145.4,002297,247197,277,194,0.292,"LAME,RF",1,119,W,red 0,S3,AA,1992
92RA00574,89,X8292,97,97,197,3,2,7,M,102,129,117,0.99,228,135,0.183,0.0,48,0.0,7.1,,0.0,,,,,2.14,145.4,002297,247197,283,194,0.241,,1,105,W,red 0,S1,A,1992
92RA00575,90,X9638,97,97,197,2,2,6,M,95,88,120,0.51,181,135,0.137,0.0,48,0.0,8.7,,0.0,,,,,2.0,94.9,110780,658197,220,194,0.195,,1,97,W,,S1,A,1992
92RA00576,90,X9670,97,97,197,2,2,3,M,95,104,120,0.625,201,135,0.144,0.0,48,0.0,4.1,,0.0,,,,,1.0,104.3,110780,382980,238,194,0.228,,1,111,W,red 3,S1,A,1992
92RA00577,90,X9672,97,97,197,2,2,2,M,96,107,119,0.595,184,135,0.127,0.0,48,0.0,4.9,,0.0,,,,,1.67,134.0,110780,621180,235,194,0.222,,1,117,W,red 2,S1,A,1992
92RA00578,90,X9678,97,97,197,2,2,4,M,96,95,119,0.628,151,135,0.034,0.0,48,0.0,5.8,,0.0,,,,,1.8,133.6,110780,123380,194,194,0.114,SM.SIZE?,1,79,W,,D1,B,1992
92RA00579,90,X9746,97,97,297,2,1,2,M,98,113,117,0.605,202,135,0.11,0.0,48,0.0,6.5,,0.0,,,,,1.33,72.3,422480,562580,241,194,0.156,AB.LIP,1,76,W,X,D1,B,1992
92RA00580,90,X9805,97,97,297,1,1,2,M,101,112,114,0.576,189,135,0.103,0.0,48,0.0,6.6,,0.0,,,,,1.0,106.3,422480,583680,228,194,0.177,,1,94,W,,D1,B,1992
92RA00581,90,X9817,97,97,297,2,1,4,M,102,118,113,0.719,210,135,0.158,0.0,48,0.0,6.5,,0.0,,,,,1.8,128.6,422480,119880,249,194,0.225,,1,117,W,red 1a,S1,A,1992
92RA00582,90,Z0062,97,97,297,3,1,4,,112,116,103,0.797,666,0,0.113,0.0,48,0.0,5.0,,0.0,,,,,1.8,104.8,422480,114880,666,194,0.189,SHORN 3/92,1,97,W,,D1,B,1992
92RA00583,90,Z0092,97,97,197,2,2,4,M,113,84,102,0.632,178,135,0.168,0.0,48,0.0,5.2,,0.0,,,,,1.5,98.5,110780,116180,227,194,0.243,,1,115,W,red 0,D1,B,1992
92RA00584,90,Z0099,97,97,297,2,2,2,M,113,90,102,0.705,188,135,0.137,0.0,48,0.0,5.7,,0.0,,,,,0.67,57.0,422480,651580,234,194,0.228,,1,97,W,,S1,A,1992
92RA00585,91,Z0467,97,97,397,2,2,2,M,91,112,121,0.864,153,135,0.142,0.0,48,0.0,5.4,,0.0,,,,,2.0,145.5,656980,828480,197,194,0.244,,1,111,W,red 4a,D1,B,1992
92RA00586,91,Z0468,97,97,397,2,2,2,M,91,97,121,0.746,154,135,0.198,0.0,48,0.0,6.5,,0.0,,,,,2.0,145.5,656980,828480,207,194,0.316,,1,133,W,red 2a,S1,A,1992
92RA00587,91,Z0507,97,97,397,3,2,3,M,93,108,119,0.828,146,135,0.132,0.0,48,0.0,5.1,,0.0,,,,,2.33,130.7,656980,593680,190,194,0.236,,1,105,W,,S0,B,1992
92RA00588,91,Z0512,97,97,397,2,1,3,M,93,117,119,0.756,156,135,0.135,0.0,48,0.0,5.3,,0.0,,,,,1.67,134.0,656980,621180,198,194,0.233,,1,105,W,,D1,B,1992
92RA00589,91,Z0513,97,97,297,2,2,5,M,93,99,119,0.763,139,135,0.139,0.0,48,0.0,7.6,,0.0,,,,,2.0,103.0,422480,102980,177,194,0.224,MSG.7/29/92,1,94,,,,,1992
92RA00590,91,Z0552,97,97,197,1,1,4,M,94,150,118,0.862,167,135,0.059,0.0,48,0.0,5.8,,0.0,,,,,1.0,104.3,398880,382980,203,194,0.152,,1,73,W,,S1,A,1992
92RA00591,91,Z0581,97,97,297,2,1,3,M,94,131,118,0.852,142,135,0.038,0.0,48,0.0,6.9,,0.0,,,,,1.33,112.7,422480,627380,192,194,0.175,,1,82,W,,S1,A,1992
92RA00592,91,Z0582,97,97,297,2,1,3,L,94,131,118,0.0,164,135,0.115,0.0,48,0.0,9.3,,0.0,,,,,1.33,112.7,422480,627380,202,194,0.204,"HANK,PINKEYE",1,91,W,,D1,B,1992
92RA00593,91,Z0629,97,97,197,2,2,2,M,96,105,116,0.83,135,135,0.104,0.0,48,0.0,4.5,,0.0,,,,,2.0,96.5,398880,833980,189,194,0.241,,1,98,W,,S1,A,1992
92RA00594,91,Z0640,97,97,497,1,1,1,M,96,109,116,0.851,140,135,0.108,0.0,48,0.0,2.1,,0.0,,,,,1.0,123.0,827080,974480,174,194,0.187,,1,88,W,X,S1,A,1992
92RA00595,91,Z0643,97,97,297,1,1,3,M,96,118,116,0.783,136,135,0.063,0.0,48,0.0,7.2,,0.0,,,,,1.0,106.3,422480,583680,189,194,0.204,,1,89,W,,D1,B,1992
92RA00596,91,Z0645,97,97,197,1,1,3,L,96,133,116,0.89,183,135,0.174,0.0,48,0.0,6.7,,0.0,,,,,1.33,114.7,398880,594980,212,194,0.227,,1,98,W,,S1,A,1992
92RA00597,91,Z0649,97,97,297,2,2,3,L,97,99,115,0.777,130,135,0.108,0.0,48,0.0,7.2,,0.0,,,,,1.67,153.7,422480,593880,166,194,0.193,,1,98,W,,S1,A,1992
92RA00598,91,Z0650,97,97,397,1,1,3,M,97,106,115,0.722,135,135,0.101,0.0,48,0.0,4.0,,0.0,,,,,1.33,108.7,656980,608480,172,194,0.19,,1,85,W,,D1,B,1992
92RA00599,91,Z0661,97,97,397,1,1,4,M,97,145,115,0.862,180,135,0.122,0.0,48,0.0,7.3,,0.0,,,,,2.0,114.5,656980,383080,224,194,0.227,,1,98,W,,D1,B,1992
92RA00600,91,Z0662,97,97,197,2,2,8,M,97,99,115,0.756,145,135,0.16,0.0,48,0.0,4.8,,0.0,,,,,1.88,135.9,398880,455397,183,194,0.241,,1,108,W,X,D1,B,1992
92RA00601,91,Z0664,97,97,297,2,1,3,M,97,125,115,0.793,148,135,0.08,0.0,48,0.0,6.4,,0.0,,,,,1.33,72.3,422480,562580,190,194,0.187,,1,75,W,,D1,B,1992
92RA00602,91,Z0692,97,97,197,2,2,4,X,101,97,111,0.765,137,135,0.139,0.0,48,0.0,6.6,,0.0,,,,,1.75,111.3,398880,401280,0,,0.0,DEAD 6-17-92,X,,,,,,1992
92RA00603,91,Z0801,97,97,397,2,2,2,M,109,92,103,0.827,139,135,0.163,0.0,48,0.0,6.5,,0.0,,,,,1.5,147.0,656980,824080,189,194,0.279,,1,122,W,red 3a,D1,B,1992
92RA00604,91,Z0829,97,97,597,1,1,1,M,110,96,102,0.835,127,135,0.108,0.0,48,0.0,7.5,,0.0,,,,,1.0,122.0,829280,012381,174,194,0.224,,1,99,W,,D1,B,1992
92RA00605,91,Z0858,97,97,397,3,2,5,M,111,89,101,0.746,133,135,0.153,0.0,48,0.0,4.6,,0.0,,,,,2.2,118.8,656980,145280,172,194,0.239,,1,103,W,,S1,A,1992
92RA00606,91,Z0859,97,97,397,3,2,5,M,111,91,101,0.723,136,135,0.156,0.0,48,0.0,6.0,,0.0,,,,,2.2,118.8,656980,145280,182,194,0.261,,1,109,W,red 4,S1,A,1992
92RA00607,91,Z0882,97,97,197,1,1,5,M,113,87,99,0.595,135,135,0.167,0.0,48,0.0,5.4,,0.0,,,,,1.8,133.6,398880,123380,165,194,0.224,,1,102,W,,D1,B,1992
92RA00608,91,Z0906,97,97,197,2,1,2,M,114,112,98,0.835,154,135,0.146,0.0,48,0.0,4.8,,0.0,,,,,1.0,61.0,398880,818180,211,194,0.284,,1,102,W,,S1,A,1992
92RA00609,91,Z0914,97,97,397,2,2,4,M,114,97,98,0.886,153,135,0.194,0.0,48,0.0,6.9,,0.0,,,,,1.0,98.3,656980,401380,206,194,0.313,,1,120,W,red 0a,D1,B,1992
92RA00610,91,Z0915,97,97,397,2,2,4,L,114,99,98,0.889,164,135,0.226,0.0,48,0.0,5.3,,0.0,,,,,1.0,98.3,656980,401380,199,194,0.287,RCVR,1,112,W,X,D1,B,1992
