UID,ETAG,YR,SEA,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SHOU,SIDE,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,SEMEN,YRREC
93RA00351,S2964,92,1,18,07,R10,2,2,20,Y,103,65,114,0.552,120,120,137,0.193,6.4,6.3,2.5,64,6.7,67.5,4.5,20.9,64,,1,3-,1.73,99.4,072110,0864,10,157,189,0.273,1.0,,1,CTL,98,99,,S0864,S4,AAA,99.9,88,S,1993
93RA00352,S3031,92,1,18,42,R14,2,2,30,Y,104,67,113,0.515,112,112,137,0.158,5.5,5.6,2.2,60,7.8,72.8,5.7,17.5,80,,1,4+,1.57,102.9,068010,9715,19,154,189,0.258,1.0,5 HORN,3,,99,95,,S9715,,,,,,1993
93RA00353,S3048,92,1,18,07,R-7,2,1,30,Y,104,99,113,0.685,147,147,137,0.168,7.1,7.1,2.8,58,10.3,58.8,6.1,21.9,64,,1,3,1.29,61.6,075210,9742,19,177,189,0.231,1.0,DAM'S RECORD,1,FW,83,120,,S9742,S3,AA,91.0,32,E,1993
93RA00354,S3069,92,1,18,07,R-6,1,1,40,Y,104,93,113,0.599,132,132,137,0.137,5.8,6.0,2.3,62,7.4,61.8,4.6,17.4,80,,1,3+,1.15,64.6,004310,9002,19,173,189,0.237,1.0,DAM'S RECORD,3,,76,102,,S9002,,,,,,1993
93RA00355,S3102,92,1,18,07,R-5,2,2,70,Y,105,73,114,0.622,121,121,137,0.17,5.9,6.0,2.3,56,8.0,55.2,4.4,22.3,62,,1,3+,1.7,126.3,081310,6462,19,163,189,0.269,1.0,,1,LBW,113,95,,S6462,S1,A,97.0,22,S,1993
93RA00356,S3125,92,1,18,07,r-3,1,1,10,Y,106,73,113,0.504,125,125,137,0.184,6.3,7.0,2.6,62,6.8,68.9,4.7,17.5,80,4,1,3-,1.7,102.0,094910,1500,10,176,189,0.307,1.0,,1,LIS,102,107,,S1500,S2,AA,,,S,1993
93RA00357,S3142,92,1,18,07,r-4,1,1,10,Y,106,77,113,0.528,119,119,137,0.148,6.2,6.2,2.4,64,8.3,62.9,5.2,19.5,70,,1,4+,1.7,102.8,097510,1735,10,162,189,0.254,1.0,,1,CTL,102,107,,S1735,S3,AA,92.0,89,S,1993
93RA00358,S3150,92,1,18,07,R10,2,2,30,Y,107,89,117,0.631,128,128,137,0.14,6.0,6.0,2.4,64,6.6,59.4,3.9,18.2,80,,1,3,1.72,111.4,072110,0138,10,172,189,0.252,1.0,JY=DUD93-NOT!,1,CTL,101,94,,S0138,S1,A,0.0,90,S,1993
93RA00359,S3175,92,1,18,42,R15,1,1,30,Y,108,87,111,0.537,126,126,137,0.138,5.8,5.7,2.3,62,7.9,61.2,4.8,20.1,70,,2,3,1.14,59.1,062110,9581,19,167,189,0.239,1.0,LOW IDX,3,MKT,70,86,,S9581,,,,,,1993
93RA00360,S3204,92,1,18,07,r-3,2,1,10,Y,109,71,108,0.576,135,135,137,0.225,5.5,5.6,2.2,60,6.9,62.2,4.3,18.9,80,,1,3+,1.8,102.8,094910,1589,10,176,189,0.312,1.0,,1,CTL,100,95,,S1589,SP,B,99.9,91,S,1993
93RA00361,S3215,92,1,18,07,r-1,1,1,10,Y,110,66,107,0.5,134,134,137,0.239,5.2,5.2,2.0,62,7.0,53.6,3.8,22.1,62,,1,4+,1.7,102.0,098810,1516,10,185,189,0.353,1.0,,2,,98,84,,S1516,S4,AAA,,140,,1993
93RA00362,S3240,92,1,18,07,r-2,1,1,10,Y,111,72,106,0.539,132,132,137,0.211,7.2,7.2,2.8,60,7.9,64.2,5.1,19.6,70,,1,3+,1.7,103.2,067610,1989,10,178,189,0.315,1.0,,1,M,106,111,,S1989,S3,AA,88.0,41a,S,1993
93RA00363,S3244,92,1,18,07,r-1,1,1,10,Y,111,67,106,0.514,124,124,137,0.2,5.0,5.2,2.0,64,6.6,60.2,4.0,20.1,70,,1,3+,1.7,102.2,098810,1770,10,164,189,0.288,1.0,,1,CTL,96,88,,S1770,S1,A,,,S,1993
93RA00364,S3273,92,1,18,07,r-3,1,1,10,Y,114,70,105,0.523,121,121,137,0.18,5.6,5.4,2.2,64,6.5,62.8,4.1,18.6,80,,1,3-,1.7,102.4,094910,1664,10,165,189,0.284,1.0,,1,CTL,97,94,,S1664,S3,AA,91.0,84a,E,1993
93RA00365,S3286,92,1,SW,42,AI,3,2,30,Y,115,74,104,0.669,120,120,137,0.163,6.1,5.9,2.4,62,7.8,65.5,5.1,20.1,70,,2,2,1.86,124.4,077910,0203,10,155,189,0.242,1.0,,1,CTL,109,90,,S0203,S2,AA,,,E,1993
93RA00366,S3295,92,1,18,07,r-3,2,1,10,Y,117,63,107,0.508,101,101,137,0.137,5.6,5.5,2.2,64,5.2,64.3,3.3,20.2,70,4,1,3-,1.8,100.8,094910,1641,10,136,189,0.221,1.0,,3,,91,83,,S1641,,,,,,1993
93RA00367,S3304,92,1,18,07,r-1,1,1,10,Y,119,72,105,0.542,120,120,137,0.173,5.1,5.1,2.0,58,6.3,58.7,3.7,20.7,64,,1,4+,1.7,102.8,098810,1556,10,168,189,0.291,1.0,,2,,95,85,,S1556,S3,AA,,138,,1993
93RA00368,S3319,92,1,SW,42,AI,2,2,30,Y,121,58,98,0.492,101,101,137,0.152,5.8,5.8,2.3,60,6.5,57.6,3.7,20.4,70,,1,3,2.0,112.9,077910,9592,19,144,189,0.257,1.0,,3,,98,77,,S9592,,,,,,1993
93RA00369,S3321,92,1,18,07,r-3,1,1,10,Y,121,75,98,0.588,114,114,137,0.138,5.0,5.0,2.0,64,6.0,69.3,4.2,17.1,80,,1,3,1.7,104.2,094910,1611,10,159,189,0.251,1.0,,2,,97,94,,S1611,S2,AA,,134,,1993
93RA00370,S3355,92,2,10,07,104,2,2,40,F,234,72,105,0.566,130,130,139,0.352,0.0,0.0,0.0,62,6.5,0.0,0.0,0.0,0,1,2,,2.25,82.8,S9543,9515,19,156,189,0.391,0.5,,2,,111,0,,S9515,S1,A,,152,,1993
93RA00371,S3359,92,2,10,07,102,1,1,40,F,235,94,104,0.781,122,122,139,0.17,0.0,0.0,0.0,58,6.9,0.0,0.0,0.0,0,1,1,,0.75,64.8,S1130,9501,19,143,189,0.228,0.5,,3,,80,0,,S9501,,,,,,1993
93RA00372,S3362,92,2,10,07,102,1,1,40,F,236,87,103,0.735,123,123,139,0.218,0.0,0.0,0.0,64,5.8,0.0,0.0,0.0,0,1,1,,1.25,68.3,S1130,9475,19,149,189,0.288,0.5,,2,,88,0,,S9475,S2,AA,,153,,1993
93RA00373,S3363,92,2,10,07,102,1,1,40,F,237,98,102,0.838,141,141,139,0.261,0.0,0.0,0.0,62,8.8,0.0,0.0,0.0,0,1,1,,1.0,77.3,S1130,9551,19,175,189,0.358,0.5,OUT OF SALE,1,LIS,103,0,,S9551,S3,AA,,SAV,S,1993
93RA00374,S3365,92,2,10,07,103,1,1,50,F,238,95,101,0.79,131,131,139,0.218,0.0,0.0,0.0,60,9.4,0.0,0.0,0.0,0,1,2,,1.6,96.6,S9529,8582,19,165,189,0.326,0.5,,2,,117,0,,S8582,S0,B,,151,,1993
93RA00375,T0979,90,1,41,02,414,2,2,20,M,98,83,115,0.714,164,172,139,0.106,7.3,7.4,2.9,62,12.8,59.1,7.6,24.7,60,1,1,2,1.75,117.6,022844,9777,43,219,189,0.22,3.0,,2,,97,112,,T9777,S1,A,,181,,1993
93RA00376,T1157,90,1,48,02,T-8,,,0,M,0,0,0,0.0,206,0,139,0.0,0.0,0.0,0.0,62,13.2,0.0,0.0,0.0,0,,,,0.0,0.0,,,,261,189,0.0,3.0,VASEC.RAM,3,VAS,0,0,,,S2,AA,,,,1993
93RA00377,T1189,90,1,48,02,T-6,2,2,20,M,104,84,115,0.71,200,199,139,0.213,5.2,5.2,2.0,62,8.9,55.4,4.9,23.2,62,2,1,2,1.87,141.0,4214,9408,43,235,189,0.315,3.0,X FROM SALE,X,,100,82,,T9408,D3,DUD,,,,1993
93RA00378,T1372,90,1,41,02,412,2,2,60,M,109,85,103,0.719,175,161,139,0.075,7.3,7.3,2.9,62,12.7,55.3,7.0,24.7,60,2,3,3,1.74,136.1,958143,6364,43,221,189,0.193,3.0,5 JAW,3,,103,107,,T6364,S3,AA,,,,1993
93RA00379,T1791,91,1,48,02,T-2,2,2,60,M,94,97,117,0.665,172,133,139,0.125,8.2,8.0,3.2,60,16.8,56.4,9.5,23.5,60,1,1,2-,1.42,110.8,853543,6993,43,224,189,0.215,2.0,,2,,112,120,,T6993,S1,A,,176,,1993
93RA00380,T1899,91,1,42,02,842,2,2,40,M,96,76,123,0.538,148,117,139,0.146,7.8,7.0,2.9,60,11.2,66.0,7.4,22.6,62,2,1,2-,1.96,111.2,043844,8574,43,175,189,0.202,2.0,SIZE,3,,105,103,,T8574,S1,A,,,,1993
93RA00381,T1947,91,1,42,02,862,2,2,50,M,96,79,123,0.536,128,104,139,0.089,8.0,6.6,2.9,62,10.1,66.4,6.7,20.7,64,2,1,2-,1.71,92.8,046744,8262,43,179,189,0.191,2.0,,4,,91,100,,T8262,S1,A,,,,1993
93RA00382,T1984,91,1,48,02,T-1,3,2,50,M,97,89,122,0.698,163,133,139,0.157,7.5,7.9,3.0,60,12.3,67.8,8.3,23.1,62,1,1,3,1.91,114.4,867243,7894,43,215,189,0.249,2.0,NOTCHED CHECK,2,,111,110,,T7894,S0,B,,XXX,,1993
93RA00383,T2030,91,1,42,02,852,2,2,30,M,97,81,122,0.594,153,120,139,0.139,7.1,7.5,2.9,58,12.2,53.4,6.5,26.8,56,1,2,2,1.5,96.5,040344,9746,43,199,189,0.214,2.0,,3,,94,93,,T9746,S2,AA,,,,1993
93RA00384,T2097,91,1,48,02,T-1,1,1,40,M,98,115,121,0.674,186,145,139,0.107,7.8,7.7,3.1,58,12.6,63.3,8.0,24.8,60,1,2,2,1.63,117.2,853543,9277,43,245,189,0.214,2.0,,2,,111,107,,T9277,S0,B,,175,,1993
93RA00385,T2132,91,1,48,02,T-4,2,2,20,M,99,84,119,0.669,197,139,139,0.195,7.4,7.5,2.9,62,12.7,65.3,8.3,23.5,60,1,1,2-,1.69,107.7,867243,0683,44,249,189,0.313,2.0,LUNGS,4,,110,108,,T0683,S2,AA,,,,1993
93RA00386,T2145,91,1,48,02,T-3,1,1,30,M,99,107,119,0.667,192,161,139,0.191,7.2,7.3,2.9,58,12.4,69.0,8.6,25.2,58,1,1,2-,1.62,106.6,867243,9907,43,245,189,0.272,2.0,,2,,108,109,,T9907,S1,A,,XXX,,1993
93RA00387,T2174,91,1,41,02,411,1,1,50,M,100,92,118,0.537,172,138,139,0.163,7.0,6.8,2.7,58,13.8,45.8,6.3,24.9,60,1,1,2-,1.81,115.3,036644,7828,43,207,189,0.202,2.0,,2,,103,91,,T7828,S5,AAA,,183,,1993
93RA00388,T2225,91,1,42,02,832,1,1,30,M,102,77,116,0.504,164,136,139,0.209,6.8,7.1,2.7,60,11.1,51.5,5.7,23.1,62,1,2,2,1.25,70.2,039544,9553,43,208,189,0.292,2.0,,3,,79,88,,T9553,S3,AA,,,,1993
93RA00389,T2238,91,1,42,02,842,2,1,50,M,103,74,115,0.483,149,116,139,0.149,7.2,7.4,2.9,60,11.4,57.3,6.5,24.9,60,3,1,2,1.51,84.8,043844,8037,43,193,189,0.234,2.0,SCUR3,3,MKT,88,95,,T8037,S1,A,,,,1993
93RA00390,T2268,91,1,41,02,413,2,2,30,M,105,90,114,0.682,189,147,139,0.203,6.7,7.0,2.7,62,12.9,61.0,7.9,22.7,62,1,1,2+,1.87,139.6,073944,9822,43,243,189,0.296,2.0,,2,,126,104,,T9822,S1,A,,179,,1993
93RA00391,T2280,91,1,42,02,832,2,2,50,M,106,76,113,0.58,130,111,139,0.125,0.0,0.0,0.0,60,9.8,0.0,0.0,0.0,0,2,2,,1.61,88.4,039544,7809,43,173,189,0.196,2.0,MSG.DATA,3,,0,0,,T7809,S2,AA,,,,1993
93RA00392,T2285,91,1,42,02,842,2,1,20,M,106,74,113,0.538,170,116,139,0.149,6.5,6.2,2.5,62,10.5,58.8,6.2,23.8,60,2,1,2,1.69,95.1,043844,0811,44,204,189,0.238,2.0,,2,,92,89,,T0811,S2,AA,,183,,1993
93RA00393,T2286,91,1,41,02,414,2,2,30,M,107,91,112,0.677,156,127,139,0.128,5.8,6.8,2.5,64,9.6,59.7,5.7,22.1,62,2,2,2+,1.75,113.2,040944,9925,43,211,189,0.22,2.0,,2,,101,87,,T9925,S2,AA,,182,,1993
93RA00394,T2297,91,1,41,02,411,2,2,60,M,107,82,112,0.661,179,136,139,0.192,7.4,7.1,2.9,56,11.8,59.2,7.0,24.1,60,1,2,2+,1.69,118.7,036644,7124,43,225,189,0.273,2.0,,2,,111,99,,T7124,S2,AA,,183,,1993
93RA00395,T2306,91,1,41,02,412,1,1,60,M,107,98,112,0.624,190,151,139,0.189,7.1,7.5,2.9,62,15.3,54.5,8.3,26.8,56,1,1,2-,1.6,96.7,072644,6978,43,246,189,0.273,2.0,NICE RAM,2,,102,106,,T6978,S2,AA,,180,,1993
93RA00396,T2309,91,1,42,02,872,1,1,40,M,108,80,111,0.512,163,118,139,0.135,8.2,8.0,3.2,62,9.6,73.3,7.0,25.1,58,2,2,3+,1.52,84.4,057744,9323,43,201,189,0.208,2.0,,3,,89,101,,T9323,S1,A,,,,1993
93RA00397,T2348,91,1,42,02,882,3,2,60,M,110,74,109,0.625,159,122,139,0.171,7.0,7.2,2.8,58,11.7,61.0,7.1,24.4,60,1,1,3+,1.51,89.9,955643,7610,43,196,189,0.232,2.0,,2,,92,98,,T7610,S0,B,,177,,1993
93RA00398,T2374,91,1,42,02,812,1,1,20,,112,78,107,0.527,0,141,0,0.224,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,,1.69,110.2,033644,0671,44,223,189,0.249,2.0,SHORN 3/93 !,3,,0,0,,T0671,D3,DUD,,,,1993
93RA00399,T2385,91,1,42,02,812,2,1,30,M,113,76,106,0.581,140,113,139,0.132,7.0,7.2,2.8,56,12.5,60.2,7.5,25.5,58,1,1,2,1.75,80.0,033644,0249,44,186,189,0.196,2.0,BRITCHY,3,,86,100,,T0249,S3,AA,,,,1993
93RA00400,T2481,91,1,42,02,862,1,1,40,M,121,84,97,0.659,183,143,139,0.209,6.8,6.5,2.6,62,9.1,70.5,6.4,21.3,64,3,1,2,1.3,87.5,046744,9322,43,216,189,0.257,2.0,SCUR?,2,MKT,89,94,,T9322,S2,AA,,182,,1993
93RA00401,T2551,92,1,41,02,413,3,2,40,Y,93,86,124,0.581,126,126,137,0.14,7.3,7.5,2.9,64,8.3,64.4,5.3,21.4,64,,1,3,1.75,108.0,102644,9582,43,172,189,0.255,1.0,,2,,105,108,,T9582,S4,AAA,,170,,1993
93RA00402,T2555,92,1,41,02,414,2,2,40,Y,93,83,124,0.57,147,147,137,0.225,7.2,7.4,2.9,58,11.0,67.0,7.4,20.5,70,,1,2-,1.75,118.7,120344,9433,43,180,189,0.288,1.0,,1,M,121,130,,T9433,S2,AA,,,Q,1993
93RA00403,T2556,92,1,41,02,414,2,2,40,Y,93,80,124,0.555,148,148,137,0.239,7.9,7.9,3.1,58,9.4,70.7,6.6,19.7,70,,1,2-,1.75,118.7,120344,9433,43,184,189,0.309,1.0,EMBRYO STUDY,1,M,120,126,,T9433,S5,AAA,97.0,411,S,1993
93RA00404,T2562,92,1,41,02,412,3,2,30,Y,93,85,124,0.668,142,142,137,0.2,7.2,7.2,2.8,58,9.5,63.5,6.0,22.2,62,,1,3+,1.97,111.3,097944,0308,44,183,189,0.291,1.0,EMBRYO STUDY,1,M,111,114,,T0308,S3,AA,,alt,E,1993
93RA00405,T2575,92,1,42,02,832,2,2,20,Y,95,66,122,0.482,115,115,137,0.172,5.3,6.1,2.2,62,6.3,62.5,3.9,20.3,70,,1,2-,1.51,90.3,039544,1012,44,148,189,0.243,1.0,,1,CTL,86,87,,T1012,S3,AA,,,E,1993
93RA00406,T2580,92,1,41,02,414,2,2,70,Y,95,75,122,0.518,124,124,137,0.172,6.4,7.1,2.7,60,8.4,65.4,5.5,21.9,64,,1,2-,1.78,110.9,120344,7123,43,159,189,0.249,1.0,4TEATS,2,,107,107,,T7123,S3,AA,,174,,1993
93RA00407,T2590,92,1,41,02,414,3,2,30,Y,95,77,122,0.588,131,131,137,0.189,5.7,6.2,2.3,64,6.8,66.0,4.5,19.5,70,,1,3,1.97,131.2,120344,0584,44,168,189,0.27,1.0,NOTCH,2,,114,95,,T0584,S4,AAA,,167,,1993
93RA00408,T2601,92,1,41,02,412,3,1,40,Y,96,95,121,0.595,152,152,137,0.2,6.4,7.0,2.6,58,10.6,68.7,7.3,21.5,64,,1,2+,1.62,114.2,097944,9413,43,189,189,0.279,1.0,4TEATS,1,M,117,125,,T9413,SP,B,86.0,414,S,1993
93RA00409,T2611,92,1,41,02,412,1,1,30,Y,96,103,121,0.617,147,147,137,0.154,6.9,7.1,2.8,58,7.6,72.4,5.5,19.1,80,,1,2-,1.69,107.2,097944,0423,44,188,189,0.252,1.0,WOOL,3,LIS,105,111,,T0423,D3,DUD,,,,1993
93RA00410,T2614,92,1,42,02,872,2,2,30,Y,97,73,120,0.549,118,118,137,0.158,7.2,7.4,2.9,58,9.0,70.8,6.4,22.3,62,,1,3,1.69,102.7,105744,0375,44,158,189,0.252,1.0,,1,CTL,107,119,,T0375,S3,AA,90.0,80,S,1993
93RA00411,T2616,92,1,42,02,812,1,1,20,Y,97,76,120,0.456,112,112,137,0.126,5.1,5.2,2.0,62,7.9,52.8,4.2,20.8,64,,1,2-,1.35,77.8,094444,0957,44,149,189,0.217,1.0,,1,CTL,78,87,,T0957,D3,DUD,,,S,1993
93RA00412,T2619,92,1,41,02,412,1,1,70,Y,97,95,120,0.569,132,132,137,0.13,6.0,6.6,2.5,60,8.8,61.0,5.4,20.4,70,,1,2,1.6,96.7,097944,6978,43,172,189,0.228,1.0,,2,,97,105,,T6978,S4,AAA,,174,,1993
93RA00413,T2621,92,1,41,02,411,2,1,60,Y,97,94,120,0.606,121,121,137,0.095,8.2,8.5,3.3,58,10.9,61.5,6.7,23.9,60,,1,3-,1.71,105.3,137344,8042,43,163,189,0.205,1.0,PULL4HRLATER,2,,109,125,,T8042,S3,AA,,172,,1993
93RA00414,T2636,92,1,42,02,842,2,1,30,Y,97,71,120,0.46,116,116,137,0.158,6.0,6.1,2.4,60,7.8,53.8,4.2,21.2,64,3,1,2,1.54,81.8,143944,0325,44,153,189,0.243,1.0,SCURS,1,CTL,83,91,,T0325,S2,AA,,,Q,1993
93RA00415,T2638,92,1,42,02,802,2,1,40,Y,97,88,120,0.529,114,114,137,0.091,7.2,7.2,2.8,58,8.3,60.5,5.0,19.8,70,,2,2,1.5,96.5,107344,9746,43,154,189,0.196,1.0,HOMO'93,1,CTL,95,106,,T9746,MO,MOR,0.0,81,E,1993
93RA00416,T2643,92,1,42,02,882,1,1,70,Y,98,102,126,0.549,146,146,137,0.158,6.6,6.7,2.6,58,9.7,73.0,7.1,22.1,62,,1,3+,1.15,78.3,095244,7282,43,181,189,0.239,1.0,,1,CTL,93,122,,T7282,S3,AA,90.0,82,S,1993
93RA00417,T2653,92,1,41,02,413,3,2,60,Y,98,78,126,0.548,120,120,137,0.151,7.2,7.5,2.9,60,8.3,63.9,5.3,21.8,64,,1,2-,2.11,119.6,102644,8210,43,157,189,0.239,1.0,,1,M,111,108,,T8210,D3,DUD,,alt,S,1993
93RA00418,T2654,92,1,41,02,413,3,2,60,Y,98,74,121,0.521,119,119,137,0.159,6.4,6.8,2.6,60,8.6,62.0,5.3,20.9,64,,1,2,2.11,119.6,102644,8210,43,162,189,0.263,1.0,,1,M,111,105,,T8210,S1,A,87.0,413,S,1993
93RA00419,T2678,92,1,42,02,842,2,2,40,Y,99,79,120,0.528,124,124,137,0.159,6.8,7.0,2.7,62,7.4,71.0,5.3,22.4,62,,1,2,1.62,81.8,143944,0131,44,156,189,0.23,1.0,EMBRYO STUDY,1,CTL,88,105,,T0131,S4,AAA,90.0,83,S,1993
93RA00420,T2685,92,1,42,02,842,2,1,20,Y,99,75,120,0.456,102,102,137,0.095,6.8,6.6,2.6,60,7.3,64.2,4.7,19.6,70,,1,3,1.51,76.2,143944,0935,44,141,189,0.197,1.0,,1,CTL,81,100,,T0935,S3,AA,,,S,1993
93RA00421,T2691,92,1,42,02,822,2,2,30,Y,99,92,120,0.629,136,136,137,0.155,5.8,5.9,2.3,62,7.2,55.5,4.0,21.4,64,,1,2-,1.54,82.3,100544,0338,44,173,189,0.242,1.0,,1,CTL,82,88,,T0338,S3,AA,91.0,84,S,1993
93RA00422,T2696,92,1,41,02,412,2,1,50,Y,100,90,124,0.507,127,127,137,0.133,6.4,6.9,2.6,62,8.9,64.6,5.7,21.9,64,,1,2-,1.85,94.9,097944,8766,43,163,189,0.221,1.0,X L.TAIL EPI,4,MKT,97,108,,T8766,,,,,,1993
93RA00423,T2698,92,1,42,02,852,2,1,60,Y,100,82,119,0.523,113,113,137,0.11,6.1,6.0,2.4,62,7.0,64.3,4.5,20.3,70,,1,2-,1.71,88.3,046744,7730,43,150,189,0.203,1.0,,1,CTL,87,95,,T7730,S2,AA,91.0,85,S,1993
93RA00424,T2705,92,1,41,02,414,2,2,30,Y,100,88,119,0.607,138,138,137,0.177,7.1,7.0,2.8,60,10.4,64.7,6.7,20.6,64,,1,3+,1.69,114.5,120344,0363,44,190,189,0.304,1.0,,2,,116,122,,T0363,D3,DUD,,JAF,,1993
93RA00425,T2714,92,1,41,02,414,2,2,30,Y,101,87,118,0.623,138,138,137,0.18,6.4,6.5,2.5,62,8.3,66.5,5.5,21.2,64,,3,3+,1.69,103.0,120344,0767,44,185,189,0.293,1.0,,1,JIM,103,106,,T0767,S2,AA,35.0,R.2,S,1993
93RA00426,T2727,92,1,48,02,T-6,2,2,30,Y,101,79,118,0.547,139,139,137,0.212,5.3,5.6,2.1,64,7.0,59.0,4.1,18.5,80,,1,3+,1.69,116.6,113544,0809,44,200,189,0.361,1.0,,1,LIS,106,90,,T0809,S3,AA,,,Q,1993
93RA00427,T2735,92,1,41,02,413,2,2,30,Y,101,94,118,0.68,150,150,137,0.198,6.2,6.5,2.5,64,8.5,61.8,5.3,20.4,70,,1,2-,1.83,109.8,102644,0543,44,184,189,0.269,1.0,AB R.CHEEK,4,,105,104,,T0543,,,,,,1993
93RA00428,T2745,92,1,48,02,T-4,3,1,40,Y,102,81,115,0.54,114,114,137,0.116,6.3,6.2,2.5,62,7.5,61.1,4.6,21.3,64,,1,3-,1.87,102.5,8083,9463,43,160,189,0.234,1.0,,2,,97,97,,T9463,S1,A,,174,,1993
93RA00429,T2767,92,1,41,02,414,3,3,40,Y,102,72,115,0.57,124,124,137,0.182,6.8,7.5,2.8,62,6.7,70.6,4.7,20.1,70,,1,3+,1.87,128.7,120344,0142,44,166,189,0.279,1.0,,1,M,115,102,,T0142,S1,A,,alt,E,1993
93RA00430,T2776,92,1,42,02,892,2,2,70,Y,103,76,114,0.537,117,117,137,0.144,5.1,5.5,2.1,62,5.7,68.9,3.9,19.3,70,,1,2-,1.6,98.4,110244,7165,43,165,189,0.264,1.0,,1,CTL,91,87,,T7165,S2,AA,83.0,86,S,1993
93RA00431,T2788,92,1,42,02,832,1,1,20,Y,103,83,114,0.536,132,132,137,0.172,7.2,7.9,3.0,58,7.3,70.6,5.2,21.1,64,,1,2-,1.35,80.1,039544,0943,44,166,189,0.246,1.0,EMBRYO STUDY,1,CTL,89,109,,T0943,S4,AAA,82.0,87,S,1993
93RA00432,T2813,92,1,48,02,T-9,2,2,30,Y,104,79,113,0.567,112,112,137,0.116,5.9,5.9,2.3,58,8.0,66.8,5.3,21.4,64,,1,3-,1.69,100.8,149544,0747,44,158,189,0.234,1.0,SIZE,3,,98,101,,T0747,D3,DUD,,,,1993
93RA00433,T2816,92,1,48,02,T-1,2,1,20,Y,104,103,113,0.74,142,142,137,0.137,7.2,7.2,2.8,58,9.0,65.9,5.9,21.1,64,,1,2-,1.85,84.3,036644,1148,44,194,189,0.27,1.0,,3,,94,113,,T1148,,,,,,1993
93RA00434,T2839,92,1,48,02,T-9,1,1,60,Y,104,97,113,0.591,142,142,137,0.158,5.6,6.0,2.3,58,9.6,60.3,5.8,22.1,62,,1,3,1.31,92.2,149544,8383,43,186,189,0.264,1.0,,1,LIS,96,105,,T8383,S2,AA,,,S,1993
93RA00435,T2856,92,1,48,02,T-3,2,2,60,Y,104,76,113,0.593,132,132,137,0.196,6.2,6.4,2.5,64,7.5,62.6,4.7,20.8,64,,1,3+,1.81,127.0,0001,8131,43,170,189,0.279,1.0,LISA,1,LIS,113,98,,T8131,S3,AA,,,S,1993
93RA00436,T2857,92,1,48,02,T-3,2,2,60,Y,104,88,113,0.695,147,147,137,0.207,5.9,5.8,2.3,64,6.8,49.5,3.4,21.7,64,,1,3+,1.81,127.0,0001,8131,43,196,189,0.32,1.0,,2,,109,82,,T8131,S1,A,,160,,1993
93RA00437,T2864,92,1,48,02,T-4,2,2,30,Y,104,77,113,0.567,148,148,137,0.249,5.8,6.2,2.4,58,9.6,63.8,6.1,22.5,62,,1,2-,1.83,111.7,8083,0839,44,195,189,0.35,1.0,,2,,112,109,,T0839,MO,MOR,,JAF,,1993
93RA00438,T2879,92,1,41,02,411,2,2,40,Y,105,81,119,0.572,114,114,137,0.119,6.2,6.3,2.5,60,8.0,58.0,4.6,22.2,62,,1,3-,1.62,107.0,137344,9783,43,157,189,0.23,1.0,,3,,99,96,,T9783,D3,DUD,,,,1993
93RA00439,T2891,92,1,42,02,802,2,1,20,Y,105,78,114,0.521,132,132,137,0.191,5.1,5.2,2.0,64,6.5,52.0,3.4,18.7,80,,1,2-,1.68,96.5,107344,1119,44,171,189,0.278,1.0,,1,CTL,88,81,,T1119,S3,AA,90.0,88,S,1993
93RA00440,T2936,92,1,41,02,413,2,2,30,Y,106,79,113,0.588,120,120,137,0.145,6.8,6.5,2.6,60,7.2,67.1,4.8,19.8,70,,1,3,1.54,102.7,102644,0309,44,157,189,0.233,1.0,,2,,98,101,,T0309,S3,AA,,XXX,,1993
93RA00441,T2949,92,1,48,02,T-3,2,2,60,Y,106,80,113,0.574,138,138,137,0.205,6.8,6.6,2.6,62,6.5,64.1,4.2,18.3,80,,1,2-,1.91,110.2,0001,8059,43,209,189,0.385,1.0,,2,,106,97,,T8059,D3,DUD,,JAF,,1993
93RA00442,T2978,92,1,48,02,T-6,2,2,40,Y,107,89,112,0.655,146,146,137,0.201,5.3,5.5,2.1,60,8.6,57.2,4.9,20.9,64,,1,3+,1.75,103.1,113544,9584,43,192,189,0.307,1.0,4TEATS,1,JIM,99,95,,T9584,S2,AA,,,E,1993
93RA00443,T2990,92,1,48,02,T-6,2,2,30,Y,107,85,112,0.644,137,137,137,0.184,5.2,5.8,2.2,60,8.7,56.1,4.9,21.4,64,,1,2,1.69,103.0,113544,0689,44,181,189,0.287,1.0,,1,LIS,99,96,,T0689,S4,AAA,,,S,1993
93RA00444,T3001,92,1,48,02,T-3,1,1,50,Y,107,98,112,0.555,150,150,137,0.184,5.0,5.0,2.0,64,7.0,53.2,3.7,21.5,64,,1,4,1.41,84.4,0001,8633,43,197,189,0.296,1.0,4TEATS,3,,83,81,,T8633,,,,,,1993
