UID,ETAG,YR,SEA,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SHOU,SIDE,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,SEMEN,YRREC
93RA00051,K6158,92,1,68,06,C12,1,1,30,Y,97,98,120,0.561,174,174,137,0.267,9.5,9.1,3.7,56,10.3,56.4,5.8,21.1,64,,1,3,1.58,111.7,452563,3867,63,219,189,0.359,1.0,COARSE,1,ADG,129,118,,K3867,S3,AA,94.0,02,S,1993
93RA00052,K6168,92,1,68,06,C-3,2,2,60,Y,97,91,120,0.611,157,157,137,0.232,7.0,7.2,2.8,56,11.1,60.2,6.7,22.7,62,,2,3,1.49,108.6,399463,1939,63,204,189,0.335,1.0,NICE RAM,1,ADG,120,115,,K1939,S2,AA,97.0,11a,E,1993
93RA00053,K6169,92,1,68,06,C-3,2,2,60,Y,97,79,120,0.644,126,126,137,0.165,6.3,6.4,2.5,58,11.4,53.2,6.1,23.6,60,,1,3+,1.49,108.6,399463,1939,63,169,189,0.267,1.0,,1,CTL,96,105,,K1939,S3,AA,,,E,1993
93RA00054,K6181,92,1,68,06,C13,1,1,20,Y,97,105,120,0.629,157,157,137,0.182,6.0,5.8,2.3,60,6.9,55.1,3.8,23.9,60,,1,2-,1.56,110.4,485563,4676,63,195,189,0.267,1.0,BLK.EARS,1,CTL,96,81,,K4676,S2,AA,78.0,62,S,1993
93RA00055,K6197,92,1,68,06,C-8,1,1,30,Y,98,120,121,0.693,158,158,137,0.134,5.9,6.5,2.4,60,8.2,60.5,5.0,21.5,64,,1,2,1.44,103.4,463863,4074,63,196,189,0.227,1.0,,1,CTL,81,95,,K4074,SP,B,90.0,63,E,1993
93RA00056,K6209,92,1,68,06,C13,2,2,50,Y,98,101,121,0.699,164,164,137,0.223,6.2,6.4,2.5,58,8.1,59.1,4.8,26.8,56,,1,2,1.6,123.3,485563,2470,63,200,189,0.296,1.0,,2,,106,90,,K2470,S2,AA,,185,,1993
93RA00057,K6213,92,1,68,06,C-5,2,2,20,Y,98,96,126,0.627,157,157,137,0.219,7.5,8.0,3.1,56,9.9,58.9,5.8,25.3,58,,1,3-,1.73,119.9,444963,5065,63,192,189,0.291,1.0,SMALL TESTES,4,MKT,104,108,,K5065,,,,,,1993
93RA00058,K6218,92,1,68,06,C10,2,2,20,Y,98,91,121,0.601,141,141,137,0.177,6.2,6.4,2.5,62,7.5,60.9,4.6,22.1,62,,1,3+,1.73,120.8,442963,4718,63,187,189,0.287,1.0,,1,CTL,103,92,,K4718,S3,AA,89.0,64,S,1993
93RA00059,K6224,92,1,68,06,C-3,2,1,60,Y,98,109,121,0.611,147,147,137,0.134,7.2,7.4,2.9,56,9.2,63.2,5.8,23.4,62,,1,4,1.69,112.4,399463,2313,63,194,189,0.254,1.0,,1,CTL,91,107,,K2313,S1,A,99.9,65,S,1993
93RA00060,K6227,92,1,68,06,C10,3,2,60,Y,98,103,125,0.712,139,139,137,0.129,7.2,7.2,2.8,58,8.9,71.2,6.3,27.0,56,,1,5+,1.89,114.0,442963,1883,63,181,189,0.236,1.0,LONGTAIL5FACE,4,MKT,85,108,,K1883,,,,,,1993
93RA00061,K6230,92,1,68,06,C-4,1,1,30,Y,98,111,119,0.672,149,149,137,0.133,7.4,7.9,3.0,60,11.9,57.4,6.8,22.7,62,,1,2,1.73,120.0,388463,4039,63,194,189,0.246,1.0,CRYPTORCHID?,4,MKT,88,118,,K4039,,,,,,1993
93RA00062,K6241,92,1,68,06,C-1,2,2,50,Y,99,90,120,0.607,145,145,137,0.194,7.2,7.3,2.9,56,9.6,65.8,6.3,24.7,60,,1,2-,1.6,124.4,392563,2648,63,190,189,0.299,1.0,,1,LBW,107,110,,K2648,S4,AAA,,alt,S,1993
93RA00063,K6255,92,1,68,06,C-6,1,1,20,Y,99,108,120,0.629,166,166,137,0.205,6.8,7.0,2.7,60,8.7,56.5,4.9,21.9,64,,2,3+,1.56,91.5,508663,4643,63,202,189,0.281,1.0,4TEATS,1,CTL,101,97,,K4643,S3,AA,99.9,71,S,1993
93RA00064,K6261,92,1,68,06,C-8,2,2,40,Y,99,93,120,0.642,148,148,137,0.194,6.1,6.4,2.5,58,8.0,56.1,4.5,23.9,60,,1,3+,1.67,82.3,463863,3096,63,188,189,0.284,1.0,,1,CTL,102,90,,K3096,SP,B,,,E,1993
93RA00065,K6272,92,1,68,06,C-3,2,2,20,Y,99,89,125,0.607,148,148,137,0.212,6.3,6.8,2.6,56,8.9,59.8,5.3,22.7,62,,1,4+,1.73,126.6,399463,5056,63,188,189,0.3,1.0,4TEATS,2,,108,99,,K5056,D3,DUD,,JAF,,1993
93RA00066,K6280,92,1,68,06,C-4,2,1,20,Y,99,103,120,0.598,160,160,137,0.201,6.2,6.5,2.5,60,8.2,55.4,4.5,20.9,64,,1,2-,1.73,108.1,388463,4453,63,213,189,0.328,1.0,4TEATS,1,ADG,118,92,,K4453,S4,AAA,,alt,S,1993
93RA00067,K6283,92,1,68,06,C-6,2,1,50,Y,100,99,119,0.53,131,131,137,0.113,5.8,6.0,2.3,60,7.7,55.6,4.3,20.7,64,,1,2-,1.6,104.8,508663,2913,63,170,189,0.212,1.0,LOW IDX,3,MKT,76,88,,K2913,D3,DUD,,,,1993
93RA00068,K6286,92,1,68,06,C-2,2,2,20,Y,100,87,119,0.636,155,155,137,0.24,7.1,7.3,2.8,56,8.5,57.9,4.9,22.8,62,,1,2,1.9,102.3,425163,4624,63,192,189,0.313,1.0,EYE OK,2,,112,98,,K4624,S4,AAA,,XXX,,1993
93RA00069,K6298,92,1,68,06,C-2,2,2,50,Y,100,86,119,0.594,139,139,137,0.187,8.0,8.1,3.2,60,10.2,59.8,6.1,23.1,62,,2,3,1.93,134.2,425163,2808,63,183,189,0.29,1.0,TRT. LEFT EYE,1,LBW,104,113,,K2808,S3,AA,93.0,12,E,1993
93RA00070,K6304,92,1,68,06,C-4,3,2,40,Y,100,85,119,0.589,147,147,137,0.219,7.0,7.5,2.9,58,10.0,56.9,5.7,25.1,58,,1,3+,1.92,130.1,388463,3221,63,181,189,0.287,1.0,,1,LBW,103,104,,K3221,S4,AAA,97.0,14,E,1993
93RA00071,K6315,92,1,68,06,C-2,2,2,60,Y,101,84,118,0.568,138,138,137,0.191,6.4,6.7,2.6,58,8.4,54.2,4.6,21.7,64,,1,2-,1.79,109.3,425163,1830,63,185,189,0.301,1.0,,2,,108,94,,K1830,S2,AA,,187,,1993
93RA00072,K6338,92,1,68,06,C-2,1,1,60,Y,101,100,118,0.559,170,170,137,0.247,6.4,6.4,2.5,62,8.8,50.3,4.4,22.1,62,,1,2-,1.59,77.1,425163,2091,63,211,189,0.331,1.0,,1,ADG,119,90,,K2091,S2,AA,94.0,03,E,1993
93RA00073,K6344,92,1,68,06,C-7,1,1,20,Y,101,101,118,0.586,134,134,137,0.117,6.3,6.5,2.5,60,7.9,59.2,4.7,20.6,64,,1,2,1.56,109.5,503263,5072,63,186,189,0.254,1.0,4TEATS,1,CTL,91,95,,K5072,S2,AA,99.9,66,S,1993
93RA00074,K6347,92,1,68,06,c-1,2,2,10,Y,101,79,118,0.682,148,148,137,0.244,6.4,6.6,2.6,54,9.2,56.8,5.2,25.6,58,,2,4+,1.77,124.2,486463,5609,63,188,189,0.325,1.0,,1,ADG,116,96,,K5609,S3,AA,,,S,1993
93RA00075,K6382,92,1,68,06,C-3,1,2,20,Y,102,98,122,0.704,117,117,137,0.068,5.7,5.6,2.2,60,7.8,59.4,4.6,24.3,60,,1,3-,1.4,95.0,399463,5109,63,165,189,0.203,1.0,LOW IDX,4,MKT,73,87,,K5109,,,,,,1993
93RA00076,K6407,92,1,68,06,C-1,1,1,20,Y,103,102,114,0.67,142,142,137,0.14,6.6,6.9,2.7,60,8.8,57.3,5.0,21.1,64,,1,3,1.4,92.2,392563,4988,63,184,189,0.243,1.0,,3,,87,99,,K4988,D3,DUD,,,,1993
93RA00077,K6408,92,1,68,06,C-3,3,1,50,Y,103,100,116,0.589,132,132,137,0.113,6.7,7.4,2.8,58,8.4,65.3,5.5,23.5,60,,1,4-,1.82,118.9,399463,2685,63,175,189,0.224,1.0,CHK.FACE,3,MKT,80,103,,K2685,,,,,,1993
93RA00078,K6410,92,1,68,06,C-1,1,1,30,Y,103,102,114,0.64,156,156,137,0.189,5.2,5.5,2.1,54,7.7,55.6,4.3,20.4,70,,1,2-,1.44,107.8,392563,3992,63,201,189,0.294,1.0,,2,,105,86,,K3992,S2,AA,,191,,1993
93RA00079,K6411,92,1,68,06,C-1,2,2,20,Y,103,92,114,0.765,144,144,137,0.182,6.8,7.1,2.7,58,9.3,58.7,5.5,21.9,64,,1,3+,1.56,104.4,392563,4879,63,182,189,0.267,1.0,,1,CTL,96,103,,K4879,S2,AA,99.9,67,S,1993
93RA00080,K6414,92,1,68,06,C11,3,2,40,Y,103,85,114,0.677,140,140,137,0.193,5.8,6.0,2.3,62,7.1,55.9,4.0,22.5,62,,1,2-,1.8,110.6,442263,3479,63,182,189,0.288,1.0,,1,CTL,103,84,,K3479,S3,AA,90.0,68,S,1993
93RA00081,K6421,92,1,68,06,C-6,1,1,20,Y,103,100,114,0.624,151,151,137,0.179,6.3,6.6,2.5,56,9.5,62.3,5.9,21.9,64,,1,3+,1.56,115.1,508663,4573,63,200,189,0.297,1.0,4TEATS,2,,106,104,,K4573,D3,DUD,,JAF,,1993
93RA00082,K6444,92,1,68,06,C12,2,2,60,Y,103,79,114,0.682,128,128,137,0.172,6.5,6.5,2.6,58,8.3,56.9,4.7,20.8,64,,1,2-,1.69,124.2,452563,2265,63,165,189,0.255,1.0,,1,CTL,91,95,,K2265,S3,AA,99.9,69,S,1993
93RA00083,K6456,92,1,68,06,C13,1,1,20,Y,104,93,113,0.58,141,141,137,0.168,6.6,6.8,2.6,60,7.6,64.5,4.9,21.7,64,,1,3+,1.73,120.1,485563,4928,63,184,189,0.27,1.0,wbc 12-10-08,1,CTL,97,96,,K4928,S1,A,,,Q,1993
93RA00084,K6472,92,1,68,06,C-8,1,1,50,Y,104,103,113,0.645,156,156,137,0.186,5.9,6.5,2.4,60,8.6,57.0,4.9,24.3,60,,1,3,1.49,98.7,463863,2560,63,199,189,0.285,1.0,,1,CTL,102,92,,K2560,SP,B,99.9,70,S,1993
93RA00085,K6495,92,1,68,06,C-3,2,1,20,Y,105,117,114,0.773,149,149,137,0.113,6.8,7.1,2.7,58,9.8,59.1,5.8,22.8,62,,1,3-,1.56,94.3,399463,4557,63,205,189,0.263,1.0,,2,,94,105,,K4557,S4,AAA,,190,,1993
93RA00086,K6514,92,1,68,06,C-3,1,1,20,Y,106,105,118,0.596,151,151,137,0.165,6.1,6.1,2.4,60,10.1,57.2,5.8,23.9,60,,1,3+,1.9,107.0,399463,4837,63,190,189,0.258,1.0,,2,,92,101,,K4837,S4,AAA,,192,,1993
93RA00087,K6528,92,1,68,06,C13,1,1,20,Y,106,107,113,0.65,150,150,137,0.152,6.2,6.2,2.4,60,7.3,56.5,4.1,23.7,60,,1,3-,1.56,112.5,485563,4502,63,199,189,0.275,1.0,X ULCER L.EYE,4,CTL,99,85,,K4502,,,,,,1993
93RA00088,K6536,92,1,68,06,C-1,1,1,50,Y,107,106,112,0.609,151,151,137,0.159,6.1,6.2,2.4,62,8.2,54.9,4.5,20.9,64,,1,3+,1.49,102.9,392563,2798,63,193,189,0.26,1.0,,1,CTL,93,91,,K2798,S3,AA,,,S,1993
93RA00089,K6553,92,1,68,06,C-6,1,1,70,Y,108,93,111,0.536,146,146,137,0.187,8.0,8.1,3.2,54,10.6,64.9,6.9,20.7,64,,2,3,1.87,126.6,508663,1490,63,189,189,0.287,1.0,4TEATS,1,CTL,103,123,,K1490,D3,DUD,,,S,1993
93RA00090,K6573,92,1,68,06,c-3,2,1,10,Y,111,91,108,0.724,148,148,137,0.201,6.2,5.6,2.3,62,7.5,50.6,3.8,22.6,62,,1,3,1.77,104.8,464063,5134,63,196,189,0.313,1.0,,1,ADG,112,82,,K5134,S3,AA,,alt,S,1993
93RA00091,K6582,92,1,68,06,c-4,1,1,10,Y,113,90,106,0.683,138,138,137,0.17,7.3,7.5,2.9,60,8.0,55.5,4.4,21.3,64,,2,3+,1.67,115.2,508663,5660,63,183,189,0.278,1.0,L.EPI 7/8/93,4,MKT,100,96,,K5660,,,,,,1993
93RA00092,L2251,88,1,71,30,714,,,0,M,0,0,0,0.0,194,0,139,0.0,0.0,0.0,0.0,56,11.8,0.0,0.0,0.0,0,,,,0.0,0.0,,,,233,189,0.0,5.0,VASEC.RAM,4,MKT,0,0,,,S1,A,,,,1993
93RA00093,L3152,88,2,72,30,724,,,0,M,0,0,0,0.0,216,0,139,0.0,0.0,0.0,0.0,56,10.1,0.0,0.0,0.0,0,,,,0.0,0.0,,,,253,189,0.0,4.5,VASEC.RAM,4,MKT,0,0,,,S2,AA,,,,1993
93RA00094,L4829,90,1,80,30,P.2,,,0,M,0,0,0,0.0,199,0,139,0.0,0.0,0.0,0.0,62,7.6,0.0,0.0,0.0,0,,,,0.0,0.0,,,,233,189,0.0,3.0,VASEC.RAM,3,VAS,0,0,,,S2,AA,,,,1993
93RA00095,L4921,90,1,81,30,P.5,,,0,M,0,0,0,0.0,144,0,139,0.0,0.0,0.0,0.0,64,6.1,0.0,0.0,0.0,0,,,,0.0,0.0,,,,184,189,0.0,3.0,VASEC.RAM,3,VAS,0,0,,,S4,AAA,,,,1993
93RA00096,L5345,90,1,80,30,44,3,2,40,M,106,88,113,0.716,189,180,139,0.163,6.6,6.8,2.6,60,9.8,69.0,6.8,26.1,58,2,3,2+,2.35,142.9,252403,9678,02,233,189,0.227,3.0,PINK,2,,100,100,,Y9678,S2,AA,, 99,,1993
93RA00097,L5350,90,1,81,30,53,,,0,M,0,0,0,0.0,151,0,139,0.0,0.0,0.0,0.0,60,8.3,0.0,0.0,0.0,0,,,,0.0,0.0,,,,188,189,0.0,3.0,VASEC.RAM,3,VAS,0,0,,,S2,AA,,,,1993
93RA00098,L5658,90,1,82,30,83,,,0,M,0,0,0,0.0,167,0,139,0.0,0.0,0.0,0.0,54,10.4,0.0,0.0,0.0,0,,,,0.0,0.0,,,,207,189,0.0,3.0,VASEC.RAM,3,VAS,0,0,,,S2,AA,,,,1993
93RA00099,L5907,90,2,73,30,733,2,2,20,M,224,96,150,0.567,184,184,139,0.338,6.0,6.0,2.4,56,11.9,60.4,7.2,30.0,50,2,2,2,1.0,80.7,173303,3315,03,208,189,0.469,2.5,LOW IDX,3,MKT,84,93,,L3315,S2,AA,,,,1993
93RA00100,L6017,90,2,73,30,732,1,1,60,M,226,108,148,0.545,204,189,139,0.293,7.2,7.0,2.8,58,9.6,76.2,7.3,29.8,50,2,1,1-,1.6,120.0,148703,7438,02,238,189,0.423,2.5,"SINGLE,LAMELF",2,,107,98,,Y7438,S1,A,,122,,1993
93RA00101,L6028,90,2,73,30,733,3,2,50,M,226,110,148,0.639,194,175,139,0.143,6.9,7.0,2.7,54,8.8,83.1,7.3,31.1,48,1,1,2,2.0,132.5,173303,8750,02,226,189,0.303,2.5,WOOL,3,,111,96,,Y8750,S1,A,,,,1993
93RA00102,L6044,90,2,73,30,732,2,2,30,M,226,99,148,0.574,169,168,139,0.241,7.2,7.5,2.9,58,10.3,77.2,8.0,27.4,56,2,3,2-,1.4,91.4,148703,1428,03,210,189,0.354,2.5,,2,,91,105,,L1428,S2,AA,,126,,1993
93RA00103,L6113,90,2,73,30,732,2,2,50,M,227,90,147,0.526,165,159,139,0.211,7.0,7.2,2.8,56,9.2,77.3,7.1,30.3,50,1,3,2,1.43,92.3,148703,8719,02,199,189,0.343,2.5,,3,,89,96,,Y8719,S1,A,,,,1993
93RA00104,L6135,90,2,73,30,731,2,2,60,M,228,92,146,0.525,179,168,139,0.278,8.0,7.8,3.1,56,9.9,77.9,7.7,27.1,56,2,1,2,1.5,120.2,145703,7384,02,220,189,0.4,2.5,,2,,109,106,,Y7384,S3,AA,,123,,1993
93RA00105,L6202,90,2,72,30,721,2,2,60,M,232,108,142,0.626,199,179,139,0.271,7.3,7.8,3.0,56,11.9,81.1,9.7,29.5,50,2,3,2-,1.17,95.8,304303,7540,02,242,189,0.411,2.5,LAME LF,2,,100,116,,Y7540,S0,B,,XXX,,1993
93RA00106,L6448,90,2,72,30,722,2,2,60,M,248,76,126,0.485,203,167,139,0.383,6.8,6.8,2.7,60,8.9,69.3,6.2,27.8,56,2,1,2+,1.67,126.3,288603,6191,02,237,189,0.48,2.5,TOP DAM,2,,109,91,,Y6191,S3,AA,,121,,1993
93RA00107,L6678,91,1,83,30,333,2,2,30,M,95,89,124,0.634,173,150,139,0.217,6.1,6.2,2.4,62,11.0,55.3,6.1,29.1,54,2,1,2+,2.03,126.5,421203,2487,03,228,189,0.293,2.0,,2,,103,95,,L2487,S0,B,,103,,1993
93RA00108,L6734,91,1,82,30,325,3,3,50,M,96,70,123,0.546,139,121,139,0.181,6.2,6.4,2.5,58,8.2,73.9,6.1,25.9,58,2,1,3-,2.59,126.0,376603,9094,02,187,189,0.252,2.0,LUMP L.JAW 93,4,MKT,102,98,,Y9094,S1,A,,,,1993
93RA00109,L6749,91,1,83,30,332,2,2,35,M,97,97,122,0.698,157,129,139,0.114,6.8,7.3,2.8,58,9.0,69.7,6.3,25.2,58,2,1,2,2.17,119.6,417003,1852,03,201,189,0.191,2.0,,2,,98,104,,L1852,S3,AA,,106,,1993
93RA00110,L6773,91,1,80,30,303,3,2,35,M,97,80,122,0.568,175,138,139,0.206,7.0,6.2,2.6,62,10.4,51.9,5.4,24.2,60,2,1,2-,2.45,140.3,427803,1138,03,218,189,0.267,2.0,,2,,107,95,,L1138,S2,AA,,109,,1993
93RA00111,L6784,91,1,82,30,328,3,3,20,M,97,71,122,0.59,167,128,139,0.203,7.2,7.5,2.9,54,9.6,79.3,7.6,28.8,54,2,2,2-,2.12,126.2,416403,3582,03,204,189,0.27,2.0,,2,,109,113,,L3582,S1,A,,107,,1993
93RA00112,L6840,91,1,83,30,332,1,1,20,M,98,112,121,0.71,162,133,139,0.075,7.0,6.4,2.6,58,8.3,68.1,5.7,25.0,58,2,1,2+,1.98,115.4,417003,4118,03,223,189,0.179,2.0,SINGLE,3,,92,97,,L4118,S2,AA,,,,1993
93RA00113,L6849,91,1,83,30,333,2,2,35,M,98,85,121,0.615,171,143,139,0.206,7.0,7.0,2.8,58,10.7,52.3,5.6,27.6,56,2,3,2,2.31,148.0,421203,1853,03,226,189,0.279,2.0,,2,,113,96,,L1853,S0,B,, 96,,1993
93RA00114,L6853,91,1,81,30,313,4,2,60,M,98,77,120,0.602,160,129,139,0.184,7.0,7.1,2.8,54,9.8,78.5,7.7,27.1,56,1,3,3+,2.28,133.8,434303,7866,02,195,189,0.231,2.0,,2,,111,113,,Y7866,S0,B,, 97,,1993
93RA00115,L6872,91,1,81,30,314,2,2,20,M,98,73,121,0.605,137,133,139,0.214,6.2,6.3,2.5,62,7.5,71.7,5.4,26.6,56,2,1,2+,1.98,127.2,439603,3775,03,180,189,0.264,2.0,,3,,100,92,,L3775,S1,A,,,,1993
93RA00116,L6874,91,1,81,30,314,2,2,45,M,98,87,121,0.58,160,137,139,0.178,6.9,7.2,2.8,58,10.8,55.1,6.0,24.5,60,1,2,2,1.45,96.4,439603,9900,02,202,189,0.235,2.0,,3,,87,102,,Y9900,S2,AA,,,,1993
93RA00117,L6906,91,1,80,30,303,,,0,M,0,0,0,0.0,147,0,139,0.0,0.0,0.0,0.0,60,8.5,0.0,0.0,0.0,0,,,,0.0,0.0,,,,196,189,0.0,2.0,VASEC.RAM,4,VAS,0,0,,,S3,AA,,,,1993
93RA00118,L7042,91,1,81,30,312,2,2,35,M,101,70,117,0.538,167,137,139,0.238,6.7,6.8,2.7,58,7.5,68.7,5.2,26.7,56,2,2,2,2.17,140.4,385603,1601,03,210,189,0.266,2.0,,2,,107,92,,L1601,S0,B,,102,,1993
93RA00119,L7088,91,1,82,30,322,2,2,50,M,102,72,116,0.597,140,112,139,0.142,7.0,7.6,2.9,56,7.7,72.7,5.6,27.1,56,1,1,2,2.03,123.7,354503,9164,02,184,189,0.211,2.0,,2,,99,98,,Y9164,S0,B,, 98,,1993
93RA00120,L7239,91,1,82,30,328,2,2,30,M,103,75,115,0.591,163,126,139,0.181,6.2,6.3,2.5,56,9.2,74.8,6.9,24.3,60,2,2,2,2.0,110.8,416403,1868,03,202,189,0.251,2.0,,3,,97,106,,L1868,S1,A,,,,1993
93RA00121,L7324,91,1,81,30,313,2,1,30,M,104,102,114,0.754,184,141,139,0.138,5.6,5.8,2.2,58,9.5,64.6,6.1,24.6,60,2,2,2-,2.5,114.5,434303,1875,03,238,189,0.231,2.0,EYE OK,2,MKT,94,96,,L1875,S3,AA,, 95,,1993
93RA00122,L7349,91,1,81,30,314,2,2,20,M,104,79,114,0.667,179,136,139,0.202,7.3,7.2,2.9,62,8.0,75.6,6.0,25.2,58,2,1,2+,2.12,135.6,439603,3663,03,217,189,0.298,2.0,,2,,109,102,,L3663,D3,DUD,,MKT,,1993
93RA00123,L7384,91,1,81,30,311,3,2,55,M,104,77,114,0.556,176,143,139,0.234,5.9,6.1,2.4,60,7.8,74.1,5.8,25.9,58,1,1,2,1.73,116.2,380103,8895,02,230,189,0.298,2.0,BLK.SCRO.,2,,97,94,,Y8895,S3,AA,,105,,1993
93RA00124,L7519,91,1,82,30,325,2,2,35,M,106,100,113,0.763,185,138,139,0.135,6.1,6.1,2.4,58,7.8,65.2,5.1,22.5,62,2,1,2+,2.17,110.2,376603,1300,03,221,189,0.24,2.0,,3,,90,92,,L1300,S3,AA,,,,1993
93RA00125,L7587,91,1,81,30,313,3,2,30,M,107,75,112,0.602,152,111,139,0.128,7.0,6.9,2.7,58,7.9,80.2,6.3,30.0,50,2,1,2,2.37,105.5,434303,1922,03,188,189,0.217,2.0,AB.THROAT?,4,MKT,91,99,,L1922,S2,AA,,,,1993
93RA00126,L7600,91,1,83,30,334,3,2,30,M,107,83,112,0.663,171,138,139,0.196,6.6,7.1,2.7,56,11.0,67.9,7.5,29.3,50,2,3,2+,2.45,126.0,422103,2311,03,228,189,0.279,2.0,,2,,108,109,,L2311,S4,AAA,, 94,,1993
93RA00127,L7659,91,1,83,30,334,2,2,40,M,108,86,111,0.677,182,152,139,0.235,7.2,7.3,2.9,54,11.3,73.3,8.3,27.1,56,1,1,3+,1.97,128.5,422103,0703,03,228,189,0.284,2.0,,2,,113,119,,L0703,S0,B,,108,,1993
93RA00128,L7704,91,1,82,30,321,2,2,20,M,110,76,109,0.636,188,145,139,0.246,5.3,5.5,2.1,60,8.3,69.4,5.8,25.1,58,1,1,2,1.98,119.3,353103,3612,03,229,189,0.308,2.0,,2,,98,92,,L3612,S1,A,,104,,1993
93RA00129,L7706,91,1,82,30,327,2,2,35,M,110,92,109,0.759,187,134,139,0.149,6.6,7.0,2.7,60,8.7,67.0,5.8,23.8,60,2,1,2+,1.39,74.4,406403,1498,03,228,189,0.24,2.0,LOW IDX,3,MKT,75,100,,L1498,S3,AA,,,,1993
93RA00130,L7803,91,1,80,30,304,2,2,40,M,113,80,106,0.637,167,139,139,0.21,6.8,6.8,2.7,62,8.8,70.8,6.2,27.2,56,1,2,2+,1.95,120.1,382203,0967,03,211,189,0.284,2.0,,2,,101,100,,L0967,S2,AA,,XXX,,1993
93RA00131,L7857,91,2,73,30,  .,3,1,30,M,224,104,150,0.622,164,121,139,0.135,5.5,5.5,2.2,64,7.6,66.2,5.0,20.9,64,2,1,2,1.75,101.5,000003,2692,03,197,189,0.269,1.5,,2,,95,89,,L2692,S3,AA,,117,,1993
93RA00132,L7866,91,2,73,30,  .,2,2,30,M,224,96,150,0.59,168,122,139,0.206,6.2,7.2,2.6,58,6.6,70.2,4.6,24.5,60,1,1,1-,2.0,102.5,000003,2756,03,201,189,0.349,1.5,,2,,97,86,,L2756,S4,AAA,,115,,1993
93RA00133,L7904,91,2,73,30,173,3,2,20,M,225,95,149,0.647,144,116,139,0.167,8.1,8.0,3.2,60,9.6,65.1,6.2,28.6,54,2,1,3+,1.67,118.3,173303,4591,03,178,189,0.317,1.5,,2,,114,103,,L4591,S2,AA,,DDD,,1993
93RA00134,L7906,91,2,73,30,  .,2,2,60,M,225,88,149,0.554,149,122,139,0.27,6.0,6.0,2.4,60,8.4,71.3,6.0,25.2,58,2,1,3,1.14,87.0,000003,8863,02,197,189,0.36,1.5,,2,,92,95,,Y8863,S2,AA,,119,,1993
93RA00135,L7920,91,2,73,30,  .,2,2,40,M,226,106,148,0.675,170,132,139,0.206,7.9,7.8,3.1,64,9.9,69.0,6.8,24.3,60,2,1,2,1.0,90.6,000003,1137,03,215,189,0.425,1.5,,2,,101,110,,L1137,S1,A,,114,,1993
93RA00136,L7929,91,2,73,30,173,2,2,10,M,226,79,148,0.563,143,105,139,0.206,7.0,7.0,2.8,54,10.6,79.2,8.4,26.2,58,2,4,2-,1.0,75.5,173303,6476,03,195,189,0.355,1.5,,3,,94,118,,L6476,D3,DUD,,,,1993
93RA00137,L7955,91,2,73,30,173,2,2,20,M,227,101,147,0.676,161,129,139,0.222,5.3,6.1,2.2,56,7.3,64.0,4.7,27.5,56,2,2,2+,1.33,108.0,173303,4546,03,195,189,0.371,1.5,,2,,100,80,,L4546,S2,AA,,XXX,,1993
93RA00138,L7987,91,2,73,30,173,2,2,20,M,227,86,147,0.573,135,108,139,0.175,6.3,6.5,2.5,58,8.5,66.9,5.7,28.2,54,2,1,2-,1.0,95.3,173303,4464,03,180,189,0.328,1.5,,3,,96,91,,L4464,S1,A,,,,1993
93RA00139,L8000,91,2,73,30,173,2,1,10,M,228,114,146,0.778,167,131,139,0.135,8.0,7.4,3.0,56,9.7,80.4,7.8,27.5,56,2,1,3+,1.0,56.0,173303,6004,03,209,189,0.317,1.5,LOW IDX,3,MKT,79,114,,L6004,D3,DUD,,,,1993
93RA00140,L8039,91,2,73,30,  .,2,2,60,M,229,97,145,0.606,167,138,139,0.325,6.4,6.7,2.6,64,9.1,62.5,5.7,27.8,56,1,1,2,1.83,95.5,000003,8785,02,210,189,0.425,1.5,,2,,99,93,,Y8785,S0,B,,110,,1993
93RA00141,L8068,91,2,72,30,723,2,2,40,M,231,110,143,0.631,172,142,139,0.254,6.2,6.3,2.5,58,9.6,62.3,6.0,31.7,48,1,1,3+,0.8,62.0,446003,1331,03,227,189,0.349,1.5,LOW IDX,3,MKT,76,92,,L1331,S0,B,,,,1993
93RA00142,L8098,91,2,72,30,723,2,2,30,M,236,100,138,0.616,169,146,139,0.365,6.4,6.6,2.6,54,9.3,57.6,5.4,28.4,54,3,2,3-,1.5,118.3,446003,3031,03,218,189,0.462,1.5,,2,,113,90,,L3031,S2,AA,,111,,1993
93RA00143,L8106,91,2,72,30,721,2,2,30,M,237,92,137,0.568,131,121,139,0.23,6.2,6.1,2.4,60,7.6,66.6,5.1,24.9,60,1,1,2,1.25,94.8,637903,2771,03,183,189,0.349,1.5,,2,,94,88,,L2771,S0,B,,118,,1993
93RA00144,L8113,91,2,72,30,721,2,2,50,M,238,94,136,0.56,158,115,139,0.167,6.8,6.9,2.7,62,9.7,53.8,5.2,27.6,56,1,1,2,1.0,84.5,637903,0205,03,209,189,0.382,1.5,,2,,89,90,,L0205,S1,A,,120,,1993
