UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,MICRON,SD,CV,CEM,PF,DIGR
02PR00060,A8544,1,30,84,01,1,1.0,7,L,.,2,2+,7.2,2.8,,1,.,Lww,y,24.7,5.1,20.6,9.2,13.6,60
02PR00061,A8545,1,30,81,01,1,1.0,0,L,.,2,2,7.0,2.8,,1,.,Lww,y,21.4,3.8,17.6,7.1,1.5,64
02PR00062,A8542,1,30,84,01,1,1.0,7,L,.,2,3+,6.4,2.5,RAM,1,.,Lww,y,24.3,4.7,19.3,8.7,8.9,60
02PR00063,A8563,1,30,83,01,1,1.0,0,L,.,2,2,5.8,2.3,,1,.,Flwt,y,23.1,3.6,15.6,6.4,2.8,62
02PR00064,A8562,1,30,83,01,1,1.0,0,L,.,2,2,8.0,3.1,,1,.,Flwt,y,25.4,5.1,19.9,9.6,17.0,58
02PR00065,A8568,1,30,82,01,1,1.0,0,L,.,2,1,5.2,2.0,,1,.,Ctrl,y,24.0,3.8,16.0,7.6,6.5,60
02PR00066,A8567,1,30,82,01,1,1.0,0,L,.,2,1-,6.0,2.4,,1,.,Ctrl,y,22.9,3.6,15.5,6.6,2.1,62
02PR00067,A8584,1,30,82,01,1,1.0,0,L,.,2,2,6.7,2.6,,1,.,Ctrl,y,21.9,4.1,18.5,7.7,3.1,64
02PR00068,A8582,1,30,82,01,1,1.0,0,L,.,1,2-,6.7,2.6,,1,.,Ctrl,y,25.4,3.8,14.9,6.5,7.9,58
02PR00069,A8587,1,30,84,01,1,1.0,7,L,.,2,2+,7.0,2.8,WEAK,1,.,LwwI,y,23.6,3.8,16.3,7.4,5.0,60
02PR00070,A8591,1,30,81,01,1,1.0,0,L,.,2,2,6.8,2.7,,1,.,Lww,y,24.5,4.5,18.4,8.3,8.9,60
02PR00071,A8590,1,30,81,01,1,1.0,0,L,.,2,2,6.2,2.4,,1,.,Lww,y,27.9,5.4,19.3,9.8,28.9,54
02PR00072,A8596,1,30,84,01,1,1.0,7,L,.,2,2+,7.5,3.0,H2,1,.,Inbr,y,27.9,5.2,18.7,9.1,30.1,54
02PR00073,A8572,1,30,82,01,1,1.0,0,L,.,1,2,7.0,2.8,,1,.,Ctrl,y,25.2,4.7,18.5,8.4,13.6,58
02PR00074,A8579,1,30,84,01,1,1.0,7,L,.,2,2+,5.9,2.3,,1,.,Lww,y,22.5,3.9,17.5,7.4,3.2,62
02PR00075,A8617,1,30,81,01,1,1.0,0,L,.,2,1-,6.8,2.7,,1,.,Lww,y,24.8,4.5,18.2,8.7,10.3,60
02PR00076,A8606,1,30,82,01,1,1.0,0,L,.,2,2+,5.0,2.0,,1,.,Ctrl,y,22.8,3.8,16.7,6.9,3.1,62
02PR00077,A8607,1,30,82,01,1,1.0,0,L,.,2,2,6.7,2.6,,1,.,Ctrl,y,23.1,3.9,16.7,7.4,3.5,62
02PR00078,A8633,1,30,83,01,1,1.0,7,L,.,2,2+,6.1,2.4,,1,.,Flwt,y,21.9,4.1,18.5,7.8,2.5,64
02PR00079,A8641,1,30,82,01,1,1.0,0,L,.,2,2+,8.0,3.1,TB 1,1,.,Ctrl,y,24.1,4.1,17.2,7.8,6.8,60
02PR00080,A8647,1,30,83,01,1,1.0,0,L,.,1,2+,6.5,2.6,,1,.,Flwt,y,25.4,4.4,17.3,7.8,12.0,58
02PR00081,A8681,1,30,83,01,1,1.0,7,L,.,2,1-,6.2,2.4,,1,.,Flwt,y,22.5,3.7,16.4,6.7,1.9,62
02PR00082,A8686,1,30,82,01,1,1.0,0,L,.,2,2,7.0,2.8,H2,1,.,Ctrl,y,21.5,3.8,17.9,7.4,2.4,64
02PR00083,A8687,1,30,82,01,1,1.0,0,L,.,2,2,6.4,2.5,H3,1,.,Ctrl,y,21.2,3.6,17.1,6.8,1.2,64
02PR00084,A8672,1,30,83,01,1,1.0,0,L,.,2,2+,8.3,3.3,,1,.,Flwt,y,23.7,4.1,17.2,7.3,4.8,60
02PR00085,A8202,1,30,82,01,1,1.0,0,L,.,2,2+,7.2,2.8,,1,.,Ctrl,y,22.7,4.4,19.3,8.3,5.0,62
02PR00086,A8233,1,30,84,01,1,1.0,7,L,.,2,1-,6.2,2.4,PNEU,1,.,Lww,y,24.2,3.7,15.4,6.9,5.3,60
02PR00087,A8234,1,30,84,01,1,1.0,7,L,.,2,1-,5.2,2.0,,1,.,Lww,y,24.5,4.4,17.9,7.9,8.8,60
02PR00088,A8248,1,30,81,01,1,1.0,0,L,.,2,1-,6.6,2.6,"TB1,TRT.L.EYE",1,.,Lww,y,24.2,3.7,15.2,6.5,4.2,60
02PR00089,A8249,1,30,82,01,1,1.0,0,L,.,2,1-,7.6,3.0,TB 1,1,.,Ctrl,y,22.8,4.1,18.1,7.7,4.1,62
02PR00090,A8257,1,30,84,01,1,1.0,7,L,.,2,1-,7.4,2.9,WEAK@BIRTH,1,.,Inbr,y,25.0,4.1,16.4,7.3,9.1,58
02PR00091,A8265,1,30,81,01,1,1.0,0,L,.,2,2-,6.9,2.7,,1,.,Lww,y,24.9,4.2,17.0,7.4,8.6,60
02PR00092,A8281,1,30,81,01,1,1.0,0,L,.,2,3+,6.0,2.4,"H2+,Lww+",1,.,Lww,y,22.6,3.7,16.5,6.9,2.4,62
02PR00093,A8280,1,30,81,01,1,1.0,0,L,.,2,1-,7.3,2.9,".122inbr,Lww+",1,.,Lww,y,24.0,4.8,20.0,8.7,9.2,60
02PR00094,A8284,1,30,81,01,1,1.0,0,L,.,2,2,7.0,2.8,NICE,1,.,Lww,y,26.9,4.6,17.2,8.0,19.1,56
02PR00095,A8275,1,30,84,01,1,1.0,7,L,.,2,1-,7.6,3.0,1TAG,1,.,Lww,y,24.6,4.4,17.8,8.1,9.5,60
02PR00096,A8800,1,30,84,01,1,1.0,7,L,.,2,2-,7.9,3.1,NICE,1,.,Inbr,y,26.4,5.1,19.3,9.5,19.5,56
02PR00097,A8802,1,30,82,01,1,1.0,0,L,.,2,2+,6.5,2.6,"FX.RR.LEG,ok",1,.,Ctrl,y,23.7,4.1,17.4,8.2,6.7,60
02PR00098,A8807,1,30,83,01,1,1.0,7,L,.,2,3+,6.4,2.5,,1,.,Flwt,y,23.2,4.4,19.0,8.0,5.3,62
02PR00099,A8832,1,30,84,01,1,1.0,7,L,.,2,3,5.8,2.3,,1,.,Lww,y,22.7,4.6,20.2,9.1,6.2,62
02PR00100,A8846,1,30,83,01,1,1.0,7,L,.,2,2,5.0,2.0,,1,.,Flwt,y,22.9,3.7,16.1,6.7,2.3,62
02PR00101,A8847,1,30,83,01,1,1.0,7,L,.,2,2+,5.4,2.1,,1,.,Flwt,y,21.7,3.8,17.3,6.7,2.0,64
02PR00102,A8860,1,30,84,01,1,1.0,7,L,.,2,2+,5.4,2.1,H2,1,.,Lww,y,25.1,4.4,17.4,8.0,11.8,58
02PR00103,A8865,1,30,84,01,1,1.0,7,L,.,1,1-,8.1,3.2,,1,.,Inbr,y,23.1,4.0,17.2,7.4,4.2,62
02PR00104,A8820,1,30,82,01,1,1.0,0,L,.,1,3,7.0,2.8,,1,.,Ctrl,y,23.4,4.1,17.4,8.1,5.8,62
02PR00105,A8829,1,30,82,01,1,1.0,0,L,.,2,2,5.8,2.3,,1,.,Ctrl,y,22.1,3.1,14.1,5.8,1.7,62
02PR00106,A8880,1,30,84,01,1,1.0,7,L,.,2,2+,5.9,2.3,H2,1,.,Lww,y,22.3,3.3,14.8,5.8,1.3,62
02PR00107,A8879,1,30,84,01,1,1.0,7,L,.,2,2,5.3,2.1,,1,.,Lww,y,23.3,3.8,16.2,6.7,3.7,62
02PR00108,A8877,1,30,84,01,1,1.0,7,L,.,2,2-,6.9,2.7,,1,.,LwwI,y,24.1,4.3,17.8,8.1,7.6,60
02PR00109,A8711,1,30,81,01,1,1.0,0,L,.,1,2+,7.2,2.8,,1,.,Lww,y,22.7,3.5,15.6,6.7,1.9,62
02PR00110,A8715,1,30,83,01,1,1.0,7,L,.,2,3+,5.2,2.0,,1,.,Flwt,y,22.1,4.5,20.2,8.5,4.3,62
02PR00111,A8706,1,30,84,01,1,1.0,7,L,.,2,3+,8.1,3.2,,1,.,Inbr,y,25.0,4.9,19.8,9.5,13.3,58
02PR00112,A8736,1,30,82,01,1,1.0,0,L,.,1,3+,6.0,2.4,,1,.,Ctrl,y,24.3,4.7,19.4,8.3,9.0,60
02PR00113,A8732,1,30,82,01,1,1.0,0,L,.,2,1-,6.8,2.7,,1,.,Ctrl,y,24.4,4.4,18.0,8.0,9.1,60
02PR00114,A8739,1,30,82,01,1,1.0,0,L,.,2,1-,6.0,2.4,,1,.,Ctrl,y,23.6,4.0,16.9,7.3,4.7,60
02PR00115,A8748,1,30,83,01,1,1.0,0,L,.,2,2,6.6,2.6,,1,.,Flwt,y,24.6,4.8,19.4,8.8,11.5,60
02PR00116,A8747,1,30,83,01,1,1.0,0,L,.,2,2+,8.0,3.1,,1,.,Flwt,y,27.5,4.4,16.1,7.9,24.0,56
02PR00117,A8766,1,30,83,01,1,1.0,0,L,.,2,1-,5.8,2.3,,1,.,Flwt,y,21.8,3.8,17.6,6.8,1.6,64
02PR00118,A8769,1,30,82,01,1,1.0,0,L,.,2,1-,6.4,2.5,NICE,1,.,Ctrl,y,21.9,3.9,17.9,7.3,2.6,64
02PR00119,A8721,1,30,81,01,1,1.0,0,L,.,2,1-,6.8,2.7,"BUSH, Lww+",1,.,Lww,y,23.5,3.6,15.4,6.8,3.7,60
02PR00120,A8724,1,30,81,01,1,1.0,0,L,.,2,2,6.5,2.6,,1,.,Lww,y,23.8,4.5,18.9,8.6,8.1,60
02PR00121,A8728,1,30,82,01,1,1.0,0,L,.,2,3+,6.6,2.6,NICE,1,.,Ctrl,y,25.2,4.9,19.4,9.4,14.3,58
02PR00122,A8794,1,30,84,01,1,1.0,7,L,.,2,2,7.2,2.8,,1,.,Lww,y,22.1,4.4,20.0,8.0,3.7,62
02PR00123,A8796,1,30,84,01,1,1.0,7,L,.,2,2-,7.2,2.8,,1,.,Inbr,y,24.1,4.7,19.7,9.1,9.9,60
02PR00124,A8799,1,30,82,01,1,1.0,0,L,.,2,2,5.8,2.3,,1,.,Ctrl,y,20.2,3.6,17.8,6.6,0.8,70
02PR00125,A7105,1,30,82,00,1,2.0,0,Y,.,2,1-,9.5,3.7,DUD >works,1,25,CTL,y,28.7,4.2,14.7,7.0,33.8,54
02PR00126,A7106,1,30,82,00,1,2.0,0,Y,.,1,2+,7.9,3.1,,1,25a,CTL,y,24.2,4.3,18.0,8.2,8.3,60
02PR00127,A7109,1,30,82,00,1,2.0,0,Y,.,3,1-,7.9,3.1,PREPUCE BLED,1,21a,CTL,y,24.5,3.9,15.9,7.6,7.9,60
02PR00128,A7133,1,30,82,00,1,2.0,0,Y,.,2,2-,9.2,3.6,"D1, ?, ?",1,20,CTL,y,28.9,4.6,15.8,7.7,35.2,54
02PR00129,A7153,1,30,82,00,1,2.0,0,Y,.,2,2+,7.8,3.1,RCVR<,1,20a,FLWT,y,25.0,4.2,17.0,7.9,10.1,58
02PR00130,A7158,1,30,82,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,,3,LIB,LIB,N,,,,,0.0,0
02PR00131,A7198,1,30,88,00,1,2.0,7,Y,LIB,.,.,0.0,0.0,,3,LIB,LIB,N,,,,,0.0,0
02PR00132,A7199,1,30,88,00,1,2.0,7,Y,.,1,2,9.1,3.6,,1,43,FLWT,y,27.8,4.8,17.1,8.5,27.4,56
02PR00133,A7302,1,30,81,00,1,2.0,0,Y,.,2,2,8.1,3.2,,1,02,LWW2,y,29.4,5.2,17.9,9.6,38.4,50
02PR00134,A7351,1,30,82,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,,3,LIB,LIB,N,,,,,0.0,0
02PR00135,A7350,1,30,82,00,1,2.0,0,Y,.,1,3+,4.9,1.9,,1,.,FLWT,y,24.6,3.8,15.4,6.6,5.4,60
02PR00136,A7355,1,30,81,00,1,2.0,0,Y,.,1,2+,8.0,3.1,"JAW5, 2002",1,03,LWW1,y,28.7,4.8,16.7,8.8,32.9,54
02PR00137,A7328,1,30,82,00,1,2.0,0,Y,.,2,3+,9.3,3.7,,1,26,CTL,y,26.9,5.0,18.4,9.1,22.6,56
02PR00138,A7401,1,30,82,00,1,2.0,0,Y,.,2,2+,7.6,3.0,,1,22,CTL,y,28.6,4.4,15.6,8.0,28.4,54
02PR00139,A7402,1,30,82,00,1,2.0,0,Y,.,2,2,8.0,3.1,,1,22a,CTL,y,27.8,4.4,15.9,8.0,26.4,56
02PR00140,A7436,1,30,82,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,H3,3,LIB,LIB,N,,,,,0.0,0
02PR00141,A7432,1,30,81,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,,3,LIB,LIB,N,,,,,0.0,0
02PR00142,A7443,1,30,88,00,1,2.0,7,Y, 77,.,.,0.0,0.0,NOT SOLD !,2,KEL,KELL,N,,,,,0.0,0
02PR00143,A7442,1,30,88,00,1,2.0,7,Y, 79,.,.,0.0,0.0,NOT SOLD !,2,KEL,KELL,N,,,,,0.0,0
02PR00144,A7451,1,30,81,00,1,2.0,0,Y,.,1,2-,9.8,3.9,,1,.,LWW3,y,26.9,4.4,16.2,7.6,19.9,56
02PR00145,A7459,1,30,81,00,1,2.0,0,Y,DUD,.,.,0.0,0.0,,2,DUD,DUD,N,,,,,0.0,0
02PR00146,A7460,1,30,88,00,1,2.0,7,Y,DUD,.,.,0.0,0.0,"F3-, Top Idx",2,DUD,DUD,N,,,,,0.0,0
02PR00147,A7506,1,30,82,00,1,2.0,0,Y,.,2,2,8.8,3.5,,1,23,FLWT,y,24.7,3.7,15.0,6.8,6.2,60
02PR00148,A7553,1,30,88,00,1,2.0,7,Y,LIB,.,.,0.0,0.0,H2,3,LIB,LIB,N,,,,,0.0,0
02PR00149,A7581,1,30,81,00,1,2.0,0,Y,.,3,2-,9.1,3.6,,1,02a,LWW1,y,31.3,4.7,15.0,8.2,56.6,48
02PR00150,A7595,1,30,88,00,1,2.0,7,Y,LIB,.,.,0.0,0.0,,3,LIB,LIB,N,,,,,0.0,0
02PR00151,A7598,1,30,82,00,1,2.0,0,Y,.,2,1-,8.6,3.4,,1,24,CTL,y,30.5,4.1,13.5,6.6,49.2,50
02PR00152,A7633,1,30,88,00,1,2.0,7,Y,.,1,3-,7.9,3.1,Bovis Suspect,1,41a,FLWT,y,27.7,4.5,16.1,8.0,25.5,56
02PR00153,A7636,1,30,81,00,1,2.0,0,Y,.,1,3+,11.5,4.5,,1,03a,LWW2,y,28.0,4.8,17.2,9.2,26.4,54
02PR00154,A7638,1,30,82,00,1,2.0,0,Y,.,1,1-,8.2,3.2,DUD >works,1,27,CTL,y,25.7,4.7,18.3,8.1,15.0,58
02PR00155,A7637,1,30,81,00,1,2.0,0,Y,DUD,.,.,0.0,0.0,"X,THIN,SICK",2,DUD,DUD,N,,,,,0.0,0
02PR00156,A7640,1,30,82,00,1,2.0,0,Y,.,3,1-,6.8,2.7,,1,27a,FLWT,y,26.2,4.6,17.4,8.4,18.3,58
02PR00157,A7659,1,30,82,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,PINK QUAD pd1,3,LIB,LIB,N,,,,,0.0,0
02PR00158,A7239,1,30,81,00,1,2.0,0,Y,.,1,2,7.1,2.8,,1,.,LWW2,y,28.0,4.8,17.3,8.9,28.1,54
02PR00159,A7226,1,30,82,00,1,2.0,0,Y,.,1,2,7.4,2.9,DUD >works,1,29,FLWT,y,28.1,4.0,14.3,7.2,25.5,54
02PR00160,A7284,1,30,82,00,1,2.0,0,Y,.,1,1-,10.0,3.9,NICE >works,1,28,FLWT,y,29.7,4.3,14.4,7.2,41.2,50
02PR00161,A7286,1,30,81,00,1,2.0,0,Y,DUD,.,.,0.0,0.0,,2,DUD,DUD,N,,,,,0.0,0
02PR00162,A7818,1,30,82,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,,3,LIB,LIB,N,,,,,0.0,0
02PR00163,A7805,1,30,82,00,1,2.0,0,Y,.,2,2,8.5,3.3,IN B1 2/26/01,1,26a,CTL,y,29.2,4.2,14.3,7.3,35.9,54
02PR00164,A7852,1,30,81,00,1,2.0,0,Y,DUD,.,.,0.0,0.0,,2,DUD,DUD,N,,,,,0.0,0
02PR00165,A7864,1,30,82,00,1,2.0,0,Y,.,1,1,7.1,2.8,DUD>works,1,30,CTL,y,26.8,4.8,17.9,8.7,21.4,56
