UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,PD,LIB,NAX,STUDY,MICRON,SD,CV,CEM,PF,DIGR
01PR00001,01117,1,30,88,00,1,1.0,7,Y,,1,2,6.0,2.4,Polypay Ram,Y,1,n,x,,21.59,4.55,21.1,8.1,4.3,64
01PR00002,01148,1,06,68,00,1,1.0,7,Y,,1,3-,5.6,2.2,Jarvis Ram,Y,1,n,x,,23.4,5.85,25.0,10.4,14.8,62
01PR00003,01179,1,06,68,00,1,1.0,7,Y,,1,4,7.1,2.8,Jarvis Ram,Y,1,n,x,,23.27,4.44,19.1,7.8,7.8,62
01PR00004,01465,1,06,68,00,1,1.0,7,Y,,1,3,7.0,2.8,Columbia Ram,Y,1,n,x,,21.89,5.14,23.5,9.2,7.2,64
01PR00005,01541,1,06,68,00,1,1.0,7,Y,,1,3+,6.5,2.6,Columbia Ram,Y,1,n,x,,21.25,5.07,23.9,8.2,3.9,64
01PR00006,00448,1,30,88,00,1,1.0,7,Y,,2,2-,6.5,2.6,Polypay Ram,Y,1,n,x,,21.4,3.98,18.6,6.9,2.1,64
01PR00007,00460,1,06,68,00,1,1.0,7,Y,,1,3,8.2,3.2,Jarvis Ram,Y,1,n,x,,22.58,4.73,21.0,8.8,7.8,62
01PR00008,00422,1,30,88,00,1,1.0,7,Y,,1,3+,5.9,2.3,Polypay Ram,Y,1,n,x,,22.3,4.16,18.7,7.5,4.6,62
01PR00009,00511,1,06,68,00,1,1.0,7,Y,,1,3,6.6,2.6,Jarvis Ram,Y,1,n,x,,25.39,4.46,17.6,7.9,16.7,58
01PR00010,00581,1,06,68,00,1,1.0,7,Y,,1,3-,6.5,2.6,Jarvis Ram,Y,1,n,x,,24.63,5.34,21.7,8.5,15.4,60
01PR00011,00629,1,06,68,00,1,1.0,7,Y,,1,3,7.2,2.8,WOLF KILL,Y,1,n,x,,22.67,4.28,18.9,7.3,5.0,62
01PR00012,00916,1,30,88,00,1,1.0,7,Y,,2,3+,5.3,2.1,Polypay Ram,Y,1,n,x,,23.02,4.37,19.0,7.5,6.1,62
01PR00013,00744,1,30,88,00,1,1.0,7,Y,,1,2+,6.2,2.4,Polypay Ram,Y,1,n,x,,22.65,5.0,22.1,8.3,8.0,62
01PR00014,91212,1,06,68,99,1,2.0,2,M,DUD,.,.,0.0,0.0,DUD,O,2,D4,x,P 12,0.0,0.0,0.0,0.0,0.0,0
01PR00015,91200,1,07,18,99,1,2.0,2,M,DUD,1,3+,8.6,3.4,DUD >works,Y,2,D4w,x,,22.82,4.61,20.2,8.2,7.0,62
01PR00016,91243,1,06,68,99,1,2.0,7,M,,.,.,0.0,0.0,DUD,N,1,D3,x,SPAR,0.0,0.0,0.0,0.0,0.0,0
01PR00017,90527,1,30,88,99,1,2.0,2,M,DUD,.,.,0.0,0.0,DUD,O,2,D4,x,B 26,0.0,0.0,0.0,0.0,0.0,0
01PR00018,90682,1,30,88,99,1,2.0,2,M,LIB,.,.,0.0,0.0,DUD,N,3,D4,x,MUDX,0.0,0.0,0.0,0.0,0.0,0
01PR00019,90920,1,06,68,99,1,2.0,7,M,,2,3+,8.4,3.3,,Y,1,S1,x,,25.83,5.63,21.8,10.1,23.2,58
01PR00020,90776,1,06,68,99,1,2.0,7,M,,.,.,0.0,0.0,DUD,N,1,D3,x,SPAR,0.0,0.0,0.0,0.0,0.0,0
01PR00021,A6113,1,30,88,99,1,2.0,7,M,42x,.,.,0.0,0.0,"DUD, D6",O,1,D4,Nax,B 30,0.0,0.0,0.0,0.0,0.0,0
01PR00022,A6102,1,30,81,99,1,2.0,0,M,54a,.,.,0.0,0.0,DUD,O,1,D3,x,B 16,0.0,0.0,0.0,0.0,0.0,0
01PR00023,A6140,1,30,82,99,1,2.0,0,M,22,2,1-,9.2,3.6,,Y,1,S0,x,,24.72,4.08,16.5,6.9,10.7,60
01PR00024,A6198,1,30,81,99,1,2.0,0,M,28,2,2+,9.5,3.7,,Y,1,S1,x,,28.33,5.01,17.7,8.4,40.3,54
01PR00025,A6302,1,30,82,99,1,2.0,2,M,DUD,.,.,0.0,0.0,DUD,N,2,D4,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00026,A6350,1,30,82,99,1,2.0,2,M,DUD,.,.,0.0,0.0,"NICEctrl, DUD",O,2,D4,x,B 18,0.0,0.0,0.0,0.0,0.0,0
01PR00027,A6327,1,30,81,99,1,2.0,0,M,43,1,1-,8.0,3.1,not DUD,Y,1,S1,x,,27.11,4.37,16.1,7.3,26.1,56
01PR00028,A6433,1,30,81,99,1,2.0,0,M,52a,2,1-,10.0,3.9,DUD >works,Y,1,D3w,x,,29.65,4.81,16.2,8.0,52.4,50
01PR00029,A6501,1,30,82,99,1,2.0,0,M,53,2,2-,9.0,3.5,,Y,1,S1,x,,26.96,5.28,19.6,9.6,28.8,56
01PR00030,A6541,1,30,81,99,1,2.0,0,M,03a,2,2-,10.4,4.1,DUD >works,Y,1,D3w,x,,25.86,3.94,15.2,6.8,15.8,58
01PR00031,A6563,1,30,81,99,1,2.0,0,M,,2,1-,9.1,3.6,DUD >works,Y,1,D3w,x,,25.49,5.13,20.1,9.2,22.1,58
01PR00032,A6529,1,30,88,99,1,2.0,7,M,42,1,3+,6.3,2.5,SHORT STAPLE,O,1,S1,Nax,B  3,24.0,0.0,0.0,0.0,0.0,60
01PR00033,A6599,1,30,82,99,1,2.0,0,M,21,2,3+,8.7,3.4,,Y,1,S3,x,,23.08,4.68,20.3,8.9,9.7,62
01PR00034,A6632,1,30,88,99,1,2.0,7,M,,.,.,0.0,0.0,,N,1,D1,Nax,X,0.0,0.0,0.0,0.0,0.0,0
01PR00035,A6641,1,30,88,99,1,2.0,7,M,55,2,1-,9.2,3.6,not DUD,Y,1,S1,Nax,,31.41,5.97,19.0,9.8,64.8,48
01PR00036,A6642,1,30,88,99,1,2.0,7,M,,.,.,0.0,0.0,"X, SM.TSTS",N,1,D1,Nax,SPAR,0.0,0.0,0.0,0.0,0.0,0
01PR00037,A6655,1,30,82,99,1,2.0,0,M,31,2,3+,10.0,3.9,DUD,Y,1,D3w,x,,25.1,5.86,23.3,10.1,23.1,58
01PR00038,A6664,1,30,82,99,1,2.0,0,M,20x,.,.,0.0,0.0,"DUD, D6+",N,1,D4,x,SPAR,0.0,0.0,0.0,0.0,0.0,0
01PR00039,A6667,1,30,88,99,1,2.0,7,M,42a,2,2-,7.9,3.1,,Y,1,D1,Nax,DO,24.66,4.21,17.1,7.6,12.4,60
01PR00040,A6627,1,30,88,99,1,2.0,7,M,,.,.,0.0,0.0,,N,1,S0,Nax,X,0.0,0.0,0.0,0.0,0.0,0
01PR00041,A6680,1,30,88,99,1,2.0,7,M,,.,.,0.0,0.0,,O,1,D1,Nax,P 32,0.0,0.0,0.0,0.0,0.0,0
01PR00042,A6687,1,30,81,99,1,2.0,0,M,04a,3,3,8.4,3.3,DUD,Y,1,D3,x,,31.59,5.65,17.9,9.3,65.6,48
01PR00043,A6672,1,30,88,99,1,2.0,7,M,56,1,1-,9.0,3.5,,Y,1,S1,Nax,,25.07,4.62,18.4,8.1,16.2,58
01PR00044,A6216,1,30,82,99,1,2.0,0,M,25,2,1-,8.6,3.4,,Y,1,S4,x,,23.98,3.66,15.3,6.6,6.4,60
01PR00045,A6220,1,30,82,99,1,2.0,0,M,27,2,2,6.8,2.7,RCVR,Y,1,S1,x,,22.43,4.46,19.9,8.3,6.8,62
01PR00046,A6223,1,30,82,99,1,2.0,0,M,22a,.,.,0.0,0.0,DUD,O,1,D3,x,B 14,0.0,0.0,0.0,0.0,0.0,0
01PR00047,A6225,1,30,82,99,1,2.0,0,M,55x,.,.,0.0,0.0,"DUD, D6",O,1,D4,x,B 21,0.0,0.0,0.0,0.0,0.0,0
01PR00048,A6842,1,30,82,99,1,2.0,0,M,53a,.,.,0.0,0.0,DUD,N,1,D3,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00049,A6853,1,30,81,99,1,2.0,0,M,52,2,2,7.5,3.0,,Y,1,S0,x,,25.75,4.89,19.0,8.6,21.5,58
01PR00050,A6863,1,30,82,99,1,2.0,0,M,23,1,2,8.2,3.2,"RCVR, DUD",Y,1,D3w,x,,24.96,4.32,17.3,7.6,13.9,58
01PR00051,A6828,1,30,88,99,1,2.0,7,M,,.,.,0.0,0.0,,N,1,D1,Nax,SPAR,0.0,0.0,0.0,0.0,0.0,0
01PR00052,A6827,1,30,88,99,1,2.0,7,M,41,2,2+,9.8,3.9,not DUD,Y,1,S1,Nax,DO,28.95,4.59,15.8,7.5,47.5,54
01PR00053,A6889,1,30,82,99,1,2.0,0,M,24,1,2+,7.2,2.8,DUD,Y,1,D3w,x,,25.24,4.27,16.9,7.4,14.4,58
01PR00054,A6887,1,30,88,99,1,2.0,7,M,,.,.,0.0,0.0,COARSE,O,1,D1,Nax,P  4,0.0,0.0,0.0,0.0,0.0,0
01PR00055,A6911,1,30,88,99,1,2.0,7,M,54,1,2+,8.9,3.5,not DUD,Y,1,S1,Nax,,27.05,5.2,19.2,9.1,30.5,56
01PR00056,A6930,1,30,82,99,1,2.0,0,M,51a,1,3+,9.9,3.9,,Y,1,S0,x,,25.01,4.02,16.1,7.3,12.0,58
01PR00057,A6934,1,30,81,99,1,2.0,0,M,03,2,2+,9.3,3.7,H2,Y,1,S2,x,,25.7,4.42,17.2,7.7,18.8,58
01PR00058,A6952,1,30,81,99,1,2.0,2,M,DUD,2,2-,8.4,3.3,DUD >works,Y,2,D4w,x,,27.02,5.28,19.5,9.0,30.9,56
01PR00059,A6964,1,30,81,99,1,2.0,0,M,02,1,1-,9.0,3.5,DUD,Y,1,D3w,x,,26.38,5.64,21.4,9.5,29.3,58
01PR00060,A6925,1,30,82,99,1,2.0,0,M,29,2,2-,9.6,3.8,BLK. SPOT,Y,1,S0,x,,25.24,4.23,16.7,7.2,13.8,58
01PR00061,A6928,1,30,82,99,1,2.0,0,M,28x,.,.,0.0,0.0,"DUD, D6+",O,1,D4,x,B 29,0.0,0.0,0.0,0.0,0.0,0
01PR00062,A6994,1,30,82,99,1,2.0,0,M,30,1,2,8.2,3.2,,Y,1,S0,x,,24.54,4.22,17.2,7.7,11.5,60
01PR00063,A6998,1,30,82,99,1,2.0,0,M,51,2,2,10.3,4.1,"DUD, R.EYE ?",Y,1,D3w,x,,26.1,3.91,15.0,6.9,19.0,58
01PR00064,A6970,1,30,81,99,1,2.0,0,M,04,1,2-,10.0,3.9,DUD,Y,1,D3w,x,,26.26,4.19,15.9,7.3,19.7,58
01PR00065,A6735,1,30,88,99,1,2.0,7,M,,.,.,0.0,0.0,,O,1,D1,Nax,B 23,0.0,0.0,0.0,0.0,0.0,0
01PR00066,A6738,1,30,88,99,1,2.0,7,M,43x,.,.,0.0,0.0,"DUD, D6",O,1,D4,Nax,B 13,0.0,0.0,0.0,0.0,0.0,0
01PR00067,A6759,1,30,82,99,1,2.0,0,M,26,1,2+,7.7,3.0,DUD,Y,1,D3w,x,,26.12,4.76,18.2,8.2,23.3,58
01PR00068,A6761,1,30,81,99,1,2.0,0,M,01,1,2-,7.2,2.8,,Y,1,S1,x,,28.08,5.59,19.9,9.6,38.6,54
01PR00069,A8115,1,30,81,00,1,1.0,0,Y,,1,2-,6.9,2.7,,Y,1,n,x,,23.58,4.38,18.6,7.6,8.5,60
01PR00070,A8122,1,30,82,00,1,1.0,0,Y,,1,2-,5.1,2.0,,Y,1,n,x,,22.84,4.4,19.3,8.0,6.8,62
01PR00071,A8038,1,30,81,00,1,1.0,0,Y,,1,1-,6.8,2.7,,Y,1,n,x,,23.31,4.65,20.0,8.1,8.8,62
01PR00072,A8021,1,30,88,00,1,1.0,7,Y,,3,2+,8.0,3.1,H2,Y,1,n,x,,22.88,4.23,18.5,7.7,6.1,62
01PR00073,A8075,1,30,82,00,1,1.0,0,Y,,1,2,5.8,2.3,,Y,1,n,x,,21.28,4.48,21.0,8.5,4.6,64
01PR00074,A7105,1,30,82,00,1,1.0,0,Y,,1,2+,7.8,3.1,,Y,1,n,x,,24.41,4.64,19.0,7.8,12.1,60
01PR00075,A7106,1,30,82,00,1,1.0,0,Y,,1,2,6.8,2.7,,Y,1,n,x,,20.87,4.13,19.8,7.5,2.2,64
01PR00076,A7109,1,30,82,00,1,1.0,0,Y,,2,2,7.5,3.0,,Y,1,n,x,,20.6,3.54,17.2,6.8,1.2,64
01PR00077,A7133,1,30,82,00,1,1.0,0,Y,,2,2-,7.2,2.8,,Y,1,n,x,,24.47,4.86,19.9,8.2,13.5,60
01PR00078,A7135,1,30,82,00,1,1.0,0,Y,,2,3+,7.1,2.8,,Y,1,n,x,,23.04,4.36,18.9,7.8,7.2,62
01PR00079,A7153,1,30,82,00,1,1.0,0,Y,,2,2,7.2,2.8,"H2,Quad, twin",Y,1,n,x,,21.39,4.21,19.7,7.2,2.6,64
01PR00080,A7152,1,30,82,00,1,1.0,0,Y,,1,2,7.9,3.1,"Quad, twin",Y,1,n,x,,26.3,4.52,17.2,8.3,21.6,58
01PR00081,A7158,1,30,82,00,1,1.0,0,Y,,2,3,6.9,2.7,,Y,1,n,x,,25.88,6.05,23.4,11.4,25.0,58
01PR00082,A7165,1,30,88,00,1,1.0,7,Y,,1,3+,8.7,3.4,,Y,1,n,x,,25.59,5.45,21.3,9.5,23.0,58
01PR00083,A7183,1,30,88,00,1,1.0,7,Y,,2,3+,7.5,3.0,tb4 tr3 lw170,Y,1,n,x,,22.02,4.5,20.4,7.7,4.4,64
01PR00084,A7198,1,30,88,00,1,1.0,7,Y,,1,3+,5.9,2.3,,Y,1,n,x,,21.53,3.75,17.4,7.0,2.3,64
01PR00085,A7199,1,30,88,00,1,1.0,7,Y,,2,2,7.0,2.8,,Y,1,n,x,,21.39,4.4,20.6,7.9,3.6,64
01PR00086,A7004,1,30,88,99,1,2.0,7,M,41a,2,1-,9.2,3.6,,Y,1,S1,Nax,,29.77,5.24,17.6,8.5,53.5,50
01PR00087,A7302,1,30,81,00,1,1.0,0,Y,,1,3,7.2,2.8,,Y,1,n,x,,24.03,5.01,20.9,9.6,14.3,60
01PR00088,A7351,1,30,82,00,1,1.0,0,Y,,1,3,6.2,2.4,,Y,1,n,x,,22.26,5.08,22.8,9.4,8.0,62
01PR00089,A7350,1,30,82,00,1,1.0,0,Y,,1,3+,6.0,2.4,,Y,1,n,x,,22.2,4.41,19.9,7.7,4.7,62
01PR00090,A7355,1,30,81,00,1,1.0,0,Y,,1,2,7.5,3.0,,Y,1,n,x,,25.07,5.64,22.5,10.0,20.7,58
01PR00091,A7328,1,30,82,00,1,1.0,0,Y,,1,3+,7.1,2.8,,Y,1,n,x,,22.69,4.67,20.6,8.3,7.3,62
01PR00092,A7329,1,30,82,00,1,1.0,0,Y,,2,2,8.0,3.1,,Y,1,n,x,,23.13,4.37,18.9,7.5,6.2,62
01PR00093,A7416,1,30,82,00,1,1.0,0,Y,,2,2-,7.5,3.0,,Y,1,n,x,,22.73,4.57,20.1,8.4,7.2,62
01PR00094,A7401,1,30,82,00,1,1.0,0,Y,,2,1-,7.1,2.8,,Y,1,n,x,,24.19,4.92,20.3,8.7,12.1,60
01PR00095,A7402,1,30,82,00,1,1.0,0,Y,,2,3+,6.3,2.5,,Y,1,n,x,,23.17,4.92,21.2,8.4,8.9,62
01PR00096,A7431,1,30,81,00,1,1.0,0,Y,,1,2+,7.0,2.8,,Y,1,n,x,,23.92,4.43,18.5,7.7,9.9,60
01PR00097,A7433,1,30,82,00,1,1.0,0,Y,,1,2,6.8,2.7,,Y,1,n,x,,25.57,5.71,22.3,10.2,22.3,58
01PR00098,A7436,1,30,82,00,1,1.0,0,Y,,3,2-,7.2,2.8,H2,Y,1,n,x,,25.53,4.74,18.6,7.9,18.1,58
01PR00099,A7432,1,30,81,00,1,1.0,0,Y,,2,2-,7.2,2.8,,Y,1,n,x,,24.31,4.42,18.2,7.4,10.4,60
01PR00100,A7443,1,30,88,00,1,1.0,7,Y,,1,2,8.0,3.1,,Y,1,n,x,,24.51,4.9,20.0,8.9,14.4,60
01PR00101,A7446,1,30,88,00,1,1.0,7,Y,,2,3+,7.0,2.8,,Y,1,n,x,,23.04,5.7,24.7,9.4,11.0,62
01PR00102,A7442,1,30,88,00,1,1.0,7,Y,,1,4+,8.6,3.4,H2,Y,1,n,x,,22.71,4.5,19.8,7.9,6.3,62
01PR00103,A7451,1,30,81,00,1,1.0,0,Y,,1,2-,8.1,3.2,,Y,1,n,x,,23.49,4.52,19.2,7.5,7.7,62
01PR00104,A7452,1,30,81,00,1,1.0,0,Y,,1,3+,8.5,3.3,NICE,Y,1,n,x,,23.58,4.55,19.3,7.9,8.9,60
01PR00105,A7459,1,30,81,00,1,1.0,0,Y,,1,3-,7.1,2.8,,Y,1,n,x,,23.83,4.27,17.9,7.3,7.7,60
01PR00106,A7461,1,30,88,00,1,1.0,7,Y,,1,3+,6.8,2.7,,Y,1,n,x,,22.08,4.45,20.2,8.2,5.5,62
01PR00107,A7460,1,30,88,00,1,1.0,7,Y,,1,4,6.8,2.7,"F3-, Top Idx",Y,1,n,x,,23.75,5.2,21.9,9.9,13.1,60
01PR00108,A7506,1,30,82,00,1,1.0,0,Y,,1,3+,6.7,2.6,,Y,1,n,x,,22.0,4.02,18.3,7.2,3.4,64
01PR00109,A7534,1,30,81,00,1,1.0,0,Y,,1,2-,6.8,2.7,,Y,1,n,x,,23.65,5.64,23.8,10.1,14.7,60
01PR00110,A7536,1,30,88,00,1,1.0,7,Y,,1,2,7.2,2.8,,Y,1,n,x,,23.35,4.08,17.5,6.6,5.0,62
01PR00111,A7541,1,30,81,00,1,1.0,0,Y,,2,1-,6.5,2.6,"HAIRY, Rechk",Y,1,n,x,,23.06,4.05,17.6,7.0,5.1,62
01PR00112,A7553,1,30,88,00,1,1.0,7,Y,,1,1-,8.5,3.3,H2,Y,1,n,x,,27.22,5.1,18.7,8.8,30.8,56
01PR00113,A7528,1,30,81,00,1,1.0,0,Y,,2,2,7.5,3.0,H2,Y,1,n,x,,22.76,4.02,17.7,7.4,5.3,62
01PR00114,A7527,1,30,81,00,1,1.0,0,Y,,2,2,6.6,2.6,,Y,1,n,x,,22.87,5.19,22.7,8.9,8.9,62
01PR00115,A7581,1,30,81,00,1,1.0,0,Y,,2,3+,7.9,3.1,,Y,1,n,x,,25.73,5.28,20.5,9.1,22.1,58
01PR00116,A7595,1,30,88,00,1,1.0,7,Y,,1,1-,7.2,2.8,,Y,1,n,x,,21.51,4.2,19.5,7.6,3.2,64
01PR00117,A7598,1,30,82,00,1,1.0,0,Y,,1,2,6.7,2.6,,Y,1,n,x,,24.9,4.24,17.0,7.6,12.5,60
01PR00118,A7603,1,30,88,00,1,1.0,7,Y,,2,1-,6.6,2.6,,Y,1,n,x,,22.14,4.32,19.5,7.5,4.0,62
01PR00119,A7633,1,30,88,00,1,1.0,7,Y,,1,3-,6.5,2.6,,Y,1,n,x,,23.3,4.31,18.5,7.2,6.2,62
01PR00120,A7636,1,30,81,00,1,1.0,0,Y,,1,3,7.5,3.0,,Y,1,n,x,,22.93,4.61,20.1,8.7,8.3,62
01PR00121,A7638,1,30,82,00,1,1.0,0,Y,,1,2+,7.2,2.8,,Y,1,n,x,,21.53,4.74,22.0,8.2,4.4,64
01PR00122,A7637,1,30,81,00,1,1.0,0,Y,,1,3-,7.8,3.1,,Y,1,n,x,,23.76,4.97,20.9,8.7,11.7,60
01PR00123,A7640,1,30,82,00,1,1.0,0,Y,,2,2+,7.5,3.0,,Y,1,n,x,,22.58,4.82,21.4,8.5,7.4,62
01PR00124,A7659,1,30,82,00,1,1.0,0,Y,,1,1-,5.6,2.2,PINK QUAD pd1,Y,1,n,x,,24.85,4.52,18.2,7.3,13.3,60
01PR00125,A7626,1,30,82,00,1,1.0,0,Y,,1,3+,5.3,2.1,,Y,1,n,x,,23.05,3.92,17.0,6.8,4.7,62
01PR00126,A7693,1,30,88,00,1,1.0,7,Y,,2,2,7.9,3.1,tb3 tr3,Y,1,n,x,,24.53,4.55,18.6,7.6,12.5,60
01PR00127,A7678,1,30,88,00,1,1.0,7,Y,,1,2-,7.2,2.8,,Y,1,n,x,,24.03,3.77,15.7,6.6,6.8,60
01PR00128,A7218,1,30,81,00,1,1.0,0,Y,,2,3+,6.5,2.6,,Y,1,n,x,,22.26,4.3,19.3,7.1,3.6,62
01PR00129,A7205,1,30,81,00,1,1.0,0,Y,,2,3+,8.0,3.1,,Y,1,n,x,,25.2,5.09,20.2,8.9,18.4,58
01PR00130,A7239,1,30,81,00,1,1.0,0,Y,,1,3+,6.0,2.4,,Y,1,n,x,,24.72,4.88,19.8,8.4,15.1,60
01PR00131,A7243,1,30,88,00,1,1.0,7,Y,,1,3+,6.8,2.7,,Y,1,n,x,,22.22,4.47,20.1,7.7,4.8,62
01PR00132,A7242,1,30,88,00,1,1.0,7,Y,,1,2-,6.5,2.6,,Y,1,n,x,,23.5,4.98,21.2,9.5,11.1,60
01PR00133,A7226,1,30,82,00,1,1.0,0,Y,,1,3+,6.4,2.5,,Y,1,n,x,,22.51,4.41,19.6,8.0,6.0,62
01PR00134,A7227,1,30,82,00,1,1.0,0,Y,,1,3+,8.1,3.2,,Y,1,n,x,,24.05,5.02,20.9,9.0,13.6,60
01PR00135,A7284,1,30,82,00,1,1.0,0,Y,,1,1-,6.9,2.7,NICE,Y,1,n,x,,23.94,4.17,17.4,7.2,8.1,60
01PR00136,A7286,1,30,81,00,1,1.0,0,Y,,2,2-,7.4,2.9,,Y,1,n,x,,22.57,4.72,20.9,8.4,7.3,62
01PR00137,A7298,1,30,88,00,1,1.0,7,Y,,1,2-,7.2,2.8,,Y,1,n,x,,23.75,3.99,16.8,6.4,5.4,60
01PR00138,A7818,1,30,82,00,1,1.0,0,Y,,1,2+,6.0,2.4,,Y,1,n,x,,22.98,4.13,18.0,6.9,4.5,62
01PR00139,A7805,1,30,82,00,1,1.0,0,Y,,1,2-,7.1,2.8,IN B1 2/26/01,N,1,n,x,,23.0,0.0,0.0,0.0,0.0,62
01PR00140,A7851,1,30,81,00,1,1.0,0,Y,,2,2,5.9,2.3,,Y,1,n,x,,22.37,4.61,20.6,8.1,6.0,62
01PR00141,A7852,1,30,81,00,1,1.0,0,Y,,1,2+,6.8,2.7,,Y,1,n,x,,24.31,4.65,19.1,7.6,11.6,60
01PR00142,A7864,1,30,82,00,1,1.0,0,Y,,1,1-,6.8,2.7,,Y,1,n,x,,21.24,4.3,20.3,7.1,2.6,64
01PR00143,A7880,1,30,81,00,1,1.0,0,Y,,1,2-,6.1,2.4,tb4 tr3 save,Y,1,n,x,,18.82,3.57,19.0,6.6,0.5,80
01PR00144,A7885,1,30,88,00,1,1.0,7,Y,,1,3+,7.0,2.8,,Y,1,n,x,,24.2,4.58,18.9,7.8,11.0,60
01PR00145,A7882,1,30,81,00,1,1.0,0,Y,,2,3+,4.8,1.9,tb4 tr3 save,Y,1,n,x,,21.05,3.97,18.9,6.8,1.7,64
01PR00146,A7896,1,30,88,00,1,1.0,7,Y,,1,2-,6.8,2.7,,Y,1,n,x,,21.61,4.18,19.4,7.5,3.3,64
01PR00147,A7913,1,30,82,00,1,1.0,0,Y,,1,2,7.3,2.9,,Y,1,n,x,,23.65,5.93,25.1,9.6,13.3,60
01PR00148,A7931,1,30,88,00,1,1.0,7,Y,,1,1-,8.0,3.1,,Y,1,n,x,,23.75,4.7,19.8,7.9,9.8,60
01PR00149,A7958,1,30,81,00,1,1.0,0,Y,,1,3+,6.2,2.4,tb4 tr3 save,Y,1,n,x,,19.98,3.61,18.1,6.3,0.6,70
01PR00150,A7986,1,30,88,00,1,1.0,7,Y,,2,2+,5.4,2.1,,Y,1,n,x,,22.02,5.73,26.0,9.9,9.0,62
01PR00151,A7991,1,30,88,00,1,1.0,7,Y,,1,1-,6.3,2.5,,Y,1,n,x,,26.02,4.99,19.2,8.2,23.9,58
01PR00152,A7978,1,30,81,00,1,1.0,0,Y,,2,2-,6.2,2.4,,Y,1,n,x,,24.05,4.55,18.9,8.1,11.0,60
01PR00153,A7977,1,30,81,00,1,1.0,0,Y,,1,2,5.8,2.3,,Y,1,n,x,,24.82,4.29,17.3,7.1,11.6,60
01PR00154,A7730,1,30,81,00,1,1.0,0,Y,,2,1-,6.2,2.4,,Y,1,n,x,,23.31,5.22,22.4,9.5,11.7,62
01PR00155,A7738,1,30,82,00,1,1.0,0,Y,,2,2,7.0,2.8,,Y,1,n,x,,21.61,4.01,18.6,7.1,2.6,64
01PR00156,A7760,1,30,88,00,1,1.0,7,Y,,2,3+,4.5,1.8,,Y,1,n,x,,20.99,4.45,21.2,8.1,3.6,64
01PR00157,A7780,1,30,82,00,1,1.0,0,Y,,2,3+,6.2,2.4,,Y,1,n,x,,23.11,4.13,17.9,7.4,6.1,62
01PR00158,A7786,1,30,82,00,1,1.0,0,Y,,2,3+,7.5,3.0,,Y,1,n,x,,21.29,4.33,20.3,8.3,4.2,64
01PR00159,I0064,1,02,ID,96,1,5.0,I,M,42T,1,3,8.6,3.4,Krakow Ram,Y,1,S5,x,,24.69,3.92,15.9,7.0,11.0,60
01PR00160,I9221,1,02,ID,99,1,2.0,I,M,41T,1,3,8.2,3.2,Montana State,Y,1,S4,x,,24.55,4.38,17.8,8.4,12.6,60
01PR00161,J0131,1,06,00,97,1,4.0,7,M,02,2,3,7.9,3.1,JARVIS 131,Y,1,S4,x,,27.42,4.71,17.2,7.5,31.8,56
01PR00162,J0143,1,06,00,97,1,4.0,7,M,03,2,3+,10.2,4.0,"KNOT,L.SCRO?",Y,1,S2,x,,29.47,5.32,18.1,9.3,49.2,50
01PR00163,J0093,1,06,00,97,1,4.0,7,M,01,2,3,9.0,3.5,JARVIS  93,Y,1,S4,x,,31.57,5.77,18.3,9.8,64.8,48
01PR00164,K1100,1,05,00,00,1,1.0,0,Y,,2,3,8.0,3.1,,N,1,n,x,,0.0,0.0,0.0,0.0,0.0,0
01PR00165,K1106,1,06,68,00,1,1.0,7,Y,,1,3,7.9,3.1,,Y,1,n,x,,23.97,4.41,18.4,8.1,10.4,60
01PR00166,K1131,1,06,68,00,1,1.0,7,Y,,1,3+,7.9,3.1,,Y,1,n,x,,27.0,5.69,21.1,9.6,30.9,56
01PR00167,K1137,1,05,00,00,1,1.0,0,Y,,2,3+,6.5,2.6,,N,1,n,x,,0.0,0.0,0.0,0.0,0.0,0
01PR00168,K1142,1,06,68,00,1,1.0,7,Y,,1,3-,7.9,3.1,,Y,1,n,x,,31.03,6.42,20.7,11.5,57.4,48
01PR00169,K1155,1,05,00,00,1,1.0,0,Y,,2,4,8.7,3.4,,N,1,n,x,,0.0,0.0,0.0,0.0,0.0,0
01PR00170,K1163,1,05,00,00,1,1.0,0,Y,,2,3+,6.9,2.7,,N,1,n,x,,0.0,0.0,0.0,0.0,0.0,0
01PR00171,K1120,1,06,68,00,1,1.0,7,Y,,1,5+,7.3,2.9,F3-,Y,1,n,x,,24.99,4.56,18.2,8.0,15.0,58
01PR00172,K1195,1,06,68,00,1,1.0,7,Y,,2,2-,8.6,3.4,,Y,1,n,x,,27.55,5.37,19.5,9.9,32.6,56
01PR00173,K1196,1,06,68,00,1,1.0,7,Y,,1,3,8.0,3.1,"BIG, 17.3",Y,1,n,x,,27.73,6.08,21.9,11.2,36.2,56
01PR00174,K1198,1,06,68,00,1,1.0,7,Y,,2,3,8.5,3.3,,Y,1,n,x,,18.44,3.76,20.4,6.5,0.5,80
01PR00175,K1199,1,06,68,00,1,1.0,7,Y,,2,3-,8.8,3.5,,Y,1,n,x,,28.35,6.05,21.4,10.4,39.6,54
