UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,PD,LIB,NAX,STUDY,MICRON,SD,CV,CEM,PF,DIGR
01PR00611,T6498,2,02,ID,98,1,3.0,I,1,,.,.,7.0,2.8,,Y,1,n,x,,24.07,4.41,18.3,7.5,9.5,60
01PR00612,T6474,2,02,ID,98,1,3.0,I,1,,.,.,8.9,3.5,,Y,1,n,x,,24.27,4.57,18.8,8.5,13.0,60
01PR00613,T6479,2,02,ID,98,1,3.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,26.82,4.19,15.6,7.1,24.6,56
01PR00614,T6511,2,02,ID,98,1,3.0,I,1,,.,.,8.3,3.3,,Y,1,n,x,,24.71,4.03,16.3,6.9,10.6,60
01PR00615,T6510,2,02,ID,98,1,3.0,I,1,,.,.,9.2,3.6,RP,Y,1,n,x,,23.7,3.9,16.4,6.9,6.7,60
01PR00616,T6501,1,02,ID,98,1,3.0,2,M,DUD,1,3+,8.5,3.3,"DUD, age2",Y,2,D4,x,,21.72,3.55,16.4,6.6,2.3,64
01PR00617,T6502,2,02,ID,98,1,3.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,20.78,3.73,18.0,7.1,1.8,64
01PR00618,T6533,2,02,ID,98,1,3.0,I,1,,.,.,7.2,2.8,"X, 11 BAG",Y,1,n,x,,23.96,3.78,15.8,6.7,6.6,60
01PR00619,T6596,2,02,ID,98,1,3.0,I,1,,.,.,7.4,2.9,,Y,1,n,x,,25.76,4.42,17.2,8.2,19.8,58
01PR00620,T6649,2,02,ID,98,1,3.0,I,1,,.,.,7.3,2.9,FIX YTEX '01,Y,1,n,x,,22.63,3.54,15.7,6.1,2.4,62
01PR00621,T6207,2,02,ID,97,1,4.0,I,1,,.,.,8.9,3.5,WEAK EWE,Y,1,n,x,,22.52,3.48,15.4,6.2,2.5,62
01PR00622,T6249,2,02,ID,97,1,4.0,I,1,,.,.,7.6,3.0,HAIRY,Y,1,n,x,,21.1,3.59,17.0,6.3,1.2,64
01PR00623,T6257,2,02,ID,97,1,4.0,I,1,,.,.,9.1,3.6,,Y,1,n,x,,23.57,4.03,17.1,7.3,7.2,60
01PR00624,T6269,2,02,ID,97,1,4.0,I,1,,.,.,8.0,3.1,TRT R.EYE,Y,1,n,x,,23.55,3.64,15.4,6.4,4.9,60
01PR00625,T6220,2,02,ID,97,1,4.0,I,1,,.,.,7.6,3.0,FIX YTEX '01,Y,1,n,x,,20.87,3.74,17.9,7.0,1.9,64
01PR00626,T6287,2,02,ID,97,1,4.0,I,1,,.,.,7.9,3.1,DYSTOCIA'99,Y,1,n,x,,24.71,3.87,15.7,6.5,8.5,60
01PR00627,T6752,2,02,ID,98,1,3.0,I,1,,.,.,9.2,3.6,,Y,1,n,x,,25.08,3.66,14.6,6.5,10.8,58
01PR00628,T6725,2,02,ID,98,1,3.0,I,1,,.,.,8.0,3.1,SM. UDDER,Y,1,n,x,,23.06,3.55,15.4,6.5,3.9,62
01PR00629,T8113,1,02,41,00,1,1.0,2,Y,,1,3+,7.7,3.0,,Y,1,n,x,,22.51,6.15,27.3,11.3,12.4,60
01PR00630,T8102,1,02,42,00,1,1.0,2,Y,,2,3-,8.0,3.1,,Y,1,n,x,,24.24,4.83,19.9,8.6,13.0,60
01PR00631,T8164,1,02,42,00,1,1.0,2,Y,,5,3-,7.9,3.1,"H5, X",Y,1,n,x,,23.35,5.58,23.9,10.7,14.0,62
01PR00632,T8183,1,02,42,00,1,1.0,2,Y,,2,3+,6.3,2.5,,Y,1,n,x,,16.9,2.81,16.7,5.2,0.2,80
01PR00633,T8185,1,02,42,00,1,1.0,2,Y,,2,3,7.0,2.8,,Y,1,n,x,,21.08,5.24,24.9,10.1,6.7,62
01PR00634,T8004,1,02,42,00,1,1.0,2,Y,,2,2,7.8,3.1,,Y,1,n,x,,22.68,4.52,19.9,7.7,5.9,62
01PR00635,T8036,1,02,41,00,1,1.0,2,Y,,2,3,6.8,2.7,,Y,1,n,x,,24.04,4.54,18.9,8.0,11.4,60
01PR00636,T8041,1,02,42,00,1,1.0,2,Y,,1,4+,7.5,3.0,,Y,1,n,x,,22.31,4.51,20.2,8.3,6.1,62
01PR00637,T8051,1,02,41,00,1,1.0,2,Y,,1,2-,7.3,2.9,,Y,1,n,x,,20.5,3.98,19.4,6.9,1.4,70
01PR00638,T8056,1,02,42,00,1,1.0,2,Y,,2,4,6.4,2.5,,Y,1,n,x,,20.1,4.25,21.2,7.2,1.2,70
01PR00639,T8024,1,02,42,00,1,1.0,2,Y,,2,3-,7.0,2.8,,Y,1,n,x,,22.47,4.53,20.2,8.2,6.5,62
01PR00640,T8025,1,02,42,00,1,1.0,2,Y,,2,3,8.4,3.3,,Y,1,n,x,,22.91,4.58,20.0,8.2,7.2,62
01PR00641,T8088,1,02,41,00,1,1.0,2,Y,,1,2+,8.0,3.1,BALD,Y,1,n,x,,19.65,3.78,19.2,6.7,0.7,70
01PR00642,T8215,1,02,41,00,1,1.0,2,Y,,2,3+,7.8,3.1,H2 Save Lww,Y,1,n,x,,19.6,3.92,20.0,7.0,1.1,70
01PR00643,T8203,1,02,41,00,1,1.0,2,Y,,1,3+,8.1,3.2,,Y,1,n,x,,21.27,4.2,19.8,7.5,2.7,64
01PR00644,T8209,1,02,42,00,1,1.0,2,Y,,2,3,7.5,3.0,,Y,1,n,x,,21.44,4.34,20.2,7.6,2.8,64
01PR00645,T8238,1,02,41,00,1,1.0,2,Y,,1,3,7.2,2.8,"RAM, Top Lww",Y,1,n,x,,24.37,5.01,20.6,8.9,15.1,60
01PR00646,T8255,1,02,41,00,1,1.0,2,Y,,1,3+,8.2,3.2,"HAIRY, Rechk",Y,1,n,x,,20.39,4.17,20.5,7.8,2.5,70
01PR00647,T8220,1,02,41,00,1,1.0,2,Y,,1,2+,8.0,3.1,,Y,1,n,x,,22.1,4.23,19.2,7.8,4.8,62
01PR00648,T8271,1,02,42,00,1,1.0,2,Y,,1,2-,6.9,2.7,,Y,1,n,x,,19.2,4.24,22.1,8.0,1.6,70
01PR00649,T8276,1,02,42,00,1,1.0,2,Y,,1,3+,6.9,2.7,,Y,1,n,x,,20.33,4.43,21.8,7.9,2.4,70
01PR00650,T8272,1,02,42,00,1,1.0,2,Y,,1,3,7.0,2.8,,Y,1,n,x,,20.02,3.8,19.0,6.5,0.8,70
01PR00651,T8277,1,02,42,00,1,1.0,2,Y,,1,3-,6.6,2.6,,Y,1,n,x,,20.13,4.33,21.5,8.4,3.0,70
01PR00652,T7102,2,02,ID,99,1,2.0,I,1,,.,.,7.1,2.8,,Y,1,n,x,,21.64,4.08,18.8,7.5,3.2,64
01PR00653,T7109,1,02,ID,99,1,2.0,2,M,LIB,.,.,0.0,0.0,DUD,N,3,D4,x,MUDX,0.0,0.0,0.0,0.0,0.0,0
01PR00654,T7131,2,02,ID,99,1,2.0,I,1,,.,.,7.9,3.1,"DYSTO,TOXEMIA",Y,1,n,x,,21.81,4.21,19.3,7.9,4.4,64
01PR00655,T7130,2,02,ID,99,1,2.0,I,1,,.,.,10.0,3.9,,Y,1,n,x,,21.68,3.79,17.5,7.1,2.5,64
01PR00656,T7153,2,02,ID,99,1,2.0,I,1,,.,.,6.4,2.5,,Y,1,n,x,,24.15,4.02,16.6,7.0,8.6,60
01PR00657,T7152,2,02,ID,99,1,2.0,I,1,,.,.,8.2,3.2,HARD BAG,Y,1,n,x,,22.86,4.54,19.9,8.5,7.8,62
01PR00658,T7161,1,02,42,99,1,2.0,2,M,822,.,.,0.0,0.0,not DUD,O,1,S1,Nax,B 15,0.0,0.0,0.0,0.0,0.0,0
01PR00659,T7181,1,02,41,99,1,2.0,2,M,414,1,3+,9.9,3.9,,Y,1,S2,Nax,,23.8,4.29,18.0,7.7,9.2,60
01PR00660,T7184,2,02,ID,99,1,2.0,I,1,,.,.,7.5,3.0,,Y,1,n,x,,21.76,3.45,15.9,6.2,1.7,64
01PR00661,T7185,2,02,ID,99,1,2.0,I,1,,.,.,7.9,3.1,DYSTOCIA,Y,1,n,x,,21.41,3.51,16.4,6.2,1.5,64
01PR00662,T7186,2,02,ID,99,1,2.0,I,1,,.,.,9.1,3.6,,Y,1,n,x,,24.09,4.37,18.1,8.3,10.8,60
01PR00663,T7188,2,02,ID,99,1,2.0,I,1,,.,.,7.4,2.9,,Y,1,n,x,,22.9,3.6,15.7,5.9,2.5,62
01PR00664,T7187,1,02,ID,99,1,2.0,2,M,LIB,.,.,0.0,0.0,DUD w/SAVES,O,3,D4,x,P 31,0.0,0.0,0.0,0.0,0.0,0
01PR00665,T7193,1,02,42,99,1,2.0,2,M,812,.,.,0.0,0.0,"RUNT, X",O,1,D1,Nax,P  9,0.0,0.0,0.0,0.0,0.0,0
01PR00666,T7195,1,02,ID,99,1,2.0,2,M,LIB,.,.,0.0,0.0,PINK DUD,N,3,D4,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00667,T7192,1,02,42,99,1,2.0,2,M,,1,2-,7.8,3.1,,Y,1,D1,Nax,,22.91,4.0,17.5,6.7,3.7,62
01PR00668,T7176,1,02,41,99,1,2.0,2,M,,.,.,0.0,0.0,,O,1,S1,Nax,B  5,0.0,0.0,0.0,0.0,0.0,0
01PR00669,T7015,1,02,ID,99,1,2.0,2,M,DUD,.,.,0.0,0.0,DUD,N,2,D4,x,SPAR,0.0,0.0,0.0,0.0,0.0,0
01PR00670,T7016,1,02,ID,99,1,2.0,2,M,DUD,.,.,0.0,0.0,DUD,O,2,D4,x,P 27,0.0,0.0,0.0,0.0,0.0,0
01PR00671,T7019,2,02,ID,99,1,2.0,I,1,,.,.,6.3,2.5,ENTR,Y,1,n,x,,20.92,2.91,13.9,5.0,0.3,64
01PR00672,T7035,2,02,ID,99,1,2.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,24.17,4.28,17.7,7.6,9.8,60
01PR00673,T7038,2,02,ID,99,1,2.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,23.68,3.89,16.4,6.9,6.2,60
01PR00674,T7045,2,02,ID,99,1,2.0,I,1,,.,.,8.9,3.5,,Y,1,n,x,,21.35,4.03,18.9,7.4,2.7,64
01PR00675,T7048,2,02,ID,99,1,2.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,21.74,4.89,22.5,9.7,7.4,64
01PR00676,T7053,1,02,ID,99,1,2.0,I,M,e.2,1,3,10.5,4.1,"DUD, D6",Y,1,D4,x,,24.53,4.5,18.4,7.8,11.6,60
01PR00677,T7052,2,02,ID,99,1,2.0,I,1,,.,.,7.2,2.8,DEAD,Y,1,n,x,,22.06,3.69,16.7,6.8,3.1,62
01PR00678,T7058,2,02,ID,99,1,2.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,20.82,3.62,17.4,6.5,1.2,64
01PR00679,T7061,2,02,ID,99,1,2.0,I,1,,.,.,8.2,3.2,,Y,1,n,x,,22.99,4.22,18.3,7.8,6.8,62
01PR00680,T7064,2,02,ID,99,1,2.0,I,1,,.,.,8.8,3.5,,Y,1,n,x,,22.53,3.72,16.5,6.7,3.4,62
01PR00681,T7065,1,02,ID,99,1,2.0,I,M,eal,1,2-,10.5,4.1,DUD,Y,1,D3,x,,19.69,3.11,15.8,5.8,0.5,70
01PR00682,T7066,1,02,ID,99,1,2.0,2,M,LIB,.,.,0.0,0.0,DUD,N,3,D4,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00683,T7069,2,02,ID,99,1,2.0,I,1,,.,.,7.8,3.1,,Y,1,n,x,,25.87,4.75,18.4,9.1,20.6,58
01PR00684,T7025,2,02,ID,99,1,2.0,I,1,,.,.,8.0,3.1,SM.BAG,Y,1,n,x,,21.21,3.4,16.0,6.4,1.4,64
01PR00685,T7026,2,02,ID,99,1,2.0,I,1,,.,.,8.1,3.2,,Y,1,n,x,,23.48,3.96,16.9,7.3,6.7,62
01PR00686,T7022,1,02,ID,99,1,2.0,2,M,DUD,3,3+,9.3,3.7,"H3, DUD",Y,2,D4,x,,23.64,4.47,18.9,8.1,9.1,60
01PR00687,T7028,1,02,ID,99,1,2.0,I,M,41T,1,3+,8.0,3.1,DUD,Y,1,D3,x,,21.62,4.51,20.8,7.4,2.9,64
01PR00688,T7029,2,02,ID,99,1,2.0,I,1,,.,.,8.7,3.4,,Y,1,n,x,,23.01,4.63,20.1,8.6,8.7,62
01PR00689,T7027,1,02,ID,99,1,2.0,I,M,eal,.,.,0.0,0.0,DUD,O,1,D3,x,B  2,0.0,0.0,0.0,0.0,0.0,0
01PR00690,T7080,2,02,ID,99,1,2.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,19.26,3.19,16.6,5.8,0.4,70
01PR00691,T7086,1,02,ID,99,1,2.0,2,M,DUD,.,.,0.0,0.0,WILD DUD,N,2,D4,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00692,T7082,1,02,ID,99,1,2.0,2,M,DUD,.,.,0.0,0.0,DUD,O,2,D4,x,B 20,0.0,0.0,0.0,0.0,0.0,0
01PR00693,T7091,2,02,ID,99,1,2.0,I,1,,.,.,6.2,2.4,,Y,1,n,x,,23.49,3.94,16.8,7.3,6.6,62
01PR00694,T7095,2,02,ID,99,1,2.0,I,1,,.,.,8.2,3.2,,Y,1,n,x,,24.05,4.2,17.5,7.6,9.7,60
01PR00695,T7074,1,02,ID,99,1,2.0,I,M,eal,.,.,0.0,0.0,DUD,N,1,D3,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00696,T7072,2,02,ID,99,1,2.0,I,1,,.,.,6.3,2.5,,Y,1,n,x,,20.53,4.04,19.7,7.6,2.0,70
01PR00697,T7077,2,02,ID,99,1,2.0,I,1,,.,.,8.9,3.5,DYSTOCIA,Y,1,n,x,,21.02,3.96,18.9,7.2,2.2,64
01PR00698,T7317,1,02,41,99,1,2.0,2,M,,1,2-,9.1,3.6,,Y,1,D1,Nax,DO,27.44,4.84,17.6,8.1,31.9,56
01PR00699,T7305,1,02,41,99,1,2.0,2,M,413,1,2,9.0,3.5,,Y,1,S3,Nax,B  9,24.93,4.58,18.4,7.8,15.2,60
01PR00700,T7330,1,02,42,99,1,2.0,2,M,912,.,.,0.0,0.0,not DUD,O,1,S1,Nax,P  1,0.0,0.0,0.0,0.0,0.0,0
01PR00701,T7341,1,02,42,99,1,2.0,2,M,812,1,2-,9.2,3.6,,Y,1,S1,Nax,DO,26.99,4.18,15.5,7.0,25.5,56
01PR00702,T7345,1,02,42,99,1,2.0,2,M,852,1,3,9.0,3.5,WOLF KILL,Y,1,D1,Nax,,25.29,5.64,22.3,10.4,19.4,58
01PR00703,T7351,1,02,41,99,1,2.0,2,M,,3,2-,9.1,3.6,,Y,1,S1,Nax,DO,24.99,4.93,19.7,8.3,16.6,58
01PR00704,T7361,1,02,42,99,1,2.0,2,M,882,.,.,0.0,0.0,"NICE, not DUD",O,1,D1w,Nax,P  6,0.0,0.0,0.0,0.0,0.0,0
01PR00705,T7360,1,02,42,99,1,2.0,2,M,,.,.,0.0,0.0,,N,1,D1,Nax,TEAZ,0.0,0.0,0.0,0.0,0.0,0
01PR00706,T7366,2,02,ID,99,1,2.0,I,1,,.,.,9.2,3.6,GOITER,Y,1,n,x,,24.29,4.38,18.0,8.3,12.0,60
01PR00707,T7320,1,02,41,99,1,2.0,2,M,X,.,.,0.0,0.0,"R.TST,SMALL",N,3,D1,Nax,MUDX,0.0,0.0,0.0,0.0,0.0,0
01PR00708,T7327,1,02,41,99,1,2.0,2,M,e.3,3,2+,8.4,3.3,"H3,BALD",O,1,S1,Nax,P 23,23.0,0.0,0.0,0.0,0.0,62
01PR00709,T7377,1,02,42,99,1,2.0,2,M,,.,.,0.0,0.0,,O,1,S2,Nax,P  8,0.0,0.0,0.0,0.0,0.0,0
01PR00710,T7419,1,02,42,99,1,2.0,2,M,902,2,2,10.0,3.9,"RUNT, not DUD",Y,1,D1w,Nax,B 22,25.81,5.08,19.7,9.1,22.6,58
01PR00711,T7407,1,02,42,99,1,2.0,2,M,802,1,3+,8.9,3.5,not DUD,Y,1,S1,Nax,,23.05,4.69,20.3,8.2,8.6,62
01PR00712,T7449,1,02,42,99,1,2.0,2,M,862,.,.,0.0,0.0,not DUD,O,1,S1,Nax,B 27,0.0,0.0,0.0,0.0,0.0,0
01PR00713,T7456,1,02,42,99,1,2.0,2,M,872,2,2+,8.1,3.2,,Y,1,D1,Nax,,23.16,4.31,18.6,7.2,5.8,62
01PR00714,T7426,2,02,ID,99,1,2.0,I,1,,.,.,8.2,3.2,,Y,1,n,x,,23.51,4.88,20.8,9.2,12.1,60
01PR00715,T7481,1,02,42,99,1,2.0,2,M,842,.,.,0.0,0.0,"DUD, D6",O,1,D1,Nax,B  1,0.0,0.0,0.0,0.0,0.0,0
01PR00716,T7480,1,02,42,99,1,2.0,2,M,842,1,3+,11.0,4.3,SM. TSTS,Y,1,D1w,Nax,DO,24.28,4.22,17.4,7.7,10.4,60
01PR00717,T7482,1,02,41,99,1,2.0,2,M,412,.,.,0.0,0.0,DUD,O,1,D3,Nax,B 25,0.0,0.0,0.0,0.0,0.0,0
01PR00718,T7498,1,02,41,99,1,2.0,2,M,,2,2-,9.0,3.5,WOLF KILL,Y,1,D1,Nax,DO,22.28,3.89,17.5,6.7,2.6,62
01PR00719,T7470,1,02,41,99,1,2.0,2,M,411,2,2,8.6,3.4,not DUD,O,1,S1,Nax,B 10,23.0,0.0,0.0,0.0,0.0,62
01PR00720,T7514,1,02,ID,99,1,2.0,2,M,DUD,.,.,0.0,0.0,DUD,O,2,D4,x,P 13,0.0,0.0,0.0,0.0,0.0,0
01PR00721,T7501,1,02,42,99,1,2.0,2,M,832,.,.,0.0,0.0,not DUD,O,1,S1,Nax,P 10,0.0,0.0,0.0,0.0,0.0,0
01PR00722,T7504,1,02,41,99,1,2.0,2,M,,.,.,0.0,0.0,"X, OFF TYPE",O,1,D1,Nax,B 12,0.0,0.0,0.0,0.0,0.0,0
01PR00723,T7531,1,02,42,99,1,2.0,2,M,862,.,.,0.0,0.0,,O,1,D1,Nax,P 25,0.0,0.0,0.0,0.0,0.0,0
01PR00724,T7543,1,02,42,99,1,2.0,2,M,892,.,.,0.0,0.0,,O,1,S1,Nax,P  2,0.0,0.0,0.0,0.0,0.0,0
01PR00725,T7556,1,02,41,99,1,2.0,2,M,,1,4,10.2,4.0,WOLF KILL,Y,1,D1,Nax,,22.2,4.19,18.9,7.7,4.7,62
01PR00726,T7521,1,02,41,99,1,2.0,2,M,411,2,2+,9.1,3.6,RCVR,Y,1,S3,Nax,,22.61,3.5,15.5,6.4,2.9,62
01PR00727,T7526,1,02,41,99,1,2.0,2,M,,1,2,9.2,3.6,DUD,Y,1,D3,Nax,DO,26.14,4.61,17.6,7.8,22.2,58
01PR00728,T7527,1,02,41,99,1,2.0,2,M,413,.,.,0.0,0.0,"RCVR, DUD",N,1,D3,Nax,TEAZ,0.0,0.0,0.0,0.0,0.0,0
01PR00729,T7589,1,02,41,99,1,2.0,2,M,,1,3+,9.2,3.6,,Y,1,D1,Nax,,25.27,3.91,15.5,6.9,12.8,58
01PR00730,T7570,1,02,42,99,1,2.0,2,M,872,1,2-,8.8,3.5,not DUD,Y,1,S1,Nax,DO,23.15,4.42,19.1,8.2,8.0,62
01PR00731,T7630,1,02,41,99,1,2.0,2,M,,.,.,0.0,0.0,,O,1,D1,Nax,P 15,0.0,0.0,0.0,0.0,0.0,0
01PR00732,T7634,1,02,41,99,1,2.0,2,M,e.3,1,3,9.2,3.6,"DUD, D6",Y,1,D4,Nax,DO,26.76,5.27,19.7,7.9,28.4,56
01PR00733,T7639,1,02,ID,99,1,2.0,I,M,e.2,2,3,9.6,3.8,"TB1, not DUD",Y,1,S1,x,,21.12,3.82,18.1,7.2,2.7,64
01PR00734,T7643,1,02,41,99,1,2.0,2,M,414,2,2-,8.2,3.2,DUD,Y,1,D3,Nax,,23.14,3.84,16.6,6.9,5.1,62
01PR00735,T7642,1,02,42,99,1,2.0,2,M,,.,.,0.0,0.0,,O,1,D1,Nax,P 22,0.0,0.0,0.0,0.0,0.0,0
01PR00736,T7657,1,02,42,99,1,2.0,2,M,882,1,2,8.1,3.2,,Y,1,D1,Nax,,23.83,3.78,15.9,6.4,5.7,60
01PR00737,T7621,1,02,42,99,1,2.0,2,M,,.,.,0.0,0.0,BIG,O,1,S2,Nax,B  8,0.0,0.0,0.0,0.0,0.0,0
01PR00738,T7687,1,02,ID,00,1,1.0,I,Y,,1,3,6.2,2.4,,Y,1,n,x,,20.11,4.05,20.1,7.8,2.3,70
01PR00739,T7694,1,02,ID,00,1,1.0,I,Y,,1,3-,6.6,2.6,,Y,1,n,x,,22.0,4.24,19.3,7.5,4.0,64
01PR00740,T7675,1,02,42,99,1,2.0,2,M,852,4,2-,7.8,3.1,not DUD,Y,1,S1,Nax,DO,23.64,3.93,16.6,6.9,6.1,60
01PR00741,T7214,2,02,ID,99,1,2.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,24.19,4.38,18.1,7.8,10.8,60
01PR00742,T7205,1,02,41,99,1,2.0,2,M,,2,3-,8.0,3.1,"X,EPI,6/12/01",Y,1,D1,Nax,DO,26.82,5.29,19.7,9.0,30.1,56
01PR00743,T7206,1,02,41,99,1,2.0,2,M,412,1,4+,9.0,3.5,not DUD,Y,1,S1,Nax,,26.9,4.91,18.3,8.5,29.3,56
01PR00744,T7231,2,02,ID,99,1,2.0,I,1,,.,.,9.8,3.9,,Y,1,n,x,,24.98,4.34,17.4,7.7,14.8,58
01PR00745,T7262,1,02,41,99,1,2.0,2,M,,1,2-,9.0,3.5,WOLF KILL,Y,1,D1,Nax,DO,25.47,5.17,20.3,8.5,21.5,58
01PR00746,T7269,1,02,42,99,1,2.0,2,M,802,.,.,0.0,0.0,"DUD, D6",O,1,D1,Nax,P 19,0.0,0.0,0.0,0.0,0.0,0
01PR00747,T7222,1,02,42,99,1,2.0,2,M,822,2,2,8.0,3.1,,Y,1,D1,Nax,DO,23.8,3.65,15.3,6.6,6.1,60
01PR00748,T7284,1,02,42,99,1,2.0,2,M,,1,2,8.2,3.2,WOLF KILL,Y,1,D1,Nax,,23.83,3.95,16.6,7.1,7.4,60
01PR00749,T7276,1,02,41,99,1,2.0,2,M,,2,3,8.3,3.3,,Y,1,D1,Nax,DO,25.98,5.16,19.8,8.3,22.8,58
01PR00750,T7814,1,02,41,00,1,1.0,2,Y,,1,3+,7.4,2.9,,Y,1,n,x,,20.45,3.72,18.2,7.0,1.6,70
01PR00751,T7815,1,02,41,00,1,1.0,2,Y,,1,3+,7.8,3.1,,Y,1,n,x,,21.28,3.57,16.8,6.5,1.4,64
01PR00752,T7800,1,02,41,00,1,1.0,2,Y,,1,2-,7.9,3.1,,Y,1,n,x,,22.31,3.91,17.5,7.1,3.7,62
01PR00753,T7803,1,02,ID,00,1,1.0,I,Y,,1,3+,6.9,2.7,,Y,1,n,x,,19.23,4.24,22.1,8.1,1.8,70
01PR00754,T7806,1,02,41,00,1,1.0,2,Y,,3,3-,7.0,2.8,,Y,1,n,x,,20.59,4.75,23.1,8.7,4.0,64
01PR00755,T7839,1,02,42,00,1,1.0,2,Y,,1,3-,6.9,2.7,,Y,1,n,x,,22.06,4.67,21.1,8.9,6.7,62
01PR00756,T7841,1,02,41,00,1,1.0,2,Y,,2,3-,8.5,3.3,,Y,1,n,x,,22.78,4.83,21.2,8.7,8.5,62
01PR00757,T7840,1,02,42,00,1,1.0,2,Y,,1,2+,7.3,2.9,,Y,1,n,x,,23.45,4.21,17.9,7.5,7.3,62
01PR00758,T7844,1,02,ID,00,1,1.0,I,Y,,2,3,7.6,3.0,,Y,1,n,x,,20.11,3.19,15.9,5.8,0.6,70
01PR00759,T7848,1,02,42,00,1,1.0,2,Y,,2,4-,5.8,2.3,,Y,1,n,x,,23.38,5.16,22.1,9.3,11.5,62
01PR00760,T7855,1,02,42,00,1,1.0,2,Y,,1,2-,6.5,2.6,,Y,1,n,x,,24.03,4.45,18.5,7.3,8.4,60
01PR00761,T7860,1,02,42,00,1,1.0,2,Y,,3,3,8.0,3.1,,Y,1,n,x,,22.42,4.13,18.4,7.1,3.7,62
01PR00762,T7866,1,02,42,00,1,1.0,2,Y,,1,3+,7.1,2.8,,Y,1,n,x,,23.05,5.13,22.3,9.1,10.5,62
01PR00763,T7829,1,02,41,00,1,1.0,2,Y,,2,3-,7.5,3.0,,Y,1,n,x,,21.79,4.49,20.6,7.7,3.8,64
01PR00764,T7881,1,02,41,00,1,1.0,2,Y,,1,3,7.5,3.0,,Y,1,n,x,,22.31,4.35,19.5,7.2,4.0,62
01PR00765,T7880,1,02,41,00,1,1.0,2,Y,,1,4+,7.0,2.8,,Y,1,n,x,,21.05,4.24,20.1,7.5,2.6,64
01PR00766,T7884,1,02,41,00,1,1.0,2,Y,,1,3-,7.6,3.0,,Y,1,n,x,,21.29,4.12,19.4,6.8,1.8,64
01PR00767,T7895,1,02,ID,00,1,1.0,I,Y,,1,3,7.7,3.0,,Y,1,n,x,,23.06,4.07,17.7,7.2,5.5,62
01PR00768,T7897,1,02,42,00,1,1.0,2,Y,,1,2,6.6,2.6,,Y,1,n,x,,19.83,4.41,22.2,7.7,1.6,70
01PR00769,T7873,1,02,42,00,1,1.0,2,Y,,2,2-,7.8,3.1,,Y,1,n,x,,21.94,4.53,20.7,8.2,5.2,64
01PR00770,T7913,1,02,41,00,1,1.0,2,Y,,1,3-,7.8,3.1,,Y,1,n,x,,21.16,3.55,16.8,6.3,1.3,64
01PR00771,T7916,1,02,42,00,1,1.0,2,Y,,1,3+,7.3,2.9,,Y,1,n,x,,21.7,4.23,19.5,7.7,3.9,64
01PR00772,T7931,1,02,41,00,1,1.0,2,Y,,1,3,8.0,3.1,,Y,1,n,x,,22.14,4.14,18.7,7.2,3.8,62
01PR00773,T7933,1,02,41,00,1,1.0,2,Y,,1,2,7.9,3.1,,Y,1,n,x,,21.28,3.99,18.7,7.0,2.0,64
01PR00774,T7932,1,02,41,00,1,1.0,2,Y,,1,3+,7.9,3.1,BIG 15.5,Y,1,n,x,,20.68,4.4,21.3,7.2,1.9,64
01PR00775,T7939,1,02,42,00,1,1.0,2,Y,,1,2-,6.9,2.7,NICE,Y,1,n,x,,17.78,4.06,22.8,6.8,0.2,80
01PR00776,T7955,1,02,41,00,1,1.0,2,Y,,1,2,8.0,3.1,,Y,1,n,x,,22.83,3.92,17.2,7.1,4.8,62
01PR00777,T7965,1,02,42,00,1,1.0,2,Y,,2,5+,7.4,2.9,F3-,Y,1,n,x,,20.6,3.83,18.6,6.9,1.2,64
01PR00778,T7969,1,02,42,00,1,1.0,2,Y,,2,3,7.8,3.1,,Y,1,n,x,,24.37,5.73,23.5,10.8,17.6,60
01PR00779,T7921,1,02,42,00,1,1.0,2,Y,,1,3-,6.9,2.7,,Y,1,n,x,,22.44,5.03,22.4,9.6,9.2,62
01PR00780,T7925,1,02,41,00,1,1.0,2,Y,,1,3+,7.0,2.8,,Y,1,n,x,,21.59,3.8,17.6,6.8,2.1,64
01PR00781,T7983,1,02,42,00,1,1.0,2,Y,,1,2,7.0,2.8,,Y,1,n,x,,19.25,4.09,21.3,7.2,1.2,70
01PR00782,T7988,1,02,42,00,1,1.0,2,Y,,1,3-,8.0,3.1,,Y,1,n,x,,22.04,4.36,19.8,7.9,4.8,64
01PR00783,T7987,1,02,42,00,1,1.0,2,Y,,1,2-,6.3,2.5,,Y,1,n,x,,22.75,3.97,17.5,7.0,4.4,62
01PR00784,T7990,1,02,41,00,1,1.0,2,Y,,1,4-,8.1,3.2,,Y,1,n,x,,21.58,4.79,22.2,9.1,6.1,64
