UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SPIN,MICRON,SD,CV,CF,DIGR
07PR00180,R6021,1,07,18,05,1,2.0,0,.,.,4,2-,9.0,3.5,,1,,Ramb,Y,.,21.0,5.0,23.6,94.6,64
07PR00181,R6304,1,07,18,06,1,1.0,0,.,.,1,3,6.8,2.7,,1,,,Y,.,22.9,4.7,20.4,94.5,62
07PR00182,R6330,1,07,18,06,1,1.0,0,.,.,7,2,7.2,2.8,H7,1,,,Y,.,20.0,4.6,22.8,97.9,64
07PR00183,R6348,1,07,18,06,1,1.0,0,.,.,6,2-,6.4,2.5,H6,1,,,Y,.,22.4,3.8,17.1,98.0,62
07PR00184,R6357,1,07,18,06,1,1.0,0,.,.,1,3-,8.2,3.2,NICE LAMB,1,,,Y,.,20.5,3.6,17.4,99.0,70
07PR00185,R6391,1,07,18,06,1,1.0,0,.,.,2,3+,7.5,3.0,,1,,,Y,.,21.1,3.9,18.5,98.6,64
07PR00186,R6372,1,07,18,06,1,1.0,0,.,.,1,3,6.8,2.7,,1,,,Y,.,20.0,3.2,15.9,99.6,70
07PR00187,R6414,1,07,18,06,1,1.0,0,.,.,3,3,7.4,2.9,SAVE,1,,,Y,.,20.0,3.5,17.3,99.2,70
07PR00188,R6437,1,07,18,06,1,1.0,0,.,.,7,3,6.6,2.6,H7,1,,,Y,.,23.1,4.4,19.1,94.2,62
07PR00189,R6449,1,07,18,06,1,1.0,0,.,.,2,3-,7.2,2.8,,1,,,Y,.,23.9,4.0,16.6,94.6,60
07PR00190,R6462,1,07,18,06,1,1.0,0,.,.,2,2+,7.2,2.8,,1,,,Y,.,23.7,4.8,20.1,91.9,60
07PR00191,R6483,1,07,18,06,1,1.0,0,.,.,1,5+,6.8,2.7,F4+ OK,1,,,Y,.,21.1,3.9,18.3,98.6,64
07PR00192,R6494,1,07,18,06,1,1.0,0,.,.,1,2+,7.0,2.8,,1,,,Y,.,21.7,3.9,18.1,97.9,64
07PR00193,R6496,1,07,18,06,1,1.0,0,.,.,3,3,7.6,3.0,,1,,,Y,.,19.1,3.4,17.5,99.3,80
07PR00194,R6498,1,07,18,06,1,1.0,0,.,.,1,3-,7.2,2.8,,1,,,Y,.,27.9,6.5,23.1,67.9,54
07PR00195,R6478,1,07,18,06,1,1.0,0,.,.,2,3-,6.7,2.6,,1,,,Y,.,20.6,3.5,17.0,99.0,64
07PR00196,R6515,1,07,18,06,1,1.0,0,.,.,5,3+,7.6,3.0,,1,,,Y,.,22.8,3.8,16.8,97.3,62
07PR00197,R6519,1,07,18,06,1,1.0,0,.,.,3,3+,7.0,2.8,,1,,,Y,.,20.3,4.2,21.0,98.2,70
07PR00198,R6538,1,07,18,06,1,1.0,0,.,.,2,2,7.8,3.1,,1,,,Y,.,20.9,4.3,20.6,97.7,64
07PR00199,R6537,1,07,18,06,1,1.0,0,.,.,2,3,7.8,3.1,,1,,,Y,.,22.5,4.1,18.3,96.3,62
07PR00200,R6216,1,07,18,06,1,1.0,0,.,.,2,3,7.7,3.0,,1,,,Y,.,19.1,3.6,18.9,99.9,80
07PR00201,R6233,1,07,18,06,1,1.0,0,.,.,6,3+,7.8,3.1,H6,1,,,Y,.,23.0,4.4,19.3,95.2,62
07PR00202,R6242,1,07,18,06,1,1.0,0,.,.,1,2,8.5,3.3,4TEATS,1,,,Y,.,22.3,3.9,17.5,97.7,62
07PR00203,R6264,1,07,18,06,1,1.0,0,.,.,1,4+,7.8,3.1,BRN.EARS,1,,,Y,.,21.1,3.7,17.8,98.6,64
07PR00204,R6220,1,07,18,06,1,1.0,0,.,.,2,4-,7.5,3.0,,1,,,Y,.,21.9,3.3,15.2,98.6,64
07PR00205,R6224,1,07,18,06,1,1.0,0,.,.,2,3+,6.4,2.5,,1,,,Y,.,20.7,4.0,19.4,98.2,64
07PR00206,R6228,1,07,18,06,1,1.0,0,.,.,2,3+,7.0,2.8,,1,,,Y,.,20.9,3.9,18.9,98.2,64
07PR00207,R6291,1,07,18,06,1,1.0,0,.,.,2,2-,7.6,3.0,,1,,,Y,.,22.0,4.2,19.1,96.3,64
07PR00208,T1118,1,02,ID,06,1,1.0,I,.,.,1,3,7.2,2.8,,1,,,Y,.,21.4,4.0,18.8,96.9,64
07PR00209,T1119,1,02,ID,06,1,1.0,I,.,.,1,2-,6.8,2.7,,1,,,Y,.,21.5,4.0,18.4,97.9,64
07PR00210,T1101,1,02,ID,06,1,1.0,I,.,.,1,3+,6.8,2.7,,1,,,Y,.,22.1,4.0,18.2,97.2,62
07PR00211,T1164,1,02,48,06,1,1.0,0,.,.,2,2,8.0,3.1,,1,,,Y,.,25.9,4.7,18.3,85.5,58
07PR00212,T1189,1,02,ID,06,1,1.0,I,.,.,1,3+,6.4,2.5,PNEU.TX.,1,,,Y,.,21.0,3.9,18.3,97.6,64
07PR00213,T1018,1,02,ID,06,1,1.0,I,.,MTN,1,4+,7.0,2.8,,1,,,Y,.,23.4,4.1,17.6,93.2,62
07PR00214,T1001,1,02,ID,06,1,1.0,I,.,.,1,3,6.5,2.6,,1,,,Y,.,23.2,4.6,19.9,92.7,62
07PR00215,T1002,1,02,ID,06,1,1.0,I,.,MTN,1,2-,7.2,2.8,PNEU.TX.,1,,,Y,.,22.8,4.1,18.2,95.9,62
07PR00216,T1069,1,02,48,06,1,1.0,0,.,.,1,3-,7.8,3.1,SCOURS TX.,1,,,Y,.,25.2,5.3,20.9,86.6,58
07PR00217,T1201,1,02,48,06,1,1.0,0,.,MTN,2,3-,6.2,2.4,PNEU.TX.,1,,,Y,.,22.6,4.4,19.7,95.6,62
07PR00218,T1203,1,02,48,06,1,1.0,0,.,.,2,2-,6.5,2.6,,1,,,Y,.,21.7,4.0,18.5,97.7,64
07PR00219,T1226,1,02,ID,06,1,1.0,I,.,.,1,3,6.2,2.4,,1,,,Y,.,22.1,3.9,17.6,97.0,62
07PR00220,T0192,1,02,ID,04,1,3.0,I,.,.,3,3,10.2,4.0,"LAME,FRONT",1,59,Ida,Y,.,28.0,5.3,19.1,70.8,54
07PR00221,T0174,1,02,ID,04,1,3.0,I,.,.,2,3+,8.0,3.1,BIG,1,e22,Ida,Y,.,23.6,4.0,16.8,95.1,60
07PR00222,T0346,1,02,48,05,1,2.0,0,.,.,1,3+,9.2,3.6,PNEU.Ok Now,1,58,Targ,Y,.,27.6,5.1,18.4,75.6,56
07PR00223,T0323,1,02,ID,05,1,2.0,I,.,.,3,2,8.0,3.1,,1,,Ida,Y,.,24.9,4.5,18.0,89.7,60
07PR00224,T0372,1,02,48,05,1,2.0,0,.,.,2,2,8.5,3.3,,1,e23,Targ,Y,.,24.2,4.2,17.3,92.1,60
07PR00225,T0403,1,02,ID,05,1,2.0,I,.,.,1,3-,8.4,3.3,F5 < F4,1,,Ida,Y,.,23.9,4.5,18.7,92.3,60
07PR00226,T0469,1,02,48,05,1,2.0,7,.,SPG,1,3+,9.4,3.7,,1,58a,Sprg,Y,.,27.1,4.2,15.5,82.7,56
07PR00227,T0540,1,02,ID,05,1,2.0,I,.,.,1,3+,9.0,3.5,,1,,Ida,Y,.,22.8,3.8,16.7,97.0,62
07PR00228,T0587,1,02,48,05,1,2.0,0,.,.,1,2-,9.8,3.9,,1,,Targ,Y,.,26.4,4.4,16.8,85.4,56
07PR00229,T0614,1,02,ID,05,1,2.0,I,.,.,1,2,9.5,3.7,NICE LAMB,1,e25,Ida,Y,.,25.3,4.5,17.8,88.7,58
07PR00230,T0659,1,02,48,05,1,2.0,0,.,.,1,3+,8.8,3.5,NICE,1,52,Targ,Y,.,25.2,3.6,14.4,93.2,58
07PR00231,T0696,1,02,ID,05,1,2.0,I,.,.,1,3+,9.2,3.6,,1,57,Ida,Y,.,22.3,3.7,16.5,97.1,62
07PR00232,T0289,1,02,ID,05,1,2.0,I,.,.,1,3-,8.9,3.5,LOW LIB?,1,24x,Ida,Y,.,25.2,4.8,19.2,85.9,58
07PR00233,T0290,1,02,ID,05,1,2.0,I,.,.,1,3,8.1,3.2,NICE LAMB,1,e24,Ida,Y,.,24.7,4.9,19.9,87.4,60
07PR00234,T0270,1,02,ID,05,1,2.0,I,.,.,1,3,8.4,3.3,Top Index,1,53,Ida,Y,.,25.4,4.1,16.3,89.5,58
07PR00235,T0841,1,02,48,06,1,1.0,7,.,SPG,1,3+,7.2,2.8,,1,,,Y,.,24.4,4.4,18.1,92.0,60
07PR00236,T0847,1,02,48,06,1,1.0,0,.,MTN,2,4+,7.5,3.0,PNEU. TX.,1,,,Y,.,21.8,4.1,19.0,97.6,64
07PR00237,T0863,1,02,ID,06,1,1.0,I,.,.,1,3,6.2,2.4,,1,,,Y,.,20.1,3.5,17.3,99.6,70
07PR00238,T0865,1,02,ID,06,1,1.0,I,.,.,1,4+,7.0,2.8,BIG4HER,1,,,Y,.,22.2,4.2,18.9,95.9,62
07PR00239,T0890,1,02,48,06,1,1.0,0,.,MTN,2,3-,7.5,3.0,,1,,,Y,.,24.1,4.2,17.6,93.8,60
07PR00240,T0870,1,02,ID,06,1,1.0,I,.,.,1,3-,6.2,2.4,,1,,,Y,.,24.0,4.6,19.0,92.3,60
07PR00241,T0914,1,02,ID,06,1,1.0,I,.,.,2,3+,6.8,2.7,,1,,,Y,.,24.5,4.2,17.2,93.3,60
07PR00242,T0901,1,02,48,06,1,1.0,0,.,MTN,4,3,6.8,2.7,PNEU.TX.,1,,,Y,.,23.6,5.0,21.3,90.8,60
07PR00243,T0900,1,02,48,06,1,1.0,0,.,MTN,1,3-,7.6,3.0,NICE LAMB,1,,,Y,.,21.6,3.7,17.2,98.1,64
07PR00244,T0906,1,02,ID,06,1,1.0,I,.,MTN,3,3,6.8,2.7,,1,,,Y,.,22.0,3.9,17.8,97.8,64
07PR00245,T0931,1,02,ID,06,1,1.0,I,.,.,2,4-,8.0,3.1,,1,,,Y,.,24.7,4.1,16.7,92.0,60
07PR00246,T0935,1,02,48,06,1,1.0,0,.,MTN,2,4,7.2,2.8,,1,,,Y,.,24.0,4.7,19.7,91.8,60
07PR00247,T0961,1,02,ID,06,1,1.0,I,.,.,1,3,7.4,2.9,,1,,,Y,.,23.3,4.3,18.6,93.8,62
07PR00248,T0966,1,02,ID,06,1,1.0,I,.,.,2,3,7.0,2.8,,1,,,Y,.,20.9,3.6,17.4,98.5,64
07PR00249,T0926,1,02,48,06,1,1.0,0,.,MTN,1,3+,6.8,2.7,NICE LAMB,1,,,Y,.,21.4,3.4,16.1,98.8,64
07PR00250,T0988,1,02,48,06,1,1.0,0,.,.,2,3+,7.2,2.8,,1,,,Y,.,21.1,3.8,18.0,98.4,64
07PR00251,T0994,1,02,ID,06,1,1.0,I,.,.,2,3+,7.0,2.8,,1,,,Y,.,21.9,3.9,18.0,97.5,64
07PR00252,T0979,1,02,ID,06,1,1.0,I,.,.,1,3,6.2,2.4,CUT R.EYELID,1,,,Y,.,21.7,3.5,16.0,98.4,64
07PR00253,T0727,1,02,48,05,1,2.0,7,.,SPG,1,3-,8.2,3.2,BIG,1,,Sprg,Y,.,24.8,4.9,19.9,87.1,60
07PR00254,T0777,1,02,48,06,1,1.0,7,.,SPG,1,3,7.4,2.9,,1,,,Y,.,21.3,3.6,16.9,98.3,64
07PR00255,T9473,1,02,ID,03,1,4.0,I,.,.,1,2-,9.8,3.9,"SAVE,ISA",1,55,Ida,Y,.,26.4,4.3,16.3,83.9,56
07PR00256,T9657,1,02,ID,03,1,4.0,I,.,.,1,2-,8.3,3.3,"THIN, OCT",1,54,Ida,Y,.,26.4,4.5,16.9,84.6,56
07PR00257,T9684,1,02,48,03,1,4.0,0,.,.,3,2,9.0,3.5,,1,56,Targ,Y,.,26.3,5.4,20.7,80.8,58
07PR00258,T9881,1,02,48,04,1,3.0,0,.,.,2,3+,9.4,3.7,NICE LAMB,1,,Targ,Y,.,25.9,4.1,15.8,87.4,58
07PR00259,X1010,1,97,97,04,1,3.0,0,.,.,1,1+,10.2,4.0,NICE LAMB,1,11,Bf,Y,.,38.2,6.6,17.3,10.4,36
07PR00260,X1019,1,97,97,04,1,3.0,0,.,.,1,1,7.2,2.8,NICE LAMB,1,46,Bf,Y,.,36.2,6.5,17.9,18.0,40
07PR00261,X1972,1,97,97,04,1,3.0,0,.,.,1,1+,7.5,3.0,NICE LAMB,1,e44,Bf,Y,.,40.2,7.8,19.4,8.6,36
07PR00262,X3131,1,TS,00,06,1,1.0,0,.,.,1,1-,8.1,3.2,,1,,ULTR,Y,.,36.9,7.9,21.3,21.5,40
07PR00263,X3139,1,TS,00,06,1,1.0,0,.,.,1,1+,9.0,3.5,,1,,ULTR,Y,.,34.9,7.0,20.2,24.9,44
07PR00264,X3141,1,TS,00,06,1,1.0,0,.,.,1,1+,9.0,3.5,4TEATS,1,,ULTR,Y,.,31.0,7.4,23.8,51.1,48
07PR00265,X3144,1,TS,00,06,1,1.0,0,.,.,2,1+,7.6,3.0,ENTROPION,1,,ULTR,Y,.,35.9,7.8,21.8,22.6,44
07PR00266,X3145,1,TS,00,06,1,1.0,0,.,.,1,1+,8.2,3.2,ENTROPION,1,,ULTR,Y,.,34.2,7.4,21.7,32.4,46
07PR00267,X3014,1,TC,00,06,1,1.0,0,.,.,2,2+,8.5,3.3,,1,,ULTR,Y,.,30.6,7.5,24.4,52.7,50
07PR00268,X3012,1,30,00,06,1,1.0,0,.,.,1,3+,7.4,2.9,,1,,ULTR,Y,.,28.1,5.9,21.1,66.9,54
07PR00269,X3018,1,30,00,06,1,1.0,0,.,.,2,1+,7.5,3.0,,1,,ULTR,Y,.,29.9,5.8,19.3,56.1,50
07PR00270,X3034,1,30,00,06,1,1.0,0,.,.,1,1-,6.6,2.6,BIGLAMB>DYST6,1,,ULTR,Y,.,25.8,5.3,20.4,82.1,58
07PR00271,X3041,1,30,00,06,1,1.0,0,.,.,2,2-,6.8,2.7,,1,,ULTR,Y,.,32.6,7.6,23.4,40.4,48
07PR00272,X3042,1,30,00,06,1,1.0,0,.,.,1,1-,8.0,3.1,,1,,ULTR,Y,.,31.6,6.0,18.9,42.6,48
07PR00273,X3024,1,TS,00,06,1,1.0,0,.,.,2,1,10.0,3.9,ENTROPION,1,,ULTR,Y,.,30.0,5.9,19.7,53.0,50
07PR00274,X3318,1,30,00,06,1,1.0,0,.,.,1,2-,7.0,2.8,,1,,ULTR,Y,.,26.6,5.2,19.7,79.7,56
07PR00275,X3346,1,TC,00,06,1,1.0,0,.,.,1,2,7.4,2.9,BRN.LEGS,1,,ULTR,Y,.,30.3,5.8,19.3,54.3,50
07PR00276,X3364,1,TC,00,06,1,1.0,0,.,.,1,1,8.6,3.4,ENTROPION,1,,ULTR,Y,.,32.4,7.0,21.5,41.2,48
07PR00277,X3411,1,30,00,06,1,1.0,0,.,.,2,2+,8.2,3.2,,1,,ULTR,Y,.,28.7,6.3,22.1,62.9,54
07PR00278,X3471,1,30,00,06,1,1.0,0,.,.,2,2-,6.5,2.6,SCOURS TX.,1,,ULTR,Y,.,28.4,6.3,22.3,66.2,54
07PR00279,X3504,1,TS,00,06,1,1.0,0,.,.,2,1+,8.0,3.1,,1,,ULTR,Y,.,33.4,7.6,22.8,37.1,46
07PR00280,X3521,1,30,00,06,1,1.0,0,.,.,2,2+,7.0,2.8,BIG,1,,ULTR,Y,.,28.9,5.8,19.9,62.7,54
07PR00281,X3522,1,30,00,06,1,1.0,0,.,.,3,2,7.2,2.8,,1,,ULTR,Y,.,30.6,6.1,19.9,49.7,50
07PR00282,X3653,1,TC,00,06,1,1.0,0,.,.,2,2+,10.2,4.0,,1,,ULTR,Y,.,29.9,6.4,21.5,58.0,50
07PR00283,X3671,1,TC,00,06,1,1.0,0,.,.,1,2-,8.2,3.2,THIN 10/16/06,1,,ULTR,Y,.,27.8,6.0,21.8,69.7,56
07PR00284,X3212,1,TS,00,06,1,1.0,0,.,.,1,1+,8.0,3.1,ENTROPION,1,,ULTR,Y,.,32.1,6.3,19.6,42.5,48
07PR00285,X3223,1,TC,00,06,1,1.0,0,.,.,1,1+,7.2,2.8,,1,,ULTR,Y,.,32.6,7.1,21.6,39.9,48
07PR00286,X3276,1,TC,00,06,1,1.0,0,.,.,1,1-,8.6,3.4,NICE LAMB,1,,ULTR,Y,.,30.7,6.5,21.2,51.5,50
07PR00287,X3277,1,TC,00,06,1,1.0,0,.,.,2,1,9.0,3.5,BLK.DOT.LF,1,,ULTR,Y,.,31.2,6.7,21.4,50.0,48
07PR00288,X3702,1,30,00,06,1,1.0,0,.,.,1,2,6.5,2.6,,1,,ULTR,Y,.,30.5,5.8,19.1,52.6,50
07PR00289,X3742,1,TC,00,06,1,1.0,0,.,.,1,2,7.5,3.0,ENTROPION,1,,ULTR,Y,.,28.3,6.6,23.4,62.0,54
07PR00290,X3774,1,TC,00,06,1,1.0,0,.,.,2,1-,9.0,3.5,NICE LAMB,1,,ULTR,Y,.,30.2,5.2,17.2,54.2,50
07PR00291,X2581,1,97,97,05,1,2.0,0,.,.,1,1+,7.3,2.9,,1,e45,Bf,Y,.,36.3,6.1,16.7,15.4,40
07PR00292,X2997,1,TS,00,06,1,1.0,0,.,.,1,1+,8.0,3.1,,1,,ULTR,Y,.,34.9,8.2,23.4,28.8,44
07PR00293,X2724,1,97,97,05,1,2.0,0,.,.,2,1+,7.5,3.0,,1,47,Bf,Y,.,29.3,5.3,18.1,63.3,50
07PR00294,   44,1,97,00,05,1,2.0,r,.,.,1,1+,9.0,3.5,,1,12,Term,Y,.,35.5,5.1,14.4,14.3,44
07PR00295,   65,1,97,00,05,1,2.0,r,.,.,1,1+,9.0,3.5,,1,13,Term,Y,.,34.1,6.7,19.7,30.5,46
07PR00296,   76,1,97,00,05,1,2.0,r,.,.,1,1+,11.2,4.4,,1,14,Term,Y,.,34.7,6.5,18.7,25.0,44
