UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SIGR,MICRON,SD,CV,CF,DIGR
03PR00013,A8403,1,30,82,01,1,2.0,.,.,.,2,1-,6.2,2.4,"RCVR, H2",1,.,Lww,X,60,,,,,60
03PR00014,A8431,1,30,83,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Flwt,X,oo,,,,,0
03PR00015,A8432,1,30,83,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Flwt,X,oo,,,,,0
03PR00016,A8457,1,30,84,01,1,2.0,.,.,LIB,.,.,0.0,0.0,NICE,4,LIB,Inbr,X,oo,,,,,0
03PR00017,A8427,1,30,84,01,1,2.0,.,., 77,1,3+,8.0,3.1,NO SALE 9/19,1,.,Lww,X,60,,,,,60
03PR00018,A8496,1,30,83,01,1,2.0,.,.,D3,2,1-,9.3,3.7,,1,Pre,Flwt,X,58,,,,,58
03PR00019,A8479,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,4TEATS,4,LIB,Ctrl,X,oo,,,,,0
03PR00020,A8512,1,30,83,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Flwt,X,oo,,,,,0
03PR00021,A8544,1,30,84,01,1,2.0,.,.,.,2,2,8.1,3.2,,1,eal,Lww,X,60,,,,,60
03PR00022,A8545,1,30,81,01,1,2.0,.,.,.,1,2,8.2,3.2,LUMP JAW,1,.,Lww,X,62,,,,,62
03PR00023,A8563,1,30,83,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Flwt,X,oo,,,,,0
03PR00024,A8584,1,30,82,01,1,2.0,.,.,.,1,2+,9.2,3.6,,1,33P,Ctrl,X,62,,,,,62
03PR00025,A8582,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00026,A8587,1,30,84,01,1,2.0,.,.,LIB,.,.,0.0,0.0,H3+,4,LIB,LwwI,X,oo,,,,,0
03PR00027,A8591,1,30,81,01,1,2.0,.,.,.,1,2+,9.0,3.5,,1,32a,Lww,X,60,,,,,60
03PR00028,A8590,1,30,81,01,1,2.0,.,.,.,3,2,8.2,3.2,,1,.,Lww,X,60,,,,,60
03PR00029,A8579,1,30,84,01,1,2.0,.,.,.,2,2+,8.0,3.1,,1,e10,Lww,X,58,,,,,58
03PR00030,A8606,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00031,A8607,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00032,A8641,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,"LUMP JAW, TB1",4,LIB,Ctrl,X,oo,,,,,0
03PR00033,A8647,1,30,83,01,1,2.0,.,.,.,3,2,9.0,3.5,,1,.,Flwt,X,58,,,,,58
03PR00034,A8681,1,30,83,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Flwt,X,oo,,,,,0
03PR00035,A8687,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,H3,4,LIB,Ctrl,X,oo,,,,,0
03PR00036,A8234,1,30,84,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Lww,X,oo,,,,,0
03PR00037,A8248,1,30,81,01,1,2.0,.,.,LIB,.,.,0.0,0.0,"TB1,TRT.L.EYE",4,LIB,Lww,X,oo,,,,,0
03PR00038,A8249,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,TB 1,4,LIB,Ctrl,X,oo,,,,,0
03PR00039,A8800,1,30,84,01,1,2.0,.,.,LIB,.,.,0.0,0.0,SCUR,4,LIB,Inbr,X,oo,,,,,0
03PR00040,A8802,1,30,82,01,1,2.0,.,.,.,2,1-,8.9,3.5,"FX.RR.LEG,ok",1,.,Ctrl,X,60,,,,,60
03PR00041,A8807,1,30,83,01,1,2.0,.,.,.,2,2-,10.0,3.9,,1,.,Flwt,X,60,,,,,60
03PR00042,A8832,1,30,84,01,1,2.0,.,.,.,1,2,8.2,3.2,R.EYE BAD'03,1,eal,Lww,X,58,,,,,58
03PR00043,A8846,1,30,83,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Flwt,X,oo,,,,,0
03PR00044,A8860,1,30,84,01,1,2.0,.,.,LIB,.,.,0.0,0.0,H2,4,LIB,Lww,X,oo,,,,,0
03PR00045,A8820,1,30,82,01,1,2.0,.,.,.,1,3,8.2,3.2,,1,e12,Ctrl,X,60,,,,,60
03PR00046,A8829,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00047,A8880,1,30,84,01,1,2.0,.,.,LIB,.,.,0.0,0.0,H2,4,LIB,Lww,X,oo,,,,,0
03PR00048,A8879,1,30,84,01,1,2.0,.,.,.,1,2+,7.0,2.8,,1,e13,Lww,X,60,,,,,60
03PR00049,A8877,1,30,84,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,LwwI,X,oo,,,,,0
03PR00050,A8987,1,30,84,02,1,1.0,.,,EXP,1,2,8.0,3.1,,1,.,Inbr,X,60,,,,,60
03PR00051,A8711,1,30,81,01,1,2.0,.,.,.,1,2,9.8,3.9,FIX tag A8711,1,.,Lww,X,60,,,,,60
03PR00052,A8715,1,30,83,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Flwt,X,oo,,,,,0
03PR00053,A8706,1,30,84,01,1,2.0,.,.,.,3,2,9.5,3.7,,1,.,Inbr,X,60,,,,,60
03PR00054,A8736,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00055,A8732,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,BLOAT,4,LIB,Ctrl,X,oo,,,,,0
03PR00056,A8739,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00057,A8748,1,30,83,01,1,2.0,.,.,SLI,2,2,8.6,3.4,,1,Pre,Flwt,X,58,,,,,58
03PR00058,A8747,1,30,83,01,1,2.0,.,.,.,1,1-,12.0,4.7,,1,.,Flwt,X,58,,,,,58
03PR00059,A8766,1,30,83,01,1,2.0,.,.,.,2,1-,9.2,3.6,,1,.,Flwt,X,60,,,,,60
03PR00060,A8724,1,30,81,01,1,2.0,.,.,.,1,2+,9.0,3.5,,1,32P,Lww,X,60,,,,,60
03PR00061,A8728,1,30,82,01,1,2.0,.,.,LIB,.,.,0.0,0.0,NICE,4,LIB,Ctrl,X,oo,,,,,0
03PR00062,A8794,1,30,84,01,1,2.0,.,.,D3,2,1-,7.6,3.0,,1,Pre,Lww,X,58,,,,,58
03PR00063,A9153,1,30,84,02,1,1.0,.,,EXP,2,1-,7.2,2.8,,1,.,Inbr,X,60,,,,,60
03PR00064,A9120,1,30,84,02,1,1.0,.,,EXP,1,2+,7.9,3.1,H2,1,.,Inbr,X,60,,,,,60
03PR00065,A9122,1,30,84,02,1,1.0,.,,CTL,1,2+,8.3,3.3,F1- H2,1,.,Inbr,X,60,,,,,60
03PR00066,A9015,1,30,82,02,1,1.0,.,,CTL,2,2-,6.3,2.5,,1,.,Ctrl,X,60,,,,,60
03PR00067,A9064,1,30,82,02,1,1.0,.,,EXP,1,2+,9.2,3.6,,1,.,Ctrl,X,58,,,,,58
03PR00068,A9088,1,30,84,02,1,1.0,.,,EXP,2,1-,7.8,3.1,,1,.,Inbr,X,60,,,,,60
03PR00069,A9073,1,30,84,02,1,1.0,.,,EXP,1,3+,6.4,2.5,,1,.,Inbr,X,60,,,,,60
03PR00070,A9074,1,30,84,02,1,1.0,.,,EXP,2,2,8.1,3.2,,1,.,Inbr,X,58,,,,,58
03PR00071,A9357,1,30,82,02,1,1.0,.,,EXP,2,2+,7.0,2.8,,1,.,Ctrl,X,60,,,,,60
03PR00072,A9434,1,30,84,02,1,1.0,.,,CTL,2,1-,7.5,3.0,,1,.,Inbr,X,60,,,,,60
03PR00073,A9442,1,30,83,02,1,1.0,.,,EXP,1,2-,6.8,2.7,,1,.,Flwt,X,60,,,,,60
03PR00074,A9456,1,30,84,02,1,1.0,.,,CTL,1,2,8.6,3.4,,1,.,Inbr,X,60,,,,,60
03PR00075,A9466,1,30,81,02,1,1.0,.,,EXP,2,3+,6.1,2.4,KEEP,1,.,Lww,X,60,,,,,60
03PR00076,A9427,1,30,84,02,1,1.0,.,,EXP,2,1-,6.5,2.6,,1,.,Inbr,X,60,,,,,60
03PR00077,A9480,1,30,84,02,1,1.0,.,,EXP,2,1-,8.3,3.3,,1,.,Inbr,X,58,,,,,58
03PR00078,A9508,1,30,81,02,1,1.0,.,,CTL,3,2,6.8,2.7,,1,.,Lww,X,60,,,,,60
03PR00079,A9569,1,30,84,02,1,1.0,.,,CTL,2,2,9.0,3.5,TORN TAG 5/3,1,.,Inbr,X,60,,,,,60
03PR00080,A9581,1,30,81,02,1,1.0,.,,EXP,2,2-,7.6,3.0,,1,.,Lww,X,58,,,,,58
03PR00081,A9588,1,30,84,02,1,1.0,.,,EXP,2,1-,9.2,3.6,H2,1,.,Inbr,X,58,,,,,58
03PR00082,A9606,1,30,83,02,1,1.0,.,,EXP,1,3+,6.0,2.4,,1,.,Flwt,X,60,,,,,60
03PR00083,A9640,1,30,84,02,1,1.0,.,,CTL,2,1-,7.2,2.8,1TAG,1,.,Inbr,X,62,,,,,62
03PR00084,A9682,1,30,81,02,1,1.0,.,,CTL,2,2+,7.0,2.8,,1,.,Lww,X,60,,,,,60
03PR00085,A9232,1,30,83,02,1,1.0,.,,CTL,1,1-,6.4,2.5,F2-,1,.,Flwt,X,60,,,,,60
03PR00086,A9240,1,30,83,02,1,1.0,.,,EXP,2,3+,6.4,2.5,,1,.,Flwt,X,62,,,,,62
03PR00087,A9263,1,30,84,02,1,1.0,.,,EXP,2,1-,6.2,2.4,,1,.,Inbr,X,60,,,,,60
03PR00088,A9262,1,30,84,02,1,1.0,.,,EXP,3,1-,7.2,2.8,H2,1,.,Inbr,X,60,,,,,60
03PR00089,A9284,1,30,83,02,1,1.0,.,,CTL,2,1-,5.6,2.2,,1,.,Flwt,X,60,,,,,60
03PR00090,A9285,1,30,83,02,1,1.0,.,,EXP,2,2+,6.5,2.6,KEEP,1,.,Flwt,X,60,,,,,60
03PR00091,A9295,1,30,82,02,1,1.0,.,,CTL,2,1-,6.2,2.4,H2,1,.,Ctrl,X,60,,,,,60
03PR00092,A9292,1,30,82,02,1,1.0,.,,EXP,2,2-,7.4,2.9,NICE,1,.,Ctrl,X,60,,,,,60
03PR00093,A9278,1,30,82,02,1,1.0,.,,CTL,1,2+,7.0,2.8,,1,.,Ctrl,X,60,,,,,60
03PR00094,A9831,1,30,82,02,1,1.0,.,,CTL,1,2-,5.5,2.2,"X, JUMPER",1,.,Ctrl,X,60,,,,,60
03PR00095,A9826,1,30,83,02,1,1.0,.,,EXP,2,3+,4.6,1.8,,1,.,Flwt,X,60,,,,,60
03PR00096,A9827,1,30,83,02,1,1.0,.,,EXP,2,3+,4.6,1.8,,1,.,Flwt,X,60,,,,,60
03PR00097,A9882,1,30,81,02,1,1.0,.,,CTL,3,3-,6.5,2.6,H3,1,.,Lww,X,60,,,,,60
03PR00098,A9890,1,30,83,02,1,1.0,.,,CTL,2,2,7.8,3.1,H2,1,.,Flwt,X,60,,,,,60
03PR00099,A9897,1,30,81,02,1,1.0,.,,EXP,2,2-,7.8,3.1,H2,1,.,Lww,X,60,,,,,60
03PR00100,A9911,1,30,84,02,1,1.0,.,,CTL,2,1-,7.8,3.1,,1,.,Inbr,X,60,,,,,60
03PR00101,A9902,1,30,82,02,1,1.0,.,,CTL,1,1-,5.5,2.2,,1,.,Ctrl,X,62,,,,,62
03PR00102,A9941,1,30,84,02,1,1.0,.,,CTL,2,2+,8.0,3.1,,1,.,Inbr,X,60,,,,,60
03PR00103,A9943,1,30,82,02,1,1.0,.,,CTL,2,2,6.3,2.5,,1,.,Ctrl,X,60,,,,,60
03PR00104,A9963,1,30,82,02,1,1.0,.,,EXP,2,2,6.5,2.6,,1,.,Ctrl,X,60,,,,,60
03PR00105,A9707,1,30,83,02,1,1.0,.,,CTL,1,2,8.2,3.2,,1,.,Flwt,X,60,,,,,60
03PR00106,A9731,1,30,84,02,1,1.0,.,,EXP,2,2+,8.0,3.1,FAT,1,.,Inbr,X,60,,,,,60
03PR00107,A9750,1,30,81,02,1,1.0,.,,EXP,1,2,6.0,2.4,,1,.,Lww,X,60,,,,,60
03PR00108,A9762,1,30,83,02,1,1.0,.,,EXP,2,3+,6.9,2.7,,1,.,Flwt,X,60,,,,,60
03PR00109,A7106,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,TEASER RAM,S,-5-,CTL,X,oo,,,,,0
03PR00110,A7109,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,PREPUCE BLED,P,LIB,CTL,X,oo,,,,,0
03PR00111,A7158,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,LIB,X,oo,,,,,0
03PR00112,A7198,1,30,88,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"UGLY, -SIZE",P,-3-,LIB,X,oo,,,,,0
03PR00113,A7199,1,30,88,00,1,3.0,.,.,.,2,2-,9.2,3.6,,1,.,FLWT,X,60,,,,,60
03PR00114,A7351,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,TEASER RAM,S,LIB,LIB,X,oo,,,,,0
03PR00115,A7402,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"X,3"" ABS.CHIN",P,LIB,CTL,X,oo,,,,,0
03PR00116,A7436,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"TEASER, H5",S,LIB,LIB,X,oo,,,,,0
03PR00117,A7432,1,30,81,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,LIB,X,oo,,,,,0
03PR00118,A7459,1,30,81,00,1,3.0,.,.,DUD,.,.,0.0,0.0,,P,LIB,LIB,X,oo,,,,,0
03PR00119,A7460,1,30,88,00,1,3.0,.,.,DUD,.,.,0.0,0.0,"F3-, Top Idx",S,-2-,LIB,X,oo,,,,,0
03PR00120,A7553,1,30,88,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H2,S,-4-,LIB,X,oo,,,,,0
03PR00121,A7595,1,30,88,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,S,-5-,LIB,X,oo,,,,,0
03PR00122,A7640,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H3,P,LIB,FLWT,X,oo,,,,,0
03PR00123,A7659,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,PINK QUAD pd1,S,-3-,LIB,X,oo,,,,,0
03PR00124,A7239,1,30,81,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,LWW2,X,oo,,,,,0
03PR00125,A7284,1,30,82,00,1,3.0,.,.,.,2,1-,9.7,3.8,NICE >works,1,.,FLWT,X,60,,,,,60
03PR00126,A7852,1,30,81,00,1,3.0,.,.,DUD,.,.,0.0,0.0,,S,LIB,LIB,X,oo,,,,,0
03PR00127,A7896,1,30,88,00,1,3.0,.,.,.,1,2+,7.0,2.8,,1,.,FLWT,X,60,,,,,60
03PR00128,A7913,1,30,82,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,FLWT,X,oo,,,,,0
03PR00129,I0064,1,02,ID,96,1,7.0,I,.,KK,1,3,8.2,3.2,Krakow Ram,1,12T,UI,Y,oo,25.4,3.8,14.9,92.1,58
03PR00130,I9221,1,02,ID,99,1,4.0,I,.,MSU,1,3,8.4,3.3,Montana State,1,41T,UI,Y,oo,24.2,3.5,14.6,94.9,60
03PR00131,K1100,1,05,CP,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H3,P,LIB,CLPG,X,oo,,,,,0
03PR00132,K1106,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,LIB,X,oo,,,,,0
03PR00133,K1137,1,05,CP,00,1,3.0,.,.,.,2,2-,7.8,3.1,,1,.,CLPG,X,oo,,,,,0
03PR00134,K1195,1,06,68,00,1,3.0,.,.,.,1,2+,10.1,4.0,F2,1,51N,ADG,Y,oo,30.0,4.5,15.0,56.0,50
03PR00135,K1196,1,06,68,00,1,3.0,.,.,.,1,3+,8.2,3.2,"BIG, 17.3",1,01a,ADG,Y,oo,31.8,6.0,18.8,44.7,48
03PR00136,K1199,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,NICE,P,LIB,ADG,X,oo,,,,,0
03PR00137,K1178,1,05,CP,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,CLPG,X,oo,,,,,0
03PR00138,K1098,1,05,CP,00,1,3.0,.,.,.,1,3,9.4,3.7,LUMP JAW,1,.,CLPG,X,oo,,,,,0
03PR00139,K1072,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,LOST ID TAG??,P,LIB,ADG,X,oo,,,,,0
03PR00140,K1335,1,05,CP,00,1,3.0,.,.,LIB,.,.,0.0,0.0,RCVR<,P,LIB,CLPG,X,oo,,,,,0
03PR00141,K1353,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,F2,P,LIB,ADG,X,oo,,,,,0
03PR00142,K1363,1,05,CP,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"RCVR<, H3",P,LIB,CLPG,X,oo,,,,,0
03PR00143,K1389,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"Q, WBC",P,LIB,LIB,X,oo,,,,,0
03PR00144,K1400,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"NICE,COARSE,D",P,LIB,LIB,X,oo,,,,,0
03PR00145,K1450,1,06,68,00,1,3.0,.,.,.,1,3+,8.5,3.3,NICE,1,03K,ADG,Y,oo,26.5,4.4,16.6,83.3,56
03PR00146,K1468,1,06,68,00,1,3.0,.,.,DUD,.,.,0.0,0.0,JUMPER,P,LIB,LIB,X,oo,,,,,0
03PR00147,K1553,1,06,68,01,1,2.0,.,.,SAV,1,2+,9.2,3.6,"NICE!, B1 09",1,e.7,Adg,Y,oo,30.1,5.2,17.3,57.6,50
03PR00148,K1596,1,06,68,01,1,2.0,.,.,D3,2,3-,10.0,3.9,,1,03a,Adg,Y,oo,29.3,4.7,16.2,63.3,50
03PR00149,K1571,1,06,68,01,1,2.0,.,.,PIN,1,2,9.5,3.7,,1,51N,Adg,Y,oo,28.8,5.5,19.1,65.8,54
03PR00150,K1640,1,06,68,01,1,2.0,.,.,PIN,1,2,10.2,4.0,"NICE,#12BV,F2",1,eal,Adg,Y,oo,25.9,3.6,13.8,91.1,58
03PR00151,K1649,1,05,CP,01,1,2.0,.,.,D3,2,2,9.3,3.7,"NICE,B1 IN B2",1,.,Clpg,X,oo,,,,,0
03PR00152,K1650,1,05,CP,01,1,2.0,.,.,D3,1,2-,9.0,3.5,"NICE,B1 IN B2",1,.,Clpg,X,oo,,,,,0
03PR00153,K1667,1,06,68,01,1,2.0,.,.,SAV,1,2-,10.0,3.9,"NICE!, #10 BV",1,02a,Adg,Y,oo,35.3,5.8,16.3,20.0,44
03PR00154,K1683,1,06,68,01,1,2.0,.,.,GRP,2,2-,9.6,3.8,,1,51N,Adg,Y,oo,29.5,4.2,14.1,59.9,50
03PR00155,K1689,1,06,68,01,1,2.0,.,.,PIN,2,2-,9.5,3.7,"#9 BV, F2",1,e.5,Adg,Y,oo,26.6,4.0,15.0,85.8,56
03PR00156,K1673,1,06,68,01,1,2.0,.,.,PIN,1,2-,10.0,3.9,#15 BV,1,02K,Adg,Y,oo,27.8,4.8,17.1,74.2,56
03PR00157,K1206,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"RCVR<, F2",P,LIB,ADG,X,oo,,,,,0
03PR00158,K1202,1,05,CP,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,CLPG,X,oo,,,,,0
03PR00159,K1207,1,05,CP,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H3,P,LIB,CLPG,X,oo,,,,,0
03PR00160,K1241,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,BLK.BELLY,P,LIB,LIB,X,oo,,,,,0
03PR00161,K1249,1,06,68,00,1,3.0,.,.,.,2,2-,9.3,3.7,"X, LAME",1,03a,ADG,Y,oo,27.8,4.3,15.6,76.4,56
03PR00162,K1265,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,FIX tag K1265,P,LIB,ADG,X,oo,,,,,0
03PR00163,K1226,1,06,68,00,1,3.0,.,.,LIB,.,.,0.0,0.0,SHORT STAPLE,P,LIB,LIB,X,oo,,,,,0
03PR00164,K1288,1,05,CP,00,1,3.0,.,.,.,2,3+,9.0,3.5,,1,.,CLPG,X,oo,,,,,0
03PR00165,K1297,1,05,CP,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,CLPG,X,oo,,,,,0
03PR00166,K1806,1,06,68,01,1,2.0,.,.,PIN,1,2,9.4,3.7,#2 BV,1,.,Adg,Y,oo,29.3,4.3,14.6,64.1,50
03PR00167,K1834,1,05,CP,01,1,2.0,.,.,.,2,4+,10.1,4.0,NICE,1,.,Clpg,X,oo,,,,,0
03PR00168,K1857,1,06,68,01,1,2.0,.,.,SAV,2,3,9.6,3.8,,1,01K,Adg,Y,oo,29.8,5.5,18.3,61.7,50
03PR00169,K1820,1,06,68,01,1,2.0,.,.,SAV,1,2+,12.0,4.7,"NICE,#1BV,F2+",1,51N,Adg,Y,oo,26.8,4.5,16.8,82.0,56
03PR00170,K1906,1,06,68,01,1,2.0,.,.,GRP,3,3,9.7,3.8,"H3,NICE",1,.,Adg,Y,oo,29.0,4.1,14.2,69.0,54
03PR00171,K1908,1,05,CP,01,1,2.0,.,.,D3,2,3,8.0,3.1,,1,.,Clpg,X,oo,,,,,0
03PR00172,K1952,1,05,CP,01,1,2.0,.,.,D3,2,3+,9.6,3.8,HOG,1,.,Clpg,X,oo,,,,,0
03PR00173,K1701,1,06,68,01,1,2.0,.,.,SAV,1,3+,11.2,4.4,,1,01a,Adg,Y,oo,28.6,4.7,16.5,69.4,54
03PR00174,K1753,1,06,68,01,1,2.0,.,.,PIN,1,2,12.5,4.9,SHAGGY,1,.,Adg,Y,oo,31.8,5.9,18.5,37.7,48
03PR00175,K0150,1,05,CP,98,1,5.0,.,.,.,3,3-,9.8,3.9,H3,1,.,CLPG,X,oo,,,,,0
03PR00176,K0694,1,05,CP,99,1,4.0,.,.,.,3,3-,8.2,3.2,"MsgBovis,NICE",1,.,CLPG,X,oo,,,,,0
03PR00177,K0269,1,05,CP,98,1,5.0,.,.,.,1,3+,10.1,4.0,,1,.,CLPG,X,oo,,,,,0
03PR00178,K0299,1,05,CP,98,1,5.0,.,.,.,3,5+,8.4,3.3,"H4, F4-",1,.,CLPG,X,oo,,,,,0
03PR00179,K0722,1,05,CP,99,1,4.0,.,.,.,1,3-,10.2,4.0,,1,.,CLPG,X,oo,,,,,0
03PR00180,K0782,1,05,CP,99,1,4.0,.,.,.,3,2,11.0,4.3,H3,1,.,CLPG,X,oo,,,,,0
03PR00181,K2133,1,06,68,02,1,1.0,.,,.,2,2-,6.8,2.7,,1,.,Adg,Y,oo,26.7,4.9,18.3,79.0,56
03PR00182,K2132,1,06,68,02,1,1.0,.,,.,1,3+,6.5,2.6,,1,.,Adg,Y,oo,28.1,5.3,18.9,71.6,54
03PR00183,K2142,1,06,68,02,1,1.0,.,,.,1,3+,8.6,3.4,,1,.,Adg,Y,oo,31.6,6.6,20.9,46.4,48
03PR00184,K2129,1,06,68,02,1,1.0,.,,.,1,3+,7.9,3.1,,1,.,Adg,Y,oo,24.6,4.7,19.1,88.8,60
03PR00185,K2181,1,06,68,02,1,1.0,.,,.,1,3,8.1,3.2,,1,.,Adg,Y,oo,25.5,4.8,18.7,85.0,58
03PR00186,K2007,1,06,68,01,1,2.0,.,.,D3,2,2+,10.6,4.2,,1,.,Adg,Y,oo,29.1,4.7,16.3,63.4,54
03PR00187,K2024,1,06,68,01,1,2.0,.,.,PIN,2,2-,10.7,4.2,> FIRE4,1,e.6,Adg,Y,oo,29.9,6.6,22.0,60.0,50
03PR00188,K2073,1,06,68,02,1,1.0,.,,.,1,3,7.1,2.8,MSG 6/2/2003,1,.,Adg,Y,oo,27.4,5.6,20.5,72.4,56
03PR00189,K2074,1,06,68,02,1,1.0,.,,.,2,3,7.6,3.0,,1,.,Adg,Y,oo,26.1,5.3,20.4,80.1,58
03PR00190,K2075,1,06,68,02,1,1.0,.,,.,1,4-,7.7,3.0,,1,.,Adg,Y,oo,22.7,4.1,18.3,96.1,62
03PR00191,K2318,1,05,00,02,1,1.0,.,,.,2,3+,8.0,3.1,NICE,1,.,Clpg,X,oo,,,,,0
03PR00192,K2317,1,05,00,02,1,1.0,.,,.,2,3+,7.4,2.9,NICE,1,.,Clpg,X,oo,,,,,0
03PR00193,K2301,1,06,68,02,1,1.0,.,,.,1,3,7.3,2.9,4TEATS,1,.,Adg,Y,oo,25.7,4.9,19.1,85.4,58
03PR00194,K2304,1,06,68,02,1,1.0,.,,.,1,2,9.2,3.6,NICE,1,.,Adg,Y,oo,25.2,4.8,19.0,86.0,58
03PR00195,K2348,1,06,68,02,1,1.0,.,,.,1,2,6.2,2.4,NICE,1,.,Adg,Y,oo,26.4,4.8,18.1,81.1,56
03PR00196,K2368,1,06,68,02,1,1.0,.,,.,1,3+,7.9,3.1,SL.ENTR,1,.,Adg,Y,oo,25.0,4.3,17.2,90.2,58
