UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SIGR,ORIENT,PDBHV,MIDX,FIDX,WORK,DISP,MICRON,SD,CV,CF,DIGR
04PR00329,R4157,1,07,18,03,1,1.0,0,.,7,3+,7.6,3.0,H7,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,19.4,3.2,16.5,99.7,70
04PR00330,R4168,1,07,18,03,1,1.0,0,.,1,3-,6.5,2.6,NICE,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,21.0,4.3,20.6,97.9,64
04PR00331,R4171,1,07,18,03,1,1.0,0,.,1,3,7.2,2.8,,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,20.6,3.7,18.1,98.9,64
04PR00332,R4172,1,07,18,03,1,1.0,0,.,1,4+,6.4,2.5,,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,17.8,2.8,15.9,100,80
04PR00333,R4174,1,07,18,03,1,1.0,0,.,4,3+,6.5,2.6,H4,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,21.5,3.3,15.5,99.3,64
04PR00334,R4176,1,07,18,03,1,1.0,0,.,1,3-,6.6,2.6,,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,21.5,4.3,20.1,96.6,64
04PR00335,R4177,1,07,18,03,1,1.0,0,.,1,4+,6.0,2.4,,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,20.9,3.7,17.6,99.2,64
04PR00336,R4178,1,07,18,03,1,1.0,0,.,7,4+,6.4,2.5,H7,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,19.8,3.8,19.1,99.4,70
04PR00337,R4180,1,07,18,03,1,1.0,0,.,5,4+,7.2,2.8,H4,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,18.3,3.4,18.5,99.6,80
04PR00338,R4186,1,07,18,03,1,1.0,0,.,1,3+,6.8,2.7,,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,21.6,3.6,16.6,98.6,64
04PR00339,R4189,1,07,18,03,1,1.0,0,.,2,4,6.3,2.5,F3-,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,20.3,3.8,18.6,99.3,70
04PR00340,R4198,1,07,18,03,1,1.0,0,.,1,3-,5.6,2.2,NICE,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,21.4,4.7,22.1,95.3,64
04PR00341,R4202,1,07,18,03,1,1.0,0,.,1,3+,6.8,2.7,,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,21.5,4.1,18.8,97.8,64
04PR00342,R4203,1,07,18,03,1,1.0,0,.,1,4,6.2,2.4,,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,20.7,3.3,16.1,99.4,64
04PR00343,R4205,1,07,18,03,1,1.0,0,.,1,4+,6.1,2.4,NICE,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,23.5,4.3,18.3,94.2,60
04PR00344,R4206,1,07,18,03,1,1.0,0,.,1,3+,6.0,2.4,,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,19.9,3.4,17.2,99.8,70
04PR00345,R4220,1,07,18,03,1,1.0,0,.,4,3,6.4,2.5,H4,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,19.6,3.4,17.1,99.3,70
04PR00346,R4227,1,07,18,03,1,1.0,0,.,1,3-,6.0,2.4,NICE,1,.,Ramb,Y,64,YRLG,SAVE,0,0,0,,20.0,2.9,14.6,99.8,70
04PR00347,R4236,1,07,18,03,1,1.0,0,.,5,3-,6.2,2.4,,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,20.9,4.6,22.2,95.7,64
04PR00348,R4242,1,07,18,03,1,1.0,0,.,1,3,6.8,2.7,,1,.,Ramb,Y,62,YRLG,SAVE,0,0,0,,21.1,3.8,18.2,98.6,64
04PR00349,T5505,1,02,ID,96,1,8.0,I,.,1,3,9.2,3.6,ISAAC jr.,3,62s,Ida,Y,60,HETRO,MKT,92,100,W,93,24.0,3.7,15.6,94.3,60
04PR00350,T7570,1,02,42,99,1,5.0,2,BHV,.,.,0.0,0.0,TEASER,3,TEA,TEAZ,N,60,TEAZ5,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00351,T7675,1,02,42,99,1,5.0,2,BHV,.,.,0.0,0.0,TEASER,3,TEA,TEAZ,N,60,TEAZ5,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00352,T7759,1,02,ID,00,1,4.0,I,.,1,3,9.0,3.5,? QUAD,1,.,Ida,Y,58,HETRO,SAVE,112,104,W,,25.2,4.1,16.3,90.6,58
04PR00353,T7794,1,02,ID,00,1,4.0,I,.,1,3,9.6,3.8,,1,.,Ida,Y,60,HETRO,SAVE,101,96,W,,23.5,3.8,16.2,95.5,60
04PR00354,T7803,1,02,ID,00,1,4.0,2,BHV,.,.,0.0,0.0,"MKT,SURPLUS",3,.,LIB,N,62,BISEX,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00355,T7815,1,02,41,00,1,4.0,2,BHV,.,.,0.0,0.0,"NOTCH,UNEVEN",3,.,LWW2,N,62,DUD,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00356,T7855,1,02,42,00,1,4.0,2,BHV,.,.,0.0,0.0,SHORT STAPLE,V,.,LIB,N,62,HOMO,OREGO,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00357,T7939,1,02,42,00,1,4.0,2,BHV,.,.,0.0,0.0,"F2, NICE",3,.,LIB,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00358,T7955,1,02,41,00,1,4.0,2,BHV,.,.,0.0,0.0,F2+,3,.,LWW2,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00359,T7983,1,02,42,00,1,4.0,2,BHV,.,.,0.0,0.0,F2,3,.,CTL,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00360,T8025,1,02,42,00,1,4.0,2,BHV,.,.,0.0,0.0,DUD>works,3,.,CTL,N,60,DUD,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00361,T8051,1,02,41,00,1,4.0,0,.,1,3-,9.1,3.6,,1,46T,Lww,Y,60,HETRO,SAVE,105,115,W,,25.1,4.1,16.1,90.4,58
04PR00362,T8164,1,02,42,00,1,4.0,2,BHV,.,.,0.0,0.0,"H5, X",3,.,LIB,N,58,HETRO,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00363,T8296,1,02,ID,01,1,3.0,I,.,1,3,9.0,3.5,,1,43T,Ida,Y,60,HETRO,SAVE,108,87,W,,24.2,3.1,12.9,97.2,60
04PR00364,T8306,1,02,ID,01,1,3.0,2,OSU,.,.,0.0,0.0,PEE SNIFFER,3,.,Ida,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00365,T8315,1,02,ID,01,1,3.0,I,.,1,3,9.2,3.6,,1,43a,Ida,Y,58,HETRO,SAVE,101,99,W,,25.9,3.6,14.1,89.1,58
04PR00366,T8355,1,02,ID,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Ida,N,62,FOR.,+JNS+,0,0,W,,0.0,0.0,0.0,0.0,0
04PR00367,T8374,1,02,41,01,1,3.0,2,OSU,.,.,0.0,0.0,TEASER,V,TEA,Lww,N,58,TEAZ,+JNS+,108,105,W,,0.0,0.0,0.0,0.0,0
04PR00368,T8384,1,02,ID,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Ida,N,60,DUD,+JNS+,103,97,W,,0.0,0.0,0.0,0.0,0
04PR00369,T8395,1,02,ID,01,1,3.0,2,OSU,.,.,0.0,0.0,H2,3,.,Ida,N,58,DUD,MKT,106,103,W,93,0.0,0.0,0.0,0.0,0
04PR00370,T8402,1,02,ID,01,1,3.0,I,.,2,3-,8.1,3.2,,1,41a,Ida,Y,60,HETRO,SAVE,105,102,W,,25.8,3.9,15.2,89.3,58
04PR00371,T8413,1,02,41,01,1,3.0,2,BHV,.,.,0.0,0.0,,3,.,Lww,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00372,T8439,1,02,41,01,1,3.0,0,.,2,3,10.9,4.3,,1,.,Lww,Y,58,HETRO,SAVE,98,92,W,,27.3,3.8,14.1,79.5,56
04PR00373,T8472,1,02,41,01,1,3.0,2,OSU,.,.,0.0,0.0,"TEASER, F2",V,TEA,Lww,N,60,TEAZ,+JNS+,103,109,W,,0.0,0.0,0.0,0.0,0
04PR00374,T8478,1,02,42,01,1,3.0,2,BHV,.,.,0.0,0.0,,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00375,T8482,1,02,41,01,1,3.0,2,OSU,.,.,0.0,0.0,F2,V,.,Lww,N,58,DUD,+JNS+,0,0,W,,0.0,0.0,0.0,0.0,0
04PR00376,T8575,1,02,42,01,1,3.0,2,OSU,.,.,0.0,0.0,F2,3,.,Ctrl,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00377,T8586,1,02,41,01,1,3.0,2,OSU,.,.,0.0,0.0,RCVR,3,.,Lww,N,60,DUD,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00378,T8587,1,02,41,01,1,3.0,2,OSU,.,.,0.0,0.0,,3,.,Lww,N,58,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00379,T8593,1,02,42,01,1,3.0,2,OSU,.,.,0.0,0.0,,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00380,T8596,1,02,42,01,1,3.0,2,BHV,.,.,0.0,0.0,F2,V,.,Ctrl,N,62,FOR.,+JNS+,0,0,W,,0.0,0.0,0.0,0.0,0
04PR00381,T8614,1,02,42,01,1,3.0,2,OSU,.,.,0.0,0.0,TEASER,V,TEA,Ctrl,N,62,TEAZ,+JNS+,0,0,W,,0.0,0.0,0.0,0.0,0
04PR00382,T8631,1,02,41,01,1,3.0,0,.,2,2,8.5,3.3,"F2, 2- <<",3,.,Lww,Y,60,HETRO,MKT,104,91,W,93,24.0,3.6,14.9,97.0,60
04PR00383,T8637,1,02,41,01,1,3.0,0,.,1,3+,8.6,3.4,"X, ABS.CHIN",3,45a,Lww,Y,62,???,MKT,119,107,W,93,23.4,3.9,16.7,95.8,62
04PR00384,T8680,1,02,42,01,1,3.0,2,BHV,.,.,0.0,0.0,,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00385,T8687,1,02,41,01,1,3.0,2,OSU,.,.,0.0,0.0,F2,3,.,Lww,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00386,T8703,1,02,42,01,1,3.0,2,OSU,.,.,0.0,0.0,,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00387,T8708,1,02,42,01,1,3.0,2,OSU,.,.,0.0,0.0,F2+,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00388,T8716,1,02,41,01,1,3.0,2,OSU,.,.,0.0,0.0,".12 inbr,RUNT",V,.,Lww,N,62,DUD,+JNS+,0,0,W,,0.0,0.0,0.0,0.0,0
04PR00389,T8720,1,02,42,01,1,3.0,2,BHV,.,.,0.0,0.0,F2,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00390,T8723,1,02,42,01,1,3.0,2,BHV,.,.,0.0,0.0,,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00391,T8726,1,02,42,01,1,3.0,2,OSU,.,.,0.0,0.0,F2+,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00392,T8739,1,02,42,01,1,3.0,2,OSU,.,.,0.0,0.0,,3,.,Ctrl,N,58,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00393,T8798,1,02,ID,02,1,2.0,I,.,1,2-,8.3,3.3,NICE,1,44a,Ida,Y,62,HETRO,SAVE,112,110,W,,24.6,4.0,16.4,92.7,60
04PR00394,T8811,1,02,ID,02,1,2.0,I,.,2,3+,9.4,3.7,NICE,1,e.3,Ida,Y,58,EXHET,+JNS+,110,115,W,,26.5,4.4,16.7,84.4,56
04PR00395,T8855,1,02,ID,02,1,2.0,I,.,1,3,8.2,3.2,"SPURGE,SAVE",1,61s,Ida,Y,60,HETRO,SAVE,110,108,W,,24.0,4.1,17.0,93.2,60
04PR00396,T8907,1,02,41,02,1,2.0,0,.,1,3+,9.8,3.9,KEEP,1,45T,Lww,Y,60,HETRO,SAVE,111,122,W,,26.0,3.9,14.9,88.7,58
04PR00397,T8912,1,02,ID,02,1,2.0,I,.,1,3,8.2,3.2,"SPURGE,SAVE",T,spg,Ida,Y,60,HETRO,SAVE,86,98,W,,25.8,4.5,17.6,85.9,58
04PR00398,T8954,1,02,41,02,1,2.0,0,.,1,3,8.2,3.2,,1,.,Lww,Y,56,BISEX,SAVE,112,105,W,,28.7,5.8,20.1,65.0,54
04PR00399,T8964,1,02,ID,02,1,2.0,I,.,1,3+,9.0,3.5,"NICE, SAVE",1,44T,Ida,Y,60,HETRO,SAVE,116,109,W,,25.0,3.5,13.9,94.0,58
04PR00400,T8976,1,02,42,02,1,2.0,2,BHV,.,.,0.0,0.0,-SIZE,3,.,Ctrl,N,64,BISEX,MKT,84,86,W,93,0.0,0.0,0.0,0.0,0
04PR00401,T9040,1,02,41,02,1,2.0,0,.,2,3,8.6,3.4,NICE,1,.,Lww,Y,62,HETRO,SAVE,104,98,W,,22.9,4.0,17.3,96.0,62
04PR00402,T9041,1,02,41,02,1,2.0,0,.,2,3+,9.3,3.7,NICE,1,63s,Lww,Y,62,HETRO,SAVE,110,105,W,,24.9,3.5,14.2,93.9,60
04PR00403,T9072,1,02,41,02,1,2.0,2,BHV,.,.,0.0,0.0,-SIZE,V,.,Lww,N,58,EXHET,+JNS+,93,109,W,,0.0,0.0,0.0,0.0,0
04PR00404,T9073,1,02,ID,02,1,2.0,I,.,2,3,10.2,4.0,BIG,1,42T,Ida,Y,58,HETRO,SAVE,115,127,W,,28.0,5.3,18.9,71.7,54
04PR00405,T9074,1,02,41,02,1,2.0,0,.,1,2-,9.1,3.6,"F2-, 3+",1,.,Lww,Y,62,HETRO,SAVE,108,107,W,,23.8,3.8,16.0,94.9,60
04PR00406,T9106,1,02,41,02,1,2.0,0,.,1,3+,8.8,3.5,CLOSTRIDIAL,T,.,Lww,Y,60,HETRO,TAYLR,103,99,W,18,25.3,5.2,20.3,83.0,58
04PR00407,T9115,1,02,41,02,1,2.0,2,BHV,.,.,0.0,0.0,-INDEX,V,.,Lww,N,62,DUD,+JNS+,83,93,W,,0.0,0.0,0.0,0.0,0
04PR00408,T9135,1,02,41,02,1,2.0,2,BHV,.,.,0.0,0.0,-SIZE,3,.,Lww,N,60,BISEX,MKT,109,88,W,93,0.0,0.0,0.0,0.0,0
04PR00409,T9140,1,02,41,02,1,2.0,0,.,2,2-,9.0,3.5,,1,46a,Lww,Y,62,BISEX,SAVE,108,111,W,,24.9,3.9,15.6,91.9,60
04PR00410,T9154,1,02,41,02,1,2.0,0,.,1,2-,8.1,3.2,,V,.,Lww,Y,60,DUD,+JNS+,104,87,W,,25.5,3.9,15.4,89.7,58
04PR00411,T9193,1,02,41,02,1,2.0,0,.,2,2+,9.8,3.9,F2+,T,e.4,Lww,Y,62,HETRO,TAYLR,110,102,W,18,24.5,3.9,15.8,92.7,60
04PR00412,T9243,1,02,41,02,1,2.0,0,.,1,3+,8.0,3.1,PNEU.,1,.,Lww,Y,60,HETRO,SAVE,105,106,W,,25.5,3.7,14.4,92.4,58
04PR00413,T9258,1,02,42,02,1,2.0,2,BHV,.,.,0.0,0.0,-INDEX,3,.,Ctrl,N,64,HETRO,MKT,80,88,W,93,0.0,0.0,0.0,0.0,0
04PR00414,T9273,1,02,41,02,1,2.0,0,.,1,2-,9.4,3.7,NICE,1,.,Lww,Y,62,HETRO,SAVE,104,97,W,,22.8,4.2,18.6,96.0,62
04PR00415,T9304,1,02,41,02,1,2.0,0,.,1,2,9.2,3.6,F2,3,.,Lww,Y,62,HETRO,MKT,117,105,W,93,24.4,3.8,15.4,94.9,60
04PR00416,T9313,1,02,41,02,1,2.0,0,.,1,2-,8.8,3.5,Pneumonia ?,6,.,Lww,Y,60,HETRO,DEAD,109,90,0,19,25.0,3.6,14.5,93.0,58
04PR00417,T9399,1,02,41,02,1,2.0,2,BHV,.,.,0.0,0.0,XVL,V,.,Lww,N,58,DUD,+JNS+,98,107,W,,0.0,0.0,0.0,0.0,0
04PR00418,T9426,1,02,42,02,1,2.0,2,BHV,.,.,0.0,0.0,-SIZE,T,.,Ctrl,N,60,EXHET,+JNS+,81,90,W,,0.0,0.0,0.0,0.0,0
04PR00419,T9451,1,02,ID,03,1,1.0,I,.,1,3,6.2,2.4,,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,22.1,3.5,15.7,98.6,62
04PR00420,T9456,1,02,ID,03,1,1.0,I,.,1,3,7.2,2.8,SL.ENTR.,1,.,Ida,Y,60,YRLG,SAVE,0,0,0,,24.4,4.6,18.8,89.3,60
04PR00421,T9460,1,02,ID,03,1,1.0,I,.,1,3,6.2,2.4,,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,23.3,4.3,18.6,94.3,62
04PR00422,T9472,1,02,ID,03,1,1.0,I,.,1,4,6.8,2.7,F3-,1,.,Ida,Y,60,YRLG,SAVE,0,0,0,,24.3,4.3,17.5,92.7,60
04PR00423,T9473,1,02,ID,03,1,1.0,I,.,1,3-,7.0,2.8,,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,21.5,3.6,16.9,98.6,64
04PR00424,T9475,1,02,ID,03,1,1.0,I,.,1,3,7.4,2.9,,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,21.1,3.7,17.4,98.8,64
04PR00425,T9478,1,02,ID,03,1,1.0,I,.,1,3,6.2,2.4,,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,22.8,4.1,18.0,96.2,62
04PR00426,T9526,1,02,ID,03,1,1.0,I,.,1,3+,6.8,2.7,NICE,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,22.8,3.9,17.3,95.9,62
04PR00427,T9527,1,02,ID,03,1,1.0,I,.,1,3-,7.2,2.8,,1,.,Ida,Y,64,YRLG,SAVE,0,0,0,,22.0,4.1,18.5,97.3,64
04PR00428,T9535,1,02,ID,03,1,1.0,I,.,1,3,5.5,2.2,NICE,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,21.0,4.1,19.3,97.8,64
04PR00429,T9536,1,02,ID,03,1,1.0,I,.,1,3,6.2,2.4,SL.ENTR,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,24.2,4.8,20.0,89.5,60
04PR00430,T9551,1,02,48,03,1,1.0,0,.,1,2,7.8,3.1,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,21.7,4.1,18.9,97.5,64
04PR00431,T9569,1,02,ID,03,1,1.0,I,.,1,3+,6.8,2.7,,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,21.0,3.5,16.5,98.8,64
04PR00432,T9578,1,02,48,03,1,1.0,0,.,1,3+,7.5,3.0,BIG NUTS,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,24.4,4.5,18.4,90.9,60
04PR00433,T9585,1,02,48,03,1,1.0,0,.,1,3+,6.2,2.4,TAILBAND 6-26,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,21.6,4.0,18.7,98.2,64
04PR00434,T9593,1,02,ID,03,1,1.0,I,.,1,3,6.9,2.7,NICE,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,22.7,4.0,17.9,95.8,62
04PR00435,T9603,1,02,ID,03,1,1.0,I,.,1,3+,7.5,3.0,NICE,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,21.4,3.4,16.0,99.2,64
04PR00436,T9608,1,02,ID,03,1,1.0,I,.,1,3,7.8,3.1,GRAFT > b3,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,22.5,3.4,15.2,98.1,62
04PR00437,T9612,1,02,ID,03,1,1.0,I,.,1,3,5.6,2.2,NICE,1,.,Ida,Y,64,YRLG,SAVE,0,0,0,,20.8,3.9,18.7,98.9,64
04PR00438,T9615,1,02,ID,03,1,1.0,I,.,1,3-,8.2,3.2,NICE,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,21.0,3.2,15.1,99.3,64
04PR00439,T9618,1,02,ID,03,1,1.0,I,X,1,4-,7.4,2.9,X ORCHITIS,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,93,23.0,3.8,16.6,97.6,62
04PR00440,T9623,1,02,ID,03,1,1.0,I,.,1,3,6.2,2.4,NICE,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,21.3,3.7,17.2,97.8,64
04PR00441,T9626,1,02,48,03,1,1.0,0,.,1,3,6.6,2.6,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,22.4,3.6,16.1,97.8,62
04PR00442,T9641,1,02,48,03,1,1.0,0,.,1,3,7.2,2.8,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,21.4,3.5,16.5,99.4,64
04PR00443,T9642,1,02,48,03,1,1.0,0,.,1,4-,5.8,2.3,NICE,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,23.9,4.4,18.2,93.2,60
04PR00444,T9657,1,02,ID,03,1,1.0,I,.,1,3,7.1,2.8,BUCK!,1,.,Ida,Y,60,YRLG,SAVE,0,0,0,,24.0,4.4,18.2,92.3,60
04PR00445,T9679,1,02,ID,03,1,1.0,I,.,1,3,6.3,2.5,,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,19.9,3.5,17.5,99.3,70
04PR00446,T9683,1,02,ID,03,1,1.0,I,X,1,3-,6.8,2.7,"X, EPI, CUT",1,.,Ida,Y,62,YRLG,SAVE,0,0,W,93,21.9,3.5,16.0,98.4,64
04PR00447,T9684,1,02,48,03,1,1.0,0,.,1,3,7.9,3.1,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,24.0,4.1,17.2,93.9,60
04PR00448,T9685,1,02,48,03,1,1.0,0,.,1,3+,6.8,2.7,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,22.7,3.8,16.8,97.0,62
04PR00449,T9690,1,02,ID,03,1,1.0,I,.,1,3,6.1,2.4,,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,21.0,3.6,16.9,98.5,64
04PR00450,T9703,1,02,48,03,1,1.0,0,.,1,2-,7.8,3.1,NICE,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,21.4,4.0,18.8,97.2,64
04PR00451,T9720,1,02,ID,03,1,1.0,I,.,1,3-,7.5,3.0,NICE,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,22.6,4.1,18.3,96.8,62
04PR00452,T9722,1,02,48,03,1,1.0,0,.,1,3-,6.8,2.7,NICE,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,22.0,3.7,16.9,97.6,64
04PR00453,T9743,1,02,48,03,1,1.0,0,.,1,3-,7.8,3.1,PNEU.ok,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,21.5,3.7,17.2,98.1,64
04PR00454,T9744,1,02,48,03,1,1.0,0,.,1,2,7.8,3.1,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,22.1,3.6,16.5,97.6,62
04PR00455,T9745,1,02,48,03,1,1.0,0,.,1,2,7.2,2.8,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,22.3,3.8,16.9,97.3,62
04PR00456,T9748,1,02,48,03,1,1.0,0,.,1,4,7.9,3.1,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,23.8,4.1,17.0,94.1,60
04PR00457,T9757,1,02,48,03,1,1.0,0,.,1,3,6.4,2.5,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,23.1,4.5,19.5,94.1,62
04PR00458,T9771,1,02,ID,03,1,1.0,I,.,1,3-,6.3,2.5,NICE,1,.,Ida,Y,62,YRLG,SAVE,0,0,0,,19.6,3.9,19.7,98.7,70
04PR00459,T9774,1,02,48,03,1,1.0,0,.,1,2,7.6,3.0,,1,.,Targ,Y,62,YRLG,SAVE,0,0,0,,20.1,3.6,17.7,99.0,70
