UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,BGRP,GRP,SF,BPEN,TY3,TY5,FACE,SHOU,SIDE,HIP,GRAMS,RMK,YIELD,MICRON,STAPLE_CM,STAPLE_IN
93PR00239,S0040,2,07,18,89,1,4.0,A,1,S,TXL,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00240,S0042,2,07,18,89,1,4.0,1,,S, 12,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00241,S0047,2,07,18,89,1,4.0,1,,S, 32,2,2.0,,35,32,0,0,,,,8.6,3.4
93PR00242,S0050,2,07,18,89,1,4.0,1,,S, 23,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00243,S0052,2,07,18,89,1,4.0,1,,S, 35,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00244,S0058,2,07,18,89,1,4.0,1,,S, 36,2,2.0,,25,24,0,0,,,,6.4,2.5
93PR00245,S0060,2,07,18,89,1,4.0,1,,S, 13,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00246,S0061,2,07,18,89,1,4.0,A,1,S,TXL,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00247,S0071,2,07,18,89,1,4.0,1,,S, 33,2,2.0,,28,25,0,0,,,,6.9,2.7
93PR00248,S0072,2,07,18,89,1,4.0,1,,S, 24,2,1.0,,28,27,0,0,,,,7.1,2.8
93PR00249,S0079,2,07,18,89,1,4.0,1,,S, 37,2,2.0,,32,30,0,0,,,,7.9,3.1
93PR00250,S0094,2,07,18,89,1,4.0,1,,S, 14,2,2.0,,28,25,0,0,,,,6.9,2.7
93PR00251,S0100,2,07,18,89,1,4.0,1,,S, 34,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00252,S0102,2,07,18,89,1,4.0,1,,S, 21,0,0.0,,25,24,0,0,,,,6.4,2.5
93PR00253,S0121,2,07,18,89,1,4.0,A,1,S,TXL,0,0.0,,26,28,0,0,,,,6.9,2.7
93PR00254,S0122,2,07,18,89,1,4.0,A,3,S,208,2,0.0,,39,37,0,0,,,,9.7,3.8
93PR00255,S0127,2,07,18,89,1,4.0,A,2,S,338,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00256,S0128,2,07,18,89,1,4.0,1,,S, 11,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00257,S0129,2,07,18,89,1,4.0,1,,S, 31,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00258,S0138,2,07,18,89,1,4.0,1,,S, 22,2,2.0,,28,26,0,0,,,,6.9,2.7
93PR00259,S0142,2,07,18,89,1,4.0,1,,S, 35,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00260,S0150,2,07,18,89,1,4.0,A,1,S,TXL,2,2.0,,27,29,0,0,,,,7.1,2.8
93PR00261,S0151,2,07,18,89,1,4.0,1,,S, 12,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00262,S0159,2,07,18,89,1,4.0,1,,S, 32,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00263,S0169,2,07,18,89,1,4.0,1,,S, 23,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00264,S0203,2,07,18,89,1,4.0,1,,S, 36,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00265,S0244,2,07,10,89,2,3.5,F,,F,F93,1,1.0,,28,27,0,0,,,,7.1,2.8
93PR00266,S0247,2,07,10,89,2,3.5,F,,F,F93,0,0.0,,29,27,0,0,,,,7.1,2.8
93PR00267,S0252,2,07,10,89,2,3.5,F,,F,F93,0,0.0,,28,28,0,0,,,,7.1,2.8
93PR00268,S0258,2,07,10,89,2,3.5,F,,F,F93,0,0.0,,26,28,0,0,,,,6.9,2.7
93PR00269,S0261,2,41,10,89,2,3.5,F,,F,F93,2,2.0,,31,30,0,0,,,,7.9,3.1
93PR00270,S0272,2,41,10,89,2,3.5,F,,F,F93,2,2.0,,29,31,0,0,,,,7.6,3.0
93PR00271,S0274,2,07,10,89,2,3.5,F,,F,F93,0,0.0,,25,22,0,0,,,,6.1,2.4
93PR00272,S0279,2,41,10,89,2,3.5,F,,F,F93,2,2.0,,31,32,0,0,,,,8.1,3.2
93PR00273,S0281,2,41,10,89,2,3.5,F,,F,F93,3,2.0,,30,31,0,0,,,,7.9,3.1
93PR00274,S0282,2,41,10,89,2,3.5,F,,F,F93,2,2.0,,29,28,0,0,,,,7.4,2.9
93PR00275,S0286,2,07,10,89,2,3.5,F,,F,F93,0,0.0,,26,27,0,0,,,,6.9,2.7
93PR00276,S0297,2,41,10,89,2,3.5,F,,F,F93,3,2.0,,27,27,0,0,,,,6.9,2.7
93PR00277,S0302,2,41,10,89,2,3.5,F,,F,F93,1,1.0,,32,31,0,0,BR.SP.FACE,,,8.1,3.2
93PR00278,S0304,2,41,10,89,2,3.5,F,,F,F93,3,2.0,,26,27,0,0,,,,6.9,2.7
93PR00279,S0307,2,07,10,89,2,3.5,F,,F,F93,0,0.0,,25,27,0,0,,,,6.6,2.6
93PR00280,S0312,2,07,10,89,2,3.5,F,,F,F93,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00281,S0315,2,07,10,89,2,3.5,F,,F,F93,2,2.0,,35,25,0,0,,,,7.6,3.0
93PR00282,S0316,2,07,10,89,2,3.5,F,,F,F93,0,0.0,,29,28,0,0,,,,7.4,2.9
93PR00283,S0323,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,28,22,23,0,,,,6.1,2.4
93PR00284,S0324,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,25,20,16,18,0,,,,4.6,1.8
93PR00285,S0327,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00286,S0328,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,23,23,27,0,,,,6.1,2.4
93PR00287,S0330,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,2,32,30,32,0,,,,7.9,3.1
93PR00288,S0333,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,25,25,19,22,0,,,,5.6,2.2
93PR00289,S0336,2,07,18,90,1,3.0,1,,S, 37,2,2.0,,26,25,0,0,,,,6.6,2.6
93PR00290,S0337,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,25,30,30,30,0,,,,7.6,3.0
93PR00291,S0340,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,28,25,28,0,,,,6.9,2.7
93PR00292,S0346,2,07,18,90,1,3.0,1,,S, 13,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00293,S0347,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,28,20,25,0,,,,6.1,2.4
93PR00294,S0348,2,41,SW,90,1,3.0,1,m,S,B-0,2,1.0,25,30,29,32,0,,,,7.6,3.0
93PR00295,S0350,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,3,25,21,23,0,,,,5.8,2.3
93PR00296,S0357,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,25,28,26,27,0,,,,6.9,2.7
93PR00297,S0360,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,29,25,29,0,,,,7.1,2.8
93PR00298,S0362,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,32,32,30,0,,,,7.9,3.1
93PR00299,S0363,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,35,29,28,26,0,,,,7.1,2.8
93PR00300,S0365,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,25,29,26,29,0,,,,7.1,2.8
93PR00301,S0366,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,28,28,30,0,,,,7.4,2.9
93PR00302,S0369,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,3,30,27,29,0,,,,7.4,2.9
93PR00303,S0374,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,3,30,31,29,0,HORNED,,,7.6,3.0
93PR00304,S0381,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,25,25,24,27,0,,,,6.4,2.5
93PR00305,S0384,2,07,18,90,1,3.0,A,1,S,TXL,2,2.0,,30,29,0,0,,,,7.6,3.0
93PR00306,S0385,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,25,27,24,25,0,,,,6.4,2.5
93PR00307,S0386,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,30,29,28,0,,,,7.4,2.9
93PR00308,S0388,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,33,29,35,0,,,,8.1,3.2
93PR00309,S0389,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,35,33,31,32,0,,,,8.1,3.2
93PR00310,S0392,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,3,25,21,25,0,,,,6.1,2.4
93PR00311,S0399,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,2,28,27,29,0,,,,7.1,2.8
93PR00312,S0401,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,29,26,27,0,,,,6.9,2.7
93PR00313,S0406,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,28,23,27,0,,,,6.6,2.6
93PR00314,S0415,2,41,FW,90,1,3.0,1,m,S,B-0,1,0.0,3,29,31,31,0,,,,7.6,3.0
93PR00315,S0416,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,25,32,31,30,0,,,,7.9,3.1
93PR00316,S0417,2,07,18,90,1,3.0,1,,S, 33,2,2.0,,22,21,0,0,,,,5.6,2.2
93PR00317,S0420,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,3,25,22,25,0,,,,6.1,2.4
93PR00318,S0421,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,26,26,28,0,,,,6.9,2.7
93PR00319,S0427,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,26,24,25,0,,,,6.4,2.5
93PR00320,S0433,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,25,32,29,28,0,,,,7.6,3.0
93PR00321,S0434,2,41,FW,90,1,3.0,1,m,S,B-0,0,0.0,3,35,35,37,0,,,,9.1,3.6
93PR00322,S0436,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,25,31,31,32,0,,,,7.9,3.1
93PR00323,S0437,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,30,31,29,0,,,,7.6,3.0
93PR00324,S0438,2,07,TX,90,1,3.0,1,m,S,B-0,2,1.0,3,28,28,29,0,,,,7.1,2.8
93PR00325,S0439,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,25,29,28,26,0,,,,7.1,2.8
93PR00326,S0440,2,41,FW,90,1,3.0,1,m,S,B-0,2,1.0,25,29,29,28,0,,,,7.4,2.9
93PR00327,S0445,2,41,SW,90,1,3.0,1,m,S,B-0,2,1.0,3,28,30,27,0,,,,7.1,2.8
93PR00328,S0451,2,07,US,90,1,3.0,1,m,S,B-0,2,1.0,2,27,25,24,0,,,,6.4,2.5
93PR00329,S0452,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,29,30,27,0,,,,7.4,2.9
93PR00330,S0456,2,41,FW,90,1,3.0,1,m,S,B-0,2,2.0,35,25,25,27,0,4 IN. HORNS,,,6.6,2.6
93PR00331,S0459,2,07,18,90,1,3.0,1,,S, 24,2,2.0,,26,25,0,0,,,,6.6,2.6
93PR00332,S0461,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,35,27,21,26,0,,,,6.4,2.5
93PR00333,S0463,2,07,18,90,1,3.0,A,3,S,338,2,2.0,,25,25,0,0,,,,6.4,2.5
93PR00334,S0466,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,3,34,31,34,0,,,,8.4,3.3
93PR00335,S0467,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00336,S0469,2,41,FW,90,1,3.0,1,m,S,B-0,2,2.0,3,29,28,28,0,,,,7.1,2.8
93PR00337,S0470,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,4,26,28,27,0,,,,6.9,2.7
93PR00338,S0476,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,31,27,30,0,,,,7.4,2.9
93PR00339,S0480,2,41,FW,90,1,3.0,1,m,S,B-0,0,0.0,35,28,26,24,0,,,,6.6,2.6
93PR00340,S0482,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,31,32,33,0,,,,8.1,3.2
93PR00341,S0483,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,35,29,28,26,0,,,,7.1,2.8
93PR00342,S0484,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,30,29,29,0,,,,7.4,2.9
93PR00343,S0486,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,2,31,30,31,0,SLIGHT COTTED,,,7.9,3.1
93PR00344,S0493,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,28,28,28,0,,,,7.1,2.8
93PR00345,S0499,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,25,23,22,24,0,,,,5.8,2.3
93PR00346,S0505,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00347,S0509,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,32,27,25,27,0,,,,6.6,2.6
93PR00348,S0512,2,41,FW,90,1,3.0,1,m,S,B-0,2,1.0,3,29,28,30,0,,,,7.4,2.9
93PR00349,S0513,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,29,29,30,0,,,,7.4,2.9
93PR00350,S0514,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,25,29,25,27,0,3 IN. HORNS,,,6.9,2.7
93PR00351,S0518,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,2,26,20,27,0,,,,6.1,2.4
93PR00352,S0519,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,27,24,25,0,,,,6.4,2.5
93PR00353,S0521,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,2,35,31,31,0,,,,8.1,3.2
93PR00354,S0522,2,41,FW,90,1,3.0,1,m,S,B-0,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00355,S0523,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,2,24,21,24,0,,,,5.8,2.3
93PR00356,S0526,2,41,FW,90,1,3.0,1,m,S,B-0,2,2.0,15,26,22,26,0,,,,6.4,2.5
93PR00357,S0527,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,2,28,27,28,0,,,,7.1,2.8
93PR00358,S0528,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,25,36,31,32,0,,,,8.4,3.3
93PR00359,S0530,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,29,26,28,0,,,,7.1,2.8
93PR00360,S0536,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,29,22,26,0,,,,6.6,2.6
93PR00361,S0541,2,41,SW,90,1,3.0,1,m,S,B-0,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00362,S0546,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00363,S0554,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,35,30,30,33,0,,,,7.9,3.1
93PR00364,S0557,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,4,34,29,32,0,,,,8.1,3.2
93PR00365,S0558,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,4,26,24,25,0,,,,6.4,2.5
93PR00366,S0560,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,25,28,24,25,0,,,,6.6,2.6
93PR00367,S0561,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00368,S0563,2,41,SW,90,1,3.0,1,m,S,B-0,2,1.0,25,35,31,33,0,,,,8.4,3.3
93PR00369,S0569,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,30,25,26,0,,,,6.9,2.7
93PR00370,S0570,2,41,FW,90,1,3.0,1,m,S,B-0,1,0.0,2,31,30,33,0,,,,7.9,3.1
93PR00371,S0573,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,25,26,25,29,0,,,,6.9,2.7
93PR00372,S0575,2,41,SW,90,1,3.0,1,m,S,B-0,2,1.0,2,31,30,31,0,,,,7.9,3.1
93PR00373,S0576,2,07,TX,90,1,3.0,1,m,S,B-0,2,1.0,3,27,24,25,0,,,,6.4,2.5
93PR00374,S0578,2,41,SW,90,1,3.0,1,m,S,B-0,2,1.0,35,36,36,34,0,,,,8.9,3.5
93PR00375,S0590,2,41,SW,90,1,3.0,1,m,S,B-0,2,1.0,25,27,25,26,0,,,,6.6,2.6
93PR00376,S0593,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,4,25,23,25,0,,,,6.1,2.4
93PR00377,S0595,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,27,24,25,0,,,,6.4,2.5
93PR00378,S0596,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,25,29,30,30,0,,,,7.6,3.0
93PR00379,S0597,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,29,29,28,0,,,,7.4,2.9
93PR00380,S0599,2,41,FW,90,1,3.0,1,m,S,B-0,2,2.0,2,27,25,27,0,,,,6.6,2.6
93PR00381,S0602,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,29,28,29,0,,,,7.4,2.9
93PR00382,S0606,2,07,18,90,1,3.0,1,,S, 14,2,2.0,,21,20,0,0,,,,5.3,2.1
93PR00383,S0608,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,2,30,30,29,0,,,,7.6,3.0
93PR00384,S0609,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00385,S0610,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,2,30,25,28,0,,,,7.1,2.8
93PR00386,S0616,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,27,28,27,0,,,,6.9,2.7
93PR00387,S0619,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,3,28,30,30,0,,,,7.4,2.9
93PR00388,S0626,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,25,27,22,23,0,,,,6.1,2.4
93PR00389,S0628,2,07,18,90,1,3.0,1,,S, 34,1,1.0,,28,26,0,0,,,,6.9,2.7
93PR00390,S0630,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,25,33,25,29,0,,,,7.4,2.9
93PR00391,S0632,2,41,FW,90,1,3.0,1,m,S,B-0,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00392,S0637,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,25,27,21,24,0,,,,6.1,2.4
93PR00393,S0639,2,41,SW,90,1,3.0,1,m,S,B-0,1,0.0,25,30,24,24,0,,,,6.6,2.6
93PR00394,S0640,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,2,29,26,30,0,,,,7.1,2.8
93PR00395,S0641,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,25,31,27,28,0,,,,7.4,2.9
93PR00396,S0642,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,15,29,27,28,0,,,,7.1,2.8
93PR00397,S0644,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,2,32,30,31,0,,,,7.9,3.1
93PR00398,S0645,2,41,SW,90,1,3.0,1,m,S,B-0,2,0.0,25,39,38,38,0,,,,9.7,3.8
93PR00399,S0653,1,41,SW,90,1,3.0,,,,,,,3+,82,85,0,0,,71.1,23.2,8.4,3.3
93PR00400,S0656,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,35,31,32,0,,,,8.4,3.3
93PR00401,S0657,2,07,18,90,1,3.0,1,,S, 21,2,1.0,,27,28,0,0,,,,7.1,2.8
93PR00402,S0663,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,28,28,30,0,,,,7.4,2.9
93PR00403,S0664,2,41,SW,90,1,3.0,1,m,S,B-0,0,0.0,25,32,32,31,0,,,,8.1,3.2
93PR00404,S0674,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,2,29,28,26,0,,,,7.1,2.8
93PR00405,S0675,2,07,18,90,1,3.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00406,S0679,2,07,18,90,1,3.0,A,2,S,208,2,2.0,,28,24,0,0,,,,6.6,2.6
93PR00407,S0680,1,41,FW,90,1,3.0,,,,,,,3-,79,72,0,0,,70.1,21.7,7.6,3.0
93PR00408,S0686,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,2,24,28,27,0,,,,6.6,2.6
93PR00409,S0688,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,30,27,30,0,,,,7.4,2.9
93PR00410,S0690,2,07,TX,90,1,3.0,1,m,S,B-0,2,1.0,2,26,21,25,0,,,,6.1,2.4
93PR00411,S0691,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,35,28,27,26,0,,,,6.9,2.7
93PR00412,S0692,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,30,29,27,0,,,,7.4,2.9
93PR00413,S0695,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,25,29,28,26,0,,,,7.1,2.8
93PR00414,S0697,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,35,30,28,28,0,,,,7.4,2.9
93PR00415,S0703,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,2,25,30,31,0,,,,7.4,2.9
93PR00416,S0705,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,35,28,24,25,0,,,,6.6,2.6
93PR00417,S0706,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,25,32,29,31,0,,,,7.9,3.1
93PR00418,S0707,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,25,29,28,28,0,,,,7.1,2.8
93PR00419,S0712,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,28,25,27,0,,,,6.9,2.7
93PR00420,S0714,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,26,24,25,0,,,,6.4,2.5
93PR00421,S0715,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,25,25,24,0,,,,6.4,2.5
93PR00422,S0716,2,41,FW,90,1,3.0,1,m,S,B-0,2,1.0,2,27,22,25,0,,,,6.4,2.5
93PR00423,S0718,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,35,25,26,28,0,,,,6.6,2.6
93PR00424,S0721,1,07,TX,90,1,3.0,,,,,,,3+,72,73,0,0,,61.9,20.6,7.3,2.9
93PR00425,S0722,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,35,28,26,27,0,,,,6.9,2.7
93PR00426,S0727,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,4,28,21,22,0,,,,6.1,2.4
93PR00427,S0731,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,29,30,28,0,,,,7.4,2.9
93PR00428,S0732,2,07,TX,90,1,3.0,1,m,S,B-0,2,1.0,15,29,27,28,0,,,,7.1,2.8
93PR00429,S0733,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,29,25,28,0,,,,6.9,2.7
93PR00430,S0736,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,15,31,32,31,0,,,,7.9,3.1
93PR00431,S0738,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,2,30,29,28,0,,,,7.4,2.9
93PR00432,S0740,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,25,22,20,23,0,,,,5.6,2.2
93PR00433,S0741,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,25,24,18,20,0,,,,5.3,2.1
93PR00434,S0745,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,25,24,26,24,0,,,,6.4,2.5
93PR00435,S0746,2,07,18,90,1,3.0,1,,S, 35,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00436,S0750,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,29,31,29,0,,,,7.6,3.0
93PR00437,S0751,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,25,28,21,24,0,,,,6.1,2.4
93PR00438,S0753,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,26,23,25,0,,,,6.4,2.5
93PR00439,S0754,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,25,26,24,25,0,,,,6.4,2.5
93PR00440,S0755,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,4,24,25,25,0,,,,6.4,2.5
93PR00441,S0759,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,25,26,21,23,0,,,,5.8,2.3
93PR00442,S0761,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,25,28,26,27,0,,,,6.9,2.7
93PR00443,S0767,2,41,SW,90,1,3.0,1,m,S,B-0,2,1.0,3,23,27,24,0,Cotted wool,,,6.4,2.5
93PR00444,S0768,2,41,SW,90,1,3.0,1,m,S,B-0,2,2.0,3,29,30,28,0,Cotted wool,,,7.4,2.9
93PR00445,S0774,2,41,FW,90,1,3.0,1,m,S,B-0,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00446,S0776,2,07,US,90,1,3.0,1,m,S,B-0,2,1.0,3,24,20,22,0,,,,5.6,2.2
93PR00447,S0777,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,2,30,29,28,0,,,,7.4,2.9
93PR00448,S0778,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,3,30,27,29,0,,,,7.4,2.9
93PR00449,S0779,1,41,SW,90,1,3.0,,,,,,,2-,68,68,0,0,,64.4,21.7,6.8,2.7
93PR00450,S0781,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,2,24,20,22,0,,,,5.6,2.2
93PR00451,S0782,2,07,TX,90,1,3.0,1,m,S,B-0,1,1.0,25,20,21,20,0,,,,5.1,2.0
93PR00452,S0783,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,3,34,32,30,0,,,,8.1,3.2
93PR00453,S0784,2,41,SW,90,1,3.0,1,m,S,B-0,1,1.0,25,29,24,24,0,,,,6.6,2.6
93PR00454,S0787,2,07,18,90,1,3.0,1,,S, 11,1,1.0,,25,27,0,0,,,,6.6,2.6
93PR00455,S0789,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,2,27,24,24,0,,,,6.4,2.5
93PR00456,S0794,2,07,18,90,1,3.0,1,,S, 31,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00457,S0795,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,35,30,26,29,0,,,,7.1,2.8
93PR00458,S0796,2,41,FW,90,1,3.0,1,m,S,B-0,1,0.0,3,29,28,30,0,,,,7.4,2.9
93PR00459,S0797,2,07,TX,90,1,3.0,1,m,S,B-0,2,2.0,2,33,34,30,0,,,,8.1,3.2
93PR00460,S0800,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,35,32,29,31,0,,,,7.9,3.1
93PR00461,S0801,2,07,18,90,1,3.0,1,,S, 22,2,2.0,,27,25,0,0,,,,6.6,2.6
93PR00462,S0802,2,07,US,90,1,3.0,1,m,S,B-0,1,1.0,2,29,25,26,0,,,,6.9,2.7
93PR00463,S0803,2,07,18,90,1,3.0,1,,S, 36,2,1.0,,28,28,0,0,,,,7.1,2.8
93PR00464,S0804,2,07,US,90,1,3.0,1,m,S,B-0,2,2.0,2,26,26,25,0,,,,6.6,2.6
93PR00465,S0805,2,41,FW,90,1,3.0,1,m,S,B-0,1,1.0,35,29,27,27,0,,,,7.1,2.8
