UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,BGRP,GRP,SF,BPEN,TY3,TY5,FACE,SHOU,SIDE,HIP,GRAMS,RMK,YIELD,MICRON,STAPLE_CM,STAPLE_IN
93PR00941,S7880,2,07,18,87,1,6.0,1,,S, 24,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00942,S7903,2,07,18,87,1,6.0,A,3,S,208,4,2.0,,0,0,0,0,,,,0.0,0.0
93PR00943,S7923,2,07,18,87,1,6.0,1,,S, 14,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00944,S7955,2,07,18,87,1,6.0,1,,S, 34,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00945,S7962,2,07,18,87,1,6.0,1,,S, 21,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00946,S7966,2,07,18,87,1,6.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00947,S7969,2,07,18,87,1,6.0,A,2,S,208,2,2.0,,23,22,0,0,,,,5.8,2.3
93PR00948,S8007,2,07,18,87,1,6.0,1,S,S, 41,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00949,S8017,2,07,18,87,1,6.0,1,,S, 35,2,1.0,,30,30,0,0,,,,7.6,3.0
93PR00950,S8021,2,07,18,87,1,6.0,1,,S, 11,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00951,S8037,2,07,18,87,1,6.0,1,,S, 31,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00952,S8052,2,07,18,87,1,6.0,1,,S, 22,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00953,S8063,2,07,18,87,1,6.0,1,,S, 36,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00954,S8075,2,07,18,87,1,6.0,1,,S, 12,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00955,S8093,2,07,18,87,1,6.0,A,1,S,TXL,2,2.0,,25,25,0,0,,,,6.4,2.5
93PR00956,S8111,2,07,18,87,1,6.0,1,,S, 32,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00957,S8115,2,07,18,87,1,6.0,1,,S, 23,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00958,S8147,2,07,18,87,1,6.0,1,,S, 37,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00959,S8151,2,07,18,87,1,6.0,A,3,S,338,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00960,S8169,2,07,18,87,1,6.0,1,,S, 13,0,0.0,,28,26,0,0,,,,6.9,2.7
93PR00961,S8182,2,07,18,87,1,6.0,1,,S, 33,3,2.0,,25,25,0,0,,,,6.4,2.5
93PR00962,S8203,2,07,18,87,1,6.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00963,S8208,2,07,18,87,1,6.0,1,,S, 24,1,1.0,,26,27,0,0,,,,6.9,2.7
93PR00964,S8272,2,07,18,87,1,6.0,A,2,S,338,2,2.0,,31,32,0,0,,,,8.1,3.2
93PR00965,S8297,2,07,18,87,1,6.0,1,,S, 14,0,0.0,,31,29,0,0,,,,7.6,3.0
93PR00966,S8302,2,07,18,87,1,6.0,1,,S, 34,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00967,S8314,2,07,18,87,1,6.0,1,,S, 21,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00968,S8346,2,07,18,87,1,6.0,1,,S, 35,0,0.0,,28,26,0,0,,,,6.9,2.7
93PR00969,S8373,2,07,18,87,1,6.0,A,1,S,TXL,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00970,S8416,2,07,18,87,1,6.0,1,,S, 36,3,1.0,,35,33,0,0,,,,8.6,3.4
93PR00971,S8424,2,07,18,87,1,6.0,1,,S, 11,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00972,S8467,2,07,18,87,1,6.0,1,S,S, 42,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00973,S8476,2,07,18,87,1,6.0,1,,S, 22,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00974,S8553,2,07,18,87,1,6.0,1,,S, 37,2,1.0,,28,27,0,0,,,,7.1,2.8
93PR00975,S8578,2,07,10,87,2,5.5,F,,F,F93,0,0.0,,24,24,0,0,,,,6.1,2.4
93PR00976,S8579,2,07,10,87,2,5.5,F,,F,F93,0,0.0,,26,24,0,0,,,,6.4,2.5
93PR00977,S8582,2,07,10,87,2,5.5,F,,F,F93,1,1.0,,25,23,0,0,,,,6.1,2.4
93PR00978,S8583,2,07,10,87,2,5.5,F,,F,F93,0,0.0,,28,26,0,0,,,,6.9,2.7
93PR00979,S8584,2,07,18,87,2,5.5,1,,S, 12,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR00980,S8586,2,07,10,87,2,5.5,F,,F,F93,2,1.0,,25,25,0,0,,,,6.4,2.5
93PR00981,S8599,2,07,18,87,2,5.5,A,1,S,TXL,2,2.0,,26,26,0,0,,,,6.6,2.6
93PR00982,S8603,2,07,18,87,2,5.5,1,,S, 32,3,1.0,,3,25,0,0,,,,3.6,1.4
93PR00983,S8605,2,07,18,87,2,5.5,1,,S, 23,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00984,S8609,2,07,10,87,2,5.5,F,,F,F93,2,2.0,,22,19,0,0,,,,5.3,2.1
93PR00985,S8612,2,07,18,87,2,5.5,A,3,S,208,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00986,S8613,2,07,18,87,2,5.5,A,2,S,208,1,1.0,,28,28,0,0,,,,7.1,2.8
93PR00987,S8615,2,07,10,87,2,5.5,F,,F,F93,2,1.0,,29,28,0,0,,,,7.4,2.9
93PR00988,S8618,2,07,10,87,2,5.5,F,,F,F93,2,2.0,,28,25,0,0,,,,6.9,2.7
93PR00989,S8623,2,07,10,87,2,5.5,F,,F,F93,1,1.0,,25,25,0,0,,,,6.4,2.5
93PR00990,S8630,2,07,10,87,2,5.5,F,,F,F93,0,0.0,,28,28,0,0,,,,7.1,2.8
93PR00991,S8644,2,07,10,87,2,5.5,F,,F,F93,1,1.0,,26,23,0,0,,,,6.4,2.5
93PR00992,S8657,2,07,18,88,1,5.0,1,S,S, 41,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00993,S8659,2,07,18,88,1,5.0,1,,S, 33,3,2.0,,24,24,0,0,,,,6.1,2.4
93PR00994,S8660,2,07,18,88,1,5.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00995,S8665,2,07,18,88,1,5.0,1,S,S, 42,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00996,S8670,2,07,18,88,1,5.0,1,S,S, 41,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00997,S8673,2,07,18,88,1,5.0,1,,S, 24,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00998,S8680,2,07,18,88,1,5.0,1,,S, 35,3,3.0,,0,0,0,0,,,,0.0,0.0
93PR00999,S8702,2,07,18,88,1,5.0,1,,S, 14,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01000,S8704,2,07,18,88,1,5.0,1,,S, 34,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01001,S8705,2,07,18,88,1,5.0,1,,S, 21,2,2.0,,24,22,0,0,,,,5.8,2.3
93PR01002,S8721,2,07,18,88,1,5.0,1,,S, 36,1,1.0,,29,30,0,0,,,,7.6,3.0
93PR01003,S8726,2,07,18,88,1,5.0,A,1,S,TXL,1,1.0,,26,30,0,0,,,,7.1,2.8
93PR01004,S8733,2,07,18,88,1,5.0,1,,S, 37,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR01005,S8743,2,07,18,88,1,5.0,1,,S, 11,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01006,S8749,2,07,18,88,1,5.0,1,,S, 31,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01007,S8757,2,07,18,88,1,5.0,1,,S, 22,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01008,S8759,2,07,18,88,1,5.0,A,3,S,338,2,1.0,,32,33,0,0,,,,8.4,3.3
93PR01009,S8760,2,07,18,88,1,5.0,1,,S, 12,0,0.0,,28,30,0,0,,,,7.4,2.9
93PR01010,S8768,2,07,18,88,1,5.0,A,1,S,TXL,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR01011,S8779,2,07,18,88,1,5.0,1,,S, 32,2,1.0,,28,26,0,0,,,,6.9,2.7
93PR01012,S8789,2,07,18,88,1,5.0,1,S,S, 42,2,2.0,,32,31,0,0,,,,8.1,3.2
93PR01013,S8794,2,07,18,88,1,5.0,1,,S, 23,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01014,S8802,2,07,18,88,1,5.0,1,S,S, 41,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR01015,S8813,2,07,18,88,1,5.0,A,2,S,338,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR01016,S8816,2,07,18,88,1,5.0,1,,S, 35,0,0.0,,23,21,0,0,,,,5.6,2.2
93PR01017,S8826,2,07,18,88,1,5.0,1,,S, 13,3,2.0,,24,24,0,0,,,,6.1,2.4
93PR01018,S8828,2,07,18,88,1,5.0,1,,S, 33,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01019,S8844,2,07,18,88,1,5.0,A,1,S,TXL,2,2.0,,33,32,0,0,,,,8.4,3.3
93PR01020,S8872,2,07,18,88,1,5.0,1,,S, 24,2,2.0,,29,24,0,0,,,,6.9,2.7
93PR01021,S8876,2,07,18,88,1,5.0,1,S,S, 42,2,2.0,,28,25,0,0,,,,6.9,2.7
93PR01022,S8904,2,07,18,88,1,5.0,1,,S, 36,2,2.0,,28,27,0,0,,,,7.1,2.8
93PR01023,S8925,2,07,18,88,1,5.0,1,,S, 14,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01024,S8931,2,07,18,88,1,5.0,1,,S, 36,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01025,S8995,2,07,18,88,1,5.0,1,,S, 21,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01026,S8997,2,07,18,88,1,5.0,1,S,S, 41,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01027,S9012,2,07,18,88,1,5.0,1,,S, 37,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01028,S9033,2,07,18,88,1,5.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01029,S9036,2,07,18,88,1,5.0,A,3,S,208,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01030,S9040,2,07,18,88,1,5.0,1,,S, 11,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01031,S9042,2,07,18,88,1,5.0,1,,S, 31,2,2.0,,23,23,0,0,,,,5.8,2.3
93PR01032,S9072,2,07,18,88,1,5.0,1,,S, 22,2,2.0,,30,32,0,0,,,,7.9,3.1
93PR01033,S9078,2,07,18,88,1,5.0,A,2,S,208,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01034,S9079,2,07,18,88,1,5.0,1,,S, 12,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01035,S9083,2,07,18,88,1,5.0,A,1,S,TXL,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01036,S9095,2,07,18,88,1,5.0,1,,S, 32,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01037,S9124,2,07,18,88,1,5.0,1,,S, 23,0,0.0,,23,26,0,0,,,,6.4,2.5
93PR01038,S9144,2,07,18,88,1,5.0,1,,S, 35,3,1.0,,29,29,0,0,,,,7.4,2.9
93PR01039,S9146,2,07,18,88,1,5.0,1,S,S, 42,1,1.0,,23,23,0,0,,,,5.8,2.3
93PR01040,S9150,2,07,18,88,1,5.0,1,,S, 36,3,2.0,,25,22,0,0,,,,6.1,2.4
93PR01041,S9165,2,07,18,88,1,5.0,1,,S, 13,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01042,S9174,2,07,18,88,1,5.0,1,,S, 33,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01043,S9175,2,07,18,88,1,5.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01044,S9177,2,07,18,88,1,5.0,1,,S, 24,2,2.0,,29,28,0,0,,,,7.4,2.9
93PR01045,S9190,2,07,18,88,1,5.0,1,,S, 37,2,1.0,,30,29,0,0,,,,7.6,3.0
93PR01046,S9214,2,07,18,88,1,5.0,1,,S, 14,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR01047,S9216,2,07,18,88,1,5.0,1,,S, 34,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01048,S9237,2,07,18,88,1,5.0,1,,S, 21,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR01049,S9259,2,07,18,88,1,5.0,1,S,S, 41,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR01050,S9260,2,07,18,88,1,5.0,A,3,S,338,0,0.0,,25,25,0,0,,,,6.4,2.5
93PR01051,S9270,2,07,18,88,1,5.0,A,1,S,TXL,0,0.0,,25,26,0,0,,,,6.6,2.6
93PR01052,S9272,2,07,18,88,1,5.0,A,2,S,338,3,2.0,,26,24,0,0,,,,6.4,2.5
93PR01053,S9277,2,07,18,88,1,5.0,1,,S, 11,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR01054,S9286,2,07,18,88,1,5.0,1,,S, 31,1,1.0,,26,25,0,0,,,,6.6,2.6
93PR01055,S9297,2,07,18,88,1,5.0,1,,S, 22,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01056,S9331,2,07,18,88,1,5.0,1,,S, 35,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01057,S9337,2,07,18,88,1,5.0,1,,S, 12,0,0.0,,30,31,0,0,,,,7.9,3.1
93PR01058,S9347,2,07,18,88,1,5.0,A,1,S,TXL,2,1.0,,25,27,0,0,,,,6.6,2.6
93PR01059,S9353,2,07,18,88,1,5.0,1,,S, 32,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR01060,S9376,2,07,18,88,1,5.0,1,S,S, 42,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01061,S9406,2,07,18,88,1,5.0,1,,S, 23,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01062,S9424,2,07,18,88,1,5.0,1,,S, 36,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01063,S9429,2,07,18,88,1,5.0,1,,S, 37,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01064,S9430,2,07,18,88,1,5.0,1,,S, 13,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01065,S9449,2,07,18,88,1,5.0,1,,S, 33,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR01066,S9475,2,07,10,88,2,4.5,F,,F,F93,1,1.0,,27,25,0,0,,,,6.6,2.6
93PR01067,S9477,2,07,10,88,2,4.5,F,,F,F93,2,0.0,,22,20,0,0,,,,5.3,2.1
93PR01068,S9479,2,41,10,88,2,4.5,F,,F,F93,2,2.0,,28,29,0,0,,,,7.4,2.9
93PR01069,S9482,2,07,10,88,2,4.5,F,,F,F93,0,0.0,,24,22,0,0,,,,5.8,2.3
93PR01070,S9483,2,41,10,88,2,4.5,F,,F,F93,2,2.0,,28,28,0,0,,,,7.1,2.8
93PR01071,S9484,2,07,10,88,2,4.5,F,,F,F93,0,0.0,,25,24,0,0,,,,6.4,2.5
93PR01072,S9497,2,07,10,88,2,4.5,F,,F,F93,0,0.0,,26,25,0,0,,,,6.6,2.6
93PR01073,S9501,2,07,10,88,2,4.5,F,,F,F93,1,1.0,,29,26,0,0,,,,7.1,2.8
93PR01074,S9510,2,07,10,88,2,4.5,F,,F,F93,0,0.0,,28,26,0,0,,,,6.9,2.7
93PR01075,S9514,2,41,10,88,2,4.5,F,,F,F93,2,1.0,,34,34,0,0,SM.PELVIS!,,,8.6,3.4
93PR01076,S9516,2,07,10,88,2,4.5,F,,F,F93,3,2.0,,24,20,0,0,,,,5.6,2.2
93PR01077,S9522,2,41,10,88,2,4.5,F,,F,F93,3,1.0,,29,28,0,0,,,,7.4,2.9
93PR01078,S9527,2,07,10,88,2,4.5,F,,F,F93,0,0.0,,28,27,0,0,,,,7.1,2.8
93PR01079,S9535,2,07,10,88,2,4.5,F,,F,F93,2,2.0,,27,26,0,0,,,,6.9,2.7
93PR01080,S9536,2,07,10,88,2,4.5,F,,F,F93,0,0.0,,27,26,0,0,,,,6.9,2.7
93PR01081,S9545,2,41,10,88,2,4.5,F,,F,F93,3,2.0,,28,30,0,0,,,,7.4,2.9
93PR01082,S9547,2,07,10,88,2,4.5,F,,F,F93,3,2.0,,26,25,0,0,,,,6.6,2.6
93PR01083,S9550,2,41,10,88,2,4.5,F,,F,F93,2,2.0,,30,30,0,0,AB.CHIN.TENDR,,,7.6,3.0
93PR01084,S9551,2,07,10,88,2,4.5,F,,F,F93,1,1.0,,29,28,0,0,,,,7.4,2.9
93PR01085,S9552,2,07,10,88,2,4.5,F,,F,F93,0,0.0,,28,25,0,0,,,,6.9,2.7
93PR01086,S9570,2,07,18,89,1,4.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01087,S9573,2,07,18,89,1,4.0,1,,S, 24,1,0.0,,29,29,0,0,,,,7.4,2.9
93PR01088,S9574,2,07,18,89,1,4.0,A,3,S,208,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01089,S9576,2,07,18,89,1,4.0,1,,S, 14,2,1.0,,27,26,0,0,,,,6.9,2.7
93PR01090,S9581,2,07,18,89,1,4.0,1,,S, 34,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01091,S9583,2,07,18,89,1,4.0,1,,S, 21,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01092,S9592,2,07,18,89,1,4.0,A,2,S,208,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01093,S9593,2,07,18,89,1,4.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01094,S9603,2,07,18,89,1,4.0,1,,S, 35,1,1.0,,28,24,0,0,,,,6.6,2.6
93PR01095,S9607,2,07,18,89,1,4.0,1,,S, 11,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR01096,S9610,2,07,18,89,1,4.0,1,,S, 31,2,2.0,,29,31,0,0,,,,7.6,3.0
93PR01097,S9614,2,07,18,89,1,4.0,1,,S, 22,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01098,S9626,2,07,18,89,1,4.0,1,,S, 12,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01099,S9629,2,07,18,89,1,4.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01100,S9634,2,07,18,89,1,4.0,1,,S, 32,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01101,S9640,2,07,18,89,1,4.0,1,,S, 23,1,2.0,,0,0,0,0,,,,0.0,0.0
93PR01102,S9643,2,07,18,89,1,4.0,1,,S, 37,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01103,S9654,2,07,18,89,1,4.0,A,3,S,338,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01104,S9661,2,07,18,89,1,4.0,1,,S, 13,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR01105,S9665,2,07,18,89,1,4.0,1,,S, 33,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01106,S9677,2,07,18,89,1,4.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01107,S9681,2,07,18,89,1,4.0,1,,S, 24,0,0.0,,22,23,0,0,,,,5.8,2.3
93PR01108,S9687,2,07,18,89,1,4.0,A,2,S,338,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01109,S9698,2,07,18,89,1,4.0,1,,S, 14,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01110,S9701,2,07,18,89,1,4.0,1,,S, 34,1,1.0,,21,22,0,0,,,,5.6,2.2
93PR01111,S9721,2,07,18,89,1,4.0,1,,S, 21,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01112,S9722,2,07,18,89,1,4.0,1,,S, 35,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01113,S9737,2,07,18,89,1,4.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01114,S9739,2,07,18,89,1,4.0,1,,S, 36,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01115,S9740,2,07,18,89,1,4.0,1,,S, 11,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01116,S9742,2,07,18,89,1,4.0,1,,S, 31,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01117,S9744,2,07,18,89,1,4.0,1,,S, 22,3,2.0,,27,26,0,0,,,,6.9,2.7
93PR01118,S9746,2,07,18,89,1,4.0,1,,S, 37,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01119,S9752,2,07,18,89,1,4.0,1,,S, 12,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01120,S9759,2,07,18,89,1,4.0,A,1,S,TXL,2,2.0,,29,29,0,0,,,,7.4,2.9
93PR01121,S9763,2,07,18,89,1,4.0,1,,S, 32,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01122,S9768,2,07,18,89,1,4.0,1,,S, 23,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01123,S9769,2,07,18,89,1,4.0,A,1,S,338,1,1.0,,35,34,0,0,,,,8.9,3.5
93PR01124,S9777,2,07,18,89,1,4.0,A,2,S,208,1,1.0,,24,25,0,0,,,,6.4,2.5
93PR01125,S9783,2,07,18,89,1,4.0,1,,S, 13,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01126,S9789,2,07,18,89,1,4.0,1,,S, 22,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01127,S9798,2,07,18,89,1,4.0,1,,S, 33,1,1.0,,28,29,0,0,,,,7.4,2.9
93PR01128,S9801,2,07,18,89,1,4.0,A,1,S,TXL,1,1.0,,30,26,0,0,,,,7.1,2.8
93PR01129,S9804,2,07,18,89,1,4.0,1,,S, 24,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01130,S9809,2,07,18,89,1,4.0,1,,S, 35,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01131,S9822,2,07,18,89,1,4.0,1,,S, 14,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01132,S9825,2,07,18,89,1,4.0,1,,S, 34,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01133,S9827,2,07,18,89,1,4.0,1,,S, 21,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR01134,S9832,2,07,18,89,1,4.0,1,,S, 36,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01135,S9833,2,07,18,89,1,4.0,A,1,S,TXL,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR01136,S9837,2,07,18,89,1,4.0,1,,S, 37,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01137,S9847,2,07,18,89,1,4.0,1,,S, 11,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01138,S9853,2,07,18,89,1,4.0,1,,S, 31,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR01139,S9862,2,07,18,89,1,4.0,1,,S, 22,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01140,S9875,2,07,18,89,1,4.0,A,3,S,208,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01141,S9877,2,07,18,89,1,4.0,1,,S, 12,2,0.0,,29,30,0,0,,,,7.6,3.0
93PR01142,S9885,2,07,18,89,1,4.0,A,1,S,TXL,2,1.0,,26,26,0,0,,,,6.6,2.6
93PR01143,S9886,2,07,18,89,1,4.0,1,,S, 32,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01144,S9904,2,07,18,89,1,4.0,1,,S, 23,2,2.0,,30,28,0,0,,,,7.4,2.9
93PR01145,S9909,2,07,18,89,1,4.0,1,,S, 35,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01146,S9912,2,07,18,89,1,4.0,1,,S, 13,0,0.0,,28,22,0,0,,,,6.4,2.5
93PR01147,S9922,2,07,18,89,1,4.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR01148,S9928,2,07,18,89,1,4.0,1,,S, 24,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01149,S9931,2,07,18,89,1,4.0,1,,S, 36,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01150,S9944,2,07,18,89,1,4.0,1,,S, 14,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR01151,S9945,2,07,18,89,1,4.0,1,,S, 34,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01152,S9946,2,07,18,89,1,4.0,1,,S, 21,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01153,S9959,2,07,18,89,1,4.0,1,,S, 37,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01154,S9962,2,07,18,89,1,4.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01155,S9971,2,07,18,89,1,4.0,1,,S, 35,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR01156,S9977,2,07,18,89,1,4.0,1,,S, 11,1,1.0,,35,32,0,0,,,,8.6,3.4
93PR01157,S9991,2,07,18,89,1,4.0,1,,S, 31,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR01158,T0979,1,02,41,90,1,3.0,,,,,,,2,73,74,0,0,,59.1,24.7,7.4,2.9
93PR01159,T1189,1,02,48,90,1,3.0,,,,,,,2,52,52,0,0,,55.4,23.2,5.2,2.0
93PR01160,T1372,1,02,41,90,1,3.0,,,,,,,3,73,73,0,0,,55.3,24.7,7.3,2.9
93PR01161,T1791,1,02,48,91,1,2.0,,,,,,,2-,82,80,0,0,,56.4,23.5,8.1,3.2
93PR01162,T1899,1,02,42,91,1,2.0,,,,,,,2-,78,70,0,0,,66.0,22.6,7.4,2.9
93PR01163,T1947,1,02,42,91,1,2.0,,,,,,,2-,80,66,0,0,,66.4,20.7,7.3,2.9
93PR01164,T1984,1,02,48,91,1,2.0,,,,,,,3,75,79,0,0,,67.8,23.1,7.7,3.0
93PR01165,T2030,1,02,42,91,1,2.0,,,,,,,2,71,75,0,0,,53.4,26.8,7.3,2.9
93PR01166,T2097,1,02,48,91,1,2.0,,,,,,,2,78,77,0,0,,63.3,24.8,7.8,3.1
93PR01167,T2132,1,02,48,91,1,2.0,,,,,,,2-,74,75,0,0,,65.3,23.5,7.5,2.9
93PR01168,T2145,1,02,48,91,1,2.0,,,,,,,2-,72,73,0,0,,69.0,25.2,7.3,2.9
93PR01169,T2174,1,02,41,91,1,2.0,,,,,,,2-,70,68,0,0,,45.8,24.9,6.9,2.7
93PR01170,T2225,1,02,42,91,1,2.0,,,,,,,2,68,71,0,0,,51.5,23.1,7.0,2.7
93PR01171,T2238,1,02,42,91,1,2.0,,,,,,,2,72,74,0,0,,57.3,24.9,7.3,2.9
93PR01172,T2268,1,02,41,91,1,2.0,,,,,,,2+,67,70,0,0,,61.0,22.7,6.9,2.7
93PR01173,T2280,1,02,42,91,1,2.0,,,,,,,,0,0,0,0,,,,0.0,0.0
93PR01174,T2285,1,02,42,91,1,2.0,,,,,,,2,65,62,0,0,,58.8,23.8,6.4,2.5
93PR01175,T2286,1,02,41,91,1,2.0,,,,,,,2+,58,68,0,0,,59.7,22.1,6.3,2.5
93PR01176,T2297,1,02,41,91,1,2.0,,,,,,,2+,74,71,0,0,,59.2,24.1,7.3,2.9
93PR01177,T2306,1,02,41,91,1,2.0,,,,,,,2-,71,75,0,0,,54.5,26.8,7.3,2.9
93PR01178,T2309,1,02,42,91,1,2.0,,,,,,,3+,82,80,0,0,,73.3,25.1,8.1,3.2
