UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,YIELD,MICRON
94PR00262,S4182,1,42,18,93,1,1.0,0,R,,2,3-,5.1,2.0,,52.3,18.6
94PR00263,S4228,1,42,18,93,1,1.0,0,R,,2,3,5.4,2.1,,59.8,17.2
94PR00264,S4238,1,42,18,93,1,1.0,0,R,,2,3-,5.1,2.0,,59.4,18.7
94PR00265,S4244,1,07,18,93,1,1.0,0,R,,4,2-,4.8,1.9,,55.9,19.5
94PR00266,S4251,1,07,18,93,1,1.0,0,R,,5,3+,6.4,2.5,SM. TESTES,65.6,16.8
94PR00267,S4252,1,07,18,93,1,1.0,0,R,,2,2,5.8,2.3,SM. TESTES,61.2,17.0
94PR00268,S4255,1,07,18,93,1,1.0,0,R,,1,4-,5.5,2.2,,58.9,19.8
94PR00269,S4257,1,07,18,93,1,1.0,0,R,,4,3-,3.8,1.5,,53.2,20.1
94PR00270,S4264,1,42,18,93,1,1.0,0,R,,3,3,5.1,2.0,,65.7,18.4
94PR00271,S4265,1,07,18,93,1,1.0,0,R,,2,3-,5.2,2.0,,64.0,18.3
94PR00272,S4268,1,07,18,93,1,1.0,0,R,,4,3,5.4,2.1,TRY,67.0,18.2
94PR00273,S4271,1,42,18,93,1,1.0,0,R,,3,2-,4.8,1.9,,60.7,16.9
94PR00274,S4274,1,07,18,93,1,1.0,0,R,,6,3,4.1,1.6,6HORN,53.8,19.0
94PR00275,S4280,1,42,18,93,1,1.0,0,R,,3,2-,5.0,2.0,SM. TESTES,57.1,16.3
94PR00276,T2555,1,02,41,92,1,2.0,2,M,M,2,2+,7.8,3.1,,57.9,25.6
94PR00277,T2562,1,02,41,92,1,2.0,2,M,M,2,2-,7.9,3.1,,52.3,27.3
94PR00278,T2575,1,02,42,92,1,2.0,2,C,CTL,2,2-,6.4,2.5,,50.9,23.2
94PR00279,T2601,1,02,41,92,1,2.0,2,M,M,1,2+,8.1,3.2,4TEATS,57.2,24.8
94PR00280,T2614,1,02,42,92,1,2.0,2,C,CTL,2,2-,8.7,3.4,,55.7,25.6
94PR00281,T2616,1,02,42,92,1,2.0,2,C,CTL,1,2,6.8,2.7,,41.7,23.4
94PR00282,T2636,1,02,42,92,1,2.0,2,C,CTL,2,2,6.4,2.5,SCURS,40.9,23.7
94PR00283,T2643,1,02,42,92,1,2.0,2,C,CTL,1,3+,7.4,2.9,,55.4,25.5
94PR00284,T2653,1,02,41,92,1,2.0,2,M,M,1,2,8.2,3.2,,54.8,28.1
94PR00285,T2654,1,02,41,92,1,2.0,2,M,M,2,2,7.9,3.1,,55.9,26.7
94PR00286,T2685,1,02,42,92,1,2.0,2,C,CTL,2,3+,7.3,2.9,,55.7,21.9
94PR00287,T2691,1,02,42,92,1,2.0,2,C,CTL,1,2,6.9,2.7,,48.0,22.2
94PR00288,T2698,1,02,42,92,1,2.0,2,C,CTL,2,2+,7.4,2.9,,55.1,25.0
94PR00289,T2714,1,02,41,92,1,2.0,2,J,JIM,1,3+,6.5,2.6,,63.3,25.2
94PR00290,T2767,1,02,41,92,1,2.0,2,M,M,1,2,8.1,3.2,,55.4,24.8
94PR00291,T2776,1,02,42,92,1,2.0,2,C,CTL,1,2,6.2,2.4,,61.7,23.5
94PR00292,T2788,1,02,42,92,1,2.0,2,C,CTL,2,3,6.8,2.7,4TEATS,64.4,26.1
94PR00293,T2891,1,02,42,92,1,2.0,2,C,CTL,2,2,5.9,2.3,,39.6,22.2
94PR00294,T3029,1,02,42,92,1,2.0,2,C,CTL,1,2-,6.7,2.6,,47.4,24.8
94PR00295,T3077,1,02,42,92,1,2.0,2,C,CTL,1,3,7.9,3.1,4TEATS,50.6,25.2
94PR00296,T3083,1,02,42,92,1,2.0,2,C,CTL,2,2,5.8,2.3,,56.2,22.5
94PR00297,T3114,1,02,42,92,1,2.0,2,C,CTL,1,2-,7.0,2.8,,53.8,22.9
94PR00298,T3116,1,02,41,92,1,2.0,2,M,M,1,3+,7.1,2.8,,60.6,25.0
94PR00299,T3117,1,02,41,92,1,2.0,2,M,M,2,2,7.6,3.0,,52.0,23.7
94PR00300,T3291,1,02,42,92,1,2.0,2,C,CTL,2,3+,6.2,2.4,,54.7,23.8
94PR00301,T3501,1,02,48,92,1,2.0,0,L,LIS,1,3+,6.5,2.6,,48.1,23.4
94PR00302,T3641,1,02,41,93,1,1.0,2,M,,2,2,6.8,2.7,,56.3,24.3
94PR00303,T3653,1,02,41,93,1,1.0,2,M,,2,2,6.6,2.6,,53.8,20.8
94PR00304,T3702,1,02,41,93,1,1.0,2,M,,1,2-,5.9,2.3,,57.0,19.7
94PR00305,T3714,1,02,41,93,1,1.0,2,M,,1,2-,7.0,2.8,,52.9,21.1
94PR00306,T3729,1,02,41,93,1,1.0,2,M,,2,2,6.9,2.7,,60.2,21.7
94PR00307,T3730,1,02,41,93,1,1.0,2,M,,1,2,5.2,2.0,,53.9,20.6
94PR00308,T3759,1,02,41,93,1,1.0,2,M,,1,2,5.3,2.1,,60.2,19.6
94PR00309,T3763,1,02,42,93,1,1.0,2,C,,1,2+,6.8,2.7,,59.0,21.3
94PR00310,T3769,1,02,41,93,1,1.0,2,M,,2,2,6.2,2.4,,61.3,20.6
94PR00311,T3774,1,02,42,93,1,1.0,2,C,,1,2-,5.5,2.2,,59.3,20.3
94PR00312,T3781,1,02,41,93,1,1.0,2,M,,1,3-,6.3,2.5,,61.4,20.9
94PR00313,T3807,1,02,42,93,1,1.0,2,C,,2,2,7.5,3.0,4TEATS,65.2,22.5
94PR00314,T3809,1,02,42,93,1,1.0,2,C,,3,3-,6.0,2.4,,61.4,23.2
94PR00315,T3817,1,02,41,93,1,1.0,2,M,,2,2,7.5,3.0,,60.3,22.4
94PR00316,T3834,1,02,41,93,1,1.0,2,M,,2,2-,6.0,2.4,,47.1,20.0
94PR00317,T3836,1,02,42,93,1,1.0,2,C,,1,2-,5.8,2.3,,59.5,21.9
94PR00318,T3844,1,02,42,93,1,1.0,2,C,,2,3-,6.8,2.7,,63.7,21.4
94PR00319,T3845,1,02,42,93,1,1.0,2,C,,1,2,5.3,2.1,,63.6,21.1
94PR00320,T3850,1,02,42,93,1,1.0,2,C,,2,2,5.8,2.3,,58.3,20.1
94PR00321,T3864,1,02,42,93,1,1.0,2,C,,2,2+,4.9,1.9,,64.1,19.6
94PR00322,T3868,1,02,41,93,1,1.0,2,M,,2,3+,6.8,2.7,,61.2,20.0
94PR00323,T3869,1,02,41,93,1,1.0,2,M,,1,2,5.2,2.0,,58.6,18.0
94PR00324,T3879,1,02,42,93,1,1.0,2,C,,2,3+,5.9,2.3,,62.7,20.9
94PR00325,T3884,1,02,42,93,1,1.0,2,C,,2,3+,5.2,2.0,,59.2,20.9
94PR00326,T3887,1,02,41,93,1,1.0,2,M,,1,2,5.4,2.1,,58.0,17.3
94PR00327,T3888,1,02,42,93,1,1.0,2,C,,2,2-,5.6,2.2,4TEATS,59.9,20.3
94PR00328,T3898,1,02,42,93,1,1.0,2,C,,3,3,6.0,2.4,,66.1,22.1
94PR00329,T3900,1,02,42,93,1,1.0,2,C,,1,3,6.9,2.7,,63.8,22.6
94PR00330,T3907,1,02,42,93,1,1.0,2,C,,1,3+,6.0,2.4,,54.7,21.5
94PR00331,T3912,1,02,42,93,1,1.0,2,C,,2,3,7.4,2.9,,60.9,22.1
94PR00332,T3913,1,02,48,93,1,1.0,2,L,,1,2,6.8,2.7,X R.EPI.,58.4,20.9
94PR00333,T3916,1,02,41,93,1,1.0,2,M,,2,2+,5.9,2.3,,58.9,18.2
94PR00334,T3929,1,02,41,93,1,1.0,2,M,,1,3+,6.2,2.4,,62.5,18.6
94PR00335,T3935,1,02,41,93,1,1.0,2,M,,2,2-,7.6,3.0,,63.4,20.8
94PR00336,T3941,1,02,41,93,1,1.0,2,M,,1,2,6.5,2.6,,46.1,21.9
94PR00337,T3942,1,02,41,93,1,1.0,2,M,,1,2-,6.5,2.6,MR.BIG,55.0,20.8
94PR00338,T3946,1,02,42,93,1,1.0,2,C,,2,2-,6.8,2.7,,63.0,20.8
94PR00339,T3948,1,02,41,93,1,1.0,2,M,,2,2,6.5,2.6,,61.0,21.5
94PR00340,T3957,1,02,41,93,1,1.0,2,M,,1,3,7.8,3.1,,55.1,20.8
94PR00341,T3959,1,02,42,93,1,1.0,2,C,,2,2,6.7,2.6,,57.0,21.4
94PR00342,T3964,1,02,42,93,1,1.0,2,C,,1,2+,5.5,2.2,4TEATS,59.4,18.4
94PR00343,T3982,1,02,41,93,1,1.0,2,M,,1,2,5.8,2.3,,59.7,20.7
94PR00344,T4000,1,02,41,93,1,1.0,2,M,,1,3,6.6,2.6,,55.9,19.5
94PR00345,T4006,1,02,41,93,1,1.0,2,M,,1,3+,6.6,2.6,,55.7,22.8
94PR00346,T4027,1,02,41,93,1,1.0,2,M,,3,2,6.4,2.5,,53.3,20.7
94PR00347,T4032,1,02,42,93,1,1.0,2,C,,1,3+,5.7,2.2,WRINKLES,62.5,16.6
94PR00348,T4033,1,02,41,93,1,1.0,2,M,,2,3+,6.0,2.4,,53.8,20.9
94PR00349,T4048,1,02,42,93,1,1.0,2,C,,2,3,6.0,2.4,,66.6,20.9
94PR00350,T4049,1,02,42,93,1,1.0,2,C,,2,2,5.4,2.1,,64.5,21.2
94PR00351,T4055,1,02,42,93,1,1.0,2,C,,2,2-,7.0,2.8,BIGTESTES,64.8,20.6
94PR00352,T4065,1,02,41,93,1,1.0,2,M,,2,1,5.2,2.0,,54.4,18.9
94PR00353,T4069,1,02,42,93,1,1.0,2,C,,1,3,5.8,2.3,4TEATS,63.9,17.9
94PR00354,T4071,1,02,41,93,1,1.0,2,M,,2,2-,6.0,2.4,,65.1,20.2
94PR00355,T4072,1,02,41,93,1,1.0,2,M,,2,2-,6.2,2.4,,63.6,18.8
94PR00356,T4075,1,02,41,93,1,1.0,2,M,,2,2+,6.1,2.4,,61.6,21.4
94PR00357,T4077,1,02,42,93,1,1.0,2,C,,1,3,4.6,1.8,,65.1,18.8
94PR00358,T4079,1,02,42,93,1,1.0,2,C,,1,2-,7.2,2.8,,59.6,21.4
94PR00359,T4091,1,02,41,93,1,1.0,2,M,,2,2,5.2,2.0,,57.9,20.3
94PR00360,T4094,1,02,42,93,1,1.0,2,C,,1,3-,5.0,2.0,,64.4,18.8
94PR00361,T4095,1,02,42,93,1,1.0,2,C,,2,3,6.2,2.4,,63.2,19.3
94PR00362,T4098,1,02,42,93,1,1.0,2,C,,1,2-,5.6,2.2,,59.8,18.6
94PR00363,T4107,1,02,42,93,1,1.0,2,C,,1,3,4.5,1.8,,61.9,16.8
94PR00364,T4129,1,02,41,93,1,1.0,2,M,,2,3-,5.4,2.1,,59.5,19.0
94PR00365,T4131,1,02,42,93,1,1.0,2,C,,2,3,5.1,2.0,4TEATS,58.1,17.3
94PR00366,T4132,1,02,42,93,1,1.0,2,C,,2,4+,4.6,1.8,4TEATS,57.8,20.0
