UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SPIN,MICRON,SD,CV,CF,DIGR
06PR00163,R4171,1,07,18,03,1,3.0,0,.,.,2,3,9.2,3.6,"NICE,NDSU",1,.,Ramb,N,00,,,,,0
06PR00164,R4093,1,07,18,03,1,3.0,0,.,.,3,3,8.5,3.3,,1,.,Ramb,N,00,,,,,0
06PR00165,R4344,1,07,18,04,1,2.0,0,.,.,4,3-,8.6,3.4,,1,.,Ramb,Y,00,23.4,3.5,15.2,96.8,62
06PR00166,R4348,1,07,18,04,1,2.0,0,.,.,3,3+,8.6,3.4,,1,.,Ramb,Y,00,25.9,4.0,15.3,88.5,58
06PR00167,R4349,1,07,18,04,1,2.0,0,.,.,1,3+,9.1,3.6,,1,.,Ramb,Y,00,24.0,3.7,15.5,95.8,60
06PR00168,R4347,1,07,18,04,1,2.0,0,.,.,3,4-,8.2,3.2,NICE LAMB,1,.,Ramb,Y,00,28.8,5.4,18.7,65.4,54
06PR00169,R4365,1,07,18,04,1,2.0,0,.,.,2,2-,8.0,3.1,NICE,1,.,Ramb,Y,00,25.9,4.6,17.6,85.2,58
06PR00170,R4405,1,07,18,04,1,2.0,0,.,.,3,4,7.9,3.1,,1,.,Ramb,Y,00,21.1,3.9,18.7,97.8,64
06PR00171,R4441,1,07,18,04,1,2.0,0,.,.,2,2-,8.3,3.3,,1,.,Ramb,Y,00,23.3,4.3,18.4,93.3,62
06PR00172,R4453,1,07,18,04,1,2.0,0,.,.,3,3-,8.5,3.3,Teaser,1,.,Ramb,Y,00,22.5,3.6,16.0,96.7,62
06PR00173,R4425,1,07,18,04,1,2.0,0,.,.,2,3-,8.0,3.1,Teaser,1,.,Ramb,Y,00,25.0,4.4,17.8,88.8,58
06PR00174,R4560,1,07,18,04,1,2.0,0,.,.,1,2-,7.9,3.1,,1,.,Ramb,Y,00,22.9,3.4,14.7,98.2,62
06PR00175,R4566,1,07,18,04,1,2.0,0,.,.,1,3-,8.1,3.2,"NICE LAMB,PNE",1,.,Ramb,Y,00,23.7,4.0,16.8,94.5,60
06PR00176,R4529,1,07,18,04,1,2.0,0,.,.,2,3+,8.5,3.3,Teaser,1,.,Ramb,Y,00,23.0,4.1,17.6,94.8,62
06PR00177,R4202,1,07,18,03,1,3.0,0,.,.,2,3-,9.4,3.7,,1,.,Ramb,N,00,,,,,0
06PR00178,R4280,1,07,18,04,1,2.0,0,.,.,2,4+,7.4,2.9,,1,.,Ramb,Y,00,27.2,4.5,16.5,79.3,56
